"EFF_DATE","STAR_COMPUTER_CODE","ARTCC","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC","File","Action","Mods"
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","10","WEXUM","K6","WP   ","ZARTZ","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","20","ZARTZ","K6","WP   ","HUNNN","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","30","HUNNN","K6","WP   ","LURRL","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","40","LURRL","K6","WP   ","ANCRR","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","50","ANCRR","K6","WP   ","NAVEY","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","60","NAVEY","K6","WP   ","KAPTN","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","70","KAPTN","K6","WP   ","TEAGY","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","80","TEAGY","K6","WP   ","MIIDY","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","BODY","MIIDY-WEXUM","1","","90","MIIDY","K6","WP   ","","BWI/15R","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","TRANSITION","LAFLN TRANSITION","1","LAFLN.MIIDY4","10","MIIDY","K6","WP   ","TRUTH","","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","TRANSITION","LAFLN TRANSITION","1","LAFLN.MIIDY4","20","TRUTH","K6","WP   ","BILIT","","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","TRANSITION","LAFLN TRANSITION","1","LAFLN.MIIDY4","30","BILIT","K6","WP   ","CHOPS","","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","TRANSITION","LAFLN TRANSITION","1","LAFLN.MIIDY4","40","CHOPS","K6","WP   ","LAFLN","","2","Added",""
"2026/05/14","MIIDY.MIIDY4","ZDC","TRANSITION","LAFLN TRANSITION","1","LAFLN.MIIDY4","50","LAFLN","K6","WP   ","","","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-GATEE","1","","10","GATEE","K7","WP   ","MANGY","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-GATEE","1","","20","MANGY","K7","WP   ","MLLET","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-GATEE","1","","30","MLLET","K7","WP   ","YELLS","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-GATEE","1","","40","YELLS","K7","WP   ","RYFLE","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-GATEE","1","","50","RYFLE","K7","WP   ","","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","10","HANDO","K7","WP   ","INNOR","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","20","INNOR","K7","WP   ","LEEKS","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","30","LEEKS","K7","WP   ","POORE","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","40","POORE","K7","WP   ","DOOMY","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","50","DOOMY","K7","WP   ","CEZUN","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","60","CEZUN","K7","WP   ","MANGY","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","70","MANGY","K7","WP   ","MLLET","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","80","MLLET","K7","WP   ","YELLS","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","90","YELLS","K7","WP   ","RYFLE","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","BODY","RYFLE-HANDO","1","","100","RYFLE","K7","WP   ","","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","TRANSITION","OKNEE TRANSITION","1","OKNEE.MLLET4","10","RYFLE","K7","WP   ","OKNEE","","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","TRANSITION","OKNEE TRANSITION","1","OKNEE.MLLET4","20","OKNEE","K7","WP   ","","","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","TRANSITION","TORQD TRANSITION","1","TORQD.MLLET4","10","RYFLE","K7","WP   ","TORQD","","2","Added",""
"2026/05/14","RYFLE.MLLET4","ZTL","TRANSITION","TORQD TRANSITION","1","TORQD.MLLET4","20","TORQD","K7","WP   ","","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","BODY","SNKPT-CLANG","1","","10","CLANG","K5","RP   ","PENDS","EYE, GEZ, HFY, MQJ, TYQ, UMP","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","BODY","SNKPT-CLANG","1","","20","PENDS","K5","WP   ","SNKPT","EYE, GEZ, HFY, MQJ, TYQ, UMP","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","BODY","SNKPT-CLANG","1","","30","SNKPT","K5","WP   ","","EYE, GEZ, HFY, MQJ, TYQ, UMP","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","EMPTY TRANSITION","1","EMPTY.CLANG1","10","SNKPT","K5","WP   ","DQN","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","EMPTY TRANSITION","1","EMPTY.CLANG1","20","DQN","","VOR/DME","EMPTY","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","EMPTY TRANSITION","1","EMPTY.CLANG1","30","EMPTY","K5","RP   ","","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","RINTE TRANSITION","1","RINTE.CLANG1","10","SNKPT","K5","WP   ","RINTE","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","RINTE TRANSITION","1","RINTE.CLANG1","20","RINTE","K5","WP   ","","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","SJAAY TRANSITION","1","SJAAY.CLANG1","10","SNKPT","K5","WP   ","WGNER","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","SJAAY TRANSITION","1","SJAAY.CLANG1","20","WGNER","K5","WP   ","SJAAY","","2","Added",""
"2026/05/14","SNKPT.CLANG1","ZID","TRANSITION","SJAAY TRANSITION","1","SJAAY.CLANG1","30","SJAAY","K5","WP   ","","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-CAMPR","1","","10","CAMPR","K7","WP   ","BOATN","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-CAMPR","1","","20","BOATN","K7","WP   ","NCOMA","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-CAMPR","1","","30","NCOMA","K7","WP   ","PARQR","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-CAMPR","1","","40","PARQR","K7","WP   ","SUZNN","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-CAMPR","1","","50","SUZNN","K7","WP   ","","CLT/01L, CLT/18C, CLT/18L","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","10","VALLL","K7","WP   ","CEDOX","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","20","CEDOX","K7","WP   ","BBQEE","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","30","BBQEE","K7","WP   ","THACK","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","40","THACK","K7","WP   ","PAYKN","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","50","PAYKN","K7","WP   ","PARQR","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","60","PARQR","K7","WP   ","SUZNN","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","BODY","SUZNN-VALLL","1","","70","SUZNN","K7","WP   ","","CLT/19R, CLT/36C, CLT/36R","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","LNDIZ TRANSITION","1","LNDIZ.PARQR5","10","SUZNN","K7","WP   ","WILUM","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","LNDIZ TRANSITION","1","LNDIZ.PARQR5","20","WILUM","K7","WP   ","CITUS","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","LNDIZ TRANSITION","1","LNDIZ.PARQR5","30","CITUS","K6","WP   ","LNDIZ","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","LNDIZ TRANSITION","1","LNDIZ.PARQR5","40","LNDIZ","K6","WP   ","","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","TAFTT TRANSITION","1","TAFTT.PARQR5","10","SUZNN","K7","WP   ","WILUM","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","TAFTT TRANSITION","1","TAFTT.PARQR5","20","WILUM","K7","WP   ","SCRZA","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","TAFTT TRANSITION","1","TAFTT.PARQR5","30","SCRZA","K6","WP   ","MAHAF","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","TAFTT TRANSITION","1","TAFTT.PARQR5","40","MAHAF","K6","WP   ","TAFTT","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","TAFTT TRANSITION","1","TAFTT.PARQR5","50","TAFTT","K5","WP   ","","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","WILUM TRANSITION","1","WILUM.PARQR5","10","SUZNN","K7","WP   ","WILUM","","2","Added",""
"2026/05/14","SUZNN.PARQR5","ZTL","TRANSITION","WILUM TRANSITION","1","WILUM.PARQR5","20","WILUM","K7","WP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","BODY","TAYTR","1","","10","TAYTR","K2","WP   ","","PVU","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BERYL TRANSITION","1","BERYL.TAYTR4","10","TAYTR","K2","WP   ","JAMMN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BERYL TRANSITION","1","BERYL.TAYTR4","20","JAMMN","K2","RP   ","STEEN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BERYL TRANSITION","1","BERYL.TAYTR4","30","STEEN","K2","WP   ","BERYL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BERYL TRANSITION","1","BERYL.TAYTR4","40","BERYL","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","10","TAYTR","K2","WP   ","ASHBO","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","20","ASHBO","K2","WP   ","GILDR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","30","GILDR","K2","WP   ","KARTH","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","40","KARTH","K2","WP   ","SIMRR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","50","SIMRR","K2","WP   ","KNOLE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","60","KNOLE","K2","RP   ","BVL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BONNEVILLE TRANSITION","1","BVL.TAYTR4","70","BVL","","VORTAC","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","10","TAYTR","K2","WP   ","KNOXY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","20","KNOXY","K2","WP   ","FRNZY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","30","FRNZY","K2","RP   ","MYLER","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","40","MYLER","K2","WP   ","MARNN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","50","MARNN","K2","WP   ","BCE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","BRYCE CANYON TRANSITION","1","BCE.TAYTR4","60","BCE","","VORTAC","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","FRNZY TRANSITION","1","FRNZY.TAYTR4","10","TAYTR","K2","WP   ","KNOXY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","FRNZY TRANSITION","1","FRNZY.TAYTR4","20","KNOXY","K2","WP   ","FRNZY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","FRNZY TRANSITION","1","FRNZY.TAYTR4","30","FRNZY","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","30","TOADE","K2","WP   ","YMONT","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","40","YMONT","K2","RP   ","RAHZL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","50","RAHZL","K2","WP   ","HELPR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","HELPR TRANSITION","1","HELPR.TAYTR4","60","HELPR","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","JAMMN TRANSITION","1","JAMMN.TAYTR4","10","TAYTR","K2","WP   ","JAMMN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","JAMMN TRANSITION","1","JAMMN.TAYTR4","20","JAMMN","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","10","TAYTR","K2","WP   ","ASHBO","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","20","ASHBO","K2","WP   ","GILDR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","30","GILDR","K2","WP   ","KARTH","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","40","KARTH","K2","WP   ","SIMRR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","50","SIMRR","K2","WP   ","KNOLE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","KNOLE TRANSITION","1","KNOLE.TAYTR4","60","KNOLE","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MARNN TRANSITION","1","MARNN.TAYTR4","10","TAYTR","K2","WP   ","KNOXY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MARNN TRANSITION","1","MARNN.TAYTR4","20","KNOXY","K2","WP   ","FRNZY","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MARNN TRANSITION","1","MARNN.TAYTR4","30","FRNZY","K2","RP   ","MYLER","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MARNN TRANSITION","1","MARNN.TAYTR4","40","MYLER","K2","WP   ","MARNN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MARNN TRANSITION","1","MARNN.TAYTR4","50","MARNN","K2","WP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","30","TOADE","K2","WP   ","SPANE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","40","SPANE","K2","RP   ","THISL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","50","THISL","K2","RP   ","MTU","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","MYTON TRANSITION","1","MTU.TAYTR4","60","MTU","","VOR/DME","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","10","TAYTR","K2","WP   ","ASHBO","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","20","ASHBO","K2","WP   ","GILDR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","30","GILDR","K2","WP   ","KARTH","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","40","KARTH","K2","WP   ","SIMRR","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","50","SIMRR","K2","WP   ","YUTES","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","60","YUTES","K2","WP   ","OGD","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","OGDEN TRANSITION","1","OGD.TAYTR4","70","OGD","","VORTAC","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","RAHZL TRANSITION","1","RAHZL.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","RAHZL TRANSITION","1","RAHZL.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","RAHZL TRANSITION","1","RAHZL.TAYTR4","30","TOADE","K2","WP   ","YMONT","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","RAHZL TRANSITION","1","RAHZL.TAYTR4","40","YMONT","K2","RP   ","RAHZL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","RAHZL TRANSITION","1","RAHZL.TAYTR4","50","RAHZL","K2","WP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","SPANE TRANSITION","1","SPANE.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","SPANE TRANSITION","1","SPANE.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","SPANE TRANSITION","1","SPANE.TAYTR4","30","TOADE","K2","WP   ","SPANE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","SPANE TRANSITION","1","SPANE.TAYTR4","40","SPANE","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","STEEN TRANSITION","1","STEEN.TAYTR4","10","TAYTR","K2","WP   ","JAMMN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","STEEN TRANSITION","1","STEEN.TAYTR4","20","JAMMN","K2","RP   ","STEEN","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","STEEN TRANSITION","1","STEEN.TAYTR4","30","STEEN","K2","WP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","THISL TRANSITION","1","THISL.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","THISL TRANSITION","1","THISL.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","THISL TRANSITION","1","THISL.TAYTR4","30","TOADE","K2","WP   ","SPANE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","THISL TRANSITION","1","THISL.TAYTR4","40","SPANE","K2","RP   ","THISL","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","THISL TRANSITION","1","THISL.TAYTR4","50","THISL","K2","RP   ","","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","YMONT TRANSITION","1","YMONT.TAYTR4","10","TAYTR","K2","WP   ","NUTZZ","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","YMONT TRANSITION","1","YMONT.TAYTR4","20","NUTZZ","K2","WP   ","TOADE","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","YMONT TRANSITION","1","YMONT.TAYTR4","30","TOADE","K2","WP   ","YMONT","","2","Added",""
"2026/05/14","TAYTR.TAYTR4","ZLC","TRANSITION","YMONT TRANSITION","1","YMONT.TAYTR4","40","YMONT","K2","RP   ","","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-BEEDS","1","","10","BEEDS","K4","WP   ","MASSK","MSY/02","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-BEEDS","1","","20","MASSK","K4","WP   ","NDYMN","MSY/02","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-BEEDS","1","","30","NDYMN","K4","WP   ","KRNVL","MSY/02","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-BEEDS","1","","40","KRNVL","K4","WP   ","TRSSH","MSY/02","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-BEEDS","1","","50","TRSSH","K4","WP   ","","MSY/02","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-CCNUT","1","","10","CCNUT","K4","WP   ","THROO","MSY/11","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-CCNUT","1","","20","THROO","K4","WP   ","ZULEW","MSY/11","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-CCNUT","1","","30","ZULEW","K4","WP   ","KRNVL","MSY/11","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-CCNUT","1","","40","KRNVL","K4","WP   ","TRSSH","MSY/11","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-CCNUT","1","","50","TRSSH","K4","WP   ","","MSY/11","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-GOCPP","1","","10","GOCPP","K4","WP   ","KRSNT","NEW","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-GOCPP","1","","20","KRSNT","K4","WP   ","SEAFD","NEW","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-GOCPP","1","","30","SEAFD","K4","WP   ","VEEEP","NEW","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-GOCPP","1","","40","VEEEP","K4","WP   ","TRSSH","NEW","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-GOCPP","1","","50","TRSSH","K4","WP   ","","NEW","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-MUZES","1","","10","MUZES","K4","WP   ","VEEEP","NBG","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-MUZES","1","","20","VEEEP","K4","WP   ","TRSSH","NBG","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-MUZES","1","","30","TRSSH","K4","WP   ","","NBG","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RAYOP","1","","10","RAYOP","K4","RP   ","KRNVL","MSY/20","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RAYOP","1","","20","KRNVL","K4","WP   ","TRSSH","MSY/20","2","Added",""
