"RCode","Orig","Dest","DepFix","Route String","DCNTR","ACNTR","TCNTRs","CoordReq","Play","NavEqp","Length","File","Action","Mods"
"HPNMSY36","KHPN","KMSY","COATE","KHPN COATE Q436 HERBA JHW Q29 KLYNE RINTE Q139 VLKNN MERDN TRSSH2 KMSY","ZNY","ZHU","ZBW ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1219","2","Modified","Route String Length"
"HPNMSY60","KHPN","KMSY","NEWEL","KHPN NEWEL J60 DJB RINTE Q139 VLKNN MERDN TRSSH1 KMSY","ZNY","ZHU","ZBW ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1216","1","Modified","Route String Length"
"HPNMSY60","KHPN","KMSY","NEWEL","KHPN NEWEL J60 DJB RINTE Q139 VLKNN MERDN TRSSH2 KMSY","ZNY","ZHU","ZBW ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1208","2","Modified","Route String Length"
"HPNMSY75","KHPN","KMSY","BIGGY","KHPN BIGGY Q75 GVE LYH COLZI Q52 CHOPZ MGMRY SJI MNSTR1 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZNY ZTL","Y","","1","1056","1","Modified","Route String"
"HPNMSY75","KHPN","KMSY","BIGGY","KHPN BIGGY Q75 GVE LYH COLZI Q52 CHOPZ MGMRY SJI MNSTR2 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZNY ZTL","Y","","1","1056","2","Modified","Route String"
"HPNMSY80","KHPN","KMSY","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR HNN SPAYD VXV NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZBW ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1119","1","Modified","Route String Length"
"HPNMSY80","KHPN","KMSY","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR HNN SPAYD VXV NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZBW ZHU ZID ZME ZNY ZOB ZTL","Y","","1","1111","2","Modified","Route String Length"
"HPNMSYD1","KHPN","KMSY","WHITE","KHPN WHITE Q409 CRPLR Q85 MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI MNSTR1 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZJX ZNY ZTL","Y","DELMARVA 1","1","1128","1","Modified","Route String"
"HPNMSYD1","KHPN","KMSY","WHITE","KHPN WHITE Q409 CRPLR Q85 MOXXY Q85 KAATT SESUE PANDY TWINS NOKIE MGMRY SJI MNSTR2 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZJX ZNY ZTL","Y","DELMARVA 1","1","1128","2","Modified","Route String"
"HPNMSYJ6","KHPN","KMSY","PARKE","KHPN PARKE J6 HVQ VXV NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZID ZME ZNY ZTL","N","","1","1082","1","Modified","Route String Length"
"HPNMSYJ6","KHPN","KMSY","PARKE","KHPN PARKE J6 HVQ VXV NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZID ZME ZNY ZTL","N","","1","1074","2","Modified","Route String Length"
"HPNMSYPH","KHPN","KMSY","LANNA","KHPN LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZME ZNY ZTL","N","","1","1066","1","Modified","Route String Length"
"HPNMSYPH","KHPN","KMSY","LANNA","KHPN LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 KMSY","ZNY","ZHU","ZBW ZDC ZHU ZME ZNY ZTL","N","","1","1058","2","Modified","Route String Length"
"HPNORDG3","KHPN","KORD","GREKI","KHPN GREKI JUDDS CAM Q822 GONZZ FARGN CHAAP Q436 KAYYS WYNDE3 KORD","ZNY","ZAU","ZAU ZBW ZOB","Y","GREKI 3","1","887","1","Modified","Play"
"HPNORDG3","KHPN","KORD","GREKI","KHPN GREKI JUDDS CAM Q822 GONZZ FARGN CHAAP Q436 KAYYS WYNDE3 KORD","ZNY","ZAU","ZAU ZBW ZOB","Y","ZOB DRAFT GREKI 3","1","887","2","Modified","Play"
"HPNPDX36","KHPN","KPDX","COATE","KHPN COATE Q436 RAAKK Q440 HUFFR MLP JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZLC ZMP ZNY ZOB ZSE","N","","2","2153","1","Modified","Length"
"HPNPDX36","KHPN","KPDX","COATE","KHPN COATE Q436 RAAKK Q440 HUFFR MLP JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZLC ZMP ZNY ZOB ZSE","N","","2","2160","2","Modified","Length"
"HPNPDX60","KHPN","KPDX","NEWEL","KHPN NEWEL J60 DJB CPONE JOT J60 LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE","Y","","1","2234","1","Modified","Length"
"HPNPDX60","KHPN","KPDX","NEWEL","KHPN NEWEL J60 DJB CPONE JOT J60 LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE","Y","","1","2242","2","Modified","Length"
"HPNPDX64","KHPN","KPDX","NEWEL","KHPN NEWEL J60 DANNR RAV J64 FWA WHETT DARCY EDENS LMN PWE ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE","Y","","1","2268","1","Modified","Length"
"HPNPDX64","KHPN","KPDX","NEWEL","KHPN NEWEL J60 DANNR RAV J64 FWA WHETT DARCY EDENS LMN PWE ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZAU ZBW ZDV ZLC ZMP ZNY ZOB ZSE","Y","","1","2275","2","Modified","Length"
"HPNPDX6F","KHPN","KPDX","PARKE","KHPN PARKE J6 HVQ J78 FAM BUM SLN HCT BFF BOY LKT PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","Y","","1","2353","1","Modified","Length"
"HPNPDX6F","KHPN","KPDX","PARKE","KHPN PARKE J6 HVQ J78 FAM BUM SLN HCT BFF BOY LKT PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","Y","","1","2361","2","Modified","Length"
"HPNPDX80","KHPN","KPDX","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR J80 MCI LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDV ZID ZKC ZLC ZMP ZNY ZOB ZSE","Y","","1","2304","1","Modified","Length"
"HPNPDX80","KHPN","KPDX","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR J80 MCI LNK ONL J151 BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDV ZID ZKC ZLC ZMP ZNY ZOB ZSE","Y","","1","2312","2","Modified","Length"
"HPNPDX95","KHPN","KPDX","GAYEL","KHPN GAYEL Q818 WOZEE DERLO HOCKE GRB GEP J70 ABR BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","CZY ZBW ZLC ZMP ZNY ZOB ZSE","Y","","1","2128","1","Modified","Length"
"HPNPDX95","KHPN","KPDX","GAYEL","KHPN GAYEL Q818 WOZEE DERLO HOCKE GRB GEP J70 ABR BIL J16 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","CZY ZBW ZLC ZMP ZNY ZOB ZSE","Y","","1","2136","2","Modified","Length"
"HPNPDXJ6","KHPN","KPDX","PARKE","KHPN PARKE J6 COLNS Q176 BUM HCT BFF DBS J82 DNJ J20 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","Y","","1","2340","1","Modified","Length"
"HPNPDXJ6","KHPN","KPDX","PARKE","KHPN PARKE J6 COLNS Q176 BUM HCT BFF DBS J82 DNJ J20 PDT JKNOX HHOOD6 KPDX","ZNY","ZSE","ZBW ZDC ZDV ZID ZKC ZLC ZMP ZNY ZSE","Y","","1","2348","2","Modified","Length"
"HPNSRQ48","KHPN","KSRQ","LANNA","KHPN LANNA J48 MOL FLASK GOWBE BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","998","1","Modified","Length"
"HPNSRQ48","KHPN","KSRQ","LANNA","KHPN LANNA J48 MOL FLASK GOWBE BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","1005","2","Modified","Length"
"HPNSRQ80","KHPN","KSRQ","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","1","1107","1","Modified","Length"
"HPNSRQ80","KHPN","KSRQ","ZIMMZ","KHPN ZIMMZ Q42 MIKYG Q480 AIR HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","1","1114","2","Modified","Length"
"HPNSRQJ6","KHPN","KSRQ","PARKE","KHPN PARKE J6 HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZID ZJX ZMA ZNY ZTL","N","","1","1069","1","Modified","Length"
"HPNSRQJ6","KHPN","KSRQ","PARKE","KHPN PARKE J6 HVQ Q147 BURGG KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZID ZJX ZMA ZNY ZTL","N","","1","1076","2","Modified","Length"
"HPNSRQKA","KHPN","KSRQ","WHITE","KHPN WHITE Q409 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY","N","","1","955","1","Modified","Length"
"HPNSRQKA","KHPN","KSRQ","WHITE","KHPN WHITE Q409 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY","N","","1","962","2","Modified","Length"
"HPNSRQPH","KHPN","KSRQ","BIGGY","KHPN BIGGY Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","962","1","Modified","Length"
"HPNSRQPH","KHPN","KSRQ","BIGGY","KHPN BIGGY Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","969","2","Modified","Length"
"HPNTMBTA","KHPN","KTMB","BIGGY","KHPN BIGGY Q75 TEEEM BULZI Q81 ENDEW BROMO FROGZ5 KTMB","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","1178","1","Modified","Length"
"HPNTMBTA","KHPN","KTMB","BIGGY","KHPN BIGGY Q75 TEEEM BULZI Q81 ENDEW BROMO FROGZ5 KTMB","ZNY","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","","1","1193","2","Modified","Length"
"HYABWI29","KHYA","KBWI","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 SPYDY AIR KEMAN ANTHM5 KBWI","ZBW","ZDC","ZBW ZDC ZNY ZOB","Y","DC NORTH","3","927","1","Modified","Length"
"HYABWI29","KHYA","KBWI","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 SPYDY AIR KEMAN ANTHM5 KBWI","ZBW","ZDC","ZBW ZDC ZNY ZOB","Y","DC NORTH","3","894","2","Modified","Length"
"HYABWIPT","KHYA","KBWI","BUZRD","KHYA BUZRD Q167 ZIZZI KNUKK ATR LAFLN MIIDY3 KBWI","ZBW","ZDC","ZBW ZDC ZNY","N","DC NORTH 2","3","385","1","Modified","Route String Length"
"HYABWIPT","KHYA","KBWI","BUZRD","KHYA BUZRD Q167 ZIZZI KNUKK ATR LAFLN MIIDY4 KBWI","ZBW","ZDC","ZBW ZDC ZNY","N","DC NORTH 2","3","365","2","Modified","Route String Length"
"HYACLT29","KHYA","KCLT","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 JHW FOXEE Q145 HVQ LNDIZ PARQR4 KCLT","ZBW","ZTL","ZBW ZID ZOB ZTL","Y","","3","929","1","Modified","Route String Length"
"HYACLT29","KHYA","KCLT","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 JHW FOXEE Q145 HVQ LNDIZ PARQR5 KCLT","ZBW","ZTL","ZBW ZID ZOB ZTL","Y","","3","922","2","Modified","Route String Length"
"HYACLTPJ","KHYA","KCLT","LFV","KHYA LFV CELTS NELIE Q75 GVE AIROW CHSLY6 KCLT","ZBW","ZTL","ZBW ZDC ZNY ZTL","N","","3","712","1","Modified","Route String Length"
"HYACLTPJ","KHYA","KCLT","LFV","KHYA LFV CELTS NELIE Q75 GVE AIROW CHSLY7 KCLT","ZBW","ZTL","ZBW ZDC ZNY ZTL","N","","3","706","2","Modified","Route String Length"
"HYACLTT7","KHYA","KCLT","BUZRD","KHYA BUZRD Q167 RIFLE HEADI Q97 SAWED GUILD Q409 OKNEE MLLET3 KCLT","ZBW","ZTL","ZBW ZDC ZJX ZNY ZTL","Y","ZBW VIA HTO ESCAPE","3","739","1","Modified","Route String Length"
"HYACLTT7","KHYA","KCLT","BUZRD","KHYA BUZRD Q167 RIFLE HEADI Q97 SAWED GUILD Q409 OKNEE MLLET4 KCLT","ZBW","ZTL","ZBW ZDC ZJX ZNY ZTL","Y","ZBW VIA HTO ESCAPE","3","727","2","Modified","Route String Length"
"HYAFLLB7","KHYA","KFLL","LFV","KHYA LFV CELTS NELIE Q75 ENEME TEEKY4 KFLL","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","Y","NE TO FLORIDA VIA Q75 2","3","1285","1","Modified","Length"
"HYAFLLB7","KHYA","KFLL","LFV","KHYA LFV CELTS NELIE Q75 ENEME TEEKY4 KFLL","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","Y","NE TO FLORIDA VIA Q75 2","3","1333","2","Modified","Length"
"HYAFLLN4","KHYA","KFLL","LFV","KHYA LFV CELTS CTR HNK J49 PSB Q71 GEFFS HVQ Q147 BURGG ENEME TEEKY4 KFLL","ZBW","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","3","1396","1","Modified","Length"
"HYAFLLN4","KHYA","KFLL","LFV","KHYA LFV CELTS CTR HNK J49 PSB Q71 GEFFS HVQ Q147 BURGG ENEME TEEKY4 KFLL","ZBW","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","3","1443","2","Modified","Length"
"HYAHPNEX","KHYA","KHPN","PVD","KHYA PVD HFD T303 MAD EEGOR ALIXX RYMES KHPN","ZBW","ZNY","ZBW","Y","SERBOS 1","1","174","1","Modified","Route String NavEqp Length"
"HYAHPNEX","KHYA","KHPN","PVD","KHYA PVD HFD T303 MAD EEGOR EEGOR1 KHPN","ZBW","ZNY","ZBW","Y","SERBOS 1","3","171","2","Modified","Route String NavEqp Length"
"HYAIAD29","KHYA","KIAD","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 SPYDY AIR J162 MGW GIBBZ5 KIAD","ZBW","ZDC","ZBW ZDC ZOB","N","DC NORTH","2","899","1","Modified","Length"
"HYAIAD29","KHYA","KIAD","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ Q29 SPYDY AIR J162 MGW GIBBZ5 KIAD","ZBW","ZDC","ZBW ZDC ZOB","N","DC NORTH","2","866","2","Modified","Length"
"HYAMIAB7","KHYA","KMIA","LFV","KHYA LFV CELTS NELIE Q75 TEEEM BULZI Q81 ENDEW BROMO FROGZ5 KMIA","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","Y","NE TO FLORIDA VIA Q75 2","3","1390","1","Modified","Length"
"HYAMIAB7","KHYA","KMIA","LFV","KHYA LFV CELTS NELIE Q75 TEEEM BULZI Q81 ENDEW BROMO FROGZ5 KMIA","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","Y","NE TO FLORIDA VIA Q75 2","3","1412","2","Modified","Length"
"HYAMIAY5","KHYA","KMIA","LFV","KHYA LFV CELTS MANCH SYR J59 PSB Q71 GEFFS HVQ Q147 BURGG ALLMA BULZI Q81 ENDEW BROMO FROGZ5 KMIA","ZBW","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","3","1571","1","Modified","Length"
"HYAMIAY5","KHYA","KMIA","LFV","KHYA LFV CELTS MANCH SYR J59 PSB Q71 GEFFS HVQ Q147 BURGG ALLMA BULZI Q81 ENDEW BROMO FROGZ5 KMIA","ZBW","ZMA","ZBW ZID ZJX ZMA ZNY ZOB ZTL","Y","","3","1593","2","Modified","Length"
"HYAMSPA8","KHYA","KMSP","LFV","KHYA LFV CELTS BAF Q480 AIR J34 VIO KAMMA KKILR4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZNY ZOB","Y","","3","1187","1","Modified","Length"
"HYAMSPA8","KHYA","KMSP","LFV","KHYA LFV CELTS BAF Q480 AIR J34 VIO KAMMA KKILR4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZNY ZOB","Y","","3","1199","2","Modified","Length"
"HYAMSPN4","KHYA","KMSP","LFV","KHYA LFV CELTS CTR HNK J49 PSB J60 DJB J34 VIO KAMMA KKILR4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZNY ZOB","Y","","2","1124","1","Modified","Length"
"HYAMSPN4","KHYA","KMSP","LFV","KHYA LFV CELTS CTR HNK J49 PSB J60 DJB J34 VIO KAMMA KKILR4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZNY ZOB","Y","","2","1135","2","Modified","Length"
"HYAMSPPJ","KHYA","KMSP","LFV","KHYA LFV CELTS MANCH HANAA Q816 KELTI Q812 ZOHAN CEWDA MUSCL4 KMSP","ZBW","ZMP","CZY ZBW ZMP ZOB","N","","3","1067","1","Modified","Length"
"HYAMSPPJ","KHYA","KMSP","LFV","KHYA LFV CELTS MANCH HANAA Q816 KELTI Q812 ZOHAN CEWDA MUSCL4 KMSP","ZBW","ZMP","CZY ZBW ZMP ZOB","N","","3","1073","2","Modified","Length"
"HYAMSPYZ","KHYA","KMSP","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ FARGN Q438 BERYS Q440 IDIOM MUSCL4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZOB","Y","LAKE ERIE WEST","3","1099","1","Modified","Length"
"HYAMSPYZ","KHYA","KMSP","LFV","KHYA LFV CELTS MANCH CAM Q822 GONZZ FARGN Q438 BERYS Q440 IDIOM MUSCL4 KMSP","ZBW","ZMP","ZAU ZBW ZMP ZOB","Y","LAKE ERIE WEST","3","1107","2","Modified","Length"
"HYAMSYPJ","KHYA","KMSY","LFV","KHYA LFV CELTS BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 KMSY","ZBW","ZHU","ZBW ZDC ZHU ZME ZNY ZTL","N","","3","1286","1","Modified","Route String Length"
"HYAMSYPJ","KHYA","KMSY","LFV","KHYA LFV CELTS BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 KMSY","ZBW","ZHU","ZBW ZDC ZHU ZME ZNY ZTL","N","","3","1278","2","Modified","Route String Length"
"HYASRQPJ","KHYA","KSRQ","LFV","KHYA LFV CELTS NELIE Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","NE TO FLORIDA VIA Q75 2","3","1176","1","Modified","Length"
"HYASRQPJ","KHYA","KSRQ","LFV","KHYA LFV CELTS NELIE Q75 SLOJO Q103 PUPYY KYYUU LUBBR4 KSRQ","ZBW","ZMA","ZBW ZDC ZJX ZMA ZNY ZTL","N","NE TO FLORIDA VIA Q75 2","3","1183","2","Modified","Length"
"IADBDLBG","KIAD","KBDL","AGARD","KIAD WOOLY2 AGARD DONIL DIDIO JODOE GGRNT JRIZZ DPK DPK3 KBDL","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","346","2","Deleted",""
"IADBDLBM","KIAD","KBDL","AGARD","KIAD JCOBY4 AGARD DONIL DIDIO JODOE GGRNT JRIZZ DPK DPK3 KBDL","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","339","2","Deleted",""
"IADBEDBG","KIAD","KBED","AGARD","KIAD WOOLY2 AGARD DONIL DIDIO JODOE HEADI CCC YANTC DREEM3 KBED","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","411","2","Deleted",""
"IADBEDBM","KIAD","KBED","AGARD","KIAD JCOBY4 AGARD DONIL DIDIO JODOE HEADI CCC YANTC DREEM3 KBED","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","404","2","Deleted",""
"IADBNA52","KIAD","KBNA","MCRAY","KIAD MCRAY2 MCRAY Q178 LEJOY AIR J80 CREEP JUDDI ULTRA RYYMN3 KBNA","ZDC","ZME","ZDC ZID ZME ZOB","Y","NO J6 2","2","636","1","Modified","Play"
"IADBNA52","KIAD","KBNA","MCRAY","KIAD MCRAY2 MCRAY Q178 LEJOY AIR J80 CREEP JUDDI ULTRA RYYMN3 KBNA","ZDC","ZME","ZDC ZID ZME ZOB","Y","","2","636","2","Modified","Play"
"IADBTV00","KIAD","KBTV","SWANN","KIAD JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV KBTV","ZDC","ZBW","ZBW ZDC ZNY","N","","2","444","1","Modified","Route String NavEqp Length"
"IADBTV00","KIAD","KBTV","SWANN","KIAD JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT KBTV","ZDC","ZBW","ZBW ZDC ZNY","N","","3","443","2","Modified","Route String NavEqp Length"
"IADBTV10","KIAD","KBTV","JERES","KIAD JERES2 JERES Q221 BIGEO J49 HNK LAGGS BTV KBTV","ZDC","ZBW","ZBW ZDC ZNY","Y","","2","436","1","Modified","Route String NavEqp Length"
"IADBTV10","KIAD","KBTV","JERES","KIAD JERES2 JERES Q221 BIGEO J49 HNK LAGGS KBTV","ZDC","ZBW","ZBW ZDC ZNY","Y","","3","433","2","Modified","Route String NavEqp Length"
"IADBTV11","KIAD","KBTV","JERES","KIAD JERES2 JERES J211 LEONI WEVEL ELZ GONZZ LAGGS BTV KBTV","ZDC","ZBW","ZBW ZDC ZOB","Y","","2","481","1","Modified","Route String Length"
"IADBTV11","KIAD","KBTV","JERES","KIAD JERES2 JERES J211 LEONI WEVEL ELZ GONZZ LAGGS KBTV","ZDC","ZBW","ZBW ZDC ZOB","Y","","2","479","2","Modified","Route String Length"
"IADBTV46","KIAD","KBTV","JERES","KIAD JERES2 JERES Q221 BIGEO J49 HNK LAGGS BTV KBTV","ZDC","ZBW","ZBW ZDC ZNY","Y","","2","436","1","Modified","Route String NavEqp Length"
"IADBTV46","KIAD","KBTV","JERES","KIAD JERES2 JERES Q221 BIGEO J49 HNK LAGGS KBTV","ZDC","ZBW","ZBW ZDC ZNY","Y","","3","433","2","Modified","Route String NavEqp Length"
"IADBTVGA","KIAD","KBTV","SWANN","KIAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV KBTV","ZDC","ZBW","ZBW ZDC ZNY","N","","2","451","1","Modified","Route String NavEqp Length"
"IADBTVGA","KIAD","KBTV","SWANN","KIAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT KBTV","ZDC","ZBW","ZBW ZDC ZNY","N","","3","450","2","Modified","Route String NavEqp Length"
"IADBVYBG","KIAD","KBVY","AGARD","KIAD WOOLY2 AGARD DONIL DIDIO JODOE HEADI CCC YANTC DREEM3 KBVY","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","426","2","Deleted",""
"IADBVYBM","KIAD","KBVY","AGARD","KIAD JCOBY4 AGARD DONIL DIDIO JODOE HEADI CCC YANTC DREEM3 KBVY","ZDC","ZBW","ZBW ZDC ZNY","Y","SOUTH TO ZBW","3","419","2","Deleted",""
"IADCDWBG","KIAD","KCDW","AGARD","KIAD WOOLY2 AGARD DONIL DIDIO JODOE HEADI ROBER BELTT MAD MOBBS T295 SAGES V489 COATE KCDW","ZDC","ZNY","ZBW ZDC ZNY","Y","GA TO EWR AND SATS","2","489","2","Deleted",""
"IADCDWBM","KIAD","KCDW","AGARD","KIAD JCOBY4 AGARD DONIL DIDIO JODOE HEADI ROBER BELTT MAD MOBBS T295 SAGES V489 COATE KCDW","ZDC","ZNY","ZBW ZDC ZNY","Y","GA TO EWR AND SATS","2","482","1","Modified","Route String Length"
"IADCDWBM","KIAD","KCDW","AGARD","KIAD WOOLY2 AGARD DONIL DIDIO JODOE HEADI ROBER BELTT MAD MOBBS T295 SAGES V489 COATE KCDW","ZDC","ZNY","ZBW ZDC ZNY","Y","GA TO EWR AND SATS","2","489","2","Modified","Route String Length"
"IADCLT00","KIAD","KCLT","LYH","KIAD SCRAM6 GLANC AIROW CHSLY6 KCLT","ZDC","ZTL","ZDC ZTL","N","","2","324","1","Modified","Route String Length"
"IADCLT00","KIAD","KCLT","LYH","KIAD SCRAM6 GLANC AIROW CHSLY7 KCLT","ZDC","ZTL","ZDC ZTL","N","","2","319","2","Modified","Route String Length"
"IADCLT32","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB COUPN CHSLY6 KCLT","ZDC","ZTL","ZDC ZTL","Y","","2","403","1","Modified","Route String Length"
"IADCLT32","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB COUPN CHSLY7 KCLT","ZDC","ZTL","ZDC ZTL","Y","","2","388","2","Modified","Route String Length"
"IADCLT40","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB GUILD Q409 OKNEE MLLET3 KCLT","ZDC","ZTL","ZDC ZJX ZTL","Y","","2","476","1","Modified","Route String Length"
"IADCLT40","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB GUILD Q409 OKNEE MLLET4 KCLT","ZDC","ZTL","ZDC ZJX ZTL","Y","","2","463","2","Modified","Route String Length"
"IADCLT41","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB GUILD Q409 OKNEE MLLET3 KCLT","ZDC","ZTL","ZDC ZJX ZTL","Y","","2","476","1","Modified","Route String Length"
"IADCLT41","KIAD","KCLT","SCOOB","KIAD JCOBY4 SCOOB GUILD Q409 OKNEE MLLET4 KCLT","ZDC","ZTL","ZDC ZJX ZTL","Y","","2","463","2","Modified","Route String Length"
"IADCLT55","KIAD","KCLT","MAULS","KIAD CLTCH3 MAULS Q40 FEEDS CITUS WILUM PARQR4 KCLT","ZDC","ZTL","ZDC ZTL","Y","","3","398","1","Modified","Route String Length"
"IADCLT55","KIAD","KCLT","MAULS","KIAD CLTCH3 MAULS Q40 FEEDS CITUS WILUM PARQR5 KCLT","ZDC","ZTL","ZDC ZTL","Y","","3","395","2","Modified","Route String Length"
"IADCLT60","KIAD","KCLT","OTTTO","KIAD RNLDI4 OTTTO Q80 WISTA LNDIZ PARQR4 KCLT","ZDC","ZTL","ZDC ZID ZTL","Y","","3","395","1","Modified","Route String Length"
"IADCLT60","KIAD","KCLT","OTTTO","KIAD RNLDI4 OTTTO Q80 WISTA LNDIZ PARQR5 KCLT","ZDC","ZTL","ZDC ZID ZTL","Y","","3","387","2","Modified","Route String Length"
