"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_LEN","RWY_WIDTH","SURFACE_TYPE_CODE","COND","TREATMENT_CODE","PCN","PAVEMENT_TYPE_CODE","SUBGRADE_STRENGTH_CODE","TIRE_PRES_CODE","DTRM_METHOD_CODE","RWY_LGT_CODE","RWY_LEN_SOURCE","LENGTH_SOURCE_DATE","GROSS_WT_SW","GROSS_WT_DW","GROSS_WT_DTW","GROSS_WT_DDTW","File","Action","Mods"
"2026/04/16","02315.41","A","CA","6CL8","STOCKTON","US","09/27","1700","30","GRVL","","NONE","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","02615.11","A","CO","CO26","GALETON","US","18/36","2500","60","TURF","","NONE","","","","","","","FAA-EST","2018/05/01","","","","","1","Modified","SURFACE_TYPE_CODE"
"2026/05/14","02615.11","A","CO","CO26","GALETON","US","18/36","2500","60","GRVL","","NONE","","","","","","","FAA-EST","2018/05/01","","","","","2","Modified","SURFACE_TYPE_CODE"
"2026/04/16","02627.","A","CO","GXY","GREELEY","US","10/28","5801","100","ASPH","EXCELLENT","NONE","","","","","","MED","NGS","2004/09/23","18","30","","","1","Modified","GROSS_WT_SW GROSS_WT_DW GROSS_WT_DTW"
"2026/05/14","02627.","A","CO","GXY","GREELEY","US","10/28","5801","100","ASPH","EXCELLENT","NONE","","","","","","MED","NGS","2004/09/23","49","65","110","","2","Modified","GROSS_WT_SW GROSS_WT_DW GROSS_WT_DTW"
"2026/04/16","02627.","A","CO","GXY","GREELEY","US","17/35","10000","100","ASPH","GOOD","NONE","","","","","","MED","NGS","2004/09/23","30","45","","","1","Modified","GROSS_WT_SW GROSS_WT_DW GROSS_WT_DTW"
"2026/05/14","02627.","A","CO","GXY","GREELEY","US","17/35","10000","100","ASPH","GOOD","NONE","","","","","","MED","NGS","2004/09/23","42","65","115","","2","Modified","GROSS_WT_SW GROSS_WT_DW GROSS_WT_DTW"
"2026/04/16","03030.16","A","FL","75FA","ARCADIA","US","01/19","1981","50","TURF","","NONE","","","","","","","OWNER","2025/03/03","","","","","1","Modified","SURFACE_TYPE_CODE"
"2026/05/14","03030.16","A","FL","75FA","ARCADIA","US","01/19","1981","50","ASPH","","NONE","","","","","","","OWNER","2025/03/03","","","","","2","Modified","SURFACE_TYPE_CODE"
"2026/04/16","03050.11","A","FL","55FD","BAKER","US","09/27","2120","100","TURF","GOOD","NONE","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","03270.11","A","FL","08FA","LA BELLE","US","09/27","3165","80","TURF","","NONE","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","03869.2","A","GA","LZU","LAWRENCEVILLE","US","07/25","6001","100","ASPH","GOOD","GRVD","37","F","D","W","T","HIGH","3RD PARTY SURVEY","2023/07/26","93","120","","","1","Modified","PCN PAVEMENT_TYPE_CODE SUBGRADE_STRENGTH_CODE TIRE_PRES_CODE DTRM_METHOD_CODE"
"2026/05/14","03869.2","A","GA","LZU","LAWRENCEVILLE","US","07/25","6001","100","ASPH","GOOD","GRVD","","","","","","HIGH","3RD PARTY SURVEY","2023/07/26","93","120","","","2","Modified","PCN PAVEMENT_TYPE_CODE SUBGRADE_STRENGTH_CODE TIRE_PRES_CODE DTRM_METHOD_CODE"
"2026/04/16","04225.33","H","ID","1ID5","KETCHUM","US","H1","40","40","CONC","","NONE","","","","","","PERI","OWNER","2001/02/16","","","","","1","Modified","COND"
