"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","SPEED_RANGE","ALTITUDE","File","Action","Mods"
"2026/05/14","BRNLY INT*AK*PA","1","AK","US","230","70/70","2","Added",""
"2026/05/14","BRNLY INT*AK*PA","1","AK","US","310","70/70","2","Added",""
"2026/05/14","BUDKE WP*NC*K7","1","NC","US","200","40/60","2","Added",""
"2026/05/14","BULLE INT*LA*K4","1","LA","US","310","40/100","2","Added",""
"2026/05/14","BULLE INT*LA*K4","2","LA","US","310","40/90","2","Added",""
"2026/05/14","BURLINGTON VOR/DME*IA","1","IA","US","200","23/175","2","Added",""
"2026/05/14","BURLINGTON VOR/DME*IA","2","IA","US","200","23/60","2","Added",""
"2026/05/14","BVRLY INT*MO*K3","1","MO","US","230","30/57","2","Added",""
"2026/05/14","BVRLY WP*MO*K3","2","MO","US","200","30/60","2","Added",""
"2026/05/14","CANIN INT*FL*K7","3","FL","US","230","16/40","2","Added",""
"2026/05/14","CANIN INT*FL*K7","4","FL","US","175","16/40","2","Added",""
"2026/05/14","CATTS INT*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","CATTS WP*KS*K3","2","KS","US","265","180/450","2","Added",""
"2026/05/14","CESGE WP*CANADA*CY","1","","CA","200","41/60","2","Added",""
"2026/05/14","CESGE WP*CANADA*CY","1","","CA","310","41/60","2","Added",""
"2026/05/14","CESRU WP*NM*K2","1","NM","US","200","60/120","2","Added",""
"2026/05/14","CHICAGO HEIGHTS VORTAC*IL","6","IL","US","200","40/60","2","Added",""
"2026/05/14","CHNUK WP*KY*K5","1","KY","US","310","30/60","2","Added",""
"2026/05/14","CIKIS WP*NC*K7","1","NC","US","200","45/60","2","Added",""
"2026/05/14","CLANG WP*IN*K5","1","IN","US","200","29/140","2","Added",""
"2026/05/14","COTULLA VORTAC*TX","2","TX","US","200","40/600","2","Added",""
"2026/05/14","CULAT WP*NC*K7","1","NC","US","200","60/140","2","Added",""
"2026/05/14","CULAT WP*NC*K7","1","NC","US","310","60/140","2","Added",""
"2026/05/14","DACER INT*CA*K2","1","CA","US","200","39/140","2","Added",""
"2026/05/14","DOCEB WP*MA*K6","1","MA","US","200","37/60","2","Added",""
"2026/05/14","DOCEB WP*MA*K6","1","MA","US","310","37/60","2","Added",""
"2026/05/14","DODGE CITY VORTAC*KS","1","KS","US","200","44/120","2","Added",""
"2026/05/14","DOPTE WP*SC*K7","1","SC","US","200","23/60","2","Added",""
"2026/05/14","DRAWL WP*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","DUDLY WP*IL*K5","1","IL","US","200","30/60","2","Added",""
"2026/05/14","DUFFS WP*IL*K5","1","IL","US","200","22/60","2","Added",""
"2026/05/14","EDEWO WP*OK*K4","1","OK","US","200","40/60","2","Added",""
"2026/05/14","EGANE WP*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","EHLUN INT*KY*K5","1","KY","US","310","25/60","2","Added",""
"2026/05/14","ELYSE OM*IN","1","IN","US","200","27/50","2","Added",""
"2026/05/14","ESONE WP*KY*K5","1","KY","US","200","39/140","2","Added",""
"2026/05/14","ETHER WP*CA*K2","2","CA","US","200","60/85","2","Added",""
"2026/05/14","EWABE NDB*HI","1","HI","US","200","49/60","2","Added",""
"2026/05/14","FARGO VOR/DME*ND","3","ND","US","200","27/60","2","Added",""
"2026/05/14","FARGO VOR/DME*ND","4","ND","US","310","28/60","2","Added",""
"2026/05/14","FARGO VOR/DME*ND","5","ND","US","200","27/60","2","Added",""
"2026/05/14","FEKIB WP*TN*K7","1","TN","US","175","25/100","2","Added",""
"2026/05/14","FENLU WP*OH*K5","1","OH","US","200","30/80","2","Added",""
"2026/05/14","FOMUS WP*TN*K7","1","TN","US","175","31/31","2","Added",""
"2026/05/14","FRIANT VORTAC*CA","1","CA","US","200","60/145","2","Added",""
"2026/05/14","FRIANT VORTAC*CA","1","CA","US","310","60/145","2","Added",""
"2026/05/14","GALLUP VORTAC*NM","2","NM","US","265","180/390","2","Added",""
"2026/05/14","GARDEN CITY VORTAC*KS","4","KS","US","265","180/450","2","Added",""
"2026/05/14","GARDEN CITY VORTAC*KS","5","KS","US","265","180/450","2","Added",""
"2026/05/14","GARYS LOM*TX","1","TX","US","200","32/50","2","Added",""
"2026/05/14","GHEER WP*CA*K2","1","CA","US","310","30/60","2","Added",""
"2026/05/14","GIPPER VORTAC*MI","2","MI","US","265","180/450","2","Added",""
"2026/05/14","GOODALL NDB*KY","1","KY","US","200","31/60","2","Added",""
"2026/05/14","GOODALL NDB*KY","1","KY","US","310","31/60","2","Added",""
"2026/05/14","HAKSA WP*AK*PA","1","AK","US","230","100/100","2","Added",""
"2026/05/14","HAKSA WP*AK*PA","1","AK","US","310","100/100","2","Added",""
"2026/05/14","HARAN WP*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","HIRUV WP*CA*K2","1","CA","US","200","35/60","2","Added",""
"2026/05/14","HIRUV WP*CA*K2","1","CA","US","310","35/60","2","Added",""
"2026/05/14","HOPIN WP*UT*K2","1","UT","US","265","150/300","2","Added",""
"2026/05/14","HOWES INT*VT*K6","1","VT","US","265","180/450","2","Added",""
"2026/05/14","ILOPE WP*FL*K7","1","FL","US","200","20/60","2","Added",""
"2026/05/14","IMMES INT*WI*K5","1","WI","US","200","28/140","2","Added",""
"2026/05/14","IMMES INT*WI*K5","1","WI","US","310","28/140","2","Added",""
"2026/05/14","ITMOR INT*CA*K2","2","CA","US","200","50/175","2","Added",""
"2026/05/14","ITMOR INT*CA*K2","2","CA","US","310","50/175","2","Added",""
"2026/05/14","ITMOR WP*CA*K2","3","CA","US","200","50/175","2","Added",""
"2026/05/14","ITMOR WP*CA*K2","3","CA","US","310","50/175","2","Added",""
"2026/05/14","JAMMN WP*UT*K2","2","UT","US","265","150/280","2","Added",""
"2026/05/14","JAVTA WP*KY*K5","1","KY","US","175","21/100","2","Added",""
"2026/05/14","JUBDI WP*IL*K5","1","IL","US","200","25/60","2","Added",""
"2026/05/14","KIRKSVILLE VORTAC*MO","1","MO","US","265","180/450","2","Added",""
"2026/05/14","KIRKSVILLE VORTAC*MO","2","MO","US","265","310/450","2","Added",""
"2026/05/14","LANIC WP*NM*K2","1","NM","US","230","80/140","2","Added",""
"2026/05/14","LANIC WP*NM*K2","1","NM","US","310","80/140","2","Added",""
"2026/05/14","LAZLO INT*UT*K2","1","UT","US","265","160/200","2","Added",""
"2026/05/14","LEEVT WP*UT*K2","1","UT","US","265","150/300","2","Added",""
"2026/05/14","LETNE WP*TN*K7","1","TN","US","175","25/100","2","Added",""
"2026/05/14","LIDOW WP*VT*K6","1","VT","US","310","48/100","2","Added",""
"2026/05/14","LONDON VOR/DME*KY","2","KY","US","200","37/140","2","Added",""
"2026/05/14","LONDON VOR/DME*KY","3","KY","US","200","33/60","2","Added",""
"2026/05/14","MAIMS WP*SD*K3","1","SD","US","310","50/60","2","Added",""
"2026/05/14","MARGN INT*MI*K5","1","MI","US","310","40/60","2","Added",""
"2026/05/14","MIZOU INT*MN*K3","1","MN","US","230","38/60","2","Added",""
"2026/05/14","MIZOU INT*MN*K3","1","MN","US","265","38/60","2","Added",""
"2026/05/14","MOZEE WP*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","NEW HOPE VOR/DME*KY","1","KY","US","200","25/175","2","Added",""
"2026/05/14","NEW HOPE VOR/DME*KY","2","KY","US","200","25/140","2","Added",""
"2026/05/14","NEWTON VOR/DME*IA","3","IA","US","200","40/60","2","Added",""
"2026/05/14","NILOE INT*LA*K4","1","LA","US","310","30/60","2","Added",""
"2026/05/14","NORWICH VOR/DME*CT","1","CT","US","200","25/175","2","Added",""
"2026/05/14","NORWICH VOR/DME*CT","2","CT","US","200","26/60","2","Added",""
"2026/05/14","OBBAN WP*SD*K3","1","SD","US","200","41/60","2","Added",""
"2026/05/14","OJPOT WP*SD*K3","1","SD","US","200","41/60","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","1","IA","US","200","30/60","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","2","IA","US","200","29/60","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","3","IA","US","200","30/60","2","Added",""
"2026/05/14","OPIPE WP*ME*K6","1","ME","US","200","47/80","2","Added",""
"2026/05/14","OPIPE WP*ME*K6","1","ME","US","310","47/80","2","Added",""
"2026/05/14","OSBER INT*IN*K5","1","IN","US","265","30/100","2","Added",""
"2026/05/14","PANDA INT*FL*K7","1","FL","US","230","16/40","2","Added",""
"2026/05/14","PANDA INT*FL*K7","5","FL","US","230","100/180","2","Added",""
"2026/05/14","PERSN INT*TX*K4","3","TX","US","200","30/60","2","Added",""
"2026/05/14","PERSN WP*TX*K4","1","TX","US","200","30/60","2","Added",""
"2026/05/14","PHURN LOM*MI","1","MI","US","310","40/60","2","Added",""
"2026/05/14","PIONEER VORTAC*OK","2","OK","US","265","180/450","2","Added",""
"2026/05/14","PIONEER VORTAC*OK","3","OK","US","265","180/450","2","Added",""
"2026/05/14","PLADD INT*MO*K3","1","MO","US","230","30/60","2","Added",""
"2026/05/14","PUUMA WP*FL*K7","1","FL","US","200","20/60","2","Added",""
"2026/05/14","QUINCY LOM*IL","1","IL","US","200","23/100","2","Added",""
"2026/05/14","RACOK WP*MI*K5","1","MI","US","200","30/30","2","Added",""
"2026/05/14","RDGRS WP*OK*K4","1","OK","US","200","30/60","2","Added",""
"2026/05/14","RENLY WP*ND*K3","1","ND","US","200","45/60","2","Added",""
"2026/05/14","RHINELANDER VOR/DME*WI","2","WI","US","200","35/60","2","Added",""
"2026/05/14","ROVSE WP*NM*K2","1","NM","US","200","60/120","2","Added",""
"2026/05/14","RUTTY WP*AK*PA","1","AK","US","230","90/90","2","Added",""
"2026/05/14","RUUSH INT*SD*K3","1","SD","US","310","60/160","2","Added",""
"2026/05/14","SAINT INT*AL*K7","1","AL","US","310","20/175","2","Added",""
"2026/05/14","SALEM VORTAC*MI","4","MI","US","200","26/60","2","Added",""
"2026/05/14","SALEM VORTAC*MI","5","MI","US","200","30/60","2","Added",""
"2026/05/14","SAXNN INT*FL*K7","1","FL","US","230","16/180","2","Added",""
"2026/05/14","SCOLD INT*SD*K3","1","SD","US","310","180/200","2","Added",""
"2026/05/14","SEDEY WP*ND*K3","1","ND","US","200","40/60","2","Added",""
"2026/05/14","SKIPP INT*FL*K7","2","FL","US","200","16/40","2","Added",""
"2026/05/14","SKIPP WP*FL*K7","1","FL","US","230","16/40","2","Added",""
"2026/05/14","SKIPP WP*FL*K7","1","FL","US","310","16/40","2","Added",""
"2026/05/14","SOCORRO VORTAC*NM","1","NM","US","230","80/140","2","Added",""
"2026/05/14","SOCORRO VORTAC*NM","2","NM","US","230","100/140","2","Added",""
"2026/05/14","SOCORRO VORTAC*NM","2","NM","US","310","100/140","2","Added",""
"2026/05/14","SPENCER VOR/DME*IA","1","IA","US","100","30/60","2","Added",""
"2026/05/14","SPENCER VOR/DME*IA","2","IA","US","200","30/60","2","Added",""
"2026/05/14","SPRINGFIELD VORTAC*MO","1","MO","US","230","30/175","2","Added",""
"2026/05/14","SPRINGFIELD VORTAC*MO","1","MO","US","310","30/175","2","Added",""
"2026/05/14","STULL WP*SC*K7","1","SC","US","200","40/60","2","Added",""
"2026/05/14","STULL WP*SC*K7","1","SC","US","310","40/60","2","Added",""
"2026/05/14","STURG INT*SD*K3","1","SD","US","310","190/220","2","Added",""
"2026/05/14","SUNSHINE VOR/DME*MO","1","MO","US","200","27/120","2","Added",""
"2026/05/14","SUNSHINE VOR/DME*MO","2","MO","US","200","31/120","2","Added",""
"2026/05/14","TAGDE WP*KY*K5","1","KY","US","175","21/100","2","Added",""
"2026/05/14","TEESY WP*PA*K6","1","PA","US","265","180/450","2","Added",""
"2026/05/14","THUMP INT*FL*K7","1","FL","US","230","100/180","2","Added",""
"2026/05/14","TOTOE WP*KS*K3","1","KS","US","265","180/450","2","Added",""
"2026/05/14","TRIER WP*ME*K6","1","ME","US","230","63/80","2","Added",""
"2026/05/14","UNIVERSITY NDB*OH","1","OH","US","200","30/80","2","Added",""
"2026/05/14","UYUPE WP*OK*K4","1","OK","US","265","180/450","2","Added",""
"2026/05/14","VAPOR WP*OK*K4","1","OK","US","200","31/60","2","Added",""
"2026/05/14","VERSI LOM*WV","1","WV","US","200","26/100","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","3","KS","US","265","180/450","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","4","KS","US","265","180/450","2","Added",""
"2026/05/14","WINK VORTAC*TX","1","TX","US","200","60/140","2","Added",""
"2026/05/14","ZANUP WP*HI*PH","1","HI","US","200","30/60","2","Added",""
"2026/05/14","ZOLMN WP*NC*K7","1","NC","US","200","60/60","2","Added",""
"2026/05/14","ZOLMN WP*NC*K7","1","NC","US","310","60/60","2","Added",""
"2026/05/14","ZOLNR INT*IN*K5","1","IN","US","265","30/60","2","Added",""
"2026/05/14","ZOMGU WP*FL*K7","2","FL","US","200","30/60","2","Added",""
"2026/05/14","ZOMGU WP*FL*K7","2","FL","US","310","30/60","2","Added",""
"2026/05/14","ZUGUB WP*MO*K3","1","MO","US","310","30/60","2","Added",""
"2026/05/14","ZUMOV WP*PA*K6","1","PA","US","200","41/60","2","Added",""
