"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","FIX_ID_OLD","CHARTING_REMARK","FIX_USE_CODE","ARTCC_ID_HIGH","ARTCC_ID_LOW","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","MIN_RECEP_ALT","COMPULSORY","CHARTS","File","Action","Mods"
"2026/05/14","FAXIG","K5","IN","US","40","18","40.51","N","40.31125277","85","13","45.51","W","-85.22930833","","","WP   ","ZID","ZID","N","N","N","","","IAP","2","Modified","CHARTING_REMARK FIX_USE_CODE CHARTS"
"2026/04/16","FEBOM","K4","LA","US","32","22","49.54","N","32.38042777","93","35","5.03","W","-93.58473055","","RNAV","MR   ","ZFW","ZFW","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL CHARTING_REMARK"
"2026/05/14","FEBOM","K4","LA","US","32","22","39.71","N","32.37769722","93","34","58.45","W","-93.58290277","","","MR   ","ZFW","ZFW","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL CHARTING_REMARK"
"2026/04/16","FEDEX","K6","WV","US","38","4","12.77","N","38.07021388","81","42","30.49","W","-81.70846944","","RNAV","RP   ","ZID","ZID","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","FEDEX","K6","WV","US","38","4","12.77","N","38.07021388","81","42","30.49","W","-81.70846944","","RNAV","RP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","FELIT","K5","KY","US","36","53","41.3","N","36.89480555","84","10","50.8","W","-84.18077777","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FEVOM","K4","TX","US","31","51","36.6","N","31.86016666","103","28","40.83","W","-103.47800833","","","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","FEVOM","K4","TX","US","31","51","36.6","N","31.86016666","103","28","40.83","W","-103.47800833","","","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","FEVTA","K2","CA","US","38","8","49.43","N","38.14706388","121","58","13.04","W","-121.97028888","","","WP   ","ZOA","ZOA","N","N","N","","","IAP,STAR","1","Modified","CHARTS"
"2026/05/14","FEVTA","K2","CA","US","38","8","49.43","N","38.14706388","121","58","13.04","W","-121.97028888","","","WP   ","ZOA","ZOA","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,STAR","2","Modified","CHARTS"
"2026/04/16","FHRST","K6","MD","US","39","4","37.8","N","39.07716666","76","26","52.18","W","-76.44782777","","","WP   ","ZDC","ZDC","N","N","N","","","STAR","2","Deleted",""
"2026/04/16","FIBGO","K5","IL","US","39","6","27.73","N","39.10770277","88","38","40.81","W","-88.64466944","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","FIBGO","K5","IL","US","39","6","27.74","N","39.10770555","88","38","40.78","W","-88.64466111","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","FIDAR","K6","VA","US","37","0","0.67","N","37.00018611","76","22","38.4","W","-76.37733333","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FIKIB","K5","MI","US","43","19","30.69","N","43.32519166","84","41","23.83","W","-84.68995277","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FILIM","K3","ND","US","48","0","4.42","N","48.00122777","102","31","58.37","W","-102.53288055","","","WP   ","ZMP","ZMP","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","FILIM","K3","ND","US","48","0","4.37","N","48.00121388","102","31","58.31","W","-102.53286388","","","WP   ","ZMP","ZMP","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","FILKO","K5","MI","US","43","30","24.89","N","43.50691388","84","43","7.63","W","-84.71878611","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FILMA","K4","TX","US","31","47","19.31","N","31.78869722","95","42","22.45","W","-95.70623611","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FILMS","K5","IN","US","39","40","47.9","N","39.67997222","86","44","7.38","W","-86.73538333","","RNAV","RP   ","ZID","ZID","N","N","N","","","ENROUTE LOW,IAP,SID","1","Modified","CHARTS"
"2026/05/14","FILMS","K5","IN","US","39","40","47.9","N","39.67997222","86","44","7.38","W","-86.73538333","","RNAV","RP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,SID","2","Modified","CHARTS"
"2026/04/16","FISBI","K2","AZ","US","32","8","5.27","N","32.13479722","111","14","13.45","W","-111.23706944","","","RP   ","ZAB","ZAB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FISIX","K5","IL","US","39","8","24.54","N","39.14015","88","44","35.94","W","-88.74331666","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FIVLI","K3","KS","US","37","51","43.75","N","37.86215277","99","51","32.59","W","-99.85905277","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","FIVLI","K3","KS","US","37","51","43.75","N","37.86215277","99","51","32.59","W","-99.85905277","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","FIVMO","K5","OH","US","41","27","15.82","N","41.45439444","81","37","29.83","W","-81.62495277","","","WP   ","ZOB","ZOB","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","FIVMU","K5","IN","US","40","29","25.88","N","40.49052222","86","15","14.44","W","-86.25401111","","","WP   ","ZAU","ZAU","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","FIVUD","K6","VA","US","38","52","31.81","N","38.87550277","77","3","21.79","W","-77.05605277","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FLEAT","K2","CA","US","38","7","2.21","N","38.11728055","122","5","38.18","W","-122.09393888","","","RP   ","ZOA","ZOA","N","N","N","","","CONTROLLER,ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","FLEAT","K2","CA","US","38","7","2.21","N","38.11728055","122","5","38.18","W","-122.09393888","","","RP   ","ZOA","ZOA","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","FLIED","K5","OH","US","40","23","32.91","N","40.392475","83","45","46.43","W","-83.76289722","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FODAR","K5","MI","US","45","35","53.61","N","45.598225","84","50","53.98","W","-84.84832777","DMIGS","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","FOODO","K5","OH","US","41","40","35.84","N","41.67662222","82","36","14.44","W","-82.60401111","","","WP   ","ZOB","ZOB","N","N","N","","","NOT REQUIRED","1","Modified","CHARTS"
"2026/05/14","FOODO","K5","OH","US","41","40","35.84","N","41.67662222","82","36","14.44","W","-82.60401111","","","WP   ","ZOB","ZOB","N","N","N","","","CONTROLLER HIGH,ENROUTE HIGH","2","Modified","CHARTS"
"2026/04/16","FOOTE","K5","IN","US","40","21","51.55","N","40.36431944","85","32","6.6","W","-85.53516666","","","RP   ","ZAU","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Deleted",""
"2026/04/16","FOPTY","PA","AK","US","60","24","25.39","N","60.40705277","151","26","53.11","W","-151.44808611","","","WP   ","ZAN","ZAN","N","N","N","","","IAP","1","Modified","CHARTS"
"2026/05/14","FOPTY","PA","AK","US","60","24","25.39","N","60.40705277","151","26","53.11","W","-151.44808611","","","WP   ","ZAN","ZAN","N","N","N","","","IAP,SPECIAL IAP","2","Modified","CHARTS"
"2026/04/16","FORRA","K7","FL","US","24","34","31.43","N","24.57539722","81","43","41.67","W","-81.72824166","","","MR   ","ZMA","ZMA","N","N","N","","","MILITARY IAP","2","Deleted",""
"2026/04/16","FOSUP","K3","MN","US","47","2","41.23","N","47.04478611","92","6","55.97","W","-92.11554722","","RNAV","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","FOSUP","K3","MN","US","47","2","41.23","N","47.04478611","92","6","55.97","W","-92.11554722","","RNAV","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","FROLY","K6","MA","US","41","36","51.69","N","41.61435833","71","1","30.49","W","-71.02513611","","RNAV","RP   ","ZBW","ZBW","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","FROLY","K6","MA","US","41","36","51.67","N","41.61435277","71","1","30.42","W","-71.02511666","","RNAV","RP   ","ZBW","ZBW","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","FRYII","K5","MI","US","45","45","23.37","N","45.75649166","84","21","50.31","W","-84.363975","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GALIO","K4","LA","US","32","42","48.78","N","32.71355","91","49","58.52","W","-91.83292222","","RNAV","RP   ","ZFW","ZFW","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","GALIO","K4","LA","US","32","42","48.78","N","32.71355","91","49","58.52","W","-91.83292222","","RNAV","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","GARON","K7","AL","US","30","40","56.61","N","30.68239166","88","8","19.92","W","-88.13886666","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GARYS","K4","TX","US","29","57","36.11","N","29.96003055","97","56","52.78","W","-97.94799444","","RNAV","RP   ","ZHU","ZHU","N","N","N","","","ENROUTE LOW,IAP","1","Modified","LAT_SEC LAT_DECIMAL CHARTS"
"2026/05/14","GARYS","K4","TX","US","29","57","31.11","N","29.95864166","97","56","52.78","W","-97.94799444","","RNAV","RP   ","ZHU","ZHU","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","LAT_SEC LAT_DECIMAL CHARTS"
"2026/04/16","GEBEC","K2","NM","US","32","3","24.18","N","32.05671666","104","7","35.18","W","-104.12643888","","","RP   ","ZAB","ZAB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GEBEL","K3","SD","US","43","47","45.66","N","43.79601666","98","4","51.11","W","-98.08086388","GAPRY","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GHIIA","K4","LA","US","31","10","11.77","N","31.16993611","92","26","33.58","W","-92.44266111","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GILBA","K5","OH","US","40","59","56.82","N","40.99911666","83","52","29.04","W","-83.87473333","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GIRSE","K5","OH","US","40","22","29.01","N","40.374725","83","48","38.21","W","-83.81061388","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GODFA","K6","NH","US","44","38","54.65","N","44.64851388","71","33","27.46","W","-71.55762777","","","WP   ","ZBW","ZBW","N","N","N","","","SPECIAL DP,SPECIAL IAP","2","Deleted",""
"2026/04/16","GOKKE","K4","LA","US","29","58","15.23","N","29.97089722","92","5","10.12","W","-92.08614444","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GOMER","K4","TX","US","30","20","5.17","N","30.33476944","95","32","43.48","W","-95.54541111","","RNAV","RP   ","ZHU","ZHU","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","GOMER","K4","TX","US","30","20","5.17","N","30.33476944","95","32","43.48","W","-95.54541111","","RNAV","RP   ","ZHU","ZHU","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","GOPLY","K4","TX","US","30","32","41.97","N","30.54499166","96","37","17.08","W","-96.62141111","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GOTHE","K3","MN","US","43","32","47.94","N","43.54665","93","17","13.84","W","-93.28717777","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","GOTHE","K3","MN","US","43","32","47.94","N","43.54665","93","17","13.84","W","-93.28717777","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","GOULL","K2","CO","US","40","31","19.74","N","40.52215","106","33","42.63","W","-106.56184166","","","RP   ","ZDV","ZDV","N","N","N","","","CONTROLLER HIGH,ENROUTE HIGH,STAR","1","Modified","CHARTING_REMARK"
"2026/05/14","GOULL","K2","CO","US","40","31","19.74","N","40.52215","106","33","42.63","W","-106.56184166","","RNAV","RP   ","ZDV","ZDV","N","N","N","","","CONTROLLER HIGH,ENROUTE HIGH,STAR","2","Modified","CHARTING_REMARK"
"2026/04/16","GOVEC","K4","TX","US","32","20","58.69","N","32.34963611","95","23","42.07","W","-95.39501944","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GROVY","K3","MN","US","43","45","52.64","N","43.76462222","93","22","57.99","W","-93.382775","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","GUNBE","K7","TN","US","36","36","31.86","N","36.60885","87","25","57.79","W","-87.43271944","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","GUNBE","K7","TN","US","36","36","31.65","N","36.60879166","87","25","57.51","W","-87.43264166","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","HADGI","K5","IL","US","41","43","15.57","N","41.72099166","87","50","15.19","W","-87.83755277","","","WP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HAKRE","K3","SD","US","45","35","46.33","N","45.59620277","98","38","59.73","W","-98.649925","CFDPY","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HAKSA","PA","AK","US","68","21","2.57","N","68.35071388","151","28","53.81","W","-151.48161388","","","WP   ","ZAN","ZAN","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","HAKSA","PA","AK","US","68","21","2.57","N","68.35071388","151","28","53.81","W","-151.48161388","","","WP   ","ZAN","ZAN","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,SPECIAL IAP","2","Modified","CHARTS"
"2026/04/16","HAMKI","K6","VA","US","36","55","24.59","N","36.92349722","76","29","13.71","W","-76.48714166","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HARAN","K3","KS","US","38","15","12.61","N","38.25350277","98","35","34.37","W","-98.59288055","","RNAV","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HARAN","K3","KS","US","38","15","12.61","N","38.25350277","98","35","34.37","W","-98.59288055","","RNAV","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","HAROD","K5","IN","US","40","24","1.79","N","40.40049722","85","20","56.8","W","-85.34911111","","RNAV","RP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTING_REMARK FIX_USE_CODE"
"2026/05/14","HAROD","K5","IN","US","40","24","1.79","N","40.40049722","85","20","56.8","W","-85.34911111","","","WP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTING_REMARK FIX_USE_CODE"
"2026/04/16","HARTZ","K5","MI","US","42","8","59.68","N","42.14991111","83","48","41.28","W","-83.81146666","","","RP   ","","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HATNI","K3","SD","US","44","19","36.47","N","44.32679722","103","19","53.11","W","-103.33141944","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","HATNI","K3","SD","US","44","19","36.77","N","44.32688055","103","19","52.64","W","-103.33128888","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","HAUWK","K4","LA","US","30","28","8.23","N","30.46895277","92","4","25.38","W","-92.07371666","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HAVAK","K4","OK","US","35","10","40.67","N","35.17796388","97","32","20.17","W","-97.53893611","","RNAV","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HAVAK","K4","OK","US","35","10","40.67","N","35.17796388","97","32","20.17","W","-97.53893611","","RNAV","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","HAZKU","K5","IN","US","40","48","32.41","N","40.80900277","85","33","33.3","W","-85.55925","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HEIST","K5","MI","US","41","54","7.17","N","41.90199166","86","18","57.34","W","-86.31592777","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HEKOS","K5","OH","US","41","27","20.69","N","41.45574722","81","41","5.18","W","-81.68477222","","","WP   ","ZOB","ZOB","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","HELBA","K6","VA","US","36","43","49.2","N","36.73033333","76","6","56.91","W","-76.11580833","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HELOW","K5","IN","US","39","2","10.74","N","39.03631666","86","33","16.28","W","-86.55452222","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HEPVA","K3","KS","US","37","51","53.53","N","37.86486944","100","9","6.65","W","-100.15184722","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HEPVA","K3","KS","US","37","51","53.53","N","37.86486944","100","9","6.65","W","-100.15184722","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","HESLO","K6","VA","US","38","53","27.62","N","38.89100555","77","4","31.65","W","-77.07545833","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HEVNA","K2","CA","US","39","0","47.99","N","39.01333055","123","6","42.8","W","-123.11188888","","","WP   ","ZOA","ZOA","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","HIBAT","K5","IN","US","40","26","26.36","N","40.44065555","86","14","55.11","W","-86.24864166","","","WP   ","ZAU","ZAU","N","N","N","","","SID,SPECIAL IAP","2","Deleted",""
"2026/04/16","HICNY","K4","LA","US","32","30","50.59","N","32.51405277","92","29","21.63","W","-92.48934166","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HIGDA","K1","WA","US","46","57","38.74","N","46.96076111","123","32","28.89","W","-123.54135833","DMCIA","RNAV","RP   ","ZSE","ZSE","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HIGDA","K1","WA","US","46","57","38.74","N","46.96076111","123","32","28.89","W","-123.54135833","DMCIA","RNAV","RP   ","ZSE","ZSE","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","HIGIS","K3","NE","US","42","49","33.41","N","42.82594722","100","34","56.1","W","-100.58225","","","WP   ","ZDV","ZDV","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL"
"2026/05/14","HIGIS","K3","NE","US","42","49","29.07","N","42.82474166","100","35","0.42","W","-100.58345","","","WP   ","ZDV","ZDV","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL"
"2026/04/16","HINES","K5","OH","US","40","39","52.39","N","40.66455277","84","25","48.12","W","-84.43003333","","","RP   ","","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Deleted",""
"2026/04/16","HIRUV","K2","CA","US","38","11","13.48","N","38.18707777","122","53","15.33","W","-122.88759166","","","WP   ","ZOA","ZOA","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HIRUV","K2","CA","US","38","11","13.48","N","38.18707777","122","53","15.33","W","-122.88759166","","","WP   ","ZOA","ZOA","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","HIVAX","K5","IN","US","41","31","1.04","N","41.51695555","87","26","27.78","W","-87.44105","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HIWAY","K5","IN","US","41","10","42.15","N","41.178375","85","16","2","W","-85.26722222","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HIXAG","K5","IN","US","40","18","19.13","N","40.30531388","85","28","37.42","W","-85.47706111","","","WP   ","ZID","ZID","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","HIXAG","K5","IN","US","40","18","21.98","N","40.30610555","85","28","41","W","-85.47805555","","","WP   ","ZID","ZID","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","HOBIG","K5","WI","US","43","13","25.16","N","43.22365555","89","16","4.54","W","-89.26792777","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","HOBIG","K5","WI","US","43","13","13.31","N","43.22036388","89","16","14.5","W","-89.27069444","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","HOGSI","K2","CA","US","39","15","16.39","N","39.25455277","122","2","17.37","W","-122.03815833","","","WP   ","ZOA","ZOA","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","HOKOP","K2","CA","US","39","23","12.95","N","39.38693055","121","58","47.82","W","-121.97995","","","WP   ","ZOA","ZOA","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","HOLYO","K2","CO","US","40","32","32.25","N","40.54229166","102","9","5.43","W","-102.15150833","","RNAV","RP   ","ZDV","ZDV","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HOLYO","K2","CO","US","40","32","32.25","N","40.54229166","102","9","5.43","W","-102.15150833","","RNAV","RP   ","ZDV","ZDV","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","HORBL","K2","CA","US","38","42","6.63","N","38.70184166","122","58","59.82","W","-122.98328333","","","WP   ","ZOA","ZOA","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","HOUSR","K5","OH","US","39","50","40.49","N","39.84458055","81","1","18.32","W","-81.02175555","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HRLIE","K1","OR","US","45","23","55.2","N","45.39866666","122","48","44.54","W","-122.81237222","","","WP   ","ZSE","ZSE","N","N","N","","","SPECIAL DP,SPECIAL IAP","1","Modified","CHARTING_REMARK"
"2026/05/14","HRLIE","K1","OR","US","45","23","55.2","N","45.39866666","122","48","44.54","W","-122.81237222","","SPECIAL ENROUTE","WP   ","ZSE","ZSE","N","N","N","","","SPECIAL DP,SPECIAL IAP","2","Modified","CHARTING_REMARK"
"2026/04/16","HUDDS","K3","MN","US","43","50","56.76","N","43.8491","91","42","19.66","W","-91.70546111","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HUGUN","K2","AZ","US","32","7","21.33","N","32.12259166","111","27","47.36","W","-111.46315555","","","RP   ","ZAB","ZAB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HULIP","K7","NC","US","35","7","46.77","N","35.12965833","75","48","31.92","W","-75.80886666","","","WP   ","ZDC","ZDC","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","HULIP","K7","NC","US","35","7","46.77","N","35.12965833","75","48","31.92","W","-75.80886666","","","WP   ","ZDC","ZDC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","HUTIT","K7","AL","US","30","39","9.49","N","30.65263611","88","6","11.65","W","-88.10323611","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","HUXEP","K5","KY","US","36","43","4.84","N","36.71801111","87","26","11.47","W","-87.43651944","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","HUXEP","K5","KY","US","36","43","4.44","N","36.7179","87","26","11.97","W","-87.43665833","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","IDOHY","K4","OK","US","35","29","11.89","N","35.48663611","97","49","6.51","W","-97.818475","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","IDTEK","K6","DC","US","38","49","52.45","N","38.83123611","77","0","50.73","W","-77.01409166","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","IDTEK","K6","DC","US","38","49","54.05","N","38.83168055","77","0","52.29","W","-77.014525","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","IFECA","K5","IN","US","40","26","13.14","N","40.43698333","85","17","28.01","W","-85.29111388","","","WP   ","ZID","ZID","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
