"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","FIX_ID_OLD","CHARTING_REMARK","FIX_USE_CODE","ARTCC_ID_HIGH","ARTCC_ID_LOW","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","MIN_RECEP_ALT","COMPULSORY","CHARTS","File","Action","Mods"
"2026/04/16","MAHYE","K3","KS","US","37","38","51.79","N","37.64771944","97","14","54.74","W","-97.24853888","","RNAV","RP   ","ZKC","ZKC","N","N","N","","","IAP","1","Modified","CHARTING_REMARK FIX_USE_CODE"
"2026/05/14","MAHYE","K3","KS","US","37","38","51.79","N","37.64771944","97","14","54.74","W","-97.24853888","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Modified","CHARTING_REMARK FIX_USE_CODE"
"2026/04/16","MAJAK","K4","LA","US","32","51","33.91","N","32.85941944","94","0","23.35","W","-94.00648611","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MAJLO","K4","TX","US","30","21","43.15","N","30.36198611","96","6","33.52","W","-96.10931111","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MAJLY","K6","NY","US","42","58","39.84","N","42.97773333","77","55","56.68","W","-77.93241111","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MALDS","K5","WI","US","42","57","54.22","N","42.96506111","88","48","46.14","W","-88.81281666","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MALKS","K3","MN","US","47","25","13.66","N","47.42046111","92","30","7.82","W","-92.50217222","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MALNC","K3","KS","US","37","40","17.69","N","37.67158055","97","4","38.34","W","-97.07731666","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MALYS","K3","MO","US","37","45","42.19","N","37.76171944","90","25","37.11","W","-90.426975","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MANGK","K3","KS","US","37","9","4.95","N","37.151375","95","46","48.99","W","-95.780275","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MANWE","K7","NC","US","35","14","14.66","N","35.23740555","78","1","17.6","W","-78.02155555","","","RP   ","ZDC","ZDC","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MANWE","K7","NC","US","35","14","14.66","N","35.23740555","78","1","17.6","W","-78.02155555","","","RP   ","ZDC","ZDC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","MAREO","K5","IN","US","39","52","58.07","N","39.88279722","85","14","53.7","W","-85.24825","","","RP   ","ZID","ZID","N","N","N","","","ENROUTE LOW,SID","1","Modified","FIX_USE_CODE CHARTS"
"2026/05/14","MAREO","K5","IN","US","39","52","58.07","N","39.88279722","85","14","53.7","W","-85.24825","","","WP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,SID","2","Modified","FIX_USE_CODE CHARTS"
"2026/04/16","MARNY","K5","KY","US","37","44","36.18","N","37.74338333","85","33","58.94","W","-85.56637222","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MASWE","K3","MN","US","46","46","54.95","N","46.78193055","92","2","8.34","W","-92.03565","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MASWE","K3","MN","US","46","46","54.95","N","46.78193055","92","2","8.34","W","-92.03565","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","MASZU","K3","MO","US","37","50","34.2","N","37.84283333","89","54","32.38","W","-89.90899444","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MATEC","K3","MN","US","46","50","50.09","N","46.84724722","92","21","34.41","W","-92.35955833","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MATEC","K3","MN","US","46","50","50.09","N","46.84724722","92","21","34.41","W","-92.35955833","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","MAUDY","K6","MD","US","38","59","0.7","N","38.98352777","77","10","47.28","W","-77.1798","","","RP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MAXIE","K3","IA","US","41","56","38.46","N","41.94401666","93","30","0.87","W","-93.50024166","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MAYFY","K4","TX","US","31","56","17.69","N","31.93824722","105","31","1.78","W","-105.51716111","","","RP   ","ZAB","ZAB","N","N","N","","","ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","MAYFY","K4","TX","US","31","56","17.69","N","31.93824722","105","31","1.78","W","-105.51716111","","","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MAZDA","K2","AZ","US","35","14","38.07","N","35.24390833","111","20","55.88","W","-111.34885555","","RNAV","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MAZDA","K2","AZ","US","35","14","38.07","N","35.24390833","111","20","55.88","W","-111.34885555","","RNAV","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MAZPI","K3","MN","US","47","7","12.29","N","47.12008055","93","19","48.02","W","-93.33000555","","","RP   ","ZMP","ZMP","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MAZPI","K3","MN","US","47","7","12.29","N","47.12008055","93","19","48.02","W","-93.33000555","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MBEMA","K6","VT","US","44","3","5.48","N","44.05152222","73","0","32.27","W","-73.00896388","","","WP   ","ZBW","ZBW","N","N","N","","","SPECIAL DP,SPECIAL IAP","2","Deleted",""
"2026/04/16","MCKEN","K1","WA","US","46","52","3.7","N","46.86769444","122","33","45.42","W","-122.56261666","","RNAV","RP   ","ZSE","ZSE","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP,MILITARY IAP","1","Modified","CHARTS"
"2026/05/14","MCKEN","K1","WA","US","46","52","3.7","N","46.86769444","122","33","45.42","W","-122.56261666","","RNAV","RP   ","ZSE","ZSE","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","MEBGY","K3","MN","US","47","3","27.13","N","47.05753611","93","33","34.22","W","-93.55950555","","","RP   ","ZMP","ZMP","N","N","N","","","ENROUTE LOW,IAP","2","Deleted",""
"2026/04/16","MELLL","K3","MN","US","44","40","30.03","N","44.67500833","95","30","5.11","W","-95.50141944","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MEXIE","K3","SD","US","43","57","17.18","N","43.95477222","102","52","2.86","W","-102.86746111","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","MEXIE","K3","SD","US","43","57","17.62","N","43.95489444","102","52","2.49","W","-102.86735833","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","MIGDE","K4","TX","US","31","58","7.21","N","31.96866944","95","26","6.78","W","-95.43521666","","","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MIGDE","K4","TX","US","31","58","7.21","N","31.96866944","95","26","6.78","W","-95.43521666","","","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MIKLE","K4","LA","US","30","58","58.34","N","30.98287222","92","4","5.77","W","-92.06826944","","","RP   ","ZHU","ZHU","N","N","N","3000","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MIKLE","K4","LA","US","30","58","58.34","N","30.98287222","92","4","5.77","W","-92.06826944","","","RP   ","ZHU","ZHU","N","N","N","3000","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","MIMGE","K2","CA","US","39","15","15.78","N","39.25438333","123","12","31.85","W","-123.20884722","","","WP   ","ZOA","ZOA","N","N","N","","","SPECIAL DP,SPECIAL IAP","2","Deleted",""
"2026/04/16","MINIE","K6","VA","US","38","56","11.87","N","38.93663055","77","7","32.07","W","-77.125575","","","RP   ","ZDC","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MIRGE","K5","IN","US","40","26","47.4","N","40.4465","86","8","23.14","W","-86.13976111","","","WP   ","ZAU","ZAU","N","N","N","","","SID,SPECIAL IAP","2","Deleted",""
"2026/04/16","MIZOU","K3","MN","US","46","41","26.27","N","46.69063055","92","15","8.67","W","-92.25240833","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","1","Modified","CHARTS"
"2026/05/14","MIZOU","K3","MN","US","46","41","26.27","N","46.69063055","92","15","8.67","W","-92.25240833","","","RP   ","ZMP","ZMP","N","N","N","","","IAP,MILITARY IAP","2","Modified","CHARTS"
"2026/04/16","MODGE","K3","KS","US","37","41","38.83","N","37.69411944","99","55","57.27","W","-99.932575","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MOGYU","K3","MO","US","37","33","34.83","N","37.559675","90","12","2.75","W","-90.20076388","","RNAV","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTING_REMARK FIX_USE_CODE CHARTS"
"2026/05/14","MOGYU","K3","MO","US","37","33","34.83","N","37.559675","90","12","2.75","W","-90.20076388","","","WP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTING_REMARK FIX_USE_CODE CHARTS"
"2026/04/16","MOHLR","K6","WV","US","39","34","6.18","N","39.56838333","79","36","8.01","W","-79.602225","KLIKS","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MOJOB","K3","MO","US","37","47","19.36","N","37.78871111","90","15","28.04","W","-90.25778888","","","RP   ","ZKC","ZKC","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MOJOB","K3","MO","US","37","47","19.36","N","37.78871111","90","15","28.04","W","-90.25778888","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MOPSE","K2","NM","US","34","48","30.41","N","34.80844722","106","42","44.91","W","-106.712475","","","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER,ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","MOPSE","K2","NM","US","34","48","30.41","N","34.80844722","106","42","44.91","W","-106.712475","","","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MOZEE","K3","KS","US","38","50","51.2","N","38.84755555","99","16","35.85","W","-99.276625","","","WP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","MOZEE","K3","KS","US","38","50","51.2","N","38.84755555","99","16","35.85","W","-99.276625","","","WP   ","ZKC","ZKC","N","N","N","","","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MOZZI","K6","VT","US","44","0","47.05","N","44.01306944","72","59","37.27","W","-72.99368611","","","WP   ","ZBW","ZBW","N","N","N","","","SPECIAL DP,SPECIAL IAP","2","Deleted",""
"2026/04/16","MRION","K6","MD","US","38","39","51.94","N","38.66442777","77","1","8.26","W","-77.01896111","","","WP   ","","ZDC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MUJRI","K5","IL","US","38","52","25.84","N","38.87384444","88","27","34.93","W","-88.45970277","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MUMOE","K5","KY","US","37","21","33.35","N","37.35926388","85","18","37.73","W","-85.31048055","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","MURLY","K3","MO","US","40","11","5.71","N","40.18491944","92","27","14.91","W","-92.45414166","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MURLY","K3","MO","US","40","11","5.71","N","40.18491944","92","27","14.91","W","-92.45414166","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","MURTE","K3","MO","US","40","3","31.92","N","40.05886666","92","42","25.02","W","-92.70695","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","MURTE","K3","MO","US","40","3","31.92","N","40.05886666","92","42","25.02","W","-92.70695","","","RP   ","ZKC","ZKC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","NADSE","K6","MD","US","38","46","20.15","N","38.77226388","77","1","47.18","W","-77.02977222","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","NADSE","K6","MD","US","38","46","19.34","N","38.77203888","77","1","47.39","W","-77.02983055","","","WP   ","ZDC","ZDC","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","NALNE","K3","ND","US","46","48","11.18","N","46.80310555","102","47","55.77","W","-102.798825","MAFXU","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NAMVE","K5","IL","US","39","5","4.76","N","39.08465555","88","34","29.34","W","-88.57481666","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","NAMVE","K5","IL","US","39","5","5.38","N","39.08482777","88","34","31.19","W","-88.57533055","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","NEEBO","K2","UT","US","39","56","36.11","N","39.94336388","111","59","19.13","W","-111.98864722","","RNAV","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER HIGH,ENROUTE HIGH,STAR","1","Modified","CHARTING_REMARK CHARTS"
"2026/05/14","NEEBO","K2","UT","US","39","56","36.11","N","39.94336388","111","59","19.13","W","-111.98864722","","","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER HIGH,ENROUTE HIGH","2","Modified","CHARTING_REMARK CHARTS"
"2026/04/16","NEEDS","K1","WY","US","43","31","54.37","N","43.53176944","109","35","25.18","W","-109.59032777","","RNAV","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","1","Modified","CHARTS"
"2026/05/14","NEEDS","K1","WY","US","43","31","54.37","N","43.53176944","109","35","25.18","W","-109.59032777","","RNAV","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,SID","2","Modified","CHARTS"
"2026/04/16","NEGIC","K4","TX","US","27","51","2.1","N","27.85058333","97","9","7.19","W","-97.15199722","","","WP   ","ZHU","ZHU","N","N","N","","","IAP","1","Modified","LAT_MIN LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","NEGIC","K4","TX","US","27","50","59.35","N","27.84981944","97","9","4.66","W","-97.15129444","","","WP   ","ZHU","ZHU","N","N","N","","","IAP","2","Modified","LAT_MIN LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","NESNE","K2","NM","US","35","7","58.78","N","35.13299444","103","39","43.91","W","-103.66219722","","","WP   ","ZAB","ZAB","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","NESNE","K2","NM","US","35","7","58.83","N","35.13300833","103","39","43.85","W","-103.66218055","","","WP   ","ZAB","ZAB","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","NEWTO","K5","IN","US","39","54","39.55","N","39.91098611","85","28","8.36","W","-85.46898888","","RNAV","RP   ","ZID","ZID","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","NEWTO","K5","IN","US","39","54","39.55","N","39.91098611","85","28","8.36","W","-85.46898888","","RNAV","RP   ","ZID","ZID","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","NICQE","K1","WY","US","44","19","7.55","N","44.31876388","108","47","19.57","W","-108.78876944","","RNAV","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","NICQE","K1","WY","US","44","19","7.55","N","44.31876388","108","47","19.57","W","-108.78876944","","RNAV","RP   ","ZLC","ZLC","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP,SID","2","Modified","CHARTS"
"2026/04/16","NLSON","K7","NC","US","35","6","42.02","N","35.11167222","80","57","27.55","W","-80.95765277","","RNAV","RP   ","ZTL","ZTL","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL"
"2026/05/14","NLSON","K7","NC","US","35","6","42.04","N","35.11167777","80","57","27.55","W","-80.95765277","","RNAV","RP   ","ZTL","ZTL","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL"
"2026/04/16","NOFSU","K5","IL","US","38","53","5.21","N","38.88478055","88","33","55.79","W","-88.56549722","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NOTTA","K4","LA","US","29","52","47.7","N","29.87991666","92","7","27.15","W","-92.12420833","","","RP   ","ZHU","ZHU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NUGIY","K5","KY","US","36","43","0.53","N","36.71681388","87","26","16.65","W","-87.43795833","","","MR   ","ZME","ZME","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","NUGIY","K5","KY","US","36","43","1.01","N","36.71694722","87","26","16.06","W","-87.43779444","","","MR   ","ZME","ZME","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","NUKTY","K4","TX","US","31","55","32.51","N","31.92569722","102","22","32.32","W","-102.37564444","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NUPDE","K3","MO","US","38","57","30.58","N","38.95849444","90","24","47.22","W","-90.41311666","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NUPKE","K4","AR","US","33","40","25.46","N","33.67373888","93","45","12.83","W","-93.75356388","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NUTTE","K7","MS","US","34","43","50.74","N","34.73076111","89","5","41.33","W","-89.09481388","","","RP   ","ZME","ZME","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","NVRTL","K5","OH","US","41","7","42.63","N","41.12850833","81","40","0.76","W","-81.66687777","KEMKE","","RP   ","","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OBEGE","K5","MI","US","43","29","31.26","N","43.49201666","83","44","17.15","W","-83.73809722","","","RP   ","ZOB","ZOB","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OJACE","K5","OH","US","40","49","2","N","40.81722222","83","37","58.3","W","-83.63286111","","","RP   ","ZOB","ZOB","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","OJACE","K5","OH","US","40","49","2","N","40.81722222","83","37","58.3","W","-83.63286111","","","RP   ","ZOB","ZOB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","OJLUW","K7","TN","US","36","25","49.03","N","36.43028611","87","38","36.11","W","-87.64336388","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","OJLUW","K7","TN","US","36","25","24.24","N","36.4234","87","38","53.4","W","-87.64816666","","","MW   ","ZME","ZME","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","OJPOT","K3","SD","US","44","51","9.05","N","44.85251388","101","5","46.01","W","-101.09611388","","","WP   ","ZMP","ZMP","N","N","N","","","IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL"
"2026/05/14","OJPOT","K3","SD","US","44","51","48.35","N","44.86343055","101","4","50.79","W","-101.080775","","","WP   ","ZMP","ZMP","N","N","N","","","IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_MIN LONG_SEC LONG_DECIMAL"
"2026/04/16","OLMEC","K3","MN","US","47","3","13.92","N","47.05386666","93","25","50.93","W","-93.43081388","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OPCAW","K3","MN","US","47","22","1.37","N","47.36704722","92","35","34.86","W","-92.59301666","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OPILY","K3","SD","US","45","37","40.29","N","45.62785833","98","8","9.43","W","-98.13595277","","","RP   ","ZMP","ZMP","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","OPILY","K3","SD","US","45","37","40.29","N","45.62785833","98","8","9.43","W","-98.13595277","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Modified","CHARTS"
"2026/04/16","OPIPE","K6","ME","US","45","36","53.15","N","45.61476388","69","53","8.51","W","-69.88569722","","","WP   ","ZBW","ZBW","N","N","N","","","IAP","1","Modified","LAT_MIN LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","OPIPE","K6","ME","US","45","38","41.68","N","45.64491111","69","53","58.2","W","-69.8995","","","WP   ","ZBW","ZBW","N","N","N","","","IAP","2","Modified","LAT_MIN LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","OPJIM","K3","SD","US","45","15","8.82","N","45.25245","98","39","56.76","W","-98.66576666","","","RP   ","ZMP","ZMP","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OPOGE","K3","SD","US","44","7","30.5","N","44.12513888","103","4","43.4","W","-103.07872222","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/05/14","OPOGE","K3","SD","US","44","7","30.57","N","44.12515833","103","4","43.32","W","-103.0787","","","MR   ","ZDV","ZDV","N","N","N","","","MILITARY IAP","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL"
"2026/04/16","OQOSE","K5","IL","US","39","2","1.03","N","39.03361944","88","25","14.62","W","-88.42072777","","","WP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","ORJIG","K3","MO","US","37","44","15.51","N","37.73764166","90","6","40.4","W","-90.11122222","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OSIXE","K5","IN","US","40","27","7.88","N","40.45218888","86","1","51.09","W","-86.03085833","","","WP   ","ZAU","ZAU","N","N","N","","","SPECIAL IAP","2","Deleted",""
"2026/04/16","OTAPE","K5","KY","US","36","58","17.02","N","36.97139444","84","8","30.01","W","-84.14166944","","","RP   ","ZID","ZID","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OTREE","K5","MI","US","45","30","9.54","N","45.50265","84","36","39.35","W","-84.61093055","","","RP   ","ZMP","ZMP","N","N","N","","","ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","OTREE","K5","MI","US","45","30","9.54","N","45.50265","84","36","39.35","W","-84.61093055","","","RP   ","ZMP","ZMP","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","OWUKU","K4","TX","US","36","0","39.1","N","36.01086111","102","12","34.63","W","-102.20961944","","RNAV","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","1","Modified","CHARTING_REMARK FIX_USE_CODE CHARTS"
"2026/05/14","OWUKU","K4","TX","US","36","0","39.1","N","36.01086111","102","12","34.63","W","-102.20961944","","","WP   ","ZAB","ZAB","N","N","N","","","CONTROLLER LOW,ENROUTE LOW","2","Modified","CHARTING_REMARK FIX_USE_CODE CHARTS"
"2026/04/16","OWUPO","K4","TX","US","36","2","14.91","N","36.037475","102","53","15.83","W","-102.88773055","","","RP   ","ZAB","ZAB","N","N","N","","","CONTROLLER,ENROUTE LOW,IAP","1","Modified","CHARTS"
"2026/05/14","OWUPO","K4","TX","US","36","2","14.91","N","36.037475","102","53","15.83","W","-102.88773055","","","RP   ","ZAB","ZAB","N","N","N","","","ENROUTE LOW","2","Modified","CHARTS"
"2026/04/16","OWWOM","K3","MO","US","37","33","50.57","N","37.56404722","90","17","7.66","W","-90.28546111","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OWXEM","K3","MO","US","37","36","53.9","N","37.61497222","90","6","24.74","W","-90.10687222","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OWYOS","K3","IA","US","41","16","6.98","N","41.26860555","91","40","37.29","W","-91.677025","","","RP   ","ZAU","ZAU","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OXAGY","K3","MO","US","37","45","3.54","N","37.75098333","90","7","26.7","W","-90.12408333","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OXAKY","K4","TX","US","31","56","5.39","N","31.93483055","95","35","44.45","W","-95.59568055","","","RP   ","ZFW","ZFW","N","N","N","","","CONTROLLER LOW,ENROUTE LOW,IAP","2","Deleted",""
"2026/04/16","OYOFY","K3","MO","US","37","43","12.43","N","37.72011944","90","20","9.27","W","-90.33590833","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","OZORA","K3","MO","US","37","48","39.08","N","37.81085555","89","58","14.16","W","-89.9706","","","RP   ","ZKC","ZKC","N","N","N","","","IAP","2","Deleted",""
"2026/04/16","PACTS","K4","AR","US","33","43","1.93","N","33.71720277","93","40","0.37","W","-93.66676944","","","RP   ","ZFW","ZFW","N","N","N","","","IAP","2","Deleted",""
