"EFF_DATE","DP_NAME","ARTCC","DP_COMPUTER_CODE","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC","File","Action","Mods"
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","70","TWINE","K2","RP   ","IPIHO","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","80","IPIHO","K2","RP   ","","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","10","PMD","","VORTAC","BOGET","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","20","BOGET","K2","RP   ","SLAPP","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","30","SLAPP","K2","RP   ","LANGE","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","40","LANGE","K2","RP   ","TWINE","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","50","TWINE","K2","RP   ","IPIHO","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","PALMDALE TRANSITION","1","NUAL1.PMD","60","IPIHO","K2","RP   ","","","2","Deleted",""
"2026/03/19","NUTIY","ZDC","NUTIY1.NUTIY","BODY","SCTYP-NUTIY","1","","10","NUTIY","K6","WP   ","SCTYP","ORF/05, ORF/14, ORF/23, ORF/32","1","Modified","ARPT_RWY_ASSOC"
"2026/05/14","NUTIY","ZDC","NUTIY1.NUTIY","BODY","SCTYP-NUTIY","1","","10","NUTIY","K6","WP   ","SCTYP","ORF/05, ORF/23","2","Modified","ARPT_RWY_ASSOC"
"2026/03/19","NUTIY","ZDC","NUTIY1.NUTIY","BODY","SCTYP-NUTIY","1","","20","SCTYP","K6","WP   ","","ORF/05, ORF/14, ORF/23, ORF/32","1","Modified","ARPT_RWY_ASSOC"
"2026/05/14","NUTIY","ZDC","NUTIY1.NUTIY","BODY","SCTYP-NUTIY","1","","20","SCTYP","K6","WP   ","","ORF/05, ORF/23","2","Modified","ARPT_RWY_ASSOC"
"2026/03/19","SACAT","ZAB","SACAT3.SACAT","BODY","EHISO-SACAT","1","","10","SACAT","K2","RP   ","EHISO","FFZ/22L","2","Deleted",""
"2026/03/19","SACAT","ZAB","SACAT3.SACAT","BODY","EHISO-SACAT","1","","20","EHISO","K2","WP   ","","FFZ/22L","2","Deleted",""
"2026/03/19","SACAT","ZAB","SACAT3.SACAT","BODY","FEVTI-SACAT","1","","10","SACAT","K2","RP   ","FEVTI","FFZ/22R","2","Deleted",""
"2026/03/19","SACAT","ZAB","SACAT3.SACAT","BODY","FEVTI-SACAT","1","","20","FEVTI","K2","WP   ","","FFZ/22R","2","Deleted",""
"2026/03/19","SACAT","ZAB","SACAT3.SACAT","BODY","SACAT","1","","10","SACAT","K2","RP   ","","FFZ/04L, FFZ/04R","2","Deleted",""
"2026/03/19","SAN FRANCISCO","ZOA","SFO4.SFO","BODY","NORMM","1","","10","NORMM","K2","RP   ","","SFO/28L, SFO/28R","2","Deleted",""
"2026/03/19","SWOPE","ZDC","SWOPE1.SWOPE","BODY","GUMPP-SWOPE","1","","10","SWOPE","K7","RP   ","GUMPP","ORF/05, ORF/14, ORF/23, ORF/32","1","Modified","ARPT_RWY_ASSOC"
"2026/05/14","SWOPE","ZDC","SWOPE1.SWOPE","BODY","GUMPP-SWOPE","1","","10","SWOPE","K7","RP   ","GUMPP","ORF/05, ORF/23","2","Modified","ARPT_RWY_ASSOC"
"2026/03/19","SWOPE","ZDC","SWOPE1.SWOPE","BODY","GUMPP-SWOPE","1","","20","GUMPP","K6","WP   ","","ORF/05, ORF/14, ORF/23, ORF/32","1","Modified","ARPT_RWY_ASSOC"
"2026/05/14","SWOPE","ZDC","SWOPE1.SWOPE","BODY","GUMPP-SWOPE","1","","20","GUMPP","K6","WP   ","","ORF/05, ORF/23","2","Modified","ARPT_RWY_ASSOC"
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","BODY","TRTON-DARRK","1","","10","DARRK","K2","WP   ","TRTON","LAX/06L, LAX/06R, LAX/07L, LAX/07R","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","BODY","TRTON-DARRK","1","","20","TRTON","K2","WP   ","","LAX/06L, LAX/06R, LAX/07L, LAX/07R","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","10","DINTY","P","RP   ","OINGO","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","20","OINGO","K2","WP   ","RIZIN","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","30","RIZIN","K2","WP   ","IKAYE","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","40","IKAYE","K2","RP   ","FIXIT","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","50","FIXIT","K2","WP   ","DARRK","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","DINTY TRANSITION","1","TRTON2.DINTY","60","DARRK","K2","WP   ","","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","FICKY TRANSITION","1","TRTON2.FICKY","10","FICKY","P","WP   ","DONKS","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","FICKY TRANSITION","1","TRTON2.FICKY","20","DONKS","K2","WP   ","BNANO","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","FICKY TRANSITION","1","TRTON2.FICKY","30","BNANO","K2","WP   ","DARRK","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","FICKY TRANSITION","1","TRTON2.FICKY","40","DARRK","K2","WP   ","","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","MCKEY TRANSITION","1","TRTON2.MCKEY","10","MCKEY","K2","RP   ","RIZIN","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","MCKEY TRANSITION","1","TRTON2.MCKEY","20","RIZIN","K2","WP   ","IKAYE","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","MCKEY TRANSITION","1","TRTON2.MCKEY","30","IKAYE","K2","RP   ","FIXIT","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","MCKEY TRANSITION","1","TRTON2.MCKEY","40","FIXIT","K2","WP   ","DARRK","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","MCKEY TRANSITION","1","TRTON2.MCKEY","50","DARRK","K2","WP   ","","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","SCTRR TRANSITION","1","TRTON2.SCTRR","10","SCTRR","K2","WP   ","TESEA","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","SCTRR TRANSITION","1","TRTON2.SCTRR","20","TESEA","K2","WP   ","IKAYE","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","SCTRR TRANSITION","1","TRTON2.SCTRR","30","IKAYE","K2","RP   ","FIXIT","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","SCTRR TRANSITION","1","TRTON2.SCTRR","40","FIXIT","K2","WP   ","DARRK","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","SCTRR TRANSITION","1","TRTON2.SCTRR","50","DARRK","K2","WP   ","","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","10","STOKD","K2","WP   ","SPLNT","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","20","SPLNT","K2","WP   ","RIZIN","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","30","RIZIN","K2","WP   ","IKAYE","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","40","IKAYE","K2","RP   ","FIXIT","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","50","FIXIT","K2","WP   ","DARRK","","2","Deleted",""
"2026/03/19","TRTON","ZLA","TRTON2.TRTON","TRANSITION","STOKD TRANSITION","1","TRTON2.STOKD","60","DARRK","K2","WP   ","","","2","Deleted",""
"2026/03/19","WEAZL","ZTL","WEAZL5.WEAZL","BODY","WHFRD-WEAZL","1","","10","WEAZL","K7","WP   ","WHFRD","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","WEAZL","ZTL","WEAZL5.WEAZL","BODY","WHFRD-WEAZL","1","","20","WHFRD","K7","WP   ","","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","WEAZL","ZTL","WEAZL5.WEAZL","TRANSITION","CLAWD TRANSITION","1","WEAZL5.CLAWD","10","CLAWD","K7","WP   ","WEAZL","","2","Deleted",""
"2026/03/19","WEAZL","ZTL","WEAZL5.WEAZL","TRANSITION","CLAWD TRANSITION","1","WEAZL5.CLAWD","20","WEAZL","K7","WP   ","","","2","Deleted",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","BODY","SLI","1","","10","SLI","","VORTAC","","FUL/06, FUL/24, LGB/08L, LGB/08R, LGB/12, LGB/26L, LGB/26R, LGB/30, SNA/02L, SNA/02R, SNA/20R","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","HECTOR TRANSITION","1","ANAHM2.HEC","10","HEC","","VORTAC","APLES","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","HECTOR TRANSITION","1","ANAHM2.HEC","20","APLES","K2","RP   ","PDZ","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","HECTOR TRANSITION","1","ANAHM2.HEC","30","PDZ","","VORTAC","SLI","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","HECTOR TRANSITION","1","ANAHM2.HEC","40","SLI","","VORTAC","","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","LAKE HUGHES TRANSITION","1","ANAHM2.LHS","10","LHS","","VORTAC","DARTS","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","LAKE HUGHES TRANSITION","1","ANAHM2.LHS","20","DARTS","K2","RP   ","BAYJY","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","LAKE HUGHES TRANSITION","1","ANAHM2.LHS","30","BAYJY","K2","RP   ","POXKU","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","LAKE HUGHES TRANSITION","1","ANAHM2.LHS","40","POXKU","K2","RP   ","SLI","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","LAKE HUGHES TRANSITION","1","ANAHM2.LHS","50","SLI","","VORTAC","","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","VENTURA TRANSITION","1","ANAHM2.VTU","10","VTU","","VOR/DME","SADDE","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","VENTURA TRANSITION","1","ANAHM2.VTU","20","SADDE","K2","RP   ","LAX","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","VENTURA TRANSITION","1","ANAHM2.VTU","30","LAX","","VORTAC","WILMA","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","VENTURA TRANSITION","1","ANAHM2.VTU","40","WILMA","K2","RP   ","SLI","","2","Added",""
"2026/05/14","ANAHEIM","ZLA","ANAHM2.SLI","TRANSITION","VENTURA TRANSITION","1","ANAHM2.VTU","50","SLI","","VORTAC","","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","BODY","MESHY-BARMY","1","","10","BARMY","K7","WP   ","GULFY","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","BODY","MESHY-BARMY","1","","20","GULFY","K7","WP   ","MESHY","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","BODY","MESHY-BARMY","1","","30","MESHY","K7","WP   ","","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","NUTZE TRANSITION","1","BARMY6.NUTZE","10","NUTZE","K7","WP   ","BATTA","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","NUTZE TRANSITION","1","BARMY6.NUTZE","20","BATTA","K7","WP   ","BARMY","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","NUTZE TRANSITION","1","BARMY6.NUTZE","30","BARMY","K7","WP   ","","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","RALEIGH/DURHAM TRANSITION","1","BARMY6.RDU","10","RDU","","VORTAC","BATTA","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","RALEIGH/DURHAM TRANSITION","1","BARMY6.RDU","20","BATTA","K7","WP   ","BARMY","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","RALEIGH/DURHAM TRANSITION","1","BARMY6.RDU","30","BARMY","K7","WP   ","","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","TAR RIVER TRANSITION","1","BARMY6.TYI","10","TYI","","VORTAC","BATTA","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","TAR RIVER TRANSITION","1","BARMY6.TYI","20","BATTA","K7","WP   ","BARMY","","2","Added",""
"2026/05/14","BARMY","ZTL","BARMY6.BARMY","TRANSITION","TAR RIVER TRANSITION","1","BARMY6.TYI","30","BARMY","K7","WP   ","","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","BODY","UGANG-BEAVY","1","","10","BEAVY","K7","WP   ","UGANG","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","BODY","UGANG-BEAVY","1","","20","UGANG","K7","WP   ","","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","GANDT TRANSITION","1","BEAVY7.GANDT","10","GANDT","K7","WP   ","ANDYS","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","GANDT TRANSITION","1","BEAVY7.GANDT","20","ANDYS","K7","WP   ","BEAVY","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","GANDT TRANSITION","1","BEAVY7.GANDT","30","BEAVY","K7","WP   ","","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","JENDO TRANSITION","1","BEAVY7.JENDO","10","JENDO","K7","WP   ","ANDYS","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","JENDO TRANSITION","1","BEAVY7.JENDO","20","ANDYS","K7","WP   ","BEAVY","","2","Added",""
"2026/05/14","BEAVY","ZTL","BEAVY7.BEAVY","TRANSITION","JENDO TRANSITION","1","BEAVY7.JENDO","30","BEAVY","K7","WP   ","","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","BODY","LACHN-BOBZY","1","","10","BOBZY","K7","RP   ","YNGUN","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","BODY","LACHN-BOBZY","1","","20","YNGUN","K7","WP   ","LACHN","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","BODY","LACHN-BOBZY","1","","30","LACHN","K7","WP   ","","AKH/03, AKH/21, CLT/01L, CLT/18C, CLT/18L, CLT/19R, CLT/36C, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","10","BNA","","VORTAC","BAZOO","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","20","BAZOO","K7","WP   ","HALLS","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","30","HALLS","K7","WP   ","REWET","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","40","REWET","K7","WP   ","BRAYN","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","50","BRAYN","K7","WP   ","BOBZY","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","NASHVILLE TRANSITION","1","BOBZY6.BNA","60","BOBZY","K7","RP   ","","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","TNSLY TRANSITION","1","BOBZY6.TNSLY","10","TNSLY","K7","WP   ","BOBZY","","2","Added",""
"2026/05/14","BOBZY","ZTL","BOBZY6.BOBZY","TRANSITION","TNSLY TRANSITION","1","BOBZY6.TNSLY","20","BOBZY","K7","RP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","BODY","DEMII-BOTCH","1","","10","BOTCH","K4","WP   ","DEMII","50F/17, 50F/35, ADS/16, ADS/34, AFW/16L, AFW/16R, AFW/34L, AFW/34R, CPT/15, CPT/33, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO/18L, DTO/18R, DTO/36L, DTO/36R, F41/16, F41/34, F46/17, F46/35, FTW/16, FTW/17, FTW/34, FTW/35, FWS/18R, FWS/36L, GKY/16, GKY/34, GPM/18, GPM/36, HQZ/18, HQZ/36, JWY/18, JWY/36, LNC/13, LNC/31, LUD/17, LUD/35, NFW/18, NFW/36, RBD/13, RBD/17, RBD/31, RBD/35, TKI/18, TKI/36, WEA/17, WEA/35","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","BODY","DEMII-BOTCH","1","","20","DEMII","K4","WP   ","","50F/17, 50F/35, ADS/16, ADS/34, AFW/16L, AFW/16R, AFW/34L, AFW/34R, CPT/15, CPT/33, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO/18L, DTO/18R, DTO/36L, DTO/36R, F41/16, F41/34, F46/17, F46/35, FTW/16, FTW/17, FTW/34, FTW/35, FWS/18R, FWS/36L, GKY/16, GKY/34, GPM/18, GPM/36, HQZ/18, HQZ/36, JWY/18, JWY/36, LNC/13, LNC/31, LUD/17, LUD/35, NFW/18, NFW/36, RBD/13, RBD/17, RBD/31, RBD/35, TKI/18, TKI/36, WEA/17, WEA/35","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","ALIAN TRANSITION","1","BOTCH2.ALIAN","10","ALIAN","K4","WP   ","FUMED","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","ALIAN TRANSITION","1","BOTCH2.ALIAN","20","FUMED","K4","WP   ","RBBIT","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","ALIAN TRANSITION","1","BOTCH2.ALIAN","30","RBBIT","K4","WP   ","BOTCH","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","ALIAN TRANSITION","1","BOTCH2.ALIAN","40","BOTCH","K4","WP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","BRHMA TRANSITION","1","BOTCH2.BRHMA","10","BRHMA","K4","WP   ","KATZZ","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","BRHMA TRANSITION","1","BOTCH2.BRHMA","20","KATZZ","K4","WP   ","RUFFS","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","BRHMA TRANSITION","1","BOTCH2.BRHMA","30","RUFFS","K4","WP   ","ROOOO","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","BRHMA TRANSITION","1","BOTCH2.BRHMA","40","ROOOO","K4","WP   ","BOTCH","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","BRHMA TRANSITION","1","BOTCH2.BRHMA","50","BOTCH","K4","WP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","CIKAN TRANSITION","1","BOTCH2.CIKAN","10","CIKAN","K4","WP   ","WSTEX","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","CIKAN TRANSITION","1","BOTCH2.CIKAN","20","WSTEX","K4","WP   ","LYNDE","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","CIKAN TRANSITION","1","BOTCH2.CIKAN","30","LYNDE","K4","WP   ","RBBIT","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","CIKAN TRANSITION","1","BOTCH2.CIKAN","40","RBBIT","K4","WP   ","BOTCH","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","CIKAN TRANSITION","1","BOTCH2.CIKAN","50","BOTCH","K4","WP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","DOSXX TRANSITION","1","BOTCH2.DOSXX","10","DOSXX","K4","WP   ","WSTEX","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","DOSXX TRANSITION","1","BOTCH2.DOSXX","20","WSTEX","K4","WP   ","LYNDE","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","DOSXX TRANSITION","1","BOTCH2.DOSXX","30","LYNDE","K4","WP   ","RBBIT","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","DOSXX TRANSITION","1","BOTCH2.DOSXX","40","RBBIT","K4","WP   ","BOTCH","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","DOSXX TRANSITION","1","BOTCH2.DOSXX","50","BOTCH","K4","WP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HUDAD TRANSITION","1","BOTCH2.HUDAD","10","HUDAD","K4","WP   ","MUTEE","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HUDAD TRANSITION","1","BOTCH2.HUDAD","20","MUTEE","K4","WP   ","PGLET","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HUDAD TRANSITION","1","BOTCH2.HUDAD","30","PGLET","K4","WP   ","BOTCH","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HUDAD TRANSITION","1","BOTCH2.HUDAD","40","BOTCH","K4","WP   ","","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HULZE TRANSITION","1","BOTCH2.HULZE","10","HULZE","K4","WP   ","HRPER","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HULZE TRANSITION","1","BOTCH2.HULZE","20","HRPER","K4","WP   ","DBLSS","","2","Added",""
"2026/05/14","BOTCH","ZFW","BOTCH2.BOTCH","TRANSITION","HULZE TRANSITION","1","BOTCH2.HULZE","30","DBLSS","K4","WP   ","TYGGR","","2","Added",""
