"EFF_DATE","DP_NAME","ARTCC","DP_COMPUTER_CODE","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC","File","Action","Mods"
"2026/03/19","KILNS","ZTL","KILNS5.KILNS","BODY","MUNBE-KILNS","1","","30","MUNBE","K7","WP   ","","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","KILNS","ZTL","KILNS5.KILNS","TRANSITION","AUDII TRANSITION","1","KILNS5.AUDII","10","AUDII","K7","WP   ","DURST","","2","Deleted",""
"2026/03/19","KILNS","ZTL","KILNS5.KILNS","TRANSITION","AUDII TRANSITION","1","KILNS5.AUDII","20","DURST","K7","WP   ","KILNS","","2","Deleted",""
"2026/03/19","KILNS","ZTL","KILNS5.KILNS","TRANSITION","AUDII TRANSITION","1","KILNS5.AUDII","30","KILNS","K7","WP   ","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","ANDYS TRANSITION","1","KNI3.ANDYS","10","ANDYS","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","ANDYS TRANSITION","1","KNI3.ANDYS","20","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","CEGAL TRANSITION","1","KNI3.CEGAL","10","CEGAL","K6","RP   ","FLYYN","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","CEGAL TRANSITION","1","KNI3.CEGAL","20","FLYYN","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","CEGAL TRANSITION","1","KNI3.CEGAL","30","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","DEBIE TRANSITION","1","KNI3.DEBIE","10","DEBIE","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","DEBIE TRANSITION","1","KNI3.DEBIE","20","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","FLYYN TRANSITION","1","KNI3.FLYYN","10","FLYYN","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","FLYYN TRANSITION","1","KNI3.FLYYN","20","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","HAMLN TRANSITION","1","KNI3.HAMLN","10","HAMLN","K7","RP   ","WALUT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","HAMLN TRANSITION","1","KNI3.HAMLN","20","WALUT","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","HAMLN TRANSITION","1","KNI3.HAMLN","30","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","LILLS TRANSITION","1","KNI3.LILLS","10","LILLS","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","LILLS TRANSITION","1","KNI3.LILLS","20","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","NEANO TRANSITION","1","KNI3.NEANO","10","NEANO","K7","RP   ","BOBZY","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","NEANO TRANSITION","1","KNI3.NEANO","20","BOBZY","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","NEANO TRANSITION","1","KNI3.NEANO","30","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","PEKNN TRANSITION","1","KNI3.PEKNN","10","PEKNN","K7","RP   ","GIPPR","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","PEKNN TRANSITION","1","KNI3.PEKNN","20","GIPPR","K7","RP   ","CLT","","2","Deleted",""
"2026/03/19","KNIGHTS","ZTL","KNI3.KNI","TRANSITION","PEKNN TRANSITION","1","KNI3.PEKNN","30","CLT","","VOR/DME","","","2","Deleted",""
"2026/03/19","KREST","ZOA","KREST3.KREST","BODY","KREST","1","","10","KREST","K2","RP   ","","RDD/12, RDD/16, RDD/30, RDD/34","1","Modified","ARPT_RWY_ASSOC"
"2026/05/14","KREST","ZOA","KREST3.KREST","BODY","KREST","1","","10","KREST","K2","RP   ","","RDD/13, RDD/17, RDD/31, RDD/35","2","Modified","ARPT_RWY_ASSOC"
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","BODY","JDEAN-KRITR","1","","10","KRITR","K7","WP   ","JDEAN","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","BODY","JDEAN-KRITR","1","","20","JDEAN","K7","WP   ","","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","TRANSITION","FILDS TRANSITION","1","KRITR6.FILDS","10","FILDS","K6","WP   ","KRITR","","2","Deleted",""
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","TRANSITION","FILDS TRANSITION","1","KRITR6.FILDS","20","KRITR","K7","WP   ","","","2","Deleted",""
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","TRANSITION","SMIAM TRANSITION","1","KRITR6.SMIAM","10","SMIAM","K7","WP   ","KRITR","","2","Deleted",""
"2026/03/19","KRITR","ZTL","KRITR6.KRITR","TRANSITION","SMIAM TRANSITION","1","KRITR6.SMIAM","20","KRITR","K7","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","BODY","SALVE-KUSSO","1","","10","KUSSO","K4","WP   ","SALVE","50F, 50F/17, ADS, AFW, AFW/16R, CPT, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO, F41, F46, FTW, FTW/16, FTW/17, FWS/18R, FWS/36L, GKY, GKY/16, GKY/34, GPM, GPM/18, HQZ, JWY, JWY/18, JWY/36, LNC, LNC/31, LUD, LUD/17, NFW, RBD/13, RBD/17, RBD/31, RBD/35, TKI, WEA, WEA/35","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","BODY","SALVE-KUSSO","1","","20","SALVE","K4","WP   ","","50F, 50F/17, ADS, AFW, AFW/16R, CPT, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO, F41, F46, FTW, FTW/16, FTW/17, FWS/18R, FWS/36L, GKY, GKY/16, GKY/34, GPM, GPM/18, HQZ, JWY, JWY/18, JWY/36, LNC, LNC/31, LUD, LUD/17, NFW, RBD/13, RBD/17, RBD/31, RBD/35, TKI, WEA, WEA/35","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BDDAY TRANSITION","1","KUSSO2.BDDAY","10","BDDAY","K4","WP   ","MRSSH","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BDDAY TRANSITION","1","KUSSO2.BDDAY","20","MRSSH","K4","WP   ","JJANE","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BDDAY TRANSITION","1","KUSSO2.BDDAY","30","JJANE","K4","WP   ","THHOR","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BDDAY TRANSITION","1","KUSSO2.BDDAY","40","THHOR","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BDDAY TRANSITION","1","KUSSO2.BDDAY","50","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BSKAT TRANSITION","1","KUSSO2.BSKAT","10","BSKAT","K4","WP   ","ZACHH","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BSKAT TRANSITION","1","KUSSO2.BSKAT","20","ZACHH","K4","WP   ","SWDIA","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BSKAT TRANSITION","1","KUSSO2.BSKAT","30","SWDIA","K4","WP   ","ZERLU","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BSKAT TRANSITION","1","KUSSO2.BSKAT","40","ZERLU","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","BSKAT TRANSITION","1","KUSSO2.BSKAT","50","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","FORCK TRANSITION","1","KUSSO2.FORCK","10","FORCK","K4","WP   ","LYING","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","FORCK TRANSITION","1","KUSSO2.FORCK","20","LYING","K4","WP   ","HANUH","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","FORCK TRANSITION","1","KUSSO2.FORCK","30","HANUH","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","FORCK TRANSITION","1","KUSSO2.FORCK","40","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","LOOSE TRANSITION","1","KUSSO2.LOOSE","10","LOOSE","K4","WP   ","TRYTN","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","LOOSE TRANSITION","1","KUSSO2.LOOSE","20","TRYTN","K4","WP   ","JAYXX","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","LOOSE TRANSITION","1","KUSSO2.LOOSE","30","JAYXX","K4","WP   ","TRRCH","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","LOOSE TRANSITION","1","KUSSO2.LOOSE","40","TRRCH","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","LOOSE TRANSITION","1","KUSSO2.LOOSE","50","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","MRSSH TRANSITION","1","KUSSO2.MRSSH","10","MRSSH","K4","WP   ","JJANE","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","MRSSH TRANSITION","1","KUSSO2.MRSSH","20","JJANE","K4","WP   ","THHOR","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","MRSSH TRANSITION","1","KUSSO2.MRSSH","30","THHOR","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","MRSSH TRANSITION","1","KUSSO2.MRSSH","40","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","ZALEA TRANSITION","1","KUSSO2.ZALEA","10","ZALEA","K4","WP   ","MRSSH","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","ZALEA TRANSITION","1","KUSSO2.ZALEA","20","MRSSH","K4","WP   ","JJANE","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","ZALEA TRANSITION","1","KUSSO2.ZALEA","30","JJANE","K4","WP   ","THHOR","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","ZALEA TRANSITION","1","KUSSO2.ZALEA","40","THHOR","K4","WP   ","KUSSO","","2","Deleted",""
"2026/03/19","KUSSO","ZFW","KUSSO2.KUSSO","TRANSITION","ZALEA TRANSITION","1","KUSSO2.ZALEA","50","KUSSO","K4","WP   ","","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","BODY","HMMPY-KWEEN","1","","10","KWEEN","K7","WP   ","HMMPY","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","BODY","HMMPY-KWEEN","1","","20","HMMPY","K7","WP   ","","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","PITRW TRANSITION","1","KWEEN5.PITRW","10","PITRW","K7","WP   ","TASTY","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","PITRW TRANSITION","1","KWEEN5.PITRW","20","TASTY","K7","WP   ","UNJAM","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","PITRW TRANSITION","1","KWEEN5.PITRW","30","UNJAM","K7","WP   ","KWEEN","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","PITRW TRANSITION","1","KWEEN5.PITRW","40","KWEEN","K7","WP   ","","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","UNJAM TRANSITION","1","KWEEN5.UNJAM","10","UNJAM","K7","WP   ","KWEEN","","2","Deleted",""
"2026/03/19","KWEEN","ZTL","KWEEN5.KWEEN","TRANSITION","UNJAM TRANSITION","1","KWEEN5.UNJAM","20","KWEEN","K7","WP   ","","","2","Deleted",""
"2026/03/19","LAMPS","ZFW","LAMPS8.AGJ","TRANSITION","STONEWALL TRANSITION","1","LAMPS8.STV","10","STV","","VORTAC","AGJ","","2","Deleted",""
"2026/03/19","LAMPS","ZFW","LAMPS8.AGJ","TRANSITION","STONEWALL TRANSITION","1","LAMPS8.STV","20","AGJ","","VORTAC","","","2","Deleted",""
"2026/03/19","LAMPS","ZFW","LAMPS8.AGJ","TRANSITION","WACO TRANSITION","1","LAMPS8.ACT","10","ACT","","VORTAC","SONET","","2","Deleted",""
"2026/03/19","LAMPS","ZFW","LAMPS8.AGJ","TRANSITION","WACO TRANSITION","1","LAMPS8.ACT","20","SONET","K4","RP   ","AGJ","","2","Deleted",""
"2026/03/19","LAMPS","ZFW","LAMPS8.AGJ","TRANSITION","WACO TRANSITION","1","LAMPS8.ACT","30","AGJ","","VORTAC","","","2","Deleted",""
"2026/03/19","LILLS","ZTL","LILLS3.LILLS","BODY","LAMDE-LILLS","1","","10","LILLS","K7","RP   ","LAMDE","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","LILLS","ZTL","LILLS3.LILLS","BODY","LAMDE-LILLS","1","","20","LAMDE","K7","WP   ","","AKH/03, AKH/21, CLT/18C, CLT/18L, CLT/18R, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ/02, RUQ/20, UZA, VUJ/04R, VUJ/22L","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","BODY","LIZRD","1","","10","LIZRD","K2","RP   ","","APC/19L, APC/19R, APC/24","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","BODY","SGD-LIZRD","1","","10","LIZRD","K2","RP   ","SGD","APC/01L, APC/01R","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","BODY","SGD-LIZRD","1","","20","SGD","","VORTAC","","APC/01L, APC/01R","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","CROIT TRANSITION","1","LIZRD5.CROIT","10","CROIT","K2","RP   ","LIZRD","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","CROIT TRANSITION","1","LIZRD5.CROIT","20","LIZRD","K2","RP   ","","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","OAKLAND TRANSITION","1","LIZRD5.OAK","10","OAK","","VOR/DME","SABLO","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","OAKLAND TRANSITION","1","LIZRD5.OAK","20","SABLO","K2","RP   ","LIZRD","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","OAKLAND TRANSITION","1","LIZRD5.OAK","30","LIZRD","K2","RP   ","","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","POINT REYES TRANSITION","1","LIZRD5.PYE","10","PYE","","VOR/DME","LAKCI","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","POINT REYES TRANSITION","1","LIZRD5.PYE","20","LAKCI","K2","RP   ","LIZRD","","2","Deleted",""
"2026/03/19","LIZRD","ZOA","LIZRD5.LIZRD","TRANSITION","POINT REYES TRANSITION","1","LIZRD5.PYE","30","LIZRD","K2","RP   ","","","2","Deleted",""
"2026/03/19","MAREO","ZID","MAREO5.MAREO","BODY","MAREO","1","","10","MAREO","K5","RP   ","","EYE/03, EYE/21, GEZ/01, GEZ/19, HFY, HFY/01, IND, IND/05R, IND/23L, IND/23R, MQJ, MQJ/25, TYQ, UMP, UMP/33","2","Deleted",""
"2026/03/19","MAREO","ZID","MAREO5.MAREO","TRANSITION","BDOCK TRANSITION","1","MAREO5.BDOCK","10","BDOCK","K5","RP   ","MAREO","","2","Deleted",""
"2026/03/19","MAREO","ZID","MAREO5.MAREO","TRANSITION","BDOCK TRANSITION","1","MAREO5.BDOCK","20","MAREO","K5","RP   ","","","2","Deleted",""
"2026/03/19","MINDEN","ZOA","MINDN2.VIKES","BODY","IBWIC-VIKES","1","","10","VIKES","K2","RP   ","OZEDU","MEV/34","2","Deleted",""
"2026/03/19","MINDEN","ZOA","MINDN2.VIKES","BODY","IBWIC-VIKES","1","","20","OZEDU","K2","WP   ","IBWIC","MEV/34","2","Deleted",""
"2026/03/19","MINDEN","ZOA","MINDN2.VIKES","BODY","IBWIC-VIKES","1","","30","IBWIC","K2","WP   ","","MEV/34","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","BODY","CUZNO-NANDR","1","","10","NANDR","K4","WP   ","CUZNO","50F/17, ADS/16, ADS/34, AFW/16L, AFW/16R, AFW/34L, AFW/34R, CPT/15, CPT/33, DTO/18L, DTO/18R, DTO/36L, DTO/36R, F46/17, F46/35, FTW/16, FTW/17, FTW/34, FTW/35, FWS/18R, FWS/36L, GKY/16, GKY/34, GPM/18, GPM/36, HQZ/18, HQZ/36, LNC/13, LNC/31, LUD/17, NFW/18, NFW/36, RBD/13, RBD/17, RBD/31, RBD/35, TKI/18, TKI/36, WEA/17, WEA/35","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","BODY","CUZNO-NANDR","1","","20","CUZNO","K4","WP   ","","50F/17, ADS/16, ADS/34, AFW/16L, AFW/16R, AFW/34L, AFW/34R, CPT/15, CPT/33, DTO/18L, DTO/18R, DTO/36L, DTO/36R, F46/17, F46/35, FTW/16, FTW/17, FTW/34, FTW/35, FWS/18R, FWS/36L, GKY/16, GKY/34, GPM/18, GPM/36, HQZ/18, HQZ/36, LNC/13, LNC/31, LUD/17, NFW/18, NFW/36, RBD/13, RBD/17, RBD/31, RBD/35, TKI/18, TKI/36, WEA/17, WEA/35","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","EAKER TRANSITION","1","NANDR3.EAKER","10","EAKER","K4","RP   ","GRABE","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","EAKER TRANSITION","1","NANDR3.EAKER","20","GRABE","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","EAKER TRANSITION","1","NANDR3.EAKER","30","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","MC ALESTER TRANSITION","1","NANDR3.MLC","10","MLC","","TACAN","TIKYS","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","MC ALESTER TRANSITION","1","NANDR3.MLC","20","TIKYS","K4","RP   ","AKUNA","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","MC ALESTER TRANSITION","1","NANDR3.MLC","30","AKUNA","K4","WP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","MC ALESTER TRANSITION","1","NANDR3.MLC","40","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","OKMULGEE TRANSITION","1","NANDR3.OKM","10","OKM","","VOR/DME","EAKER","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","OKMULGEE TRANSITION","1","NANDR3.OKM","20","EAKER","K4","RP   ","GRABE","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","OKMULGEE TRANSITION","1","NANDR3.OKM","30","GRABE","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","OKMULGEE TRANSITION","1","NANDR3.OKM","40","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ROLLS TRANSITION","1","NANDR3.ROLLS","10","ROLLS","K4","RP   ","MRMAC","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ROLLS TRANSITION","1","NANDR3.ROLLS","20","MRMAC","K4","RP   ","ADM","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ROLLS TRANSITION","1","NANDR3.ROLLS","30","ADM","","VORTAC","LOWGN","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ROLLS TRANSITION","1","NANDR3.ROLLS","40","LOWGN","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ROLLS TRANSITION","1","NANDR3.ROLLS","50","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","TULSA TRANSITION","1","NANDR3.TUL","10","TUL","","VORTAC","ZEMMA","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","TULSA TRANSITION","1","NANDR3.TUL","20","ZEMMA","K4","RP   ","BLECO","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","TULSA TRANSITION","1","NANDR3.TUL","30","BLECO","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","TULSA TRANSITION","1","NANDR3.TUL","40","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","WILL ROGERS TRANSITION","1","NANDR3.IRW","10","IRW","","VORTAC","ZEMMA","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","WILL ROGERS TRANSITION","1","NANDR3.IRW","20","ZEMMA","K4","RP   ","BLECO","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","WILL ROGERS TRANSITION","1","NANDR3.IRW","30","BLECO","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","WILL ROGERS TRANSITION","1","NANDR3.IRW","40","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ZEMMA TRANSITION","1","NANDR3.ZEMMA","10","ZEMMA","K4","RP   ","BLECO","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ZEMMA TRANSITION","1","NANDR3.ZEMMA","20","BLECO","K4","RP   ","NANDR","","2","Deleted",""
"2026/03/19","NANDR","ZFW","NANDR3.NANDR","TRANSITION","ZEMMA TRANSITION","1","NANDR3.ZEMMA","30","NANDR","K4","WP   ","","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","BODY","IPIHO","1","","10","IPIHO","K2","RP   ","","VNY/16L, VNY/16R, VNY/34L, VNY/34R","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","10","DAG","","VORTAC","ETHER","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","20","ETHER","K2","RP   ","PMD","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","30","PMD","","VORTAC","BOGET","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","40","BOGET","K2","RP   ","SLAPP","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","50","SLAPP","K2","RP   ","LANGE","","2","Deleted",""
"2026/03/19","NEWHALL","ZLA","NUAL1.IPIHO","TRANSITION","DAGGETT TRANSITION","1","NUAL1.DAG","60","LANGE","K2","RP   ","TWINE","","2","Deleted",""
