"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","CHARTING_TYPE_DESC","File","Action","Mods"
"2026/05/14","RITZS WP*OH*K5","2","OH","US","SPECIAL IAP","2","Added",""
"2026/05/14","ROSEWOOD VORTAC*OH","3","OH","US","NOT REQUIRED","2","Added",""
"2026/05/14","RUTTY WP*AK*PA","1","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","SEDEY WP*ND*K3","1","ND","US","IAP","2","Added",""
"2026/05/14","SKIPP INT*FL*K7","2","FL","US","MILITARY IAP","2","Added",""
"2026/05/14","SKIPP WP*FL*K7","1","FL","US","MILITARY IAP","2","Added",""
"2026/05/14","SOCORRO VORTAC*NM","2","NM","US","SID","2","Added",""
"2026/05/14","SPENCER VOR/DME*IA","1","IA","US","SPECIAL IAP","2","Added",""
"2026/05/14","SPENCER VOR/DME*IA","2","IA","US","IAP","2","Added",""
"2026/05/14","STULL WP*SC*K7","1","SC","US","IAP","2","Added",""
"2026/05/14","TBONE WP*AK*PA","1","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","TEESY WP*PA*K6","1","PA","US","ENROUTE HIGH","2","Added",""
"2026/05/14","THUMP INT*FL*K7","1","FL","US","MILITARY IAP","2","Added",""
"2026/05/14","TOTOE WP*KS*K3","1","KS","US","NOT REQUIRED","2","Added",""
"2026/05/14","UNIVERSITY NDB*OH","1","OH","US","IAP","2","Added",""
"2026/05/14","UYUPE WP*OK*K4","1","OK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VAPOR WP*OK*K4","1","OK","US","IAP","2","Added",""
"2026/05/14","VERSI LOM*WV","1","WV","US","IAP","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","3","KS","US","NOT REQUIRED","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","4","KS","US","NOT REQUIRED","2","Added",""
"2026/05/14","ZANUP WP*HI*PH","1","HI","US","IAP","2","Added",""
"2026/05/14","ZEDIN INT*OH*K5","1","OH","US","NOT REQUIRED","2","Added",""
"2026/05/14","ZEDIN WP*OH*K5","2","OH","US","NOT REQUIRED","2","Added",""
"2026/05/14","ZOMGU WP*FL*K7","2","FL","US","IAP","2","Added",""
"2026/05/14","ZUMOV WP*PA*K6","1","PA","US","SPECIAL IAP","2","Added",""
