"Orig","Route String","Dest","Hours1","Type","Area","Altitude","Aircraft","Direction","Seq","DCNTR","ACNTR","File","Action","Mods"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q430 KYSKY DEEPO2 ACK","ACK","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS LEJOY NESTO AGC","AGC","","H","","","TURBOJETS","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS LEJOY NESTO AGC","AGC","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND TRUDE V487 CANAN ALB","ALB","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO ALB,SCH","","","","1","ZTL","ZBW","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND TRUDE V487 CANAN ALB","ALB","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO ALB,SCH","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Aircraft"
"CLT","CLT ICONS5 NOOKS RIELE Q103 CYNTA SHFTY6 APF","APF","","H","","","TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS RIELE Q103 CYNTA SHFTY6 APF","APF","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ: TO APF, FMY, MKY, RSW","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ GARTS LCH WEEED WLEEE7 AUS","AUS","","H","","","","","1","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ GARTS LCH WEEED WLEEE7 AUS","AUS","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA COURG LOYDD GAAPP LVZ AVP","AVP","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","TURBOJET","","1","ZTL","ZNY","1","Modified","Route String Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA COURG LOYDD GAAPP LVZ AVP","AVP","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Aircraft"
"CLT","CLT ICONS5 NOOKS WURFL Q83 JEVED Q97 KENLL CPTAN3 BCT","BCT","","H","","","","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS WURFL Q83 JEVED Q97 KENLL CPTAN3 BCT","BCT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO 06FA, BCT, FXE, PBI, PMP ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q419 DPK DPK3 BDL","BDL","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO BAF,BDL,CEF","","","","1","ZTL","ZBW","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q419 DPK DPK3 BDL","BDL","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO BAF,BDL,CEF","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 FOXWD BOS BGR","BGR","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZBW","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 FOXWD BOS BGR","BGR","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 BOS","BOS","1100-0300","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZBW","1","Modified","Route String Hours1 Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 BOS","BOS","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Hours1 Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS EWC DKK BUF","BUF","","H","","","TURBOJET","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS EWC DKK BUF","BUF","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT KILNS5 AUDII THHMP RAVNN8 BWI","BWI","1100-0300","H","","","TURBOJETS","","2","ZTL","ZDC","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT KILNS6 AUDII THHMP RAVNN9 BWI","BWI","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO BWI, MTN  ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZDC","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT WEAZL5 CLAWD Q39 ASERY JANYS ROLLN2 CLE","CLE","","H","TO CLEVELAND METRO(CLE,CGF,BKL,LNN,LPR)","","RNAV TURBOJET","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL6 CLAWD Q39 ASERY JANYS ROLLN2 CLE","CLE","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ:  TO BKL, CLE,CGF,LNN,LPR ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT JOJJO5 CUBIM JAKIE7 CVG","CVG","","H","TO CVG, HAO, LUK I69","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZID","1","Modified","Route String Area Aircraft"
"CLT","CLT JOJJO6 CUBIM JAKIE7 CVG","CVG","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ:  TO CVG, HAO, LUK I69 ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZID","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA COURG BAMMY T299 HAR CXY","CXY","","H","","","TURBOJET","","1","ZTL","ZNY","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA COURG BAMMY T299 HAR CXY","CXY","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS PSB SYR ART DEANS-STAR CYOW","CYOW","","H","","","TURBOJET","","1","ZTL","ZUL","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS PSB SYR ART DEANS-STAR CYOW","CYOW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZUL","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS PSB SYR ART IMPACT-STAR CYUL","CYUL","","H","","","TURBOJET","","1","ZTL","","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS PSB SYR ART IMPACT-STAR CYUL","CYUL","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS OXMAN LINNG-STAR CYYZ","CYYZ","","H","","","TURBOJET","","1","ZTL","ZYZ","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS OXMAN LINNG-STAR CYYZ","CYYZ","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZYZ","2","Modified","Route String Area Aircraft"
"CLT","CLT KILNS5 AUDII WAVES CAPSS4 DCA","DCA","","H","","","JETS: RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZDC","1","Modified","Route String Area Aircraft"
"CLT","CLT KILNS6 AUDII WAVES CAPSS4 DCA","DCA","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZDC","2","Modified","Route String Area Aircraft"
"CLT","CLT BOBZY5 BNA FAM J112 BUM J110 GCK KIISS CLASH5 DEN","DEN","","H","","","","","1","ZTL","ZDV","1","Modified","Route String Area Aircraft"
"CLT","CLT BOBZY6 BNA FAM J112 BUM J110 GCK KIISS CLASH5 DEN","DEN","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDV","2","Modified","Route String Area Aircraft"
"CLT","CLT CLT JOJJO5 CUBIM RAMRD LITTR FEWWW SEEVR4 DFW","DFW","","H","","","TURBOJET","","1","ZTL","ZFW","1","Modified","Route String Area Aircraft"
"CLT","CLT JOJJO6 CUBIM RAMRD LITTR FEWWW SEEVR4 DFW","DFW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZFW","2","Modified","Route String Area Aircraft"
"CLT","CLT CLT JOJJO5 CUBIM RAMRD LITTR FEWWW BRDJE5 DFW","DFW","","H","","","TURBOJET","","2","ZTL","ZFW","1","Modified","Route String Area Aircraft"
"CLT","CLT JOJJO6 CUBIM RAMRD LITTR FEWWW BRDJE5 DFW","DFW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZFW","2","Modified","Route String Area Aircraft"
"CLT","CLT CLT ESTRR5 IPTAY CHOPZ THRSR VLKNN Q30 IZAAC YUYUN BEREE3 DFW","DFW","","H","","","TURBOJET","","3","ZTL","ZFW","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR VLKNN Q30 IZAAC YUYUN BEREE3 DFW","DFW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","3","ZTL","ZFW","2","Modified","Route String Area Aircraft"
"CLT","CLT CLT ESTRR5 IPTAY CHOPZ THRSR VLKNN Q30 IZAAC YUYUN WHINY4 DFW","DFW","","H","","","TURBOJET","","4","ZTL","ZFW","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR VLKNN Q30 IZAAC YUYUN WHINY4 DFW","DFW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","4","ZTL","ZFW","2","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL5 CLAWD JAMOX BONZZ2 DTW","DTW","","H","","","DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL6 CLAWD JAMOX BONZZ2 DTW","DTW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL5 CLAWD JAMOX KLYNK3 DTW","DTW","","H","","","DME/DME/IRU OR GPS REQUIRED","","2","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL6 CLAWD JAMOX KLYNK3 DTW","DTW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT KILNS5 AUDII QUART PHLBO4 EWR","EWR","1100-0300","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","2","ZTL","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT KILNS6 AUDII QUART PHLBO4 EWR","EWR","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT BEAVY6 JENDO MAVRC TEUFL Q75 ENEME FNTSY1 EYW","EYW","","H","","","","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT BEAVY7 JENDO MAVRC TEUFL Q75 ENEME FNTSY1 EYW","EYW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS WURFL Q83 JEVED Q97 PRMUS CUUDA3 FLL","FLL","","H","","","","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS WURFL Q83 JEVED Q97 PRMUS CUUDA3 FLL","FLL","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO FLL, OPF ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS RIELE Q103 CYNTA SHFTY6 FMY","FMY","","H","","","TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS RIELE Q103 CYNTA SHFTY6 FMY","FMY","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ: TO APF, FMY, MKY, RSW","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ THRSR SARKK AEX WAPPL7 HOU","HOU","","H","","","TURBOJETS","","2","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR SARKK AEX WAPPL7 HOU","HOU","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ MGMRY CATLN SJI PUCKS4 HOU","HOU","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ,EUG","","TURBOJETS","","4","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ MGMRY CATLN SJI PUCKS4 HOU","HOU","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","4","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ MGMRY CATLN SJI BAYYY5 HOU","HOU","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ,EUG","","TURBOJETS","","5","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ MGMRY CATLN SJI BAYYY5 HOU","HOU","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","5","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 BESSI CYN BOUNO5 HPN","HPN","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZNY","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 BESSI CYN BOUNO5 HPN","HPN","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Aircraft"
"CLT","CLT KILNS5 AUDII DORRN CAVLR6 IAD","IAD","","H","","","TURBOJETS","","2","ZTL","ZDC","1","Modified","Route String Area Aircraft"
"CLT","CLT KILNS6 AUDII DORRN CAVLR6 IAD","IAD","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZDC","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ THRSR SARKK AEX SKNRD5 IAH","IAH","","H","","","TURBOJETS","","1","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR SARKK AEX SKNRD5 IAH","IAH","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ THRSR SARKK AEX DOOBI3 IAH","IAH","","H","","","TURBOJETS","","2","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR SARKK AEX DOOBI3 IAH","IAH","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 TYI Q64 SAWED Q108 SIE CAMRN5 JFK","JFK","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZNY","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 TYI Q64 SAWED Q108 SIE CAMRN5 JFK","JFK","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS IHD LBE","LBE","","H","","","TURBOJET","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS IHD LBE","LBE","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 HURTS PROUD2 LGA","LGA","1100-0300","H","","","","","1","ZTL","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 HURTS PROUD2 LGA","LGA","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT ICONS5 NOOKS WURFL Q83 ROYCO Q85 LPERD SNFLD3 MCO","MCO","","H","TO ISM,MCO","","JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZJX","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS WURFL Q83 ROYCO Q85 LPERD SNFLD3 MCO","MCO","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ    TO ISM, MCO ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZJX","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS WURFL Q83 ROYCO Q85 LPERD GTOUT1 MCO","MCO","","H","","","JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","","3","ZTL","ZJX","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS WURFL Q83 ROYCO Q85 LPERD GTOUT1 MCO","MCO","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","3","ZTL","ZJX","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA COURG BAMMY T299 HAR MDT","MDT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","TURBOJET","","1","ZTL","ZNY","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA COURG BAMMY T299 HAR MDT","MDT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL5 CLAWD HNN FWA PANGG7 MDW","MDW","","H","","","","","1","ZTL","ZAU","1","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL6 CLAWD HNN FWA PANGG7 MDW","MDW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ:  TO   MDW, 05C, IGQ, 3HO, GYY ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZAU","2","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL5 CLAWD HVQ APE J178 FWA PANGG7 MDW","MDW","","H","","","","","2","ZTL","ZAU","1","Modified","Route String Area Aircraft"
"CLT","CLT WEAZL6 CLAWD HVQ APE J178 FWA PANGG7 MDW","MDW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZAU","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND SMYTH ROZZE2 MHT","MHT","1000-0300","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZBW","1","Modified","Route String Hours1 Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND SMYTH ROZZE2 MHT","MHT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Hours1 Aircraft"
"CLT","CLT ICONS5 NOOKS WURFL Q83 JEVED Q97 DEBRL CSTAL3 MIA","MIA","","H","","","","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS WURFL Q83 JEVED Q97 DEBRL CSTAL3 MIA","MIA","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO 07FA, HST, MIA, TMB, X51 ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS RIELE Q103 CYNTA SHFTY6 MKY","MKY","","H","","","TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS RIELE Q103 CYNTA SHFTY6 MKY","MKY","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO APF, FMY, MKY, RSW ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q430 FLAPE MVY","MVY","","H","","","","","1","ZTL","ZBW","1","Modified","Route String Area Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q430 FLAPE MVY","MVY","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Area Aircraft"
"CLT","CLT JOJJO5 DOOGE Q93 HEVAN BONNT VEECK5 ORD","ORD","1100-0300","H","","","","","1","ZTL","ZAU","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT JOJJO6 DOOGE Q93 HEVAN BONNT VEECK5 ORD","ORD","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZAU","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT BARMY5 NUTZE KOHLS1 ORF","ORF","","H","TO CPK,FAF,LFI,NGU,ORF,PHF,PVG,NTU,SFQ,AKQ,JGG","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","1","Modified","Route String Area"
"CLT","CLT BARMY6 NUTZE KOHLS1 ORF","ORF","","H","TO CPK,FAF,LFI,NGU,ORF,PHF,PVG,NTU,SFQ,AKQ,JGG ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","2","Modified","Route String Area"
"CLT","CLT ICONS5 NOOKS WURFL Q83 JEVED Q97 KENLL CPTAN3 PBI","PBI","","H","","","","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
