"Orig","Route String","Dest","Hours1","Type","Area","Altitude","Aircraft","Direction","Seq","DCNTR","ACNTR","File","Action","Mods"
"CLT","CLT ICONS6 NOOKS WURFL Q83 JEVED Q97 KENLL CPTAN3 PBI","PBI","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO 06FA, BCT, FXE, PBI, PMP ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 NUTZE KOHLS1 PHF","PHF","","H","TO CPK,FAF,LFI,NGU,ORF,PHF,PVG,NTU,SFQ,AKQ,JGG","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","1","Modified","Route String Area"
"CLT","CLT BARMY6 NUTZE KOHLS1 PHF","PHF","","H","TO CPK,FAF,LFI,NGU,ORF,PHF,PVG,NTU,SFQ,AKQ,JGG ","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","2","Modified","Route String Area"
"CLT","CLT KILNS5 AUDII BBDOL PAATS4 PHL","PHL","1100-0400","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO MQS,PHL,PNE,TTN","","","","1","ZTL","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT KILNS6 AUDII BBDOL PAATS4 PHL","PHL","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO MQS, PHL, PNE, TTN ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS LEJOY DEMME5 PIT","PIT","","H","","","TURBOJETS","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS LEJOY DEMME5 PIT","PIT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ DARED CEW PENSI PNS","PNS","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","TURBOJET","","1","ZTL","ZJX","1","Modified","Route String Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ DARED CEW PENSI PNS","PNS","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZJX","2","Modified","Route String Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q430 CREEL ORCHA JORDN JORDN2 PVD","PVD","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZBW","1","Modified","Route String Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 RBV Q430 CREEL ORCHA JORDN JORDN2 PVD","PVD","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND BDR SCOGS3 PWM","PWM","1000-0300","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","","","1","ZTL","ZBW","1","Modified","Route String Hours1 Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS BBOBO Q22 LLUND BDR SCOGS3 PWM","PWM","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Hours1 Aircraft"
"CLT","CLT BARMY5 RDU NEAVL DUCXS5 RIC","RIC","","H","","","","","1","ZTL","ZDC","1","Modified","Route String Area Aircraft"
"CLT","CLT BARMY6 RDU NEAVL DUCXS5 RIC","RIC","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","2","Modified","Route String Area Aircraft"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS ROC","ROC","","H","","","TURBOJET","","1","ZTL","ZOB","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS ROC","ROC","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZOB","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS RIELE Q103 CYNTA SHFTY6 RSW","RSW","","H","","","TURBOJETS ONLY: DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT ICONS6 NOOKS RIELE Q103 CYNTA SHFTY6 RSW","RSW","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ: TO APF, FMY, MKY, RSW ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ THRSR JAMMR MERDN AEX CAAGE QERVO3 SAT","SAT","","H","TO SAT, BAZ, CVB, PEZ, RND, SSF, SKF, 5C1","","","","1","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ THRSR JAMMR MERDN AEX CAAGE QERVO3 SAT","SAT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ:TO SAT,BAZ,CVB,PEZ,RND,SSF,SKF,5C1","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR5 IPTAY CHOPZ MGMRY GARTS LCH CAAGE QERVO3 SAT","SAT","","H","TO SAT, BAZ, CVB, PEZ, RND, SSF, SKF, 5C1","","","","2","ZTL","ZHU","1","Modified","Route String Area Aircraft"
"CLT","CLT ESTRR6 IPTAY CHOPZ MGMRY GARTS LCH CAAGE QERVO3 SAT","SAT","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ:TO SAT,BAZ,CVB,PEZ,RND,SSF,SKF,5C1","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZHU","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 TYI KEMPR SAWED SBY","SBY","","H","","","","","1","ZTL","ZDC","1","Modified","Route String Area Aircraft"
"CLT","CLT BARMY6 TYI KEMPR SAWED SBY","SBY","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","2","Modified","Route String Area Aircraft"
"CLT","CLT ICONS5 NOOKS RIELE Q103 PUPYY KYYUU LUBBR4 SRQ","SRQ","","H","TO FA54,LAL,PGD,SRQ,VNC ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","1","Modified","Route String Area"
"CLT","CLT ICONS6 NOOKS RIELE Q103 PUPYY KYYUU LUBBR4 SRQ","SRQ","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ  TO FA54, LAL, PGD, SRQ, VNC  ","","JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZMA","2","Modified","Route String Area"
"CLT","CLT KRITR6 FILDS ILLSA Q69 RICCS JST NABOR SYR","SYR","","H","","","","","1","ZTL","ZBW","1","Modified","Route String Area Aircraft"
"CLT","CLT KRITR7 FILDS ILLSA Q69 RICCS JST NABOR SYR","SYR","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZBW","2","Modified","Route String Area Aircraft"
"CLT","CLT BARMY5 RDU NOWAE Q87 GEARS SWNGR JAIKE4 TEB","TEB","1100-0300","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO 47N,CDW,LDJ,MMU,SMQ,TEB","","","","1","ZTL","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT BARMY6 RDU NOWAE Q87 GEARS SWNGR JAIKE4 TEB","TEB","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ TO 47N,CDW,LDJ,MMU,SMQ,TEB ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZTL","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"CLT","CLT BEAVY6 JENDO MAVRC TEUFL BAAMF DADES2 TPA","TPA","","H","","","","","2","ZTL","ZMA","1","Modified","Route String Area Aircraft"
"CLT","CLT BEAVY7 JENDO MAVRC TEUFL BAAMF DADES2 TPA","TPA","","H","FROM AKH,CLT,EQY,IPJ,JQF,LKR,RUQ,UZA,VUJ;TO CLW,MCF,PIE,TPA,TPF,SPG,VDF ","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","2","ZTL","ZMA","2","Modified","Route String Area Aircraft"
"CMA","CMA VTU054 TOAKS BUR","BUR","","TEC","OXR CMA TO BUR","JMPQ50","","","1","ZLA","ZLA","1","Modified","Route String"
"CMA","CMA VTU GINNA BUR","BUR","","TEC","OXR CMA TO BUR","JMPQ50","","","1","ZLA","ZLA","2","Modified","Route String"
"CMA","CMA VTU VTU044013 GINNA V326 VNY V186 PDZ PDZ092015 JESEX TIQMU F70","F70","","TEC","OXR CMA TO F70","PQ50","","","1","ZLA","ZLA","1","Modified","Route String"
"CMA","CMA VTU GINNA V326 VNY V186 PDZ JESEX TIQMU F70","F70","","TEC","OXR CMA TO F70","PQ50","","","1","ZLA","ZLA","2","Modified","Route String"
"CMA","CMA VTU V25 RZS CALLI IZA","IZA","","TEC","OXR CMA TO IZA","JMPQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"CMA","CMA VTU V25 RZS CALLI IZA","IZA","","TEC","OXR CMA TO IZA","JMPQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"CMA","CMA VTU V27 GVO LPC","LPC","","TEC","OXR CMA TO LPC","JMPQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"CMA","CMA VTU V27 GVO LPC","LPC","","TEC","OXR CMA TO LPC","JMPQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"CMA","CMA VTU GINNA V326 VNY V186 ROBNN V208 JLI RNM","RNM","","TEC","OXR CMA TO RNM","PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"CMA","CMA VTU GINNA V326 VNY V186 ROBNN V208 JLI RNM","RNM","","TEC","OXR CMA TO RNM","PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"CMA","CMA VTU GINNA V326 VNY V186 ROBNN V208 JLI RNM","RNM","","TEC","OXR CMA TO RNM (LAX E)","PQ70","","","2","ZLA","ZLA","1","Modified","Altitude"
"CMA","CMA VTU GINNA V326 VNY V186 ROBNN V208 JLI RNM","RNM","","TEC","OXR CMA TO RNM (LAX E)","PQ90","","","2","ZLA","ZLA","2","Modified","Altitude"
"CMA","CMA VTU V208 SXC V27 REDIN V165 SARGS SAN","SAN","","TEC","OXR CMA TO SAN (SANE)","J110M90","","","5","ZLA","ZLA","1","Modified","Area"
"CMA","CMA VTU V208 SXC V27 REDIN V165 SARGS SAN","SAN","","TEC","OXR CMA TO SAN (SAN E)","J110M90","","","5","ZLA","ZLA","2","Modified","Area"
"CMA","CMA KWANG SBA","SBA","","TEC","OXR CMA TO SBA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Altitude"
"CMA","CMA KWANG SBA","SBA","","TEC","OXR CMA TO SBA","JMPQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"CMA","CMA CMA CMA072 GINNA VNY","VNY","","TEC","OXR CMA TO WHP VNY","JMPQ50","","","1","ZLA","ZLA","1","Modified","Route String"
"CMA","CMA CMA GINNA VNY","VNY","","TEC","OXR CMA TO WHP VNY","JMPQ50","","","1","ZLA","ZLA","2","Modified","Route String"
"CMA","CMA CMA CMA072 GINNA WHP","WHP","","TEC","OXR CMA TO WHP VNY","JMPQ50","","","1","ZLA","ZLA","1","Modified","Route String"
"CMA","CMA CMA GINNA WHP","WHP","","TEC","OXR CMA TO WHP VNY","JMPQ50","","","1","ZLA","ZLA","2","Modified","Route String"
"CNO","CNO PDZ PDZ270013 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","1","Modified","Route String"
"CNO","CNO PDZ V388 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","2","Modified","Route String"
"CNO","CNO PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ V388 DOWDD LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","1","Modified","Route String Area"
"CNO","CNO PDZ V388 DOWDD FUELR LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","2","Modified","Route String Area"
"CNO","CNO PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"CNO","CNO PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"CNO","CNO PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"CNO","CNO PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"CNO","CNO PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"CNO","CNO PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110 PQ090","","","1","ZLA","","1","Modified","Altitude"
"CNO","CNO PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110PQ90","","","1","ZLA","","2","Modified","Altitude"
"CNO","CNO PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"CNO","CNO PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"CYUL","CYUL FAWNS BUGSY PONCT BIZEX Q75 GVE AIROW CHSLY6 CLT","CLT","","H","","","","","1","","ZTL","1","Modified","Route String"
"CYUL","CYUL FAWNS BUGSY PONCT BIZEX Q75 GVE AIROW CHSLY7 CLT","CLT","","H","","","","","1","","ZTL","2","Modified","Route String"
"DAB","DAB ROYES CRG VIYAP CHECR STOCR4 CLT","CLT","","H","","","","","2","ZJX","ZTL","1","Modified","Route String"
"DAB","DAB ROYES CRG VIYAP CHECR STOCR5 CLT","CLT","","H","","","","","2","ZJX","ZTL","2","Modified","Route String"
"DAL","DAL LNDRE5 LOOSE Q34 SITTR CJAAE RAVNN8 BWI","BWI","","H","","","PART 121 & 129 ONLY","","1","ZFW","ZDC","1","Modified","Route String Area Aircraft"
"DAL","DAL LNDRE5 LOOSE Q34 SITTR CJAAE RAVNN9 BWI","BWI","","H","TO BWI, MTN","","PT 121&129 JETS ONLY:RNAV 1-DME/DME/IRU OR GPS RQD","","1","ZFW","ZDC","2","Modified","Route String Area Aircraft"
"DCA","DCA SOOKI6 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV BTV","BTV","","H","","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS","","2","ZDC","ZBW","1","Modified","Route String"
"DCA","DCA SOOKI6 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV","BTV","","H","","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS","","2","ZDC","ZBW","2","Modified","Route String"
"DCA","DCA KRANT V265 EMI V457 LRP T295 LAAYK T291 DANZI LAGGS BTV BTV","BTV","","L","","","","","1","ZDC","ZBW","1","Modified","Route String"
"DCA","DCA KRANT V265 EMI V457 LRP T295 LAAYK T291 DANZI LAGGS BTV","BTV","","L","","","","","1","ZDC","ZBW","2","Modified","Route String"
"DCA","DCA SCRAM6 GLANC AIROW CHSLY6 CLT","CLT","","H","","","","","1","ZDC","ZTL","1","Modified","Route String"
"DCA","DCA SCRAM6 GLANC AIROW CHSLY7 CLT","CLT","","H","","","","","1","ZDC","ZTL","2","Modified","Route String"
"DCA","DCA DOCTR5 AGARD MAEVE Q439 SARDI RICED RICED4 DXR","DXR","","H","TO DXR, HPN","","","","1","ZDC","ZNY","1","Modified","Route String Aircraft"
"DCA","DCA DOCTR5 AGARD DONIL MAEVE EEGOR1 DXR","DXR","","H","TO DXR, HPN","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZNY","2","Modified","Route String Aircraft"
"DCA","DCA DOCTR5 AGARD T287 WNSTN T320 RICED RICED4 HPN","HPN","1100-0300","L","","90-170","TURBOJETS","","2","ZDC","ZNY","1","Modified","Route String Hours1 Area Aircraft"
"DCA","DCA DOCTR5 AGARD T287 WNSTN T320 BRIGS EEGOR1 HPN","HPN","","L","TO DXR, HPN","90-170","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","2","ZDC","ZNY","2","Modified","Route String Hours1 Area Aircraft"
"DCA","DCA REBLL5 OTTTO FAIRR JBIZZ BRROW GAVNN LUK","LUK","","H","","","","","1","ZDC","ZID","1","Modified","Route String Area Aircraft"
"DCA","DCA REBLL5 OTTTO COLNS GAVNN8 LUK","LUK","","H","TO CVG, HAO, LUK I69 ","","JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZID","2","Modified","Route String Area Aircraft"
"DCA","DCA CLTCH3 MAULS Q40 NIOLA MERDN TRSSH1 MSY","MSY","1100-0300","H","TO MSY,NEW,NBG","","TURBOJETS","","1","ZDC","ZHU","1","Modified","Route String Hours1 Aircraft"
"DCA","DCA CLTCH3 MAULS Q40 NIOLA MERDN TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZHU","2","Modified","Route String Hours1 Aircraft"
"DFW","DFW TRYTN4 LOOSE Q34 SITTR CJAAE RAVNN8 BWI","BWI","","H","","","PART 121 & 129 ONLY","","2","ZFW","ZDC","1","Modified","Route String Area Aircraft"
"DFW","DFW TRYTN4 LOOSE Q34 SITTR CJAAE RAVNN9 BWI","BWI","","H","TO BWI, MTN","","PT 121&129 JETS ONLY:RNAV 1-DME/DME/IRU OR GPS RQD","","2","ZFW","ZDC","2","Modified","Route String Area Aircraft"
"DFW","DFW FORCK3 FORCK IZAAC Q30 VLKNN THRSR BESTT JONZE5 CLT","CLT","","H","","","","","2","ZFW","ZTL","1","Modified","Route String"
"DFW","DFW FORCK3 FORCK IZAAC Q30 VLKNN THRSR BESTT JONZE6 CLT","CLT","","H","","","","","2","ZFW","ZTL","2","Modified","Route String"
"DFW","DFW ARDIA7 ELLVR NNEAL KIDDZ5 HOU","HOU","","H","FROM DALLAS/FORT WORTH METRO","","RNAV TURBOJET","","4","ZFW","ZHU","1","Modified","Route String Area Aircraft"
"DFW","DFW ARDIA7 ELLVR KIDDZ5 HOU","HOU","","H","TO KHOU, KEFD, KGLS, KLBX","","JETS ONLY - RNAV 1 - DME/DME/IRU OR GPS","","4","ZFW","ZHU","2","Modified","Route String Area Aircraft"
"DOVEY","DOVEY ACK Q430 COPES Q75 GVE AIROW CHSLY6 CLT","CLT","","NAR","","","","WESTBOUND","1","ZNY","ZTL","1","Modified","Route String"
"DOVEY","DOVEY ACK Q430 COPES Q75 GVE AIROW CHSLY7 CLT","CLT","","NAR","","","","WESTBOUND","1","ZNY","ZTL","2","Modified","Route String"
"DOVEY","DOVEY ACK Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","NAR","","","","WESTBOUND","1","ZNY","ZHU","1","Modified","Route String"
"DOVEY","DOVEY ACK Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","NAR","","","","WESTBOUND","1","ZNY","ZHU","2","Modified","Route String"
"DTW","DTW HHOWE4 LNCON JHW LAGGS BTV BTV","BTV","","H","FROM DETROIT METRO(DTW,DET,YQG,PTK,YIP,ARB)","","RNAV ONLY","","1","ZOB","ZBW","1","Modified","Route String Area Aircraft"
"DTW","DTW HHOWE4 LNCON JHW LAGGS BTV","BTV","","H","FROM DTW, DET, YQG, PTK, YIP, ARB","","RNAV 1 - DME/DME/IRU OR GPS.","","1","ZOB","ZBW","2","Modified","Route String Area Aircraft"
"DTW","DTW CLVIN3 STAZE FLM TAFTT PARQR4 CLT","CLT","","H","FROM DETROIT METRO(DTW,DET,YQG,PTK,YIP,ARB)","","RNAV ONLY","","1","ZOB","ZTL","1","Modified","Route String"
"DTW","DTW CLVIN3 STAZE FLM TAFTT PARQR5 CLT","CLT","","H","FROM DETROIT METRO(DTW,DET,YQG,PTK,YIP,ARB)","","RNAV ONLY","","1","ZOB","ZTL","2","Modified","Route String"
"DTW","DTW BARII3 SINKR IIU Q139 HITMN MERDN TRSSH1 MSY","MSY","","H","FROM DETROIT METRO(DTW,DET,YQG,PTK,YIP,ARB) TO MSY,NEW,NBG","","RNAV ONLY","","1","ZOB","ZHU","1","Modified","Route String Area Aircraft"
"DTW","DTW BARII3 SINKR IIU Q139 HITMN MERDN TRSSH2 MSY","MSY","","H","FROM ARB, DET, DTW PTK, YIP, YQG:  TO MSY,NEW,NBG ","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZOB","ZHU","2","Modified","Route String Area Aircraft"
"EBONY","EBONY KAYCC KYLOH NELIE Q75 GVE AIROW CHSLY6 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","1","Modified","Route String"
"EBONY","EBONY KAYCC KYLOH NELIE Q75 GVE AIROW CHSLY7 CLT","CLT","","NAR","","","","WESTBOUND","1","ZBW","ZTL","2","Modified","Route String"
"EBONY","EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","1","Modified","Route String"
"EBONY","EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","NAR","","","","WESTBOUND","1","ZBW","ZHU","2","Modified","Route String"
"EMT","EMT PDZ PDZ270013 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","1","Modified","Route String"
"EMT","EMT PDZ V388 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","2","Modified","Route String"
"EMT","EMT PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","1","Modified","Area"
