"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","CHARTING_TYPE_DESC","File","Action","Mods"
"2026/05/14","SPOOL","K5","OH","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","SPRET","PA","AK","US","MILITARY IAP","2","Added",""
"2026/05/14","SPRGE","K7","FL","US","SPECIAL IAP","2","Added",""
"2026/05/14","SRACK","K3","ND","US","IAP","2","Added",""
"2026/05/14","STGER","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","STORZ","K1","MT","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","STORZ","K1","MT","US","ENROUTE HIGH","2","Added",""
"2026/05/14","STUNK","K5","OH","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","STUNK","K5","OH","US","ENROUTE HIGH","2","Added",""
"2026/05/14","STYXX","K4","OK","US","IAP","2","Added",""
"2026/05/14","SUBLE","K3","ND","US","IAP","2","Added",""
"2026/05/14","SUSII","K3","ND","US","IAP","2","Added",""
"2026/05/14","TABLL","K2","UT","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","TAGRE","K3","SD","US","IAP","2","Added",""
"2026/05/14","TBONE","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","TEAGY","K6","MD","US","CONTROLLER LOW","2","Added",""
"2026/05/14","TEAGY","K6","MD","US","ENROUTE LOW","2","Added",""
"2026/05/14","TEAGY","K6","MD","US","STAR","2","Added",""
"2026/05/14","TEGDE","PA","AK","US","CONTROLLER LOW","2","Added",""
"2026/05/14","TEGDE","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","THROO","K4","LA","US","STAR","2","Added",""
"2026/05/14","TIKOE","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","TOMPS","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","TOWTH","K4","LA","US","STAR","2","Added",""
"2026/05/14","TRASY","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","TRASY","K1","WY","US","IAP","2","Added",""
"2026/05/14","TUZCO","K3","SD","US","CONTROLLER LOW","2","Added",""
"2026/05/14","UKATS","K5","OH","US","CONTROLLER LOW","2","Added",""
"2026/05/14","UKATS","K5","OH","US","ENROUTE LOW","2","Added",""
"2026/05/14","UKATS","K5","OH","US","SID","2","Added",""
"2026/05/14","UNIZY","K3","ND","US","CONTROLLER LOW","2","Added",""
"2026/05/14","USSEL","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","USSEL","K1","WY","US","IAP","2","Added",""
"2026/05/14","UTPOW","K6","PA","US","SPECIAL IAP","2","Added",""
"2026/05/14","UYOGI","K3","NE","US","CONTROLLER LOW","2","Added",""
"2026/05/14","UYUPE","K4","OK","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","UYUPE","K4","OK","US","CONTROLLER LOW","2","Added",""
"2026/05/14","UYUPE","K4","OK","US","ENROUTE HIGH","2","Added",""
"2026/05/14","UYUPE","K4","OK","US","ENROUTE LOW","2","Added",""
"2026/05/14","VAPOR","K4","OK","US","IAP","2","Added",""
"2026/05/14","VEDTI","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","VEDTI","K1","WY","US","IAP","2","Added",""
"2026/05/14","VERSI","K6","WV","US","CONTROLLER LOW","2","Added",""
"2026/05/14","VOHVU","K3","MO","US","IAP","2","Added",""
"2026/05/14","VPMBL","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VPMCC","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VPMMS","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VPMPS","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VPMSL","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","VPMWH","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","WABGO","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","WAGPO","K4","LA","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WARNE","K2","CA","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WASBI","K2","NM","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WEGET","K2","UT","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WETIX","K4","OK","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WEXUM","K6","MD","US","STAR","2","Added",""
"2026/05/14","WGNER","K5","IN","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","WGNER","K5","IN","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WIDBA","K6","PA","US","SPECIAL IAP","2","Added",""
"2026/05/14","WIMSO","K5","MI","US","SPECIAL IAP","2","Added",""
"2026/05/14","WIRSA","K3","MN","US","MILITARY IAP","2","Added",""
"2026/05/14","WODIM","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","WODIM","K1","WY","US","IAP","2","Added",""
"2026/05/14","WOTON","PA","AK","US","MILITARY IAP","2","Added",""
"2026/05/14","WURTZ","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","WUSIP","K5","KY","US","MILITARY IAP","2","Added",""
"2026/05/14","XPLRR","PA","AK","US","NOT REQUIRED","2","Added",""
"2026/05/14","YENUG","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","YILUS","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","YUTAN","K3","NE","US","CONTROLLER LOW","2","Added",""
"2026/05/14","ZAKEP","K4","TX","US","NOT REQUIRED","2","Added",""
"2026/05/14","ZANUP","PH","HI","US","IAP","2","Added",""
"2026/05/14","ZATEN","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","ZATEN","K1","WY","US","IAP","2","Added",""
"2026/05/14","ZENSA","PA","AK","US","SPECIAL IAP","2","Added",""
"2026/05/14","ZIMMM","K6","DC","US","IAP","2","Added",""
"2026/05/14","ZITOB","K5","IN","US","IAP","2","Added",""
"2026/05/14","ZOKUN","PH","HI","US","IAP","2","Added",""
"2026/05/14","ZUDNO","PA","AK","US","CONTROLLER HIGH","2","Added",""
"2026/05/14","ZUDNO","PA","AK","US","CONTROLLER LOW","2","Added",""
"2026/05/14","ZULEW","K4","LA","US","STAR","2","Added",""
"2026/05/14","ZUMOV","K6","PA","US","SPECIAL IAP","2","Added",""
"2026/05/14","ZURNA","K1","WY","US","CONTROLLER LOW","2","Added",""
"2026/05/14","ZURNA","K1","WY","US","SID","2","Added",""
"2026/05/14","ZUTOR","PA","AK","US","SPECIAL IAP","2","Added",""
