"EFF_DATE","DP_NAME","ARTCC","DP_COMPUTER_CODE","BODY_NAME","BODY_SEQ","ARPT_ID","RWY_END_ID","File","Action","Mods"
"2026/05/14","SACAT","ZAB","SACAT4.SACAT","SACAT","1","FFZ","04R","2","Added",""
"2026/05/14","SAN FRANCISCO","ZOA","SFO5.SFO","NORMM","1","SFO","28L","2","Added",""
"2026/05/14","SAN FRANCISCO","ZOA","SFO5.SFO","NORMM","1","SFO","28R","2","Added",""
"2026/05/14","TRTON","ZLA","TRTON3.TRTON","TRTON-DARRK","1","LAX","06L","2","Added",""
"2026/05/14","TRTON","ZLA","TRTON3.TRTON","TRTON-DARRK","1","LAX","06R","2","Added",""
"2026/05/14","TRTON","ZLA","TRTON3.TRTON","TRTON-DARRK","1","LAX","07L","2","Added",""
"2026/05/14","TRTON","ZLA","TRTON3.TRTON","TRTON-DARRK","1","LAX","07R","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","AKH","03","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","AKH","21","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","01L","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","18C","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","18L","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","19R","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","36C","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","CLT","36R","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","EQY","ALL","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","IPJ","05","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","IPJ","23","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","JQF","02","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","JQF","20","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","LKR","ALL","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","RUQ","02","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","RUQ","20","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","UZA","ALL","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","VUJ","04R","2","Added",""
"2026/05/14","WEAZL","ZTL","WEAZL6.WEAZL","WHFRD-WEAZL","1","VUJ","22L","2","Added",""
