procedureKey,procedureType,bodyPathKey,transitionPathKey,bodyStartPointKey,bodyEndPointKey,transitionStartPointKey,transitionEndPointKey,joinPointKey,joinStatus
PROCEDURE:STAR:BAYYY.BAYYY5,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.BAYYY5:BODY:BAYYY-EMARR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.BAYYY5:TRANSITION:SHLLL_TRANSITION:1:SHLLL.BAYYY5,POINT:FIX:BAYYY:K4,POINT:FIX:EMARR:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:KCEEE_TRANSITION:1:KCEEE.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:KELPP_TRANSITION:1:KELPP.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:PEGLG_TRANSITION:1:PEGLG.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SEAGL_TRANSITION:1:SEAGL.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SEMMES_TRANSITION:1:SJI.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-JCNTO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SHLLL_TRANSITION:1:SHLLL.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:JCNTO:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:KCEEE_TRANSITION:1:KCEEE.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:KELPP_TRANSITION:1:KELPP.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:PEGLG_TRANSITION:1:PEGLG.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SEAGL_TRANSITION:1:SEAGL.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SEMMES_TRANSITION:1:SJI.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.PUCKS4,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:BODY:BAYYY-MMOOW:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.PUCKS4:TRANSITION:SHLLL_TRANSITION:1:SHLLL.PUCKS4,POINT:FIX:BAYYY:K4,POINT:FIX:MMOOW:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KCEEE_TRANSITION:1:KCEEE.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KELPP_TRANSITION:1:KELPP.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:LEEVILLE_TRANSITION:1:LEV.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:PEGLG_TRANSITION:1:PEGLG.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEAGL_TRANSITION:1:SEAGL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEMMES_TRANSITION:1:SJI.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-DOMNO:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SHLLL_TRANSITION:1:SHLLL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:DOMNO:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KCEEE_TRANSITION:1:KCEEE.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KELPP_TRANSITION:1:KELPP.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:LEEVILLE_TRANSITION:1:LEV.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:PEGLG_TRANSITION:1:PEGLG.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEAGL_TRANSITION:1:SEAGL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEMMES_TRANSITION:1:SJI.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-GARRR:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SHLLL_TRANSITION:1:SHLLL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:GARRR:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KCEEE_TRANSITION:1:KCEEE.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KELPP_TRANSITION:1:KELPP.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:LEEVILLE_TRANSITION:1:LEV.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:PEGLG_TRANSITION:1:PEGLG.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEAGL_TRANSITION:1:SEAGL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEMMES_TRANSITION:1:SJI.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-HOWLN:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SHLLL_TRANSITION:1:SHLLL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:HOWLN:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KCEEE_TRANSITION:1:KCEEE.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:FIX:KCEEE:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:KELPP_TRANSITION:1:KELPP.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:FIX:KELPP:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:LEEVILLE_TRANSITION:1:LEV.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:PEGLG_TRANSITION:1:PEGLG.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:FIX:PEGLG:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEAGL_TRANSITION:1:SEAGL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:FIX:SEAGL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SEMMES_TRANSITION:1:SJI.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:NAVAID:SJI:VORTAC:US:AL:MOBILE,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAYYY.SOULL1,STAR,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:BODY:BAYYY-RDFSH:1:,PROC_PATH:PROCEDURE:STAR:BAYYY.SOULL1:TRANSITION:SHLLL_TRANSITION:1:SHLLL.SOULL1,POINT:FIX:BAYYY:K4,POINT:FIX:RDFSH:K4,POINT:FIX:SHLLL:K,POINT:FIX:BAYYY:K4,POINT:FIX:BAYYY:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:BGOHH_TRANSITION:1:BGOHH.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:BGOHH:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:ELLVR_TRANSITION:1:ELLVR.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:ELLVR:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:HOMRN_TRANSITION:1:HOMRN.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:HOMRN:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:ILEXY_TRANSITION:1:ILEXY.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:ILEXY:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:MUFNN_TRANSITION:1:MUFNN.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:MUFNN:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-MTRSS:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:STYCK_TRANSITION:1:STYCK.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:MTRSS:K4,POINT:FIX:STYCK:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:BGOHH_TRANSITION:1:BGOHH.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:BGOHH:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:ELLVR_TRANSITION:1:ELLVR.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:ELLVR:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:HOMRN_TRANSITION:1:HOMRN.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:HOMRN:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:ILEXY_TRANSITION:1:ILEXY.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:ILEXY:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:MUFNN_TRANSITION:1:MUFNN.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:MUFNN:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BAZBL.BAZBL1,STAR,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:BODY:BAZBL-SKLER:1:,PROC_PATH:PROCEDURE:STAR:BAZBL.BAZBL1:TRANSITION:STYCK_TRANSITION:1:STYCK.BAZBL1,POINT:FIX:BAZBL:K4,POINT:FIX:SKLER:K4,POINT:FIX:STYCK:K4,POINT:FIX:BAZBL:K4,POINT:FIX:BAZBL:K4,matched
PROCEDURE:STAR:BEAHR.BEAHR3,STAR,PROC_PATH:PROCEDURE:STAR:BEAHR.BEAHR3:BODY:UUTEP-BEAHR:1:,PROC_PATH:PROCEDURE:STAR:BEAHR.BEAHR3:TRANSITION:TXSAS_TRANSITION:1:TXSAS.BEAHR3,POINT:FIX:UUTEP:K4,POINT:FIX:BEAHR:K4,POINT:FIX:TXSAS:K4,POINT:FIX:UUTEP:K4,POINT:FIX:UUTEP:K4,matched
PROCEDURE:STAR:BEANO.BEANO3,STAR,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:BODY:BEANO-MAELO:1:,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:TRANSITION:ELMUC_TRANSITION:1:ELMUC.BEANO3,POINT:FIX:BEANO:TJ,POINT:FIX:MAELO:TJ,POINT:FIX:ELMUC:K,POINT:FIX:BEANO:TJ,POINT:FIX:BEANO:TJ,matched
PROCEDURE:STAR:BEANO.BEANO3,STAR,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:BODY:BEANO-MAELO:1:,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:TRANSITION:HARDE_TRANSITION:1:HARDE.BEANO3,POINT:FIX:BEANO:TJ,POINT:FIX:MAELO:TJ,POINT:FIX:HARDE:TJ,POINT:FIX:BEANO:TJ,POINT:FIX:BEANO:TJ,matched
PROCEDURE:STAR:BEANO.BEANO3,STAR,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:BODY:BEANO-MAELO:1:,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:TRANSITION:KATOK_TRANSITION:1:KATOK.BEANO3,POINT:FIX:BEANO:TJ,POINT:FIX:MAELO:TJ,POINT:FIX:KATOK:TJ,POINT:FIX:BEANO:TJ,POINT:FIX:BEANO:TJ,matched
PROCEDURE:STAR:BEANO.BEANO3,STAR,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:BODY:BEANO-TNNER:1:,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:TRANSITION:ELMUC_TRANSITION:1:ELMUC.BEANO3,POINT:FIX:BEANO:TJ,POINT:FIX:TNNER:TJ,POINT:FIX:ELMUC:K,POINT:FIX:BEANO:TJ,POINT:FIX:BEANO:TJ,matched
PROCEDURE:STAR:BEANO.BEANO3,STAR,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:BODY:BEANO-TNNER:1:,PROC_PATH:PROCEDURE:STAR:BEANO.BEANO3:TRANSITION:HARDE_TRANSITION:1:HARDE.BEANO3,POINT:FIX:BEANO:TJ,POINT:FIX:TNNER:TJ,POINT:FIX:HARDE:TJ,POINT:FIX:BEANO:TJ,POINT:FIX:BEANO:TJ,matched
