procedureKey,procedureType,bodyPathKey,transitionPathKey,bodyStartPointKey,bodyEndPointKey,transitionStartPointKey,transitionEndPointKey,joinPointKey,joinStatus
PROCEDURE:DP:ACONY3.ACONY,DP,PROC_PATH:PROCEDURE:DP:ACONY3.ACONY:BODY:ACONY-PALDE:1:,PROC_PATH:PROCEDURE:DP:ACONY3.ACONY:TRANSITION:SAPPO_TRANSITION:1:ACONY3.SAPPO,POINT:FIX:ACONY:K,POINT:FIX:PALDE:K,POINT:FIX:PALDE:K,POINT:FIX:SAPPO:K,POINT:FIX:PALDE:K,matched
PROCEDURE:DP:ADELL8.ADELL,DP,PROC_PATH:PROCEDURE:DP:ADELL8.ADELL:BODY:ACITO-ADELL:1:,PROC_PATH:PROCEDURE:DP:ADELL8.ADELL:TRANSITION:AKMIE_TRANSITION:1:ADELL8.AKMIE,POINT:FIX:ACITO:K5,POINT:FIX:ADELL:K5,POINT:FIX:ADELL:K5,POINT:FIX:AKMIE:K5,POINT:FIX:ADELL:K5,matched
PROCEDURE:DP:ADELL8.ADELL,DP,PROC_PATH:PROCEDURE:DP:ADELL8.ADELL:BODY:ACITO-ADELL:1:,PROC_PATH:PROCEDURE:DP:ADELL8.ADELL:TRANSITION:ARLYN_TRANSITION:1:ADELL8.ARLYN,POINT:FIX:ACITO:K5,POINT:FIX:ADELL:K5,POINT:FIX:ADELL:K5,POINT:FIX:ARLYN:K5,POINT:FIX:ADELL:K5,matched
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ABQ-ADYOS:1:,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:TRANSITION:GALLUP_TRANSITION:1:ADYOS3.GUP,POINT:NAVAID:ABQ:VORTAC:US:NM:ALBUQUERQUE,POINT:FIX:ADYOS:K2,POINT:FIX:ADYOS:K2,POINT:NAVAID:GUP:VORTAC:US:NM:GALLUP,POINT:FIX:ADYOS:K2,matched
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ABQ-ADYOS:1:,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:TRANSITION:ZUNI_TRANSITION:1:ADYOS3.ZUN,POINT:NAVAID:ABQ:VORTAC:US:NM:ALBUQUERQUE,POINT:FIX:ADYOS:K2,POINT:FIX:ADYOS:K2,POINT:NAVAID:ZUN:VORTAC:US:NM:ZUNI_PUEBLO,POINT:FIX:ADYOS:K2,matched
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ASTAH-ADYOS:1:,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:TRANSITION:GALLUP_TRANSITION:1:ADYOS3.GUP,POINT:FIX:ASTAH:K2,POINT:FIX:ADYOS:K2,POINT:FIX:ADYOS:K2,POINT:NAVAID:GUP:VORTAC:US:NM:GALLUP,POINT:FIX:ADYOS:K2,matched
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ASTAH-ADYOS:1:,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:TRANSITION:ZUNI_TRANSITION:1:ADYOS3.ZUN,POINT:FIX:ASTAH:K2,POINT:FIX:ADYOS:K2,POINT:FIX:ADYOS:K2,POINT:NAVAID:ZUN:VORTAC:US:NM:ZUNI_PUEBLO,POINT:FIX:ADYOS:K2,matched
PROCEDURE:DP:AEROZ2.AEROZ,DP,PROC_PATH:PROCEDURE:DP:AEROZ2.AEROZ:BODY:AMUSE-AEROZ:1:,PROC_PATH:PROCEDURE:DP:AEROZ2.AEROZ:TRANSITION:SAN_ANGELO_TRANSITION:1:AEROZ2.SJT,POINT:FIX:AMUSE:K4,POINT:FIX:AEROZ:K4,POINT:FIX:AEROZ:K4,POINT:NAVAID:SJT:VORTAC:US:TX:SAN_ANGELO,POINT:FIX:AEROZ:K4,matched
PROCEDURE:DP:AEX3.AEX,DP,PROC_PATH:PROCEDURE:DP:AEX3.AEX:BODY:RAECN-AEX:1:,PROC_PATH:PROCEDURE:DP:AEX3.AEX:TRANSITION:CRESTVIEW_TRANSITION:1:AEX3.CEW,POINT:FIX:RAECN:K4,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,POINT:NAVAID:CEW:VORTAC:US:FL:CRESTVIEW,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,matched
PROCEDURE:DP:AEX3.AEX,DP,PROC_PATH:PROCEDURE:DP:AEX3.AEX:BODY:RAECN-AEX:1:,PROC_PATH:PROCEDURE:DP:AEX3.AEX:TRANSITION:MCCOMB_TRANSITION:1:AEX3.MCB,POINT:FIX:RAECN:K4,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,POINT:NAVAID:MCB:VORTAC:US:MS:MC_COMB,POINT:NAVAID:AEX:VORTAC:US:LA:ALEXANDRIA,matched
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:DREDS-AGERS:1:,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:TRANSITION:DUCEN_TRANSITION:1:AGERS1.DUCEN,POINT:FIX:DREDS:K7,POINT:FIX:AGERS:K7,POINT:FIX:AGERS:K7,POINT:FIX:DUCEN:K7,POINT:FIX:AGERS:K7,matched
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:DREDS-AGERS:1:,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:TRANSITION:HURGI_TRANSITION:1:AGERS1.HURGI,POINT:FIX:DREDS:K7,POINT:FIX:AGERS:K7,POINT:FIX:AGERS:K7,POINT:FIX:HURGI:K7,POINT:FIX:AGERS:K7,matched
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:LLBOW-AGERS:1:,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:TRANSITION:DUCEN_TRANSITION:1:AGERS1.DUCEN,POINT:FIX:LLBOW:K7,POINT:FIX:AGERS:K7,POINT:FIX:AGERS:K7,POINT:FIX:DUCEN:K7,POINT:FIX:AGERS:K7,matched
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:LLBOW-AGERS:1:,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:TRANSITION:HURGI_TRANSITION:1:AGERS1.HURGI,POINT:FIX:LLBOW:K7,POINT:FIX:AGERS:K7,POINT:FIX:AGERS:K7,POINT:FIX:HURGI:K7,POINT:FIX:AGERS:K7,matched
PROCEDURE:DP:AHEHU3.AHEHU,DP,PROC_PATH:PROCEDURE:DP:AHEHU3.AHEHU:BODY:OMIXE-AHEHU:1:,PROC_PATH:PROCEDURE:DP:AHEHU3.AHEHU:TRANSITION:FANID_TRANSITION:1:AHEHU3.FANID,POINT:FIX:OMIXE:K1,POINT:FIX:AHEHU:K1,POINT:FIX:AHEHU:K1,POINT:FIX:FANID:K1,POINT:FIX:AHEHU:K1,matched
PROCEDURE:DP:AHEHU3.AHEHU,DP,PROC_PATH:PROCEDURE:DP:AHEHU3.AHEHU:BODY:OMIXE-AHEHU:1:,PROC_PATH:PROCEDURE:DP:AHEHU3.AHEHU:TRANSITION:FIPFE_TRANSITION:1:AHEHU3.FIPFE,POINT:FIX:OMIXE:K1,POINT:FIX:AHEHU:K1,POINT:FIX:AHEHU:K1,POINT:FIX:FIPFE:K1,POINT:FIX:AHEHU:K1,matched
PROCEDURE:DP:AHMET5.KKIDS,DP,PROC_PATH:PROCEDURE:DP:AHMET5.KKIDS:BODY:AHMET-KKIDS:1:,PROC_PATH:PROCEDURE:DP:AHMET5.KKIDS:TRANSITION:ELLWOOD_CITY_TRANSITION:1:AHMET5.EWC,POINT:FIX:AHMET:K5,POINT:FIX:KKIDS:K5,POINT:FIX:KKIDS:K5,POINT:NAVAID:EWC:VOR/DME:US:PA:ELLWOOD_CITY,POINT:FIX:KKIDS:K5,matched
PROCEDURE:DP:AHMET5.KKIDS,DP,PROC_PATH:PROCEDURE:DP:AHMET5.KKIDS:BODY:AHMET-KKIDS:1:,PROC_PATH:PROCEDURE:DP:AHMET5.KKIDS:TRANSITION:NUSMM_TRANSITION:1:AHMET5.NUSMM,POINT:FIX:AHMET:K5,POINT:FIX:KKIDS:K5,POINT:FIX:KKIDS:K5,POINT:FIX:NUSMM:K5,POINT:FIX:KKIDS:K5,matched
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:AKUNA:1:,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:TRANSITION:MCALESTER_TRANSITION:1:AKUNA9.MLC,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:NAVAID:MLC:TACAN:US:OK:MC_ALESTER,POINT:FIX:AKUNA:K4,matched
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:BPARK-AKUNA:1:,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:TRANSITION:MCALESTER_TRANSITION:1:AKUNA9.MLC,POINT:FIX:BPARK:K4,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:NAVAID:MLC:TACAN:US:OK:MC_ALESTER,POINT:FIX:AKUNA:K4,matched
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:CUZEN-AKUNA:1:,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:TRANSITION:MCALESTER_TRANSITION:1:AKUNA9.MLC,POINT:FIX:CUZEN:K4,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:NAVAID:MLC:TACAN:US:OK:MC_ALESTER,POINT:FIX:AKUNA:K4,matched
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:HAZKL-AKUNA:1:,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:TRANSITION:MCALESTER_TRANSITION:1:AKUNA9.MLC,POINT:FIX:HAZKL:K4,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:NAVAID:MLC:TACAN:US:OK:MC_ALESTER,POINT:FIX:AKUNA:K4,matched
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:SPERA-AKUNA:1:,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:TRANSITION:MCALESTER_TRANSITION:1:AKUNA9.MLC,POINT:FIX:SPERA:K4,POINT:FIX:AKUNA:K4,POINT:FIX:AKUNA:K4,POINT:NAVAID:MLC:TACAN:US:OK:MC_ALESTER,POINT:FIX:AKUNA:K4,matched
PROCEDURE:DP:ALAMO5.ALAMO,DP,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:BODY:SAT:1:,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:TRANSITION:GOBBY_TRANSITION:1:ALAMO5.GOBBY,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:FIX:GOBBY:K4,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,matched
PROCEDURE:DP:ALAMO5.ALAMO,DP,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:BODY:SAT:1:,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:TRANSITION:GOOCH_SPRINGS_TRANSITION:1:ALAMO5.AGJ,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:AGJ:VORTAC:US:TX:LAMPASAS,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,matched
PROCEDURE:DP:ALAMO5.ALAMO,DP,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:BODY:SAT:1:,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:TRANSITION:HENLY_TRANSITION:1:ALAMO5.HENLY,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:FIX:HENLY:K4,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,matched
PROCEDURE:DP:ALAMO5.ALAMO,DP,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:BODY:SAT:1:,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:TRANSITION:JUMBO_TRANSITION:1:ALAMO5.JUMBO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:FIX:JUMBO:K4,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,matched
PROCEDURE:DP:ALCOS6.ALCOS,DP,PROC_PATH:PROCEDURE:DP:ALCOS6.ALCOS:BODY:ALCOS:1:,PROC_PATH:PROCEDURE:DP:ALCOS6.ALCOS:TRANSITION:CHEROKEE_TRANSITION:1:ALCOS6.CKW,POINT:FIX:ALCOS:K1,POINT:FIX:ALCOS:K1,POINT:FIX:ALCOS:K1,POINT:NAVAID:CKW:VOR/DME:US:WY:CHEROKEE,POINT:FIX:ALCOS:K1,matched
PROCEDURE:DP:ALCOS6.ALCOS,DP,PROC_PATH:PROCEDURE:DP:ALCOS6.ALCOS:BODY:ALCOS:1:,PROC_PATH:PROCEDURE:DP:ALCOS6.ALCOS:TRANSITION:MEDICINE_BOW_TRANSITION:1:ALCOS6.MBW,POINT:FIX:ALCOS:K1,POINT:FIX:ALCOS:K1,POINT:FIX:ALCOS:K1,POINT:NAVAID:MBW:VOR/DME:US:WY:MEDICINE_BOW,POINT:FIX:ALCOS:K1,matched
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:TRANSITION:HRNER_TRANSITION:1:ALMDN4.HRNER,POINT:FIX:NEVSE:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ALMDN:K2,POINT:FIX:HRNER:K2,POINT:FIX:ALMDN:K2,matched
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:TRANSITION:MOGEE_TRANSITION:1:ALMDN4.MOGEE,POINT:FIX:NEVSE:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ALMDN:K2,POINT:FIX:MOGEE:K2,POINT:FIX:ALMDN:K2,matched
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:TRANSITION:ORRCA_TRANSITION:1:ALMDN4.ORRCA,POINT:FIX:NEVSE:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ORRCA:K2,POINT:FIX:ALMDN:K2,matched
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:TRANSITION:SYRAH_TRANSITION:1:ALMDN4.SYRAH,POINT:FIX:NEVSE:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ALMDN:K2,POINT:FIX:SYRAH:K2,POINT:FIX:ALMDN:K2,matched
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:TRANSITION:TIPRE_TRANSITION:1:ALMDN4.TIPRE,POINT:FIX:NEVSE:K2,POINT:FIX:ALMDN:K2,POINT:FIX:ALMDN:K2,POINT:FIX:TIPRE:K2,POINT:FIX:ALMDN:K2,matched
PROCEDURE:DP:ALPIN5.KICNE,DP,PROC_PATH:PROCEDURE:DP:ALPIN5.KICNE:BODY:KICNE:1:,PROC_PATH:PROCEDURE:DP:ALPIN5.KICNE:TRANSITION:BIG_PINEY_TRANSITION:1:ALPIN5.BPI,POINT:FIX:KICNE:K1,POINT:FIX:KICNE:K1,POINT:FIX:KICNE:K1,POINT:NAVAID:BPI:VOR/DME:US:WY:BIG_PINEY,POINT:FIX:KICNE:K1,matched
PROCEDURE:DP:ALPIN5.KICNE,DP,PROC_PATH:PROCEDURE:DP:ALPIN5.KICNE:BODY:KICNE:1:,PROC_PATH:PROCEDURE:DP:ALPIN5.KICNE:TRANSITION:IDAHO_FALLS_TRANSITION:1:ALPIN5.IDA,POINT:FIX:KICNE:K1,POINT:FIX:KICNE:K1,POINT:FIX:KICNE:K1,POINT:NAVAID:IDA:VOR/DME:US:ID:IDAHO_FALLS,POINT:FIX:KICNE:K1,matched
PROCEDURE:DP:ALPYN1.ALPYN,DP,PROC_PATH:PROCEDURE:DP:ALPYN1.ALPYN:BODY:NSTAR-ALPYN:1:,PROC_PATH:PROCEDURE:DP:ALPYN1.ALPYN:TRANSITION:YERIN_TRANSITION:1:ALPYN1.YERIN,POINT:FIX:NSTAR:K2,POINT:FIX:ALPYN:K2,POINT:FIX:ALPYN:K2,POINT:FIX:YERIN:K2,POINT:FIX:ALPYN:K2,matched
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:AGERS-ALTNN:1:,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:TRANSITION:DUCEN_TRANSITION:1:ALTNN2.DUCEN,POINT:FIX:AGERS:K7,POINT:FIX:ALTNN:K7,POINT:FIX:ALTNN:K7,POINT:FIX:DUCEN:K7,POINT:FIX:ALTNN:K7,matched
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:CSALT-ALTNN:1:,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:TRANSITION:DUCEN_TRANSITION:1:ALTNN2.DUCEN,POINT:FIX:CSALT:K7,POINT:FIX:ALTNN:K7,POINT:FIX:ALTNN:K7,POINT:FIX:DUCEN:K7,POINT:FIX:ALTNN:K7,matched
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:KROCS-ALTNN:1:,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:TRANSITION:DUCEN_TRANSITION:1:ALTNN2.DUCEN,POINT:FIX:KROCS:K7,POINT:FIX:ALTNN:K7,POINT:FIX:ALTNN:K7,POINT:FIX:DUCEN:K7,POINT:FIX:ALTNN:K7,matched
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:WADLE-ALTNN:1:,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:TRANSITION:DUCEN_TRANSITION:1:ALTNN2.DUCEN,POINT:FIX:WADLE:K7,POINT:FIX:ALTNN:K7,POINT:FIX:ALTNN:K7,POINT:FIX:DUCEN:K7,POINT:FIX:ALTNN:K7,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:ERECA-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:COLIN_TRANSITION:1:AMEEE1.COLIN,POINT:FIX:ERECA:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:COLIN:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:ERECA-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:SCOOB_TRANSITION:1:AMEEE1.SCOOB,POINT:FIX:ERECA:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:SCOOB:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:FIMBI-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:COLIN_TRANSITION:1:AMEEE1.COLIN,POINT:FIX:FIMBI:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:COLIN:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:FIMBI-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:SCOOB_TRANSITION:1:AMEEE1.SCOOB,POINT:FIX:FIMBI:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:SCOOB:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:LEAVY-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:COLIN_TRANSITION:1:AMEEE1.COLIN,POINT:FIX:LEAVY:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:COLIN:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:LEAVY-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:SCOOB_TRANSITION:1:AMEEE1.SCOOB,POINT:FIX:LEAVY:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:SCOOB:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:REVGE-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:COLIN_TRANSITION:1:AMEEE1.COLIN,POINT:FIX:REVGE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:COLIN:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:REVGE-AMEEE:1:,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:TRANSITION:SCOOB_TRANSITION:1:AMEEE1.SCOOB,POINT:FIX:REVGE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:AMEEE:K6,POINT:FIX:SCOOB:K6,POINT:FIX:AMEEE:K6,matched
PROCEDURE:DP:AMERY4.AMERY,DP,PROC_PATH:PROCEDURE:DP:AMERY4.AMERY:BODY:AMERY:1:,PROC_PATH:PROCEDURE:DP:AMERY4.AMERY:TRANSITION:ROWIN_TRANSITION:1:AMERY4.ROWIN,POINT:FIX:AMERY:PH,POINT:FIX:AMERY:PH,POINT:FIX:AMERY:PH,POINT:FIX:ROWIN:PH,POINT:FIX:AMERY:PH,matched
PROCEDURE:DP:AMERY4.AMERY,DP,PROC_PATH:PROCEDURE:DP:AMERY4.AMERY:BODY:AMERY:1:,PROC_PATH:PROCEDURE:DP:AMERY4.AMERY:TRANSITION:TYPHO_TRANSITION:1:AMERY4.TYPHO,POINT:FIX:AMERY:PH,POINT:FIX:AMERY:PH,POINT:FIX:AMERY:PH,POINT:FIX:TYPHO:PH,POINT:FIX:AMERY:PH,matched
PROCEDURE:DP:ANAHM2.SLI,DP,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:BODY:SLI:1:,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:TRANSITION:HECTOR_TRANSITION:1:ANAHM2.HEC,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:HEC:VORTAC:US:CA:HECTOR,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,matched
PROCEDURE:DP:ANAHM2.SLI,DP,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:BODY:SLI:1:,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:TRANSITION:LAKE_HUGHES_TRANSITION:1:ANAHM2.LHS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:LHS:VORTAC:US:CA:LAKE_HUGHES,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,matched
PROCEDURE:DP:ANAHM2.SLI,DP,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:BODY:SLI:1:,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:TRANSITION:VENTURA_TRANSITION:1:ANAHM2.VTU,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,POINT:NAVAID:VTU:VOR/DME:US:CA:OXNARD,POINT:NAVAID:SLI:VORTAC:US:CA:LOS_ALAMITOS,matched
PROCEDURE:DP:ARCHZ1.ARCHZ,DP,PROC_PATH:PROCEDURE:DP:ARCHZ1.ARCHZ:BODY:SCANT-ARCHZ:1:,PROC_PATH:PROCEDURE:DP:ARCHZ1.ARCHZ:TRANSITION:KROST_TRANSITION:1:ARCHZ1.KROST,POINT:FIX:SCANT:K2,POINT:FIX:ARCHZ:K2,POINT:FIX:ARCHZ:K2,POINT:FIX:KROST:K2,POINT:FIX:ARCHZ:K2,matched
PROCEDURE:DP:ARCHZ1.ARCHZ,DP,PROC_PATH:PROCEDURE:DP:ARCHZ1.ARCHZ:BODY:SCANT-ARCHZ:1:,PROC_PATH:PROCEDURE:DP:ARCHZ1.ARCHZ:TRANSITION:MILFORD_TRANSITION:1:ARCHZ1.MLF,POINT:FIX:SCANT:K2,POINT:FIX:ARCHZ:K2,POINT:FIX:ARCHZ:K2,POINT:NAVAID:MLF:VORTAC:US:UT:MILFORD,POINT:FIX:ARCHZ:K2,matched
