procedureKey,procedureType,procedurePathKey,routeName,routeNameFirstToken,routeNameLastToken,operationalStartRawPoint,operationalEndRawPoint,directionNameStatus
PROCEDURE:DP:1U71.LUNDI,DP,PROC_PATH:PROCEDURE:DP:1U71.LUNDI:BODY:PAPIE:1:,PAPIE,PAPIE,PAPIE,PAPIE,PAPIE,name_not_parseable
PROCEDURE:DP:77S2.EUG,DP,PROC_PATH:PROCEDURE:DP:77S2.EUG:BODY:EUG:1:,EUG,EUG,EUG,EUG,EUG,name_not_parseable
PROCEDURE:DP:ACCRA5.ACCRA,DP,PROC_PATH:PROCEDURE:DP:ACCRA5.ACCRA:BODY:FANZI-ACCRA:1:,FANZI-ACCRA,FANZI,ACCRA,FANZI,ACCRA,matches_operational_endpoints
PROCEDURE:DP:ACONY3.ACONY,DP,PROC_PATH:PROCEDURE:DP:ACONY3.ACONY:BODY:ACONY-PALDE:1:,ACONY-PALDE,ACONY,PALDE,ACONY,PALDE,matches_operational_endpoints
PROCEDURE:DP:ADAMM3.ADAMM,DP,PROC_PATH:PROCEDURE:DP:ADAMM3.ADAMM:BODY:ADAMM:1:,ADAMM,ADAMM,ADAMM,ADAMM,ADAMM,name_not_parseable
PROCEDURE:DP:ADELL8.ADELL,DP,PROC_PATH:PROCEDURE:DP:ADELL8.ADELL:BODY:ACITO-ADELL:1:,ACITO-ADELL,ACITO,ADELL,ACITO,ADELL,matches_operational_endpoints
PROCEDURE:DP:ADEXE1.ADEXE,DP,PROC_PATH:PROCEDURE:DP:ADEXE1.ADEXE:BODY:ADEXE:1:,ADEXE,ADEXE,ADEXE,ADEXE,ADEXE,name_not_parseable
PROCEDURE:DP:ADIBE1.ADIBE,DP,PROC_PATH:PROCEDURE:DP:ADIBE1.ADIBE:BODY:ADIBE:1:,ADIBE,ADIBE,ADIBE,ADIBE,ADIBE,name_not_parseable
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ABQ-ADYOS:1:,ABQ-ADYOS,ABQ,ADYOS,ABQ,ADYOS,matches_operational_endpoints
PROCEDURE:DP:ADYOS3.ADYOS,DP,PROC_PATH:PROCEDURE:DP:ADYOS3.ADYOS:BODY:ASTAH-ADYOS:1:,ASTAH-ADYOS,ASTAH,ADYOS,ASTAH,ADYOS,matches_operational_endpoints
PROCEDURE:DP:AEROZ2.AEROZ,DP,PROC_PATH:PROCEDURE:DP:AEROZ2.AEROZ:BODY:AMUSE-AEROZ:1:,AMUSE-AEROZ,AMUSE,AEROZ,AMUSE,AEROZ,matches_operational_endpoints
PROCEDURE:DP:AEX3.AEX,DP,PROC_PATH:PROCEDURE:DP:AEX3.AEX:BODY:RAECN-AEX:1:,RAECN-AEX,RAECN,AEX,RAECN,AEX,matches_operational_endpoints
PROCEDURE:DP:AFTON4.GIGSE,DP,PROC_PATH:PROCEDURE:DP:AFTON4.GIGSE:BODY:WOLEN-GIGSE:1:,WOLEN-GIGSE,WOLEN,GIGSE,WOLEN,GIGSE,matches_operational_endpoints
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:DREDS-AGERS:1:,DREDS-AGERS,DREDS,AGERS,DREDS,AGERS,matches_operational_endpoints
PROCEDURE:DP:AGERS1.AGERS,DP,PROC_PATH:PROCEDURE:DP:AGERS1.AGERS:BODY:LLBOW-AGERS:1:,LLBOW-AGERS,LLBOW,AGERS,LLBOW,AGERS,matches_operational_endpoints
PROCEDURE:DP:AHABB1.AHABB,DP,PROC_PATH:PROCEDURE:DP:AHABB1.AHABB:BODY:AHABB:1:,AHABB,AHABB,AHABB,AHABB,AHABB,name_not_parseable
PROCEDURE:DP:AHC1.AHC,DP,PROC_PATH:PROCEDURE:DP:AHC1.AHC:BODY:AHC:1:,AHC,AHC,AHC,AHC,AHC,name_not_parseable
PROCEDURE:DP:AHEHU3.AHEHU,DP,PROC_PATH:PROCEDURE:DP:AHEHU3.AHEHU:BODY:OMIXE-AHEHU:1:,OMIXE-AHEHU,OMIXE,AHEHU,OMIXE,AHEHU,matches_operational_endpoints
PROCEDURE:DP:AHMET5.KKIDS,DP,PROC_PATH:PROCEDURE:DP:AHMET5.KKIDS:BODY:AHMET-KKIDS:1:,AHMET-KKIDS,AHMET,KKIDS,AHMET,KKIDS,matches_operational_endpoints
PROCEDURE:DP:AJOFY1.AJOFY,DP,PROC_PATH:PROCEDURE:DP:AJOFY1.AJOFY:BODY:UWUHI-AJOFY:1:,UWUHI-AJOFY,UWUHI,AJOFY,UWUHI,AJOFY,matches_operational_endpoints
PROCEDURE:DP:AKIAK1.BET,DP,PROC_PATH:PROCEDURE:DP:AKIAK1.BET:BODY:WEEKE-BET:1:,WEEKE-BET,WEEKE,BET,WEEKE,BET,matches_operational_endpoints
PROCEDURE:DP:AKUMY5.AKUMY,DP,PROC_PATH:PROCEDURE:DP:AKUMY5.AKUMY:BODY:MUSDE-AKUMY:1:,MUSDE-AKUMY,MUSDE,AKUMY,MUSDE,AKUMY,matches_operational_endpoints
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:AKUNA:1:,AKUNA,AKUNA,AKUNA,AKUNA,AKUNA,name_not_parseable
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:BPARK-AKUNA:1:,BPARK-AKUNA,BPARK,AKUNA,BPARK,AKUNA,matches_operational_endpoints
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:CUZEN-AKUNA:1:,CUZEN-AKUNA,CUZEN,AKUNA,CUZEN,AKUNA,matches_operational_endpoints
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:HAZKL-AKUNA:1:,HAZKL-AKUNA,HAZKL,AKUNA,HAZKL,AKUNA,matches_operational_endpoints
PROCEDURE:DP:AKUNA9.AKUNA,DP,PROC_PATH:PROCEDURE:DP:AKUNA9.AKUNA:BODY:SPERA-AKUNA:1:,SPERA-AKUNA,SPERA,AKUNA,SPERA,AKUNA,matches_operational_endpoints
PROCEDURE:DP:ALAMO5.ALAMO,DP,PROC_PATH:PROCEDURE:DP:ALAMO5.ALAMO:BODY:SAT:1:,SAT,SAT,SAT,SAT,SAT,name_not_parseable
PROCEDURE:DP:ALCOS6.ALCOS,DP,PROC_PATH:PROCEDURE:DP:ALCOS6.ALCOS:BODY:ALCOS:1:,ALCOS,ALCOS,ALCOS,ALCOS,ALCOS,name_not_parseable
PROCEDURE:DP:ALIAN2.ALIAN,DP,PROC_PATH:PROCEDURE:DP:ALIAN2.ALIAN:BODY:GVINE-ALIAN:1:,GVINE-ALIAN,GVINE,ALIAN,GVINE,ALIAN,matches_operational_endpoints
PROCEDURE:DP:ALIAN2.ALIAN,DP,PROC_PATH:PROCEDURE:DP:ALIAN2.ALIAN:BODY:LARRN-ALIAN:1:,LARRN-ALIAN,LARRN,ALIAN,LARRN,ALIAN,matches_operational_endpoints
PROCEDURE:DP:ALIAN2.ALIAN,DP,PROC_PATH:PROCEDURE:DP:ALIAN2.ALIAN:BODY:RBBIT-ALIAN:1:,RBBIT-ALIAN,RBBIT,ALIAN,RBBIT,ALIAN,matches_operational_endpoints
PROCEDURE:DP:ALISS7.ALISS,DP,PROC_PATH:PROCEDURE:DP:ALISS7.ALISS:BODY:TREVA-ALISS:1:,TREVA-ALISS,TREVA,ALISS,TREVA,ALISS,matches_operational_endpoints
PROCEDURE:DP:ALKAL1.ALKAL,DP,PROC_PATH:PROCEDURE:DP:ALKAL1.ALKAL:BODY:ALKAL:1:,ALKAL,ALKAL,ALKAL,ALKAL,ALKAL,name_not_parseable
PROCEDURE:DP:ALMDN4.ALMDN,DP,PROC_PATH:PROCEDURE:DP:ALMDN4.ALMDN:BODY:NEVSE-ALMDN:1:,NEVSE-ALMDN,NEVSE,ALMDN,NEVSE,ALMDN,matches_operational_endpoints
PROCEDURE:DP:ALMON1.ALMON,DP,PROC_PATH:PROCEDURE:DP:ALMON1.ALMON:BODY:JUPIN-ALMON:1:,JUPIN-ALMON,JUPIN,ALMON,JUPIN,ALMON,matches_operational_endpoints
PROCEDURE:DP:ALMON1.ALMON,DP,PROC_PATH:PROCEDURE:DP:ALMON1.ALMON:BODY:ZILIG-ALMON:1:,ZILIG-ALMON,ZILIG,ALMON,ZILIG,ALMON,matches_operational_endpoints
PROCEDURE:DP:ALPIN5.KICNE,DP,PROC_PATH:PROCEDURE:DP:ALPIN5.KICNE:BODY:KICNE:1:,KICNE,KICNE,KICNE,KICNE,KICNE,name_not_parseable
PROCEDURE:DP:ALPYN1.ALPYN,DP,PROC_PATH:PROCEDURE:DP:ALPYN1.ALPYN:BODY:NSTAR-ALPYN:1:,NSTAR-ALPYN,NSTAR,ALPYN,NSTAR,ALPYN,matches_operational_endpoints
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:AGERS-ALTNN:1:,AGERS-ALTNN,AGERS,ALTNN,AGERS,ALTNN,matches_operational_endpoints
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:CSALT-ALTNN:1:,CSALT-ALTNN,CSALT,ALTNN,CSALT,ALTNN,matches_operational_endpoints
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:KROCS-ALTNN:1:,KROCS-ALTNN,KROCS,ALTNN,KROCS,ALTNN,matches_operational_endpoints
PROCEDURE:DP:ALTNN2.ALTNN,DP,PROC_PATH:PROCEDURE:DP:ALTNN2.ALTNN:BODY:WADLE-ALTNN:1:,WADLE-ALTNN,WADLE,ALTNN,WADLE,ALTNN,matches_operational_endpoints
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:ERECA-AMEEE:1:,ERECA-AMEEE,ERECA,AMEEE,ERECA,AMEEE,matches_operational_endpoints
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:FIMBI-AMEEE:1:,FIMBI-AMEEE,FIMBI,AMEEE,FIMBI,AMEEE,matches_operational_endpoints
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:LEAVY-AMEEE:1:,LEAVY-AMEEE,LEAVY,AMEEE,LEAVY,AMEEE,matches_operational_endpoints
PROCEDURE:DP:AMEEE1.AMEEE,DP,PROC_PATH:PROCEDURE:DP:AMEEE1.AMEEE:BODY:REVGE-AMEEE:1:,REVGE-AMEEE,REVGE,AMEEE,REVGE,AMEEE,matches_operational_endpoints
PROCEDURE:DP:AMERY4.AMERY,DP,PROC_PATH:PROCEDURE:DP:AMERY4.AMERY:BODY:AMERY:1:,AMERY,AMERY,AMERY,AMERY,AMERY,name_not_parseable
PROCEDURE:DP:ANAHM2.SLI,DP,PROC_PATH:PROCEDURE:DP:ANAHM2.SLI:BODY:SLI:1:,SLI,SLI,SLI,SLI,SLI,name_not_parseable
PROCEDURE:DP:ANEKE2.CELAV,DP,PROC_PATH:PROCEDURE:DP:ANEKE2.CELAV:BODY:MIDAE-CELAV:1:,MIDAE-CELAV,MIDAE,CELAV,MIDAE,CELAV,matches_operational_endpoints
PROCEDURE:DP:ANGIL1.ANGIL,DP,PROC_PATH:PROCEDURE:DP:ANGIL1.ANGIL:BODY:TEPSE-ANGIL:1:,TEPSE-ANGIL,TEPSE,ANGIL,TEPSE,ANGIL,matches_operational_endpoints
PROCEDURE:DP:ARCHZ1.ARCHZ,DP,PROC_PATH:PROCEDURE:DP:ARCHZ1.ARCHZ:BODY:SCANT-ARCHZ:1:,SCANT-ARCHZ,SCANT,ARCHZ,SCANT,ARCHZ,matches_operational_endpoints
PROCEDURE:DP:ARDIA7.ARDIA,DP,PROC_PATH:PROCEDURE:DP:ARDIA7.ARDIA:BODY:ARDIA:1:,ARDIA,ARDIA,ARDIA,ARDIA,ARDIA,name_not_parseable
PROCEDURE:DP:ARDIA7.ARDIA,DP,PROC_PATH:PROCEDURE:DP:ARDIA7.ARDIA:BODY:GVINE-ARDIA:1:,GVINE-ARDIA,GVINE,ARDIA,GVINE,ARDIA,matches_operational_endpoints
PROCEDURE:DP:ARDIA7.ARDIA,DP,PROC_PATH:PROCEDURE:DP:ARDIA7.ARDIA:BODY:LARRN-ARDIA:1:,LARRN-ARDIA,LARRN,ARDIA,LARRN,ARDIA,matches_operational_endpoints
PROCEDURE:DP:ARDIA7.ARDIA,DP,PROC_PATH:PROCEDURE:DP:ARDIA7.ARDIA:BODY:MECHL-ARDIA:1:,MECHL-ARDIA,MECHL,ARDIA,MECHL,ARDIA,matches_operational_endpoints
PROCEDURE:DP:ARDIA7.ARDIA,DP,PROC_PATH:PROCEDURE:DP:ARDIA7.ARDIA:BODY:TREXX-ARDIA:1:,TREXX-ARDIA,TREXX,ARDIA,TREXX,ARDIA,matches_operational_endpoints
PROCEDURE:DP:ARSNL5.CSN,DP,PROC_PATH:PROCEDURE:DP:ARSNL5.CSN:BODY:GADZI-CSN:1:,GADZI-CSN,GADZI,CSN,GADZI,CSN,matches_operational_endpoints
PROCEDURE:DP:ARSNL5.CSN,DP,PROC_PATH:PROCEDURE:DP:ARSNL5.CSN:BODY:SHRLI-CSN:1:,SHRLI-CSN,SHRLI,CSN,SHRLI,CSN,matches_operational_endpoints
PROCEDURE:DP:ASORT3.ASORT,DP,PROC_PATH:PROCEDURE:DP:ASORT3.ASORT:BODY:CGL-ASORT:1:,CGL-ASORT,CGL,ASORT,CGL,ASORT,matches_operational_endpoints
PROCEDURE:DP:AST3.AST,DP,PROC_PATH:PROCEDURE:DP:AST3.AST:BODY:AST:1:,AST,AST,AST,AST,AST,name_not_parseable
PROCEDURE:DP:ATASY3.ATASY,DP,PROC_PATH:PROCEDURE:DP:ATASY3.ATASY:BODY:ATASY:1:,ATASY,ATASY,ATASY,ATASY,ATASY,name_not_parseable
PROCEDURE:DP:ATKNN5.ATKNN,DP,PROC_PATH:PROCEDURE:DP:ATKNN5.ATKNN:BODY:BIVKE-ATKNN:1:,BIVKE-ATKNN,BIVKE,ATKNN,BIVKE,ATKNN,matches_operational_endpoints
PROCEDURE:DP:ATKNN5.ATKNN,DP,PROC_PATH:PROCEDURE:DP:ATKNN5.ATKNN:BODY:JAPOD-ATKNN:1:,JAPOD-ATKNN,JAPOD,ATKNN,JAPOD,ATKNN,matches_operational_endpoints
PROCEDURE:DP:ATOMK3.ATOMK,DP,PROC_PATH:PROCEDURE:DP:ATOMK3.ATOMK:BODY:FOXRR-ATOMK:1:,FOXRR-ATOMK,FOXRR,ATOMK,FOXRR,ATOMK,matches_operational_endpoints
PROCEDURE:DP:AUTMN6.AUTMN,DP,PROC_PATH:PROCEDURE:DP:AUTMN6.AUTMN:BODY:BEEAL-AUTMN:1:,BEEAL-AUTMN,BEEAL,AUTMN,BEEAL,AUTMN,matches_operational_endpoints
PROCEDURE:DP:AUTMN6.AUTMN,DP,PROC_PATH:PROCEDURE:DP:AUTMN6.AUTMN:BODY:GADEC-AUTMN:1:,GADEC-AUTMN,GADEC,AUTMN,GADEC,AUTMN,matches_operational_endpoints
PROCEDURE:DP:AUTMN6.AUTMN,DP,PROC_PATH:PROCEDURE:DP:AUTMN6.AUTMN:BODY:HURTN-AUTMN:1:,HURTN-AUTMN,HURTN,AUTMN,HURTN,AUTMN,matches_operational_endpoints
PROCEDURE:DP:AUTMN6.AUTMN,DP,PROC_PATH:PROCEDURE:DP:AUTMN6.AUTMN:BODY:SHAAA-AUTMN:1:,SHAAA-AUTMN,SHAAA,AUTMN,SHAAA,AUTMN,matches_operational_endpoints
PROCEDURE:DP:AVE1.AVE,DP,PROC_PATH:PROCEDURE:DP:AVE1.AVE:BODY:AVE:1:,AVE,AVE,AVE,AVE,AVE,name_not_parseable
PROCEDURE:DP:AVILA4.AVILA,DP,PROC_PATH:PROCEDURE:DP:AVILA4.AVILA:BODY:AVILA:1:,AVILA,AVILA,AVILA,AVILA,AVILA,name_not_parseable
PROCEDURE:DP:AXLES1.AXLES,DP,PROC_PATH:PROCEDURE:DP:AXLES1.AXLES:BODY:AZTEC-AXLES:1:,AZTEC-AXLES,AZTEC,AXLES,AZTEC,AXLES,matches_operational_endpoints
PROCEDURE:DP:AZALA4.AZALA,DP,PROC_PATH:PROCEDURE:DP:AZALA4.AZALA:BODY:NKLAS-AZALA:1:,NKLAS-AZALA,NKLAS,AZALA,NKLAS,AZALA,matches_operational_endpoints
PROCEDURE:DP:AZONE7.AZONE,DP,PROC_PATH:PROCEDURE:DP:AZONE7.AZONE:BODY:JAAXX-AZONE:1:,JAAXX-AZONE,JAAXX,AZONE,JAAXX,AZONE,matches_operational_endpoints
PROCEDURE:DP:AZONE7.AZONE,DP,PROC_PATH:PROCEDURE:DP:AZONE7.AZONE:BODY:RIBZZ-AZONE:1:,RIBZZ-AZONE,RIBZZ,AZONE,RIBZZ,AZONE,matches_operational_endpoints
PROCEDURE:DP:AZONE7.AZONE,DP,PROC_PATH:PROCEDURE:DP:AZONE7.AZONE:BODY:TOWND-AZONE:1:,TOWND-AZONE,TOWND,AZONE,TOWND,AZONE,matches_operational_endpoints
PROCEDURE:DP:BACHS2.BACHS,DP,PROC_PATH:PROCEDURE:DP:BACHS2.BACHS:BODY:MOMPE-BACHS:1:,MOMPE-BACHS,MOMPE,BACHS,MOMPE,BACHS,matches_operational_endpoints
PROCEDURE:DP:BACHS2.BACHS,DP,PROC_PATH:PROCEDURE:DP:BACHS2.BACHS:BODY:NARIC-BACHS:1:,NARIC-BACHS,NARIC,BACHS,NARIC,BACHS,matches_operational_endpoints
PROCEDURE:DP:BACHS2.BACHS,DP,PROC_PATH:PROCEDURE:DP:BACHS2.BACHS:BODY:RUCOR-BACHS:1:,RUCOR-BACHS,RUCOR,BACHS,RUCOR,BACHS,matches_operational_endpoints
PROCEDURE:DP:BACHS2.BACHS,DP,PROC_PATH:PROCEDURE:DP:BACHS2.BACHS:BODY:SIDTO-BACHS:1:,SIDTO-BACHS,SIDTO,BACHS,SIDTO,BACHS,matches_operational_endpoints
PROCEDURE:DP:BACMY2.BACMY,DP,PROC_PATH:PROCEDURE:DP:BACMY2.BACMY:BODY:BACMY:1:,BACMY,BACMY,BACMY,BACMY,BACMY,name_not_parseable
PROCEDURE:DP:BALDY3.MAXXO,DP,PROC_PATH:PROCEDURE:DP:BALDY3.MAXXO:BODY:GILAA-MAXXO:1:,GILAA-MAXXO,GILAA,MAXXO,GILAA,MAXXO,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:CAVOB-BANGR:1:,CAVOB-BANGR,CAVOB,BANGR,CAVOB,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:CUSBU-BANGR:1:,CUSBU-BANGR,CUSBU,BANGR,CUSBU,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:DODVE-BANGR:1:,DODVE-BANGR,DODVE,BANGR,DODVE,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:NESOE-BANGR:1:,NESOE-BANGR,NESOE,BANGR,NESOE,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:OTLIE-BANGR:1:,OTLIE-BANGR,OTLIE,BANGR,OTLIE,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANGR9.BANGR,DP,PROC_PATH:PROCEDURE:DP:BANGR9.BANGR:BODY:WESET-BANGR:1:,WESET-BANGR,WESET,BANGR,WESET,BANGR,matches_operational_endpoints
PROCEDURE:DP:BANNG3.BANNG,DP,PROC_PATH:PROCEDURE:DP:BANNG3.BANNG:BODY:GRITZ-BANNG:1:,GRITZ-BANNG,GRITZ,BANNG,GRITZ,BANNG,matches_operational_endpoints
PROCEDURE:DP:BANNG3.BANNG,DP,PROC_PATH:PROCEDURE:DP:BANNG3.BANNG:BODY:SKNNR-BANNG:1:,SKNNR-BANNG,SKNNR,BANNG,SKNNR,BANNG,matches_operational_endpoints
PROCEDURE:DP:BANNG3.BANNG,DP,PROC_PATH:PROCEDURE:DP:BANNG3.BANNG:BODY:SLAWW-BANNG:1:,SLAWW-BANNG,SLAWW,BANNG,SLAWW,BANNG,matches_operational_endpoints
PROCEDURE:DP:BANNG3.BANNG,DP,PROC_PATH:PROCEDURE:DP:BANNG3.BANNG:BODY:SNUFY-BANNG:1:,SNUFY-BANNG,SNUFY,BANNG,SNUFY,BANNG,matches_operational_endpoints
PROCEDURE:DP:BANNG3.BANNG,DP,PROC_PATH:PROCEDURE:DP:BANNG3.BANNG:BODY:WLSON-BANNG:1:,WLSON-BANNG,WLSON,BANNG,WLSON,BANNG,matches_operational_endpoints
PROCEDURE:DP:BANZI1.BANZI,DP,PROC_PATH:PROCEDURE:DP:BANZI1.BANZI:BODY:BANZI-LHAKE:1:,BANZI-LHAKE,BANZI,LHAKE,BANZI,LHAKE,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:BESST-BARII:1:,BESST-BARII,BESST,BARII,BESST,BARII,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:BOOSE-BARII:1:,BOOSE-BARII,BOOSE,BARII,BOOSE,BARII,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:EEERI-BARII:1:,EEERI-BARII,EEERI,BARII,EEERI,BARII,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:HUUTZ-BARII:1:,HUUTZ-BARII,HUUTZ,BARII,HUUTZ,BARII,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:NITRN-BARII:1:,NITRN-BARII,NITRN,BARII,NITRN,BARII,matches_operational_endpoints
PROCEDURE:DP:BARII3.BARII,DP,PROC_PATH:PROCEDURE:DP:BARII3.BARII:BODY:SERGY-BARII:1:,SERGY-BARII,SERGY,BARII,SERGY,BARII,matches_operational_endpoints
PROCEDURE:DP:BARMY6.BARMY,DP,PROC_PATH:PROCEDURE:DP:BARMY6.BARMY:BODY:MESHY-BARMY:1:,MESHY-BARMY,MESHY,BARMY,MESHY,BARMY,matches_operational_endpoints
PROCEDURE:DP:BAYLR6.BAYLR,DP,PROC_PATH:PROCEDURE:DP:BAYLR6.BAYLR:BODY:BRKEM-BAYLR:1:,BRKEM-BAYLR,BRKEM,BAYLR,BRKEM,BAYLR,matches_operational_endpoints
PROCEDURE:DP:BAYLR6.BAYLR,DP,PROC_PATH:PROCEDURE:DP:BAYLR6.BAYLR:BODY:GOROC-BAYLR:1:,GOROC-BAYLR,GOROC,BAYLR,GOROC,BAYLR,matches_operational_endpoints
PROCEDURE:DP:BAYLR6.BAYLR,DP,PROC_PATH:PROCEDURE:DP:BAYLR6.BAYLR:BODY:WAKIR-BAYLR:1:,WAKIR-BAYLR,WAKIR,BAYLR,WAKIR,BAYLR,matches_operational_endpoints
PROCEDURE:DP:BAYPO2.BAYPO,DP,PROC_PATH:PROCEDURE:DP:BAYPO2.BAYPO:BODY:DEPPP-BAYPO:1:,DEPPP-BAYPO,DEPPP,BAYPO,DEPPP,BAYPO,matches_operational_endpoints
PROCEDURE:DP:BAYPO2.BAYPO,DP,PROC_PATH:PROCEDURE:DP:BAYPO2.BAYPO:BODY:FINKI-BAYPO:1:,FINKI-BAYPO,FINKI,BAYPO,FINKI,BAYPO,matches_operational_endpoints
PROCEDURE:DP:BAYPO2.BAYPO,DP,PROC_PATH:PROCEDURE:DP:BAYPO2.BAYPO:BODY:FOXAR-BAYPO:1:,FOXAR-BAYPO,FOXAR,BAYPO,FOXAR,BAYPO,matches_operational_endpoints
PROCEDURE:DP:BAYPO2.BAYPO,DP,PROC_PATH:PROCEDURE:DP:BAYPO2.BAYPO:BODY:YOTLR-BAYPO:1:,YOTLR-BAYPO,YOTLR,BAYPO,YOTLR,BAYPO,matches_operational_endpoints
PROCEDURE:DP:BBKNG7.BBKNG,DP,PROC_PATH:PROCEDURE:DP:BBKNG7.BBKNG:BODY:JAAXX-BBKNG:1:,JAAXX-BBKNG,JAAXX,BBKNG,JAAXX,BBKNG,matches_operational_endpoints
PROCEDURE:DP:BBKNG7.BBKNG,DP,PROC_PATH:PROCEDURE:DP:BBKNG7.BBKNG:BODY:LEOOO-BBKNG:1:,LEOOO-BBKNG,LEOOO,BBKNG,LEOOO,BBKNG,matches_operational_endpoints
PROCEDURE:DP:BBKNG7.BBKNG,DP,PROC_PATH:PROCEDURE:DP:BBKNG7.BBKNG:BODY:RIBZZ-BBKNG:1:,RIBZZ-BBKNG,RIBZZ,BBKNG,RIBZZ,BBKNG,matches_operational_endpoints
PROCEDURE:DP:BCHN2.CCR,DP,PROC_PATH:PROCEDURE:DP:BCHN2.CCR:BODY:CCR:1:,CCR,CCR,CCR,CCR,CCR,name_not_parseable
PROCEDURE:DP:BDN2.BDN,DP,PROC_PATH:PROCEDURE:DP:BDN2.BDN:BODY:DSD:1:,DSD,DSD,DSD,DSD,DSD,name_not_parseable
PROCEDURE:DP:BEACH4.BEACH,DP,PROC_PATH:PROCEDURE:DP:BEACH4.BEACH:BODY:BEACH:1:,BEACH,BEACH,BEACH,BEACH,BEACH,name_not_parseable
PROCEDURE:DP:BEAVY7.BEAVY,DP,PROC_PATH:PROCEDURE:DP:BEAVY7.BEAVY:BODY:UGANG-BEAVY:1:,UGANG-BEAVY,UGANG,BEAVY,UGANG,BEAVY,matches_operational_endpoints
PROCEDURE:DP:BEMAR3.BEMAR,DP,PROC_PATH:PROCEDURE:DP:BEMAR3.BEMAR:BODY:BEMAR:1:,BEMAR,BEMAR,BEMAR,BEMAR,BEMAR,name_not_parseable
PROCEDURE:DP:BERNI3.BERNI,DP,PROC_PATH:PROCEDURE:DP:BERNI3.BERNI:BODY:HETAT-BERNI:1:,HETAT-BERNI,HETAT,BERNI,HETAT,BERNI,matches_operational_endpoints
PROCEDURE:DP:BERNI3.BERNI,DP,PROC_PATH:PROCEDURE:DP:BERNI3.BERNI:BODY:JERUX-BERNI:1:,JERUX-BERNI,JERUX,BERNI,JERUX,BERNI,matches_operational_endpoints
PROCEDURE:DP:BERYY6.BERYY,DP,PROC_PATH:PROCEDURE:DP:BERYY6.BERYY:BODY:HAGEE-BERYY:1:,HAGEE-BERYY,HAGEE,BERYY,HAGEE,BERYY,matches_operational_endpoints
PROCEDURE:DP:BERYY6.BERYY,DP,PROC_PATH:PROCEDURE:DP:BERYY6.BERYY:BODY:HEFNR-BERYY:1:,HEFNR-BERYY,HEFNR,BERYY,HEFNR,BERYY,matches_operational_endpoints
PROCEDURE:DP:BERYY6.BERYY,DP,PROC_PATH:PROCEDURE:DP:BERYY6.BERYY:BODY:LUUBE-BERYY:1:,LUUBE-BERYY,LUUBE,BERYY,LUUBE,BERYY,matches_operational_endpoints
