procedureKey,procedureType,procedurePathKey,routeName,routeNameFirstToken,routeNameLastToken,operationalStartRawPoint,operationalEndRawPoint,directionNameStatus
PROCEDURE:DP:EZEPU1.EZEPU,DP,PROC_PATH:PROCEDURE:DP:EZEPU1.EZEPU:BODY:APPAG-EZEPU:1:,APPAG-EZEPU,APPAG,EZEPU,APPAG,EZEPU,matches_operational_endpoints
PROCEDURE:DP:EZEPU1.EZEPU,DP,PROC_PATH:PROCEDURE:DP:EZEPU1.EZEPU:BODY:PYCHE-EZEPU:1:,PYCHE-EZEPU,PYCHE,EZEPU,PYCHE,EZEPU,matches_operational_endpoints
PROCEDURE:DP:FAHLZ1.FAHLZ,DP,PROC_PATH:PROCEDURE:DP:FAHLZ1.FAHLZ:BODY:FAHLZ:1:,FAHLZ,FAHLZ,FAHLZ,FAHLZ,FAHLZ,name_not_parseable
PROCEDURE:DP:FAKES4.FAKES,DP,PROC_PATH:PROCEDURE:DP:FAKES4.FAKES:BODY:FAKES:1:,FAKES,FAKES,FAKES,FAKES,FAKES,name_not_parseable
PROCEDURE:DP:FALCC1.FALCC,DP,PROC_PATH:PROCEDURE:DP:FALCC1.FALCC:BODY:CLSTR-FALCC:1:,CLSTR-FALCC,CLSTR,FALCC,CLSTR,FALCC,matches_operational_endpoints
PROCEDURE:DP:FALCC1.FALCC,DP,PROC_PATH:PROCEDURE:DP:FALCC1.FALCC:BODY:MAFAN-FALCC:1:,MAFAN-FALCC,MAFAN,FALCC,MAFAN,FALCC,matches_operational_endpoints
PROCEDURE:DP:FALL1.VISTA,DP,PROC_PATH:PROCEDURE:DP:FALL1.VISTA:BODY:TANNR:1:,TANNR,TANNR,TANNR,TANNR,TANNR,name_not_parseable
PROCEDURE:DP:FARM7.UBG,DP,PROC_PATH:PROCEDURE:DP:FARM7.UBG:BODY:UBG:1:,UBG,UBG,UBG,UBG,UBG,name_not_parseable
PROCEDURE:DP:FATHE4.FATHE,DP,PROC_PATH:PROCEDURE:DP:FATHE4.FATHE:BODY:FACTS-FATHE:1:,FACTS-FATHE,FACTS,FATHE,FACTS,FATHE,matches_operational_endpoints
PROCEDURE:DP:FATHE4.FATHE,DP,PROC_PATH:PROCEDURE:DP:FATHE4.FATHE:BODY:JWOLF-FATHE:1:,JWOLF-FATHE,JWOLF,FATHE,JWOLF,FATHE,matches_operational_endpoints
PROCEDURE:DP:FATHE4.FATHE,DP,PROC_PATH:PROCEDURE:DP:FATHE4.FATHE:BODY:KAAPE-FATHE:1:,KAAPE-FATHE,KAAPE,FATHE,KAAPE,FATHE,matches_operational_endpoints
PROCEDURE:DP:FATHE4.FATHE,DP,PROC_PATH:PROCEDURE:DP:FATHE4.FATHE:BODY:KYOTE-FATHE:1:,KYOTE-FATHE,KYOTE,FATHE,KYOTE,FATHE,matches_operational_endpoints
PROCEDURE:DP:FATHE4.FATHE,DP,PROC_PATH:PROCEDURE:DP:FATHE4.FATHE:BODY:VILNS-FATHE:1:,VILNS-FATHE,VILNS,FATHE,VILNS,FATHE,matches_operational_endpoints
PROCEDURE:DP:FBR1.FBR,DP,PROC_PATH:PROCEDURE:DP:FBR1.FBR:BODY:FBR:1:,FBR,FBR,FBR,FBR,FBR,name_not_parseable
PROCEDURE:DP:FEALX2.FEALX,DP,PROC_PATH:PROCEDURE:DP:FEALX2.FEALX:BODY:CLPSO-FEALX:1:,CLPSO-FEALX,CLPSO,FEALX,CLPSO,FEALX,matches_operational_endpoints
PROCEDURE:DP:FEALX2.FEALX,DP,PROC_PATH:PROCEDURE:DP:FEALX2.FEALX:BODY:DREDS-FEALX:1:,DREDS-FEALX,DREDS,FEALX,DREDS,FEALX,matches_operational_endpoints
PROCEDURE:DP:FEALX2.FEALX,DP,PROC_PATH:PROCEDURE:DP:FEALX2.FEALX:BODY:FEALX:1:,FEALX,FEALX,FEALX,FEALX,FEALX,name_not_parseable
PROCEDURE:DP:FEALX2.FEALX,DP,PROC_PATH:PROCEDURE:DP:FEALX2.FEALX:BODY:MRLEE-FEALX:1:,MRLEE-FEALX,MRLEE,FEALX,MRLEE,FEALX,matches_operational_endpoints
PROCEDURE:DP:FEGBA3.FEGBA,DP,PROC_PATH:PROCEDURE:DP:FEGBA3.FEGBA:BODY:FEGBA:1:,FEGBA,FEGBA,FEGBA,FEGBA,FEGBA,name_not_parseable
PROCEDURE:DP:FESKO1.FESKO,DP,PROC_PATH:PROCEDURE:DP:FESKO1.FESKO:BODY:FESKO:1:,FESKO,FESKO,FESKO,FESKO,FESKO,name_not_parseable
PROCEDURE:DP:FETUJ3.FETUJ,DP,PROC_PATH:PROCEDURE:DP:FETUJ3.FETUJ:BODY:FETUJ:1:,FETUJ,FETUJ,FETUJ,FETUJ,FETUJ,name_not_parseable
PROCEDURE:DP:FFITZ4.FFITZ,DP,PROC_PATH:PROCEDURE:DP:FFITZ4.FFITZ:BODY:ISACC-FFITZ:1:,ISACC-FFITZ,ISACC,FFITZ,ISACC,FFITZ,matches_operational_endpoints
PROCEDURE:DP:FFITZ4.FFITZ,DP,PROC_PATH:PROCEDURE:DP:FFITZ4.FFITZ:BODY:VUYWO-FFITZ:1:,VUYWO-FFITZ,VUYWO,FFITZ,VUYWO,FFITZ,matches_operational_endpoints
PROCEDURE:DP:FFU9.FFU,DP,PROC_PATH:PROCEDURE:DP:FFU9.FFU:BODY:FFU:1:,FFU,FFU,FFU,FFU,FFU,name_not_parseable
PROCEDURE:DP:FICHU4.HABXU,DP,PROC_PATH:PROCEDURE:DP:FICHU4.HABXU:BODY:FICHU-HABXU:1:,FICHU-HABXU,FICHU,HABXU,FICHU,HABXU,matches_operational_endpoints
PROCEDURE:DP:FINZZ3.FINZZ,DP,PROC_PATH:PROCEDURE:DP:FINZZ3.FINZZ:BODY:STREL-FINZZ:1:,STREL-FINZZ,STREL,FINZZ,STREL,FINZZ,matches_operational_endpoints
PROCEDURE:DP:FIROS1.FIROS,DP,PROC_PATH:PROCEDURE:DP:FIROS1.FIROS:BODY:FIROS:1:,FIROS,FIROS,FIROS,FIROS,FIROS,name_not_parseable
PROCEDURE:DP:FIXET5.FIXET,DP,PROC_PATH:PROCEDURE:DP:FIXET5.FIXET:BODY:BOSLY-FIXET:1:,BOSLY-FIXET,BOSLY,FIXET,BOSLY,FIXET,matches_operational_endpoints
PROCEDURE:DP:FIXET5.FIXET,DP,PROC_PATH:PROCEDURE:DP:FIXET5.FIXET:BODY:GAGLR-FIXET:1:,GAGLR-FIXET,GAGLR,FIXET,GAGLR,FIXET,matches_operational_endpoints
PROCEDURE:DP:FIXET5.FIXET,DP,PROC_PATH:PROCEDURE:DP:FIXET5.FIXET:BODY:JWALL-FIXET:1:,JWALL-FIXET,JWALL,FIXET,JWALL,FIXET,matches_operational_endpoints
PROCEDURE:DP:FIXET5.FIXET,DP,PROC_PATH:PROCEDURE:DP:FIXET5.FIXET:BODY:KEMMP-FIXET:1:,KEMMP-FIXET,KEMMP,FIXET,KEMMP,FIXET,matches_operational_endpoints
PROCEDURE:DP:FIXET5.FIXET,DP,PROC_PATH:PROCEDURE:DP:FIXET5.FIXET:BODY:SUGGS-FIXET:1:,SUGGS-FIXET,SUGGS,FIXET,SUGGS,FIXET,matches_operational_endpoints
PROCEDURE:DP:FLAME4.FLAME,DP,PROC_PATH:PROCEDURE:DP:FLAME4.FLAME:BODY:DIXII-FLAME:1:,DIXII-FLAME,DIXII,FLAME,DIXII,FLAME,matches_operational_endpoints
PROCEDURE:DP:FLAME4.FLAME,DP,PROC_PATH:PROCEDURE:DP:FLAME4.FLAME:BODY:FLAME:1:,FLAME,FLAME,FLAME,FLAME,FLAME,name_not_parseable
PROCEDURE:DP:FLAME4.FLAME,DP,PROC_PATH:PROCEDURE:DP:FLAME4.FLAME:BODY:SHWIT-FLAME:1:,SHWIT-FLAME,SHWIT,FLAME,SHWIT,FLAME,matches_operational_endpoints
PROCEDURE:DP:FLCON1.DRAKE,DP,PROC_PATH:PROCEDURE:DP:FLCON1.DRAKE:BODY:DRAKE:1:,DRAKE,DRAKE,DRAKE,DRAKE,DRAKE,name_not_parseable
PROCEDURE:DP:FLG1.OATES,DP,PROC_PATH:PROCEDURE:DP:FLG1.OATES:BODY:OATES:1:,OATES,OATES,OATES,OATES,OATES,name_not_parseable
PROCEDURE:DP:FLIYN1.FLIYN,DP,PROC_PATH:PROCEDURE:DP:FLIYN1.FLIYN:BODY:NOHVA-FLIYN:1:,NOHVA-FLIYN,NOHVA,FLIYN,NOHVA,FLIYN,matches_operational_endpoints
PROCEDURE:DP:FLMGO2.FLMGO,DP,PROC_PATH:PROCEDURE:DP:FLMGO2.FLMGO:BODY:ALNZO-FLMGO:1:,ALNZO-FLMGO,ALNZO,FLMGO,ALNZO,FLMGO,matches_operational_endpoints
PROCEDURE:DP:FLMGO2.FLMGO,DP,PROC_PATH:PROCEDURE:DP:FLMGO2.FLMGO:BODY:CSALT-FLMGO:1:,CSALT-FLMGO,CSALT,FLMGO,CSALT,FLMGO,matches_operational_endpoints
PROCEDURE:DP:FLMGO2.FLMGO,DP,PROC_PATH:PROCEDURE:DP:FLMGO2.FLMGO:BODY:KROCS-FLMGO:1:,KROCS-FLMGO,KROCS,FLMGO,KROCS,FLMGO,matches_operational_endpoints
PROCEDURE:DP:FLMGO2.FLMGO,DP,PROC_PATH:PROCEDURE:DP:FLMGO2.FLMGO:BODY:WADLE-FLMGO:1:,WADLE-FLMGO,WADLE,FLMGO,WADLE,FLMGO,matches_operational_endpoints
PROCEDURE:DP:FLOUT5.FLOUT,DP,PROC_PATH:PROCEDURE:DP:FLOUT5.FLOUT:BODY:FLOUT:1:,FLOUT,FLOUT,FLOUT,FLOUT,FLOUT,name_not_parseable
PROCEDURE:DP:FLUEN2.FLUEN,DP,PROC_PATH:PROCEDURE:DP:FLUEN2.FLUEN:BODY:OOLEY-FLUEN:1:,OOLEY-FLUEN,OOLEY,FLUEN,OOLEY,FLUEN,matches_operational_endpoints
PROCEDURE:DP:FLYZA5.FLYZA,DP,PROC_PATH:PROCEDURE:DP:FLYZA5.FLYZA:BODY:BOTLL-FLYZA:1:,BOTLL-FLYZA,BOTLL,FLYZA,BOTLL,FLYZA,matches_operational_endpoints
PROCEDURE:DP:FLYZA5.FLYZA,DP,PROC_PATH:PROCEDURE:DP:FLYZA5.FLYZA:BODY:TTAPS-FLYZA:1:,TTAPS-FLYZA,TTAPS,FLYZA,TTAPS,FLYZA,matches_operational_endpoints
PROCEDURE:DP:FMG1.FMG,DP,PROC_PATH:PROCEDURE:DP:FMG1.FMG:BODY:RIJTU-FMG:1:,RIJTU-FMG,RIJTU,FMG,RIJTU,FMG,matches_operational_endpoints
PROCEDURE:DP:FOBRO1.FOBRO,DP,PROC_PATH:PROCEDURE:DP:FOBRO1.FOBRO:BODY:DIMGE-FOBRO:1:,DIMGE-FOBRO,DIMGE,FOBRO,DIMGE,FOBRO,matches_operational_endpoints
PROCEDURE:DP:FOLZZ3.FOLZZ,DP,PROC_PATH:PROCEDURE:DP:FOLZZ3.FOLZZ:BODY:JAMBA-FOLZZ:1:,JAMBA-FOLZZ,JAMBA,FOLZZ,JAMBA,FOLZZ,matches_operational_endpoints
PROCEDURE:DP:FOLZZ3.FOLZZ,DP,PROC_PATH:PROCEDURE:DP:FOLZZ3.FOLZZ:BODY:KROCS-FOLZZ:1:,KROCS-FOLZZ,KROCS,FOLZZ,KROCS,FOLZZ,matches_operational_endpoints
PROCEDURE:DP:FOLZZ3.FOLZZ,DP,PROC_PATH:PROCEDURE:DP:FOLZZ3.FOLZZ:BODY:MARCK-FOLZZ:1:,MARCK-FOLZZ,MARCK,FOLZZ,MARCK,FOLZZ,matches_operational_endpoints
PROCEDURE:DP:FOLZZ3.FOLZZ,DP,PROC_PATH:PROCEDURE:DP:FOLZZ3.FOLZZ:BODY:WADLE-FOLZZ:1:,WADLE-FOLZZ,WADLE,FOLZZ,WADLE,FOLZZ,matches_operational_endpoints
PROCEDURE:DP:FORCK3.FORCK,DP,PROC_PATH:PROCEDURE:DP:FORCK3.FORCK:BODY:HANUH-FORCK:1:,HANUH-FORCK,HANUH,FORCK,HANUH,FORCK,matches_operational_endpoints
PROCEDURE:DP:FORCK3.FORCK,DP,PROC_PATH:PROCEDURE:DP:FORCK3.FORCK:BODY:MECHL-FORCK:1:,MECHL-FORCK,MECHL,FORCK,MECHL,FORCK,matches_operational_endpoints
PROCEDURE:DP:FORCK3.FORCK,DP,PROC_PATH:PROCEDURE:DP:FORCK3.FORCK:BODY:TREXX-FORCK:1:,TREXX-FORCK,TREXX,FORCK,TREXX,FORCK,matches_operational_endpoints
PROCEDURE:DP:FORPE1.FORPE,DP,PROC_PATH:PROCEDURE:DP:FORPE1.FORPE:BODY:JINOL-LALUZ:1:,JINOL-LALUZ,JINOL,LALUZ,JINOL,LALUZ,matches_operational_endpoints
PROCEDURE:DP:FORPE1.FORPE,DP,PROC_PATH:PROCEDURE:DP:FORPE1.FORPE:BODY:SPRKY-LALUZ:1:,SPRKY-LALUZ,SPRKY,LALUZ,SPRKY,LALUZ,matches_operational_endpoints
PROCEDURE:DP:FORPE1.FORPE,DP,PROC_PATH:PROCEDURE:DP:FORPE1.FORPE:BODY:WIVLA-LALUZ:1:,WIVLA-LALUZ,WIVLA,LALUZ,WIVLA,LALUZ,matches_operational_endpoints
PROCEDURE:DP:FORPE1.FORPE,DP,PROC_PATH:PROCEDURE:DP:FORPE1.FORPE:BODY:ZOLUP-LALUZ:1:,ZOLUP-LALUZ,ZOLUP,LALUZ,ZOLUP,LALUZ,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:HEDWG-FOXHL:1:,HEDWG-FOXHL,HEDWG,FOXHL,HEDWG,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:JLENN-FOXHL:1:,JLENN-FOXHL,JLENN,FOXHL,JLENN,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:JWALL-FOXHL:1:,JWALL-FOXHL,JWALL,FOXHL,JWALL,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:PCHEN-FOXHL:1:,PCHEN-FOXHL,PCHEN,FOXHL,PCHEN,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:TERPZ-FOXHL:1:,TERPZ-FOXHL,TERPZ,FOXHL,TERPZ,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FOXHL1.FOXHL,DP,PROC_PATH:PROCEDURE:DP:FOXHL1.FOXHL:BODY:WARYN-FOXHL:1:,WARYN-FOXHL,WARYN,FOXHL,WARYN,FOXHL,matches_operational_endpoints
PROCEDURE:DP:FRITR3.DOTSS,DP,PROC_PATH:PROCEDURE:DP:FRITR3.DOTSS:BODY:FRITR-DOTSS:1:,FRITR-DOTSS,FRITR,DOTSS,FRITR,DOTSS,matches_operational_endpoints
PROCEDURE:DP:FRNCK1.FRNCK,DP,PROC_PATH:PROCEDURE:DP:FRNCK1.FRNCK:BODY:AYVUH-FRNCK:1:,AYVUH-FRNCK,AYVUH,FRNCK,AYVUH,FRNCK,matches_operational_endpoints
PROCEDURE:DP:FRSBE2.FRSBE,DP,PROC_PATH:PROCEDURE:DP:FRSBE2.FRSBE:BODY:ALNZO-FRSBE:1:,ALNZO-FRSBE,ALNZO,FRSBE,ALNZO,FRSBE,matches_operational_endpoints
PROCEDURE:DP:FRSBE2.FRSBE,DP,PROC_PATH:PROCEDURE:DP:FRSBE2.FRSBE:BODY:DREDS-FRSBE:1:,DREDS-FRSBE,DREDS,FRSBE,DREDS,FRSBE,matches_operational_endpoints
PROCEDURE:DP:FRSBE2.FRSBE,DP,PROC_PATH:PROCEDURE:DP:FRSBE2.FRSBE:BODY:LLBOW-FRSBE:1:,LLBOW-FRSBE,LLBOW,FRSBE,LLBOW,FRSBE,matches_operational_endpoints
PROCEDURE:DP:FSHUN4.FSHUN,DP,PROC_PATH:PROCEDURE:DP:FSHUN4.FSHUN:BODY:BAAIT-FSHUN:1:,BAAIT-FSHUN,BAAIT,FSHUN,BAAIT,FSHUN,matches_operational_endpoints
PROCEDURE:DP:FSHUN4.FSHUN,DP,PROC_PATH:PROCEDURE:DP:FSHUN4.FSHUN:BODY:FACTS-FSHUN:1:,FACTS-FSHUN,FACTS,FSHUN,FACTS,FSHUN,matches_operational_endpoints
PROCEDURE:DP:FSHUN4.FSHUN,DP,PROC_PATH:PROCEDURE:DP:FSHUN4.FSHUN:BODY:KYOTE-FSHUN:1:,KYOTE-FSHUN,KYOTE,FSHUN,KYOTE,FSHUN,matches_operational_endpoints
PROCEDURE:DP:FSHUN4.FSHUN,DP,PROC_PATH:PROCEDURE:DP:FSHUN4.FSHUN:BODY:SAWZZ-FSHUN:1:,SAWZZ-FSHUN,SAWZZ,FSHUN,SAWZZ,FSHUN,matches_operational_endpoints
PROCEDURE:DP:FTHIL3.FTHIL,DP,PROC_PATH:PROCEDURE:DP:FTHIL3.FTHIL:BODY:FTHIL:1:,FTHIL,FTHIL,FTHIL,FTHIL,FTHIL,name_not_parseable
PROCEDURE:DP:FTHLS6.FTHLS,DP,PROC_PATH:PROCEDURE:DP:FTHLS6.FTHLS:BODY:BROAK-FTHLS:1:,BROAK-FTHLS,BROAK,FTHLS,BROAK,FTHLS,matches_operational_endpoints
PROCEDURE:DP:FUNNL3.FUNNL,DP,PROC_PATH:PROCEDURE:DP:FUNNL3.FUNNL:BODY:VOWED-FUNNL:1:,VOWED-FUNNL,VOWED,FUNNL,VOWED,FUNNL,matches_operational_endpoints
PROCEDURE:DP:FYRBD1.FYRBD,DP,PROC_PATH:PROCEDURE:DP:FYRBD1.FYRBD:BODY:FUTEP-JUDTH:1:,FUTEP-JUDTH,FUTEP,JUDTH,FUTEP,JUDTH,matches_operational_endpoints
PROCEDURE:DP:FYRBD1.FYRBD,DP,PROC_PATH:PROCEDURE:DP:FYRBD1.FYRBD:BODY:JUTAK-JUDTH:1:,JUTAK-JUDTH,JUTAK,JUDTH,JUTAK,JUDTH,matches_operational_endpoints
PROCEDURE:DP:FYSTA3.FYSTA,DP,PROC_PATH:PROCEDURE:DP:FYSTA3.FYSTA:BODY:BLUUN-FYSTA:1:,BLUUN-FYSTA,BLUUN,FYSTA,BLUUN,FYSTA,matches_operational_endpoints
PROCEDURE:DP:FYU3.FYU,DP,PROC_PATH:PROCEDURE:DP:FYU3.FYU:BODY:CUBRA-FYU:1:,CUBRA-FYU,CUBRA,FYU,CUBRA,FYU,matches_operational_endpoints
PROCEDURE:DP:GABBE3.GABBE,DP,PROC_PATH:PROCEDURE:DP:GABBE3.GABBE:BODY:GABBE:1:,GABBE,GABBE,GABBE,GABBE,GABBE,name_not_parseable
PROCEDURE:DP:GABOW2.GABOW,DP,PROC_PATH:PROCEDURE:DP:GABOW2.GABOW:BODY:MNUDO-GABOW:1:,MNUDO-GABOW,MNUDO,GABOW,MNUDO,GABOW,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:FUTBL-GAIRY:1:,FUTBL-GAIRY,FUTBL,GAIRY,FUTBL,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:GRITZ-GAIRY:1:,GRITZ-GAIRY,GRITZ,GAIRY,GRITZ,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:LIDAS-GAIRY:1:,LIDAS-GAIRY,LIDAS,GAIRY,LIDAS,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:MPASS-GAIRY:1:,MPASS-GAIRY,MPASS,GAIRY,MPASS,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:RONII-GAIRY:1:,RONII-GAIRY,RONII,GAIRY,RONII,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GAIRY2.GAIRY,DP,PROC_PATH:PROCEDURE:DP:GAIRY2.GAIRY:BODY:WLSON-GAIRY:1:,WLSON-GAIRY,WLSON,GAIRY,WLSON,GAIRY,matches_operational_endpoints
PROCEDURE:DP:GANBO1.GANBO,DP,PROC_PATH:PROCEDURE:DP:GANBO1.GANBO:BODY:GANBO-TOREY:1:,GANBO-TOREY,GANBO,TOREY,GANBO,TOREY,matches_operational_endpoints
PROCEDURE:DP:GANDY8.GANDY,DP,PROC_PATH:PROCEDURE:DP:GANDY8.GANDY:BODY:GANDY-PAIRS:1:,GANDY-PAIRS,GANDY,PAIRS,GANDY,PAIRS,matches_operational_endpoints
PROCEDURE:DP:GAPP7.GAP,DP,PROC_PATH:PROCEDURE:DP:GAPP7.GAP:BODY:NORMM:1:,NORMM,NORMM,NORMM,NORMM,NORMM,name_not_parseable
PROCEDURE:DP:GAPP7.GAP,DP,PROC_PATH:PROCEDURE:DP:GAPP7.GAP:BODY:OSI:1:,OSI,OSI,OSI,OSI,OSI,name_not_parseable
PROCEDURE:DP:GARDY4.GARDY,DP,PROC_PATH:PROCEDURE:DP:GARDY4.GARDY:BODY:CHVEZ-GARDY:1:,CHVEZ-GARDY,CHVEZ,GARDY,CHVEZ,GARDY,matches_operational_endpoints
PROCEDURE:DP:GARDY4.GARDY,DP,PROC_PATH:PROCEDURE:DP:GARDY4.GARDY:BODY:KOFAX-GARDY:1:,KOFAX-GARDY,KOFAX,GARDY,KOFAX,GARDY,matches_operational_endpoints
PROCEDURE:DP:GARDY4.GARDY,DP,PROC_PATH:PROCEDURE:DP:GARDY4.GARDY:BODY:TRAAP-GARDY:1:,TRAAP-GARDY,TRAAP,GARDY,TRAAP,GARDY,matches_operational_endpoints
PROCEDURE:DP:GARLK1.GARLK,DP,PROC_PATH:PROCEDURE:DP:GARLK1.GARLK:BODY:CHAAN-GARLK:1:,CHAAN-GARLK,CHAAN,GARLK,CHAAN,GARLK,matches_operational_endpoints
PROCEDURE:DP:GATWY1.TWILA,DP,PROC_PATH:PROCEDURE:DP:GATWY1.TWILA:BODY:STL-TWILA:1:,STL-TWILA,STL,TWILA,STL,TWILA,matches_operational_endpoints
PROCEDURE:DP:GATWY1.TWILA,DP,PROC_PATH:PROCEDURE:DP:GATWY1.TWILA:BODY:TOY-TWILA:1:,TOY-TWILA,TOY,TWILA,TOY,TWILA,matches_operational_endpoints
PROCEDURE:DP:GAUCH3.GAUCH,DP,PROC_PATH:PROCEDURE:DP:GAUCH3.GAUCH:BODY:CORRK-GAUCH:1:,CORRK-GAUCH,CORRK,GAUCH,CORRK,GAUCH,matches_operational_endpoints
PROCEDURE:DP:GAUCH3.GAUCH,DP,PROC_PATH:PROCEDURE:DP:GAUCH3.GAUCH:BODY:GRPES-GAUCH:1:,GRPES-GAUCH,GRPES,GAUCH,GRPES,GAUCH,matches_operational_endpoints
PROCEDURE:DP:GAUCH3.GAUCH,DP,PROC_PATH:PROCEDURE:DP:GAUCH3.GAUCH:BODY:RROJO-GAUCH:1:,RROJO-GAUCH,RROJO,GAUCH,RROJO,GAUCH,matches_operational_endpoints
PROCEDURE:DP:GDOGG4.GDOGG,DP,PROC_PATH:PROCEDURE:DP:GDOGG4.GDOGG:BODY:BUBYY-GDOGG:1:,BUBYY-GDOGG,BUBYY,GDOGG,BUBYY,GDOGG,matches_operational_endpoints
PROCEDURE:DP:GDOGG4.GDOGG,DP,PROC_PATH:PROCEDURE:DP:GDOGG4.GDOGG:BODY:JATII-GDOGG:1:,JATII-GDOGG,JATII,GDOGG,JATII,GDOGG,matches_operational_endpoints
PROCEDURE:DP:GDOGG4.GDOGG,DP,PROC_PATH:PROCEDURE:DP:GDOGG4.GDOGG:BODY:KNNGG-GDOGG:1:,KNNGG-GDOGG,KNNGG,GDOGG,KNNGG,GDOGG,matches_operational_endpoints
PROCEDURE:DP:GED1.ATR,DP,PROC_PATH:PROCEDURE:DP:GED1.ATR:BODY:ATR:1:,ATR,ATR,ATR,ATR,ATR,name_not_parseable
PROCEDURE:DP:GENEH7.GENEH,DP,PROC_PATH:PROCEDURE:DP:GENEH7.GENEH:BODY:BASAC-GENEH:1:,BASAC-GENEH,BASAC,GENEH,BASAC,GENEH,matches_operational_endpoints
PROCEDURE:DP:GENEH7.GENEH,DP,PROC_PATH:PROCEDURE:DP:GENEH7.GENEH:BODY:RIBZZ-GENEH:1:,RIBZZ-GENEH,RIBZZ,GENEH,RIBZZ,GENEH,matches_operational_endpoints
PROCEDURE:DP:GENEH7.GENEH,DP,PROC_PATH:PROCEDURE:DP:GENEH7.GENEH:BODY:SLONN-GENEH:1:,SLONN-GENEH,SLONN,GENEH,SLONN,GENEH,matches_operational_endpoints
PROCEDURE:DP:GEYSR6.DNW,DP,PROC_PATH:PROCEDURE:DP:GEYSR6.DNW:BODY:GIYER-DNW:1:,GIYER-DNW,GIYER,DNW,GIYER,DNW,matches_operational_endpoints
PROCEDURE:DP:GIDGT4.GIDGT,DP,PROC_PATH:PROCEDURE:DP:GIDGT4.GIDGT:BODY:AYVUH-GIDGT:1:,AYVUH-GIDGT,AYVUH,GIDGT,AYVUH,GIDGT,matches_operational_endpoints
PROCEDURE:DP:GIDGT4.GIDGT,DP,PROC_PATH:PROCEDURE:DP:GIDGT4.GIDGT:BODY:KYBAD-GIDGT:1:,KYBAD-GIDGT,KYBAD,GIDGT,KYBAD,GIDGT,matches_operational_endpoints
PROCEDURE:DP:GIDGT4.GIDGT,DP,PROC_PATH:PROCEDURE:DP:GIDGT4.GIDGT:BODY:LEELN-GIDGT:1:,LEELN-GIDGT,LEELN,GIDGT,LEELN,GIDGT,matches_operational_endpoints
PROCEDURE:DP:GIFFA1.GIFFA,DP,PROC_PATH:PROCEDURE:DP:GIFFA1.GIFFA:BODY:MONNT-GIFFA:1:,MONNT-GIFFA,MONNT,GIFFA,MONNT,GIFFA,matches_operational_endpoints
PROCEDURE:DP:GIPLE7.GIPLE,DP,PROC_PATH:PROCEDURE:DP:GIPLE7.GIPLE:BODY:BONLE-GIPLE:1:,BONLE-GIPLE,BONLE,GIPLE,BONLE,GIPLE,matches_operational_endpoints
PROCEDURE:DP:GIPLE7.GIPLE,DP,PROC_PATH:PROCEDURE:DP:GIPLE7.GIPLE:BODY:FANSA-GIPLE:1:,FANSA-GIPLE,FANSA,GIPLE,FANSA,GIPLE,matches_operational_endpoints
PROCEDURE:DP:GIPLE7.GIPLE,DP,PROC_PATH:PROCEDURE:DP:GIPLE7.GIPLE:BODY:FLOEE-GIPLE:1:,FLOEE-GIPLE,FLOEE,GIPLE,FLOEE,GIPLE,matches_operational_endpoints
PROCEDURE:DP:GIPLE7.GIPLE,DP,PROC_PATH:PROCEDURE:DP:GIPLE7.GIPLE:BODY:HAGSS-GIPLE:1:,HAGSS-GIPLE,HAGSS,GIPLE,HAGSS,GIPLE,matches_operational_endpoints
PROCEDURE:DP:GIPLE7.GIPLE,DP,PROC_PATH:PROCEDURE:DP:GIPLE7.GIPLE:BODY:KINNG-GIPLE:1:,KINNG-GIPLE,KINNG,GIPLE,KINNG,GIPLE,matches_operational_endpoints
