airwayKey,airwayPathKey,fromOccurrenceKey,toOccurrenceKey,fromPointKey,toPointKey,fromPointSeq,toPointSeq,magCourse,oppositeMagCourse,minEnrouteAltFt,minEnrouteAltOppositeFt,gpsMinEnrouteAltFt,gapFlag,signalGapFlag,dogleg,forwardEndpointResolved,reverseDirectionEvidence,reverseEvidenceStatus,sourceTable,sourceRowId
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:930,AWY_OCC:T224:C:940,POINT:FIX:MOVFA:K6,POINT:NAVAID:JFK:VOR/DME:US:NY:NEW_YORK,930,940,41.59,222.12,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5880
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:940,AWY_OCC:T224:C:950,POINT:NAVAID:JFK:VOR/DME:US:NY:NEW_YORK,POINT:FIX:KEEPM:K6,940,950,52.58,232.86,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5881
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:950,AWY_OCC:T224:C:960,POINT:FIX:KEEPM:K6,POINT:FIX:TRANZ:K6,950,960,93.23,274.05,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5882
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:960,AWY_OCC:T224:C:970,POINT:FIX:TRANZ:K6,POINT:FIX:JAFFY:K6,960,970,93.23,274.05,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5883
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:970,AWY_OCC:T224:C:980,POINT:FIX:JAFFY:K6,POINT:NAVAID:CCC:VOR/DME:US:NY:CALVERTON,970,980,93.23,274.05,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5884
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:980,AWY_OCC:T224:C:990,POINT:NAVAID:CCC:VOR/DME:US:NY:CALVERTON,POINT:FIX:KEYED:K6,980,990,56.71,237.67,,,1900,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5885
AIRWAY:T224,AIRWAY_PATH:T224:C,AWY_OCC:T224:C:990,AWY_OCC:T224:C:1000,POINT:FIX:KEYED:K6,POINT:FIX:VIKKY:K6,990,1000,56.71,237.67,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5886
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:10,AWY_OCC:T225:A:20,POINT:NAVAID:HPB:VOR/DME:US:AK:HOOPER_BAY,POINT:FIX:AKELT:PA,10,20,36.82,219.3,,,4600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5900
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:100,AWY_OCC:T225:A:110,POINT:FIX:VENCE:PA,POINT:NAVAID:GAL:VOR/DME:US:AK:GALENA,100,110,52.11,233.93,,,3400,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5909
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:110,AWY_OCC:T225:A:120,POINT:NAVAID:GAL:VOR/DME:US:AK:GALENA,POINT:FIX:KUHZE:PA,110,120,62.68,243.02,,,4400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5910
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:120,AWY_OCC:T225:A:130,POINT:FIX:KUHZE:PA,POINT:FIX:FECFO:PA,120,130,67.27,247.42,,,6800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5911
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:130,AWY_OCC:T225:A:140,POINT:FIX:FECFO:PA,POINT:FIX:CHOKK:PA,130,140,64.41,246.13,,,6800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5912
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:140,AWY_OCC:T225:A:150,POINT:FIX:CHOKK:PA,POINT:FIX:NELTE:PA,140,150,64.41,246.13,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5913
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:150,AWY_OCC:T225:A:160,POINT:FIX:NELTE:PA,POINT:NAVAID:TAL:VOR/DME:US:AK:TANANA,150,160,64.41,246.13,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5914
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:160,AWY_OCC:T225:A:170,POINT:NAVAID:TAL:VOR/DME:US:AK:TANANA,POINT:FIX:SATUE:PA,160,170,86.91,269.05,,,4000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5915
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:170,AWY_OCC:T225:A:180,POINT:FIX:SATUE:PA,POINT:FIX:REEBA:PA,170,180,86.91,269.05,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5916
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:180,AWY_OCC:T225:A:190,POINT:FIX:REEBA:PA,POINT:FIX:GOLLY:PA,180,190,86.91,269.05,,,5000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5917
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:190,AWY_OCC:T225:A:200,POINT:FIX:GOLLY:PA,POINT:FIX:MINTO:PA,190,200,86.91,269.05,,,5000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5918
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:20,AWY_OCC:T225:A:30,POINT:FIX:AKELT:PA,POINT:FIX:HUMLA:PA,20,30,36.82,219.3,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5901
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:200,AWY_OCC:T225:A:210,POINT:FIX:MINTO:PA,POINT:NAVAID:FAI:VORTAC:US:AK:FAIRBANKS,200,210,86.91,269.05,,,5000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5919
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:30,AWY_OCC:T225:A:40,POINT:FIX:HUMLA:PA,POINT:FIX:ZIPIX:PA,30,40,36.82,219.3,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5902
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:40,AWY_OCC:T225:A:50,POINT:FIX:ZIPIX:PA,POINT:FIX:ALMOT:PA,40,50,36.82,219.3,,,3300,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5903
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:50,AWY_OCC:T225:A:60,POINT:FIX:ALMOT:PA,POINT:FIX:HERLA:PA,50,60,36.82,219.3,,,3700,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5904
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:60,AWY_OCC:T225:A:70,POINT:FIX:HERLA:PA,POINT:FIX:MKLUR:PA,60,70,36.82,219.3,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5905
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:70,AWY_OCC:T225:A:80,POINT:FIX:MKLUR:PA,POINT:NAVAID:UNK:VOR/DME:US:AK:UNALAKLEET,70,80,36.82,219.3,,,3000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5906
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:80,AWY_OCC:T225:A:90,POINT:NAVAID:UNK:VOR/DME:US:AK:UNALAKLEET,POINT:FIX:EDMON:PA,80,90,52.11,233.93,,,5000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5907
AIRWAY:T225,AIRWAY_PATH:T225:A,AWY_OCC:T225:A:90,AWY_OCC:T225:A:100,POINT:FIX:EDMON:PA,POINT:FIX:VENCE:PA,90,100,52.11,233.93,,,5900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5908
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:10,AWY_OCC:T226:A:20,POINT:NAVAID:JOH:VOR/DME:US:AK:JOHNSTONE_POINT,POINT:FIX:FIDAL:PA,10,20,2.55,183.09,,,5000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5921
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:100,AWY_OCC:T226:A:110,POINT:FIX:HUTIL:PA,POINT:FIX:DEYEP:PA,100,110,348.2,168.47,,,7000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5930
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:110,AWY_OCC:T226:A:120,POINT:FIX:DEYEP:PA,POINT:FIX:WUTGA:PA,110,120,348.2,168.47,,,6400,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5931
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:120,AWY_OCC:T226:A:130,POINT:FIX:WUTGA:PA,POINT:FIX:HEXAX:PA,120,130,348.2,168.47,,,7100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5932
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:130,AWY_OCC:T226:A:140,POINT:FIX:HEXAX:PA,POINT:NAVAID:FYU:VORTAC:US:AK:FORT_YUKON,130,140,348.2,168.47,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5933
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:20,AWY_OCC:T226:A:30,POINT:FIX:FIDAL:PA,POINT:FIX:ROBES:PA,20,30,2.55,183.09,,,8000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5922
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:30,AWY_OCC:T226:A:40,POINT:FIX:ROBES:PA,POINT:FIX:KLUNG:PA,30,40,2.55,183.09,,,10000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5923
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:40,AWY_OCC:T226:A:50,POINT:FIX:KLUNG:PA,POINT:NAVAID:GKN:VOR/DME:US:AK:GULKANA,40,50,2.55,183.09,,,7000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5924
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:50,AWY_OCC:T226:A:60,POINT:NAVAID:GKN:VOR/DME:US:AK:GULKANA,POINT:FIX:DOZEY:PA,50,60,340.6,160.4,,,5000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5925
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:60,AWY_OCC:T226:A:70,POINT:FIX:DOZEY:PA,POINT:FIX:PAXON:PA,60,70,340.6,160.4,,,8000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5926
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:70,AWY_OCC:T226:A:80,POINT:FIX:PAXON:PA,POINT:FIX:DONEL:PA,70,80,340.6,160.4,,,12000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5927
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:80,AWY_OCC:T226:A:90,POINT:FIX:DONEL:PA,POINT:NAVAID:BIG:VORTAC:US:AK:DELTA_JUNCTION_FT_GREELY,80,90,340.6,160.4,,,7000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5928
AIRWAY:T226,AIRWAY_PATH:T226:A,AWY_OCC:T226:A:90,AWY_OCC:T226:A:100,POINT:NAVAID:BIG:VORTAC:US:AK:DELTA_JUNCTION_FT_GREELY,POINT:FIX:HUTIL:PA,90,100,348.2,168.47,,,7000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5929
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:10,AWY_OCC:T227:A:20,POINT:NAVAID:SYA:VORTAC:US:AK:SHEMYA,POINT:FIX:JANNT:PA,10,20,95.67,278.25,,,3400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5935
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:100,AWY_OCC:T227:A:110,POINT:FIX:BINAL:PA,POINT:FIX:WIXER:PA,100,110,48.03,229.48,,,3800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5944
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:110,AWY_OCC:T227:A:120,POINT:FIX:WIXER:PA,POINT:FIX:CULTI:PA,110,120,28.08,209,,,3400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5945
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:120,AWY_OCC:T227:A:130,POINT:FIX:CULTI:PA,POINT:FIX:ZAFPO:PA,120,130,30.85,211.91,,,4300,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5946
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:130,AWY_OCC:T227:A:140,POINT:FIX:ZAFPO:PA,POINT:FIX:BATTY:PA,130,140,30.85,211.91,,,5600,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5947
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:140,AWY_OCC:T227:A:150,POINT:FIX:BATTY:PA,POINT:FIX:GAMIC:PA,140,150,30.85,211.91,,,5700,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5948
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:150,AWY_OCC:T227:A:160,POINT:FIX:GAMIC:PA,POINT:FIX:FEDGI:PA,150,160,30.85,211.91,,,5000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5949
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:160,AWY_OCC:T227:A:170,POINT:FIX:FEDGI:PA,POINT:FIX:WEZZL:PA,160,170,54.2,235.07,,,6300,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5950
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:170,AWY_OCC:T227:A:180,POINT:FIX:WEZZL:PA,POINT:FIX:AMOTT:PA,170,180,13.67,194.16,,,2100,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5951
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:180,AWY_OCC:T227:A:190,POINT:FIX:AMOTT:PA,POINT:NAVAID:BGQ:VORTAC:US:AK:BIG_LAKE,180,190,30.04,210.72,,,2300,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5952
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:190,AWY_OCC:T227:A:200,POINT:NAVAID:BGQ:VORTAC:US:AK:BIG_LAKE,POINT:FIX:SURES:PA,190,200,0.25,181.13,,,7000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5953
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:20,AWY_OCC:T227:A:30,POINT:FIX:JANNT:PA,POINT:FIX:DEJJE:PA,20,30,98.3,278.64,,,4600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5936
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:200,AWY_OCC:T227:A:210,POINT:FIX:SURES:PA,POINT:FIX:CAWIN:PA,200,210,0.25,181.13,,,9700,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5954
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:210,AWY_OCC:T227:A:220,POINT:FIX:CAWIN:PA,POINT:FIX:LIBER:PA,210,220,0.25,181.13,,,9000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5955
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:220,AWY_OCC:T227:A:230,POINT:FIX:LIBER:PA,POINT:FIX:GLOWS:PA,220,230,0.25,181.13,,,7100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5956
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:230,AWY_OCC:T227:A:240,POINT:FIX:GLOWS:PA,POINT:FIX:PERZO:PA,230,240,358.76,178.83,,,3600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5957
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:240,AWY_OCC:T227:A:250,POINT:FIX:PERZO:PA,POINT:NAVAID:FAI:VORTAC:US:AK:FAIRBANKS,240,250,5.44,185.51,,,3600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5958
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:250,AWY_OCC:T227:A:260,POINT:NAVAID:FAI:VORTAC:US:AK:FAIRBANKS,POINT:FIX:PESGE:PA,250,260,343.64,163.89,,,5400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5959
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:260,AWY_OCC:T227:A:270,POINT:FIX:PESGE:PA,POINT:FIX:JIFFS:PA,260,270,343.64,163.89,,,5000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5960
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:270,AWY_OCC:T227:A:280,POINT:FIX:JIFFS:PA,POINT:FIX:FIPSU:PA,270,280,343.64,163.89,,,11000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5961
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:280,AWY_OCC:T227:A:290,POINT:FIX:FIPSU:PA,POINT:FIX:CUGOB:PA,280,290,343.64,163.89,,,11000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5962
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:290,AWY_OCC:T227:A:300,POINT:FIX:CUGOB:PA,POINT:FIX:SIKLV:PA,290,300,343.64,163.89,,,4500,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5963
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:30,AWY_OCC:T227:A:40,POINT:FIX:DEJJE:PA,POINT:FIX:BAERE:PA,30,40,66.1,246.53,,,7500,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5937
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:300,AWY_OCC:T227:A:310,POINT:FIX:SIKLV:PA,POINT:NAVAID:SCC:VOR/DME:US:AK:DEADHORSE,300,310,343.64,163.89,,,2200,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5964
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:40,AWY_OCC:T227:A:50,POINT:FIX:BAERE:PA,POINT:FIX:INOTY:PA,40,50,63.21,246.9,,,7500,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5938
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:50,AWY_OCC:T227:A:60,POINT:FIX:INOTY:PA,POINT:FIX:HIMKI:PA,50,60,63.21,246.9,,,7500,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5939
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:60,AWY_OCC:T227:A:70,POINT:FIX:HIMKI:PA,POINT:FIX:ALEUT:PA,60,70,63.21,246.9,,,7500,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5940
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:70,AWY_OCC:T227:A:80,POINT:FIX:ALEUT:PA,POINT:FIX:MORDI:PA,70,80,45.36,225.98,,,2500,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5941
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:80,AWY_OCC:T227:A:90,POINT:FIX:MORDI:PA,POINT:FIX:GENFU:PA,80,90,56.62,237.4,,,4900,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5942
AIRWAY:T227,AIRWAY_PATH:T227:A,AWY_OCC:T227:A:90,AWY_OCC:T227:A:100,POINT:FIX:GENFU:PA,POINT:FIX:BINAL:PA,90,100,49.52,229.98,,,4000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5943
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:10,AWY_OCC:T228:A:20,POINT:FIX:ZIKNI:PA,POINT:FIX:KUCYE:PA,10,20,313.6,132.86,,,3600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5966
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:100,AWY_OCC:T228:A:110,POINT:FIX:GAITS:PA,POINT:FIX:TALYN:PA,100,110,342.26,162.15,,,7000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5975
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:110,AWY_OCC:T228:A:120,POINT:FIX:TALYN:PA,POINT:FIX:HIKAX:PA,110,120,342.26,162.15,,,7000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5976
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:120,AWY_OCC:T228:A:130,POINT:FIX:HIKAX:PA,POINT:FIX:HIPIV:PA,120,130,342.26,162.15,,,3800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5977
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:130,AWY_OCC:T228:A:140,POINT:FIX:HIPIV:PA,POINT:FIX:ECIPI:PA,130,140,0.36,180.85,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5978
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:140,AWY_OCC:T228:A:150,POINT:FIX:ECIPI:PA,POINT:FIX:JAPKI:PA,140,150,31.44,216.03,,,4000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5979
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:150,AWY_OCC:T228:A:160,POINT:FIX:JAPKI:PA,POINT:FIX:PODKE:PA,150,160,31.44,216.03,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5980
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:160,AWY_OCC:T228:A:170,POINT:FIX:PODKE:PA,POINT:FIX:CIRSU:PA,160,170,31.44,216.03,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5981
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:170,AWY_OCC:T228:A:180,POINT:FIX:CIRSU:PA,POINT:FIX:FAQIR:PA,170,180,31.44,216.03,,,2600,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5982
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:180,AWY_OCC:T228:A:190,POINT:FIX:FAQIR:PA,POINT:NAVAID:BRW:VOR/DME:US:AK:UTQIAGVIK,180,190,31.44,216.03,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5983
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:190,AWY_OCC:T228:A:200,POINT:NAVAID:BRW:VOR/DME:US:AK:UTQIAGVIK,POINT:FIX:OOSIK:PA,190,200,96.87,280.87,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5984
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:20,AWY_OCC:T228:A:30,POINT:FIX:KUCYE:PA,POINT:FIX:RUFVY:PA,20,30,313.6,132.86,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5967
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:200,AWY_OCC:T228:A:210,POINT:FIX:OOSIK:PA,POINT:FIX:YIGUF:PA,200,210,96.87,280.87,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5985
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:210,AWY_OCC:T228:A:220,POINT:FIX:YIGUF:PA,POINT:NAVAID:SCC:VOR/DME:US:AK:DEADHORSE,210,220,96.87,280.87,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5986
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:220,AWY_OCC:T228:A:230,POINT:NAVAID:SCC:VOR/DME:US:AK:DEADHORSE,POINT:FIX:ROCES:PA,220,230,75.92,258.35,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5987
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:30,AWY_OCC:T228:A:40,POINT:FIX:RUFVY:PA,POINT:FIX:DENRO:PA,30,40,319.39,138.63,,,3000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5968
AIRWAY:T228,AIRWAY_PATH:T228:A,AWY_OCC:T228:A:40,AWY_OCC:T228:A:50,POINT:FIX:DENRO:PA,POINT:NAVAID:HPB:VOR/DME:US:AK:HOOPER_BAY,40,50,319.39,138.63,,,3000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,5969
