airwayKey,airwayPathKey,fromOccurrenceKey,toOccurrenceKey,fromPointKey,toPointKey,fromPointSeq,toPointSeq,magCourse,oppositeMagCourse,minEnrouteAltFt,minEnrouteAltOppositeFt,gpsMinEnrouteAltFt,gapFlag,signalGapFlag,dogleg,forwardEndpointResolved,reverseDirectionEvidence,reverseEvidenceStatus,sourceTable,sourceRowId
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:100,AWY_OCC:T335:C:110,POINT:FIX:HOSKR:K6,POINT:NAVAID:PTW:VORTAC:US:PA:POTTSTOWN,100,110,8.14,188.16,,,2400,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7599
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:110,AWY_OCC:T335:C:120,POINT:NAVAID:PTW:VORTAC:US:PA:POTTSTOWN,POINT:FIX:HIKES:K6,110,120,356.93,176.85,,,2800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7600
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:120,AWY_OCC:T335:C:130,POINT:FIX:HIKES:K6,POINT:NAVAID:ETX:VOR/DME:US:PA:EAST_TEXAS,120,130,356.93,176.85,,,2900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7601
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:130,AWY_OCC:T335:C:140,POINT:NAVAID:ETX:VOR/DME:US:PA:EAST_TEXAS,POINT:FIX:SLATT:K6,130,140,11.34,191.45,,,3300,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7602
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:140,AWY_OCC:T335:C:150,POINT:FIX:SLATT:K6,POINT:FIX:WHITT:K6,140,150,11.34,191.45,,,3800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7603
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:150,AWY_OCC:T335:C:160,POINT:FIX:WHITT:K6,POINT:FIX:WLKES:K6,150,160,11.34,191.45,,,4000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7604
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:160,AWY_OCC:T335:C:170,POINT:FIX:WLKES:K6,POINT:FIX:LECOR:K6,160,170,351.19,170.82,,,4800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7605
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:170,AWY_OCC:T335:C:180,POINT:FIX:LECOR:K6,POINT:FIX:SCOFF:K6,170,180,351.19,170.82,,,3900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7606
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:180,AWY_OCC:T335:C:190,POINT:FIX:SCOFF:K6,POINT:FIX:WONGS:K6,180,190,351.19,170.82,,,3900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7607
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:190,AWY_OCC:T335:C:200,POINT:FIX:WONGS:K6,POINT:FIX:NOSEE:K6,190,200,351.19,170.82,,,3900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7608
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:20,AWY_OCC:T335:C:30,POINT:FIX:TRPOD:K6,POINT:FIX:EZIZI:K6,20,30,15.35,195.41,,,1900,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7591
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:200,AWY_OCC:T335:C:210,POINT:FIX:NOSEE:K6,POINT:NAVAID:CFB:VOR/DME:US:NY:BINGHAMTON,200,210,351.19,170.82,,,3900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7609
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:210,AWY_OCC:T335:C:220,POINT:NAVAID:CFB:VOR/DME:US:NY:BINGHAMTON,POINT:FIX:CORTA:K6,210,220,16.63,196.78,,,3800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7610
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:220,AWY_OCC:T335:C:230,POINT:FIX:CORTA:K6,POINT:FIX:VESPE:K6,220,230,0.92,180.87,,,3700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7611
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:230,AWY_OCC:T335:C:240,POINT:FIX:VESPE:K6,POINT:FIX:TUMPS:K6,230,240,0.92,180.87,,,3700,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7612
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:240,AWY_OCC:T335:C:250,POINT:FIX:TUMPS:K6,POINT:NAVAID:SYR:VORTAC:US:NY:SYRACUSE,240,250,0.92,180.87,,,2800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7613
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:30,AWY_OCC:T335:C:40,POINT:FIX:EZIZI:K6,POINT:FIX:LAFLN:K6,30,40,11.08,191.16,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7592
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:40,AWY_OCC:T335:C:50,POINT:FIX:LAFLN:K6,POINT:FIX:COSHA:K6,40,50,11.08,191.16,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7593
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:50,AWY_OCC:T335:C:60,POINT:FIX:COSHA:K6,POINT:NAVAID:ENO:VORTAC:US:DE:KENTON,50,60,11.08,191.16,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7594
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:60,AWY_OCC:T335:C:70,POINT:NAVAID:ENO:VORTAC:US:DE:KENTON,POINT:FIX:BLARE:K6,60,70,2.57,182.55,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7595
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:70,AWY_OCC:T335:C:80,POINT:FIX:BLARE:K6,POINT:NAVAID:DQO:VORTAC:US:DE:WILMINGTON,70,80,2.57,182.55,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7596
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:80,AWY_OCC:T335:C:90,POINT:NAVAID:DQO:VORTAC:US:DE:WILMINGTON,POINT:FIX:MARQI:K6,80,90,24.1,204.21,,,2200,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7597
AIRWAY:T335,AIRWAY_PATH:T335:C,AWY_OCC:T335:C:90,AWY_OCC:T335:C:100,POINT:FIX:MARQI:K6,POINT:FIX:HOSKR:K6,90,100,8.14,188.16,,,2400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7598
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:10,AWY_OCC:T336:C:20,POINT:FIX:MILLP:K7,POINT:FIX:BRITS:K7,10,20,145.82,326.64,,,2100,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7615
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:100,AWY_OCC:T336:C:110,POINT:FIX:VIZTA:K7,POINT:FIX:PUNQU:K7,100,110,138.91,320.15,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7624
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:110,AWY_OCC:T336:C:120,POINT:FIX:PUNQU:K7,POINT:FIX:YOJIX:K7,110,120,163.13,343.35,,,2200,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7625
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:120,AWY_OCC:T336:C:130,POINT:FIX:YOJIX:K7,POINT:FIX:YONMA:K7,120,130,88.45,268.87,,,2200,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7626
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:130,AWY_OCC:T336:C:140,POINT:FIX:YONMA:K7,POINT:FIX:ODDEL:K7,130,140,88.45,268.87,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7627
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:140,AWY_OCC:T336:C:150,POINT:FIX:ODDEL:K7,POINT:FIX:DEARY:K7,140,150,95.74,276.03,,,2700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7628
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:150,AWY_OCC:T336:C:160,POINT:FIX:DEARY:K7,POINT:FIX:VALKA:K7,150,160,128.02,308.36,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7629
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:20,AWY_OCC:T336:C:30,POINT:FIX:BRITS:K7,POINT:FIX:CLRRK:K7,20,30,145.82,326.64,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7616
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:30,AWY_OCC:T336:C:40,POINT:FIX:CLRRK:K7,POINT:FIX:CRESS:K7,30,40,145.82,326.64,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7617
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:40,AWY_OCC:T336:C:50,POINT:FIX:CRESS:K7,POINT:FIX:TERES:K7,40,50,145.82,326.64,,,2100,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7618
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:50,AWY_OCC:T336:C:60,POINT:FIX:TERES:K7,POINT:FIX:HEVVN:K7,50,60,111.6,292.08,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7619
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:60,AWY_OCC:T336:C:70,POINT:FIX:HEVVN:K7,POINT:FIX:CCITY:K7,60,70,113.59,294.53,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7620
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:70,AWY_OCC:T336:C:80,POINT:FIX:CCITY:K7,POINT:FIX:FUTSY:K7,70,80,138.91,320.15,,,2500,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7621
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:80,AWY_OCC:T336:C:90,POINT:FIX:FUTSY:K7,POINT:FIX:OMMNI:K7,80,90,138.91,320.15,,,1900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7622
AIRWAY:T336,AIRWAY_PATH:T336:C,AWY_OCC:T336:C:90,AWY_OCC:T336:C:100,POINT:FIX:OMMNI:K7,POINT:FIX:VIZTA:K7,90,100,138.91,320.15,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7623
AIRWAY:T338,AIRWAY_PATH:T338:C,AWY_OCC:T338:C:10,AWY_OCC:T338:C:20,POINT:FIX:DSIRE:K2,POINT:FIX:LNDIN:K2,10,20,80.65,261,,,7200,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7631
AIRWAY:T338,AIRWAY_PATH:T338:C,AWY_OCC:T338:C:20,AWY_OCC:T338:C:30,POINT:FIX:LNDIN:K2,POINT:FIX:WYLND:K2,20,30,88.77,269.14,,,6600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7632
AIRWAY:T338,AIRWAY_PATH:T338:C,AWY_OCC:T338:C:30,AWY_OCC:T338:C:40,POINT:FIX:WYLND:K2,POINT:FIX:BOEGY:K2,30,40,92.31,272.64,,,7700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7633
AIRWAY:T339,AIRWAY_PATH:T339:C,AWY_OCC:T339:C:10,AWY_OCC:T339:C:20,POINT:FIX:CARNU:K7,POINT:FIX:DEEDS:K7,10,20,12.26,192.45,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7635
AIRWAY:T339,AIRWAY_PATH:T339:C,AWY_OCC:T339:C:20,AWY_OCC:T339:C:30,POINT:FIX:DEEDS:K7,POINT:FIX:SWAGS:K7,20,30,37.85,218.01,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7636
AIRWAY:T339,AIRWAY_PATH:T339:C,AWY_OCC:T339:C:30,AWY_OCC:T339:C:40,POINT:FIX:SWAGS:K7,POINT:FIX:ZAGPO:K7,30,40,37.19,217.37,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7637
AIRWAY:T339,AIRWAY_PATH:T339:C,AWY_OCC:T339:C:40,AWY_OCC:T339:C:50,POINT:FIX:ZAGPO:K7,POINT:FIX:DIDDY:K7,40,50,11.14,191.32,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7638
AIRWAY:T339,AIRWAY_PATH:T339:C,AWY_OCC:T339:C:50,AWY_OCC:T339:C:60,POINT:FIX:DIDDY:K7,POINT:FIX:ODDEL:K7,50,60,349.13,168.9,,,2700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7639
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:10,AWY_OCC:T340:H:20,POINT:FIX:NORBY:PH,POINT:FIX:HLONO:PH,10,20,105.04,285.12,,,2800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7641
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:100,AWY_OCC:T340:H:110,POINT:FIX:VELLA:PH,POINT:FIX:ARBOR:PH,100,110,115.11,295.18,,,4000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7650
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:110,AWY_OCC:T340:H:120,POINT:FIX:ARBOR:PH,POINT:NAVAID:ITO:VORTAC:US:HI:HILO,110,120,146.61,326.67,,,3800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7651
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:20,AWY_OCC:T340:H:30,POINT:FIX:HLONO:PH,POINT:FIX:AARES:PH,20,30,96.13,276.19,,,2800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7642
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:30,AWY_OCC:T340:H:40,POINT:FIX:AARES:PH,POINT:FIX:CHAIN:PH,30,40,89.81,269.87,,,3800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7643
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:40,AWY_OCC:T340:H:50,POINT:FIX:CHAIN:PH,POINT:FIX:WYLUA:PH,40,50,62.53,242.64,,,5500,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7644
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:50,AWY_OCC:T340:H:60,POINT:FIX:WYLUA:PH,POINT:FIX:BARBY:PH,50,60,105.04,285.22,,,4000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7645
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:60,AWY_OCC:T340:H:70,POINT:FIX:BARBY:PH,POINT:FIX:LONOH:PH,60,70,142.09,322.21,,,8000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7646
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:70,AWY_OCC:T340:H:80,POINT:FIX:LONOH:PH,POINT:FIX:PLACK:PH,70,80,142.27,322.33,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7647
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:80,AWY_OCC:T340:H:90,POINT:FIX:PLACK:PH,POINT:FIX:WAPIO:PH,80,90,142.27,322.33,,,4700,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7648
AIRWAY:T340,AIRWAY_PATH:T340:H,AWY_OCC:T340:H:90,AWY_OCC:T340:H:100,POINT:FIX:WAPIO:PH,POINT:FIX:VELLA:PH,90,100,96.89,276.95,,,4700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7649
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:10,AWY_OCC:T341:C:20,POINT:FIX:MEAGN:K7,POINT:FIX:ZAGPO:K7,10,20,323.49,143.33,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7653
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:100,AWY_OCC:T341:C:110,POINT:FIX:DULFN:K7,POINT:FIX:OMMNI:K7,100,110,355.21,175.13,,,1900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7662
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:110,AWY_OCC:T341:C:120,POINT:FIX:OMMNI:K7,POINT:FIX:WALEE:K7,110,120,2.08,182.09,,,1900,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7663
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:120,AWY_OCC:T341:C:130,POINT:FIX:WALEE:K7,POINT:FIX:MARQO:K7,120,130,348.41,168.15,,,2100,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7664
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:130,AWY_OCC:T341:C:140,POINT:FIX:MARQO:K7,POINT:FIX:TWEST:K7,130,140,21.29,202.02,,,2100,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7665
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:140,AWY_OCC:T341:C:150,POINT:FIX:TWEST:K7,POINT:FIX:LOTTS:K7,140,150,41.8,222.79,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7666
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:150,AWY_OCC:T341:C:160,POINT:FIX:LOTTS:K7,POINT:FIX:DOVER:K7,150,160,41.8,222.79,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7667
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:160,AWY_OCC:T341:C:170,POINT:FIX:DOVER:K7,POINT:FIX:DURBE:K7,160,170,41.8,222.79,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7668
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:170,AWY_OCC:T341:C:180,POINT:FIX:DURBE:K7,POINT:FIX:HARAB:K7,170,180,64.14,245.17,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7669
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:180,AWY_OCC:T341:C:190,POINT:FIX:HARAB:K7,POINT:FIX:BOWMA:K7,180,190,64.14,245.17,,,1900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7670
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:190,AWY_OCC:T341:C:200,POINT:FIX:BOWMA:K7,POINT:FIX:VANNC:K7,190,200,64.14,245.17,,,1900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7671
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:20,AWY_OCC:T341:C:30,POINT:FIX:ZAGPO:K7,POINT:FIX:KNRAD:K7,20,30,327.21,146.8,,,1700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7654
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:200,AWY_OCC:T341:C:210,POINT:FIX:VANNC:K7,POINT:FIX:MADLY:K7,200,210,48.89,229.88,,,2100,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7672
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:210,AWY_OCC:T341:C:220,POINT:FIX:MADLY:K7,POINT:FIX:PEGIE:K7,210,220,48.89,229.88,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7673
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:220,AWY_OCC:T341:C:230,POINT:FIX:PEGIE:K7,POINT:FIX:DUTEE:K7,220,230,48.89,229.88,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7674
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:230,AWY_OCC:T341:C:240,POINT:FIX:DUTEE:K7,POINT:FIX:FLRNS:K7,230,240,48.89,229.88,,,1900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7675
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:30,AWY_OCC:T341:C:40,POINT:FIX:KNRAD:K7,POINT:FIX:CUSEK:K7,30,40,327.21,146.8,,,1800,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7655
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:40,AWY_OCC:T341:C:50,POINT:FIX:CUSEK:K7,POINT:FIX:FEBRO:K7,40,50,341.68,161.34,,,1900,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7656
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:50,AWY_OCC:T341:C:60,POINT:FIX:FEBRO:K7,POINT:FIX:POPSS:K7,50,60,336.65,156.51,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7657
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:60,AWY_OCC:T341:C:70,POINT:FIX:POPSS:K7,POINT:FIX:YELLZ:K7,60,70,336.65,156.51,,,2000,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7658
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:70,AWY_OCC:T341:C:80,POINT:FIX:YELLZ:K7,POINT:FIX:WEZER:K7,70,80,340.02,159.93,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7659
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:80,AWY_OCC:T341:C:90,POINT:FIX:WEZER:K7,POINT:FIX:VARZE:K7,80,90,9.79,189.83,,,2000,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7660
AIRWAY:T341,AIRWAY_PATH:T341:C,AWY_OCC:T341:C:90,AWY_OCC:T341:C:100,POINT:FIX:VARZE:K7,POINT:FIX:DULFN:K7,90,100,355.21,175.13,,,1800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7661
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:10,AWY_OCC:T342:H:20,POINT:FIX:KUHIO:PH,POINT:NAVAID:CKH:VORTAC:US:HI:KOKO_HEAD,10,20,75.97,256.02,,,4800,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7677
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:100,AWY_OCC:T342:H:110,POINT:FIX:TAMMI:PH,POINT:NAVAID:KOA:VORTAC:US:HI:KAILUA-KONA,100,110,172.35,352.37,,,5300,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7686
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:20,AWY_OCC:T342:H:30,POINT:NAVAID:CKH:VORTAC:US:HI:KOKO_HEAD,POINT:FIX:ALAEY:PH,20,30,83.27,263.34,,,4700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7678
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:30,AWY_OCC:T342:H:40,POINT:FIX:ALAEY:PH,POINT:FIX:DAKKL:PH,30,40,83.58,263.84,,,4700,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7679
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:40,AWY_OCC:T342:H:50,POINT:FIX:DAKKL:PH,POINT:FIX:PLUMB:PH,40,50,83.58,263.84,,,5900,N,N,N,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7680
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:50,AWY_OCC:T342:H:60,POINT:FIX:PLUMB:PH,POINT:FIX:WYLUA:PH,50,60,139.78,319.83,,,4400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7681
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:60,AWY_OCC:T342:H:70,POINT:FIX:WYLUA:PH,POINT:NAVAID:OGG:VORTAC:US:HI:KAHULUI,60,70,142.74,322.78,,,4400,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7682
AIRWAY:T342,AIRWAY_PATH:T342:H,AWY_OCC:T342:H:70,AWY_OCC:T342:H:80,POINT:NAVAID:OGG:VORTAC:US:HI:KAHULUI,POINT:FIX:MAKEN:PH,70,80,170.43,350.47,,,8600,N,N,Y,true,oppositeMagCourse,explicit_opposite_fields_present,AWY_SEG_ALT,7683
