"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","CHARTING_TYPE_DESC"
"2026/05/14","EPEDE WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","EPGAF WP*MS*K7",1,"MS","US","IAP"
"2026/05/14","EPHEX WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","EPHRATA VORTAC*WA",1,"WA","US","IAP"
"2026/05/14","EPHRATA VORTAC*WA",2,"WA","US","IAP"
"2026/05/14","EPHRATA VORTAC*WA",3,"WA","US","STAR"
"2026/05/14","EPIBY WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","EPICK WP*CA*K2",1,"CA","US","STAR"
"2026/05/14","EPICS INT*VA*K6",1,"VA","US","IAP"
"2026/05/14","EPICS INT*VA*K6",3,"VA","US","IAP"
"2026/05/14","EPICS WP*VA*K6",2,"VA","US","NOT REQUIRED"
"2026/05/14","EPICU WP*AL*K7",1,"AL","US","IAP"
"2026/05/14","EPILE WP*MT*K1",1,"MT","US","NOT REQUIRED"
"2026/05/14","EPKAW WP*DE*K6",1,"DE","US","IAP"
"2026/05/14","EPOLE WP*SC*K7",1,"SC","US","IAP"
"2026/05/14","EPOPY WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","EPOVE WP*WA*K1",1,"WA","US","SPECIAL IAP"
"2026/05/14","EPOZI INT*NC*K7",1,"NC","US","IAP"
"2026/05/14","EPOZI WP*NC*K7",2,"NC","US","IAP"
"2026/05/14","EPPIC WP*CO*K2",1,"CO","US","STAR"
"2026/05/14","EPSOM LOM*NH",1,"NH","US","IAP"
"2026/05/14","EPUHO WP*IL*K5",1,"IL","US","SPECIAL IAP"
"2026/05/14","EQAXO WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","EQPOX WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","EQQUP WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","EQUIP INT*GA*K7",1,"GA","US","MILITARY IAP"
"2026/05/14","EQUIP INT*GA*K7",2,"GA","US","MILITARY IAP"
"2026/05/14","EQUIP WP*GA*K7",3,"GA","US","MILITARY IAP"
"2026/05/14","ERAPE WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","ERASE WP*MS*K7",1,"MS","US","STAR"
"2026/05/14","ERBUH WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","ERECI WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","ERHOS WP*NE*K3",1,"NE","US","IAP"
"2026/05/14","ERICX WP*MN*K3",1,"MN","US","STAR"
"2026/05/14","ERIGY WP*MA*K6",1,"MA","US","IAP"
"2026/05/14","ERIXE WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","ERJAG WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","EROMY WP*SC*K7",1,"SC","US","IAP"
"2026/05/14","EROVE INT*TN*K7",2,"TN","US","IAP"
"2026/05/14","EROVE WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","EROWY WP*OR*K1",1,"OR","US","IAP"
"2026/05/14","EROXY WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","ERRDA WP*UT*K2",1,"UT","US","ENROUTE HIGH"
"2026/05/14","ERRDA WP*UT*K2",1,"UT","US","ENROUTE LOW"
"2026/05/14","ERRYS INT*MI*K5",1,"MI","US","IAP"
"2026/05/14","ERTTS INT*GU*PG",1,"GU","US","NOT REQUIRED"
"2026/05/14","ERUPT WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","ERUVE WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","ERUYA WP*NE*K3",1,"NE","US","IAP"
"2026/05/14","ESAVE WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","ESCANABA VOR/DME*MI",1,"MI","US","IAP"
"2026/05/14","ESCANABA VOR/DME*MI",2,"MI","US","IAP"
"2026/05/14","ESCHR WP*NC*K7",1,"NC","US","ENROUTE HIGH"
"2026/05/14","ESCOM WP*OK*K4",1,"OK","US","IAP"
"2026/05/14","ESDEF INT*TX*K4",1,"TX","US","IAP"
"2026/05/14","ESEGE WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","ESEHI WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","ESETE INT*FL*K7",1,"FL","US","IAP"
"2026/05/14","ESGEE WP*NV*K2",1,"NV","US","ENROUTE HIGH"
"2026/05/14","ESJAY INT*NY*K6",1,"NY","US","ENROUTE LOW"
"2026/05/14","ESLEY WP*OR*K1",1,"OR","US","STAR"
"2026/05/14","ESOKY WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","ESONE WP*KY*K5",1,"KY","US","IAP"
"2026/05/14","ESOTE WP*OH*K5",1,"OH","US","SPECIAL IAP"
"2026/05/14","ESOVY WP*QM*P",1,"QM","US","IAP"
"2026/05/14","ESPAN WP*NM*K2",1,"NM","US","STAR"
"2026/05/14","ESPEY INT*GA*K7",1,"GA","US","MILITARY IAP"
"2026/05/14","ESRAQ INT*FL*K7",2,"FL","US","IAP"
"2026/05/14","ESRAQ WP*FL*K7",1,"FL","US","IAP"
"2026/05/14","ESTER WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","ESTRE INT*KS*K3",1,"KS","US","NOT REQUIRED"
"2026/05/14","ESTVI INT*OK*K4",1,"OK","US","NOT REQUIRED"
"2026/05/14","ESURE WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","ESVAC WP*SC*K7",1,"SC","US","IAP"
"2026/05/14","ESVOW WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","ETABE INT*AR*K4",1,"AR","US","MILITARY IAP"
"2026/05/14","ETAGE WP*CA*K2",1,"CA","US","SPECIAL IAP"
"2026/05/14","ETBUW WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","ETDAM WP*TX*K4",1,"TX","US","SPECIAL IAP"
"2026/05/14","ETDIN WP*ME*K6",1,"ME","US","SPECIAL IAP"
"2026/05/14","ETEVY INT*AL*K7",2,"AL","US","IAP"
"2026/05/14","ETEVY WP*AL*K7",1,"AL","US","IAP"
"2026/05/14","ETHER INT*CA*K2",1,"CA","US","SID"
"2026/05/14","ETHER WP*CA*K2",2,"CA","US","IAP"
"2026/05/14","ETIRY WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","ETKUC WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","ETNOE WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","ETOHO WP*MT*K1",1,"MT","US","IAP"
"2026/05/14","ETOWA WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","ETROH WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","ETSIW WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","ETUBY WP*UT*K2",1,"UT","US","MILITARY IAP"
"2026/05/14","ETUGE WP*NY*K6",1,"NY","US","IAP"
"2026/05/14","ETUME WP*VA*K6",1,"VA","US","IAP"
"2026/05/14","ETUNE WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","ETUVE WP*IN*K5",1,"IN","US","IAP"
"2026/05/14","ETVIW WP*AZ*K2",1,"AZ","US","IAP"
"2026/05/14","ETWEE WP*OH*K5",1,"OH","US","SPECIAL IAP"
"2026/05/14","ETZOP WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","EUFAULA VORTAC*AL",1,"AL","US","IAP"
"2026/05/14","EUGEN INT*CA*K2",1,"CA","US","ENROUTE LOW"
"2026/05/14","EUGEN INT*CA*K2",1,"CA","US","STAR"
"2026/05/14","EUGENE VORTAC*OR",1,"OR","US","SID"
"2026/05/14","EVADE WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","EVANE WP*NE*K3",1,"NE","US","IAP"
"2026/05/14","EVANN INT*AK*PA",1,"AK","US","IAP"
"2026/05/14","EVANN WP*AK*PA",2,"AK","US","IAP"
"2026/05/14","EVBUJ WP*MT*K1",1,"MT","US","IAP"
"2026/05/14","EVEBY WP*NH*K6",1,"NH","US","IAP"
"2026/05/14","EVECE WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","EVEMY WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","EVEPE WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EVEPY WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","EVERR INT*CA*K2",1,"CA","US","ENROUTE LOW"
"2026/05/14","EVHAP WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","EVIBE WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EVICT WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","EVIEE WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","EVIFI WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","EVITE WP*NH*K6",1,"NH","US","SPECIAL IAP"
"2026/05/14","EVITT INT*NJ*K6",1,"NJ","US","IAP"
"2026/05/14","EVMEH WP*VA*K6",1,"VA","US","IAP"
"2026/05/14","EVOYU WP*WA*K1",1,"WA","US","IAP"
"2026/05/14","EVRGD WP*FL*K7",1,"FL","US","IAP"
"2026/05/14","EVRIW WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","EVRLY WP*CO*K2",1,"CO","US","STAR"
"2026/05/14","EVRUZ WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","EVUKY WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","EVVIS WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","EVYIP INT*MI*K5",2,"MI","US","IAP"
"2026/05/14","EVYIP WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","EWABE NDB*HI",1,"HI","US","IAP"
"2026/05/14","EWAIT WP*OK*K4",1,"OK","US","IAP"
"2026/05/14","EWARD INT*PA*K6",1,"PA","US","IAP"
"2026/05/14","EWBUF WP*WV*K6",1,"WV","US","IAP"
"2026/05/14","EWEBU WP*SD*K3",1,"SD","US","IAP"
"2026/05/14","EWETA WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","EWIRU WP*ND*K3",1,"ND","US","NOT REQUIRED"
"2026/05/14","EWOPO WP*MS*K7",1,"MS","US","IAP"
"2026/05/14","EWRAF WP*ND*K3",1,"ND","US","NOT REQUIRED"
"2026/05/14","EWSER WP*AK*PA",1,"AK","US","SPECIAL IAP"
"2026/05/14","EWUKO WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","EWXUR WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","EXALT INT*NH*K6",1,"NH","US","ENROUTE LOW"
"2026/05/14","EXAMM WP*NJ*K6",1,"NJ","US","IAP"
"2026/05/14","EXBAN WP*FL*K7",1,"FL","US","IAP"
"2026/05/14","EXBEL WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","EXCAP WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","EXCON WP*CA*K2",1,"CA","US","SID"
"2026/05/14","EXEGE WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","EXERT INT*CA*K2",1,"CA","US","NOT REQUIRED"
"2026/05/14","EXERT INT*CA*K2",2,"CA","US","NOT REQUIRED"
"2026/05/14","EXERT INT*CA*K2",3,"CA","US","IAP"
"2026/05/14","EXESS WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","EXIDE WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","EXIHO WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","EXILE WP*WY*K1",1,"WY","US","IAP"
"2026/05/14","EXILE WP*WY*K1",2,"WY","US","IAP"
"2026/05/14","EXISE WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","EXIWO WP*AK*PA",1,"AK","US","SPECIAL IAP"
"2026/05/14","EXJAN WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","EXJUP WP*MN*K3",1,"MN","US","IAP"
"2026/05/14","EXLAV WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EXLIJ WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","EXOFE WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","EXONS WP*FL*K7",1,"FL","US","STAR"
"2026/05/14","EXORY WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","EXPAM INT*CA*K2",1,"CA","US","IAP"
"2026/05/14","EXPEL INT*KS*K3",1,"KS","US","IAP"
"2026/05/14","EXPOW WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","EXPYR WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EXRAY INT*OR*K1",1,"OR","US","IAP"
"2026/05/14","EXTRA INT*CA*K2",1,"CA","US","IAP"
"2026/05/14","EXTRA INT*CA*K2",2,"CA","US","IAP"
"2026/05/14","EXUFI WP*MA*K6",1,"MA","US","IAP"
"2026/05/14","EXULE WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","EXUNE INT*VA*K6",1,"VA","US","IAP"
"2026/05/14","EXUPY INT*CA*K2",1,"CA","US","IAP"
"2026/05/14","EXURT WP*TX*K4",1,"TX","US","SPECIAL IAP"
"2026/05/14","EXXES WP*OA*K",1,"OA","US","ENROUTE HIGH"
"2026/05/14","EXXES WP*OA*K",1,"OA","US","ENROUTE LOW"
"2026/05/14","EYAGI INT*VA*K6",2,"VA","US","IAP"
"2026/05/14","EYAGI WP*VA*K6",1,"VA","US","IAP"
"2026/05/14","EYAKS INT*AK*PA",1,"AK","US","SID"
"2026/05/14","EYARU INT*AK*PA",1,"AK","US","IAP"
"2026/05/14","EYATI WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","EYEBE WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","EYEES WP*ME*K6",1,"ME","US","IAP"
"2026/05/14","EYERI INT*OK*K4",1,"OK","US","MILITARY IAP"
"2026/05/14","EYESE WP*MT*K1",1,"MT","US","IAP"
"2026/05/14","EYESE WP*MT*K1",1,"MT","US","SID"
"2026/05/14","EYEYO WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","EYIKY WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","EYIPE WP*NM*K2",1,"NM","US","IAP"
"2026/05/14","EYMEY INT*NY*K6",1,"NY","US","IAP"
"2026/05/14","EYMON WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EYNOR INT*IA*K3",1,"IA","US","NOT REQUIRED"
"2026/05/14","EYODI WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","EYOPA WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","EYORO WP*VT*K6",1,"VT","US","SPECIAL IAP"
"2026/05/14","EYOWY WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","EYPEB WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","EYUBU WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","EYUCE INT*IA*K3",2,"IA","US","IAP"
"2026/05/14","EYUCE WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","EYUPO WP*MN*K3",1,"MN","US","IAP"
"2026/05/14","EYUTA WP*IN*K5",1,"IN","US","IAP"
"2026/05/14","EYWIM WP*FL*K7",1,"FL","US","IAP"
"2026/05/14","EYWOK INT*WA*K1",2,"WA","US","IAP"
"2026/05/14","EYWOK WP*WA*K1",1,"WA","US","IAP"
"2026/05/14","EYWUS INT*MN*K3",1,"MN","US","NOT REQUIRED"
"2026/05/14","EYWUS WP*MN*K3",2,"MN","US","NOT REQUIRED"
"2026/05/14","EZABO WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","EZBEL WP*CO*K2",1,"CO","US","IAP"
"2026/05/14","EZBUV WP*AL*K7",1,"AL","US","IAP"
"2026/05/14","EZDAW WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","EZHAF WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","EZOMY WP*MS*K7",1,"MS","US","IAP"
"2026/05/14","FAALT WP*TX*K4",1,"TX","US","SPECIAL IAP"
"2026/05/14","FAALZ WP*WI*K5",1,"WI","US","STAR"
"2026/05/14","FAAST WP*NM*K2",1,"NM","US","IAP"
"2026/05/14","FABAN INT*TX*K4",1,"TX","US","NOT REQUIRED"
"2026/05/14","FABAN WP*TX*K4",2,"TX","US","IAP"
"2026/05/14","FABAU WP*MN*K3",1,"MN","US","IAP"
"2026/05/14","FABED INT*GU*PG",1,"GU","US","MILITARY IAP"
"2026/05/14","FABEG WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","FABEG WP*CA*K2",1,"CA","US","SPECIAL IAP"
"2026/05/14","FABMU WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FABOL WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","FABUK WP*SD*K3",1,"SD","US","IAP"
"2026/05/14","FACAD WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FACTO WP*IL*K5",1,"IL","US","SPECIAL IAP"
"2026/05/14","FADAD WP*LA*K4",1,"LA","US","IAP"
"2026/05/14","FAIRBANKS VORTAC*AK",1,"AK","US","SID"
"2026/05/14","FAIRCHILD TACAN*WA",1,"WA","US","NOT REQUIRED"
"2026/05/14","FAIRCHILD TACAN*WA",2,"WA","US","NOT REQUIRED"
"2026/05/14","FAIRF WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","FAIRFIELD VORTAC*UT",1,"UT","US","ENROUTE HIGH"
"2026/05/14","FAIRFIELD VORTAC*UT",1,"UT","US","ENROUTE LOW"
"2026/05/14","FAIRFIELD VORTAC*UT",1,"UT","US","IAP"
"2026/05/14","FAIRFIELD VORTAC*UT",1,"UT","US","SID"
"2026/05/14","FAIRFIELD VORTAC*UT",2,"UT","US","SID"
"2026/05/14","FAIRFIELD VORTAC*UT",3,"UT","US","IAP"
"2026/05/14","FAIRFIELD VORTAC*UT",3,"UT","US","SID"
"2026/05/14","FAIRFIELD VORTAC*UT",4,"UT","US","STAR"
"2026/05/14","FAIRFIELD VORTAC*UT",5,"UT","US","IAP"
"2026/05/14","FAIRFIELD VORTAC*UT",5,"UT","US","SID"
"2026/05/14","FAIRFIELD VORTAC*UT",6,"UT","US","IAP"
"2026/05/14","FAIRFIELD VORTAC*UT",7,"UT","US","SID"
"2026/05/14","FAIRFIELD VORTAC*UT",8,"UT","US","SPECIAL IAP"
"2026/05/14","FAIRI INT*NY*K6",1,"NY","US","MILITARY IAP"
"2026/05/14","FAIRR WP*ME*K6",1,"ME","US","SPECIAL IAP"
"2026/05/14","FAKES INT*AK*PA",1,"AK","US","NOT REQUIRED"
"2026/05/14","FALCO INT*AK*PA",1,"AK","US","MILITARY IAP"
"2026/05/14","FALCO INT*AK*PA",1,"AK","US","MILITARY STAR"
"2026/05/14","FALCO INT*AK*PA",2,"AK","US","MILITARY IAP"
"2026/05/14","FALCO WP*AK*PA",3,"AK","US","MILITARY IAP"
"2026/05/14","FALET WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","FALIA INT*MT*K1",2,"MT","US","IAP"
"2026/05/14","FALIA WP*MT*K1",1,"MT","US","IAP"
"2026/05/14","FALIR WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FALIS WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","FALKO INT*VA*K6",1,"VA","US","STAR"
"2026/05/14","FALKO WP*VA*K6",2,"VA","US","IAP"
"2026/05/14","FALMA INT*RI*K6",1,"RI","US","ENROUTE LOW"
"2026/05/14","FALMA INT*RI*K6",1,"RI","US","IAP"
"2026/05/14","FALMA WP*RI*K6",2,"RI","US","IAP"
"2026/05/14","FALMOUTH VOR/DME*KY",1,"KY","US","IAP"
"2026/05/14","FALMOUTH VOR/DME*KY",2,"KY","US","IAP"
"2026/05/14","FALMOUTH VOR/DME*KY",3,"KY","US","IAP"
"2026/05/14","FALOV WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","FALRO WP*AK*PA",1,"AK","US","SPECIAL IAP"
"2026/05/14","FALTI WP*FL*K7",1,"FL","US","STAR"
"2026/05/14","FALUK WP*NE*K3",1,"NE","US","IAP"
"2026/05/14","FALUN WP*OK*K4",1,"OK","US","IAP"
"2026/05/14","FALUX WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FALVI INT*NC*K7",1,"NC","US","NOT REQUIRED"
"2026/05/14","FAMAV INT*PA*K6",1,"PA","US","IAP"
"2026/05/14","FAMDU WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","FAMED WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","FAMGI WP*MT*K1",1,"MT","US","IAP"
"2026/05/14","FAMGO WP*SC*K7",1,"SC","US","NOT REQUIRED"
"2026/05/14","FAMIS LOM*WI",1,"WI","US","IAP"
"2026/05/14","FAMMS WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","FAMOV INT*NC*K7",2,"NC","US","IAP"
"2026/05/14","FAMOV WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","FAMPA WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","FAMSU WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","FAMTU WP*IN*K5",1,"IN","US","IAP"
"2026/05/14","FAMUR INT*AK*PA",1,"AK","US","MILITARY SID"
"2026/05/14","FAMUT WP*IL*K5",1,"IL","US","SPECIAL IAP"
"2026/05/14","FANAD WP*OK*K4",1,"OK","US","IAP"
"2026/05/14","FANAG WP*LA*K4",1,"LA","US","IAP"
"2026/05/14","FANAL WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","FANBU WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","FANCO WP*ID*K1",1,"ID","US","IAP"
"2026/05/14","FANIG WP*TX*K4",1,"TX","US","SPECIAL IAP"
"2026/05/14","FANIN WP*PR*TJ",1,"PR","US","IAP"
"2026/05/14","FANIP WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","FANKI WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","FANNY INT*TX*K4",1,"TX","US","MILITARY IAP"
"2026/05/14","FANOB WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","FANUB WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FANUB WP*AK*PA",2,"AK","US","SPECIAL IAP"
"2026/05/14","FANUM WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","FANUN INT*OH*K5",1,"OH","US","MILITARY IAP"
"2026/05/14","FANUT WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","FAPEL WP*OH*K5",1,"OH","US","SPECIAL IAP"
"2026/05/14","FAPEX WP*GA*K7",1,"GA","US","IAP"
"2026/05/14","FAPKO WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","FAPNU WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","FAPSA WP*IL*K5",1,"IL","US","IAP"
"2026/05/14","FAPVU WP*MN*K3",1,"MN","US","IAP"
"2026/05/14","FARAD WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","FARAM WP*ME*K6",1,"ME","US","SPECIAL IAP"
"2026/05/14","FAREX WP*LA*K4",1,"LA","US","IAP"
"2026/05/14","FARGO INT*IL*K5",1,"IL","US","ENROUTE HIGH"
"2026/05/14","FARGO VOR/DME*ND",1,"ND","US","IAP"
"2026/05/14","FARGO VOR/DME*ND",2,"ND","US","IAP"
"2026/05/14","FARGO VOR/DME*ND",3,"ND","US","IAP"
"2026/05/14","FARGO VOR/DME*ND",4,"ND","US","IAP"
"2026/05/14","FARGO VOR/DME*ND",5,"ND","US","IAP"
"2026/05/14","FARIK WP*TX*K4",1,"TX","US","SPECIAL IAP"
"2026/05/14","FARIM WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","FARIN WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","FARLY LOM*TX",1,"TX","US","IAP"
"2026/05/14","FARME WP*AK*PA",1,"AK","US","IAP"
"2026/05/14","FARMINGTON VORTAC*MN",1,"MN","US","IAP"
"2026/05/14","FARMINGTON VORTAC*MN",2,"MN","US","IAP"
"2026/05/14","FARMINGTON VORTAC*MN",3,"MN","US","IAP"
"2026/05/14","FARNU WP*NH*K6",1,"NH","US","SPECIAL IAP"
"2026/05/14","FARPA WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","FARRA INT*OP*P",1,"OP","US","NOT REQUIRED"
"2026/05/14","FARRL WP*SC*K7",1,"SC","US","MILITARY IAP"
"2026/05/14","FARRL WP*SC*K7",2,"SC","US","MILITARY IAP"
"2026/05/14","FARRO WP*CA*K2",1,"CA","US","IAP"
"2026/05/14","FARSI WP*UT*K2",1,"UT","US","IAP"
"2026/05/14","FARUN INT*IA*K3",1,"IA","US","IAP"
"2026/05/14","FARUN WP*IA*K3",2,"IA","US","IAP"
"2026/05/14","FARVA WP*SD*K3",1,"SD","US","IAP"
"2026/05/14","FARVI WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","FASAB WP*OR*K1",1,"OR","US","IAP"
"2026/05/14","FASAT WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","FASHE INT*IL*K5",1,"IL","US","ENROUTE LOW"
"2026/05/14","FASHE INT*IL*K5",1,"IL","US","IAP"
"2026/05/14","FASHE WP*IL*K5",2,"IL","US","IAP"
"2026/05/14","FASIP WP*SD*K3",1,"SD","US","IAP"
"2026/05/14","FASKA WP*TN*K7",1,"TN","US","IAP"
"2026/05/14","FASON WP*MS*K7",1,"MS","US","STAR"
"2026/05/14","FASOS INT*VA*K6",1,"VA","US","IAP"
"2026/05/14","FASOS INT*VA*K6",3,"VA","US","IAP"
"2026/05/14","FASOS WP*VA*K6",2,"VA","US","IAP"
"2026/05/14","FASOV WP*AL*K7",1,"AL","US","MILITARY IAP"
"2026/05/14","FASTT INT*KS*K3",1,"KS","US","ENROUTE HIGH"
"2026/05/14","FASTT INT*KS*K3",1,"KS","US","ENROUTE LOW"
"2026/05/14","FASVU WP*OH*K5",1,"OH","US","IAP"
"2026/05/14","FATBU WP*NJ*K6",1,"NJ","US","MILITARY IAP"
"2026/05/14","FATPI WP*MO*K3",1,"MO","US","IAP"
"2026/05/14","FATRE WP*ND*K3",1,"ND","US","IAP"
"2026/05/14","FATSS WP*MO*K3",1,"MO","US","STAR"
"2026/05/14","FATSU WP*SC*K7",1,"SC","US","IAP"
"2026/05/14","FATVO WP*NC*K7",1,"NC","US","IAP"
"2026/05/14","FAUCE WP*KS*K3",1,"KS","US","IAP"
"2026/05/14","FAULT INT*NY*K6",1,"NY","US","ENROUTE LOW"
"2026/05/14","FAUST INT*TX*K4",1,"TX","US","IAP"
"2026/05/14","FAVAN WP*OK*K4",1,"OK","US","IAP"
"2026/05/14","FAVAT WP*NM*K2",1,"NM","US","MILITARY IAP"
"2026/05/14","FAVBU WP*WI*K5",1,"WI","US","IAP"
"2026/05/14","FAVIN WP*MS*K7",1,"MS","US","IAP"
"2026/05/14","FAVIX WP*IL*K5",1,"IL","US","SPECIAL IAP"
"2026/05/14","FAVUM WP*PA*K6",1,"PA","US","IAP"
"2026/05/14","FAWCI WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","FAWNT WP*OK*K4",1,"OK","US","STAR"
"2026/05/14","FAXAG INT*IN*K5",2,"IN","US","IAP"
"2026/05/14","FAXAG WP*IN*K5",1,"IN","US","IAP"
"2026/05/14","FAXDO WP*TX*K4",1,"TX","US","IAP"
"2026/05/14","FAXER WP*NC*K7",1,"NC","US","SPECIAL IAP"
"2026/05/14","FAXET WP*MI*K5",1,"MI","US","IAP"
"2026/05/14","FAXIB WP*NY*K6",1,"NY","US","IAP"
"2026/05/14","FAXID WP*FL*K7",1,"FL","US","IAP"
"2026/05/14","FAXIK WP*VA*K6",1,"VA","US","IAP"
"2026/05/14","FAXIP WP*AR*K4",1,"AR","US","IAP"
"2026/05/14","FAXIV WP*NC*K7",1,"NC","US","SPECIAL IAP"
"2026/05/14","FAXON WP*ID*K1",1,"ID","US","IAP"
"2026/05/14","FAXUD WP*IA*K3",1,"IA","US","IAP"
"2026/05/14","FAYEE INT*AR*K4",1,"AR","US","STAR"
"2026/05/14","FAYEE WP*AR*K4",2,"AR","US","STAR"
