fromKey,toKey,magCourse,oppositeMagCourse,distanceNm,minEnrouteAltFt,minEnrouteAltOppositeFt,gpsMinEnrouteAltFt,minObstacleClearanceAltFt,minCrossingAltFt,minReceptionAltFt,maxAuthorizedAltFt,requiredNavPerformance,gapFlag,signalGapFlag,dogleg,artcc,stateCode,countryCode,icaoRegionCode,sourceCycle,sourceTable,sourceRowId
AWY_OCC:T414:C:100,AWY_OCC:T414:C:110,67.97,249.27,14.86,,,5200,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8551
AWY_OCC:T414:C:110,AWY_OCC:T414:C:120,67.97,249.27,7.42,,,4900,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8552
AWY_OCC:T414:C:120,AWY_OCC:T414:C:130,67.97,249.27,17.26,,,4500,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8553
AWY_OCC:T414:C:130,AWY_OCC:T414:C:140,56.64,238.86,12.97,,,4100,,,,17500,,N,N,Y,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8554
AWY_OCC:T414:C:140,AWY_OCC:T414:C:150,56.64,238.86,14.1,,,4100,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8555
AWY_OCC:T414:C:150,AWY_OCC:T414:C:160,56.64,238.86,34.73,,,4100,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8556
AWY_OCC:T414:C:160,AWY_OCC:T414:C:170,56.64,238.86,16.11,,,4100,,,,17500,,N,N,N,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8557
AWY_OCC:T414:C:170,AWY_OCC:T414:C:180,56.64,238.86,19.83,,,3700,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8558
AWY_OCC:T414:C:180,AWY_OCC:T414:C:190,56.64,238.86,11.82,,,3700,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8559
AWY_OCC:T414:C:190,AWY_OCC:T414:C:200,60.65,241.03,17.95,,,3600,,,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8560
AWY_OCC:T414:C:200,AWY_OCC:T414:C:210,55.93,236.33,20.09,,,3100,,,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8561
AWY_OCC:T414:C:210,AWY_OCC:T414:C:220,57.92,238.91,23.9,,,3300,,,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8562
AWY_OCC:T414:C:220,AWY_OCC:T414:C:230,57.92,238.91,14.91,,,3300,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8563
AWY_OCC:T414:C:230,AWY_OCC:T414:C:240,57.92,238.91,10,,,3300,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8564
AWY_OCC:T415:A:10,AWY_OCC:T415:A:20,284.83,104.67,8.71,,,7400,,,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,8566
AWY_OCC:T415:A:20,AWY_OCC:T415:A:30,292.47,112.16,18.85,,,7300,,6600,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,8567
AWY_OCC:T415:A:30,AWY_OCC:T415:A:40,305.94,125.53,31.01,,,4700,,,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,8568
AWY_OCC:T416:C:10,AWY_OCC:T416:C:20,39.79,220.04,18.54,,,1800,,,,17500,,N,N,Y,ZDC,DE,US,,2026-05-14,AWY_SEG_ALT,8570
AWY_OCC:T416:C:20,AWY_OCC:T416:C:30,50.64,230.8,8.19,,,1900,,,,17500,,N,N,Y,ZDC,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8571
AWY_OCC:T416:C:30,AWY_OCC:T416:C:40,42.89,223.02,8.57,,,1900,,,,17500,,N,N,Y,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8572
AWY_OCC:T416:C:40,AWY_OCC:T416:C:50,86.28,266.51,10.23,,,1900,,2000,,17500,,N,N,Y,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8573
AWY_OCC:T416:C:50,AWY_OCC:T416:C:60,95.61,276.14,5.95,,,2100,,,,17500,,N,N,Y,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8574
AWY_OCC:T416:C:60,AWY_OCC:T416:C:70,95.61,276.14,2.92,,,2100,,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8575
AWY_OCC:T416:C:70,AWY_OCC:T416:C:80,95.61,276.14,13.25,,,2100,,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8576
AWY_OCC:T416:C:80,AWY_OCC:T416:C:90,102.15,283.42,12.85,,,1900,,,,17500,,N,N,Y,ZNY,NJ,US,,2026-05-14,AWY_SEG_ALT,8577
AWY_OCC:T416:C:90,AWY_OCC:T416:C:100,102.15,283.42,2,,,1900,,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8578
AWY_OCC:T416:C:100,AWY_OCC:T416:C:110,102.15,283.42,4.51,,,1900,,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8579
AWY_OCC:T416:C:110,AWY_OCC:T416:C:120,102.15,283.42,15.37,,,1900,,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8580
AWY_OCC:T416:C:120,AWY_OCC:T416:C:130,102.15,283.42,19.38,,,1900,,,6000,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,8581
AWY_OCC:T417:A:10,AWY_OCC:T417:A:20,22.98,203.42,34.37,,,9100,,,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,8583
AWY_OCC:T417:A:20,AWY_OCC:T417:A:30,334.29,154.21,22.28,,,9100,,,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,8584
AWY_OCC:T418:C:10,AWY_OCC:T418:C:20,123.47,305.55,35.22,,,5600,,,,17500,,N,N,Y,ZDV,CO,US,,2026-05-14,AWY_SEG_ALT,8586
AWY_OCC:T418:C:20,AWY_OCC:T418:C:30,123.47,305.55,8.31,,,5600,,,,17500,,N,N,N,ZDV,CO,US,K2,2026-05-14,AWY_SEG_ALT,8587
AWY_OCC:T418:C:30,AWY_OCC:T418:C:40,123.47,305.55,22.85,,,5600,,,,17500,,N,N,N,ZKC,KS,US,K3,2026-05-14,AWY_SEG_ALT,8588
AWY_OCC:T418:C:40,AWY_OCC:T418:C:50,123.47,305.55,4.69,,,5000,,,,17500,,N,N,N,ZKC,KS,US,K3,2026-05-14,AWY_SEG_ALT,8589
AWY_OCC:T418:C:50,AWY_OCC:T418:C:60,123.47,305.55,26,,,5000,,,,17500,,N,N,N,ZKC,KS,US,K3,2026-05-14,AWY_SEG_ALT,8590
AWY_OCC:T418:C:60,AWY_OCC:T418:C:70,123.47,305.55,9.99,,,5000,,,,17500,,N,N,N,ZKC,KS,US,K3,2026-05-14,AWY_SEG_ALT,8591
AWY_OCC:T418:C:70,AWY_OCC:T418:C:80,123.09,304.4,30.2,,,5000,4400,,,17500,,N,N,Y,ZKC,KS,US,K3,2026-05-14,AWY_SEG_ALT,8592
AWY_OCC:T418:C:80,AWY_OCC:T418:C:90,123.09,304.4,37.15,,,5000,4400,,,17500,,N,N,N,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8593
AWY_OCC:T419:C:10,AWY_OCC:T419:C:20,63.18,244.55,10.25,,,2000,,,,17500,,N,N,Y,ZME,AR,US,K4,2026-05-14,AWY_SEG_ALT,8595
AWY_OCC:T419:C:20,AWY_OCC:T419:C:30,63.18,244.55,30.68,,,2000,,,,17500,,N,N,N,ZME,AR,US,K4,2026-05-14,AWY_SEG_ALT,8596
AWY_OCC:T419:C:30,AWY_OCC:T419:C:40,63.18,244.55,16.21,,,2000,,,,17500,,N,N,N,ZME,MO,US,K3,2026-05-14,AWY_SEG_ALT,8597
AWY_OCC:T419:C:40,AWY_OCC:T419:C:50,64.07,245.49,29.48,,,2100,,,,17500,,N,N,Y,ZME,MO,US,K3,2026-05-14,AWY_SEG_ALT,8598
AWY_OCC:T419:C:50,AWY_OCC:T419:C:60,64.07,245.49,12.99,,,2000,,,,17500,,N,N,N,ZME,MO,US,K3,2026-05-14,AWY_SEG_ALT,8599
AWY_OCC:T419:C:60,AWY_OCC:T419:C:70,64.07,245.49,16.01,,,2000,,,,17500,,N,N,N,ZME,MO,US,K3,2026-05-14,AWY_SEG_ALT,8600
AWY_OCC:T419:C:70,AWY_OCC:T419:C:80,45.48,226.97,10.01,,,2200,,,,17500,,N,N,Y,ZME,KY,US,K5,2026-05-14,AWY_SEG_ALT,8601
AWY_OCC:T419:C:80,AWY_OCC:T419:C:90,45.48,226.97,54.01,,,2500,,,,17500,,N,N,N,ZME,KY,US,K5,2026-05-14,AWY_SEG_ALT,8602
AWY_OCC:T419:C:90,AWY_OCC:T419:C:100,45.48,226.97,11.32,,,2000,,,,17500,,N,N,N,ZID,KY,US,K5,2026-05-14,AWY_SEG_ALT,8603
AWY_OCC:T420:C:10,AWY_OCC:T420:C:20,100.47,284.33,17,,,5800,,,,17500,,N,N,Y,ZAB,TX,US,,2026-05-14,AWY_SEG_ALT,8605
AWY_OCC:T420:C:20,AWY_OCC:T420:C:30,100.47,284.33,17.14,,,5800,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8606
AWY_OCC:T420:C:30,AWY_OCC:T420:C:40,100.47,284.33,7,,,5800,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8607
AWY_OCC:T420:C:40,AWY_OCC:T420:C:50,100.47,284.33,8,,,5800,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8608
AWY_OCC:T420:C:50,AWY_OCC:T420:C:60,100.47,284.33,10.01,,,5800,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8609
AWY_OCC:T420:C:60,AWY_OCC:T420:C:70,100.47,284.33,9.99,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8610
AWY_OCC:T420:C:70,AWY_OCC:T420:C:80,100.47,284.33,8,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8611
AWY_OCC:T420:C:80,AWY_OCC:T420:C:90,100.47,284.33,4.04,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8612
AWY_OCC:T420:C:90,AWY_OCC:T420:C:100,100.47,284.33,21.88,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8613
AWY_OCC:T420:C:100,AWY_OCC:T420:C:110,100.47,284.33,68,,,4700,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8614
AWY_OCC:T420:C:110,AWY_OCC:T420:C:120,80.18,262.05,50.35,,,4500,,,,17500,,N,N,Y,ZFW,OK,US,,2026-05-14,AWY_SEG_ALT,8615
AWY_OCC:T420:C:120,AWY_OCC:T420:C:130,80.18,262.05,28.42,,,4500,,,,17500,,N,N,N,ZFW,OK,US,K4,2026-05-14,AWY_SEG_ALT,8616
AWY_OCC:T421:C:10,AWY_OCC:T421:C:20,338,157.76,8.99,,,1900,,,,17500,,N,N,Y,ZJX,AL,US,K7,2026-05-14,AWY_SEG_ALT,8618
AWY_OCC:T421:C:20,AWY_OCC:T421:C:30,338,157.76,8.8,,,2000,,,,17500,,N,N,N,ZJX,AL,US,K7,2026-05-14,AWY_SEG_ALT,8619
AWY_OCC:T421:C:30,AWY_OCC:T421:C:40,338,157.76,9.57,,,2100,,,,17500,,N,N,N,ZJX,AL,US,K7,2026-05-14,AWY_SEG_ALT,8620
AWY_OCC:T421:C:40,AWY_OCC:T421:C:50,336.44,156.34,9.62,,,2100,,,,17500,,N,N,Y,ZJX,AL,US,K7,2026-05-14,AWY_SEG_ALT,8621
AWY_OCC:T421:C:50,AWY_OCC:T421:C:60,333.61,153.15,42.44,,,2600,,,,17500,,N,N,Y,ZTL,AL,US,K7,2026-05-14,AWY_SEG_ALT,8622
AWY_OCC:T421:C:60,AWY_OCC:T421:C:70,334.58,154.13,43.73,,,2400,,,,17500,,N,N,Y,ZTL,AL,US,K7,2026-05-14,AWY_SEG_ALT,8623
AWY_OCC:T421:C:70,AWY_OCC:T421:C:80,342.48,162.17,38.3,,,3100,,,,17500,,N,N,Y,ZTL,AL,US,K7,2026-05-14,AWY_SEG_ALT,8624
AWY_OCC:T421:C:80,AWY_OCC:T421:C:90,338.69,158.06,14.82,,,2400,,,,17500,,N,N,Y,ZTL,AL,US,K7,2026-05-14,AWY_SEG_ALT,8625
AWY_OCC:T421:C:90,AWY_OCC:T421:C:100,338.69,158.06,19.75,,,2400,,,,17500,,N,N,N,ZTL,AL,US,K7,2026-05-14,AWY_SEG_ALT,8626
AWY_OCC:T421:C:100,AWY_OCC:T421:C:110,338.69,158.06,19.38,,,2600,,,,17500,,N,N,N,ZME,AL,US,K7,2026-05-14,AWY_SEG_ALT,8627
AWY_OCC:T421:C:110,AWY_OCC:T421:C:120,338.69,158.06,7.79,,,2300,,,,17500,,N,N,N,ZME,AL,US,K7,2026-05-14,AWY_SEG_ALT,8628
AWY_OCC:T421:C:120,AWY_OCC:T421:C:130,338.69,158.06,7.02,,,2400,,,,17500,,N,N,N,ZME,AL,US,K7,2026-05-14,AWY_SEG_ALT,8629
AWY_OCC:T422:C:10,AWY_OCC:T422:C:20,83.76,266.62,11,,,5300,,,,17500,,N,N,Y,ZAB,TX,US,,2026-05-14,AWY_SEG_ALT,8631
AWY_OCC:T422:C:20,AWY_OCC:T422:C:30,83.76,266.62,18.29,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8632
AWY_OCC:T422:C:30,AWY_OCC:T422:C:40,83.76,266.62,26.71,,,5000,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8633
AWY_OCC:T422:C:40,AWY_OCC:T422:C:50,83.76,266.62,57.25,,,4600,,,,17500,,N,N,N,ZAB,TX,US,K4,2026-05-14,AWY_SEG_ALT,8634
AWY_OCC:T422:C:50,AWY_OCC:T422:C:60,83.76,266.62,9.27,,,3600,,,,17500,,N,N,N,ZFW,OK,US,K4,2026-05-14,AWY_SEG_ALT,8635
AWY_OCC:T422:C:60,AWY_OCC:T422:C:70,55.56,236.96,36.99,,,3600,,,,17500,,N,N,Y,ZFW,OK,US,,2026-05-14,AWY_SEG_ALT,8636
AWY_OCC:T422:C:70,AWY_OCC:T422:C:80,55.56,236.96,14.26,,,3500,,,,17500,,N,N,N,ZFW,OK,US,K4,2026-05-14,AWY_SEG_ALT,8637
AWY_OCC:T422:C:80,AWY_OCC:T422:C:90,55.56,236.96,16.77,,,3300,3000,,,17500,,N,N,N,ZFW,OK,US,K4,2026-05-14,AWY_SEG_ALT,8638
AWY_OCC:T422:C:90,AWY_OCC:T422:C:100,68.65,249.53,23.39,,,2900,,,,17500,,N,N,Y,ZFW,OK,US,K4,2026-05-14,AWY_SEG_ALT,8639
AWY_OCC:T422:C:100,AWY_OCC:T422:C:110,68.65,249.53,14.01,,,2900,,,,17500,,N,N,N,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8640
AWY_OCC:T422:C:110,AWY_OCC:T422:C:120,78.37,258.53,6.36,,,2900,,,,17500,,N,N,Y,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8641
AWY_OCC:T422:C:120,AWY_OCC:T422:C:130,77.28,258.94,17.34,,,2800,,,,17500,,N,N,Y,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8642
AWY_OCC:T422:C:130,AWY_OCC:T422:C:140,77.28,258.94,5.35,,,2800,,,,17500,,N,N,N,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8643
AWY_OCC:T422:C:140,AWY_OCC:T422:C:150,77.28,258.94,14.93,,,2800,,,,17500,,N,N,N,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8644
AWY_OCC:T422:C:150,AWY_OCC:T422:C:160,77.28,258.94,29.25,,,3400,,,,17500,,N,N,N,ZKC,OK,US,K4,2026-05-14,AWY_SEG_ALT,8645
AWY_OCC:T423:C:10,AWY_OCC:T423:C:20,13.35,193.65,47.13,,,8900,,8200,,17500,,N,N,Y,ZTL,NC,US,K7,2026-05-14,AWY_SEG_ALT,8647
AWY_OCC:T423:C:20,AWY_OCC:T423:C:30,13.35,193.65,15.01,,,6900,,,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8648
AWY_OCC:T423:C:30,AWY_OCC:T423:C:40,13.34,193.45,23.36,,,6700,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8649
AWY_OCC:T423:C:40,AWY_OCC:T423:C:50,16.5,197.07,8.93,,,6500,,,,17500,,N,N,Y,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8650
AWY_OCC:T423:C:50,AWY_OCC:T423:C:60,16.5,197.07,22.5,,,5900,,,,17500,,N,N,N,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8651
AWY_OCC:T423:C:60,AWY_OCC:T423:C:70,16.5,197.07,7.59,,,4700,,,,17500,,N,N,N,ZID,VA,US,K6,2026-05-14,AWY_SEG_ALT,8652
AWY_OCC:T423:C:70,AWY_OCC:T423:C:80,16.5,197.07,30.54,,,4800,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8653
AWY_OCC:T423:C:80,AWY_OCC:T423:C:90,16.5,197.07,6,,,4400,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8654
AWY_OCC:T423:C:90,AWY_OCC:T423:C:100,16.5,197.07,17,,,4400,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8655
AWY_OCC:T424:C:10,AWY_OCC:T424:C:20,83.55,265.41,14.53,,,3000,,,,17500,,N,N,Y,ZME,TN,US,K7,2026-05-14,AWY_SEG_ALT,8657
AWY_OCC:T424:C:20,AWY_OCC:T424:C:30,83.55,265.41,26.19,,,3600,,4300,,17500,,N,N,N,ZME,TN,US,K7,2026-05-14,AWY_SEG_ALT,8658
AWY_OCC:T424:C:30,AWY_OCC:T424:C:40,83.55,265.41,11.66,,,3600,,,,17500,,N,N,N,ZME,TN,US,K7,2026-05-14,AWY_SEG_ALT,8659
AWY_OCC:T424:C:40,AWY_OCC:T424:C:50,83.55,265.41,20.21,,,5300,,5300,,17500,,N,N,N,ZME,TN,US,K7,2026-05-14,AWY_SEG_ALT,8660
AWY_OCC:T424:C:50,AWY_OCC:T424:C:60,87.09,268.46,21.3,,,4700,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8661
AWY_OCC:T424:C:60,AWY_OCC:T424:C:70,87.09,268.46,14.12,,,3000,,,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8662
AWY_OCC:T424:C:70,AWY_OCC:T424:C:80,87.09,268.46,17.97,,,3000,,,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8663
AWY_OCC:T424:C:80,AWY_OCC:T424:C:90,75.8,256.14,13.23,,,3200,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8664
AWY_OCC:T424:C:90,AWY_OCC:T424:C:100,74.29,254.44,6.1,,,3300,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8665
AWY_OCC:T424:C:100,AWY_OCC:T424:C:110,75.69,257.47,12.79,,,3400,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8666
AWY_OCC:T424:C:110,AWY_OCC:T424:C:120,75.69,257.47,21.1,,,3400,,,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8667
AWY_OCC:T424:C:120,AWY_OCC:T424:C:130,75.69,257.47,20.72,,,3800,,4600,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8668
AWY_OCC:T424:C:130,AWY_OCC:T424:C:140,75.69,257.47,17.57,,,6700,6700,,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8669
AWY_OCC:T424:C:140,AWY_OCC:T424:C:150,67.21,249.03,15.06,,,6700,,,,17500,,N,N,Y,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8670
AWY_OCC:T424:C:150,AWY_OCC:T424:C:160,67.21,249.03,24.09,,,8000,,7200,,17500,,N,N,N,ZTL,TN,US,K7,2026-05-14,AWY_SEG_ALT,8671
AWY_OCC:T424:C:160,AWY_OCC:T424:C:170,67.21,249.03,14.45,,,6700,,,,17500,,N,N,N,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8672
AWY_OCC:T424:C:170,AWY_OCC:T424:C:180,67.21,249.03,9.96,,,5900,,5600,,17500,,N,N,N,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8673
AWY_OCC:T424:C:180,AWY_OCC:T424:C:190,67.21,249.03,15.08,,,5000,,4700,,17500,,N,N,N,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8674
AWY_OCC:T424:C:190,AWY_OCC:T424:C:200,71.75,252.57,15,,,4400,,5000,,17500,,N,N,Y,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8675
AWY_OCC:T424:C:200,AWY_OCC:T424:C:210,71.75,252.57,19.41,,,5500,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8676
AWY_OCC:T425:C:10,AWY_OCC:T425:C:20,305.49,124.78,14.75,,,1800,,,,17500,,N,N,Y,ZJX,GA,US,K7,2026-05-14,AWY_SEG_ALT,8678
AWY_OCC:T425:C:20,AWY_OCC:T425:C:30,305.49,124.78,23.58,,,1800,,,,17500,,N,N,N,ZJX,GA,US,K7,2026-05-14,AWY_SEG_ALT,8679
AWY_OCC:T425:C:30,AWY_OCC:T425:C:40,339.5,158.83,74.39,,,2300,,,,17500,,N,N,Y,ZJX,GA,US,K7,2026-05-14,AWY_SEG_ALT,8680
AWY_OCC:T425:C:40,AWY_OCC:T425:C:50,320.01,139.41,39.3,,,2300,,,,17500,,N,N,Y,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8681
AWY_OCC:T425:C:50,AWY_OCC:T425:C:60,314.66,134.05,7.48,,,2300,,,,17500,,N,N,Y,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8682
AWY_OCC:T425:C:60,AWY_OCC:T425:C:70,314.66,134.05,9.57,,,2400,,,,17500,,N,N,N,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8683
AWY_OCC:T425:C:70,AWY_OCC:T425:C:80,314.66,134.05,13.06,,,2400,,,,17500,,N,N,N,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8684
AWY_OCC:T425:C:80,AWY_OCC:T425:C:90,314.66,134.05,4.92,,,2400,,,,17500,,N,N,N,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8685
AWY_OCC:T425:C:90,AWY_OCC:T425:C:100,313.39,133.29,6.11,,,2500,,,,17500,,N,N,Y,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8686
AWY_OCC:T426:C:10,AWY_OCC:T426:C:20,181.36,1.45,19.51,,,3000,,,,17500,,N,N,Y,ZID,WV,US,,2026-05-14,AWY_SEG_ALT,8688
AWY_OCC:T426:C:20,AWY_OCC:T426:C:30,181.36,1.45,26.8,,,3000,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8689
AWY_OCC:T426:C:30,AWY_OCC:T426:C:40,181.36,1.45,8.47,,,3200,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8690
AWY_OCC:T426:C:40,AWY_OCC:T426:C:50,181.36,1.45,25.01,,,5000,4200,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8691
AWY_OCC:T426:C:50,AWY_OCC:T426:C:60,181.36,1.45,20.47,,,5100,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8692
AWY_OCC:T426:C:60,AWY_OCC:T426:C:70,162.74,343.15,17.74,,,5600,,,,17500,,N,N,Y,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8693
AWY_OCC:T426:C:70,AWY_OCC:T426:C:80,162.74,343.15,8.18,,,5600,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8694
AWY_OCC:T426:C:80,AWY_OCC:T426:C:90,162.74,343.15,9.99,,,6400,,,,17500,,N,N,N,ZID,WV,US,K6,2026-05-14,AWY_SEG_ALT,8695
AWY_OCC:T426:C:90,AWY_OCC:T426:C:100,162.74,343.15,10,,,6400,,,,17500,,N,N,N,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8696
AWY_OCC:T426:C:100,AWY_OCC:T426:C:110,102.32,283.12,31.98,,,5600,,5300,,17500,,N,N,Y,ZTL,VA,US,K6,2026-05-14,AWY_SEG_ALT,8697
AWY_OCC:T426:C:110,AWY_OCC:T426:C:120,121.59,301.98,17.62,,,5200,,3900,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8698
AWY_OCC:T426:C:120,AWY_OCC:T426:C:130,124.51,304.77,11.9,,,3300,,,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8699
AWY_OCC:T426:C:130,AWY_OCC:T426:C:140,123.28,303.82,9.65,,,2800,,2700,,17500,,N,N,Y,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8700
AWY_OCC:T426:C:140,AWY_OCC:T426:C:150,123.28,303.82,15.44,,,2600,,,,17500,,N,N,N,ZDC,VA,US,K6,2026-05-14,AWY_SEG_ALT,8701
AWY_OCC:T427:C:10,AWY_OCC:T427:C:20,281.08,98.4,30.06,,,2400,,,,17500,,N,N,Y,ZJX,SC,US,K7,2026-05-14,AWY_SEG_ALT,8703
AWY_OCC:T427:C:20,AWY_OCC:T427:C:30,281.08,98.4,25.22,,,2400,,,,17500,,N,N,N,ZJX,SC,US,K7,2026-05-14,AWY_SEG_ALT,8704
AWY_OCC:T427:C:30,AWY_OCC:T427:C:40,281.08,98.4,34.61,,,2300,,,,17500,,N,N,N,ZTL,SC,US,K7,2026-05-14,AWY_SEG_ALT,8705
AWY_OCC:T427:C:40,AWY_OCC:T427:C:50,281.08,98.4,3.83,,,2400,,,,17500,,N,N,N,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8706
AWY_OCC:T427:C:50,AWY_OCC:T427:C:60,281.08,98.4,19.8,,,2500,,,,17500,,N,N,N,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8707
AWY_OCC:T427:C:60,AWY_OCC:T427:C:70,297.14,116.45,18.89,,,2700,,3500,,17500,,N,N,Y,ZTL,GA,US,K7,2026-05-14,AWY_SEG_ALT,8708
