routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,ALT_DESCRIP,AIRCRAFT,HOURS,ROUTE_DIR_DESCRIP,DESIGNATOR,ROUTE_STRING,semanticStatus,searchProjectionStatus
NHK:ORF:TEC:1,NHK,ORF,TEC,1,6000,,,,,TRPOD T303 OUTLA,valid_semantic_route,projected
NHK:ORF:TEC:2,NHK,ORF,TEC,2,6000,,,,,ZJAAY T307 OUTLA,valid_semantic_route,projected
NHK:ORF:TEC:3,NHK,ORF,TEC,3,5000,,,,,WHINO COLIN T291 FAGED STEIN,valid_semantic_route,projected
NHK:PHL:TEC:1,NHK,PHL,TEC,1,5000,,,,,SHLBK T224 ENO DQO,valid_semantic_route,projected
NHK:PHL:TEC:2,NHK,PHL,TEC,2,5000,,,,,TRPOD T335 DQO,valid_semantic_route,projected
NHK:RIC:TEC:1,NHK,RIC,TEC,1,6000,,,,,SHLBK T224 COLIN,valid_semantic_route,projected
NKX:AJO:TEC:1,NKX,AJO,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:AJO:TEC:2,NKX,AJO,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NKX:AVX:TEC:1,NKX,AVX,TEC,1,PQ60,,,,SANP1,MZB V23 OCN V208 SXC,valid_semantic_route,projected
NKX:AVX:TEC:2,NKX,AVX,TEC,2,J100M80,,,,SANP2,PEBLE AVOLS V27 SXC,valid_semantic_route,projected
NKX:AVX:TEC:3,NKX,AVX,TEC,3,J100M80,,,,SANP2R,CWARD2 CWARD AVOLS SXC,valid_semantic_route,projected
NKX:BUR:TEC:1,NKX,BUR,TEC,1,PQ60,,,,SANP13,OCN V23 POPPR SMO SMO311014 SILEX,valid_semantic_route,projected
NKX:BUR:TEC:2,NKX,BUR,TEC,2,J100M80,,,,SANP14,PEBLE SLI V23 LAX SILEX,valid_semantic_route,projected
NKX:BUR:TEC:3,NKX,BUR,TEC,3,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:BUR:TEC:4,NKX,BUR,TEC,4,J100M80,,,,SANP18,PEBLE SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:BUR:TEC:5,NKX,BUR,TEC,5,J100M80,,,,SANP14R,CWARD2 LAX SILEX,valid_semantic_route,projected
NKX:BUR:TEC:6,NKX,BUR,TEC,6,J100M80,,,,SANP18R,CWARD2 SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:CCB:TEC:1,NKX,CCB,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NKX:CCB:TEC:2,NKX,CCB,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NKX:CMA:TEC:1,NKX,CMA,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NKX:CMA:TEC:2,NKX,CMA,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NKX:CMA:TEC:3,NKX,CMA,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NKX:CMA:TEC:4,NKX,CMA,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NKX:CMA:TEC:5,NKX,CMA,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NKX:CNO:TEC:1,NKX,CNO,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:CNO:TEC:2,NKX,CNO,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NKX:EMT:TEC:1,NKX,EMT,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NKX:EMT:TEC:2,NKX,EMT,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NKX:F70:TEC:1,NKX,F70,TEC,1,PQ60,,,,SANP29,OCN V23 DANAH V363 POXKU V8 PDZ PDZ092015 JESEX TIQMU,valid_semantic_route,projected
NKX:F70:TEC:2,NKX,F70,TEC,2,JM100,,,,SANP30,ROBNN V186 NIKKL JESEX TIQMU,valid_semantic_route,projected
NKX:FUL:TEC:1,NKX,FUL,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:FUL:TEC:2,NKX,FUL,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NKX:FUL:TEC:3,NKX,FUL,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:HHR:TEC:1,NKX,HHR,TEC,1,PQ60,,,,SANP7,OCN V23 SLI WELLZ,valid_semantic_route,projected
NKX:HHR:TEC:2,NKX,HHR,TEC,2,J100M80,,,,SANP8,PEBLE SLI WELLZ,valid_semantic_route,projected
NKX:HHR:TEC:3,NKX,HHR,TEC,3,J100M80,,,,SANP8R,CWARD2 SLI WELLZ,valid_semantic_route,projected
NKX:HMT:TEC:1,NKX,HMT,TEC,1,PQ60,,,,SANP25,OCN V23 DANAH V363 POXKU V8 PDZ V186 NIKKL HUMAN,valid_semantic_route,projected
NKX:HMT:TEC:2,NKX,HMT,TEC,2,JM100,,,,SANP26,DEGLE V186 WESIN,valid_semantic_route,projected
NKX:L65:TEC:1,NKX,L65,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:L65:TEC:2,NKX,L65,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NKX:LAX:TEC:5,NKX,LAX,TEC,5,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:LAX:TEC:6,NKX,LAX,TEC,6,J100M80,,,,SANP4A,PEBLE SLI,valid_semantic_route,projected
NKX:LAX:TEC:7,NKX,LAX,TEC,7,PQ60,,,,SANP5,OCN V23 SLI V8 TANDY,valid_semantic_route,projected
NKX:LAX:TEC:8,NKX,LAX,TEC,8,J100M80,,,,SANP6,PEBLE SHHOW INISH TANDY,valid_semantic_route,projected
NKX:LAX:TEC:9,NKX,LAX,TEC,9,J100M80,,,,SANP6R,CWARD2 CWARD AVOLS SXC TANDY,valid_semantic_route,projected
NKX:LAX:TEC:10,NKX,LAX,TEC,10,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:LGB:TEC:1,NKX,LGB,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:LGB:TEC:2,NKX,LGB,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NKX:LGB:TEC:3,NKX,LGB,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:NTD:TEC:1,NKX,NTD,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NKX:NTD:TEC:2,NKX,NTD,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NKX:NTD:TEC:3,NKX,NTD,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NKX:NTD:TEC:4,NKX,NTD,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NKX:NTD:TEC:5,NKX,NTD,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NKX:ONT:TEC:1,NKX,ONT,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:ONT:TEC:2,NKX,ONT,TEC,2,JM100,,,,SANP20,V186 TANNR HDF PETIS,valid_semantic_route,projected
NKX:OXR:TEC:1,NKX,OXR,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NKX:OXR:TEC:2,NKX,OXR,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NKX:OXR:TEC:3,NKX,OXR,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NKX:OXR:TEC:4,NKX,OXR,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NKX:OXR:TEC:5,NKX,OXR,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NKX:POC:TEC:1,NKX,POC,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NKX:POC:TEC:2,NKX,POC,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NKX:RAL:TEC:1,NKX,RAL,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:RAL:TEC:2,NKX,RAL,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NKX:REI:TEC:1,NKX,REI,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:REI:TEC:2,NKX,REI,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NKX:RIR:TEC:1,NKX,RIR,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:RIR:TEC:2,NKX,RIR,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NKX:RIV:TEC:1,NKX,RIV,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:RIV:TEC:2,NKX,RIV,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NKX:SBA:TEC:1,NKX,SBA,TEC,1,PQ60,,,,SANP35,OCN V23 LAX V299 VTU KWANG,valid_semantic_route,projected
NKX:SBA:TEC:2,NKX,SBA,TEC,2,J100M80,,,,SANP36,PEBLE AVOLS V27 SXC V208 VTU KWANG,valid_semantic_route,projected
NKX:SBA:TEC:3,NKX,SBA,TEC,3,PQ60,,,,SANP37,OCN V23 DANAH V363 BAYJY V186 DEANO V27 KWANG,valid_semantic_route,projected
NKX:SBA:TEC:4,NKX,SBA,TEC,4,J100M80,,,,SANP36R,CWARD2 CWARD AVOLS V208 VTU KWANG,valid_semantic_route,projected
NKX:SBD:TEC:1,NKX,SBD,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NKX:SBD:TEC:2,NKX,SBD,TEC,2,JM100,,,,SANP20,V186 TANNR HDF PETIS,valid_semantic_route,projected
NKX:SLI:TEC:1,NKX,SLI,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:SLI:TEC:2,NKX,SLI,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NKX:SLI:TEC:3,NKX,SLI,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:SMO:TEC:1,NKX,SMO,TEC,1,PQ60,,,,SANP9,OCN V23 DANAH V363 BAYJY V186 DARTS,valid_semantic_route,projected
NKX:SMO:TEC:2,NKX,SMO,TEC,2,J100M80,,,,SANP10,PEBLE SLI V459 DARTS,valid_semantic_route,projected
NKX:SMO:TEC:3,NKX,SMO,TEC,3,PQ60,,,,SANP11,OCN V23 SLI ELMOO V186 DARTS,valid_semantic_route,projected
NKX:SMO:TEC:4,NKX,SMO,TEC,4,J100M80,,,,SANP12,PEBLE SLI ELMOO V186 DARTS,valid_semantic_route,projected
NKX:SMO:TEC:5,NKX,SMO,TEC,5,J100M80,,,,SANP10R,CWARD2 SLI V459 DARTS,valid_semantic_route,projected
NKX:SMO:TEC:6,NKX,SMO,TEC,6,J100M80,,,,SANP12R,CWARD2 SLI ELMOO V186 DARTS,valid_semantic_route,projected
NKX:SNA:TEC:1,NKX,SNA,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:SNA:TEC:2,NKX,SNA,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NKX:SNA:TEC:3,NKX,SNA,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:TOA:TEC:1,NKX,TOA,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NKX:TOA:TEC:2,NKX,TOA,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NKX:TOA:TEC:3,NKX,TOA,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NKX:VNY:TEC:1,NKX,VNY,TEC,1,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:VNY:TEC:2,NKX,VNY,TEC,2,J100M80,,,,SANP18,PEBLE SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:VNY:TEC:3,NKX,VNY,TEC,3,PQ60,,,,SANP15,OCN V23 POPPR SMO SMO317014 CANOG,valid_semantic_route,projected
NKX:VNY:TEC:4,NKX,VNY,TEC,4,J100M80,,,,SANP16,PEBLE SLI V23 LAX CANOG,valid_semantic_route,projected
NKX:VNY:TEC:5,NKX,VNY,TEC,5,J100M80,,,,SANP16R,CWARD2 LAX CANOG,valid_semantic_route,projected
NKX:VNY:TEC:6,NKX,VNY,TEC,6,J100M80,,,,SANP18R,CWARD2 SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:WHP:TEC:1,NKX,WHP,TEC,1,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:WHP:TEC:2,NKX,WHP,TEC,2,J100M80,,,,SANP18,PEBLE SLI ELMOO V186 VNY,valid_semantic_route,projected
NKX:WHP:TEC:3,NKX,WHP,TEC,3,PQ60,,,,SANP15,OCN V23 POPPR SMO SMO317014 CANOG,valid_semantic_route,projected
NKX:WHP:TEC:4,NKX,WHP,TEC,4,J100M80,,,,SANP16,PEBLE SLI V23 LAX CANOG,valid_semantic_route,projected
NKX:WHP:TEC:5,NKX,WHP,TEC,5,J100M80,,,,SANP16R,CWARD2 LAX CANOG,valid_semantic_route,projected
NKX:WHP:TEC:6,NKX,WHP,TEC,6,J100M80,,,,SANP18R,CWARD2 SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:AJO:TEC:1,NRS,AJO,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:AJO:TEC:2,NRS,AJO,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NRS:AVX:TEC:1,NRS,AVX,TEC,1,PQ60,,,,SANP1,MZB V23 OCN V208 SXC,valid_semantic_route,projected
NRS:AVX:TEC:2,NRS,AVX,TEC,2,J100M80,,,,SANP2,PEBLE AVOLS V27 SXC,valid_semantic_route,projected
NRS:AVX:TEC:3,NRS,AVX,TEC,3,J100M80,,,,SANP2R,CWARD2 CWARD AVOLS SXC,valid_semantic_route,projected
NRS:BUR:TEC:1,NRS,BUR,TEC,1,PQ60,,,,SANP13,OCN V23 POPPR SMO SMO311014 SILEX,valid_semantic_route,projected
NRS:BUR:TEC:2,NRS,BUR,TEC,2,J100M80,,,,SANP14,PEBLE SLI V23 LAX SILEX,valid_semantic_route,projected
NRS:BUR:TEC:3,NRS,BUR,TEC,3,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:BUR:TEC:4,NRS,BUR,TEC,4,J100M80,,,,SANP18,PEBLE SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:BUR:TEC:5,NRS,BUR,TEC,5,J100M80,,,,SANP14R,CWARD2 LAX SILEX,valid_semantic_route,projected
NRS:BUR:TEC:6,NRS,BUR,TEC,6,J100M80,,,,SANP18R,CWARD2 SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:CCB:TEC:1,NRS,CCB,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NRS:CCB:TEC:2,NRS,CCB,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NRS:CMA:TEC:1,NRS,CMA,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NRS:CMA:TEC:2,NRS,CMA,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NRS:CMA:TEC:3,NRS,CMA,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NRS:CMA:TEC:4,NRS,CMA,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NRS:CMA:TEC:5,NRS,CMA,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NRS:CNO:TEC:1,NRS,CNO,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:CNO:TEC:2,NRS,CNO,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NRS:EMT:TEC:1,NRS,EMT,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NRS:EMT:TEC:2,NRS,EMT,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NRS:F70:TEC:1,NRS,F70,TEC,1,PQ60,,,,SANP29,OCN V23 DANAH V363 POXKU V8 PDZ PDZ092015 JESEX TIQMU,valid_semantic_route,projected
NRS:F70:TEC:2,NRS,F70,TEC,2,JM100,,,,SANP30,ROBNN V186 NIKKL JESEX TIQMU,valid_semantic_route,projected
NRS:FUL:TEC:1,NRS,FUL,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:FUL:TEC:2,NRS,FUL,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NRS:FUL:TEC:3,NRS,FUL,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:HHR:TEC:1,NRS,HHR,TEC,1,PQ60,,,,SANP7,OCN V23 SLI WELLZ,valid_semantic_route,projected
NRS:HHR:TEC:2,NRS,HHR,TEC,2,J100M80,,,,SANP8,PEBLE SLI WELLZ,valid_semantic_route,projected
NRS:HHR:TEC:3,NRS,HHR,TEC,3,J100M80,,,,SANP8R,CWARD2 SLI WELLZ,valid_semantic_route,projected
NRS:HMT:TEC:1,NRS,HMT,TEC,1,PQ60,,,,SANP25,OCN V23 DANAH V363 POXKU V8 PDZ V186 NIKKL HUMAN,valid_semantic_route,projected
NRS:HMT:TEC:2,NRS,HMT,TEC,2,JM100,,,,SANP26,DEGLE V186 WESIN,valid_semantic_route,projected
NRS:L65:TEC:1,NRS,L65,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:L65:TEC:2,NRS,L65,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NRS:LAX:TEC:5,NRS,LAX,TEC,5,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:LAX:TEC:6,NRS,LAX,TEC,6,J100M80,,,,SANP4A,PEBLE SLI,valid_semantic_route,projected
NRS:LAX:TEC:7,NRS,LAX,TEC,7,PQ60,,,,SANP5,OCN V23 SLI V8 TANDY,valid_semantic_route,projected
NRS:LAX:TEC:8,NRS,LAX,TEC,8,J100M80,,,,SANP6,PEBLE SHHOW INISH TANDY,valid_semantic_route,projected
NRS:LAX:TEC:9,NRS,LAX,TEC,9,J100M80,,,,SANP6R,CWARD2 CWARD AVOLS SXC TANDY,valid_semantic_route,projected
NRS:LAX:TEC:10,NRS,LAX,TEC,10,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:LGB:TEC:1,NRS,LGB,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:LGB:TEC:2,NRS,LGB,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NRS:LGB:TEC:3,NRS,LGB,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:NTD:TEC:1,NRS,NTD,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NRS:NTD:TEC:2,NRS,NTD,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NRS:NTD:TEC:3,NRS,NTD,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NRS:NTD:TEC:4,NRS,NTD,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NRS:NTD:TEC:5,NRS,NTD,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NRS:ONT:TEC:1,NRS,ONT,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:ONT:TEC:2,NRS,ONT,TEC,2,JM100,,,,SANP20,V186 TANNR HDF PETIS,valid_semantic_route,projected
NRS:OXR:TEC:1,NRS,OXR,TEC,1,PQ60,,,,SANP33,OCN V23 SLI ELMOO V186 FIM,valid_semantic_route,projected
NRS:OXR:TEC:2,NRS,OXR,TEC,2,J100M80,,,,SANP34,MZB V25 PACIF V208 VTU,valid_semantic_route,projected
NRS:OXR:TEC:3,NRS,OXR,TEC,3,PQ60,,,,SANP31,OCN V23 POPPR SMO GINNA,valid_semantic_route,projected
NRS:OXR:TEC:4,NRS,OXR,TEC,4,J100M80,,,,SANP32,PEBLE AVOLS V27 SXC V208 VTU,valid_semantic_route,projected
NRS:OXR:TEC:5,NRS,OXR,TEC,5,J100M80,,,,SANP32R,CWARD2 CWARD AVOLS V208 VTU,valid_semantic_route,projected
NRS:POC:TEC:1,NRS,POC,TEC,1,PQ60,,,,SANP23,OCN V23 DANAH V363 POM,valid_semantic_route,projected
NRS:POC:TEC:2,NRS,POC,TEC,2,J100M80,,,,SANP24,PEBLE POXKU POM,valid_semantic_route,projected
NRS:RAL:TEC:1,NRS,RAL,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:RAL:TEC:2,NRS,RAL,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NRS:REI:TEC:1,NRS,REI,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:REI:TEC:2,NRS,REI,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NRS:RIR:TEC:1,NRS,RIR,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:RIR:TEC:2,NRS,RIR,TEC,2,JM100,,,,SANP21,V186 PDZ,valid_semantic_route,projected
NRS:RIV:TEC:1,NRS,RIV,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:RIV:TEC:2,NRS,RIV,TEC,2,JM100,,,,SANP22,V186 TANNR HDF,valid_semantic_route,projected
NRS:SBA:TEC:1,NRS,SBA,TEC,1,PQ60,,,,SANP35,OCN V23 LAX V299 VTU KWANG,valid_semantic_route,projected
NRS:SBA:TEC:2,NRS,SBA,TEC,2,J100M80,,,,SANP36,PEBLE AVOLS V27 SXC V208 VTU KWANG,valid_semantic_route,projected
NRS:SBA:TEC:3,NRS,SBA,TEC,3,PQ60,,,,SANP37,OCN V23 DANAH V363 BAYJY V186 DEANO V27 KWANG,valid_semantic_route,projected
NRS:SBA:TEC:4,NRS,SBA,TEC,4,J100M80,,,,SANP36R,CWARD2 CWARD AVOLS V208 VTU KWANG,valid_semantic_route,projected
NRS:SBD:TEC:1,NRS,SBD,TEC,1,PQ60,,,,SANP19,OCN V23 DANAH V363 POXKU V8 PDZ,valid_semantic_route,projected
NRS:SBD:TEC:2,NRS,SBD,TEC,2,JM100,,,,SANP20,V186 TANNR HDF PETIS,valid_semantic_route,projected
NRS:SLI:TEC:1,NRS,SLI,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:SLI:TEC:2,NRS,SLI,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NRS:SLI:TEC:3,NRS,SLI,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:SMO:TEC:1,NRS,SMO,TEC,1,PQ60,,,,SANP9,OCN V23 DANAH V363 BAYJY V186 DARTS,valid_semantic_route,projected
NRS:SMO:TEC:2,NRS,SMO,TEC,2,J100M80,,,,SANP10,PEBLE SLI V459 DARTS,valid_semantic_route,projected
NRS:SMO:TEC:3,NRS,SMO,TEC,3,PQ60,,,,SANP11,OCN V23 SLI ELMOO V186 DARTS,valid_semantic_route,projected
NRS:SMO:TEC:4,NRS,SMO,TEC,4,J100M80,,,,SANP12,PEBLE SLI ELMOO V186 DARTS,valid_semantic_route,projected
NRS:SMO:TEC:5,NRS,SMO,TEC,5,J100M80,,,,SANP10R,CWARD2 SLI V459 DARTS,valid_semantic_route,projected
NRS:SMO:TEC:6,NRS,SMO,TEC,6,J100M80,,,,SANP12R,CWARD2 SLI ELMOO V186 DARTS,valid_semantic_route,projected
NRS:SNA:TEC:1,NRS,SNA,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:SNA:TEC:2,NRS,SNA,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NRS:SNA:TEC:3,NRS,SNA,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:TOA:TEC:1,NRS,TOA,TEC,1,PQ60,,,,SANP3,OCN V23 SLI,valid_semantic_route,projected
NRS:TOA:TEC:2,NRS,TOA,TEC,2,J100M80,,,,SANP4,PEBLE SLI,valid_semantic_route,projected
NRS:TOA:TEC:3,NRS,TOA,TEC,3,J100M80,,,,SANP4R,CWARD2 SLI,valid_semantic_route,projected
NRS:VNY:TEC:1,NRS,VNY,TEC,1,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:VNY:TEC:2,NRS,VNY,TEC,2,J100M80,,,,SANP18,PEBLE SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:VNY:TEC:3,NRS,VNY,TEC,3,PQ60,,,,SANP15,OCN V23 POPPR SMO SMO317014 CANOG,valid_semantic_route,projected
NRS:VNY:TEC:4,NRS,VNY,TEC,4,J100M80,,,,SANP16,PEBLE SLI V23 LAX CANOG,valid_semantic_route,projected
NRS:VNY:TEC:5,NRS,VNY,TEC,5,J100M80,,,,SANP16R,CWARD2 LAX CANOG,valid_semantic_route,projected
NRS:VNY:TEC:6,NRS,VNY,TEC,6,J100M80,,,,SANP18R,CWARD2 SLI ELMOO V186 VNY,valid_semantic_route,projected
NRS:WHP:TEC:1,NRS,WHP,TEC,1,PQ60,,,,SANP17,OCN V23 SLI ELMOO V186 VNY,valid_semantic_route,projected
