routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,ALT_DESCRIP,AIRCRAFT,HOURS,ROUTE_DIR_DESCRIP,DESIGNATOR,ROUTE_STRING,semanticStatus,searchProjectionStatus
BDL:BWI:TEC:2,BDL,BWI,TEC,2,8000,,,,,MAD BEADS T320 AVALO T358 SWANN,valid_semantic_route,projected
BDL:CAE:H:1,BDL,CAE,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,VEERS PWL BIZEX Q75 GSO,valid_semantic_route,projected
BDL:CAK:H:1,BDL,CAK,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,CTR HNK J49 PSB SOORD ZZIPS1,valid_semantic_route,projected
BDL:CHS:H:1,BDL,CHS,H,1,,JETS; RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,,,THUMB1 CCC Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3,valid_semantic_route,projected
BDL:CLE:H:1,BDL,CLE,H,1,,,1100-0400,,,CTR CAM Q822 GONZZ HANKK THOME TRYBE4,valid_semantic_route,projected
BDL:CLT:H:1,BDL,CLT,H,1,,,1100-0300,,,VEERS PWL BIZEX Q75 GVE AIROW CHSLY7,valid_semantic_route,projected
BDL:CON:TEC:1,BDL,CON,TEC,1,10000,,,,,BAF T314 GDM,valid_semantic_route,projected
BDL:CVG:H:1,BDL,CVG,H,1,,DME/DME/IRU OR GPS REQUIRED,,,,CTR HNK J49 PSB MAULL KODIE SAVVI TIGRR4,valid_semantic_route,projected
BDL:DCA:H:2,BDL,DCA,H,2,,JETS; RNAV 1 - DME/DME/IRIU OR GPS REQUIRED,,,,THUMB1 CCC TOPRR Q167 ZIZZI KNUKK ATR LAFLN DEALE3,valid_semantic_route,projected
BDL:DCA:H:3,BDL,DCA,H,3,,,1100-0300,,,VEERS PWL BIZEX Q75 MXE CLIPR3,valid_semantic_route,projected
BDL:DEN:H:1,BDL,DEN,H,1,,,,,,CTR CAM ARNII Q816 HOCKE Q935 MONEE IANNA ONL PORDR AALLE4,valid_semantic_route,projected
BDL:DET:H:1,BDL,DET,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,CTR CAM Q822 GONZZ COLTS GIGGY2,valid_semantic_route,projected
BDL:DFW:H:2,BDL,DFW,H,2,,,,DFW SOUTH FLOW,,VEERS PWL BASYE DBABE BWZ J6 HVQ Q68 LITTR FEWWW SEEVR4,valid_semantic_route,projected
BDL:DFW:H:3,BDL,DFW,H,3,,,,DFW NORTH FLOW,,VEERS PWL BASYE DBABE BWZ J6 HVQ Q68 LITTR FEWWW BRDJE5,valid_semantic_route,projected
BDL:DOV:TEC:1,BDL,DOV,TEC,1,10000,,,,,MAD BEADS T320 AVALO T358 ENO,valid_semantic_route,projected
BDL:DOV:TEC:2,BDL,DOV,TEC,2,10000,,,,,MAD BEADS T320 AVALO T358 ENO,valid_semantic_route,projected
BDL:DTW:H:1,BDL,DTW,H,1,,DME/DME/IRU OR GNSS REQUIRED,1100-0300,DTW SOUTH FLOW,,CTR CAM Q822 GONZZ DONEO TPGUN2,valid_semantic_route,projected
BDL:DTW:H:2,BDL,DTW,H,2,,DME/DME/IRU OR GPS REQUIRED,1100-0300,DTW NORTH FLOW,,CTR CAM Q822 GONZZ DONEO CUUGR2,valid_semantic_route,projected
BDL:DXR:TEC:1,BDL,DXR,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,HFD T303 MAD EEGOR ALIXX RYMES,valid_semantic_route,projected
BDL:DXR:TEC:2,BDL,DXR,TEC,2,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,,,VEERS IGN V157 HAARP,valid_semantic_route,projected
BDL:ELM:TEC:1,BDL,ELM,TEC,1,10000,,,,,CTR T458 STUBN,valid_semantic_route,projected
BDL:ERI:L:2,BDL,ERI,L,2,080-100,RNAV/GNSS EQUIPPED ONLY,,,,CTR T458 STUBN JHW,valid_semantic_route,projected
BDL:ERI:TEC:1,BDL,ERI,TEC,1,,,,,,CTR T458 STUBN JHW,valid_semantic_route,projected
BDL:EWR:L:1,BDL,EWR,L,1,70-170 INC,"RNAV ONLY, 250K OR LESS",1100-0300,,,MOBBS SAGES V489 COATE,valid_semantic_route,projected
BDL:EWR:L:2,BDL,EWR,L,2,110-170 INCL,MORE THAN 250 KTS,1100-0300,,,VEERS IGN FLOSI FLOSI4,valid_semantic_route,projected
BDL:EWR:TEC:1,BDL,EWR,TEC,1,10000,SINGLE ENGINE ONLY,,,,HFD T315 SEALL V188 CMK V623 SAX,valid_semantic_route,projected
BDL:EWR:TEC:2,BDL,EWR,TEC,2,10000,PROPS LESS THAN 250 KTS IAS,,,,HFD V3 CMK V188 V623 SAX,valid_semantic_route,projected
BDL:FLL:H:5,BDL,FLL,H,5,,RNAV 1 - DME/DME/IRU OR GPS,,,,THUMB1 CCC Q97 PRMUS CUUDA3,valid_semantic_route,projected
BDL:FLL:H:10,BDL,FLL,H,10,,"JETS; EXCLUDES EA50, E50P, SF50, C510, C525",,WATER,,THUMB1 CCC Q97 KALDA Q161 CHIEZ Y291 MAJIK CUUDA3,valid_semantic_route,projected
BDL:FLL:H:11,BDL,FLL,H,11,,"VLJ/TURBPROP ONLY: INCL EA50,E50P,SF50,C510,C525",,,,THUMB1 CCC Q97 KENLL TARPN3,valid_semantic_route,projected
BDL:FOK:TEC:1,BDL,FOK,TEC,1,070-090,TURBOJETS ONLY,,,,HFD T216 SALEM CCC,valid_semantic_route,projected
BDL:FRG:TEC:1,BDL,FRG,TEC,1,070-090,TURBOJETS ONLY,,,,HFD T216 SALEM CCC,valid_semantic_route,projected
BDL:GON:TEC:1,BDL,GON,TEC,1,10000,,,,,HFD GON,valid_semantic_route,projected
BDL:HPN:TEC:1,BDL,HPN,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,HFD T303 MAD EEGOR ALIXX RYMES,valid_semantic_route,projected
BDL:HYA:TEC:1,BDL,HYA,TEC,1,10000,,,,,PVD T393 GAILS,valid_semantic_route,projected
BDL:IAD:H:1,BDL,IAD,H,1,,,,,,VEERS PWL GANDE HYPER9,valid_semantic_route,projected
BDL:IAD:H:2,BDL,IAD,H,2,AOB 220,TURBOPROPS ONLY,1100-0300,,,MOBBS SAGES LAAYK MIP SEG PRTZL1,valid_semantic_route,projected
BDL:IAH:H:1,BDL,IAH,H,1,,,1100-0400,IAH WEST FLOW,,VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 AEX DOOBI3,valid_semantic_route,projected
BDL:IAH:H:2,BDL,IAH,H,2,,,1100-0400,IAH EAST FLOW,,VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 AEX SKNRD5,valid_semantic_route,projected
BDL:ILG:L:1,BDL,ILG,L,1,110-170,NON-TURBOJET,1100-0300,,,HFD T216 THUMB ORCHA T320 BRIGS ACY V184 OOD,valid_semantic_route,projected
BDL:ILG:L:2,BDL,ILG,L,2,110-170,NON-TURBOJET,1100-0300,,,HFD T216 THUMB ORCHA T320 BRIGS ACY V184 OOD,valid_semantic_route,projected
BDL:ILN:H:1,BDL,ILN,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,VEERS PWL IGN Q480 AIR APE,valid_semantic_route,projected
BDL:ISP:TEC:1,BDL,ISP,TEC,1,070-090,TURBOJETS ONLY,,,,HFD T216 SALEM CCC,valid_semantic_route,projected
BDL:JAX:H:1,BDL,JAX,H,1,,JETS; RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,,,THUMB1 CCC Q97 SAWED GUILD Q409 SESUE ESENT LUNNI2,valid_semantic_route,projected
BDL:JFK:TEC:1,BDL,JFK,TEC,1,10000,,,,,MAD T303 DPK,valid_semantic_route,projected
BDL:LAS:H:1,BDL,LAS,H,1,,"JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS.",,,,VEERS PWL IGN Q480 AIR J80 VHP J110 RSK J64 TBC SQIRE RKSTR4,valid_semantic_route,projected
BDL:LEB:TEC:1,BDL,LEB,TEC,1,10000,,,,,KEYNN T393 LBNON,valid_semantic_route,projected
BDL:LGA:TEC:1,BDL,LGA,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,HFD T303 MAD EEGOR PRENO,valid_semantic_route,projected
BDL:MCO:H:5,BDL,MCO,H,5,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING NORTH,,THUMB1 CCC Q97 SAWED MOXXY Q85 LPERD SNFLD3,valid_semantic_route,projected
BDL:MCO:H:6,BDL,MCO,H,6,,JETS; RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,WATER,,THUMB1 CCC Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4,valid_semantic_route,projected
BDL:MCO:H:7,BDL,MCO,H,7,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING SOUTH,,THUMB1 CCC Q97 SAWED MOXXY Q85 LPERD GTOUT1,valid_semantic_route,projected
BDL:MDW:H:1,BDL,MDW,H,1,,RNAV 1-DME/DME/IRU OR GPS,1100-0300,,,CTR CAM Q822 GONZZ Q29 JHW DJB ASHEN PANGG7,valid_semantic_route,projected
BDL:MEM:H:1,BDL,MEM,H,1,,,1100-0400,,,VEERS PWL BASYE Q406 BWZ J6 HVQ Q68 RAMRD BLUZZ5,valid_semantic_route,projected
BDL:MHT:TEC:1,BDL,MHT,TEC,1,10000,,,,,BAF T314 GDM MANCH,valid_semantic_route,projected
BDL:MIA:H:1,BDL,MIA,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,THUMB1 CCC Q97 DEBRL CSTAL3,valid_semantic_route,projected
BDL:MIA:H:3,BDL,MIA,H,3,,"JETS; EXCLUDES EA50, E50P, SF50, C510, C525",,WATER,,THUMB1 CCC Q97 KALDA Q101 SKARP Y313 HOAGG BNFSH3,valid_semantic_route,projected
BDL:MSP:H:1,BDL,MSP,H,1,,TURBOJETS,1000-0300,,,CTR CAM ARNII Q816 KELTI Q812 ZOHAN IDIOM MUSCL4,valid_semantic_route,projected
BDL:MVY:TEC:1,BDL,MVY,TEC,1,10000,,,,,PVD V405 MVY,valid_semantic_route,projected
BDL:MYR:H:1,BDL,MYR,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,THUMB1 CCC Q97 PAACK WYLMS,valid_semantic_route,projected
BDL:MYR:H:2,BDL,MYR,H,2,,,1100-0300,,,VEERS PWL BIZEX Q75 GVE SBV RDU,valid_semantic_route,projected
BDL:ORD:H:2,BDL,ORD,H,2,,DME/DME/IRU OR GNSS REQUIRED,1100-0300,,,CTR CAM Q822 FNT WYNDE3,valid_semantic_route,projected
BDL:ORF:H:1,BDL,ORF,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,THUMB1 CCC TOPRR Q167 TBONN OUTLA1,valid_semantic_route,projected
BDL:ORL:H:1,BDL,ORL,H,1,,RNAV 1 - DME/DME/IRU OR GPS REQURIED,,,,THUMB1 CCC Q97 SAWED MOXXY Q85 LPERD TTHOR3,valid_semantic_route,projected
BDL:ORL:H:2,BDL,ORL,H,2,,JETS; RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,WATER,,THUMB1 CCC Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4,valid_semantic_route,projected
BDL:OWD:TEC:1,BDL,OWD,TEC,1,10000,,,,,PUT PUT105 WOONS,valid_semantic_route,projected
BDL:PBI:H:1,BDL,PBI,H,1,,RNAV 1 - DME/DME/IRU OPR GPS REQUIRED,,,,THUMB1 CCC Q97 KENLL CPTAN3,valid_semantic_route,projected
BDL:PBI:H:3,BDL,PBI,H,3,,JETS; RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,WATER,,THUMB1 CCC Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2,valid_semantic_route,projected
BDL:PHL:H:1,BDL,PHL,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,THUMB1 CCC MANTA Q439 BRIGS JIIMS4,valid_semantic_route,projected
BDL:PHL:L:1,BDL,PHL,L,1,110-170 INCL,NON-TURBOJET,1100-0300,,,HFD T216 THUMB ORCHA T320 BRIGS ACY V184 OOD,valid_semantic_route,projected
BDL:PHL:L:2,BDL,PHL,L,2,60-170 INCL PROPS LESS THAN 210 KTS,PROPS. GPS OR DME/DME OR IRU EQUIPPED,1100-0300,,,MOBBS SAGES LAAYK WLKES T335 SLATT V6 FJC MAZIE,valid_semantic_route,projected
BDL:PHL:L:3,BDL,PHL,L,3,60-170 INCL. PROPS 210 KTS PLUS,PROPS. GPS OR DME/DME OR IRU EQUIPPED,1100-0300,,,MOBBS SAGES LAAYK WLKES T335 SLATT V6 FJC MAZIE,valid_semantic_route,projected
BDL:PHL:L:4,BDL,PHL,L,4,60-170,TURBOJETS ONLY. GPS OR DME/DME OR IRU EQUIPPED,1100-0300,,,MOBBS T295 LAAYK WLKES T455 FJC T221 MAZIE,valid_semantic_route,projected
BDL:PHL:TEC:1,BDL,PHL,TEC,1,10000,,,,,GON CCC T224 JIIMS OOD,valid_semantic_route,projected
BDL:PHL:TEC:2,BDL,PHL,TEC,2,10000,,,,,MAD BEADS T320 BRIGS ACY V184 OOD,valid_semantic_route,projected
BDL:PIT:H:1,BDL,PIT,H,1,,,1100-0300,,,CTR HNK KONJE SLT HAYNZ7,valid_semantic_route,projected
BDL:PNE:L:3,BDL,PNE,L,3,110-170,NON-TURBOJET,1100-0300,,,HFD T216 THUMB ORCHA T320 BRIGS ACY V184 OOD,valid_semantic_route,projected
BDL:PNE:L:4,BDL,PNE,L,4,110-170,,1100-0300,WATER ROUTE,,BOS LUCOS SEY ORCHA T320 MANTA T438 ARD,valid_semantic_route,projected
BDL:PNE:L:5,BDL,PNE,L,5,,,1100-0300,,,MOBBS T295 LAAYK WLKES T455 FJC ARD,valid_semantic_route,projected
BDL:PNE:L:6,BDL,PNE,L,6,090-170,TURBOJETS ONLY. GPS OR DME/DME OR IRU EQUIPPED,1100-0300,,,MOBBS SAGES LAAYK WLKES T335 ETX T430 TROXL ARD,valid_semantic_route,projected
BDL:PNE:TEC:1,BDL,PNE,TEC,1,10000,,,,,GON CCC T224 DIXIE T438 ARD,valid_semantic_route,projected
BDL:PNE:TEC:2,BDL,PNE,TEC,2,10000,,,,,MAD BEADS T320 MANTA T438 ARD,valid_semantic_route,projected
BDL:PSM:TEC:1,BDL,PSM,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,BAF T314 GDM RAYMY,valid_semantic_route,projected
BDL:PSM:TEC:2,BDL,PSM,TEC,2,10000,JETS AND PROPS GREATER THAN 250 KTS IAS,,,,BAF T314 GDM RAYMY,valid_semantic_route,projected
BDL:PVC:TEC:1,BDL,PVC,TEC,1,10000,,,,,PVD T393 GAILS,valid_semantic_route,projected
BDL:PWM:TEC:1,BDL,PWM,TEC,1,10000,,,,,BAF T314 ENE,valid_semantic_route,projected
BDL:RDU:H:1,BDL,RDU,H,1,,,,,,VEERS PWL BIZEX Q75 GVE MELTN ALDAN4,valid_semantic_route,projected
BDL:RFD:H:1,BDL,RFD,H,1,,,,,,CTR CAM Q822 FNT WEBOR HIGUH EMMAS1,valid_semantic_route,projected
BDL:RIC:H:1,BDL,RIC,H,1,,RNAV 1-DME/DME/IRU OR GPS,,,,THUMB1 CCC TOPRR Q167 ZJAAY ARICE JAMIE,valid_semantic_route,projected
BDL:RIC:TEC:1,BDL,RIC,TEC,1,10000,,,,,GON CCC T224 COLIN,valid_semantic_route,projected
BDL:RIC:TEC:2,BDL,RIC,TEC,2,10000,,,,,MAD BEADS T320 CHOPS T224 COLIN,valid_semantic_route,projected
BDL:ROC:TEC:1,BDL,ROC,TEC,1,10000,,,,,ALB,valid_semantic_route,projected
BDL:RSW:H:1,BDL,RSW,H,1,,,1100-0300,,,VEERS PWL BIZEX Q75 SLOJO Q103 CYNTA SHFTY6,valid_semantic_route,projected
BDL:SAV:H:1,BDL,SAV,H,1,,RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,,,THUMB1 CCC Q97 SAWED GUILD Q409 SESUE SOOOP,valid_semantic_route,projected
BDL:STL:H:1,BDL,STL,H,1,,RNAV ONLY,1100-0300,,,VEERS PWL IGN Q480 AIR J80 VHP AARCH2,valid_semantic_route,projected
BDL:SWF:TEC:1,BDL,SWF,TEC,1,10000,GNSS EQUIPPED ONLY,,,,VEERS T212 TRESA,valid_semantic_route,projected
BDL:SYR:TEC:1,BDL,SYR,TEC,1,10000,,,,,ALB,valid_semantic_route,projected
BDL:TPA:H:2,BDL,TPA,H,2,,,1100-0300,,,VEERS PWL BIZEX Q75 TEUFL BAAMF DADES2,valid_semantic_route,projected
BDL:TTN:L:3,BDL,TTN,L,3,110-170,,1100-0300,WATER ROUTE,,HFD T216 THUMB ORCHA T320 MANTA T438 ARD,valid_semantic_route,projected
BDL:TTN:L:4,BDL,TTN,L,4,,,1100-0300,,,MOBBS T295 LAAYK WLKES T455 FJC ARD,valid_semantic_route,projected
BDL:TTN:L:5,BDL,TTN,L,5,090-170,TURBOJETS ONLY. GPS OR DME/DME OR IRU EQUIPPED,1100-0300,,,MOBBS SAGES LAAYK WLKES T335 ETX T430 TROXL ARD,valid_semantic_route,projected
BDL:TTN:TEC:1,BDL,TTN,TEC,1,10000,,,,,GON CCC T224 DIXIE T438 RBV,valid_semantic_route,projected
BDL:TTN:TEC:2,BDL,TTN,TEC,2,10000,,,,,MAD BEADS T320 MANTA T438 ARD,valid_semantic_route,projected
BDL:VRB:H:1,BDL,VRB,H,1,,RNAV 1-DME/DME/IRU OR GPS,,WATER,,THUMB1 CCC Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC,valid_semantic_route,projected
BDL:VRB:H:2,BDL,VRB,H,2,,RNAV 1-DME/DME/IRU OR GPS,,,,THUMB1 CCC Q97 MALET,valid_semantic_route,projected
BDL:WRI:TEC:1,BDL,WRI,TEC,1,10000,,,,,GON CCC T224 CYN,valid_semantic_route,projected
BDL:WRI:TEC:2,BDL,WRI,TEC,2,10000,,,,,MAD BEADS T320 DRIFT T416 CYN,valid_semantic_route,projected
BDL:YIP:H:2,BDL,YIP,H,2,,DME/DME/IRU OR GNSS REQUIRED,1100-0300,,,CTR CAM Q822 GONZZ COLTS OKLND1,valid_semantic_route,projected
BDR:ABE:TEC:1,BDR,ABE,TEC,1,5000,,,,,HUO T299 FJC,valid_semantic_route,projected
BDR:ACK:TEC:1,BDR,ACK,TEC,1,10000,,,,,MAD CARLD V188 GON T216 NEWBE T300 DEEPO,valid_semantic_route,projected
BDR:ACY:TEC:1,BDR,ACY,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 DIXIE T315 ACY,valid_semantic_route,projected
BDR:ALB:L:1,BDR,ALB,L,1,110-170 INCL,,1100-0300,,,SOARS V487 CANAN,valid_semantic_route,projected
BDR:ALB:TEC:1,BDR,ALB,TEC,1,10000,,,,,SOARS V487 CANAN,valid_semantic_route,projected
BDR:ASH:L:1,BDR,ASH,L,1,110-150 INCL,,1100-0300,,,MAD T303 HFD T315 GDM MANCH,valid_semantic_route,projected
BDR:AUG:L:1,BDR,AUG,L,1,110-170 INCL,,1100-0300,,,ORCHA T320 GDM T314 ENE,valid_semantic_route,projected
BDR:AUG:TEC:1,BDR,AUG,TEC,1,10000,,,,,MAD T303 HFD T315 GDM T314 ENE,valid_semantic_route,projected
BDR:AUG:TEC:2,BDR,AUG,TEC,2,10000,"/E, /F, /G ONLY",,,,MAD HFD CLOWW,valid_semantic_route,projected
BDR:BDL:TEC:1,BDR,BDL,TEC,1,10000,,,,,BDR,valid_semantic_route,projected
BDR:BDR:TEC:1,BDR,BDR,TEC,1,2000,,,,,BDR,valid_semantic_route,projected
BDR:BED:L:1,BDR,BED,L,1,110-150 ONLY,,1100-0300,,,MAD T303 HFD DREEM3,valid_semantic_route,projected
BDR:BED:TEC:1,BDR,BED,TEC,1,10000,,,,,MAD T303 HFD DREEM,valid_semantic_route,projected
BDR:BGR:L:1,BDR,BGR,L,1,110-170 INCL,,1100-0300,,,ORCHA T320 GDM T314 ENE T295 BGR,valid_semantic_route,projected
BDR:BGR:TEC:1,BDR,BGR,TEC,1,10000,,,,,MAD T303 HFD T315 GDM T314 ENE BGR,valid_semantic_route,projected
BDR:BGR:TEC:2,BDR,BGR,TEC,2,10000,"/E, /F, /G ONLY",,,,MAD HFD CLOWW,valid_semantic_route,projected
BDR:BHB:TEC:1,BDR,BHB,TEC,1,10000,,,,,MAD T303 HFD T315 GDM T314 ENE,valid_semantic_route,projected
BDR:BHB:TEC:2,BDR,BHB,TEC,2,10000,"/E, /F, /G ONLY",,,,MAD HFD CLOWW,valid_semantic_route,projected
BDR:BID:TEC:1,BDR,BID,TEC,1,9000,,,,,MAD CARLD V188 GON,valid_semantic_route,projected
BDR:BLM:TEC:1,BDR,BLM,TEC,1,6000,,,,,DPK JFK COL,valid_semantic_route,projected
BDR:BOS:L:1,BDR,BOS,L,1,110-170 INCL,,1100-0300,,,BDR MERIT ROBUC3,valid_semantic_route,projected
BDR:BOS:TEC:1,BDR,BOS,TEC,1,9000,,,,,MAD T303 HFD DREEM,valid_semantic_route,projected
BDR:BOS:TEC:2,BDR,BOS,TEC,2,10000,PROPS LESS THAN 250 KTS IAS,,,,MAD CARLD YANTC T224 WOONS,valid_semantic_route,projected
BDR:BTV:TEC:1,BDR,BTV,TEC,1,10000,,,,,SOARS V487 CAM,valid_semantic_route,projected
BDR:BTV:TEC:2,BDR,BTV,TEC,2,10000,"/E, /F, /G ONLY",,,,BDR JUDDS,valid_semantic_route,projected
BDR:BVY:L:1,BDR,BVY,L,1,110-170 INCL,RNAV 1 - DME/DME/IRU OR GPS,,,,MAD HFD DREEM3,valid_semantic_route,projected
BDR:BWI:H:1,BDR,BWI,H,1,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,,,BEADS EMJAY Q167 ZIZZI KNUKK ATR LAFLN MIIDY4,valid_semantic_route,projected
BDR:BWI:L:2,BDR,BWI,L,2,AOB 170,,,,,BEADS T320 AVALO T358 SWANN,valid_semantic_route,projected
BDR:BWI:TEC:1,BDR,BWI,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 DIXIE T303 LEEAH T358 SWANN,valid_semantic_route,projected
BDR:CON:L:1,BDR,CON,L,1,110-150 INCL,,1100-0300,,,ORCHA T320 GDM,valid_semantic_route,projected
BDR:CON:TEC:1,BDR,CON,TEC,1,10000,,,,,MAD T303 HFD T315 GDM,valid_semantic_route,projected
BDR:CON:TEC:2,BDR,CON,TEC,2,10000,"/E, /F, /G ONLY",,,,MAD HFD CLOWW,valid_semantic_route,projected
BDR:CXY:TEC:1,BDR,CXY,TEC,1,5000,,,,,HUO T299 HAR,valid_semantic_route,projected
BDR:DCA:H:2,BDR,DCA,H,2,,,1100-0300,,,BEADS EMJAY Q167 ZIZZI KNUKK ATR LAFLN DEALE3,valid_semantic_route,projected
BDR:DCA:TEC:1,BDR,DCA,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 DIXIE T303 LEEAH T315 CHOPS T320 VAALI CAPKO,valid_semantic_route,projected
BDR:EEN:L:1,BDR,EEN,L,1,110-170 ONLY,,1100-0300,,,ORCHA T320 GDM,valid_semantic_route,projected
BDR:EEN:TEC:1,BDR,EEN,TEC,1,10000,,,,,MAD T303 HFD T315 GDM,valid_semantic_route,projected
BDR:EEN:TEC:2,BDR,EEN,TEC,2,10000,"/E, /F, /G ONLY",,,,BDR JUDDS WHATE,valid_semantic_route,projected
BDR:EWB:TEC:1,BDR,EWB,TEC,1,9000,,,,,MAD CARLD V188 GON V374 MINNK,valid_semantic_route,projected
BDR:EWR:TEC:1,BDR,EWR,TEC,1,4000,,,,,CMK V188 SAX,valid_semantic_route,projected
BDR:GON:TEC:1,BDR,GON,TEC,1,7000,,,,,MAD MAD126 MONDI,valid_semantic_route,projected
BDR:HFD:TEC:1,BDR,HFD,TEC,1,5000,,,,,MAD,valid_semantic_route,projected
BDR:HPN:TEC:1,BDR,HPN,TEC,1,4000,,,,,ALIXX RYMES,valid_semantic_route,projected
BDR:HYA:TEC:1,BDR,HYA,TEC,1,10000,,,,,MAD CARLD ORW PVD T393 GAILS,valid_semantic_route,projected
BDR:IAD:H:1,BDR,IAD,H,1,,RNAV EQUIPPED ONLY,,,,JUDDS RONGE PWL GANDE HYPER9,valid_semantic_route,projected
BDR:IAD:TEC:1,BDR,IAD,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 DIXIE T303 LEEAH T358 OBWON T356 TWIRK T358 MRB,valid_semantic_route,projected
BDR:ISP:TEC:1,BDR,ISP,TEC,1,4000,,,,,CCC,valid_semantic_route,projected
BDR:JFK:TEC:1,BDR,JFK,TEC,1,4000,,,,,DPK,valid_semantic_route,projected
BDR:JPX:TEC:1,BDR,JPX,TEC,1,3000,,,,,HTO,valid_semantic_route,projected
BDR:LCI:L:1,BDR,LCI,L,1,110-170 INCL,,1100-0300,,,ORCHA T320 GDM CON,valid_semantic_route,projected
BDR:LEB:L:1,BDR,LEB,L,1,110-170 INCL,,1100-0300,,,ORCHA T320 GDM,valid_semantic_route,projected
BDR:LEB:TEC:1,BDR,LEB,TEC,1,10000,,,,,MAD T303 HFD KEYNN,valid_semantic_route,projected
BDR:LEB:TEC:2,BDR,LEB,TEC,2,10000,"/E, /F, /G ONLY",,,,BDR JUDDS WHATE,valid_semantic_route,projected
BDR:LEW:L:1,BDR,LEW,L,1,110-170 INCL,,1100-0300,,,ORCHA T320 GDM T314 ENE,valid_semantic_route,projected
BDR:LGA:TEC:1,BDR,LGA,TEC,1,4000,,,,,LGA075,valid_semantic_route,no_resolved_point
BDR:LNS:TEC:1,BDR,LNS,TEC,1,5000,,,,,HUO T299 DUMMR T295 LRP,valid_semantic_route,projected
BDR:LWM:L:1,BDR,LWM,L,1,110-170 INCL,RNAV 1 - DME/DME/IRU OR GPS,,,,MAD HFD DREEM3,valid_semantic_route,projected
BDR:MHT:L:1,BDR,MHT,L,1,110-170 INCL,JETS ONLY,1100-0300,,,MAD T303 HFD CRIBB ROZZE2,valid_semantic_route,projected
BDR:MHT:L:2,BDR,MHT,L,2,110-170 INCL,PROPS ONLY,1100-0300,,,MAD T303 HFD T315 GDM MANCH,valid_semantic_route,projected
BDR:MHT:TEC:1,BDR,MHT,TEC,1,10000,,,,,MAD T303 HFD T315 GDM MANCH,valid_semantic_route,projected
BDR:MHT:TEC:2,BDR,MHT,TEC,2,10000,"/E, /F, /G ONLY",,,,MAD HFD CLOWW,valid_semantic_route,projected
BDR:MIV:TEC:1,BDR,MIV,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 JIIMS,valid_semantic_route,projected
BDR:MMK:TEC:1,BDR,MMK,TEC,1,3000,,,,,MAD,valid_semantic_route,projected
BDR:MVY:TEC:1,BDR,MVY,TEC,1,9000,,,,,MAD CARLD V188 GON V374 MVY,valid_semantic_route,projected
BDR:OQU:TEC:1,BDR,OQU,TEC,1,9000,,,,,MAD CARLD V188 GON,valid_semantic_route,projected
BDR:ORF:TEC:1,BDR,ORF,TEC,1,6000,SINGLE ENGINE ONLY,,,,CCC T224 DIXIE T303 OUTLA,valid_semantic_route,projected
BDR:ORH:TEC:1,BDR,ORH,TEC,1,9000,,,,,MAD T303 GRAYM,valid_semantic_route,projected
BDR:OWD:TEC:1,BDR,OWD,TEC,1,10000,PROPS LESS THAN 250 KTS IAS,,,,MAD YANTC T224 WOONS,valid_semantic_route,projected
BDR:PHL:TEC:1,BDR,PHL,TEC,1,6000,SINGLE ENGINE ONLY,,,,DIXIE T224 JIIMS OOD,valid_semantic_route,projected
