nodeKey,FIX_ID,ICAO_REGION_CODE,STATE_CODE,COUNTRY_CODE,LAT_DECIMAL,LONG_DECIMAL,FIX_USE_CODE,ARTCC_ID_HIGH,ARTCC_ID_LOW,COMPULSORY,CHARTS
FIX:CSHEL,CSHEL,K7,FL,US,27.02342222,-81.74467222,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:CUBIM,CUBIM,K5,KY,US,36.87704166,-83.005825,WP,ZID,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
FIX:CUSEK,CUSEK,K7,FL,US,26.860775,-81.38815833,WP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:CUTRR,CUTRR,K5,KY,US,37.02658055,-84.83688055,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:CUTTN,CUTTN,K7,GA,US,33.81865277,-85.20178333,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:CWARD,CWARD,K2,CA,US,33.38401388,-117.90927222,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,SID,STAR"
FIX:CYBIL,CYBIL,K5,IL,US,40.31666666,-87.86444444,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:CYNTA,CYNTA,K7,GA,US,30.60751666,-82.09318055,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:DAAVE,DAAVE,K5,IL,US,38.41563055,-89.05311111,WP,ZKC,ZKC,,"CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
FIX:DACOS,DACOS,K5,KY,US,38.20421388,-84.24104166,RP,,ZID,,ENROUTE HIGH
FIX:DADDS,DADDS,K7,NC,US,35.60843055,-78.78908333,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DADES,DADES,K7,FL,US,28.36267222,-82.25216666,RP,ZJX,ZJX,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:DAFLU,DAFLU,CY,,CA,42.37908333,-82.68877777,RP,,ZOB,,ENROUTE HIGH
FIX:DAIFE,DAIFE,K5,IN,US,41.26888888,-85.85527777,WP,ZAU,ZAU,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:DAJPI,DAJPI,K7,NC,US,35.77988055,-82.63857222,WP,ZTL,ZTL,,"ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DANAH,DANAH,K2,CA,US,33.48100555,-117.698375,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:DANCO,DANCO,K6,VA,US,37.08770833,-80.71290277,WP,ZTL,ZTL,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SECTIONAL,SID"
FIX:DANNR,DANNR,K6,PA,US,40.66642222,-76.24018888,RP,ZNY,ZNY,,"CONTROLLER,ENROUTE HIGH"
FIX:DANZI,DANZI,K6,NY,US,42.17829444,-74.95671944,RP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW,STAR"
FIX:DARCY,DARCY,K5,IL,US,41.20222222,-87.72583333,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DARED,DARED,K7,AL,US,31.00148611,-85.85065833,RP,ZJX,ZJX,,"CONTROLLER,ENROUTE LOW,IAP"
FIX:DAREE,DAREE,K7,GA,US,34.62658888,-83.85973055,WP,ZTL,ZTL,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DARTS,DARTS,K2,CA,US,34.15604722,-118.26959444,RP,ZLA,ZLA,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SID,STAR"
FIX:DAWTS,DAWTS,K7,NC,US,34.98590833,-78.87516666,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:DAWWN,DAWWN,K7,GA,US,31.48054444,-84.61296944,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DAYVS,DAYVS,K7,AL,US,33.234425,-87.20218888,WP,ZTL,ZTL,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL,SID"
FIX:DAYYY,DAYYY,K5,MI,US,44.16944444,-84.37305555,WP,ZMP,ZMP,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:DBABE,DBABE,K6,NY,US,41.14166666,-74.09611111,WP,ZNY,ZNY,,"CONTROLLER,ENROUTE HIGH,SID"
FIX:DBRAH,DBRAH,K6,VA,US,37.34281666,-80.06965277,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID,STAR"
FIX:DDANY,DDANY,K7,FL,US,28.21150555,-80.67262222,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:DDUBS,DDUBS,K6,PA,US,41.482575,-77.756275,WP,ZOB,ZOB,,"ENROUTE HIGH,ENROUTE LOW"
FIX:DEANO,DEANO,K2,CA,US,34.31666388,-119.41645,RP,ZLA,ZLA,,"CONTROLLER,ENROUTE LOW,IAP,SID"
FIX:DEARY,DEARY,K7,FL,US,28.10070277,-80.91427777,RP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:DEBAR,DEBAR,K5,IN,US,40.25446388,-84.97976944,RP,,ZID,,"CONTROLLER LOW,ENROUTE LOW"
FIX:DEBIE,DEBIE,K7,SC,US,34.93029444,-81.80890555,RP,ZTL,ZTL,,SID
FIX:DEBRL,DEBRL,K7,FL,US,29.29686944,-81.13413333,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DECAS,DECAS,K2,CA,US,33.82359166,-115.45661111,RP,ZLA,ZLA,,"CONTROLLER,ENROUTE HIGH,SID,STAR"
FIX:DECKK,DECKK,K4,OK,US,34.87281111,-97.28108888,RP,ZFW,ZFW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SID"
FIX:DEDDY,DEDDY,K7,SC,US,32.89425833,-80.03763333,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,WESTERN ATLANTIC ROUTE"
FIX:DEDKI,DEDKI,CY,,CA,43.69027777,-78.71833333,WP,ZYZ,ZYZ,,ENROUTE HIGH
FIX:DEEDA,DEEDA,K7,GA,US,31.57043055,-85.00863888,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DEEEZ,DEEEZ,K7,NC,US,35.2822,-78.24007777,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,SID"
FIX:DEEPO,DEEPO,K6,MA,US,41.11498888,-70.83606944,RP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,MILITARY IAP,STAR"
FIX:DEFFN,DEFFN,K7,SC,US,34.48706111,-81.91823333,WP,ZTL,ZTL,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:DEFUN,DEFUN,K7,FL,US,30.81424166,-86.13141388,RP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,STAR"
FIX:DEGLE,DEGLE,K2,CA,US,33.26808333,-117.11714722,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID,SPECIAL DP,SPECIAL IAP"
FIX:DELHI,DELHI,K5,IL,US,41.93333333,-87.78611111,WP,ZAU,ZAU,,"AREA,CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
FIX:DELRO,DELRO,K6,PA,US,39.965475,-76.62534444,RP,ZNY,ZNY,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,STAR"
FIX:DENNA,DENNA,K6,CT,US,41.233275,-73.19387222,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,STAR"
FIX:DENNI,DENNI,K5,IL,US,37.62301111,-88.70108333,RP,ZKC,ZKC,,"CONTROLLER,ENROUTE HIGH,SID"
FIX:DENNT,DENNT,K5,IL,US,41.41916666,-87.72472222,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DENNY,DENNY,K6,VA,US,37.86670833,-79.73715277,RP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DENST,DENST,K7,AL,US,34.77176111,-85.73281388,WP,ZTL,ZTL,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:DENYU,DENYU,K6,NY,US,43.90416666,-73.85055555,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW"
FIX:DERLO,DERLO,CY,,CA,43.06638888,-81.09527777,WP,ZUL,ZUL,,ENROUTE HIGH
FIX:DETMR,DETMR,K5,MI,US,42.11903888,-85.09416388,WP,ZAU,ZAU,,STAR
FIX:DETTE,DETTE,K6,PA,US,40.23798333,-76.040675,RP,ZNY,ZNY,,"CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:DEWAK,DEWAK,K5,KY,US,37.77720277,-83.24949444,WP,ZID,ZID,,"CONTROLLER,ENROUTE HIGH"
FIX:DEWAY,DEWAY,K2,CA,US,33.94866666,-116.739975,RP,ZLA,ZLA,,"CONTROLLER,ENROUTE LOW,SID,STAR"
FIX:DEWET,DEWET,K6,VA,US,37.09838888,-79.85500555,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:DFENC,DFENC,K7,NC,US,35.91974722,-77.06042777,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DGESS,DGESS,K7,SC,US,34.78388055,-82.76631111,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:DGRAF,DGRAF,K6,PA,US,41.68625555,-76.22254166,RP,ZNY,ZNY,,"CONTROLLER,ENROUTE HIGH"
FIX:DHART,DHART,K4,AR,US,33.39781666,-92.419325,WP,ZFW,ZFW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:DIANO,DIANO,K6,PA,US,41.00055277,-76.22605,RP,ZNY,ZNY,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,SID,STAR"
FIX:DIDDY,DIDDY,K7,FL,US,27.31059722,-80.8822,WP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:DIESL,DIESL,K4,TX,US,30.96449166,-98.84211388,WP,ZHU,ZHU,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DIGGN,DIGGN,K1,WA,US,47.947175,-122.76668888,RP,ZSE,ZSE,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID,STAR"
FIX:DILLO,DILLO,K4,TX,US,30.79632222,-98.78719722,WP,ZHU,ZHU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DILNE,DILNE,K5,OH,US,40.46794444,-80.87569166,RP,ZOB,ZOB,,"CONTROLLER,ENROUTE LOW"
FIX:DIMBY,DIMBY,K7,FL,US,28.08126111,-80.62711388,WP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL"
FIX:DINES,DINES,K6,NY,US,43.31192777,-77.12450833,RP,ZOB,ZOB,,"CONTROLLER,ENROUTE LOW,IAP"
FIX:DIODE,DIODE,K7,AL,US,34.0099,-86.47924722,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW"
FIX:DIRRK,DIRRK,K4,AR,US,34.13801111,-93.77643055,WP,ZFW,ZFW,,"CONTROLLER,ENROUTE LOW,STAR"
FIX:DITCH,DITCH,K6,NJ,US,39.79385,-74.71663333,RP,ZDC,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DITSY,DITSY,K4,TX,US,31.41581666,-98.06418611,WP,ZFW,ZFW,,"CONTROLLER,ENROUTE LOW,STAR"
FIX:DIXIE,DIXIE,K6,NJ,US,40.09936666,-74.16449166,RP,ZDC,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,MILITARY SID,SECTIONAL,SID"
FIX:DIYAB,DIYAB,K7,TN,US,35.24412777,-89.11235277,WP,ZME,ZME,,SID
FIX:DIZNY,DIZNY,K,OA,US,32.18983333,-77.88113888,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,WESTERN ATLANTIC ROUTE"
FIX:DLLAN,DLLAN,K5,WI,US,42.62108055,-87.97152777,WP,ZAU,ZAU,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW"
FIX:DLMAR,DLMAR,K6,PA,US,41.69515555,-77.41972777,WP,ZNY,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW"
FIX:DMACK,DMACK,K6,PA,US,41.78575833,-77.55192222,RP,ZOB,ZOB,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DNIKA,DNIKA,K5,WI,US,42.62094166,-87.81761388,WP,ZAU,ZAU,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW"
FIX:DOBIE,DOBIE,CY,,CA,42.4282,-81.04580555,WP,ZOB,ZOB,,"CONTROLLER,ENROUTE HIGH"
FIX:DOBLR,DOBLR,K5,IL,US,38.84219722,-89.1197,WP,ZKC,ZKC,,SID
FIX:DOCAL,DOCAL,K2,CA,US,37.24396944,-122.02058888,WP,ZOA,ZOA,,IAP
FIX:DOCTR,DOCTR,K6,MD,US,39.00988333,-76.41409722,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DOLEY,DOLEY,K4,TX,US,32.18916666,-96.38472222,RP,ZFW,ZFW,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DOLIE,DOLIE,K7,FL,US,27.28561388,-81.91004722,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DONEO,DONEO,CY,,CA,42.78471388,-79.72734444,WP,ZOB,ZOB,,STAR
FIX:DONIL,DONIL,K6,DE,US,39.07651111,-75.30525555,RP,,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:DONVE,DONVE,K5,IL,US,39.98638888,-87.62583333,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DOOGE,DOOGE,K6,VA,US,36.81081388,-82.587325,WP,ZTL,ZTL,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DORET,DORET,K5,OH,US,41.80163888,-80.58462222,RP,,ZOB,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:DORPH,DORPH,K2,CO,US,39.50425277,-103.23162777,WP,ZDV,ZDV,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:DORRN,DORRN,K6,VA,US,37.53167777,-77.89378333,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DOSOA,DOSOA,K3,KS,US,38.17071944,-95.12681388,RP,ZKC,ZKC,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:DOWDD,DOWDD,K2,CA,US,33.98541388,-117.83216666,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,STAR"
FIX:DOWDI,DOWDI,K7,FL,US,27.12120833,-80.70068611,WP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL,STAR"
FIX:DOWRY,DOWRY,K,OG,US,27.56060833,-85.16462777,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DOXXY,DOXXY,K5,MI,US,42.1225,-84.47361111,WP,ZOB,ZOB,,ENROUTE HIGH
FIX:DPATY,DPATY,K4,LA,US,32.07240277,-91.54802777,WP,ZHU,ZHU,,SID
FIX:DRAIK,DRAIK,K6,VA,US,37.13393055,-78.98293333,RP,ZDC,ZDC,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:DREEM,DREEM,K6,MA,US,42.36184722,-71.74281388,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID,STAR"
FIX:DREGS,DREGS,K5,IL,US,40.31666666,-87.6075,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DRIFT,DRIFT,K6,NJ,US,39.81487777,-73.680425,RP,ZDC,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL,STAR"
FIX:DRIVN,DRIVN,K7,NC,US,35.214925,-80.89617777,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DRLER,DRLER,K4,OK,US,36.19625833,-95.78808333,WP,ZKC,ZKC,,"SID,STAR"
FIX:DROSA,DROSA,K6,MD,US,39.30842222,-76.96839444,WP,ZDC,ZDC,,"AREA,CONTROLLER LOW,ENROUTE LOW,SECTIONAL"
FIX:DROSE,DROSE,K5,IN,US,40.52761388,-86.05800555,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DRRVR,DRRVR,K2,AZ,US,32.17524722,-109.29050833,WP,ZAB,ZAB,,STAR
FIX:DRUGA,DRUGA,K5,OH,US,39.68797222,-83.99683611,WP,ZOB,ZOB,,"ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:DUCEN,DUCEN,K7,FL,US,29.27606388,-81.32312222,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DUCHY,DUCHY,K7,GA,US,31.738075,-82.91421111,WP,ZJX,ZJX,,STAR
FIX:DUFEE,DUFEE,K5,MI,US,42.11247222,-87.06333333,WP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:DUFFI,DUFFI,K7,NC,US,36.34940833,-77.79145,RP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:DULEE,DULEE,K,OA,US,29.8307,-79.14928611,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR,WESTERN ATLANTIC ROUTE"
FIX:DUMGE,DUMGE,K5,IN,US,39.98638888,-87.39833333,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:DUMMR,DUMMR,K6,PA,US,40.46963333,-76.11116111,RP,,ZNY,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:DUNKK,DUNKK,K6,MA,US,42.08170833,-70.65634166,RP,,ZBW,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,MILITARY IAP,SID"
FIX:DUUDA,DUUDA,K5,MI,US,43.07626111,-85.5247,WP,ZAU,ZAU,,STAR
FIX:DUUKR,DUUKR,K5,OH,US,41.99712777,-80.70389722,WP,ZOB,ZOB,,SID
FIX:DVALL,DVALL,K7,FL,US,25.51468611,-80.99895555,RP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,STAR"
FIX:DYLYN,DYLYN,K7,FL,US,26.69138888,-81.17444444,WP,ZMA,ZMA,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW"
FIX:EAONE,EAONE,K7,GA,US,33.87443888,-83.80009166,WP,ZTL,ZTL,,"AREA,CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:EARED,EARED,K6,PA,US,40.95904166,-79.68010833,WP,,ZOB,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:EARND,EARND,K5,IL,US,41.42527777,-87.57222222,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:EARZZ,EARZZ,K7,NC,US,35.91106666,-76.85601111,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:EATWO,EATWO,K7,GA,US,33.61691666,-83.73664444,WP,ZTL,ZTL,,"AREA,CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:EBAKE,EBAKE,K5,MI,US,42.27936111,-87.06333333,WP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:EBAYY,EBAYY,K7,FL,US,27.72783333,-80.50099722,WP,ZMA,ZMA,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:EDDDY,EDDDY,K7,TN,US,35.90481388,-83.89492222,WP,ZTL,ZTL,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL,STAR"
FIX:EDDYY,EDDYY,K2,CA,US,37.37490277,-122.11875,WP,ZOA,ZOA,,"IAP,STAR"
FIX:EDENS,EDENS,K5,IL,US,41.11639166,-90.04852777,WP,ZAU,ZAU,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:EDWAH,EDWAH,K4,AR,US,34.19891944,-92.27076111,WP,ZME,ZME,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:EEEZI,EEEZI,K5,OH,US,41.225875,-82.24545277,WP,ZOB,ZOB,,STAR
FIX:EEGOR,EEGOR,K6,CT,US,41.16081666,-73.12435,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SECTIONAL,STAR"
FIX:EEGUL,EEGUL,K6,MA,US,42.62534166,-73.13791944,WP,ZBW,ZBW,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:EFFAY,EFFAY,K7,SC,US,34.25851944,-80.51053888,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:EHMAN,EHMAN,K6,NY,US,43.14210555,-78.35481944,RP,ZOB,ZOB,,"CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:ELANR,ELANR,K5,IL,US,41.20166666,-87.53333333,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:ELBOW,ELBOW,MY,,BS,26.42617222,-76.72650833,RP,,ZMA,LOW/HIGH,"AREA,ENROUTE HIGH,ENROUTE LOW"
FIX:ELIOT,ELIOT,K6,PA,US,40.81851388,-75.13011944,RP,ZNY,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:ELLDE,ELLDE,K7,NC,US,34.40404722,-78.69738888,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,SID"
FIX:ELLVR,ELLVR,K4,TX,US,31.70811666,-96.83779166,RP,ZFW,ZFW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:ELMAA,ELMAA,K1,WA,US,47.14804166,-123.40955,RP,ZSE,ZSE,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:ELMOO,ELMOO,K2,CA,US,34.0985,-118.08125833,RP,ZLA,ZLA,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:ELMSZ,ELMSZ,K7,SC,US,33.67683611,-79.29987777,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:ELVAE,ELVAE,K6,NJ,US,40.54633333,-74.27633333,RP,ZNY,ZNY,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:ELYNA,ELYNA,K3,MO,US,40.44766111,-93.31793055,WP,ZKC,ZKC,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:EMAHH,EMAHH,K7,TN,US,35.597725,-85.47225555,WP,ZTL,ZME,,"CONTROLLER,ENROUTE HIGH,SID,SPECIAL DP"
FIX:EMEGE,EMEGE,K5,IN,US,39.71305555,-86.67777777,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:EMJAY,EMJAY,K6,NJ,US,40.093025,-73.26175277,WP,,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:EMMLY,EMMLY,K5,IN,US,40.45,-87.33333333,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:EMNEM,EMNEM,K6,WV,US,39.5242,-80.07450277,WP,ZOB,ZOB,,"CONTROLLER,ENROUTE HIGH"
FIX:EMPTY,EMPTY,K5,OH,US,39.96329722,-83.18694444,RP,,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:ENEME,ENEME,K7,GA,US,30.70335833,-82.43591944,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:ERAVE,ERAVE,K1,WA,US,46.90972222,-123.40166666,WP,ZSE,ZSE,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:ERECO,ERECO,K5,IN,US,39.98638888,-87.11666666,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:ESENT,ESENT,K7,SC,US,32.15781388,-80.91771666,WP,ZJX,ZJX,,STAR
FIX:ESSBE,ESSBE,CY,,CA,42.05887777,-81.788275,WP,ZOB,ZOB,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:ESSIE,ESSIE,K5,OH,US,40.55,-83.39633888,RP,,ZOB,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:ESTWD,ESTWD,K2,AZ,US,33.90513888,-114.11358333,WP,ZLA,ZLA,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:ETAME,ETAME,K5,IN,US,39.98444444,-86.9,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:ETCHY,ETCHY,K2,CA,US,39.09111111,-123.13472222,WP,ZOA,ZOA,,ENROUTE HIGH
FIX:ETECK,ETECK,K,OA,US,29.48566666,-78.487275,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
