fromKey,toKey,rawValue,normalizedValue,resolveMethod,resolveStatus,confidence,sourceCycle,sourceTable,sourceRowId
AWY_OCC:M576:C:50,POINT:FIX:PORQE:TI,PORQE,PORQE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3273
AWY_OCC:M576:C:60,POINT:FIX:DANDE:TI,DANDE,DANDE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3274
AWY_OCC:M576:C:70,POINT:NAVAID:PJM:VOR/DME:AN::PHILIPSBURG,PJM,PJM,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3275
AWY_OCC:M576:C:80,POINT:FIX:MNOLO:K,MNOLO,MNOLO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3276
AWY_OCC:M576:C:90,POINT:FIX:NEYDU:K,NEYDU,NEYDU,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3277
AWY_OCC:M576:C:100,POINT:FIX:OBIKE:K,OBIKE,OBIKE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3278
AWY_OCC:M576:C:110,POINT:FIX:RKDIA:K,RKDIA,RKDIA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3279
AWY_OCC:M580:C:10,POINT:FIX:IRDOV:K,IRDOV,IRDOV,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3280
AWY_OCC:M580:C:20,POINT:FIX:CCUDA:K,CCUDA,CCUDA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3281
AWY_OCC:M580:C:30,POINT:FIX:MINOW:K,MINOW,MINOW,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3282
AWY_OCC:M580:C:40,POINT:FIX:BUUOY:K,BUUOY,BUUOY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3283
AWY_OCC:M580:C:50,POINT:FIX:NATLE:K,NATLE,NATLE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3284
AWY_OCC:M580:C:60,POINT:FIX:ALVRO:K,ALVRO,ALVRO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3285
AWY_OCC:M580:C:70,POINT:FIX:SHAQQ:K7,SHAQQ,SHAQQ,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3286
AWY_OCC:M580:C:80,POINT:FIX:MARCI:K7,MARCI,MARCI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3287
AWY_OCC:M590:C:10,POINT:FIX:ANVER:K,ANVER,ANVER,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3288
AWY_OCC:M590:C:20,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3289
AWY_OCC:M590:C:30,POINT:FIX:TONEY:K,TONEY,TONEY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3290
AWY_OCC:M590:C:40,POINT:FIX:PIREX:K,PIREX,PIREX,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3291
AWY_OCC:M591:C:10,POINT:FIX:BOVIC:K,BOVIC,BOVIC,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3292
AWY_OCC:M591:C:20,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3293
AWY_OCC:M591:C:30,POINT:FIX:TONEY:K,TONEY,TONEY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3294
AWY_OCC:M591:C:40,POINT:FIX:PIREX:K,PIREX,PIREX,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3295
AWY_OCC:M592:C:10,POINT:FIX:DASER:K,DASER,DASER,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3296
AWY_OCC:M592:C:20,POINT:FIX:FLAMO:K,FLAMO,FLAMO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3297
AWY_OCC:M592:C:30,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3298
AWY_OCC:M592:C:40,POINT:FIX:TONEY:K,TONEY,TONEY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3299
AWY_OCC:M592:C:50,POINT:FIX:PIREX:K,PIREX,PIREX,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3300
AWY_OCC:M593:C:10,POINT:FIX:GRATX:K,GRATX,GRATX,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3301
AWY_OCC:M593:C:20,POINT:FIX:RUDLI:K,RUDLI,RUDLI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3302
AWY_OCC:M593:C:30,POINT:FIX:SEBIS:K,SEBIS,SEBIS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3303
AWY_OCC:M593:C:40,POINT:FIX:DUPOX:K,DUPOX,DUPOX,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3304
AWY_OCC:M593:C:50,POINT:FIX:AMENO:K,AMENO,AMENO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3305
AWY_OCC:M594:C:10,POINT:FIX:ALBBE:K7,ALBBE,ALBBE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3306
AWY_OCC:M594:C:20,POINT:FIX:GOVET:K,GOVET,GOVET,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3307
AWY_OCC:M594:C:30,POINT:NAVAID:GTK:VOR/DME:TC::GRAND_TURK_ISLAND,GTK,GTK,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3308
AWY_OCC:M594:C:40,POINT:FIX:NETTA:K,NETTA,NETTA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3309
AWY_OCC:M594:C:50,POINT:FIX:EYSEL:K,EYSEL,EYSEL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3310
AWY_OCC:M594:C:60,POINT:FIX:CERDA:K,CERDA,CERDA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3311
AWY_OCC:M594:C:70,POINT:FIX:MNDEZ:K,MNDEZ,MNDEZ,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3312
AWY_OCC:M594:C:80,POINT:FIX:MLLER:K,MLLER,MLLER,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3313
AWY_OCC:M594:C:90,POINT:FIX:MCOOP:K,MCOOP,MCOOP,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3314
AWY_OCC:M594:C:100,POINT:FIX:KOZIK:K,KOZIK,KOZIK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3315
AWY_OCC:M594:C:110,POINT:FIX:AMENO:K,AMENO,AMENO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3316
AWY_OCC:M595:C:10,POINT:FIX:ERRCA:K,ERRCA,ERRCA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3317
AWY_OCC:M595:C:20,POINT:FIX:WSSKY:K,WSSKY,WSSKY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3318
AWY_OCC:M595:C:30,POINT:FIX:LOGVN:K,LOGVN,LOGVN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3319
AWY_OCC:M595:C:40,POINT:FIX:STAAL:K,STAAL,STAAL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3320
AWY_OCC:M595:C:50,POINT:FIX:ISOLE:K,ISOLE,ISOLE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3321
AWY_OCC:M595:C:60,POINT:FIX:MUSSH:K,MUSSH,MUSSH,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3322
AWY_OCC:M595:C:70,POINT:FIX:MILLE:K,MILLE,MILLE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3323
AWY_OCC:M595:C:80,POINT:FIX:LFANO:K,LFANO,LFANO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3324
AWY_OCC:M595:C:90,POINT:FIX:RABAL:K,RABAL,RABAL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3325
AWY_OCC:M595:C:100,POINT:FIX:VINSO:K,VINSO,VINSO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3326
AWY_OCC:M595:C:110,POINT:FIX:AYTTE:K,AYTTE,AYTTE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3327
AWY_OCC:M596:C:10,POINT:FIX:POKEG:K7,POKEG,POKEG,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3328
AWY_OCC:M596:C:20,POINT:FIX:MACKI:K,MACKI,MACKI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3329
AWY_OCC:M596:C:30,POINT:FIX:GRADI:K,GRADI,GRADI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3330
AWY_OCC:M596:C:40,POINT:FIX:NOPIT:K,NOPIT,NOPIT,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3331
AWY_OCC:M596:C:50,POINT:FIX:CHYLE:K,CHYLE,CHYLE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3332
AWY_OCC:M596:C:60,POINT:FIX:FDLEE:K,FDLEE,FDLEE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3333
AWY_OCC:M596:C:70,POINT:FIX:MYSTR:K,MYSTR,MYSTR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3334
AWY_OCC:M596:C:80,POINT:FIX:KNDLL:K,KNDLL,KNDLL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3335
AWY_OCC:M596:C:90,POINT:FIX:WATRS:K,WATRS,WATRS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3336
AWY_OCC:M596:C:100,POINT:FIX:MACOR:K,MACOR,MACOR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3337
AWY_OCC:M596:C:110,POINT:FIX:PRCHA:K,PRCHA,PRCHA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3338
AWY_OCC:M596:C:120,POINT:FIX:NUBUS:K,NUBUS,NUBUS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3339
AWY_OCC:M596:C:130,POINT:FIX:SIFEN:K,SIFEN,SIFEN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3340
AWY_OCC:M597:C:10,POINT:FIX:BETIR:TJ,BETIR,BETIR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3341
AWY_OCC:M597:C:20,POINT:FIX:PUYYA:K,PUYYA,PUYYA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3342
AWY_OCC:M597:C:30,POINT:FIX:JANMA:K,JANMA,JANMA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3343
AWY_OCC:M597:C:40,POINT:FIX:THANK:TJ,THANK,THANK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3344
AWY_OCC:M597:C:50,POINT:FIX:KEEKA:K,KEEKA,KEEKA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3345
AWY_OCC:M597:C:60,POINT:FIX:QNEPA:K,QNEPA,QNEPA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3346
AWY_OCC:M597:C:70,POINT:FIX:TARMO:K,TARMO,TARMO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3347
AWY_OCC:M597:C:80,POINT:FIX:FIVZE:K,FIVZE,FIVZE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3348
AWY_OCC:M756:C:10,POINT:FIX:OLBIE:P,OLBIE,OLBIE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3349
AWY_OCC:M756:C:20,POINT:FIX:AIBIE:P,AIBIE,AIBIE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3350
AWY_OCC:M756:C:30,POINT:NAVAID:ROR:NDB/DME:PW::BABELTHUAP_ISLAND,ROR,ROR,unique_id_fallback,resolved_navaid,medium,2026-05-14,AWY_SEG_ALT,3351
AWY_OCC:M756:C:40,POINT:FIX:KEONE:P,KEONE,KEONE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3352
AWY_OCC:N779:C:10,POINT:FIX:ARMUR:TJ,ARMUR,ARMUR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3353
AWY_OCC:N779:C:20,POINT:FIX:CRSTL:TJ,CRSTL,CRSTL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3354
AWY_OCC:N779:C:30,POINT:FIX:ALASK:TJ,ALASK,ALASK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3355
AWY_OCC:N779:C:40,POINT:FIX:JOSHE:TJ,JOSHE,JOSHE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3356
AWY_OCC:Q1:C:10,POINT:NAVAID:PYE:VOR/DME:US:CA:POINT_REYES,PYE,PYE,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3357
AWY_OCC:Q1:C:20,POINT:FIX:ETCHY:K2,ETCHY,ETCHY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3358
AWY_OCC:Q1:C:30,POINT:FIX:TOCOS:K2,TOCOS,TOCOS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3359
AWY_OCC:Q1:C:40,POINT:FIX:ENVIE:K2,ENVIE,ENVIE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3360
AWY_OCC:Q1:C:50,POINT:FIX:ELENN:K2,ELENN,ELENN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3361
AWY_OCC:Q1:C:60,POINT:FIX:EBINY:K1,EBINY,EBINY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3362
AWY_OCC:Q1:C:70,POINT:FIX:ECTOF:K1,ECTOF,ECTOF,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3363
AWY_OCC:Q1:C:80,POINT:FIX:EASON:K1,EASON,EASON,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3364
AWY_OCC:Q1:C:90,POINT:FIX:ERAVE:K1,ERAVE,ERAVE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3365
AWY_OCC:Q1:C:100,POINT:FIX:ELMAA:K1,ELMAA,ELMAA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3366
AWY_OCC:Q1:C:110,POINT:FIX:SQUIM:K1,SQUIM,SQUIM,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3367
AWY_OCC:Q1:C:120,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,U.S. CANADIAN BORDER-1,U.S._CANADIAN_BORDER-1,boundary_pattern,resolved_boundary,medium,2026-05-14,AWY_SEG_ALT,3368
AWY_OCC:Q10:A:10,POINT:NAVAID:ULL:VOR/DME:US:AK:SAVOONGA,ULL,ULL,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3369
AWY_OCC:Q10:A:20,POINT:NAVAID:ENM:VOR/DME:US:AK:EMMONAK,ENM,ENM,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3370
AWY_OCC:Q10:A:30,POINT:FIX:ANIAK:PA,ANIAK,ANIAK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3371
AWY_OCC:Q10:A:40,POINT:NAVAID:SQA:VOR/DME:US:AK:SPARREVOHN,SQA,SQA,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3372
AWY_OCC:Q10:A:50,POINT:FIX:AKGAS:PA,AKGAS,AKGAS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3373
AWY_OCC:Q10:A:60,POINT:NAVAID:ENA:VOR/DME:US:AK:KENAI,ENA,ENA,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3374
AWY_OCC:Q10:A:70,POINT:NAVAID:MDO:VOR/DME:US:AK:MIDDLETON_ISLAND,MDO,MDO,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3375
AWY_OCC:Q100:C:10,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,LEV,LEV,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3376
AWY_OCC:Q100:C:20,POINT:FIX:REDFN:K,REDFN,REDFN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3377
AWY_OCC:Q100:C:30,POINT:FIX:NAITE:K,NAITE,NAITE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3378
AWY_OCC:Q100:C:40,POINT:FIX:ROZZI:K,ROZZI,ROZZI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3379
AWY_OCC:Q100:C:50,POINT:FIX:REMIS:K,REMIS,REMIS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3380
AWY_OCC:Q100:C:60,POINT:NAVAID:SRQ:VOR/DME:US:FL:SARASOTA/BRADENTON,SRQ,SRQ,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3381
AWY_OCC:Q101:C:10,POINT:FIX:SKARP:K7,SKARP,SKARP,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3382
AWY_OCC:Q101:C:20,POINT:FIX:PRANK:K7,PRANK,PRANK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3383
AWY_OCC:Q101:C:30,POINT:FIX:BGBRD:K7,BGBRD,BGBRD,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3384
AWY_OCC:Q101:C:40,POINT:FIX:HYPAL:K6,HYPAL,HYPAL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3385
AWY_OCC:Q101:C:50,POINT:FIX:TUGGR:K6,TUGGR,TUGGR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3386
AWY_OCC:Q101:C:60,POINT:FIX:KALDA:K6,KALDA,KALDA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3387
AWY_OCC:Q102:C:10,POINT:NAVAID:LEV:VORTAC:US:LA:GRAND_ISLE,LEV,LEV,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3388
AWY_OCC:Q102:C:20,POINT:FIX:BLVNS:K,BLVNS,BLVNS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3389
AWY_OCC:Q102:C:30,POINT:FIX:BUNNZ:K,BUNNZ,BUNNZ,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3390
AWY_OCC:Q102:C:40,POINT:FIX:BACCA:K,BACCA,BACCA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3391
AWY_OCC:Q102:C:50,POINT:FIX:CIGAR:K,CIGAR,CIGAR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3392
AWY_OCC:Q102:C:60,POINT:FIX:GAWKS:K,GAWKS,GAWKS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3393
AWY_OCC:Q102:C:70,POINT:FIX:BAGGS:K,BAGGS,BAGGS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3394
AWY_OCC:Q102:C:80,POINT:FIX:THMPR:K7,THMPR,THMPR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3395
AWY_OCC:Q102:C:90,POINT:FIX:FEMID:K7,FEMID,FEMID,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3396
AWY_OCC:Q103:C:10,POINT:FIX:CYNTA:K7,CYNTA,CYNTA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3397
AWY_OCC:Q103:C:20,POINT:FIX:PUPYY:K7,PUPYY,PUPYY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3398
AWY_OCC:Q103:C:30,POINT:FIX:RIELE:K7,RIELE,RIELE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3399
AWY_OCC:Q103:C:40,POINT:FIX:GRONK:K7,GRONK,GRONK,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3400
AWY_OCC:Q103:C:50,POINT:FIX:EMCET:K7,EMCET,EMCET,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3401
AWY_OCC:Q103:C:60,POINT:FIX:SLOJO:K7,SLOJO,SLOJO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3402
AWY_OCC:Q103:C:70,POINT:FIX:DANCO:K6,DANCO,DANCO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3403
AWY_OCC:Q103:C:80,POINT:FIX:ASBUR:K6,ASBUR,ASBUR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3404
AWY_OCC:Q103:C:90,POINT:FIX:OAKLE:K6,OAKLE,OAKLE,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3405
AWY_OCC:Q103:C:100,POINT:FIX:PERRI:K6,PERRI,PERRI,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3406
AWY_OCC:Q103:C:110,POINT:FIX:PERKS:K6,PERKS,PERKS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3407
AWY_OCC:Q103:C:120,POINT:FIX:RICCS:K6,RICCS,RICCS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3408
AWY_OCC:Q103:C:130,POINT:FIX:EMNEM:K6,EMNEM,EMNEM,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3409
AWY_OCC:Q103:C:140,POINT:FIX:AIRRA:K6,AIRRA,AIRRA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3410
AWY_OCC:Q105:C:10,POINT:NAVAID:HRV:VORTAC:US:LA:NEW_ORLEANS,HRV,HRV,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3411
AWY_OCC:Q105:C:20,POINT:FIX:FATSO:K,FATSO,FATSO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3412
AWY_OCC:Q105:C:30,POINT:FIX:REDFN:K,REDFN,REDFN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3413
AWY_OCC:Q105:C:40,POINT:FIX:BLVNS:K,BLVNS,BLVNS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3414
AWY_OCC:Q107:C:10,POINT:FIX:GARIC:K7,GARIC,GARIC,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3415
AWY_OCC:Q107:C:20,POINT:FIX:ZORDO:K7,ZORDO,ZORDO,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3416
AWY_OCC:Q107:C:30,POINT:FIX:JAAMS:K7,JAAMS,JAAMS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3417
AWY_OCC:Q107:C:40,POINT:FIX:ALINN:K7,ALINN,ALINN,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3418
AWY_OCC:Q107:C:50,POINT:FIX:HURTS:K6,HURTS,HURTS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3419
AWY_OCC:Q108:C:10,POINT:NAVAID:IIU:VORTAC:US:KY:LOUISVILLE,IIU,IIU,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3420
AWY_OCC:Q108:C:20,POINT:FIX:ZIEBR:K5,ZIEBR,ZIEBR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3421
AWY_OCC:Q108:C:30,POINT:FIX:SITTR:K6,SITTR,SITTR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3422
AWY_OCC:Q108:C:40,POINT:FIX:ASBUR:K6,ASBUR,ASBUR,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3423
AWY_OCC:Q108:C:50,POINT:FIX:DENNY:K6,DENNY,DENNY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3424
AWY_OCC:Q108:C:60,POINT:FIX:MAULS:K6,MAULS,MAULS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3425
AWY_OCC:Q108:C:70,POINT:FIX:QUART:K6,QUART,QUART,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3426
AWY_OCC:Q108:C:80,POINT:FIX:HURTS:K6,HURTS,HURTS,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3427
AWY_OCC:Q108:C:90,POINT:FIX:SAWED:K6,SAWED,SAWED,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3428
AWY_OCC:Q108:C:100,POINT:FIX:KALDA:K6,KALDA,KALDA,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3429
AWY_OCC:Q108:C:110,POINT:FIX:ZJAAY:K6,ZJAAY,ZJAAY,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3430
AWY_OCC:Q108:C:120,POINT:FIX:BYSEL:K6,BYSEL,BYSEL,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3431
AWY_OCC:Q108:C:130,POINT:FIX:HOWYU:K6,HOWYU,HOWYU,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3432
AWY_OCC:Q108:C:140,POINT:FIX:ACTUP:K6,ACTUP,ACTUP,unique_id_fallback,resolved_fix,medium,2026-05-14,AWY_SEG_ALT,3433
AWY_OCC:Q108:C:150,POINT:NAVAID:SIE:VORTAC:US:NJ:SEA_ISLE,SIE,SIE,navaid_id_type_country_state,resolved_navaid,high,2026-05-14,AWY_SEG_ALT,3434
