fromKey,toKey,sourceCycle,sourceTable,sourceRowId,resolveStatus,confidence
AIRWAY:G349,AIRWAY_PATH:G349:A,2026-05-14,AWY_BASE,96,resolved,high
AIRWAY:G437,AIRWAY_PATH:G437:C,2026-05-14,AWY_BASE,97,resolved,high
AIRWAY:G439,AIRWAY_PATH:G439:C,2026-05-14,AWY_BASE,98,resolved,high
AIRWAY:G444,AIRWAY_PATH:G444:C,2026-05-14,AWY_BASE,99,resolved,high
AIRWAY:G457,AIRWAY_PATH:G457:C,2026-05-14,AWY_BASE,100,resolved,high
AIRWAY:G467,AIRWAY_PATH:G467:C,2026-05-14,AWY_BASE,101,resolved,high
AIRWAY:G469,AIRWAY_PATH:G469:A,2026-05-14,AWY_BASE,102,resolved,high
AIRWAY:G504,AIRWAY_PATH:G504:C,2026-05-14,AWY_BASE,103,resolved,high
AIRWAY:G575,AIRWAY_PATH:G575:C,2026-05-14,AWY_BASE,104,resolved,high
AIRWAY:G583,AIRWAY_PATH:G583:A,2026-05-14,AWY_BASE,105,resolved,high
AIRWAY:G629,AIRWAY_PATH:G629:C,2026-05-14,AWY_BASE,106,resolved,high
AIRWAY:G633,AIRWAY_PATH:G633:C,2026-05-14,AWY_BASE,107,resolved,high
AIRWAY:G648,AIRWAY_PATH:G648:C,2026-05-14,AWY_BASE,108,resolved,high
AIRWAY:G8,AIRWAY_PATH:G8:A,2026-05-14,AWY_BASE,109,resolved,high
AIRWAY:H201,AIRWAY_PATH:H201:A,2026-05-14,AWY_BASE,110,resolved,high
AIRWAY:H222,AIRWAY_PATH:H222:A,2026-05-14,AWY_BASE,111,resolved,high
AIRWAY:J1,AIRWAY_PATH:J1:C,2026-05-14,AWY_BASE,112,resolved,high
AIRWAY:J10,AIRWAY_PATH:J10:C,2026-05-14,AWY_BASE,113,resolved,high
AIRWAY:J100,AIRWAY_PATH:J100:C,2026-05-14,AWY_BASE,114,resolved,high
AIRWAY:J101,AIRWAY_PATH:J101:C,2026-05-14,AWY_BASE,115,resolved,high
AIRWAY:J102,AIRWAY_PATH:J102:C,2026-05-14,AWY_BASE,116,resolved,high
AIRWAY:J104,AIRWAY_PATH:J104:C,2026-05-14,AWY_BASE,117,resolved,high
AIRWAY:J106,AIRWAY_PATH:J106:C,2026-05-14,AWY_BASE,118,resolved,high
AIRWAY:J107,AIRWAY_PATH:J107:C,2026-05-14,AWY_BASE,119,resolved,high
AIRWAY:J108,AIRWAY_PATH:J108:C,2026-05-14,AWY_BASE,120,resolved,high
AIRWAY:J11,AIRWAY_PATH:J11:C,2026-05-14,AWY_BASE,121,resolved,high
AIRWAY:J110,AIRWAY_PATH:J110:C,2026-05-14,AWY_BASE,122,resolved,high
AIRWAY:J111,AIRWAY_PATH:J111:A,2026-05-14,AWY_BASE,123,resolved,high
AIRWAY:J112,AIRWAY_PATH:J112:C,2026-05-14,AWY_BASE,124,resolved,high
AIRWAY:J114,AIRWAY_PATH:J114:C,2026-05-14,AWY_BASE,125,resolved,high
AIRWAY:J115,AIRWAY_PATH:J115:A,2026-05-14,AWY_BASE,126,resolved,high
AIRWAY:J116,AIRWAY_PATH:J116:C,2026-05-14,AWY_BASE,127,resolved,high
AIRWAY:J117,AIRWAY_PATH:J117:A,2026-05-14,AWY_BASE,128,resolved,high
AIRWAY:J12,AIRWAY_PATH:J12:C,2026-05-14,AWY_BASE,129,resolved,high
AIRWAY:J120,AIRWAY_PATH:J120:A,2026-05-14,AWY_BASE,130,resolved,high
AIRWAY:J122,AIRWAY_PATH:J122:A,2026-05-14,AWY_BASE,131,resolved,high
AIRWAY:J123,AIRWAY_PATH:J123:A,2026-05-14,AWY_BASE,132,resolved,high
AIRWAY:J124,AIRWAY_PATH:J124:A,2026-05-14,AWY_BASE,133,resolved,high
AIRWAY:J125,AIRWAY_PATH:J125:A,2026-05-14,AWY_BASE,134,resolved,high
AIRWAY:J126,AIRWAY_PATH:J126:C,2026-05-14,AWY_BASE,135,resolved,high
AIRWAY:J127,AIRWAY_PATH:J127:A,2026-05-14,AWY_BASE,136,resolved,high
AIRWAY:J128,AIRWAY_PATH:J128:C,2026-05-14,AWY_BASE,137,resolved,high
AIRWAY:J129,AIRWAY_PATH:J129:A,2026-05-14,AWY_BASE,138,resolved,high
AIRWAY:J13,AIRWAY_PATH:J13:C,2026-05-14,AWY_BASE,139,resolved,high
AIRWAY:J131,AIRWAY_PATH:J131:C,2026-05-14,AWY_BASE,140,resolved,high
AIRWAY:J133,AIRWAY_PATH:J133:A,2026-05-14,AWY_BASE,141,resolved,high
AIRWAY:J134,AIRWAY_PATH:J134:C,2026-05-14,AWY_BASE,142,resolved,high
AIRWAY:J135,AIRWAY_PATH:J135:A,2026-05-14,AWY_BASE,143,resolved,high
AIRWAY:J136,AIRWAY_PATH:J136:C,2026-05-14,AWY_BASE,144,resolved,high
AIRWAY:J137,AIRWAY_PATH:J137:C,2026-05-14,AWY_BASE,145,resolved,high
AIRWAY:J138,AIRWAY_PATH:J138:C,2026-05-14,AWY_BASE,146,resolved,high
AIRWAY:J139,AIRWAY_PATH:J139:A,2026-05-14,AWY_BASE,147,resolved,high
AIRWAY:J14,AIRWAY_PATH:J14:C,2026-05-14,AWY_BASE,148,resolved,high
AIRWAY:J140,AIRWAY_PATH:J140:C,2026-05-14,AWY_BASE,149,resolved,high
AIRWAY:J141,AIRWAY_PATH:J141:C,2026-05-14,AWY_BASE,150,resolved,high
AIRWAY:J143,AIRWAY_PATH:J143:C,2026-05-14,AWY_BASE,151,resolved,high
AIRWAY:J144,AIRWAY_PATH:J144:C,2026-05-14,AWY_BASE,152,resolved,high
AIRWAY:J146,AIRWAY_PATH:J146:C,2026-05-14,AWY_BASE,153,resolved,high
AIRWAY:J148,AIRWAY_PATH:J148:C,2026-05-14,AWY_BASE,154,resolved,high
AIRWAY:J149,AIRWAY_PATH:J149:C,2026-05-14,AWY_BASE,155,resolved,high
AIRWAY:J15,AIRWAY_PATH:J15:C,2026-05-14,AWY_BASE,156,resolved,high
AIRWAY:J151,AIRWAY_PATH:J151:C,2026-05-14,AWY_BASE,157,resolved,high
AIRWAY:J152,AIRWAY_PATH:J152:C,2026-05-14,AWY_BASE,158,resolved,high
AIRWAY:J153,AIRWAY_PATH:J153:C,2026-05-14,AWY_BASE,159,resolved,high
AIRWAY:J154,AIRWAY_PATH:J154:C,2026-05-14,AWY_BASE,160,resolved,high
AIRWAY:J156,AIRWAY_PATH:J156:C,2026-05-14,AWY_BASE,161,resolved,high
AIRWAY:J157,AIRWAY_PATH:J157:C,2026-05-14,AWY_BASE,162,resolved,high
AIRWAY:J158,AIRWAY_PATH:J158:C,2026-05-14,AWY_BASE,163,resolved,high
AIRWAY:J159,AIRWAY_PATH:J159:C,2026-05-14,AWY_BASE,164,resolved,high
AIRWAY:J16,AIRWAY_PATH:J16:C,2026-05-14,AWY_BASE,165,resolved,high
AIRWAY:J160,AIRWAY_PATH:J160:A,2026-05-14,AWY_BASE,166,resolved,high
AIRWAY:J161,AIRWAY_PATH:J161:C,2026-05-14,AWY_BASE,167,resolved,high
AIRWAY:J162,AIRWAY_PATH:J162:C,2026-05-14,AWY_BASE,168,resolved,high
AIRWAY:J163,AIRWAY_PATH:J163:C,2026-05-14,AWY_BASE,169,resolved,high
AIRWAY:J166,AIRWAY_PATH:J166:C,2026-05-14,AWY_BASE,170,resolved,high
AIRWAY:J167,AIRWAY_PATH:J167:A,2026-05-14,AWY_BASE,171,resolved,high
AIRWAY:J168,AIRWAY_PATH:J168:C,2026-05-14,AWY_BASE,172,resolved,high
