routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,rejectReason
HULTN:JFK:NAR:1,HULTN,JFK,NAR,1,origin_airport_not_found
HULTN:JOOPY:NAR:1,HULTN,JOOPY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:MUSAK:NAR:1,HULTN,MUSAK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:NICSO:NAR:1,HULTN,NICSO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:OMSAT:NAR:1,HULTN,OMSAT,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:PIT:NAR:1,HULTN,PIT,NAR,1,origin_airport_not_found
HULTN:PORTI:NAR:1,HULTN,PORTI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:RELIC:NAR:1,HULTN,RELIC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:RIKAL:NAR:1,HULTN,RIKAL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:SAXAN:NAR:1,HULTN,SAXAN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:SUPRY:NAR:1,HULTN,SUPRY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:SWF:NAR:1,HULTN,SWF,NAR,1,origin_airport_not_found
HULTN:TEB:NAR:1,HULTN,TEB,NAR,1,origin_airport_not_found
HULTN:TUDEP:NAR:1,HULTN,TUDEP,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HULTN:UMESI:NAR:1,HULTN,UMESI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
HYA:GON:TEC:1,HYA,GON,TEC,1,route_segments_not_found
HYA:PVD:TEC:1,HYA,PVD,TEC,1,route_segments_not_found
IAD:BWI:TEC:1,IAD,BWI,TEC,1,route_segments_not_found
IAD:CYUL:H:1,IAD,CYUL,H,1,destination_airport_not_found
IAD:CYUL:H:2,IAD,CYUL,H,2,destination_airport_not_found
IAD:DCA:TEC:1,IAD,DCA,TEC,1,route_segments_not_found
IBERG:ALLEX:NAR:1,IBERG,ALLEX,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:ANATI:NAR:1,IBERG,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:BRADD:NAR:1,IBERG,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:EBONY:NAR:1,IBERG,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:HULTN:NAR:1,IBERG,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:KANNI:NAR:1,IBERG,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:MIILS:NAR:1,IBERG,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:TOPPS:NAR:1,IBERG,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:TUSKY:NAR:1,IBERG,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:VITOL:NAR:1,IBERG,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IBERG:WHALE:NAR:1,IBERG,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IDOLS:HOAGG:HPD:1,IDOLS,HOAGG,HPD,1,origin_airport_not_found|destination_airport_not_found
IDOLS:HOAGG:HPD:2,IDOLS,HOAGG,HPD,2,origin_airport_not_found|destination_airport_not_found
IKBIX:PEAKY:HPD:1,IKBIX,PEAKY,HPD,1,origin_airport_not_found|destination_airport_not_found
IRLOK:ANATI:NAR:1,IRLOK,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IRLOK:KJOHN:NAR:1,IRLOK,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
IRLOK:MIILS:NAR:1,IRLOK,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IRLOK:MT:NAR:1,IRLOK,MT,NAR,1,origin_airport_not_found|destination_airport_not_found
IRLOK:QUBIS:NAR:1,IRLOK,QUBIS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IRLOK:TAFFY:NAR:1,IRLOK,TAFFY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
IRLOK:YBC:NAR:1,IRLOK,YBC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
ISP:CYUL:H:1,ISP,CYUL,H,1,destination_airport_not_found
ISUZO:MALET:HPD:1,ISUZO,MALET,HPD,1,origin_airport_not_found|destination_airport_not_found
JAMIE:DPK:HPD:1,JAMIE,DPK,HPD,1,origin_airport_not_found|destination_airport_not_found
JAMIE:PBERG:HPD:1,JAMIE,PBERG,HPD,1,origin_airport_not_found|destination_airport_not_found
JANJO:KJOHN:NAR:1,JANJO,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
JANJO:MIILS:NAR:1,JANJO,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JANJO:QUBIS:NAR:1,JANJO,QUBIS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JANJO:TAFFY:NAR:1,JANJO,TAFFY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JANJO:TOPPS:NAR:1,JANJO,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JANJO:TUSKY:NAR:1,JANJO,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JANJO:YBC:NAR:1,JANJO,YBC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JAROM:BRADD:NAR:1,JAROM,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:KANNI:NAR:1,JAROM,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:MIILS:NAR:1,JAROM,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:TOPPS:NAR:1,JAROM,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:TUSKY:NAR:1,JAROM,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:TUSKY:NAR:2,JAROM,TUSKY,NAR,2,origin_airport_not_found|destination_airport_not_found
JAROM:VITOL:NAR:1,JAROM,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:VITOL:NAR:2,JAROM,VITOL,NAR,2,origin_airport_not_found|destination_airport_not_found
JAROM:WHALE:NAR:1,JAROM,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found
JAROM:WHALE:NAR:2,JAROM,WHALE,NAR,2,origin_airport_not_found|destination_airport_not_found
JFK:CYUL:H:1,JFK,CYUL,H,1,destination_airport_not_found
JFK:CYUL:L:2,JFK,CYUL,L,2,destination_airport_not_found
JFK:ISP:TEC:2,JFK,ISP,TEC,2,route_segments_not_found
JFK:LGA:TEC:1,JFK,LGA,TEC,1,route_segments_not_found
JILIS:MEM:SHD:2,JILIS,MEM,SHD,2,origin_airport_not_found
JINMO:AVE:HPD:1,JINMO,AVE,HPD,1,origin_airport_not_found|destination_airport_not_found
JNC:SLC:SHD:1,JNC,SLC,SHD,1,origin_airport_not_found
JOBOC:BERGH:NAR:1,JOBOC,BERGH,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOBOC:SAILE:NAR:1,JOBOC,SAILE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:ALLEX:NAR:1,JOOPY,ALLEX,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:ANATI:NAR:1,JOOPY,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:BRADD:NAR:1,JOOPY,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:EBONY:NAR:1,JOOPY,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:HULTN:NAR:1,JOOPY,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:KANNI:NAR:1,JOOPY,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:MIILS:NAR:1,JOOPY,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:TOPPS:NAR:1,JOOPY,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:TUSKY:NAR:1,JOOPY,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:VITOL:NAR:1,JOOPY,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOOPY:WHALE:NAR:1,JOOPY,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
JOT:TRIXY:HPD:1,JOT,TRIXY,HPD,1,destination_airport_not_found
JROSS:RAPZZ:HPD:1,JROSS,RAPZZ,HPD,1,origin_airport_not_found|destination_airport_not_found
KALDA:BRIGS:HPD:1,KALDA,BRIGS,HPD,1,origin_airport_not_found|destination_airport_not_found
KALDA:KYSKY:HPD:1,KALDA,KYSKY,HPD,1,origin_airport_not_found|destination_airport_not_found
KANNI:ADW:NAR:1,KANNI,ADW,NAR,1,origin_airport_not_found
KANNI:ALLRY:NAR:1,KANNI,ALLRY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:ATL:NAR:1,KANNI,ATL,NAR,1,origin_airport_not_found
KANNI:AUS:NAR:1,KANNI,AUS,NAR,1,origin_airport_not_found
KANNI:BDL:NAR:1,KANNI,BDL,NAR,1,origin_airport_not_found
KANNI:BED:NAR:1,KANNI,BED,NAR,1,origin_airport_not_found
KANNI:BNA:NAR:1,KANNI,BNA,NAR,1,origin_airport_not_found
KANNI:BOS:NAR:1,KANNI,BOS,NAR,1,origin_airport_not_found
KANNI:BUDAR:NAR:1,KANNI,BUDAR,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:BUDAR:NAR:2,KANNI,BUDAR,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:BWI:NAR:1,KANNI,BWI,NAR,1,origin_airport_not_found
KANNI:CARAC:NAR:1,KANNI,CARAC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:CARAC:NAR:2,KANNI,CARAC,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:CHS:NAR:1,KANNI,CHS,NAR,1,origin_airport_not_found
KANNI:CLT:NAR:1,KANNI,CLT,NAR,1,origin_airport_not_found
KANNI:CVG:NAR:1,KANNI,CVG,NAR,1,origin_airport_not_found
KANNI:DFW:NAR:1,KANNI,DFW,NAR,1,origin_airport_not_found
KANNI:DOV:NAR:1,KANNI,DOV,NAR,1,origin_airport_not_found
KANNI:DTW:NAR:1,KANNI,DTW,NAR,1,origin_airport_not_found
KANNI:ELSIR:NAR:1,KANNI,ELSIR,NAR,1,origin_airport_not_found|destination_airport_not_found
KANNI:ELSIR:NAR:2,KANNI,ELSIR,NAR,2,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:ELSIR:NAR:3,KANNI,ELSIR,NAR,3,origin_airport_not_found|destination_airport_not_found
KANNI:EWR:NAR:1,KANNI,EWR,NAR,1,origin_airport_not_found
KANNI:FAY:NAR:1,KANNI,FAY,NAR,1,origin_airport_not_found
KANNI:FLL:NAR:1,KANNI,FLL,NAR,1,origin_airport_not_found
KANNI:FOK:NAR:1,KANNI,FOK,NAR,1,origin_airport_not_found
KANNI:GSP:NAR:1,KANNI,GSP,NAR,1,origin_airport_not_found
KANNI:HPN:NAR:1,KANNI,HPN,NAR,1,origin_airport_not_found
KANNI:IAD:NAR:1,KANNI,IAD,NAR,1,origin_airport_not_found
KANNI:IAH:NAR:1,KANNI,IAH,NAR,1,origin_airport_not_found
KANNI:IBERG:NAR:1,KANNI,IBERG,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:IBERG:NAR:2,KANNI,IBERG,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:JAROM:NAR:1,KANNI,JAROM,NAR,1,origin_airport_not_found|destination_airport_not_found
KANNI:JAROM:NAR:2,KANNI,JAROM,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:JFK:NAR:1,KANNI,JFK,NAR,1,origin_airport_not_found
KANNI:JOOPY:NAR:1,KANNI,JOOPY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:JOOPY:NAR:2,KANNI,JOOPY,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:JOOPY:NAR:3,KANNI,JOOPY,NAR,3,origin_airport_not_found|destination_airport_not_found
KANNI:MCO:NAR:1,KANNI,MCO,NAR,1,origin_airport_not_found
KANNI:MEM:NAR:1,KANNI,MEM,NAR,1,origin_airport_not_found
KANNI:MIA:NAR:1,KANNI,MIA,NAR,1,origin_airport_not_found
KANNI:MLB:NAR:1,KANNI,MLB,NAR,1,origin_airport_not_found
KANNI:MSY:NAR:1,KANNI,MSY,NAR,1,origin_airport_not_found
KANNI:MUSAK:NAR:1,KANNI,MUSAK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:MUSAK:NAR:2,KANNI,MUSAK,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:NICSO:NAR:1,KANNI,NICSO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:NICSO:NAR:2,KANNI,NICSO,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:OMSAT:NAR:1,KANNI,OMSAT,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:OMSAT:NAR:2,KANNI,OMSAT,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:PHL:NAR:1,KANNI,PHL,NAR,1,origin_airport_not_found
KANNI:PIT:NAR:1,KANNI,PIT,NAR,1,origin_airport_not_found
KANNI:POB:NAR:1,KANNI,POB,NAR,1,origin_airport_not_found
KANNI:PORTI:NAR:1,KANNI,PORTI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:PORTI:NAR:2,KANNI,PORTI,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:RAFIN:NAR:1,KANNI,RAFIN,NAR,1,origin_airport_not_found|destination_airport_not_found
KANNI:RAFIN:NAR:2,KANNI,RAFIN,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:RDU:NAR:1,KANNI,RDU,NAR,1,origin_airport_not_found
KANNI:RELIC:NAR:1,KANNI,RELIC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:RELIC:NAR:2,KANNI,RELIC,NAR,2,origin_airport_not_found|destination_airport_not_found
KANNI:SAXAN:NAR:1,KANNI,SAXAN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:SDF:NAR:1,KANNI,SDF,NAR,1,origin_airport_not_found
KANNI:SUPRY:NAR:1,KANNI,SUPRY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:SWF:NAR:1,KANNI,SWF,NAR,1,origin_airport_not_found
KANNI:TEB:NAR:1,KANNI,TEB,NAR,1,origin_airport_not_found
KANNI:TPA:NAR:1,KANNI,TPA,NAR,1,origin_airport_not_found
KANNI:TUDEP:NAR:1,KANNI,TUDEP,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:UMESI:NAR:1,KANNI,UMESI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KANNI:WRI:NAR:1,KANNI,WRI,NAR,1,origin_airport_not_found
KERLY:MGNTY:HPD:1,KERLY,MGNTY,HPD,1,origin_airport_not_found|destination_airport_not_found
KETLA:FEDDY:NAR:1,KETLA,FEDDY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KETLA:GRIBS:NAR:1,KETLA,GRIBS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KETLA:JELCO:NAR:1,KETLA,JELCO,NAR,1,origin_airport_not_found|destination_airport_not_found
KJOHN:ADW:NAR:1,KJOHN,ADW,NAR,1,origin_airport_not_found
KJOHN:ATL:NAR:1,KJOHN,ATL,NAR,1,origin_airport_not_found
KJOHN:AUS:NAR:1,KJOHN,AUS,NAR,1,origin_airport_not_found
KJOHN:BDL:NAR:1,KJOHN,BDL,NAR,1,origin_airport_not_found
KJOHN:BED:NAR:1,KJOHN,BED,NAR,1,origin_airport_not_found
KJOHN:BNA:NAR:1,KJOHN,BNA,NAR,1,origin_airport_not_found
KJOHN:BWI:NAR:1,KJOHN,BWI,NAR,1,origin_airport_not_found
KJOHN:CHS:NAR:1,KJOHN,CHS,NAR,1,origin_airport_not_found
KJOHN:CLT:NAR:1,KJOHN,CLT,NAR,1,origin_airport_not_found
KJOHN:CVG:NAR:1,KJOHN,CVG,NAR,1,origin_airport_not_found
KJOHN:DFW:NAR:1,KJOHN,DFW,NAR,1,origin_airport_not_found
KJOHN:DOV:NAR:1,KJOHN,DOV,NAR,1,origin_airport_not_found
KJOHN:EWR:NAR:1,KJOHN,EWR,NAR,1,origin_airport_not_found
KJOHN:FAY:NAR:1,KJOHN,FAY,NAR,1,origin_airport_not_found
KJOHN:FLL:NAR:1,KJOHN,FLL,NAR,1,origin_airport_not_found
KJOHN:FOK:NAR:1,KJOHN,FOK,NAR,1,origin_airport_not_found
KJOHN:GSP:NAR:1,KJOHN,GSP,NAR,1,origin_airport_not_found
KJOHN:IAD:NAR:1,KJOHN,IAD,NAR,1,origin_airport_not_found
KJOHN:JFK:NAR:1,KJOHN,JFK,NAR,1,origin_airport_not_found
KJOHN:MCO:NAR:1,KJOHN,MCO,NAR,1,origin_airport_not_found
KJOHN:MCO:NAR:2,KJOHN,MCO,NAR,2,origin_airport_not_found
KJOHN:MEM:NAR:1,KJOHN,MEM,NAR,1,origin_airport_not_found
KJOHN:MIA:NAR:1,KJOHN,MIA,NAR,1,origin_airport_not_found
KJOHN:MLB:NAR:1,KJOHN,MLB,NAR,1,origin_airport_not_found
KJOHN:MSY:NAR:1,KJOHN,MSY,NAR,1,origin_airport_not_found
KJOHN:PHL:NAR:1,KJOHN,PHL,NAR,1,origin_airport_not_found
KJOHN:PIT:NAR:1,KJOHN,PIT,NAR,1,origin_airport_not_found
KJOHN:POB:NAR:1,KJOHN,POB,NAR,1,origin_airport_not_found
KJOHN:SDF:NAR:1,KJOHN,SDF,NAR,1,origin_airport_not_found
KJOHN:TPA:NAR:1,KJOHN,TPA,NAR,1,origin_airport_not_found
KJOHN:WRI:NAR:1,KJOHN,WRI,NAR,1,origin_airport_not_found
KODIK:ANATI:NAR:1,KODIK,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:KJOHN:NAR:1,KODIK,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
KODIK:MIILS:NAR:1,KODIK,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:QUBIS:NAR:1,KODIK,QUBIS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:TAFFY:NAR:1,KODIK,TAFFY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:TOPPS:NAR:1,KODIK,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:TUSKY:NAR:1,KODIK,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KODIK:YBC:NAR:1,KODIK,YBC,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
KPASA:POLYY:HPD:1,KPASA,POLYY,HPD,1,origin_airport_not_found|destination_airport_not_found
L65:TIJ:TEC:1,L65,TIJ,TEC,1,destination_airport_not_found
LACKS:BOS:NAR:1,LACKS,BOS,NAR,1,origin_airport_not_found
LARIE:RIFLE:HPD:1,LARIE,RIFLE,HPD,1,origin_airport_not_found|destination_airport_not_found
LGA:CYUL:H:1,LGA,CYUL,H,1,destination_airport_not_found
LGA:CYUL:L:2,LGA,CYUL,L,2,destination_airport_not_found
LIBOR:JELCO:NAR:1,LIBOR,JELCO,NAR,1,origin_airport_not_found|destination_airport_not_found
LIBOR:RODBO:NAR:1,LIBOR,RODBO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LITTR:IAH:HPD:1,LITTR,IAH,HPD,1,origin_airport_not_found
LITTR:MEM:SHD:2,LITTR,MEM,SHD,2,origin_airport_not_found
LMN:IAD:SHD:2,LMN,IAD,SHD,2,origin_airport_not_found
LOMSI:ANATI:NAR:1,LOMSI,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:EBONY:NAR:1,LOMSI,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:HULTN:NAR:1,LOMSI,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:KJOHN:NAR:1,LOMSI,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
LOMSI:MIILS:NAR:1,LOMSI,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:QUBIS:NAR:1,LOMSI,QUBIS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:TAFFY:NAR:1,LOMSI,TAFFY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:TOPPS:NAR:1,LOMSI,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
LOMSI:TUSKY:NAR:1,LOMSI,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
MADIZ:MIA:NAR:2,MADIZ,MIA,NAR,2,origin_airport_not_found
MANTA:JOBOC:NAR:1,MANTA,JOBOC,NAR,1,origin_airport_not_found|destination_airport_not_found
MANTA:SLATN:NAR:1,MANTA,SLATN,NAR,1,origin_airport_not_found|destination_airport_not_found
MATLK:LCAPE:HPD:1,MATLK,LCAPE,HPD,1,origin_airport_not_found|destination_airport_not_found
MATLK:SHRKS:HPD:1,MATLK,SHRKS,HPD,1,origin_airport_not_found|destination_airport_not_found
MAXAR:LOPVI:NAR:1,MAXAR,LOPVI,NAR,1,origin_airport_not_found|destination_airport_not_found
MAXAR:MIBNO:NAR:1,MAXAR,MIBNO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
MAXAR:MUSLO:NAR:1,MAXAR,MUSLO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
MAXAR:RODBO:NAR:1,MAXAR,RODBO,NAR,1,origin_airport_not_found|destination_airport_not_found
MCO:BDA:SHD:1,MCO,BDA,SHD,1,destination_airport_not_found
MCO:CYUL:H:1,MCO,CYUL,H,1,destination_airport_not_found
MCO:CYUL:H:2,MCO,CYUL,H,2,destination_airport_not_found
MCO:MUFH:SHD:1,MCO,MUFH,SHD,1,destination_airport_not_found
MCO:MUFH:SHD:2,MCO,MUFH,SHD,2,destination_airport_not_found
MCO:MUFH:SHD:3,MCO,MUFH,SHD,3,destination_airport_not_found
MDCS:FLL:SHD:1,MDCS,FLL,SHD,1,origin_airport_not_found
MDCS:FLL:SHD:2,MDCS,FLL,SHD,2,origin_airport_not_found
MDCS:FLL:SHD:4,MDCS,FLL,SHD,4,origin_airport_not_found
MDCS:FLL:SHD:5,MDCS,FLL,SHD,5,origin_airport_not_found
MDCS:MCO:SHD:1,MDCS,MCO,SHD,1,origin_airport_not_found
MDCS:MCO:SHD:2,MDCS,MCO,SHD,2,origin_airport_not_found
MDCS:MIA:SHD:1,MDCS,MIA,SHD,1,origin_airport_not_found
MDCS:MIA:SHD:2,MDCS,MIA,SHD,2,origin_airport_not_found
MDCS:MIA:SHD:3,MDCS,MIA,SHD,3,origin_airport_not_found
MDCS:MIA:SHD:4,MDCS,MIA,SHD,4,origin_airport_not_found
MDCS:PBI:SHD:1,MDCS,PBI,SHD,1,origin_airport_not_found
MDCS:PBI:SHD:2,MDCS,PBI,SHD,2,origin_airport_not_found
MDSD:ACY:H:1,MDSD,ACY,H,1,origin_airport_not_found
MDSD:ACY:H:2,MDSD,ACY,H,2,origin_airport_not_found
MDSD:ACY:H:3,MDSD,ACY,H,3,origin_airport_not_found
MDSD:BDL:H:1,MDSD,BDL,H,1,origin_airport_not_found
MDSD:BDL:H:2,MDSD,BDL,H,2,origin_airport_not_found
MDSD:BDL:H:3,MDSD,BDL,H,3,origin_airport_not_found
MDSD:BED:H:1,MDSD,BED,H,1,origin_airport_not_found
MDSD:BED:H:2,MDSD,BED,H,2,origin_airport_not_found
MDSD:BED:H:3,MDSD,BED,H,3,origin_airport_not_found
MDSD:BED:H:4,MDSD,BED,H,4,origin_airport_not_found
MDSD:BED:H:5,MDSD,BED,H,5,origin_airport_not_found
MDSD:BGR:H:1,MDSD,BGR,H,1,origin_airport_not_found
MDSD:BGR:H:2,MDSD,BGR,H,2,origin_airport_not_found
MDSD:BGR:H:3,MDSD,BGR,H,3,origin_airport_not_found
MDSD:BOS:H:1,MDSD,BOS,H,1,origin_airport_not_found
MDSD:BOS:H:4,MDSD,BOS,H,4,origin_airport_not_found
MDSD:BOS:H:6,MDSD,BOS,H,6,origin_airport_not_found
MDSD:BOS:H:7,MDSD,BOS,H,7,origin_airport_not_found
MDSD:BWI:H:2,MDSD,BWI,H,2,origin_airport_not_found
MDSD:BWI:H:4,MDSD,BWI,H,4,origin_airport_not_found
MDSD:BWI:H:6,MDSD,BWI,H,6,origin_airport_not_found
MDSD:CLE:H:1,MDSD,CLE,H,1,origin_airport_not_found
MDSD:CLE:H:2,MDSD,CLE,H,2,origin_airport_not_found
MDSD:CLE:H:3,MDSD,CLE,H,3,origin_airport_not_found
MDSD:CLT:H:2,MDSD,CLT,H,2,origin_airport_not_found
MDSD:CLT:H:4,MDSD,CLT,H,4,origin_airport_not_found
MDSD:CVG:H:1,MDSD,CVG,H,1,origin_airport_not_found
MDSD:CVG:H:3,MDSD,CVG,H,3,origin_airport_not_found
MDSD:CVG:H:4,MDSD,CVG,H,4,origin_airport_not_found
MDSD:CYOW:H:1,MDSD,CYOW,H,1,origin_airport_not_found
MDSD:CYOW:H:2,MDSD,CYOW,H,2,origin_airport_not_found
MDSD:CYOW:H:3,MDSD,CYOW,H,3,origin_airport_not_found
MDSD:CYOW:H:4,MDSD,CYOW,H,4,origin_airport_not_found
MDSD:CYOW:H:5,MDSD,CYOW,H,5,origin_airport_not_found
MDSD:CYUL:H:1,MDSD,CYUL,H,1,origin_airport_not_found|destination_airport_not_found
MDSD:CYUL:H:2,MDSD,CYUL,H,2,origin_airport_not_found|destination_airport_not_found
MDSD:CYUL:H:3,MDSD,CYUL,H,3,origin_airport_not_found|destination_airport_not_found
MDSD:CYWG:H:1,MDSD,CYWG,H,1,origin_airport_not_found|destination_airport_not_found
MDSD:CYWG:H:2,MDSD,CYWG,H,2,origin_airport_not_found|destination_airport_not_found
MDSD:CYWG:H:3,MDSD,CYWG,H,3,origin_airport_not_found|destination_airport_not_found
MDSD:CYYZ:H:1,MDSD,CYYZ,H,1,origin_airport_not_found
MDSD:CYYZ:H:2,MDSD,CYYZ,H,2,origin_airport_not_found
