edgeKey,routeKey
AIRPORT:ABE->FIX:BUSKY,ABE:PHL:TEC:2
AIRPORT:ABE->FIX:BUSKY,ABE:PHL:TEC:3
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:BWI:TEC:3
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:DCA:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:FRG:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:IAD:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:ILG:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:LNS:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:MDT:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:PHL:TEC:1
AIRPORT:ABE->NAVAID:ETX:VOR/DME,ABE:RDG:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:ACY:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:ALB:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:AVP:TEC:2
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:BDL:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:EWR:TEC:3
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:HFD:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:HPN:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:PIT:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:PNE:TEC:1
AIRPORT:ABE->NAVAID:FJC:VORTAC,ABE:TEB:TEC:1
AIRPORT:ABE->NAVAID:STW:VOR/DME,ABE:HPN:TEC:2
AIRPORT:ABQ->FIX:DIESL,ABQ:IAH:H:1
AIRPORT:ABQ->FIX:DIESL,ABQ:IAH:H:2
AIRPORT:ABQ->NAVAID:CME:VORTAC,ABQ:AUS:H:1
AIRPORT:ABQ->NAVAID:CME:VORTAC,ABQ:HOU:H:1
AIRPORT:ABQ->NAVAID:FTI:VORTAC,ABQ:ORD:H:2
AIRPORT:ACK->FIX:FREDO,ACK:AUG:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:BGR:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:BHB:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:CON:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:MHT:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:PSM:TEC:1
AIRPORT:ACK->FIX:FREDO,ACK:PWM:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ACY:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ACY:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ALB:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BDL:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BDR:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BDR:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BED:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BOS:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BTV:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BUF:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BWI:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:BWI:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:DOV:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:DOV:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:DXR:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:DXR:TEC:3
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:EEN:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ELM:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ERI:L:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ERI:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:EWR:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:EWR:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:FOK:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:FOK:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:FRG:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:FRG:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:GON:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:HFD:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:HPN:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ISP:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ISP:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:JFK:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:JFK:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:LEB:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:LGA:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:ORH:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:OWD:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:PHL:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:PHL:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:PNE:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:PNE:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:PVD:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:RIC:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:RIC:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:SWF:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:SYR:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:TTN:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:TTN:TEC:2
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:WRI:TEC:1
AIRPORT:ACK->NAVAID:ACK:VOR/DME,ACK:WRI:TEC:2
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:AUS:H:1
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:BWI:H:3
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:DCA:H:1
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:IAD:H:1
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:MDW:H:1
AIRPORT:ACK->NAVAID:LFV:VOR/DME,ACK:ORD:H:1
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:DCA:H:2
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:DXR:TEC:4
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:EWR:L:3
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:FRG:H:3
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:HPN:H:3
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:HPN:TEC:2
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:JFK:H:3
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:LGA:L:2
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:MMU:H:1
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:PBI:H:1
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:PBI:H:2
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:PHL:H:3
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:PHL:H:4
AIRPORT:ACK->NAVAID:MVY:VOR/DME,ACK:TEB:H:1
AIRPORT:ACY->FIX:BRIEF,ACY:CXY:TEC:1
AIRPORT:ACY->FIX:BRIEF,ACY:MDT:TEC:1
AIRPORT:ACY->FIX:BRIGS,ACY:ISP:TEC:2
AIRPORT:ACY->FIX:CRESI,ACY:ABE:TEC:2
AIRPORT:ACY->FIX:CRESI,ACY:ACK:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:BDL:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:BGR:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:BHB:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:BOS:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:BOS:TEC:2
AIRPORT:ACY->FIX:CRESI,ACY:BOS:TEC:3
AIRPORT:ACY->FIX:CRESI,ACY:EWB:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:GON:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:HFD:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:HPN:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:HYA:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:ISP:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:JFK:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:LGA:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:MHT:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:MMK:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:MVY:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:OQU:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:ORH:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:PVC:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:PVD:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:PWM:TEC:1
AIRPORT:ACY->FIX:CRESI,ACY:TAN:TEC:1
AIRPORT:ACY->FIX:HOWIE,ACY:BDR:TEC:1
AIRPORT:ACY->FIX:HOWIE,ACY:WRI:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:ADW:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:ATL:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:BWI:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:DCA:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:ELM:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:FLL:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:FLL:H:2
AIRPORT:ACY->FIX:LEEAH,ACY:FLL:H:3
AIRPORT:ACY->FIX:LEEAH,ACY:IAD:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:IAD:TEC:2
AIRPORT:ACY->FIX:LEEAH,ACY:MCO:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:MCO:H:2
AIRPORT:ACY->FIX:LEEAH,ACY:MCO:H:3
AIRPORT:ACY->FIX:LEEAH,ACY:MYR:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:PBI:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:PBI:H:2
AIRPORT:ACY->FIX:LEEAH,ACY:PIT:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:RDU:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:RSW:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:RSW:H:2
AIRPORT:ACY->FIX:LEEAH,ACY:RSW:H:3
AIRPORT:ACY->FIX:LEEAH,ACY:SBY:TEC:1
AIRPORT:ACY->FIX:LEEAH,ACY:TPA:H:1
AIRPORT:ACY->FIX:LEEAH,ACY:TPA:H:2
AIRPORT:ACY->FIX:WNSTN,ACY:WRI:TEC:5
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:ABE:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:BDR:TEC:2
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:EWR:TEC:3
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:HPN:TEC:2
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:JFK:TEC:2
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:LGA:TEC:2
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:LGA:TEC:3
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:LNS:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:PHL:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:PNE:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:RDG:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:TEB:TEC:1
AIRPORT:ACY->NAVAID:ACY:VORTAC,ACY:WRI:TEC:3
AIRPORT:ACY->NAVAID:SIE:VORTAC,ACY:WRI:TEC:4
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:AVX:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:BUR:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:BUR:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:CMA:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:CMA:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:CRQ:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:FUL:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:HHR:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:LAX:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:LAX:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:LAX:TEC:3
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:LGB:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:MYF:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NFG:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NKX:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NRS:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NTD:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NTD:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:NZY:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:OKB:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:OXR:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:OXR:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:RNM:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SAN:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SBA:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SBA:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SDM:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SEE:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SLI:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SMO:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:SNA:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:TOA:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:VNY:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:VNY:TEC:2
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:WHP:TEC:1
AIRPORT:AJO->NAVAID:PDZ:VORTAC,AJO:WHP:TEC:2
AIRPORT:ALB->FIX:ACOVE,ALB:ATL:H:1
AIRPORT:ALB->FIX:ACOVE,ALB:IAD:H:1
AIRPORT:ALB->FIX:ARNII,ALB:DEN:H:1
AIRPORT:ALB->FIX:ARNII,ALB:MSP:H:1
AIRPORT:ALB->FIX:CEDOR,ALB:IAD:H:2
AIRPORT:ALB->FIX:CEDOR,ALB:PHL:L:1
AIRPORT:ALB->FIX:CEDOR,ALB:PHL:L:2
AIRPORT:ALB->FIX:CEDOR,ALB:PHL:L:3
AIRPORT:ALB->FIX:CEDOR,ALB:PNE:L:1
AIRPORT:ALB->FIX:CEDOR,ALB:PNE:L:2
AIRPORT:ALB->FIX:CEDOR,ALB:TTN:L:1
AIRPORT:ALB->FIX:CEDOR,ALB:TTN:L:2
AIRPORT:ALB->FIX:KEYNN,ALB:MHT:TEC:1
AIRPORT:ALB->FIX:PAYGE,ALB:CVG:H:1
AIRPORT:ALB->FIX:PAYGE,ALB:DTW:H:1
AIRPORT:ALB->FIX:PAYGE,ALB:DTW:H:2
AIRPORT:ALB->FIX:PAYGE,ALB:LAS:H:1
AIRPORT:ALB->FIX:PAYGE,ALB:MDW:H:1
AIRPORT:ALB->FIX:PAYGE,ALB:ORD:H:2
AIRPORT:ALB->FIX:PONCT,ALB:BOS:L:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:BDL:TEC:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:BDR:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:BNA:H:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:BUF:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:DFW:H:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:DFW:H:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:DXR:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:DXR:TEC:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:EWR:L:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:EWR:L:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:GON:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:JFK:L:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:LGA:L:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:LGA:L:2
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:MEM:H:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:MVY:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:ORH:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:RME:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:ROC:TEC:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:SDF:H:1
AIRPORT:ALB->NAVAID:ALB:VORTAC,ALB:SWF:TEC:1
AIRPORT:ALB->NAVAID:CAM:VOR/DME,ALB:PWM:TEC:1
AIRPORT:ALB->NAVAID:CON:VOR/DME,ALB:PSM:TEC:1
AIRPORT:ALB->NAVAID:CTR:VOR/DME,ALB:ACK:TEC:1
AIRPORT:ALB->NAVAID:CTR:VOR/DME,ALB:HYA:TEC:1
AIRPORT:ALB->NAVAID:CTR:VOR/DME,ALB:PVC:TEC:1
AIRPORT:ALB->NAVAID:CTR:VOR/DME,ALB:PVD:TEC:1
AIRPORT:ALB->NAVAID:GDM:VOR/DME,ALB:BED:TEC:1
AIRPORT:ALB->NAVAID:GDM:VOR/DME,ALB:BOS:TEC:1
AIRPORT:ALB->NAVAID:GDM:VOR/DME,ALB:OWD:TEC:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:BWI:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:CLT:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:DCA:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:FLL:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:MCO:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:MCO:H:2
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:MIA:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:MYR:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:PBI:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:PGD:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:PIE:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:RDU:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:RSW:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:SAV:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:SFB:H:1
AIRPORT:ALB->NAVAID:PWL:VOR/DME,ALB:TPA:H:1
AIRPORT:ALN->FIX:LEBOY,ALN:ORD:H:1
AIRPORT:ALN->FIX:LEBOY,ALN:ORD:H:3
AIRPORT:ALN->NAVAID:SPI:VORTAC,ALN:MDW:H:1
AIRPORT:AMA->FIX:SLIDE,AMA:AUS:H:1
AIRPORT:ANC->FIX:NOEND,ANC:SEA:H:1
AIRPORT:APF->FIX:CHARO,APF:TPA:L:2
AIRPORT:APF->FIX:CSHEL,APF:JAX:H:2
AIRPORT:APF->FIX:CSHEL,APF:MCO:H:1
AIRPORT:APF->FIX:DYLYN,APF:FPR:L:1
AIRPORT:APF->FIX:FERAL,APF:TPA:H:3
AIRPORT:APF->FIX:FERAL,APF:TPA:L:1
AIRPORT:APF->FIX:FORTL,APF:FLL:L:1
AIRPORT:APF->FIX:FROGZ,APF:MIA:H:2
AIRPORT:APF->FIX:FROGZ,APF:MIA:L:3
AIRPORT:APF->FIX:LBELL,APF:VRB:L:1
AIRPORT:APF->FIX:LUCYS,APF:PBI:L:1
AIRPORT:APF->FIX:MOANS,APF:DAB:L:1
AIRPORT:APF->FIX:MOANS,APF:JAX:L:1
AIRPORT:APF->FIX:MOANS,APF:OCF:L:2
AIRPORT:APF->FIX:MOANS,APF:ORL:L:1
AIRPORT:APF->FIX:PALMZ,APF:MIA:L:1
AIRPORT:APF->FIX:TEEKY,APF:FLL:L:2
AIRPORT:APF->FIX:TOLLZ,APF:HPN:H:1
AIRPORT:APF->FIX:TOLLZ,APF:MMU:H:1
AIRPORT:APF->FIX:TOLLZ,APF:TEB:H:1
AIRPORT:APF->FIX:YELLZ,APF:GNV:L:1
AIRPORT:APF->FIX:YELLZ,APF:OCF:L:1
AIRPORT:ARG->FIX:WHOLL,ARG:MEM:SHD:2
AIRPORT:ARG->NAVAID:ARG:VORTAC,ARG:MEM:SHD:1
AIRPORT:ATL->FIX:BURGG,ATL:ACY:H:1
AIRPORT:ATL->FIX:BURGG,ATL:BDL:H:2
AIRPORT:ATL->FIX:BURGG,ATL:BOS:H:1
AIRPORT:ATL->FIX:BURGG,ATL:EWR:H:2
AIRPORT:ATL->FIX:BURGG,ATL:HPN:H:1
AIRPORT:ATL->FIX:BURGG,ATL:PHL:H:1
AIRPORT:ATL->FIX:BURGG,ATL:PVD:H:1
AIRPORT:ATL->FIX:BURGG,ATL:PWM:H:1
AIRPORT:ATL->FIX:BURGG,ATL:TEB:H:1
AIRPORT:ATL->FIX:CUTTN,ATL:DEN:H:1
AIRPORT:ATL->FIX:EMAHH,ATL:MSP:H:2
AIRPORT:ATL->FIX:GLAZR,ATL:ORD:H:2
AIRPORT:ATL->FIX:GLAZR,ATL:SDF:H:1
AIRPORT:ATL->FIX:GRGIA,ATL:AUS:H:1
AIRPORT:ATL->FIX:HANKO,ATL:DFW:H:3
AIRPORT:ATL->FIX:HANKO,ATL:DFW:H:4
AIRPORT:ATL->FIX:HRTWL,ATL:JFK:H:1
AIRPORT:ATL->FIX:HRTWL,ATL:ORF:H:1
AIRPORT:ATL->FIX:HRTWL,ATL:PHF:H:1
AIRPORT:ATL->FIX:JAMMR,ATL:HOU:H:2
AIRPORT:ATL->FIX:JAMMR,ATL:IAH:H:3
AIRPORT:ATL->FIX:KELLN,ATL:BWI:H:2
AIRPORT:ATL->FIX:KELLN,ATL:DCA:H:1
AIRPORT:ATL->FIX:KELLN,ATL:LGA:H:1
AIRPORT:ATL->FIX:KELLN,ATL:RIC:H:1
AIRPORT:ATL->FIX:LUCKK,ATL:APF:H:1
AIRPORT:ATL->FIX:LUCKK,ATL:FMY:H:1
AIRPORT:ATL->FIX:LUCKK,ATL:MIA:H:2
AIRPORT:ATL->FIX:LUCKK,ATL:MKY:H:1
AIRPORT:ATL->FIX:LUCKK,ATL:RSW:H:2
AIRPORT:ATL->FIX:LUCKK,ATL:SRQ:H:1
AIRPORT:ATL->FIX:LUCKK,ATL:TPA:H:2
AIRPORT:ATL->FIX:PHIIL,ATL:CLT:H:3
AIRPORT:ATL->FIX:RESPE,ATL:MDW:H:1
AIRPORT:ATL->FIX:SARGE,ATL:ECP:H:1
AIRPORT:ATL->FIX:SARGE,ATL:PNS:H:1
AIRPORT:ATL->FIX:SARGE,ATL:VPS:H:1
AIRPORT:ATL->FIX:SMTTH,ATL:CLE:H:1
AIRPORT:ATL->FIX:SMTTH,ATL:CMH:H:1
AIRPORT:ATL->FIX:SMTTH,ATL:CVG:H:1
AIRPORT:ATL->FIX:SMTTH,ATL:DTW:H:1
AIRPORT:ATL->FIX:SMTTH,ATL:DTW:H:2
AIRPORT:ATL->FIX:SMTTH,ATL:PIT:H:1
AIRPORT:ATL->FIX:STNGA,ATL:DFW:H:1
AIRPORT:ATL->FIX:STNGA,ATL:DFW:H:2
AIRPORT:ATL->FIX:STNGA,ATL:HOU:H:1
AIRPORT:ATL->FIX:STNGA,ATL:IAH:H:1
AIRPORT:ATL->FIX:STNGA,ATL:IAH:H:2
AIRPORT:ATL->FIX:WALET,ATL:BCT:H:1
AIRPORT:ATL->FIX:WALET,ATL:EYW:H:1
AIRPORT:ATL->FIX:WALET,ATL:FLL:H:2
AIRPORT:ATL->FIX:WALET,ATL:GNV:H:1
AIRPORT:ATL->FIX:WALET,ATL:MCO:H:2
AIRPORT:ATL->FIX:WALET,ATL:ORL:H:1
AIRPORT:ATL->FIX:WALET,ATL:PBI:H:1
AIRPORT:ATL->NAVAID:IRQ:VORTAC,ATL:RDU:H:2
AIRPORT:AUG->FIX:CLOWW,AUG:BDL:TEC:2
AIRPORT:AUG->FIX:CLOWW,AUG:BDR:TEC:2
AIRPORT:AUG->FIX:CLOWW,AUG:DXR:TEC:2
AIRPORT:AUG->FIX:CLOWW,AUG:EWR:TEC:3
AIRPORT:AUG->FIX:CLOWW,AUG:EWR:TEC:4
AIRPORT:AUG->FIX:CLOWW,AUG:FRG:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:HFD:TEC:2
AIRPORT:AUG->FIX:CLOWW,AUG:HPN:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:HVN:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:ISP:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:JFK:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:ORH:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:OXC:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:PHL:TEC:1
AIRPORT:AUG->FIX:CLOWW,AUG:PHL:TEC:2
