routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,ALT_DESCRIP,AIRCRAFT,HOURS,ROUTE_DIR_DESCRIP,DESIGNATOR,ROUTE_STRING
IAD:CHA:H:1,IAD,CHA,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 ALEAN VXV
IAD:CHS:H:2,IAD,CHS,H,2,,JETS ONLY,,,,JDUBB4 RRSIN GSO OBNEE OSPRI7
IAD:CHS:H:3,IAD,CHS,H,3,,PART 121 ONLY,,,,JCOBY4 SCOOB DFENC Q109 JOHAR AMYLU AMYLU3
IAD:CLE:H:1,IAD,CLE,H,1,,RNAV TURBOJET,,,,JERES2 JERES J211 JST UPPRR TRYBE4
IAD:CLT:H:1,IAD,CLT,H,1,AOB  FL320,,,,,SCRAM6 GLANC AIROW CHSLY7
IAD:CMH:H:1,IAD,CMH,H,1,,TURBOJETS,,,,BUNZZ3 RAMEY Q72 HACKS SCRLT2
IAD:COS:H:1,IAD,COS,H,1,,,,,,RNLDI4 OTTTO Q176 STL J24 MCI J80 GLD OZZZY5
IAD:CVG:H:1,IAD,CVG,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,RNLDI4 OTTTO COLNS GAVNN8
IAD:CYOW:H:1,IAD,CYOW,H,1,,,,,,JERES2 JERES Q227 STUBN SYR ART DEANS-STAR
IAD:CYYZ:H:1,IAD,CYYZ,H,1,,,,,,JERES2 JERES Q221 DLMAR WOZEE LINNG-STAR
IAD:DAB:H:1,IAD,DAB,H,1,,,,,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD TTHOR3
IAD:DAB:H:2,IAD,DAB,H,2,,,,,,JCOBY4 SCOOB MOXXY Q85 LPERD TTHOR3
IAD:DAL:H:1,IAD,DAL,H,1,,,,,,RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR DIRRK HIBIL3
IAD:DAY:H:1,IAD,DAY,H,1,,,1100-0400,,,BUNZZ3 RAMAY Q72 HACKS APE DANEI3
IAD:DEN:H:1,IAD,DEN,H,1,,,,,,RNLDI4 OTTTO Q176 STL J24 OATHE CLASH5
IAD:DET:H:1,IAD,DET,H,1,,TURBOJETS: DME/DME/IRU OR GPS REQUIRED,,,,MCRAY2 MCRAY Q178 KOZAR FOREY2
IAD:DFW:H:1,IAD,DFW,H,1,,,,DFW SOUTH FLOW,,RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW SEEVR4
IAD:DFW:H:3,IAD,DFW,H,3,,,,DFW NORTH FLOW,,RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW BRDJE5
IAD:DSM:H:1,IAD,DSM,H,1,,,,,,MCRAY2 MCRAY Q178 DJB CPONE JOT J60 IOW J10 DSM
IAD:DTW:H:3,IAD,DTW,H,3,,,,DTW NORTH FLOW,,MCRAY2 MCRAY Q178 KOZAR KLYNK3
IAD:DTW:H:4,IAD,DTW,H,4,,,,DTW SOUTH FLOW,,MCRAY2 MCRAY Q178 KOZAR BONZZ2
IAD:DXR:H:1,IAD,DXR,H,1,,JETS ONLY RNAV 1 - DME/DME/IRU OR GPS,,,,WOOLY2 AGARD DONIL MAEVE EEGOR1
IAD:ECP:H:1,IAD,ECP,H,1,,,,,,SCRAM6 GLANC COLZI Q52 CHOPZ THRSR RSVLT EUF RRS
IAD:ELM:H:1,IAD,ELM,H,1,,,,,,JERES2 JERES Q227 STUBN
IAD:EWR:H:3,IAD,EWR,H,3,,"TURBOJETS, PART 121 AND 129 ONLY",,,,JCOBY4 SWANN PHLBO4
IAD:EWR:L:2,IAD,EWR,L,2,110-170 INCL,TURBOPROPS,,,,WOOLY T356 SWANN BRAND1
IAD:EWR:TEC:1,IAD,EWR,TEC,1,7000,LESS THAN 180 KTS ONLY,,,,MRB WOOLY EMI V419 MXE ARD METRO
IAD:EYW:H:1,IAD,EYW,H,1,,,,WATER,,JCOBY4 SCOOB EARZZ Q131 WAALT Y289 BAHAA AR17 HIBAC EBAYY FNTSY1
IAD:EYW:H:2,IAD,EYW,H,2,,,,,,JCOBY4 SCOOB PAACK Q97 EBAYY FNTSY1
IAD:FLL:H:1,IAD,FLL,H,1,,"PART 121 ONLY, JETS ONLY EXC EA50 E5OP SF50 C510 C",,,,JCOBY4 SCOOB PAACK Q97 PRMUS CUUDA3
IAD:FLL:H:6,IAD,FLL,H,6,,PRT121 ONLY JETS ONLY EXC EA50 ESOP SF50 C510 C525,,WATER,,JCOBY4 SCOOB EARZZ CHIEZ Y291 MAJIK CUUDA3
IAD:FLL:H:7,IAD,FLL,H,7,,PART 121 ONLY,,,,JCOBY4 SCOOB PAACK Q97 KENLL TARPN3
IAD:FOK:H:1,IAD,FOK,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:FRG:H:1,IAD,FRG,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:FTY:H:1,IAD,FTY,H,1,,,,,,CLTCH3 FLASK VIEWS DEHAN3
IAD:FXE:H:1,IAD,FXE,H,1,,,,,,JDUBB4 RRSIN GSO Q83 JEVED Q97 KENLL CPTAN3
IAD:GMU:H:1,IAD,GMU,H,1,,,,,,SCRAM6 GLANC FUBLL JUNNR4
IAD:GON:H:1,IAD,GON,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:GRB:H:1,IAD,GRB,H,1,,,,,,MCRAY2 MCRAY Q178 DJB
IAD:GRR:H:1,IAD,GRR,H,1,,,,,,MCRAY2 MCRAY Q178 DJB J34 ALPHE
IAD:GSO:H:1,IAD,GSO,H,1,,,,,,SCRAM6 GLANC AIROW HENBY1
IAD:GSO:L:1,IAD,GSO,L,1,70-170 INCL,NON-JET,,,,CSN V140 MOL T358 AIROW HENBY
IAD:GSP:H:1,IAD,GSP,H,1,,,1100-0300,,,SCRAM6 GLANC FUBLL JUNNR4
IAD:HFD:H:1,IAD,HFD,H,1,,,,,,WOOLY2 SWANN BROSS Q419 DPK MAD T303 HFD
IAD:HOU:H:1,IAD,HOU,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 AEX WAPPL7
IAD:HPN:H:1,IAD,HPN,H,1,AT OR ABOVE FL180,PART 121 AND 129 ONLY,1100-0400,,,JCOBY4 SWANN BROSS Q419 NACYN CYN BOUNO5
IAD:HPN:H:3,IAD,HPN,H,3,,,,,,WOOLY2 SWANN BROSS Q419 NACYN CYN BOUNO5
IAD:HPN:L:1,IAD,HPN,L,1,90-170 INCL,ACFT 210K OR GREATER: RNAV 1 - DME/DME/IRU OR GPS,,,,WOOLY AGARD WNSTN T320 BRIGS EEGOR1
IAD:HPN:L:2,IAD,HPN,L,2,7000,,1100-0300,,,MRB REEES T299 HUO IGN V157 HAARP
IAD:HSV:H:1,IAD,HSV,H,1,,,,,,CLTCH3 MAULS Q40 ALEAN VXV RQZ
IAD:HVN:H:1,IAD,HVN,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:HXD:H:1,IAD,HXD,H,1,,PART 121 ONLY,,,,JCOBY4 SCOOB GUILD Q409 SESUE SOOOP
IAD:HXD:H:2,IAD,HXD,H,2,,JETS ONLY,,,,JDUBB4 RRSIN GSO CTF CANTR PLZZZ
IAD:HYA:H:1,IAD,HYA,H,1,,,,,,WOOLY2 SWANN BROSS Q419 RBV Q430 FLAPE MVY
IAD:IAG:H:1,IAD,IAG,H,1,,,,,,JERES2 JERES Q221 DLMAR WOZEE
IAD:IAH:H:2,IAD,IAH,H,2,,TURBOJETS,1100-0300,IAH EAST FLOW,,CLTCH3 MAULS Q40 AEX SKNRD5
IAD:IAH:H:3,IAD,IAH,H,3,,TURBOJETS,1100-0300,IAH WEST FLOW,,CLTCH3 MAULS Q40 AEX DOOBI3
IAD:ICT:H:1,IAD,ICT,H,1,,,,,,RNLDI4 OTTTO Q176 BUM CASSO
IAD:ILM:H:1,IAD,ILM,H,1,,,,,,JDUBB4 MELTN SBV RDU FAY V296 ILM
IAD:ILM:H:2,IAD,ILM,H,2,,"PART 121 JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,JCOBY4 SCOOB PAACK CHVIS BEULA
IAD:IND:H:1,IAD,IND,H,1,,TURBOJETS,,,,BUNZZ3 RAMAY Q72 HACKS PLASH SNKPT2
IAD:INT:H:1,IAD,INT,H,1,,,,,,SCRAM6 GLANC AIROW HENBY1
IAD:ISM:H:1,IAD,ISM,H,1,,,,,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD SNFLD3
IAD:ISP:H:1,IAD,ISP,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:ISP:L:1,IAD,ISP,L,1,90-170 INCL,,,,,WOOLY T356 OBWON PALEO WNSTN T320 SARDI CCC
IAD:ITH:H:1,IAD,ITH,H,1,,,,,,JERES2 JERES Q227 STUBN
IAD:JAN:H:1,IAD,JAN,H,1,,,,,,CLTCH3 MAULS Q40 NIOLA VLKNN MERDN
IAD:JAX:H:1,IAD,JAX,H,1,,PART 121 ONLY,,,,JCOBY4 SCOOB GUILD Q409 SESUE ESENT LUNNI2
IAD:JFK:L:1,IAD,JFK,L,1,90-170,"PART 121 & 129 ONLY, JETS, 250 KNOTS OR GREATER",,,,JCOBY4 AGARD T287 DONIL T315 PANZE V44 CAMRN
IAD:JFK:L:2,IAD,JFK,L,2,90-170 INCL. LESS THAN 250 KTS,,1100-0300,,,WOOLY T356 OBWON PALEO DONIL T315 ACY V184 ZIGGI
IAD:JPX:H:1,IAD,JPX,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:JPX:L:1,IAD,JPX,L,1,,,,,,WOOLY2 AGARD WNSTN T320 ORCHA
IAD:LAN:H:1,IAD,LAN,H,1,,,,,,MCRAY2 MCRAY Q178 DJB J34 CRL
IAD:LAS:H:1,IAD,LAS,H,1,,,,,,RNLDI4 OTTTO Q176 BUM J110 RSK J64 TBC SQIRE RKSTR4
IAD:LAX:H:1,IAD,LAX,H,1,,,,,,RNLDI4 OTTTO Q176 CIM J96 DRK J231 HIPPI GABBL HLYWD1
IAD:LCK:H:1,IAD,LCK,H,1,,,,,,BUNZZ3 RAMAY Q72 HACKS SCRLT2
IAD:LEX:H:1,IAD,LEX,H,1,,,,,,RNLDI4 OTTTO Q176 HNN
IAD:LGA:L:1,IAD,LGA,L,1,,TURBOJETS ONLY,,,,JCOBY4 AGARD SPEAK PROUD2
IAD:LGA:L:2,IAD,LGA,L,2,90-170 INCL.,TURBOPROPS,,,,WOOLY T356 SWANN APPLE3
IAD:LGA:L:3,IAD,LGA,L,3,,PROPS,,,,WOOLY T356 ODESA DQO V479 RUUTH V123 RENUE
IAD:LIT:H:1,IAD,LIT,H,1,,,,,,RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR
IAD:LUK:H:1,IAD,LUK,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,RNLDI4 OTTTO COLNS GAVNN8
IAD:MCI:H:1,IAD,MCI,H,1,,RNAV TURBOJET/TURBOPROP,,,,RNLDI4 OTTTO Q176 STL EUING RUDDH3
IAD:MCN:H:1,IAD,MCN,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SCRAM6 GLANC COLZI
IAD:MCO:H:2,IAD,MCO,H,2,,"PART 121 JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,MCO LANDING NORTH,,JCOBY4 SCOOB MOXXY Q85 LPERD SNFLD3
IAD:MCO:H:3,IAD,MCO,H,3,,"PART 121 JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,WATER,,JCOBY4 SCOOB EARZZ Q131 WAALT Y289 BAHAA HIBAC ALYNA4
IAD:MCO:H:5,IAD,MCO,H,5,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING NORTH,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD SNFLD3
IAD:MCO:H:6,IAD,MCO,H,6,,"PART 121 JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,MCO LANDING SOUTH,,JCOBY4 SCOOB MOXXY Q85 LPERD GTOUT1
IAD:MCO:H:7,IAD,MCO,H,7,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING SOUTH,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD GTOUT1
IAD:MDW:H:1,IAD,MDW,H,1,,TURBOJETS,,,,BUNZZ3 RAMAY Q72 HACKS J149 FWA PANGG7
IAD:MEM:H:1,IAD,MEM,H,1,,TURBOJETS,,,,RNLDI4 OTTTO Q80 FAREV RAMRD BLUZZ5
IAD:MGM:H:1,IAD,MGM,H,1,,,,,,SCRAM6 GLANC COLZI Q52 CHOPZ MGMRY
IAD:MHT:H:1,IAD,MHT,H,1,,PART 121 AND 129 ONLY,,,,JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND SMYTH ROZZE2
IAD:MIA:H:2,IAD,MIA,H,2,,PART 121 ONLY,,,,JCOBY4 SCOOB PAACK Q97 DEBRL CSTAL3
IAD:MIA:H:4,IAD,MIA,H,4,,PRT121 ONLY JETS ONLY EXC EA50 ESOP SF50 C510 C525,,WATER,,JCOBY4 SCOOB EARZZ SKARP Y313 HOAGG BNFSH3
IAD:MKE:H:1,IAD,MKE,H,1,,TURBOJETS,,,,MCRAY2 MCRAY Q178 DJB J34 CRL PEGEE GETCH LYSTR SUDDS
IAD:MOB:H:1,IAD,MOB,H,1,,,,,,SCRAM6 GLANC COLZI Q52 CHOPZ MGMRY SJI
IAD:MSN:H:1,IAD,MSN,H,1,,,,,,MCRAY2 MCRAY Q178 DJB J34 BAE
IAD:MSP:H:1,IAD,MSP,H,1,,TURBOJET,,,,MCRAY2 MCRAY Q178 DJB J34 VIO KAMMA KKILR4
IAD:MSY:H:1,IAD,MSY,H,1,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS,,,,CLTCH3 MAULS Q40 NIOLA MERDN TRSSH2
IAD:MTP:L:1,IAD,MTP,L,1,,,,,,WOOLY2 AGARD WNSTN T320 ORCHA
IAD:MVY:H:1,IAD,MVY,H,1,,,,,,WOOLY2 SWANN BROSS Q419 RBV Q430 FLAPE
IAD:MYR:H:1,IAD,MYR,H,1,,,,,,JDUBB4 MELTN SBV RDU
IAD:MYR:H:2,IAD,MYR,H,2,,"PART 121 JETS ONLY , RNAV 1 - DME/DME/IRU OR GPS",,,,JCOBY4 SCOOB PAACK WYLMS
IAD:OGS:H:1,IAD,OGS,H,1,,,,,,JERES2 JERES Q227 STUBN SYR ART
IAD:OKC:H:1,IAD,OKC,H,1,,,,,,RNLDI4 OTTTO Q68 HVQ J78 FAM SGF DRLER MURAH3
IAD:OMA:H:1,IAD,OMA,H,1,,,,,,BUNZZ3 RAMAY Q72 HACKS J149 EMPTY J80 SPI IRK LMN MARWI4
IAD:OPF:H:1,IAD,OPF,H,1,,,,,,JDUBB4 RRSIN GSO Q83 JEVED Q97 PRMUS CUUDA3
IAD:ORD:H:1,IAD,ORD,H,1,,TURBOJETS,,,,BUNZZ3 RAMAY Q72 HACKS J149 ROD WATSN4
IAD:ORL:H:1,IAD,ORL,H,1,,,,,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD TTHOR3
IAD:OSU:H:1,IAD,OSU,H,1,,,,,,BUNZZ3 RAMAY Q72 HACKS SCRLT2
IAD:OXC:H:1,IAD,OXC,H,1,,,,,,WOOLY2 AGARD DONIL MAEVE SARDI1
IAD:PBG:H:1,IAD,PBG,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS.",,,,WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT
IAD:PBI:H:1,IAD,PBI,H,1,,PART 121 ONLY,,,,JCOBY4 SCOOB PAACK Q97 KENLL CPTAN3
IAD:PBI:H:3,IAD,PBI,H,3,,"PART 121 ONLY, JETS ONLY",,WATER,,JCOBY4 SCOOB EARZZ Q131 WAALT Y289 DULEE CLMNT2
IAD:PDK:H:1,IAD,PDK,H,1,,,,,,CLTCH3 FLASK VIEWS DEHAN3
IAD:PDX:H:1,IAD,PDX,H,1,,JETS: RNAV 1 - DME/DME/IRU OR GPS,,,,MCRAY2 MCRAY Q178 DJB J34 BIL PDT JKNOX HHOOD6
IAD:PHL:L:1,IAD,PHL,L,1,7000'-17000' INCL,,,,,WOOLY T356 ODESA DQO
IAD:PHX:H:1,IAD,PHX,H,1,,,,,,RNLDI4 OTTTO Q176 TOTOE FTI BUKKO ZUN EAGUL6
IAD:PIT:H:2,IAD,PIT,H,2,,TURBOJETS,,,,MCRAY2 MCRAY Q178 LEJOY DEMME5
IAD:POU:H:1,IAD,POU,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,WOOLY2 SWANN BROSS Q419 DPK TRESA1
IAD:PSM:H:1,IAD,PSM,H,1,,,,,,WOOLY2 SWANN BROSS Q419 RBV Q22 FOXWD KLANE TTERI REMDG
IAD:PVD:H:2,IAD,PVD,H,2,,,,,,JCOBY4 SWANN BROSS Q419 RBV Q430 CREEL ORCHA JORDN JORDN2
IAD:PWM:H:1,IAD,PWM,H,1,,PART 121 AND 129 0NLY,,,,JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BDR SCOGS3
IAD:RDU:H:1,IAD,RDU,H,1,AOB FL220,,,,,JDUBB4 MELTN ALDAN4
IAD:RDU:H:2,IAD,RDU,H,2,AOB FL220,"PART 121 JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,JCOBY4 COLIN TAPPA HOUKY TAQLE3
IAD:ROC:H:1,IAD,ROC,H,1,,TURBOJETS,,,,JERES2 JERES Q227 STUBN GIBBE
IAD:RSW:H:1,IAD,RSW,H,1,,,,,,JDUBB4 RRSIN GSO Q75 SLOJO Q103 CYNTA SHFTY6
IAD:SAN:H:1,IAD,SAN,H,1,,,,,,RNLDI4 OTTTO Q176 CIM J96 PKE LUCKI1
IAD:SAT:H:1,IAD,SAT,H,1,,,,,,CLTCH3 MAULS Q40 AEX CAAGE QERVO3
IAD:SAV:H:1,IAD,SAV,H,1,,PART 121 ONLY,,,,JCOBY4 SCOOB GUILD Q409 SESUE SOOOP
IAD:SAV:H:2,IAD,SAV,H,2,,JETS ONLY,,,,JDUBB4 RRSIN GSO CTF CANTR PLZZZ
IAD:SDF:H:1,IAD,SDF,H,1,,,,,,RNLDI4 OTTTO Q68 YOCKY LEDDL1
IAD:SEA:H:1,IAD,SEA,H,1,,,,,,MCRAY2 MCRAY Q178 DJB J34 RWF J90 MLS LWT MLP GLASR3
IAD:SFB:H:1,IAD,SFB,H,1,,,,,,JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD TTHOR3
IAD:SFB:H:2,IAD,SFB,H,2,,,,,,JCOBY4 SCOOB MOXXY Q85 LPERD TTHOR3
IAD:SFO:H:1,IAD,SFO,H,1,,,,,,RNLDI4 OTTTO Q176 STL J110 GCK J28 MLF J80 OAL INYOE DYAMD5
IAD:SJC:H:1,IAD,SJC,H,1,,,,,,RNLDI4 OTTTO Q176 STL J110 GCK J28 MLF J80 ILC KNGRY RAZRR5
IAD:SLC:H:1,IAD,SLC,H,1,,,,,,RNLDI4 OTTTO Q176 STL J24 MCI J80 FQF J116 EKR RACER JAZZZ1
IAD:SLK:H:1,IAD,SLK,H,1,,,,,,JERES2 JERES Q227 STENT CFB LAMMS
IAD:SMF:H:1,IAD,SMF,H,1,,,,,,RNLDI4 OTTTO Q176 BUM J110 ALS DVC ILC CRASY SLMMR5
IAD:SPA:H:1,IAD,SPA,H,1,,,,,,SCRAM6 GLANC FUBLL JUNNR4
IAD:SRQ:H:1,IAD,SRQ,H,1,,"JETS ONLY,  RNAV 1 - DME/DME/IRU OR GPS",,,,JDUBB4 RRSIN GSO Q75 SLOJO Q103 PUPYY KYYUU LUBBR4
IAD:STL:H:1,IAD,STL,H,1,,,,,,RNLDI4 OTTTO Q176 BICKS PXV BOOSH3
IAD:SWF:H:1,IAD,SWF,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,WOOLY2 SWANN BROSS Q419 DPK TRESA1
IAD:SWF:L:1,IAD,SWF,L,1,,GPS OR DME/DME OR IRU EQUIPPED,,,,MRB REEES SCAPE PYCAT SEG T212 LAAYK PRNCE FILPS
IAD:SYR:H:3,IAD,SYR,H,3,,TURBOJETS,,,,JERES2 JERES Q227 STENT CFB T335 CORTA
IAD:TEB:H:3,IAD,TEB,H,3,,,,,,WOOLY2 SWANN JAIKE4
IAD:TEB:L:2,IAD,TEB,L,2,,TURBOPROPS,,,,WOOLY T356 SWANN MAZIE3
IAD:TEB:TEC:1,IAD,TEB,TEC,1,,TURBOPROPS,,,,MRB WOOLY EMI V419 MXE V3 SBJ
IAD:TLH:H:1,IAD,TLH,H,1,,,,,,SCRAM6 GLANC COLZI IRQ PZD SZW
IAD:TMB:H:1,IAD,TMB,H,1,,,,,,JDUBB4 RRSIN GSO Q83 JEVED Q97 DEBRL CSTAL3
IAD:TOL:H:1,IAD,TOL,H,1,,,,,,JERES2 JERES J211 JST EWC
IAD:TPA:H:1,IAD,TPA,H,1,,,,,,JDUBB4 RRSIN GSO Q75 TEUFL BAAMF DADES2
IAD:TUL:H:1,IAD,TUL,H,1,,,,,,RNLDI4 OTTTO Q68 HVQ J78 FAM J98 SGF VINTA3
IAD:TVC:H:1,IAD,TVC,H,1,,,,,,MCRAY2 MCRAY Q178 DJB
IAD:TYS:H:1,IAD,TYS,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 ALEAN VXV
IAD:VPS:H:1,IAD,VPS,H,1,,,,,,SCRAM6 GLANC COLZI Q52 CHOPZ MGMRY CEW
IAH:ABQ:H:1,IAH,ABQ,H,1,,DME/DME/IRU OR GPS,,IAH EAST FLOW,,PITZZ5 CRGER LOWGO J15 CME
IAH:ABQ:H:2,IAH,ABQ,H,2,,DME/DME/IRU OR GPS,,IAH WEST FLOW,,BNDTO6 CRGER LOWGO J15 CME
IAH:ATL:H:2,IAH,ATL,H,2,,TURBOJETS,,IAH EAST ATL EAST,,GUMBY3 LCH Q24 PAYTN SHYRE GNDLF3
IAH:ATL:H:3,IAH,ATL,H,3,,TURBOJETS,,IAH WEST ATL WEST,,MMUGS4 LCH Q24 PAYTN SHYRE HOBTT3
IAH:ATL:H:5,IAH,ATL,H,5,,TURBOJETS,,IAH EAST ATL WEST,,GUMBY3 LCH Q24 PAYTN SHYRE HOBTT3
IAH:ATL:H:6,IAH,ATL,H,6,,TURBOJETS,,IAH WEST ATL EAST,,MMUGS4 LCH Q24 PAYTN SHYRE GNDLF3
IAH:AUS:H:2,IAH,AUS,H,2,,DME/DME/IRU OR GPS,,IAH EAST FLOW,,PITZZ5 MNURE WLEEE7
IAH:AUS:H:3,IAH,AUS,H,3,,DME/DME/IRU OR GPS,,IAH WEST FLOW,,BNDTO6 MNURE WLEEE7
IAH:BCT:H:2,IAH,BCT,H,2,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS,,WATER/IAH EAST FLOW,,GUMBY3 LLA LEV Y290 GAWKS VUUDU1
IAH:BCT:H:3,IAH,BCT,H,3,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS,,WATER/IAH WEST FLOW,,MMUGS4 LLA LEV Y290 GAWKS VUUDU1
IAH:BCT:H:4,IAH,BCT,H,4,,,,IAH EAST FLOW,,GUMBY3 GUSTI AWDAD SJI J2 DEFUN VUUDU1
IAH:BCT:H:5,IAH,BCT,H,5,,,,IAH WEST FLOW,,MMUGS4 GUSTI AWDAD SJI J2 DEFUN VUUDU1
IAH:BDL:H:1,IAH,BDL,H,1,,,,IAH EAST FLOW,,GUMBY3 GUSTI Q22 RBV Q419 DPK DPK3
IAH:BDL:H:2,IAH,BDL,H,2,,,,IAH WEST FLOW,,MMUGS4 GUSTI Q22 RBV Q419 DPK DPK3
IAH:BHM:H:1,IAH,BHM,H,1,,,,,,STRYA8 DPATY MEI LYMPH
IAH:BNA:H:1,IAH,BNA,H,1,,TURBOJETS - DME/DME/IRU OR GPS,,,,LURIC8 HAWES SUTTN J29 CARIN MEMFS CHSNE3
IAH:BOS:H:1,IAH,BOS,H,1,,,1100-0300,IAH EAST FLOW,,GUMBY3 GUSTI Q22 RBV Q419 JFK ROBUC3
IAH:BOS:H:2,IAH,BOS,H,2,,,1100-0300,IAH WEST FLOW,,MMUGS4 GUSTI Q22 RBV Q419 JFK ROBUC3
IAH:BWI:H:1,IAH,BWI,H,1,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,IAH EAST FLOW,,GUMBY3 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN9
IAH:BWI:H:3,IAH,BWI,H,3,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED,,IAH WEST FLOW,,MMUGS4 GUSTI Q22 CATLN Q56 KELLN Q58 PEETT THHMP RAVNN9
IAH:CAE:H:1,IAH,CAE,H,1,,,,IAH EAST FLOW,,GUMBY3 GUSTI Q22 CATLN MGMRY THRSR IRQ CAE
IAH:CAE:H:2,IAH,CAE,H,2,,DME/DME/IRU OR GPS,,IAH WEST FLOW,,MMUGS4 GUSTI Q22 CATLN MGMRY THRSR IRQ CAE
IAH:CHS:H:1,IAH,CHS,H,1,,,,IAH EAST FLOW,,GUMBY3 GUSTI SJI J2 DEFUN CABLO ALLMA SAV BAGGY3
IAH:CHS:H:2,IAH,CHS,H,2,,,,IAH WEST FLOW,,MMUGS4 GUSTI SJI J2 DEFUN CABLO ALLMA SAV BAGGY3
IAH:CLE:H:2,IAH,CLE,H,2,,RNAV TURBOJET,,,,INDIE8 TPAKK LIT J131 PXV DRUGA ROKNN4
IAH:CLT:H:1,IAH,CLT,H,1,,TURBOJETS,1400-0100,IAH EAST FLOW,,GUMBY3 GUSTI Q22 CATLN BESTT JONZE6
IAH:CLT:H:2,IAH,CLT,H,2,,TURBOJETS,1400-0100,IAH WEST FLOW,,MMUGS4 GUSTI Q22 CATLN BESTT JONZE6
IAH:CMH:H:1,IAH,CMH,H,1,,,,,,INDIE8 TPAKK LIT J131 PXV GETTA JAKTZ2
IAH:COS:H:1,IAH,COS,H,1,,TURBOJETS - DME/DME/IRU OR GPS,,,,STYCK8 DOLEY ADM MMB TOTOE LAA OZZZY5
IAH:CRW:H:1,IAH,CRW,H,1,,,,,,LURIC8 ORRTH CRAMM BNA SWAPP Q34 FOUNT HVQ
IAH:CVG:H:1,IAH,CVG,H,1,,RNAV 1 - DME/DME/IRU OR GPS,,,,INDIE8 TPAKK LIT J131 HUMBO TERGE SARGO5
IAH:DAL:H:1,IAH,DAL,H,1,,RNAV TURBOJET,,DAL SOUTH FLOW,,WYLSN8 MAJKK REDDN4
IAH:DAL:H:2,IAH,DAL,H,2,,RNAV TURBOJET,,DAL NORTH FLOW,,WYLSN8 MAJKK MNNDO4
IAH:DAL:H:3,IAH,DAL,H,3,,ALL OTHERS,,,,GIFFA YEAGR4
IAH:DAL:L:1,IAH,DAL,L,1,,NON-TURBOJET (RNAV),,,,STYCK8 STYCK CQY YEAGR4
IAH:DAL:L:2,IAH,DAL,L,2,,ALL OTHERS,,,,LOA4 CQY YEAGR4
IAH:DCA:H:1,IAH,DCA,H,1,,JETS: RNAV 1 - DME/DME/IRU OR GPS,,IAH EAST FLOW,,GUMBY3 GUSTI Q22 CATLN Q56 KIWII WAVES CAPSS4
IAH:DCA:H:2,IAH,DCA,H,2,,JETS: RNAV 1 - DME/DME/IRU OR GPS,,IAH WEST FLOW,,MMUGS4 GUSTI Q22 CATLN Q56 KIWII WAVES CAPSS4
