edgeKey,fromNodeKey,toNodeKey,fromType,toType,directionType,sourceRouteCount,sourceRouteKeys
AIRPORT:BDL->NAVAID:PVD:VOR/DME,AIRPORT:BDL,NAVAID:PVD:VOR/DME,Airport,Navaid,original,4,BDL:ACK:TEC:1|BDL:HYA:TEC:1|BDL:MVY:TEC:1|BDL:PVC:TEC:1
AIRPORT:BDL->NAVAID:PWL:VOR/DME,AIRPORT:BDL,NAVAID:PWL:VOR/DME,Airport,Navaid,original,2,BDL:ABE:TEC:1|BDL:AVP:TEC:1
AIRPORT:BDR->FIX:ALIXX,AIRPORT:BDR,FIX:ALIXX,Airport,Fix,original,1,BDR:HPN:TEC:1
AIRPORT:BDR->FIX:BEADS,AIRPORT:BDR,FIX:BEADS,Airport,Fix,original,3,BDR:BWI:H:1|BDR:BWI:L:2|BDR:DCA:H:2
AIRPORT:BDR->FIX:DIXIE,AIRPORT:BDR,FIX:DIXIE,Airport,Fix,original,1,BDR:PHL:TEC:1
AIRPORT:BDR->FIX:HAAYS,AIRPORT:BDR,FIX:HAAYS,Airport,Fix,original,1,BDR:SYR:TEC:1
AIRPORT:BDR->FIX:JUDDS,AIRPORT:BDR,FIX:JUDDS,Airport,Fix,original,1,BDR:IAD:H:1
AIRPORT:BDR->FIX:ORCHA,AIRPORT:BDR,FIX:ORCHA,Airport,Fix,original,10,BDR:AUG:L:1|BDR:BGR:L:1|BDR:CON:L:1|BDR:EEN:L:1|BDR:LCI:L:1|BDR:LEB:L:1|BDR:LEW:L:1|BDR:PSM:L:1|BDR:RKD:L:1|BDR:WVL:L:1
AIRPORT:BDR->FIX:SOARS,AIRPORT:BDR,FIX:SOARS,Airport,Fix,original,3,BDR:ALB:L:1|BDR:ALB:TEC:1|BDR:BTV:TEC:1
AIRPORT:BDR->NAVAID:BDR:VOR/DME,AIRPORT:BDR,NAVAID:BDR:VOR/DME,Airport,Navaid,original,6,BDR:BDL:TEC:1|BDR:BDR:TEC:1|BDR:BOS:L:1|BDR:BTV:TEC:2|BDR:EEN:TEC:2|BDR:LEB:TEC:2
AIRPORT:BDR->NAVAID:CCC:VOR/DME,AIRPORT:BDR,NAVAID:CCC:VOR/DME,Airport,Navaid,original,12,BDR:ACY:TEC:1|BDR:BWI:TEC:1|BDR:DCA:TEC:1|BDR:IAD:TEC:1|BDR:ISP:TEC:1|BDR:MIV:TEC:1|BDR:ORF:TEC:1|BDR:PNE:TEC:1|BDR:RIC:TEC:1|BDR:SBY:TEC:1|BDR:WRI:TEC:1|BDR:WWD:TEC:1
AIRPORT:BDR->NAVAID:CMK:VOR/DME,AIRPORT:BDR,NAVAID:CMK:VOR/DME,Airport,Navaid,original,1,BDR:EWR:TEC:1
AIRPORT:BDR->NAVAID:DPK:VOR/DME,AIRPORT:BDR,NAVAID:DPK:VOR/DME,Airport,Navaid,original,2,BDR:BLM:TEC:1|BDR:JFK:TEC:1
AIRPORT:BDR->NAVAID:HTO:VORTAC,AIRPORT:BDR,NAVAID:HTO:VORTAC,Airport,Navaid,original,1,BDR:JPX:TEC:1
AIRPORT:BDR->NAVAID:HUO:VOR/DME,AIRPORT:BDR,NAVAID:HUO:VOR/DME,Airport,Navaid,original,3,BDR:ABE:TEC:1|BDR:CXY:TEC:1|BDR:LNS:TEC:1
AIRPORT:BDR->NAVAID:MAD:VOR/DME,AIRPORT:BDR,NAVAID:MAD:VOR/DME,Airport,Navaid,original,39,BDR:ACK:TEC:1|BDR:ASH:L:1|BDR:AUG:TEC:1|BDR:AUG:TEC:2|BDR:BED:L:1|BDR:BED:TEC:1|BDR:BGR:TEC:1|BDR:BGR:TEC:2|BDR:BHB:TEC:1|BDR:BHB:TEC:2|BDR:BID:TEC:1|BDR:BOS:TEC:1|BDR:BOS:TEC:2|BDR:BVY:L:1|BDR:CON:TEC:1|BDR:CON:TEC:2|BDR:EEN:TEC:1|BDR:EWB:TEC:1|BDR:GON:TEC:1|BDR:HFD:TEC:1|BDR:HYA:TEC:1|BDR:LEB:TEC:1|BDR:LWM:L:1|BDR:MHT:L:1|BDR:MHT:L:2|BDR:MHT:TEC:1|BDR:MHT:TEC:2|BDR:MMK:TEC:1|BDR:MVY:TEC:1|BDR:OQU:TEC:1|BDR:ORH:TEC:1|BDR:OWD:TEC:1|BDR:PSM:TEC:2|BDR:PVC:TEC:1|BDR:PVD:L:1|BDR:PVD:TEC:1|BDR:PWM:L:1|BDR:PWM:TEC:1|BDR:PWM:TEC:2
AIRPORT:BDR->NAVAID:SAX:VORTAC,AIRPORT:BDR,NAVAID:SAX:VORTAC,Airport,Navaid,original,1,BDR:RDG:TEC:1
AIRPORT:BED->FIX:HYLND,AIRPORT:BED,FIX:HYLND,Airport,Fix,original,2,BED:ASE:H:1|BED:MDW:H:1
AIRPORT:BED->FIX:REVSS,AIRPORT:BED,FIX:REVSS,Airport,Fix,original,12,BED:AUS:H:1|BED:BHM:H:1|BED:CLT:H:1|BED:HPN:L:1|BED:HPN:L:2|BED:LAS:H:1|BED:LGA:L:1|BED:LGA:L:2|BED:RSW:H:1|BED:SRQ:H:1|BED:TEB:L:1|BED:TPA:H:1
AIRPORT:BED->NAVAID:PUT:VOR/DME,AIRPORT:BED,NAVAID:PUT:VOR/DME,Airport,Navaid,original,14,BED:BWI:H:1|BED:DCA:H:1|BED:FLL:H:1|BED:FLL:H:2|BED:FLL:H:3|BED:MCO:H:1|BED:MCO:H:2|BED:MCO:H:3|BED:MIA:H:1|BED:MIA:H:2|BED:PBI:H:1|BED:PBI:H:2|BED:PHL:H:1|BED:PNE:H:1
AIRPORT:BFI->FIX:JJAMM,AIRPORT:BFI,FIX:JJAMM,Airport,Fix,original,3,BFI:OAK:H:1|BFI:SFO:H:1|BFI:SJC:H:1
AIRPORT:BFI->FIX:TAOMA,AIRPORT:BFI,FIX:TAOMA,Airport,Fix,original,9,BFI:BUR:H:1|BFI:LAX:H:1|BFI:LGB:H:1|BFI:ONT:H:1|BFI:PSP:H:1|BFI:SAN:H:1|BFI:SMO:H:1|BFI:SNA:H:1|BFI:VNY:H:1
AIRPORT:BGM->NAVAID:CFB:VOR/DME,AIRPORT:BGM,NAVAID:CFB:VOR/DME,Airport,Navaid,original,8,BGM:ABE:TEC:1|BGM:AVP:TEC:1|BGM:BUF:TEC:1|BGM:ELM:TEC:1|BGM:PHL:TEC:1|BGM:PNE:TEC:1|BGM:SYR:TEC:1|BGM:TEB:TEC:1
AIRPORT:BGM->NAVAID:ITH:DME,AIRPORT:BGM,NAVAID:ITH:DME,Airport,Navaid,original,2,BGM:ITH:TEC:1|BGM:ROC:TEC:1
AIRPORT:BGR->FIX:BEEKN,AIRPORT:BGR,FIX:BEEKN,Airport,Fix,original,11,BGR:DCA:H:2|BGR:FLL:H:1|BGR:FLL:H:2|BGR:FLL:H:3|BGR:MIA:H:1|BGR:MIA:H:2|BGR:PBI:H:1|BGR:PBI:H:2|BGR:PHL:H:1|BGR:RSW:H:2|BGR:SFB:H:1
AIRPORT:BGR->FIX:CLOWW,AIRPORT:BGR,FIX:CLOWW,Airport,Fix,original,10,BGR:BDL:TEC:2|BGR:BDR:TEC:2|BGR:DXR:TEC:2|BGR:EWR:TEC:1|BGR:EWR:TEC:4|BGR:HFD:TEC:2|BGR:HPN:TEC:1|BGR:ISP:TEC:1|BGR:JFK:TEC:1|BGR:ORH:TEC:1
AIRPORT:BGR->FIX:GONZZ,AIRPORT:BGR,FIX:GONZZ,Airport,Fix,original,5,BGR:CVG:H:1|BGR:DTW:H:1|BGR:DTW:H:2|BGR:MDW:H:1|BGR:ORD:H:1
AIRPORT:BGR->FIX:HANAA,AIRPORT:BGR,FIX:HANAA,Airport,Fix,original,1,BGR:EWR:H:5
AIRPORT:BGR->FIX:KAYCC,AIRPORT:BGR,FIX:KAYCC,Airport,Fix,original,8,BGR:CHO:H:1|BGR:CLT:H:1|BGR:DCA:H:1|BGR:PGD:H:1|BGR:PIE:H:1|BGR:RSW:H:1|BGR:SDF:H:1|BGR:SFB:H:2
AIRPORT:BGR->NAVAID:ALB:VORTAC,AIRPORT:BGR,NAVAID:ALB:VORTAC,Airport,Navaid,original,1,BGR:LGA:H:1
AIRPORT:BGR->NAVAID:BGR:VORTAC,AIRPORT:BGR,NAVAID:BGR:VORTAC,Airport,Navaid,original,4,BGR:CON:TEC:1|BGR:GON:TEC:1|BGR:MHT:TEC:1|BGR:SWF:TEC:1
AIRPORT:BGR->NAVAID:ENE:VOR/DME,AIRPORT:BGR,NAVAID:ENE:VOR/DME,Airport,Navaid,original,9,BGR:ACK:TEC:1|BGR:BED:TEC:1|BGR:BOS:TEC:1|BGR:BOS:TEC:2|BGR:HYA:TEC:1|BGR:MVY:TEC:1|BGR:OWD:TEC:1|BGR:PVC:TEC:1|BGR:PVD:TEC:1
AIRPORT:BHB->FIX:RIVVR,AIRPORT:BHB,FIX:RIVVR,Airport,Fix,original,1,BHB:HPN:H:1
AIRPORT:BHM->FIX:ACORI,AIRPORT:BHM,FIX:ACORI,Airport,Fix,original,1,BHM:MIA:H:1
AIRPORT:BHM->FIX:CHEHA,AIRPORT:BHM,FIX:CHEHA,Airport,Fix,original,3,BHM:BWI:H:2|BHM:DCA:H:2|BHM:IAD:H:2
AIRPORT:BHM->FIX:DAYVS,AIRPORT:BHM,FIX:DAYVS,Airport,Fix,original,4,BHM:HOU:H:1|BHM:HOU:H:2|BHM:IAH:H:1|BHM:IAH:H:3
AIRPORT:BHM->FIX:GUMMP,AIRPORT:BHM,FIX:GUMMP,Airport,Fix,original,1,BHM:MCO:H:1
AIRPORT:BHM->FIX:JOEYE,AIRPORT:BHM,FIX:JOEYE,Airport,Fix,original,2,BHM:DFW:H:1|BHM:DFW:H:2
AIRPORT:BHM->FIX:KELCC,AIRPORT:BHM,FIX:KELCC,Airport,Fix,original,1,BHM:ORD:H:2
AIRPORT:BHM->FIX:RHETT,AIRPORT:BHM,FIX:RHETT,Airport,Fix,original,3,BHM:DTW:H:1|BHM:DTW:H:2|BHM:MDW:H:1
AIRPORT:BLV->FIX:LEBOY,AIRPORT:BLV,FIX:LEBOY,Airport,Fix,original,2,BLV:ORD:H:1|BLV:ORD:H:2
AIRPORT:BMI->NAVAID:BMI:DME,AIRPORT:BMI,NAVAID:BMI:DME,Airport,Navaid,original,2,BMI:DTW:H:1|BMI:DTW:H:2
AIRPORT:BNA->FIX:BURME,AIRPORT:BNA,FIX:BURME,Airport,Fix,original,5,BNA:BDL:H:1|BNA:EWR:H:2|BNA:JFK:H:1|BNA:ORF:H:2|BNA:PSM:H:1
AIRPORT:BNA->FIX:DENST,AIRPORT:BNA,FIX:DENST,Airport,Fix,original,2,BNA:MCO:H:2|BNA:ORL:H:1
AIRPORT:BNA->FIX:FAPER,AIRPORT:BNA,FIX:FAPER,Airport,Fix,original,2,BNA:DTW:H:1|BNA:DTW:H:2
AIRPORT:BNA->FIX:GENDE,AIRPORT:BNA,FIX:GENDE,Airport,Fix,original,6,BNA:BCT:H:1|BNA:FLL:H:1|BNA:FMY:H:1|BNA:MIA:H:2|BNA:PBI:H:1|BNA:RSW:H:1
AIRPORT:BNA->FIX:HODJS,AIRPORT:BNA,FIX:HODJS,Airport,Fix,original,1,BNA:STL:H:1
AIRPORT:BNA->FIX:MUNNY,AIRPORT:BNA,FIX:MUNNY,Airport,Fix,original,8,BNA:BWI:H:2|BNA:DCA:H:2|BNA:IAD:H:2|BNA:ORF:H:1|BNA:PHL:H:1|BNA:PVD:H:1|BNA:PWM:H:1|BNA:RIC:H:1
AIRPORT:BNA->FIX:NAKIY,AIRPORT:BNA,FIX:NAKIY,Airport,Fix,original,2,BNA:DEN:H:1|BNA:MDW:H:2
AIRPORT:BNA->FIX:OLSIE,AIRPORT:BNA,FIX:OLSIE,Airport,Fix,original,9,BNA:CLE:H:1|BNA:CMH:H:1|BNA:CYYZ:H:1|BNA:EWR:H:4|BNA:LGA:H:1|BNA:MDW:H:1|BNA:MSP:H:1|BNA:ORD:H:1|BNA:PIT:H:1
AIRPORT:BNA->FIX:TPEEE,AIRPORT:BNA,FIX:TPEEE,Airport,Fix,original,6,BNA:AUS:H:1|BNA:HOU:H:1|BNA:HOU:H:2|BNA:IAH:H:1|BNA:IAH:H:2|BNA:SAT:H:1
AIRPORT:BNA->NAVAID:BNA:VORTAC,AIRPORT:BNA,NAVAID:BNA:VORTAC,Airport,Navaid,original,2,BNA:MEM:SHD:1|BNA:MEM:SHD:2
AIRPORT:BOI->NAVAID:DPR:VOR/DME,AIRPORT:BOI,NAVAID:DPR:VOR/DME,Airport,Navaid,original,2,BOI:ORD:H:1|BOI:ORD:H:2
AIRPORT:BOS->FIX:BLZZR,AIRPORT:BOS,FIX:BLZZR,Airport,Fix,original,24,BOS:ATL:H:2|BOS:AUS:H:1|BOS:BHM:H:1|BOS:BNA:H:1|BOS:CMH:H:1|BOS:DAY:H:1|BOS:DFW:H:2|BOS:DFW:H:3|BOS:HOU:H:1|BOS:IAD:H:1|BOS:IAD:H:2|BOS:IAH:H:1|BOS:IAH:H:2|BOS:IND:H:1|BOS:MCI:H:1|BOS:MEM:H:1|BOS:MSY:H:1|BOS:PHL:L:5|BOS:PNE:L:10|BOS:SAN:H:1|BOS:SDF:H:1|BOS:STL:H:1|BOS:TEB:L:1|BOS:TTN:L:7
AIRPORT:BOS->FIX:BOSOX,AIRPORT:BOS,FIX:BOSOX,Airport,Fix,original,30,BOS:ACY:TEC:1|BOS:ACY:TEC:2|BOS:BDL:TEC:1|BOS:BDR:TEC:1|BOS:BWI:TEC:1|BOS:BWI:TEC:2|BOS:DOV:TEC:1|BOS:DOV:TEC:2|BOS:DXR:TEC:1|BOS:EWR:TEC:1|BOS:EWR:TEC:2|BOS:FOK:TEC:1|BOS:HFD:TEC:1|BOS:HPN:TEC:1|BOS:HVN:TEC:1|BOS:ISP:TEC:1|BOS:JFK:L:3|BOS:JFK:TEC:1|BOS:LGA:TEC:1|BOS:PHL:TEC:1|BOS:PHL:TEC:2|BOS:PNE:TEC:1|BOS:PNE:TEC:3|BOS:RIC:TEC:1|BOS:RIC:TEC:2|BOS:SWF:TEC:1|BOS:TTN:TEC:1|BOS:TTN:TEC:2|BOS:WRI:TEC:1|BOS:WRI:TEC:2
AIRPORT:BOS->FIX:BURDY,AIRPORT:BOS,FIX:BURDY,Airport,Fix,original,26,BOS:ACY:TEC:3|BOS:ACY:TEC:4|BOS:BDR:TEC:2|BOS:BWI:TEC:3|BOS:BWI:TEC:4|BOS:DCA:L:1|BOS:DOV:TEC:3|BOS:DOV:TEC:4|BOS:FOK:TEC:2|BOS:HVN:TEC:2|BOS:ILG:L:1|BOS:ISP:TEC:2|BOS:JFK:TEC:2|BOS:PHL:TEC:3|BOS:PHL:TEC:4|BOS:PNE:L:5|BOS:PNE:L:7|BOS:PNE:TEC:2|BOS:PNE:TEC:4|BOS:RIC:TEC:3|BOS:RIC:TEC:4|BOS:TTN:L:5|BOS:TTN:TEC:3|BOS:TTN:TEC:4|BOS:WRI:TEC:3|BOS:WRI:TEC:4
AIRPORT:BOS->FIX:DUNKK,AIRPORT:BOS,FIX:DUNKK,Airport,Fix,original,2,BOS:ACK:TEC:1|BOS:HYA:TEC:1
AIRPORT:BOS->FIX:GLYDE,AIRPORT:BOS,FIX:GLYDE,Airport,Fix,original,7,BOS:ALB:TEC:1|BOS:BUF:TEC:1|BOS:DXR:TEC:2|BOS:ELM:TEC:1|BOS:ERI:L:2|BOS:ERI:TEC:1|BOS:ROC:TEC:1
AIRPORT:BOS->FIX:HYLND,AIRPORT:BOS,FIX:HYLND,Airport,Fix,original,28,BOS:ASE:H:1|BOS:BKL:H:1|BOS:BUF:H:3|BOS:CGF:H:1|BOS:CLE:H:1|BOS:CLE:L:1|BOS:CYOW:H:1|BOS:CYYZ:H:1|BOS:DEN:H:1|BOS:DET:H:2|BOS:DTW:H:1|BOS:DTW:H:2|BOS:LAS:H:1|BOS:LAX:H:1|BOS:MDW:H:1|BOS:MKE:H:1|BOS:MSP:H:1|BOS:ORD:H:2|BOS:PDX:H:1|BOS:PHX:H:1|BOS:RFD:H:1|BOS:ROC:H:2|BOS:ROC:L:1|BOS:SEA:H:1|BOS:SFO:H:1|BOS:SLC:H:1|BOS:SYR:L:1|BOS:YIP:H:2
AIRPORT:BOS->FIX:MANCH,AIRPORT:BOS,FIX:MANCH,Airport,Fix,original,6,BOS:BTV:TEC:1|BOS:CON:TEC:1|BOS:EEN:TEC:1|BOS:LEB:TEC:1|BOS:MHT:TEC:1|BOS:SYR:TEC:1
AIRPORT:BOS->FIX:PATSS,AIRPORT:BOS,FIX:PATSS,Airport,Fix,original,18,BOS:AGS:H:1|BOS:APF:H:1|BOS:BWI:H:1|BOS:CAE:H:1|BOS:CLT:H:1|BOS:DCA:H:4|BOS:EWR:H:1|BOS:EWR:L:2|BOS:GSO:H:1|BOS:HPN:H:1|BOS:HPN:L:1|BOS:LGA:H:1|BOS:LGA:L:1|BOS:LGA:L:3|BOS:PGD:H:1|BOS:RSW:H:1|BOS:SRQ:H:1|BOS:TPA:H:2
AIRPORT:BOS->FIX:PEASE,AIRPORT:BOS,FIX:PEASE,Airport,Fix,original,4,BOS:AUG:TEC:1|BOS:BGR:TEC:1|BOS:BHB:TEC:1|BOS:PWM:TEC:1
AIRPORT:BOS->FIX:REVSS,AIRPORT:BOS,FIX:REVSS,Airport,Fix,original,7,BOS:AGC:H:1|BOS:CAK:H:1|BOS:CVG:H:2|BOS:EWR:L:1|BOS:HPN:L:2|BOS:LGA:L:2|BOS:PIT:H:1
AIRPORT:BOS->FIX:SSOXS,AIRPORT:BOS,FIX:SSOXS,Airport,Fix,original,38,BOS:ADW:H:1|BOS:BCT:H:1|BOS:BCT:H:3|BOS:BLM:H:1|BOS:CHS:H:1|BOS:DCA:H:2|BOS:EYW:H:1|BOS:EYW:H:2|BOS:FLL:H:2|BOS:FLL:H:3|BOS:FLL:H:4|BOS:FLL:H:5|BOS:ISP:H:1|BOS:JAX:H:1|BOS:JFK:H:1|BOS:JFK:L:1|BOS:JFK:L:2|BOS:MCO:H:1|BOS:MCO:H:4|BOS:MCO:H:5|BOS:MCO:H:6|BOS:MIA:H:1|BOS:MIA:H:3|BOS:MIA:H:4|BOS:MYNN:H:1|BOS:MYR:H:1|BOS:ORF:H:1|BOS:ORL:H:1|BOS:ORL:H:2|BOS:PBI:H:1|BOS:PBI:H:3|BOS:PBI:H:4|BOS:PHL:H:1|BOS:PHL:L:1|BOS:RDU:H:1|BOS:RIC:H:5|BOS:SAV:H:1|BOS:TPA:H:3
AIRPORT:BOS->NAVAID:BOS:VOR/DME,AIRPORT:BOS,NAVAID:BOS:VOR/DME,Airport,Navaid,original,7,BOS:ILG:L:2|BOS:ILG:L:3|BOS:MVY:L:1|BOS:PNE:L:6|BOS:PNE:L:8|BOS:PNE:L:9|BOS:TTN:L:6
AIRPORT:BOS->NAVAID:MVY:VOR/DME,AIRPORT:BOS,NAVAID:MVY:VOR/DME,Airport,Navaid,original,1,BOS:MVY:TEC:1
AIRPORT:BOS->NAVAID:PVC:NDB,AIRPORT:BOS,NAVAID:PVC:NDB,Airport,Navaid,original,1,BOS:PVC:TEC:1
AIRPORT:BOS->NAVAID:PVD:VOR/DME,AIRPORT:BOS,NAVAID:PVD:VOR/DME,Airport,Navaid,original,2,BOS:GON:TEC:1|BOS:PVD:TEC:1
AIRPORT:BRO->FIX:ATHIS,AIRPORT:BRO,FIX:ATHIS,Airport,Fix,original,2,BRO:DFW:H:3|BRO:DFW:H:4
AIRPORT:BRO->FIX:WORRY,AIRPORT:BRO,FIX:WORRY,Airport,Fix,original,2,BRO:DFW:H:1|BRO:DFW:H:2
AIRPORT:BRO->NAVAID:CRP:VORTAC,AIRPORT:BRO,NAVAID:CRP:VORTAC,Airport,Navaid,original,9,BRO:ADS:H:1|BRO:ADS:H:2|BRO:ADS:H:3|BRO:AFW:H:1|BRO:AFW:H:2|BRO:DAL:H:1|BRO:DAL:H:2|BRO:DAL:H:3|BRO:DAL:H:4
AIRPORT:BTR->FIX:PAYTN,AIRPORT:BTR,FIX:PAYTN,Airport,Fix,original,2,BTR:ATL:H:2|BTR:ATL:H:3
AIRPORT:BTR->FIX:SALVO,AIRPORT:BTR,FIX:SALVO,Airport,Fix,original,5,BTR:HOU:H:1|BTR:HOU:H:2|BTR:HOU:H:3|BTR:IAH:H:1|BTR:IAH:H:3
AIRPORT:BTV->FIX:DENYU,AIRPORT:BTV,FIX:DENYU,Airport,Fix,original,27,BTV:ABE:L:1|BTV:ATL:H:1|BTV:BWI:H:1|BTV:CLT:H:1|BTV:CVG:H:1|BTV:DCA:H:1|BTV:DTW:H:1|BTV:DTW:H:2|BTV:EWR:H:1|BTV:HPN:L:1|BTV:IAD:H:1|BTV:IAD:H:2|BTV:JFK:H:1|BTV:LGA:H:1|BTV:MCO:H:1|BTV:MCO:H:2|BTV:MDT:L:1|BTV:ORD:H:2|BTV:PBI:H:1|BTV:PBI:H:2|BTV:PHL:H:1|BTV:PIT:H:1|BTV:RDG:L:1|BTV:RDU:H:1|BTV:RSW:H:1|BTV:TEB:L:1|BTV:TPA:H:1
AIRPORT:BTV->FIX:GOATR,AIRPORT:BTV,FIX:GOATR,Airport,Fix,original,1,BTV:DEN:H:1
AIRPORT:BTV->FIX:ZYRUP,AIRPORT:BTV,FIX:ZYRUP,Airport,Fix,original,13,BTV:ACK:TEC:1|BTV:BDL:TEC:1|BTV:BED:TEC:1|BTV:BOS:TEC:1|BTV:BVY:TEC:1|BTV:GON:TEC:1|BTV:HFD:TEC:1|BTV:HYA:TEC:1|BTV:MVY:TEC:1|BTV:ORH:TEC:1|BTV:OWD:TEC:1|BTV:PVC:TEC:1|BTV:PVD:TEC:1
AIRPORT:BTV->NAVAID:ALB:VORTAC,AIRPORT:BTV,NAVAID:ALB:VORTAC,Airport,Navaid,original,4,BTV:BDR:TEC:1|BTV:DXR:TEC:1|BTV:DXR:TEC:2|BTV:SWF:TEC:1
AIRPORT:BTV->NAVAID:CAM:VOR/DME,AIRPORT:BTV,NAVAID:CAM:VOR/DME,Airport,Navaid,original,1,BTV:ALB:TEC:1
AIRPORT:BUF->FIX:COLTS,AIRPORT:BUF,FIX:COLTS,Airport,Fix,original,1,BUF:DET:H:1
AIRPORT:BUF->FIX:DONEO,AIRPORT:BUF,FIX:DONEO,Airport,Fix,original,2,BUF:DTW:L:1|BUF:DTW:L:2
AIRPORT:BUF->FIX:LANGS,AIRPORT:BUF,FIX:LANGS,Airport,Fix,original,1,BUF:CLE:L:1
AIRPORT:BUF->NAVAID:BFD:DME,AIRPORT:BUF,NAVAID:BFD:DME,Airport,Navaid,original,3,BUF:DCA:L:1|BUF:PHL:H:1|BUF:PHL:L:1
AIRPORT:BUF->NAVAID:ERI:TACAN,AIRPORT:BUF,NAVAID:ERI:TACAN,Airport,Navaid,original,1,BUF:ERI:TEC:1
AIRPORT:BUF->NAVAID:GEE:VOR/DME,AIRPORT:BUF,NAVAID:GEE:VOR/DME,Airport,Navaid,original,6,BUF:BOS:L:2|BUF:ELM:L:1|BUF:EWR:H:2|BUF:JFK:H:1|BUF:LGA:H:1|BUF:LGA:H:2
AIRPORT:BUF->NAVAID:JHW:VOR/DME,AIRPORT:BUF,NAVAID:JHW:VOR/DME,Airport,Navaid,original,10,BUF:CLT:H:1|BUF:CVG:H:2|BUF:FLL:H:1|BUF:MCO:H:1|BUF:MCO:H:2|BUF:MIA:H:1|BUF:PBI:H:1|BUF:PIT:L:1|BUF:RSW:H:1|BUF:TPA:H:1
AIRPORT:BUR->FIX:DARTS,AIRPORT:BUR,FIX:DARTS,Airport,Fix,original,1,BUR:SAN:TEC:13
AIRPORT:BUR->FIX:TWINE,AIRPORT:BUR,FIX:TWINE,Airport,Fix,original,24,BUR:AVX:TEC:6|BUR:CRQ:TEC:6|BUR:FUL:TEC:5|BUR:LGB:TEC:8|BUR:MYF:TEC:7|BUR:MYF:TEC:9|BUR:NFG:TEC:2|BUR:NKX:TEC:2|BUR:NRS:TEC:2|BUR:NRS:TEC:4|BUR:NZY:TEC:2|BUR:NZY:TEC:4|BUR:OKB:TEC:2|BUR:RNM:TEC:6|BUR:SAN:TEC:12|BUR:SAN:TEC:15|BUR:SAN:TEC:17|BUR:SDM:TEC:2|BUR:SDM:TEC:4|BUR:SEE:TEC:2|BUR:SEE:TEC:4|BUR:SLI:TEC:3|BUR:SNA:TEC:5|BUR:TOA:TEC:3
AIRPORT:BUR->NAVAID:BLH:VORTAC,AIRPORT:BUR,NAVAID:BLH:VORTAC,Airport,Navaid,original,1,BUR:AUS:H:1
AIRPORT:BUR->NAVAID:FIM:VORTAC,AIRPORT:BUR,NAVAID:FIM:VORTAC,Airport,Navaid,original,4,BUR:CMA:TEC:1|BUR:NTD:TEC:1|BUR:OXR:TEC:3|BUR:SBA:TEC:3
AIRPORT:BUR->NAVAID:VNY:VOR/DME,AIRPORT:BUR,NAVAID:VNY:VOR/DME,Airport,Navaid,original,69,BUR:AJO:TEC:1|BUR:AJO:TEC:2|BUR:AVX:TEC:5|BUR:AVX:TEC:7|BUR:CCB:TEC:3|BUR:CNO:TEC:3|BUR:CNO:TEC:4|BUR:CRQ:TEC:5|BUR:CRQ:TEC:7|BUR:EMT:TEC:1|BUR:EMT:TEC:2|BUR:F70:TEC:2|BUR:F70:TEC:3|BUR:FUL:TEC:3|BUR:FUL:TEC:4|BUR:HHR:TEC:5|BUR:HHR:TEC:6|BUR:HHR:TEC:7|BUR:HMT:TEC:3|BUR:HMT:TEC:4|BUR:L65:TEC:1|BUR:L65:TEC:2|BUR:LAX:TEC:5|BUR:LAX:TEC:6|BUR:LGB:TEC:10|BUR:LGB:TEC:7|BUR:LGB:TEC:9|BUR:MYF:TEC:6|BUR:MYF:TEC:8|BUR:NFG:TEC:1|BUR:NFG:TEC:3|BUR:NKX:TEC:1|BUR:NKX:TEC:3|BUR:NRS:TEC:1|BUR:NRS:TEC:3|BUR:NZY:TEC:1|BUR:NZY:TEC:3|BUR:OKB:TEC:1|BUR:OKB:TEC:3|BUR:ONT:TEC:1|BUR:ONT:TEC:2|BUR:POC:TEC:1|BUR:POC:TEC:2|BUR:RAL:TEC:1|BUR:RAL:TEC:2|BUR:REI:TEC:1|BUR:REI:TEC:2|BUR:RIR:TEC:1|BUR:RIR:TEC:2|BUR:RIV:TEC:1|BUR:RIV:TEC:2|BUR:RNM:TEC:5|BUR:RNM:TEC:7|BUR:SAN:TEC:11|BUR:SAN:TEC:14|BUR:SAN:TEC:16|BUR:SBD:TEC:1|BUR:SBD:TEC:2|BUR:SDM:TEC:1|BUR:SDM:TEC:3|BUR:SEE:TEC:1|BUR:SEE:TEC:3|BUR:SLI:TEC:1|BUR:SLI:TEC:2|BUR:SMO:TEC:3|BUR:SNA:TEC:3|BUR:SNA:TEC:4|BUR:TOA:TEC:1|BUR:TOA:TEC:2
AIRPORT:BWI->FIX:BELAY,AIRPORT:BWI,FIX:BELAY,Airport,Fix,original,1,BWI:LNS:TEC:1
AIRPORT:BWI->FIX:BROSS,AIRPORT:BWI,FIX:BROSS,Airport,Fix,original,20,BWI:ACK:H:3|BWI:ALB:H:1|BWI:BAF:H:1|BWI:BDL:H:1|BWI:BED:H:1|BWI:BGR:H:2|BWI:BHB:H:4|BWI:BOS:H:3|BWI:BTV:H:1|BWI:CEF:H:1|BWI:HFD:H:1|BWI:HPN:H:1|BWI:HYA:H:1|BWI:MHT:H:2|BWI:MVY:H:1|BWI:POU:H:1|BWI:PSM:H:1|BWI:PVD:H:1|BWI:PWM:H:2|BWI:SWF:H:1
AIRPORT:BWI->FIX:BYEDN,AIRPORT:BWI,FIX:BYEDN,Airport,Fix,original,1,BWI:PHL:L:1
