airwayId,airwayLocation,airwayStringRaw,airwayStringTokens,orderedSegValues,tokenCount,pointRowCount,exactTokenMatch,normalizedTokenMatch,firstMismatchIndex,mismatchReason
Q111,C,ZORDO LARKE RUKRR GEARS SWNGR ALXEA,ZORDO|LARKE|RUKRR|GEARS|SWNGR|ALXEA,ZORDO|LARKE|RUKRR|GEARS|SWNGR|ALXEA,6,6,true,true,,exact_match
Q113,C,RAYVO CEELY SARKY MARCL AARNN RIDDN,RAYVO|CEELY|SARKY|MARCL|AARNN|RIDDN,RAYVO|CEELY|SARKY|MARCL|AARNN|RIDDN,6,6,true,true,,exact_match
Q114,C,NATEE BLD ZAINY AHOWW BAWER BUGGG ZAKRY BULDG COUGH AVVVS BRAFF GOORE AYOLE PECKS LEONG,NATEE|BLD|ZAINY|AHOWW|BAWER|BUGGG|ZAKRY|BULDG|COUGH|AVVVS|BRAFF|GOORE|AYOLE|PECKS|LEONG,NATEE|BLD|ZAINY|AHOWW|BAWER|BUGGG|ZAKRY|BULDG|COUGH|AVVVS|BRAFF|GOORE|AYOLE|PECKS|LEONG,15,15,true,true,,exact_match
Q116,C,SGF ZAVEL LUKKY MEMFS GOOGY LOBBS VLKNN DEEDA JAWJA MICES DEANR PATOY SMELZ SHEEK JAYMC OCTAL,SGF|ZAVEL|LUKKY|MEMFS|GOOGY|LOBBS|VLKNN|DEEDA|JAWJA|MICES|DEANR|PATOY|SMELZ|SHEEK|JAYMC|OCTAL,SGF|ZAVEL|LUKKY|MEMFS|GOOGY|LOBBS|VLKNN|DEEDA|JAWJA|MICES|DEANR|PATOY|SMELZ|SHEEK|JAYMC|OCTAL,16,16,true,true,,exact_match
Q117,C,PRONI RREGG SUSSA KTEEE SAWED,PRONI|RREGG|SUSSA|KTEEE|SAWED,PRONI|RREGG|SUSSA|KTEEE|SAWED,5,5,true,true,,exact_match
Q118,C,BONNT POKTE HEVAN ROYYZ VOSTK HELUB JEDER GLAZR KAILL THRSR JOHNN JAMIZ BRUTS JINOS KPASA SHEEK CHRRI FEMID PEAKY,BONNT|POKTE|HEVAN|ROYYZ|VOSTK|HELUB|JEDER|GLAZR|KAILL|THRSR|JOHNN|JAMIZ|BRUTS|JINOS|KPASA|SHEEK|CHRRI|FEMID|PEAKY,BONNT|POKTE|HEVAN|ROYYZ|VOSTK|HELUB|JEDER|GLAZR|KAILL|THRSR|JOHNN|JAMIZ|BRUTS|JINOS|KPASA|SHEEK|CHRRI|FEMID|PEAKY,19,19,true,true,,exact_match
Q119,C,SCOOB GROKK RYVRR SHTGN DUALY HALEX EMI,SCOOB|GROKK|RYVRR|SHTGN|DUALY|HALEX|EMI,SCOOB|GROKK|RYVRR|SHTGN|DUALY|HALEX|EMI,7,7,true,true,,exact_match
Q12,A,OTZ SCC,OTZ|SCC,OTZ|SCC,2,2,true,true,,exact_match
Q120,C,ORRCA BETBE ZORUN GALLI JAJAY TRAKY PROXI BPI JUGIV HIKOX JASTI UFFDA,ORRCA|BETBE|ZORUN|GALLI|JAJAY|TRAKY|PROXI|BPI|JUGIV|HIKOX|JASTI|UFFDA,ORRCA|BETBE|ZORUN|GALLI|JAJAY|TRAKY|PROXI|BPI|JUGIV|HIKOX|JASTI|UFFDA,12,12,true,true,,exact_match
Q121,C,PARZZ PIH STORZ,PARZZ|PIH|STORZ,PARZZ|PIH|STORZ,3,3,true,true,,exact_match
Q122,C,MOGEE MACUS MCORD LCU BEARR KURSE ONL KATES VIRGN VIGGR,MOGEE|MACUS|MCORD|LCU|BEARR|KURSE|ONL|KATES|VIRGN|VIGGR,MOGEE|MACUS|MCORD|LCU|BEARR|KURSE|ONL|KATES|VIRGN|VIGGR,10,10,true,true,,exact_match
Q123,C,PARZZ COKEE,PARZZ|COKEE,PARZZ|COKEE,2,2,true,true,,exact_match
Q124,C,MOGEE MACUS MCORD SLOWN FASTE BVL WAATS,MOGEE|MACUS|MCORD|SLOWN|FASTE|BVL|WAATS,MOGEE|MACUS|MCORD|SLOWN|FASTE|BVL|WAATS,7,7,true,true,,exact_match
Q125,C,PARZZ WLLES,PARZZ|WLLES,PARZZ|WLLES,2,2,true,true,,exact_match
Q126,C,TIPRE RALEY INSLO CHUKR TTOES GAROT KREYK DRRSI LBATO BASNN BRAFF,TIPRE|RALEY|INSLO|CHUKR|TTOES|GAROT|KREYK|DRRSI|LBATO|BASNN|BRAFF,TIPRE|RALEY|INSLO|CHUKR|TTOES|GAROT|KREYK|DRRSI|LBATO|BASNN|BRAFF,11,11,true,true,,exact_match
Q127,C,GVE BUKYY BAILZ GRACO ENO,GVE|BUKYY|BAILZ|GRACO|ENO,GVE|BUKYY|BAILZ|GRACO|ENO,5,5,true,true,,exact_match
Q128,C,SYRAH JSICA TABLL EDLES FLOOD ZAROS VEGUC VLUST ECIGE MUDHO JILLS,SYRAH|JSICA|TABLL|EDLES|FLOOD|ZAROS|VEGUC|VLUST|ECIGE|MUDHO|JILLS,SYRAH|JSICA|TABLL|EDLES|FLOOD|ZAROS|VEGUC|VLUST|ECIGE|MUDHO|JILLS,11,11,true,true,,exact_match
Q129,C,GARIC YERBA AARNN THEOO PYTON,GARIC|YERBA|AARNN|THEOO|PYTON,GARIC|YERBA|AARNN|THEOO|PYTON,5,5,true,true,,exact_match
Q13,C,ELP VERNO NABOB DRK WOTRO PRFUM HOUZZ FUULL SKANN SHUFL LOMIA RUFUS PAWLI,ELP|VERNO|NABOB|DRK|WOTRO|PRFUM|HOUZZ|FUULL|SKANN|SHUFL|LOMIA|RUFUS|PAWLI,ELP|VERNO|NABOB|DRK|WOTRO|PRFUM|HOUZZ|FUULL|SKANN|SHUFL|LOMIA|RUFUS|PAWLI,13,13,true,true,,exact_match
Q130,C,SYRAH JSICA REANA ROCCY HASSL TAHIB DIXAN MIRME PNH,SYRAH|JSICA|REANA|ROCCY|HASSL|TAHIB|DIXAN|MIRME|PNH,SYRAH|JSICA|REANA|ROCCY|HASSL|TAHIB|DIXAN|MIRME|PNH,9,9,true,true,,exact_match
Q131,C,WAALT PRONI EARZZ ODAWG KALDA,WAALT|PRONI|EARZZ|ODAWG|KALDA,WAALT|PRONI|EARZZ|ODAWG|KALDA,5,5,true,true,,exact_match
Q132,C,WEBGO ANAHO MYBAD ZERAM MAGPY,WEBGO|ANAHO|MYBAD|ZERAM|MAGPY,WEBGO|ANAHO|MYBAD|ZERAM|MAGPY,5,5,true,true,,exact_match
Q133,C,JAMIE CONFR MGERK LEEAH GREIN MYRCA JFK BIZEX CAM JASDU PBERG,JAMIE|CONFR|MGERK|LEEAH|GREIN|MYRCA|JFK|BIZEX|CAM|JASDU|PBERG,JAMIE|CONFR|MGERK|LEEAH|GREIN|MYRCA|JFK|BIZEX|CAM|JASDU|PBERG,11,11,true,true,,exact_match
Q134,C,DUGLE TATOO JULIK HERSH VOAXA,DUGLE|TATOO|JULIK|HERSH|VOAXA,DUGLE|TATOO|JULIK|HERSH|VOAXA,5,5,true,true,,exact_match
Q135,C,JROSS PELIE ELMSZ RAPZZ ZORDO RREGG,JROSS|PELIE|ELMSZ|RAPZZ|ZORDO|RREGG,JROSS|PELIE|ELMSZ|RAPZZ|ZORDO|RREGG,6,6,true,true,,exact_match
Q136,C,OAL RUMPS KATTS CRLES GDGET TRALP MANRD WEEMN ELLFF VOAXA COUGH BBULL ZIRKL KAWWA SYTHH AYEGI TURCK WRNCH BVEEE HIBAV DIYAP,OAL|RUMPS|KATTS|CRLES|GDGET|TRALP|MANRD|WEEMN|ELLFF|VOAXA|COUGH|BBULL|ZIRKL|KAWWA|SYTHH|AYEGI|TURCK|WRNCH|BVEEE|HIBAV|DIYAP,OAL|RUMPS|KATTS|CRLES|GDGET|TRALP|MANRD|WEEMN|ELLFF|VOAXA|COUGH|BBULL|ZIRKL|KAWWA|SYTHH|AYEGI|TURCK|WRNCH|BVEEE|HIBAV|DIYAP,21,21,true,true,,exact_match
Q138,C,ILA FIMUV JENSA PUHGI ROOHZ PARZZ UROCO RICCO MOTLY DKOTA WELOK CESNA GUUME SNARG SSM,ILA|FIMUV|JENSA|PUHGI|ROOHZ|PARZZ|UROCO|RICCO|MOTLY|DKOTA|WELOK|CESNA|GUUME|SNARG|SSM,ILA|FIMUV|JENSA|PUHGI|ROOHZ|PARZZ|UROCO|RICCO|MOTLY|DKOTA|WELOK|CESNA|GUUME|SNARG|SSM,15,15,true,true,,exact_match
Q139,C,MGMRY VLKNN SALMS HITMN IIU GBEES HICKI CREEP RINTE,MGMRY|VLKNN|SALMS|HITMN|IIU|GBEES|HICKI|CREEP|RINTE,MGMRY|VLKNN|SALMS|HITMN|IIU|GBEES|HICKI|CREEP|RINTE,9,9,true,true,,exact_match
Q14,A,ODK WUXAN JOH,ODK|WUXAN|JOH,ODK|WUXAN|JOH,3,3,true,true,,exact_match
Q140,C,WOBED GETNG CORDU PETIY CHOTE LEWIT SAYOR WILTN TTAIL CESNA WISCN EEGEE DAYYY RUBKI RAGIX MEDAV AHPAH HANKK BEEPS EXTOL MEMMS KODEY ARRKK TOTHH YODAA,WOBED|GETNG|CORDU|PETIY|CHOTE|LEWIT|SAYOR|WILTN|TTAIL|CESNA|WISCN|EEGEE|DAYYY|RUBKI|RAGIX|MEDAV|AHPAH|HANKK|BEEPS|EXTOL|MEMMS|KODEY|ARRKK|TOTHH|YODAA,WOBED|GETNG|CORDU|PETIY|CHOTE|LEWIT|SAYOR|WILTN|TTAIL|CESNA|WISCN|EEGEE|DAYYY|RUBKI|U.S. CANADIAN BORDER-1|U.S. CANADIAN BORDER-2|RAGIX|MEDAV|AHPAH|HANKK|BEEPS|EXTOL|MEMMS|KODEY|ARRKK|TOTHH|YODAA,25,27,false,false,14,token_value_mismatch
Q141,C,HOUKY STUTR TAPPA HYTRA BLNTN NALES,HOUKY|STUTR|TAPPA|HYTRA|BLNTN|NALES,HOUKY|STUTR|TAPPA|HYTRA|BLNTN|NALES,6,6,true,true,,exact_match
Q142,C,METOW MLP KEETA OKVUJ KIXCO,METOW|MLP|KEETA|OKVUJ|KIXCO,METOW|MLP|KEETA|OKVUJ|KIXCO,5,5,true,true,,exact_match
Q143,C,WINEN LNNKA TESSA RUBII CLEIN BROPH,WINEN|LNNKA|TESSA|RUBII|CLEIN|BROPH,WINEN|LNNKA|TESSA|RUBII|CLEIN|BROPH,6,6,true,true,,exact_match
Q144,C,ZIRAN ZOOMR BLOWS KEETA LEWIT,ZIRAN|ZOOMR|BLOWS|KEETA|LEWIT,ZIRAN|ZOOMR|BLOWS|KEETA|LEWIT,5,5,true,true,,exact_match
Q145,C,KONGO HVQ CLNTN FOXEE,KONGO|HVQ|CLNTN|FOXEE,KONGO|HVQ|CLNTN|FOXEE,4,4,true,true,,exact_match
Q146,C,CASHS BLUNT DIPHU CUSDA ZERZO KIXCO TIMMR SMERF HUFFR,CASHS|BLUNT|DIPHU|CUSDA|ZERZO|KIXCO|TIMMR|SMERF|HUFFR,CASHS|BLUNT|DIPHU|CUSDA|ZERZO|KIXCO|TIMMR|SMERF|HUFFR,9,9,true,true,,exact_match
Q147,C,BURGG NEALS HVQ LAYED JAMOX OTMAN BLISS BIGLE BOBCT DJB,BURGG|NEALS|HVQ|LAYED|JAMOX|OTMAN|BLISS|BIGLE|BOBCT|DJB,BURGG|NEALS|HVQ|LAYED|JAMOX|OTMAN|BLISS|BIGLE|BOBCT|DJB,10,10,true,true,,exact_match
Q148,C,STEVS ZAXUL FINUT WEDAK WAIDE JUGIV MBW MOCTU LEWOY CUGGA PENUT KIRKE MORRR BVO,STEVS|ZAXUL|FINUT|WEDAK|WAIDE|JUGIV|MBW|MOCTU|LEWOY|CUGGA|PENUT|KIRKE|MORRR|BVO,STEVS|ZAXUL|FINUT|WEDAK|WAIDE|JUGIV|MBW|MOCTU|LEWOY|CUGGA|PENUT|KIRKE|MORRR|BVO,14,14,true,true,,exact_match
Q149,C,BURGG SPAYD APE WAAHU DJB,BURGG|SPAYD|APE|WAAHU|DJB,BURGG|SPAYD|APE|WAAHU|DJB,5,5,true,true,,exact_match
Q15,C,NABOB CHILY DOVEE SOTOO HOUZZ FUULL SKANN SHUFL LOMIA,NABOB|CHILY|DOVEE|SOTOO|HOUZZ|FUULL|SKANN|SHUFL|LOMIA,NABOB|CHILY|DOVEE|SOTOO|HOUZZ|FUULL|SKANN|SHUFL|LOMIA,9,9,true,true,,exact_match
Q150,C,STEVS ZAXUL LEZLE BAXGO LAMON GANNE DDRTH YAMPA BBULL DUUZE EXHAS,STEVS|ZAXUL|LEZLE|BAXGO|LAMON|GANNE|DDRTH|YAMPA|BBULL|DUUZE|EXHAS,STEVS|ZAXUL|LEZLE|BAXGO|LAMON|GANNE|DDRTH|YAMPA|BBULL|DUUZE|EXHAS,11,11,true,true,,exact_match
Q151,C,WINEN TABLL PICHO PATIO BROPH BOI HILIE EDGES,WINEN|TABLL|PICHO|PATIO|BROPH|BOI|HILIE|EDGES,WINEN|TABLL|PICHO|PATIO|BROPH|BOI|HILIE|EDGES|U.S. CANADIAN BORDER-1,8,9,false,false,8,token_count_mismatch
Q152,C,SUNED LEZLE WEDAK IKFOM WUVUT ONL,SUNED|LEZLE|WEDAK|IKFOM|WUVUT|ONL,SUNED|LEZLE|WEDAK|IKFOM|WUVUT|ONL,6,6,true,true,,exact_match
Q154,C,WANTA JELTI HOVEL VELUY BYI PIMIE NAGNE BONGO PITMN TAYLR GOSIP KENTO NOSEW UKW,WANTA|JELTI|HOVEL|VELUY|BYI|PIMIE|NAGNE|BONGO|PITMN|TAYLR|GOSIP|KENTO|NOSEW|UKW,WANTA|JELTI|HOVEL|VELUY|BYI|PIMIE|NAGNE|BONGO|PITMN|TAYLR|GOSIP|KENTO|NOSEW|UKW,14,14,true,true,,exact_match
Q156,C,STEVS ZAXUL FINUT TUFFY UPUGE HEXOL STORZ JELRO KEKPE UFFDA HSTIN ZZIPR,STEVS|ZAXUL|FINUT|TUFFY|UPUGE|HEXOL|STORZ|JELRO|KEKPE|UFFDA|HSTIN|ZZIPR,STEVS|ZAXUL|FINUT|TUFFY|UPUGE|HEXOL|STORZ|JELRO|KEKPE|UFFDA|HSTIN|ZZIPR,12,12,true,true,,exact_match
Q158,C,NTELL PPARK TRTIS BIKKR MYCAL JEDNA,NTELL|PPARK|TRTIS|BIKKR|MYCAL|JEDNA,NTELL|PPARK|TRTIS|BIKKR|MYCAL|JEDNA,6,6,true,true,,exact_match
Q16,A,ODK MDO YAK,ODK|MDO|YAK,ODK|MDO|YAK,3,3,true,true,,exact_match
Q160,C,SHVVR FAANG RIVVO BIKKR,SHVVR|FAANG|RIVVO|BIKKR,SHVVR|FAANG|RIVVO|BIKKR,4,4,true,true,,exact_match
Q161,C,CHIEZ BENCH KOOKI PYSTN KALDA,CHIEZ|BENCH|KOOKI|PYSTN|KALDA,CHIEZ|BENCH|KOOKI|PYSTN|KALDA,5,5,true,true,,exact_match
Q162,C,HAHAA MMRKK SMYUL GUP JCSYN PTRRN KAIJU LHAMM DRICC MIRME WALCT AGGIY,HAHAA|MMRKK|SMYUL|GUP|JCSYN|PTRRN|KAIJU|LHAMM|DRICC|MIRME|WALCT|AGGIY,HAHAA|MMRKK|SMYUL|GUP|JCSYN|PTRRN|KAIJU|LHAMM|DRICC|MIRME|WALCT|AGGIY,12,12,true,true,,exact_match
Q164,C,NTELL CABAB KICHI KATTS KITTN ROCCY,NTELL|CABAB|KICHI|KATTS|KITTN|ROCCY,NTELL|CABAB|KICHI|KATTS|KITTN|ROCCY,6,6,true,true,,exact_match
Q166,C,MOHAK GBN TFD OLIIN GRNNT SWIMS ELP FNLAY TRQSE MRF MRTHN,MOHAK|GBN|TFD|OLIIN|GRNNT|SWIMS|ELP|FNLAY|TRQSE|MRF|MRTHN,MOHAK|GBN|TFD|OLIIN|GRNNT|SWIMS|ELP|FNLAY|TRQSE|MRF|MRTHN,11,11,true,true,,exact_match
Q167,C,KALDA ZJAAY PAJET CAANO TBONN ZIZZI YAZUU TOPRR EMJAY SPDEY RIFLE HOFFI ORCHA ALBOW GRONC NESTT BUZRD SSOXS,KALDA|ZJAAY|PAJET|CAANO|TBONN|ZIZZI|YAZUU|TOPRR|EMJAY|SPDEY|RIFLE|HOFFI|ORCHA|ALBOW|GRONC|NESTT|BUZRD|SSOXS,KALDA|ZJAAY|PAJET|CAANO|TBONN|ZIZZI|YAZUU|TOPRR|EMJAY|SPDEY|RIFLE|HOFFI|ORCHA|ALBOW|GRONC|NESTT|BUZRD|SSOXS,18,18,true,true,,exact_match
Q168,C,FNNDA SHIVA KRINA JASSE,FNNDA|SHIVA|KRINA|JASSE,FNNDA|SHIVA|KRINA|JASSE,4,4,true,true,,exact_match
Q17,A,HOM WUXAN MDO,HOM|WUXAN|MDO,HOM|WUXAN|MDO,3,3,true,true,,exact_match
Q172,C,YUTEE BWAGS HINTZ CEELY OKNEE KAATT RAPZZ,YUTEE|BWAGS|HINTZ|CEELY|OKNEE|KAATT|RAPZZ,YUTEE|BWAGS|HINTZ|CEELY|OKNEE|KAATT|RAPZZ,7,7,true,true,,exact_match
Q174,C,NTELL CABAB TTMSN SKANN FLCHR,NTELL|CABAB|TTMSN|SKANN|FLCHR,NTELL|CABAB|TTMSN|SKANN|FLCHR,5,5,true,true,,exact_match
Q176,C,CIM KENTO TOTOE VARNR WRIGL ROKNE DOSOA BUM SCAWT ELSTO KOOOP STL JIGSY CAROL JUDDI GBEES BICKS HNN STEVY COLNS OTTTO,CIM|KENTO|TOTOE|VARNR|WRIGL|ROKNE|DOSOA|BUM|SCAWT|ELSTO|KOOOP|STL|JIGSY|CAROL|JUDDI|GBEES|BICKS|HNN|STEVY|COLNS|OTTTO,CIM|KENTO|TOTOE|VARNR|WRIGL|ROKNE|DOSOA|BUM|SCAWT|ELSTO|KOOOP|STL|JIGSY|CAROL|JUDDI|GBEES|BICKS|HNN|STEVY|COLNS|OTTTO,21,21,true,true,,exact_match
Q178,C,DJB SRPEN LEPEW LIVER KOZAR KODIE AVERE LEJOY MCRAY BUFFR LINSE BAL,DJB|SRPEN|LEPEW|LIVER|KOZAR|KODIE|AVERE|LEJOY|MCRAY|BUFFR|LINSE|BAL,DJB|SRPEN|LEPEW|LIVER|KOZAR|KODIE|AVERE|LEJOY|MCRAY|BUFFR|LINSE|BAL,12,12,true,true,,exact_match
Q180,C,BXK SATRN WOBUG DMN EWM,BXK|SATRN|WOBUG|DMN|EWM,BXK|SATRN|WOBUG|DMN|EWM,5,5,true,true,,exact_match
Q182,A,SPY GARRS AKN,SPY|GARRS|AKN,SPY|GARRS|AKN,3,3,true,true,,exact_match
Q184,C,FUZ DOBIS BERKE MIXIE STAGE KAMEN SARKK MERDN KWANE ARNNY,FUZ|DOBIS|BERKE|MIXIE|STAGE|KAMEN|SARKK|MERDN|KWANE|ARNNY,FUZ|DOBIS|BERKE|MIXIE|STAGE|KAMEN|SARKK|MERDN|KWANE|ARNNY,10,10,true,true,,exact_match
Q186,C,ZIINE PLAIN GERBS IDEAS WOOST STUNK FOODO SPYDY TEESY MIGET WEVEL SCAAM,ZIINE|PLAIN|GERBS|IDEAS|WOOST|STUNK|FOODO|SPYDY|TEESY|MIGET|WEVEL|SCAAM,ZIINE|PLAIN|GERBS|IDEAS|WOOST|STUNK|U.S. CANADIAN BORDER-1|U.S. CANADIAN BORDER-2|FOODO|SPYDY|TEESY|MIGET|WEVEL|SCAAM,12,14,false,false,6,token_value_mismatch
Q188,A,SYA ADK,SYA|ADK,SYA|ADK,2,2,true,true,,exact_match
Q19,C,BULZI WYATT GOONS LAYIN TOJXE HITMN LAJUG TINGS DENNI PLESS STL TWAIN COLIE SKBOZ CHASY JAVAS DSM EYHUX FSD ABR,BULZI|WYATT|GOONS|LAYIN|TOJXE|HITMN|LAJUG|TINGS|DENNI|PLESS|STL|TWAIN|COLIE|SKBOZ|CHASY|JAVAS|DSM|EYHUX|FSD|ABR,BULZI|WYATT|GOONS|LAYIN|TOJXE|HITMN|LAJUG|TINGS|DENNI|PLESS|STL|TWAIN|COLIE|SKBOZ|CHASY|JAVAS|DSM|EYHUX|FSD|ABR,20,20,true,true,,exact_match
Q190,C,CRL RONZY PRANI KEEHO DORET ZORBO WIGGZ KONJE REBBL CFB KODEY RAHKS PONCT,CRL|RONZY|PRANI|KEEHO|DORET|ZORBO|WIGGZ|KONJE|REBBL|CFB|KODEY|RAHKS|PONCT,CRL|RONZY|U.S. CANADIAN BORDER-1|U.S. CANADIAN BORDER-2|PRANI|KEEHO|DORET|ZORBO|WIGGZ|KONJE|REBBL|CFB|KODEY|RAHKS|PONCT,13,15,false,false,2,token_value_mismatch
Q2,C,BOILE HEDVI HOBOL ITUCO EWM,BOILE|HEDVI|HOBOL|ITUCO|EWM,BOILE|HEDVI|HOBOL|ITUCO|EWM,5,5,true,true,,exact_match
Q20,C,CNX HONDS UNNOS FUSCO JCT,CNX|HONDS|UNNOS|FUSCO|JCT,CNX|HONDS|UNNOS|FUSCO|JCT,5,5,true,true,,exact_match
Q21,C,JONEZ RZC,JONEZ|RZC,JONEZ|RZC,2,2,true,true,,exact_match
Q22,C,GUSTI OYSTY ACMES CATLN TWOUP BURGG NYBLK MASHI KIDDO OMENS BEARI UMBRE BBOBO SHTGN SYFER DANGR PYTHN BESSI MELMN JOEPO BRAND RBV LAURN LLUND BAYYS FOXWD,GUSTI|OYSTY|ACMES|CATLN|TWOUP|BURGG|NYBLK|MASHI|KIDDO|OMENS|BEARI|UMBRE|BBOBO|SHTGN|SYFER|DANGR|PYTHN|BESSI|MELMN|JOEPO|BRAND|RBV|LAURN|LLUND|BAYYS|FOXWD,GUSTI|OYSTY|ACMES|CATLN|TWOUP|BURGG|NYBLK|MASHI|KIDDO|OMENS|BEARI|UMBRE|BBOBO|SHTGN|SYFER|DANGR|PYTHN|BESSI|MELMN|JOEPO|BRAND|RBV|LAURN|LLUND|BAYYS|FOXWD,26,26,true,true,,exact_match
Q220,C,RIFLE HOFFI ORCHA ALBOW SEY SKOWL JAWZZ LARIE,RIFLE|HOFFI|ORCHA|ALBOW|SEY|SKOWL|JAWZZ|LARIE,RIFLE|HOFFI|ORCHA|ALBOW|SEY|SKOWL|JAWZZ|LARIE,8,8,true,true,,exact_match
Q221,C,AML JERES BEETS MICAH VALLO OGESY FORTT BIGEO WUNDR DLMAR,AML|JERES|BEETS|MICAH|VALLO|OGESY|FORTT|BIGEO|WUNDR|DLMAR,AML|JERES|BEETS|MICAH|VALLO|OGESY|FORTT|BIGEO|WUNDR|DLMAR,10,10,true,true,,exact_match
Q227,C,AML JERES BEETS MICAH VALLO OGESY TYMAN STENT KONJE STUBN,AML|JERES|BEETS|MICAH|VALLO|OGESY|TYMAN|STENT|KONJE|STUBN,AML|JERES|BEETS|MICAH|VALLO|OGESY|TYMAN|STENT|KONJE|STUBN,10,10,true,true,,exact_match
Q23,C,FSM RZC,FSM|RZC,FSM|RZC,2,2,true,true,,exact_match
Q232,C,STUBN DARBO CORDS HOPCE NEION,STUBN|DARBO|CORDS|HOPCE|NEION,STUBN|DARBO|CORDS|HOPCE|NEION,5,5,true,true,,exact_match
Q24,C,SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL BLUMS BALIO MOLLR KAPAA LCH LSU IRUBE PAYTN,SAT|CHURN|SNIDR|SEEDS|WEMAR|FFSSH|WHAEL|BLUMS|BALIO|MOLLR|KAPAA|LCH|LSU|IRUBE|PAYTN,SAT|CHURN|SNIDR|SEEDS|WEMAR|FFSSH|WHAEL|BLUMS|BALIO|MOLLR|KAPAA|LCH|LSU|IRUBE|PAYTN,15,15,true,true,,exact_match
Q25,C,MEEOW ARG WLSUN PXV,MEEOW|ARG|WLSUN|PXV,MEEOW|ARG|WLSUN|PXV,4,4,true,true,,exact_match
Q26,C,ARG HENSY DEVAC,ARG|HENSY|DEVAC,ARG|HENSY|DEVAC,3,3,true,true,,exact_match
Q27,C,FSM ZALDA,FSM|ZALDA,FSM|ZALDA,2,2,true,true,,exact_match
Q28,C,GRAZN PYRMD HAKAT ESTEE PXV,GRAZN|PYRMD|HAKAT|ESTEE|PXV,GRAZN|PYRMD|HAKAT|ESTEE|PXV,5,5,true,true,,exact_match
Q29,C,HARES BAKRE MEMFS OMDUE SIDAE CREEP SEELA KLYNE DUTSH WWSHR SPYDY DORET JHW HANKK GONZZ KRAZZ NIPPY CABCI EBONY DUNOM,HARES|BAKRE|MEMFS|OMDUE|SIDAE|CREEP|SEELA|KLYNE|DUTSH|WWSHR|SPYDY|DORET|JHW|HANKK|GONZZ|KRAZZ|NIPPY|CABCI|EBONY|DUNOM,HARES|BAKRE|MEMFS|OMDUE|SIDAE|CREEP|SEELA|KLYNE|DUTSH|WWSHR|SPYDY|DORET|JHW|HANKK|GONZZ|KRAZZ|NIPPY|CABCI|EBONY|DUNOM|U.S. CANADIAN BORDER-1,20,21,false,false,20,token_count_mismatch
Q3,C,FEPOT FAMUK FELIX FRFLY FINER FOWND PYE,FEPOT|FAMUK|FELIX|FRFLY|FINER|FOWND|PYE,FEPOT|FAMUK|FELIX|FRFLY|FINER|FOWND|PYE,7,7,true,true,,exact_match
Q30,C,IZAAC HRISN VLKNN,IZAAC|HRISN|VLKNN,IZAAC|HRISN|VLKNN,3,3,true,true,,exact_match
Q31,C,DHART JODOX UJM TIIDE PXV,DHART|JODOX|UJM|TIIDE|PXV,DHART|JODOX|UJM|TIIDE|PXV,5,5,true,true,,exact_match
Q32,C,ELD BAKRE GAGLE CRAMM BNA SWAPP,ELD|BAKRE|GAGLE|CRAMM|BNA|SWAPP,ELD|BAKRE|GAGLE|CRAMM|BNA|SWAPP,6,6,true,true,,exact_match
Q33,C,IAH TAYUR CIDOR FOSIN SWEUP KAMEN DHART EDWAH LITTR PROWL,IAH|TAYUR|CIDOR|FOSIN|SWEUP|KAMEN|DHART|EDWAH|LITTR|PROWL,IAH|TAYUR|CIDOR|FOSIN|SWEUP|KAMEN|DHART|EDWAH|LITTR|PROWL,10,10,true,true,,exact_match
Q34,C,TXK LOOSE WASKO MATIE EDWAH MEMFS HENSY DITZL WAKOL HITMN SWAPP GHATS FOUNT TONIO KONGO NEALS SITTR ASBUR DENNY MAULS GVE BOOYA DUALY BIGRG PNGWN HULKK RBV,TXK|LOOSE|WASKO|MATIE|EDWAH|MEMFS|HENSY|DITZL|WAKOL|HITMN|SWAPP|GHATS|FOUNT|TONIO|KONGO|NEALS|SITTR|ASBUR|DENNY|MAULS|GVE|BOOYA|DUALY|BIGRG|PNGWN|HULKK|RBV,TXK|LOOSE|WASKO|MATIE|EDWAH|MEMFS|HENSY|DITZL|WAKOL|HITMN|SWAPP|GHATS|FOUNT|TONIO|KONGO|NEALS|SITTR|ASBUR|DENNY|MAULS|GVE|BOOYA|DUALY|BIGRG|PNGWN|HULKK|RBV,27,27,true,true,,exact_match
Q35,C,DRK NAVHO CORKR DNLAP WINEN NEERO KOATA IMB,DRK|NAVHO|CORKR|DNLAP|WINEN|NEERO|KOATA|IMB,DRK|NAVHO|CORKR|DNLAP|WINEN|NEERO|KOATA|IMB,8,8,true,true,,exact_match
Q36,C,RZC TWITS OMDUE DEPEC BNA SWAPP,RZC|TWITS|OMDUE|DEPEC|BNA|SWAPP,RZC|TWITS|OMDUE|DEPEC|BNA|SWAPP,6,6,true,true,,exact_match
Q37,C,FST CAVRN YORUB IMMAS PUB,FST|CAVRN|YORUB|IMMAS|PUB,FST|CAVRN|YORUB|IMMAS|PUB,5,5,true,true,,exact_match
Q38,C,ROKIT INCIN LAREY BESOM,ROKIT|INCIN|LAREY|BESOM,ROKIT|INCIN|LAREY|BESOM,4,4,true,true,,exact_match
Q39,C,CLAWD TARCI ASERY,CLAWD|TARCI|ASERY,CLAWD|TARCI|ASERY,3,3,true,true,,exact_match
