airwayId,airwayLocation,sourcePointRowCount,cleanOccurrenceCount,sourceExpectedAdjacentEdgeCount,cleanNextEdgeCount,sourceTerminalPoint,cleanTerminalPoint,pointCountMatches,edgeCountMatches,terminalPointMatches,coverageStatus
J96,C,17,17,16,16,JOT,JOT,true,true,true,gap_requires_policy
J98,C,6,6,5,5,FAM,FAM,true,true,true,exact_point_and_edge_coverage
J99,C,5,5,4,4,IIU,IIU,true,true,true,exact_point_and_edge_coverage
L204,C,5,5,4,4,PJM,PJM,true,true,true,exact_point_and_edge_coverage
L207,C,5,5,4,4,IPSEV,IPSEV,true,true,true,exact_point_and_edge_coverage
L208,C,5,5,4,4,DUTNA,DUTNA,true,true,true,exact_point_and_edge_coverage
L214,C,4,4,3,3,IRDOV,IRDOV,true,true,true,exact_point_and_edge_coverage
L216,C,3,3,2,2,LERED,LERED,true,true,true,exact_point_and_edge_coverage
L221,C,3,3,2,2,JOSHE,JOSHE,true,true,true,exact_point_and_edge_coverage
L325,C,4,4,3,3,JOSHE,JOSHE,true,true,true,exact_point_and_edge_coverage
L327,C,2,2,1,1,OPAUL,OPAUL,true,true,true,exact_point_and_edge_coverage
L329,C,4,4,3,3,KEEKA,KEEKA,true,true,true,exact_point_and_edge_coverage
L333,C,5,5,4,4,PISAD,PISAD,true,true,true,exact_point_and_edge_coverage
L335,C,4,4,3,3,OBIKE,OBIKE,true,true,true,exact_point_and_edge_coverage
L337,C,3,3,2,2,NEGON,NEGON,true,true,true,exact_point_and_edge_coverage
L343,C,2,2,1,1,SATOE,SATOE,true,true,true,exact_point_and_edge_coverage
L349,C,3,3,2,2,SATOE,SATOE,true,true,true,exact_point_and_edge_coverage
L375,C,9,9,8,8,DABAK,DABAK,true,true,true,exact_point_and_edge_coverage
L435,C,9,9,8,8,BUTUX,BUTUX,true,true,true,exact_point_and_edge_coverage
L450,C,9,9,8,8,SEKAR,SEKAR,true,true,true,exact_point_and_edge_coverage
L451,C,4,4,3,3,JAINS,JAINS,true,true,true,exact_point_and_edge_coverage
L452,C,21,21,20,20,ANADA,ANADA,true,true,true,exact_point_and_edge_coverage
L453,C,15,15,14,14,ASIVO,ASIVO,true,true,true,exact_point_and_edge_coverage
L454,C,19,19,18,18,ILURI,ILURI,true,true,true,exact_point_and_edge_coverage
L455,C,15,15,14,14,SCAPA,SCAPA,true,true,true,exact_point_and_edge_coverage
L456,C,12,12,11,11,KIKER,KIKER,true,true,true,exact_point_and_edge_coverage
L457,C,7,7,6,6,BDA,BDA,true,true,true,exact_point_and_edge_coverage
L458,C,7,7,6,6,ARMUR,ARMUR,true,true,true,exact_point_and_edge_coverage
L459,C,15,15,14,14,ANADA,ANADA,true,true,true,exact_point_and_edge_coverage
L460,C,2,2,1,1,ODUCA,ODUCA,true,true,true,exact_point_and_edge_coverage
L461,C,18,18,17,17,PJM,PJM,true,true,true,exact_point_and_edge_coverage
L462,C,11,11,10,10,LAMKN,LAMKN,true,true,true,exact_point_and_edge_coverage
L463,C,13,13,12,12,JUELE,JUELE,true,true,true,exact_point_and_edge_coverage
L464,C,9,9,8,8,LERED,LERED,true,true,true,exact_point_and_edge_coverage
L465,C,5,5,4,4,PLNDR,PLNDR,true,true,true,exact_point_and_edge_coverage
L466,C,2,2,1,1,GEECE,GEECE,true,true,true,exact_point_and_edge_coverage
L467,C,3,3,2,2,GESSO,GESSO,true,true,true,exact_point_and_edge_coverage
L576,C,4,4,3,3,CITRS,CITRS,true,true,true,exact_point_and_edge_coverage
L577,C,4,4,3,3,ANTEX,ANTEX,true,true,true,exact_point_and_edge_coverage
L776,C,5,5,4,4,GEECE,GEECE,true,true,true,exact_point_and_edge_coverage
M201,C,7,7,6,6,CARAC,CARAC,true,true,true,exact_point_and_edge_coverage
M202,C,17,17,16,16,LOMPI,LOMPI,true,true,true,exact_point_and_edge_coverage
M203,C,13,13,12,12,BOBTU,BOBTU,true,true,true,exact_point_and_edge_coverage
M204,C,6,6,5,5,SOORY,SOORY,true,true,true,exact_point_and_edge_coverage
M215,C,5,5,4,4,KNOST,KNOST,true,true,true,exact_point_and_edge_coverage
M219,C,7,7,6,6,KNOST,KNOST,true,true,true,exact_point_and_edge_coverage
M325,C,8,8,7,7,BDA,BDA,true,true,true,exact_point_and_edge_coverage
M326,C,7,7,6,6,BDA,BDA,true,true,true,exact_point_and_edge_coverage
M327,C,9,9,8,8,WINGZ,WINGZ,true,true,true,exact_point_and_edge_coverage
M328,C,18,18,17,17,NUMBR,NUMBR,true,true,true,exact_point_and_edge_coverage
M329,C,16,16,15,15,LAZEY,LAZEY,true,true,true,exact_point_and_edge_coverage
M330,C,17,17,16,16,BALOO,BALOO,true,true,true,exact_point_and_edge_coverage
M331,C,15,15,14,14,NUMBR,NUMBR,true,true,true,exact_point_and_edge_coverage
M345,C,6,6,5,5,TBD,TBD,true,true,true,exact_point_and_edge_coverage
M348,C,6,6,5,5,MEEGL,MEEGL,true,true,true,gap_requires_policy
M423,C,4,4,3,3,LENNT,LENNT,true,true,true,exact_point_and_edge_coverage
M501,C,5,5,4,4,LIMLE,LIMLE,true,true,true,exact_point_and_edge_coverage
M523,A,14,14,13,13,HARKI,HARKI,true,true,true,exact_point_and_edge_coverage
M525,C,10,10,9,9,KAVAX,KAVAX,true,true,true,exact_point_and_edge_coverage
M575,C,6,6,5,5,TBD,TBD,true,true,true,exact_point_and_edge_coverage
M576,C,11,11,10,10,RKDIA,RKDIA,true,true,true,exact_point_and_edge_coverage
M580,C,8,8,7,7,MARCI,MARCI,true,true,true,exact_point_and_edge_coverage
M590,C,4,4,3,3,PIREX,PIREX,true,true,true,exact_point_and_edge_coverage
M591,C,4,4,3,3,PIREX,PIREX,true,true,true,exact_point_and_edge_coverage
M592,C,5,5,4,4,PIREX,PIREX,true,true,true,exact_point_and_edge_coverage
M593,C,5,5,4,4,AMENO,AMENO,true,true,true,exact_point_and_edge_coverage
M594,C,11,11,10,10,AMENO,AMENO,true,true,true,exact_point_and_edge_coverage
M595,C,11,11,10,10,AYTTE,AYTTE,true,true,true,exact_point_and_edge_coverage
M596,C,13,13,12,12,SIFEN,SIFEN,true,true,true,exact_point_and_edge_coverage
M597,C,8,8,7,7,FIVZE,FIVZE,true,true,true,exact_point_and_edge_coverage
M756,C,4,4,3,3,KEONE,KEONE,true,true,true,exact_point_and_edge_coverage
N779,C,4,4,3,3,JOSHE,JOSHE,true,true,true,exact_point_and_edge_coverage
Q1,C,12,12,11,11,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q10,A,7,7,6,6,MDO,MDO,true,true,true,exact_point_and_edge_coverage
Q100,C,6,6,5,5,SRQ,SRQ,true,true,true,exact_point_and_edge_coverage
Q101,C,6,6,5,5,KALDA,KALDA,true,true,true,exact_point_and_edge_coverage
Q102,C,9,9,8,8,FEMID,FEMID,true,true,true,exact_point_and_edge_coverage
Q103,C,14,14,13,13,AIRRA,AIRRA,true,true,true,exact_point_and_edge_coverage
Q105,C,4,4,3,3,BLVNS,BLVNS,true,true,true,exact_point_and_edge_coverage
Q107,C,5,5,4,4,HURTS,HURTS,true,true,true,exact_point_and_edge_coverage
Q108,C,15,15,14,14,SIE,SIE,true,true,true,exact_point_and_edge_coverage
Q109,C,16,16,15,15,DFENC,DFENC,true,true,true,exact_point_and_edge_coverage
Q11,C,7,7,6,6,LAX,LAX,true,true,true,exact_point_and_edge_coverage
Q110,C,12,12,11,11,OCTAL,OCTAL,true,true,true,exact_point_and_edge_coverage
Q111,C,6,6,5,5,ALXEA,ALXEA,true,true,true,exact_point_and_edge_coverage
Q113,C,6,6,5,5,RIDDN,RIDDN,true,true,true,exact_point_and_edge_coverage
Q114,C,15,15,14,14,LEONG,LEONG,true,true,true,exact_point_and_edge_coverage
Q116,C,16,16,15,15,OCTAL,OCTAL,true,true,true,exact_point_and_edge_coverage
Q117,C,5,5,4,4,SAWED,SAWED,true,true,true,exact_point_and_edge_coverage
Q118,C,19,19,18,18,PEAKY,PEAKY,true,true,true,exact_point_and_edge_coverage
Q119,C,7,7,6,6,EMI,EMI,true,true,true,exact_point_and_edge_coverage
Q12,A,2,2,1,1,SCC,SCC,true,true,true,exact_point_and_edge_coverage
Q120,C,12,12,11,11,UFFDA,UFFDA,true,true,true,exact_point_and_edge_coverage
Q121,C,3,3,2,2,STORZ,STORZ,true,true,true,exact_point_and_edge_coverage
Q122,C,10,10,9,9,VIGGR,VIGGR,true,true,true,exact_point_and_edge_coverage
Q123,C,2,2,1,1,COKEE,COKEE,true,true,true,exact_point_and_edge_coverage
Q124,C,7,7,6,6,WAATS,WAATS,true,true,true,exact_point_and_edge_coverage
Q125,C,2,2,1,1,WLLES,WLLES,true,true,true,exact_point_and_edge_coverage
Q126,C,11,11,10,10,BRAFF,BRAFF,true,true,true,exact_point_and_edge_coverage
Q127,C,5,5,4,4,ENO,ENO,true,true,true,exact_point_and_edge_coverage
Q128,C,11,11,10,10,JILLS,JILLS,true,true,true,exact_point_and_edge_coverage
Q129,C,5,5,4,4,PYTON,PYTON,true,true,true,exact_point_and_edge_coverage
Q13,C,13,13,12,12,PAWLI,PAWLI,true,true,true,exact_point_and_edge_coverage
Q130,C,9,9,8,8,PNH,PNH,true,true,true,exact_point_and_edge_coverage
Q131,C,5,5,4,4,KALDA,KALDA,true,true,true,exact_point_and_edge_coverage
Q132,C,5,5,4,4,MAGPY,MAGPY,true,true,true,exact_point_and_edge_coverage
Q133,C,11,11,10,10,PBERG,PBERG,true,true,true,exact_point_and_edge_coverage
Q134,C,5,5,4,4,VOAXA,VOAXA,true,true,true,exact_point_and_edge_coverage
Q135,C,6,6,5,5,RREGG,RREGG,true,true,true,exact_point_and_edge_coverage
Q136,C,21,21,20,20,DIYAP,DIYAP,true,true,true,exact_point_and_edge_coverage
Q138,C,15,15,14,14,SSM,SSM,true,true,true,exact_point_and_edge_coverage
Q139,C,9,9,8,8,RINTE,RINTE,true,true,true,exact_point_and_edge_coverage
Q14,A,3,3,2,2,JOH,JOH,true,true,true,exact_point_and_edge_coverage
Q140,C,27,27,26,26,YODAA,YODAA,true,true,true,gap_requires_policy
Q141,C,6,6,5,5,NALES,NALES,true,true,true,exact_point_and_edge_coverage
Q142,C,5,5,4,4,KIXCO,KIXCO,true,true,true,exact_point_and_edge_coverage
Q143,C,6,6,5,5,BROPH,BROPH,true,true,true,exact_point_and_edge_coverage
Q144,C,5,5,4,4,LEWIT,LEWIT,true,true,true,exact_point_and_edge_coverage
Q145,C,4,4,3,3,FOXEE,FOXEE,true,true,true,exact_point_and_edge_coverage
Q146,C,9,9,8,8,HUFFR,HUFFR,true,true,true,exact_point_and_edge_coverage
Q147,C,10,10,9,9,DJB,DJB,true,true,true,exact_point_and_edge_coverage
Q148,C,14,14,13,13,BVO,BVO,true,true,true,exact_point_and_edge_coverage
Q149,C,5,5,4,4,DJB,DJB,true,true,true,exact_point_and_edge_coverage
Q15,C,9,9,8,8,LOMIA,LOMIA,true,true,true,exact_point_and_edge_coverage
Q150,C,11,11,10,10,EXHAS,EXHAS,true,true,true,exact_point_and_edge_coverage
Q151,C,9,9,8,8,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q152,C,6,6,5,5,ONL,ONL,true,true,true,exact_point_and_edge_coverage
Q154,C,14,14,13,13,UKW,UKW,true,true,true,exact_point_and_edge_coverage
Q156,C,12,12,11,11,ZZIPR,ZZIPR,true,true,true,exact_point_and_edge_coverage
Q158,C,6,6,5,5,JEDNA,JEDNA,true,true,true,exact_point_and_edge_coverage
Q16,A,3,3,2,2,YAK,YAK,true,true,true,exact_point_and_edge_coverage
Q160,C,4,4,3,3,BIKKR,BIKKR,true,true,true,exact_point_and_edge_coverage
Q161,C,5,5,4,4,KALDA,KALDA,true,true,true,exact_point_and_edge_coverage
Q162,C,12,12,11,11,AGGIY,AGGIY,true,true,true,exact_point_and_edge_coverage
Q164,C,6,6,5,5,ROCCY,ROCCY,true,true,true,exact_point_and_edge_coverage
Q166,C,11,11,10,10,MRTHN,MRTHN,true,true,true,exact_point_and_edge_coverage
Q167,C,18,18,17,17,SSOXS,SSOXS,true,true,true,exact_point_and_edge_coverage
Q168,C,4,4,3,3,JASSE,JASSE,true,true,true,exact_point_and_edge_coverage
Q17,A,3,3,2,2,MDO,MDO,true,true,true,exact_point_and_edge_coverage
Q172,C,7,7,6,6,RAPZZ,RAPZZ,true,true,true,exact_point_and_edge_coverage
Q174,C,5,5,4,4,FLCHR,FLCHR,true,true,true,exact_point_and_edge_coverage
Q176,C,21,21,20,20,OTTTO,OTTTO,true,true,true,exact_point_and_edge_coverage
Q178,C,12,12,11,11,BAL,BAL,true,true,true,exact_point_and_edge_coverage
Q180,C,5,5,4,4,EWM,EWM,true,true,true,exact_point_and_edge_coverage
Q182,A,3,3,2,2,AKN,AKN,true,true,true,exact_point_and_edge_coverage
Q184,C,10,10,9,9,ARNNY,ARNNY,true,true,true,exact_point_and_edge_coverage
Q186,C,14,14,13,13,SCAAM,SCAAM,true,true,true,gap_requires_policy
Q188,A,2,2,1,1,ADK,ADK,true,true,true,exact_point_and_edge_coverage
Q19,C,20,20,19,19,ABR,ABR,true,true,true,exact_point_and_edge_coverage
Q190,C,15,15,14,14,PONCT,PONCT,true,true,true,gap_requires_policy
Q2,C,5,5,4,4,EWM,EWM,true,true,true,exact_point_and_edge_coverage
Q20,C,5,5,4,4,JCT,JCT,true,true,true,exact_point_and_edge_coverage
Q21,C,2,2,1,1,RZC,RZC,true,true,true,exact_point_and_edge_coverage
Q22,C,26,26,25,25,FOXWD,FOXWD,true,true,true,exact_point_and_edge_coverage
Q220,C,8,8,7,7,LARIE,LARIE,true,true,true,exact_point_and_edge_coverage
Q221,C,10,10,9,9,DLMAR,DLMAR,true,true,true,exact_point_and_edge_coverage
Q227,C,10,10,9,9,STUBN,STUBN,true,true,true,exact_point_and_edge_coverage
Q23,C,2,2,1,1,RZC,RZC,true,true,true,exact_point_and_edge_coverage
Q232,C,5,5,4,4,NEION,NEION,true,true,true,exact_point_and_edge_coverage
Q24,C,15,15,14,14,PAYTN,PAYTN,true,true,true,exact_point_and_edge_coverage
Q25,C,4,4,3,3,PXV,PXV,true,true,true,exact_point_and_edge_coverage
Q26,C,3,3,2,2,DEVAC,DEVAC,true,true,true,exact_point_and_edge_coverage
Q27,C,2,2,1,1,ZALDA,ZALDA,true,true,true,exact_point_and_edge_coverage
Q28,C,5,5,4,4,PXV,PXV,true,true,true,exact_point_and_edge_coverage
Q29,C,21,21,20,20,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q3,C,7,7,6,6,PYE,PYE,true,true,true,exact_point_and_edge_coverage
Q30,C,3,3,2,2,VLKNN,VLKNN,true,true,true,exact_point_and_edge_coverage
Q31,C,5,5,4,4,PXV,PXV,true,true,true,exact_point_and_edge_coverage
Q32,C,6,6,5,5,SWAPP,SWAPP,true,true,true,exact_point_and_edge_coverage
Q33,C,10,10,9,9,PROWL,PROWL,true,true,true,exact_point_and_edge_coverage
Q34,C,27,27,26,26,RBV,RBV,true,true,true,exact_point_and_edge_coverage
Q35,C,8,8,7,7,IMB,IMB,true,true,true,exact_point_and_edge_coverage
Q36,C,6,6,5,5,SWAPP,SWAPP,true,true,true,exact_point_and_edge_coverage
Q37,C,5,5,4,4,PUB,PUB,true,true,true,exact_point_and_edge_coverage
Q38,C,4,4,3,3,BESOM,BESOM,true,true,true,exact_point_and_edge_coverage
Q39,C,3,3,2,2,ASERY,ASERY,true,true,true,exact_point_and_edge_coverage
Q4,C,11,11,10,10,CLL,CLL,true,true,true,exact_point_and_edge_coverage
Q40,C,13,13,12,12,FANPO,FANPO,true,true,true,exact_point_and_edge_coverage
Q406,C,6,6,5,5,BAF,BAF,true,true,true,exact_point_and_edge_coverage
Q409,C,18,18,17,17,WHITE,WHITE,true,true,true,exact_point_and_edge_coverage
Q41,A,2,2,1,1,SCC,SCC,true,true,true,exact_point_and_edge_coverage
Q419,C,9,9,8,8,DPK,DPK,true,true,true,exact_point_and_edge_coverage
Q42,C,12,12,11,11,ZIMMZ,ZIMMZ,true,true,true,exact_point_and_edge_coverage
Q43,A,4,4,3,3,FAI,FAI,true,true,true,exact_point_and_edge_coverage
Q430,C,19,19,18,18,ACK,ACK,true,true,true,exact_point_and_edge_coverage
Q436,C,17,17,16,16,COATE,COATE,true,true,true,gap_requires_policy
Q437,C,10,10,9,9,PONCT,PONCT,true,true,true,exact_point_and_edge_coverage
Q438,C,8,8,7,7,RAAKK,RAAKK,true,true,true,gap_requires_policy
Q439,C,25,25,24,24,PQI,PQI,true,true,true,exact_point_and_edge_coverage
Q44,A,3,3,2,2,TED,TED,true,true,true,exact_point_and_edge_coverage
Q440,C,11,11,10,10,RAAKK,RAAKK,true,true,true,gap_requires_policy
Q445,C,10,10,9,9,KYSKY,KYSKY,true,true,true,exact_point_and_edge_coverage
Q448,C,7,7,6,6,BAF,BAF,true,true,true,exact_point_and_edge_coverage
Q45,A,4,4,3,3,AMOTT,AMOTT,true,true,true,exact_point_and_edge_coverage
Q450,C,3,3,2,2,DPK,DPK,true,true,true,exact_point_and_edge_coverage
Q46,A,2,2,1,1,BRW,BRW,true,true,true,exact_point_and_edge_coverage
Q47,A,2,2,1,1,AMOTT,AMOTT,true,true,true,exact_point_and_edge_coverage
Q475,C,5,5,4,4,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q476,C,9,9,8,8,NWTON,NWTON,true,true,true,exact_point_and_edge_coverage
Q48,A,3,3,2,2,ROCES,ROCES,true,true,true,exact_point_and_edge_coverage
Q480,C,16,16,15,15,ENE,ENE,true,true,true,exact_point_and_edge_coverage
Q481,C,8,8,7,7,DPK,DPK,true,true,true,exact_point_and_edge_coverage
Q49,A,2,2,1,1,AMOTT,AMOTT,true,true,true,exact_point_and_edge_coverage
Q5,C,7,7,6,6,STIKM,STIKM,true,true,true,exact_point_and_edge_coverage
Q50,C,5,5,4,4,CUBIM,CUBIM,true,true,true,exact_point_and_edge_coverage
Q51,A,4,4,3,3,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
Q52,C,4,4,3,3,COLZI,COLZI,true,true,true,exact_point_and_edge_coverage
Q53,A,3,3,2,2,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
Q54,C,7,7,6,6,NUTZE,NUTZE,true,true,true,exact_point_and_edge_coverage
Q55,A,3,3,2,2,OME,OME,true,true,true,exact_point_and_edge_coverage
Q56,C,23,23,22,22,KIWII,KIWII,true,true,true,exact_point_and_edge_coverage
Q57,A,2,2,1,1,MCG,MCG,true,true,true,exact_point_and_edge_coverage
Q58,C,5,5,4,4,PEETT,PEETT,true,true,true,exact_point_and_edge_coverage
Q59,A,2,2,1,1,BET,BET,true,true,true,exact_point_and_edge_coverage
Q6,A,5,5,4,4,BRW,BRW,true,true,true,exact_point_and_edge_coverage
Q60,C,7,7,6,6,HURTS,HURTS,true,true,true,exact_point_and_edge_coverage
Q61,A,2,2,1,1,BRW,BRW,true,true,true,exact_point_and_edge_coverage
Q62,C,15,15,14,14,SARAA,SARAA,true,true,true,exact_point_and_edge_coverage
Q64,C,11,11,10,10,KALDA,KALDA,true,true,true,exact_point_and_edge_coverage
Q65,C,11,11,10,10,RINTE,RINTE,true,true,true,exact_point_and_edge_coverage
Q66,C,8,8,7,7,ALEAN,ALEAN,true,true,true,exact_point_and_edge_coverage
Q67,C,7,7,6,6,HNN,HNN,true,true,true,exact_point_and_edge_coverage
Q68,C,15,15,14,14,OTTTO,OTTTO,true,true,true,exact_point_and_edge_coverage
Q69,C,11,11,10,10,RICCS,RICCS,true,true,true,exact_point_and_edge_coverage
Q7,C,6,6,5,5,AVE,AVE,true,true,true,exact_point_and_edge_coverage
Q70,C,8,8,7,7,SAKES,SAKES,true,true,true,exact_point_and_edge_coverage
Q71,C,10,10,9,9,PSB,PSB,true,true,true,exact_point_and_edge_coverage
Q72,C,4,4,3,3,RAMAY,RAMAY,true,true,true,exact_point_and_edge_coverage
Q73,C,20,20,19,19,CORDU,CORDU,true,true,true,exact_point_and_edge_coverage
Q74,C,6,6,5,5,DEANN,DEANN,true,true,true,exact_point_and_edge_coverage
Q75,C,28,28,27,27,COPLY,COPLY,true,true,true,exact_point_and_edge_coverage
Q77,C,11,11,10,10,HRTWL,HRTWL,true,true,true,exact_point_and_edge_coverage
Q78,C,3,3,2,2,TOADD,TOADD,true,true,true,exact_point_and_edge_coverage
Q79,C,15,15,14,14,IIU,IIU,true,true,true,exact_point_and_edge_coverage
Q8,A,4,4,3,3,TED,TED,true,true,true,exact_point_and_edge_coverage
Q80,C,15,15,14,14,OTTTO,OTTTO,true,true,true,exact_point_and_edge_coverage
Q801,A,14,14,13,13,TED,TED,true,true,true,gap_requires_policy
Q806,C,6,6,5,5,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
Q81,C,14,14,13,13,HONID,HONID,true,true,true,exact_point_and_edge_coverage
Q811,A,11,11,10,10,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q812,C,18,18,17,17,GAYEL,GAYEL,true,true,true,gap_requires_policy
Q816,C,10,10,9,9,HANAA,HANAA,true,true,true,gap_requires_policy
Q818,C,13,13,12,12,GAYEL,GAYEL,true,true,true,gap_requires_policy
Q82,C,10,10,9,9,PONCT,PONCT,true,true,true,exact_point_and_edge_coverage
Q822,C,14,14,13,13,U.S. CANADIAN BORDER-3,U.S. CANADIAN BORDER-3,true,true,true,gap_requires_policy
Q824,C,4,4,3,3,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q828,C,3,3,2,2,DLH,DLH,true,true,true,exact_point_and_edge_coverage
Q83,C,9,9,8,8,GSO,GSO,true,true,true,exact_point_and_edge_coverage
Q834,C,4,4,3,3,DLH,DLH,true,true,true,exact_point_and_edge_coverage
Q84,C,5,5,4,4,CAM,CAM,true,true,true,exact_point_and_edge_coverage
Q842,C,12,12,11,11,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q844,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q848,C,4,4,3,3,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q85,C,13,13,12,12,CRPLR,CRPLR,true,true,true,exact_point_and_edge_coverage
Q86,C,6,6,5,5,PLNDL,PLNDL,true,true,true,exact_point_and_edge_coverage
Q864,C,4,4,3,3,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
Q87,C,26,26,25,25,HURTS,HURTS,true,true,true,exact_point_and_edge_coverage
Q88,C,18,18,17,17,DKOTA,DKOTA,true,true,true,exact_point_and_edge_coverage
Q89,C,9,9,8,8,SMTTH,SMTTH,true,true,true,exact_point_and_edge_coverage
Q9,C,7,7,6,6,DERBB,DERBB,true,true,true,exact_point_and_edge_coverage
Q90,C,14,14,13,13,WELKY,WELKY,true,true,true,exact_point_and_edge_coverage
Q902,A,21,21,20,20,SEA,SEA,true,true,true,gap_requires_policy
Q905,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q907,C,9,9,8,8,U.S. CANADIAN BORDER-4,U.S. CANADIAN BORDER-4,true,true,true,gap_requires_policy
Q913,C,4,4,3,3,TOPPS,TOPPS,true,true,true,exact_point_and_edge_coverage
Q917,C,11,11,10,10,WOZEE,WOZEE,true,true,true,gap_requires_policy
Q92,C,6,6,5,5,JORDY,JORDY,true,true,true,exact_point_and_edge_coverage
Q923,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q924,C,10,10,9,9,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q93,C,23,23,22,22,HEVAN,HEVAN,true,true,true,exact_point_and_edge_coverage
Q935,C,14,14,13,13,BOS,BOS,true,true,true,gap_requires_policy
Q937,C,4,4,3,3,KRAZZ,KRAZZ,true,true,true,exact_point_and_edge_coverage
Q94,C,3,3,2,2,ROOLL,ROOLL,true,true,true,exact_point_and_edge_coverage
Q945,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q951,C,15,15,14,14,U.S. CANADIAN BORDER-5,U.S. CANADIAN BORDER-5,true,true,true,gap_requires_policy
Q96,C,10,10,9,9,KIMMR,KIMMR,true,true,true,exact_point_and_edge_coverage
Q97,C,32,32,31,31,PQI,PQI,true,true,true,exact_point_and_edge_coverage
Q971,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
Q98,C,6,6,5,5,PEEWE,PEEWE,true,true,true,exact_point_and_edge_coverage
Q99,C,17,17,16,16,HURLE,HURLE,true,true,true,exact_point_and_edge_coverage
R2,A,4,4,3,3,PDN,PDN,true,true,true,exact_point_and_edge_coverage
R2010,A,15,15,14,14,COBSU,COBSU,true,true,true,exact_point_and_edge_coverage
R2015,A,19,19,18,18,SSR,SSR,true,true,true,exact_point_and_edge_coverage
R2020,A,7,7,6,6,TAWMO,TAWMO,true,true,true,exact_point_and_edge_coverage
R2025,A,5,5,4,4,VAZPU,VAZPU,true,true,true,exact_point_and_edge_coverage
R204,C,5,5,4,4,KALIN,KALIN,true,true,true,gap_requires_policy
R220,C,15,15,14,14,NIPPI,NIPPI,true,true,true,exact_point_and_edge_coverage
R330,C,2,2,1,1,SYA,SYA,true,true,true,exact_point_and_edge_coverage
R332,C,2,2,1,1,VAVEE,VAVEE,true,true,true,exact_point_and_edge_coverage
R337,C,2,2,1,1,ROR,ROR,true,true,true,exact_point_and_edge_coverage
R338,A,9,9,8,8,HEDMI,HEDMI,true,true,true,exact_point_and_edge_coverage
R341,C,7,7,6,6,ODK,ODK,true,true,true,exact_point_and_edge_coverage
R35,A,3,3,2,2,ADLEN,ADLEN,true,true,true,exact_point_and_edge_coverage
R451,C,6,6,5,5,ADK,ADK,true,true,true,exact_point_and_edge_coverage
R463,C,10,10,9,9,ALCOA,ALCOA,true,true,true,exact_point_and_edge_coverage
R464,C,8,8,7,7,BEBOP,BEBOP,true,true,true,exact_point_and_edge_coverage
R465,C,9,9,8,8,CINNY,CINNY,true,true,true,exact_point_and_edge_coverage
R507,C,8,8,7,7,UTAHS,UTAHS,true,true,true,gap_requires_policy
R56,C,5,5,4,4,SLATN,SLATN,true,true,true,exact_point_and_edge_coverage
R576,C,11,11,10,10,DINTY,DINTY,true,true,true,exact_point_and_edge_coverage
R577,C,13,13,12,12,ELKEY,ELKEY,true,true,true,exact_point_and_edge_coverage
R578,C,9,9,8,8,FICKY,FICKY,true,true,true,exact_point_and_edge_coverage
R580,C,13,13,12,12,HAMND,HAMND,true,true,true,exact_point_and_edge_coverage
R584,C,24,24,23,23,KEITH,KEITH,true,true,true,exact_point_and_edge_coverage
R585,C,5,5,4,4,AUDIA,AUDIA,true,true,true,exact_point_and_edge_coverage
R595,C,4,4,3,3,KEITH,KEITH,true,true,true,exact_point_and_edge_coverage
R628,C,6,6,5,5,ZQA,ZQA,true,true,true,exact_point_and_edge_coverage
R760,C,3,3,2,2,PJM,PJM,true,true,true,exact_point_and_edge_coverage
