airwayId,airwayLocation,sourcePointRowCount,cleanOccurrenceCount,sourceExpectedAdjacentEdgeCount,cleanNextEdgeCount,sourceTerminalPoint,cleanTerminalPoint,pointCountMatches,edgeCountMatches,terminalPointMatches,coverageStatus
V12,H,13,13,12,12,SHARK,SHARK,true,true,true,exact_point_and_edge_coverage
V120,C,54,54,53,53,ALO,ALO,true,true,true,gap_requires_policy
V121,C,29,29,28,28,DLN,DLN,true,true,true,exact_point_and_edge_coverage
V122,C,21,21,20,20,REO,REO,true,true,true,exact_point_and_edge_coverage
V123,C,36,36,35,35,CAM,CAM,true,true,true,exact_point_and_edge_coverage
V124,C,12,12,11,11,HILLE,HILLE,true,true,true,exact_point_and_edge_coverage
V128,C,10,10,9,9,CSN,CSN,true,true,true,exact_point_and_edge_coverage
V129,C,31,31,30,30,INL,INL,true,true,true,exact_point_and_edge_coverage
V13,C,69,69,68,68,FGT,FGT,true,true,true,gap_requires_policy
V13,H,7,7,6,6,TOADS,TOADS,true,true,true,exact_point_and_edge_coverage
V132,C,26,26,25,25,LENOX,LENOX,true,true,true,gap_requires_policy
V133,C,28,28,27,27,U.S. CANADIAN BORDER-6,U.S. CANADIAN BORDER-6,true,true,true,gap_requires_policy
V134,C,23,23,22,22,FQF,FQF,true,true,true,gap_requires_policy
V135,C,17,17,16,16,TPH,TPH,true,true,true,exact_point_and_edge_coverage
V136,C,33,33,32,32,CRE,CRE,true,true,true,exact_point_and_edge_coverage
V137,C,22,22,21,21,AVE,AVE,true,true,true,exact_point_and_edge_coverage
V138,C,19,19,18,18,OVR,OVR,true,true,true,gap_requires_policy
V139,C,62,62,61,61,ENE,ENE,true,true,true,gap_requires_policy
V14,C,31,31,30,30,STL,STL,true,true,true,gap_requires_policy
V140,C,48,48,47,47,CSN,CSN,true,true,true,gap_requires_policy
V141,C,8,8,7,7,BOS,BOS,true,true,true,gap_requires_policy
V142,C,11,11,10,10,OCS,OCS,true,true,true,exact_point_and_edge_coverage
V143,C,27,27,26,26,ARD,ARD,true,true,true,exact_point_and_edge_coverage
V144,C,10,10,9,9,LDN,LDN,true,true,true,gap_requires_policy
V146,C,12,12,11,11,ACK,ACK,true,true,true,exact_point_and_edge_coverage
V147,C,12,12,11,11,ROC,ROC,true,true,true,gap_requires_policy
V148,C,36,36,35,35,CMX,CMX,true,true,true,gap_requires_policy
V15,C,31,31,30,30,MOT,MOT,true,true,true,gap_requires_policy
V15,H,27,27,26,26,MAITI,MAITI,true,true,true,exact_point_and_edge_coverage
V150,C,10,10,9,9,SAC,SAC,true,true,true,exact_point_and_edge_coverage
V152,C,6,6,5,5,OMN,OMN,true,true,true,exact_point_and_edge_coverage
V154,C,9,9,8,8,SAV,SAV,true,true,true,gap_requires_policy
V155,C,25,25,24,24,BRV,BRV,true,true,true,gap_requires_policy
V156,C,4,4,3,3,MZV,MZV,true,true,true,exact_point_and_edge_coverage
V157,C,55,55,54,54,ALB,ALB,true,true,true,gap_requires_policy
V158,C,4,4,3,3,DBQ,DBQ,true,true,true,exact_point_and_edge_coverage
V159,C,56,56,55,55,OVR,OVR,true,true,true,gap_requires_policy
V16,C,126,126,125,125,CREAM,CREAM,true,true,true,gap_requires_policy
V16,H,24,24,23,23,ITO,ITO,true,true,true,exact_point_and_edge_coverage
V160,C,17,17,16,16,SNY,SNY,true,true,true,exact_point_and_edge_coverage
V161,C,35,35,34,34,GEP,GEP,true,true,true,gap_requires_policy
V162,C,9,9,8,8,HUO,HUO,true,true,true,gap_requires_policy
V163,C,24,24,23,23,AGJ,AGJ,true,true,true,gap_requires_policy
V164,C,4,4,3,3,ETX,ETX,true,true,true,exact_point_and_edge_coverage
V165,C,63,63,62,62,CVV,CVV,true,true,true,gap_requires_policy
V166,C,24,24,23,23,SIE,SIE,true,true,true,exact_point_and_edge_coverage
V167,C,23,23,22,22,ENE,ENE,true,true,true,exact_point_and_edge_coverage
V168,C,12,12,11,11,RRS,RRS,true,true,true,exact_point_and_edge_coverage
V169,C,26,26,25,25,BIS,BIS,true,true,true,exact_point_and_edge_coverage
V17,C,54,54,53,53,GLD,GLD,true,true,true,gap_requires_policy
V17,H,6,6,5,5,REXIE,REXIE,true,true,true,gap_requires_policy
V170,C,51,51,50,50,POLLA,POLLA,true,true,true,gap_requires_policy
V171,C,28,28,27,27,GFK,GFK,true,true,true,gap_requires_policy
V172,C,15,15,14,14,CID,CID,true,true,true,exact_point_and_edge_coverage
V173,C,5,5,4,4,EON,EON,true,true,true,exact_point_and_edge_coverage
V175,C,15,15,14,14,AXN,AXN,true,true,true,gap_requires_policy
V178,C,17,17,16,16,BLF,BLF,true,true,true,gap_requires_policy
V179,C,12,12,11,11,HUSKY,HUSKY,true,true,true,exact_point_and_edge_coverage
V18,C,23,23,22,22,CHS,CHS,true,true,true,gap_requires_policy
V181,C,16,16,15,15,GFK,GFK,true,true,true,gap_requires_policy
V182,C,27,27,26,26,MQG,MQG,true,true,true,exact_point_and_edge_coverage
V183,C,5,5,4,4,EHF,EHF,true,true,true,exact_point_and_edge_coverage
V184,C,20,20,19,19,ZIGGI,ZIGGI,true,true,true,exact_point_and_edge_coverage
V185,C,11,11,10,10,VXV,VXV,true,true,true,gap_requires_policy
V186,C,23,23,22,22,PGY,PGY,true,true,true,exact_point_and_edge_coverage
V187,C,74,74,73,73,AST,AST,true,true,true,gap_requires_policy
V188,C,18,18,17,17,GON,GON,true,true,true,exact_point_and_edge_coverage
V190,C,33,33,32,32,BVO,BVO,true,true,true,exact_point_and_edge_coverage
V191,C,38,38,37,37,GPZ,GPZ,true,true,true,exact_point_and_edge_coverage
V192,C,6,6,5,5,VHP,VHP,true,true,true,exact_point_and_edge_coverage
V193,C,10,10,9,9,SSM,SSM,true,true,true,exact_point_and_edge_coverage
V194,C,27,27,26,26,TYI,TYI,true,true,true,gap_requires_policy
V195,C,18,18,17,17,FOT,FOT,true,true,true,gap_requires_policy
V197,C,13,13,12,12,EHF,EHF,true,true,true,exact_point_and_edge_coverage
V198,C,64,64,63,63,CRG,CRG,true,true,true,gap_requires_policy
V199,C,16,16,15,15,RBL,RBL,true,true,true,exact_point_and_edge_coverage
V2,C,79,79,78,78,ODI,ODI,true,true,true,gap_requires_policy
V2,H,18,18,17,17,ITO,ITO,true,true,true,exact_point_and_edge_coverage
V20,C,72,72,71,71,RIC,RIC,true,true,true,gap_requires_policy
V20,H,12,12,11,11,KOA,KOA,true,true,true,exact_point_and_edge_coverage
V200,C,29,29,28,28,RLG,RLG,true,true,true,gap_requires_policy
V201,C,4,4,3,3,PMD,PMD,true,true,true,exact_point_and_edge_coverage
V202,C,6,6,5,5,TCS,TCS,true,true,true,exact_point_and_edge_coverage
V204,C,23,23,22,22,GEG,GEG,true,true,true,exact_point_and_edge_coverage
V207,C,5,5,4,4,BFF,BFF,true,true,true,exact_point_and_edge_coverage
V208,C,37,37,36,36,CKW,CKW,true,true,true,exact_point_and_edge_coverage
V209,C,12,12,11,11,GAD,GAD,true,true,true,gap_requires_policy
V21,C,78,78,77,77,YQL,YQL,true,true,true,gap_requires_policy
V21,H,20,20,19,19,SCOON,SCOON,true,true,true,exact_point_and_edge_coverage
V210,C,53,53,52,52,ARD,ARD,true,true,true,gap_requires_policy
V211,C,11,11,10,10,CEZ,CEZ,true,true,true,exact_point_and_edge_coverage
V212,C,14,14,13,13,MCB,MCB,true,true,true,exact_point_and_edge_coverage
V213,C,40,40,39,39,ALB,ALB,true,true,true,gap_requires_policy
V216,C,13,13,12,12,JVL,JVL,true,true,true,gap_requires_policy
V217,C,23,23,22,22,HIB,HIB,true,true,true,exact_point_and_edge_coverage
V218,C,13,13,12,12,GEP,GEP,true,true,true,exact_point_and_edge_coverage
V22,H,18,18,17,17,SCOON,SCOON,true,true,true,exact_point_and_edge_coverage
V220,C,31,31,30,30,EAR,EAR,true,true,true,exact_point_and_edge_coverage
V221,C,8,8,7,7,SHB,SHB,true,true,true,exact_point_and_edge_coverage
V222,C,39,39,38,38,TIROE,TIROE,true,true,true,gap_requires_policy
V223,C,4,4,3,3,FLUKY,FLUKY,true,true,true,exact_point_and_edge_coverage
V225,C,7,7,6,6,RSW,RSW,true,true,true,exact_point_and_edge_coverage
V226,C,11,11,10,10,STW,STW,true,true,true,exact_point_and_edge_coverage
V227,C,4,4,3,3,RBS,RBS,true,true,true,exact_point_and_edge_coverage
V228,C,10,10,9,9,GIJ,GIJ,true,true,true,gap_requires_policy
V229,C,5,5,4,4,PANZE,PANZE,true,true,true,exact_point_and_edge_coverage
V23,C,79,79,78,78,PAE,PAE,true,true,true,gap_requires_policy
V23,H,3,3,2,2,FIRES,FIRES,true,true,true,exact_point_and_edge_coverage
V230,C,18,18,17,17,MVA,MVA,true,true,true,exact_point_and_edge_coverage
V231,C,20,20,19,19,FCA,FCA,true,true,true,exact_point_and_edge_coverage
V232,C,9,9,8,8,COL,COL,true,true,true,exact_point_and_edge_coverage
V233,C,7,7,6,6,RBS,RBS,true,true,true,exact_point_and_edge_coverage
V234,C,30,30,29,29,ENL,ENL,true,true,true,gap_requires_policy
V235,C,27,27,26,26,ECS,ECS,true,true,true,gap_requires_policy
V236,C,3,3,2,2,OGD,OGD,true,true,true,exact_point_and_edge_coverage
V237,C,7,7,6,6,LAS,LAS,true,true,true,exact_point_and_edge_coverage
V239,C,5,5,4,4,HLV,HLV,true,true,true,exact_point_and_edge_coverage
V24,C,27,27,26,26,VHP,VHP,true,true,true,gap_requires_policy
V24,H,2,2,1,1,OGG,OGG,true,true,true,exact_point_and_edge_coverage
V240,C,9,9,8,8,SJI,SJI,true,true,true,exact_point_and_edge_coverage
V241,C,21,21,20,20,RSVLT,RSVLT,true,true,true,exact_point_and_edge_coverage
V243,C,15,15,14,14,HEFIN,HEFIN,true,true,true,exact_point_and_edge_coverage
V244,C,52,52,51,51,SLN,SLN,true,true,true,exact_point_and_edge_coverage
V245,C,3,3,2,2,IGB,IGB,true,true,true,exact_point_and_edge_coverage
V246,C,4,4,3,3,DBQ,DBQ,true,true,true,exact_point_and_edge_coverage
V247,C,26,26,25,25,HLN,HLN,true,true,true,exact_point_and_edge_coverage
V248,C,12,12,11,11,EHF,EHF,true,true,true,exact_point_and_edge_coverage
V249,C,14,14,13,13,DNY,DNY,true,true,true,exact_point_and_edge_coverage
V25,C,65,65,64,64,EAT,EAT,true,true,true,exact_point_and_edge_coverage
V25,H,8,8,7,7,CLUTS,CLUTS,true,true,true,exact_point_and_edge_coverage
V251,C,4,4,3,3,CMI,CMI,true,true,true,exact_point_and_edge_coverage
V252,C,29,29,28,28,DQO,DQO,true,true,true,exact_point_and_edge_coverage
V253,C,26,26,25,25,GEG,GEG,true,true,true,exact_point_and_edge_coverage
V254,C,9,9,8,8,GGW,GGW,true,true,true,exact_point_and_edge_coverage
V255,C,5,5,4,4,HYS,HYS,true,true,true,exact_point_and_edge_coverage
V256,C,6,6,5,5,HUT,HUT,true,true,true,exact_point_and_edge_coverage
V257,C,63,63,62,62,HVR,HVR,true,true,true,exact_point_and_edge_coverage
V259,C,14,14,13,13,HMV,HMV,true,true,true,gap_requires_policy
V26,C,38,38,37,37,EAU,EAU,true,true,true,gap_requires_policy
V260,C,3,3,2,2,HPW,HPW,true,true,true,exact_point_and_edge_coverage
V261,C,5,5,4,4,MHK,MHK,true,true,true,exact_point_and_edge_coverage
V263,C,35,35,34,34,ABR,ABR,true,true,true,gap_requires_policy
V264,C,27,27,26,26,TCC,TCC,true,true,true,gap_requires_policy
V265,C,16,16,15,15,ETG,ETG,true,true,true,exact_point_and_edge_coverage
V266,C,13,13,12,12,ECG,ECG,true,true,true,gap_requires_policy
V267,C,23,23,22,22,CORCE,CORCE,true,true,true,exact_point_and_edge_coverage
V268,C,42,42,41,41,AUG,AUG,true,true,true,exact_point_and_edge_coverage
V269,C,33,33,32,32,EUG,EUG,true,true,true,exact_point_and_edge_coverage
V27,C,88,88,87,87,SEA,SEA,true,true,true,exact_point_and_edge_coverage
V270,C,8,8,7,7,BOS,BOS,true,true,true,exact_point_and_edge_coverage
V272,C,3,3,2,2,IRW,IRW,true,true,true,exact_point_and_edge_coverage
V273,C,6,6,5,5,HNK,HNK,true,true,true,exact_point_and_edge_coverage
V274,C,10,10,9,9,MBS,MBS,true,true,true,gap_requires_policy
V275,C,4,4,3,3,KLOEE,KLOEE,true,true,true,exact_point_and_edge_coverage
V276,C,19,19,18,18,PREPI,PREPI,true,true,true,exact_point_and_edge_coverage
V277,C,5,5,4,4,FWA,FWA,true,true,true,exact_point_and_edge_coverage
V278,C,31,31,30,30,VUZ,VUZ,true,true,true,gap_requires_policy
V279,C,5,5,4,4,FBC,FBC,true,true,true,exact_point_and_edge_coverage
V28,C,11,11,10,10,FMG,FMG,true,true,true,exact_point_and_edge_coverage
V280,C,32,32,31,31,TOP,TOP,true,true,true,exact_point_and_edge_coverage
V281,C,6,6,5,5,MWH,MWH,true,true,true,exact_point_and_edge_coverage
V283,C,18,18,17,17,BLD,BLD,true,true,true,exact_point_and_edge_coverage
V284,C,3,3,2,2,VCN,VCN,true,true,true,exact_point_and_edge_coverage
V286,C,8,8,7,7,BRV,BRV,true,true,true,exact_point_and_edge_coverage
V287,C,32,32,31,31,CVV,CVV,true,true,true,exact_point_and_edge_coverage
V288,C,6,6,5,5,FBR,FBR,true,true,true,exact_point_and_edge_coverage
V289,C,30,30,29,29,VIH,VIH,true,true,true,exact_point_and_edge_coverage
V29,C,19,19,18,18,SYR,SYR,true,true,true,exact_point_and_edge_coverage
V290,C,13,13,12,12,PUNGO,PUNGO,true,true,true,gap_requires_policy
V291,C,25,25,24,24,PGS,PGS,true,true,true,exact_point_and_edge_coverage
V292,C,11,11,10,10,BOS,BOS,true,true,true,gap_requires_policy
V293,C,32,32,31,31,DNJ,DNJ,true,true,true,gap_requires_policy
V294,C,9,9,8,8,CVA,CVA,true,true,true,exact_point_and_edge_coverage
V296,C,12,12,11,11,ILM,ILM,true,true,true,exact_point_and_edge_coverage
V298,C,38,38,37,37,GCC,GCC,true,true,true,gap_requires_policy
V299,C,8,8,7,7,GMN,GMN,true,true,true,exact_point_and_edge_coverage
V3,C,85,85,84,84,BOS,BOS,true,true,true,gap_requires_policy
V3,H,6,6,5,5,PARIS,PARIS,true,true,true,exact_point_and_edge_coverage
V30,C,12,12,11,11,SBJ,SBJ,true,true,true,gap_requires_policy
V300,C,9,9,8,8,U.S. CANADIAN BORDER-8,U.S. CANADIAN BORDER-8,true,true,true,gap_requires_policy
V301,A,5,5,4,4,FYU,FYU,true,true,true,exact_point_and_edge_coverage
V301,C,13,13,12,12,ILA,ILA,true,true,true,exact_point_and_edge_coverage
V302,A,5,5,4,4,FYU,FYU,true,true,true,exact_point_and_edge_coverage
V302,C,3,3,2,2,ANCOR,ANCOR,true,true,true,exact_point_and_edge_coverage
V303,C,5,5,4,4,FSM,FSM,true,true,true,exact_point_and_edge_coverage
V305,C,16,16,15,15,VHP,VHP,true,true,true,gap_requires_policy
V306,C,21,21,20,20,LCH,LCH,true,true,true,exact_point_and_edge_coverage
V308,A,5,5,4,4,SQA,SQA,true,true,true,exact_point_and_edge_coverage
V309,A,3,3,2,2,ANN,ANN,true,true,true,exact_point_and_edge_coverage
V309,C,7,7,6,6,AIR,AIR,true,true,true,exact_point_and_edge_coverage
V310,C,26,26,25,25,ECG,ECG,true,true,true,exact_point_and_edge_coverage
V311,A,8,8,7,7,BKA,BKA,true,true,true,exact_point_and_edge_coverage
V311,C,8,8,7,7,ELW,ELW,true,true,true,exact_point_and_edge_coverage
V312,C,17,17,16,16,PREPI,PREPI,true,true,true,exact_point_and_edge_coverage
V313,C,4,4,3,3,AXC,AXC,true,true,true,exact_point_and_edge_coverage
V315,C,2,2,1,1,PGO,PGO,true,true,true,exact_point_and_edge_coverage
V316,C,3,3,2,2,SAW,SAW,true,true,true,exact_point_and_edge_coverage
V317,A,15,15,14,14,HAPIT,HAPIT,true,true,true,exact_point_and_edge_coverage
V317,C,5,5,4,4,IPL,IPL,true,true,true,exact_point_and_edge_coverage
V319,A,28,28,27,27,HPB,HPB,true,true,true,gap_requires_policy
V319,C,6,6,5,5,COD,COD,true,true,true,exact_point_and_edge_coverage
V32,C,26,26,25,25,FBR,FBR,true,true,true,exact_point_and_edge_coverage
V320,A,15,15,14,14,JOH,JOH,true,true,true,gap_requires_policy
V320,C,11,11,10,10,MBS,MBS,true,true,true,exact_point_and_edge_coverage
V321,A,9,9,8,8,HOM,HOM,true,true,true,exact_point_and_edge_coverage
V321,C,24,24,23,23,LVT,LVT,true,true,true,exact_point_and_edge_coverage
V322,A,5,5,4,4,HOM,HOM,true,true,true,exact_point_and_edge_coverage
V323,C,8,8,7,7,WILMS,WILMS,true,true,true,exact_point_and_edge_coverage
V324,C,5,5,4,4,RLY,RLY,true,true,true,exact_point_and_edge_coverage
V325,C,11,11,10,10,FEWER,FEWER,true,true,true,gap_requires_policy
V326,C,5,5,4,4,VNY,VNY,true,true,true,exact_point_and_edge_coverage
V327,C,8,8,7,7,FLG,FLG,true,true,true,exact_point_and_edge_coverage
V328,C,24,24,23,23,DVV,DVV,true,true,true,exact_point_and_edge_coverage
V33,C,13,13,12,12,ETG,ETG,true,true,true,exact_point_and_edge_coverage
V330,C,18,18,17,17,DDY,DDY,true,true,true,gap_requires_policy
V332,C,7,7,6,6,RBL,RBL,true,true,true,exact_point_and_edge_coverage
V333,A,8,8,7,7,OME,OME,true,true,true,exact_point_and_edge_coverage
V333,C,9,9,8,8,HYK,HYK,true,true,true,gap_requires_policy
V334,A,8,8,7,7,TED,TED,true,true,true,exact_point_and_edge_coverage
V334,C,6,6,5,5,SAC,SAC,true,true,true,exact_point_and_edge_coverage
V336,C,6,6,5,5,EPH,EPH,true,true,true,exact_point_and_edge_coverage
V338,C,4,4,3,3,SWR,SWR,true,true,true,exact_point_and_edge_coverage
V34,C,23,23,22,22,ACK,ACK,true,true,true,exact_point_and_edge_coverage
V341,C,13,13,12,12,GRB,GRB,true,true,true,exact_point_and_edge_coverage
V343,C,13,13,12,12,EVVER,EVVER,true,true,true,exact_point_and_edge_coverage
V344,C,10,10,9,9,FAR,FAR,true,true,true,exact_point_and_edge_coverage
V345,C,5,5,4,4,EAU,EAU,true,true,true,exact_point_and_edge_coverage
V347,C,3,3,2,2,HCH,HCH,true,true,true,exact_point_and_edge_coverage
V35,C,42,42,41,41,SFK,SFK,true,true,true,gap_requires_policy
V350,A,7,7,6,6,OME,OME,true,true,true,exact_point_and_edge_coverage
V351,A,2,2,1,1,PDN,PDN,true,true,true,exact_point_and_edge_coverage
V354,C,8,8,7,7,EMP,EMP,true,true,true,exact_point_and_edge_coverage
V355,C,4,4,3,3,SPS,SPS,true,true,true,exact_point_and_edge_coverage
V356,C,5,5,4,4,DVV,DVV,true,true,true,gap_requires_policy
V357,A,7,7,6,6,HOM,HOM,true,true,true,exact_point_and_edge_coverage
V357,C,17,17,16,16,EAT,EAT,true,true,true,exact_point_and_edge_coverage
V358,C,8,8,7,7,ACT,ACT,true,true,true,exact_point_and_edge_coverage
V359,C,4,4,3,3,LRD,LRD,true,true,true,exact_point_and_edge_coverage
V361,C,19,19,18,18,CYS,CYS,true,true,true,exact_point_and_edge_coverage
V363,C,14,14,13,13,POM,POM,true,true,true,exact_point_and_edge_coverage
V364,C,5,5,4,4,HMV,HMV,true,true,true,exact_point_and_edge_coverage
V365,C,26,26,25,25,CTB,CTB,true,true,true,gap_requires_policy
V366,C,7,7,6,6,FQF,FQF,true,true,true,exact_point_and_edge_coverage
V367,C,3,3,2,2,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
V368,C,7,7,6,6,RSK,RSK,true,true,true,exact_point_and_edge_coverage
V37,C,36,36,35,35,EWC,EWC,true,true,true,exact_point_and_edge_coverage
V370,C,13,13,12,12,TNP,TNP,true,true,true,exact_point_and_edge_coverage
V372,C,11,11,10,10,BLH,BLH,true,true,true,exact_point_and_edge_coverage
V373,C,4,4,3,3,SDZ,SDZ,true,true,true,exact_point_and_edge_coverage
V374,C,18,18,17,17,MVY,MVY,true,true,true,exact_point_and_edge_coverage
V375,C,4,4,3,3,FLUKY,FLUKY,true,true,true,exact_point_and_edge_coverage
V376,C,10,10,9,9,IRONS,IRONS,true,true,true,exact_point_and_edge_coverage
V377,C,9,9,8,8,HAR,HAR,true,true,true,exact_point_and_edge_coverage
V378,C,9,9,8,8,MXE,MXE,true,true,true,exact_point_and_edge_coverage
V379,C,3,3,2,2,ENO,ENO,true,true,true,exact_point_and_edge_coverage
V38,C,40,40,39,39,LNSKY,LNSKY,true,true,true,gap_requires_policy
V381,C,3,3,2,2,NIKOL,NIKOL,true,true,true,exact_point_and_edge_coverage
V382,C,4,4,3,3,DRO,DRO,true,true,true,exact_point_and_edge_coverage
V384,C,4,4,3,3,VXV,VXV,true,true,true,exact_point_and_edge_coverage
V385,A,7,7,6,6,UNK,UNK,true,true,true,exact_point_and_edge_coverage
V385,C,3,3,2,2,ABI,ABI,true,true,true,exact_point_and_edge_coverage
V386,C,15,15,14,14,PSP,PSP,true,true,true,exact_point_and_edge_coverage
V387,C,4,4,3,3,REX,REX,true,true,true,gap_requires_policy
V388,A,3,3,2,2,ENA,ENA,true,true,true,exact_point_and_edge_coverage
V388,C,10,10,9,9,PSP,PSP,true,true,true,exact_point_and_edge_coverage
V389,C,11,11,10,10,FQF,FQF,true,true,true,exact_point_and_edge_coverage
V39,C,50,50,49,49,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,gap_requires_policy
V391,C,14,14,13,13,OCS,OCS,true,true,true,exact_point_and_edge_coverage
V392,C,14,14,13,13,FMG,FMG,true,true,true,exact_point_and_edge_coverage
V393,C,5,5,4,4,U.S. MEXICAN BORDER-1,U.S. MEXICAN BORDER-1,true,true,true,exact_point_and_edge_coverage
V394,C,20,20,19,19,MMM,MMM,true,true,true,exact_point_and_edge_coverage
V395,C,5,5,4,4,U.S. MEXICAN BORDER-1,U.S. MEXICAN BORDER-1,true,true,true,exact_point_and_edge_coverage
V398,C,6,6,5,5,RST,RST,true,true,true,exact_point_and_edge_coverage
V399,C,9,9,8,8,EON,EON,true,true,true,exact_point_and_edge_coverage
V4,C,120,120,119,119,AML,AML,true,true,true,gap_requires_policy
V4,H,5,5,4,4,BINJO,BINJO,true,true,true,exact_point_and_edge_coverage
V401,C,5,5,4,4,DDY,DDY,true,true,true,exact_point_and_edge_coverage
V402,C,8,8,7,7,MMB,MMB,true,true,true,exact_point_and_edge_coverage
V403,C,6,6,5,5,SBJ,SBJ,true,true,true,exact_point_and_edge_coverage
V404,C,4,4,3,3,SPS,SPS,true,true,true,exact_point_and_edge_coverage
V405,C,23,23,22,22,MVY,MVY,true,true,true,exact_point_and_edge_coverage
V407,C,22,22,21,21,ELD,ELD,true,true,true,exact_point_and_edge_coverage
V408,C,11,11,10,10,FJC,FJC,true,true,true,exact_point_and_edge_coverage
V409,C,6,6,5,5,RDU,RDU,true,true,true,exact_point_and_edge_coverage
V412,C,3,3,2,2,FCM,FCM,true,true,true,exact_point_and_edge_coverage
V413,C,9,9,8,8,IWD,IWD,true,true,true,exact_point_and_edge_coverage
V415,C,15,15,14,14,LOCKS,LOCKS,true,true,true,gap_requires_policy
V417,C,19,19,18,18,CHS,CHS,true,true,true,gap_requires_policy
V419,C,18,18,17,17,BRISS,BRISS,true,true,true,exact_point_and_edge_coverage
V420,C,6,6,5,5,TVC,TVC,true,true,true,exact_point_and_edge_coverage
V421,C,25,25,24,24,HAHNS,HAHNS,true,true,true,exact_point_and_edge_coverage
V422,C,3,3,2,2,FBC,FBC,true,true,true,exact_point_and_edge_coverage
V423,C,3,3,2,2,CFB,CFB,true,true,true,exact_point_and_edge_coverage
V425,C,4,4,3,3,AXSIS,AXSIS,true,true,true,exact_point_and_edge_coverage
V427,A,9,9,8,8,NONDA,NONDA,true,true,true,exact_point_and_edge_coverage
V428,A,3,3,2,2,SSR,SSR,true,true,true,exact_point_and_edge_coverage
V429,C,6,6,5,5,JOT,JOT,true,true,true,exact_point_and_edge_coverage
V430,C,46,46,45,45,IWD,IWD,true,true,true,gap_requires_policy
V431,C,5,5,4,4,GDM,GDM,true,true,true,exact_point_and_edge_coverage
V432,C,2,2,1,1,PKE,PKE,true,true,true,gap_requires_policy
V433,C,37,37,36,36,SYR,SYR,true,true,true,exact_point_and_edge_coverage
V434,C,17,17,16,16,VHP,VHP,true,true,true,exact_point_and_edge_coverage
V435,A,4,4,3,3,ENA,ENA,true,true,true,exact_point_and_edge_coverage
V436,A,9,9,8,8,FAI,FAI,true,true,true,exact_point_and_edge_coverage
V436,C,6,6,5,5,TUL,TUL,true,true,true,exact_point_and_edge_coverage
V437,C,29,29,28,28,FLO,FLO,true,true,true,exact_point_and_edge_coverage
V438,A,37,37,36,36,BRW,BRW,true,true,true,gap_requires_policy
V438,C,2,2,1,1,LUCKE,LUCKE,true,true,true,exact_point_and_edge_coverage
V439,A,5,5,4,4,HOM,HOM,true,true,true,exact_point_and_edge_coverage
V439,C,6,6,5,5,ISN,ISN,true,true,true,exact_point_and_edge_coverage
V44,C,50,50,49,49,ALB,ALB,true,true,true,gap_requires_policy
V440,A,37,37,36,36,MOCKA,MOCKA,true,true,true,gap_requires_policy
V440,C,6,6,5,5,IRW,IRW,true,true,true,exact_point_and_edge_coverage
V441,A,6,6,5,5,TED,TED,true,true,true,exact_point_and_edge_coverage
V441,C,23,23,22,22,SAV,SAV,true,true,true,exact_point_and_edge_coverage
V442,C,9,9,8,8,PKE,PKE,true,true,true,exact_point_and_edge_coverage
V444,A,20,20,19,19,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
V444,C,17,17,16,16,BYI,BYI,true,true,true,gap_requires_policy
V445,A,6,6,5,5,BTT,BTT,true,true,true,exact_point_and_edge_coverage
V448,C,42,42,41,41,FCA,FCA,true,true,true,exact_point_and_edge_coverage
V45,C,36,36,35,35,SSM,SSM,true,true,true,gap_requires_policy
V452,A,16,16,15,15,ENN,ENN,true,true,true,exact_point_and_edge_coverage
V452,C,16,16,15,15,FMG,FMG,true,true,true,gap_requires_policy
V453,A,14,14,13,13,UNK,UNK,true,true,true,exact_point_and_edge_coverage
V453,C,4,4,3,3,LDN,LDN,true,true,true,exact_point_and_edge_coverage
V454,A,5,5,4,4,DLG,DLG,true,true,true,exact_point_and_edge_coverage
V454,C,7,7,6,6,LIB,LIB,true,true,true,gap_requires_policy
V455,C,10,10,9,9,MEI,MEI,true,true,true,exact_point_and_edge_coverage
V456,A,28,28,27,27,ORT,ORT,true,true,true,gap_requires_policy
V457,A,5,5,4,4,ENA,ENA,true,true,true,exact_point_and_edge_coverage
V457,C,13,13,12,12,MRB,MRB,true,true,true,exact_point_and_edge_coverage
V458,C,16,16,15,15,BZA,BZA,true,true,true,exact_point_and_edge_coverage
V459,C,21,21,20,20,LIN,LIN,true,true,true,exact_point_and_edge_coverage
V46,C,10,10,9,9,ACK,ACK,true,true,true,gap_requires_policy
V460,C,12,12,11,11,BLH,BLH,true,true,true,exact_point_and_edge_coverage
V461,C,2,2,1,1,BXK,BXK,true,true,true,exact_point_and_edge_coverage
V462,A,16,16,15,15,TED,TED,true,true,true,gap_requires_policy
V465,C,32,32,31,31,ISN,ISN,true,true,true,gap_requires_policy
V466,C,13,13,12,12,PSK,PSK,true,true,true,gap_requires_policy
V468,C,13,13,12,12,ELN,ELN,true,true,true,exact_point_and_edge_coverage
V469,C,23,23,22,22,OOD,OOD,true,true,true,gap_requires_policy
V47,C,3,3,2,2,FBC,FBC,true,true,true,exact_point_and_edge_coverage
V470,C,5,5,4,4,LYH,LYH,true,true,true,exact_point_and_edge_coverage
