airwayId,airwayLocation,pointSeq,currentSegValue,currentSegType,nextRowPointSeq,nextRowSegValue,nextSegRaw,nextSegMatchesNextRow,magCourse,oppMagCourse,magCourseDistance,gapFlag,signalGapFlag,dogleg,isTerminalPoint,segmentAttributePresent,sourceRowNumber
T212,C,90,WEARD,RP   ,100,WEETS,WEETS,true,79.88,261.41,15.76,N,N,N,false,true,5642
T212,C,100,WEETS,RP   ,110,TRESA,TRESA,true,97.86,279.53,17.05,N,N,Y,false,true,5643
T212,C,110,TRESA,RP   ,120,STUBY,STUBY,true,97.86,279.53,17.14,N,N,N,false,true,5644
T212,C,120,STUBY,RP   ,130,VEERS,VEERS,true,97.86,279.53,6.77,N,N,N,false,true,5645
T212,C,130,VEERS,RP   ,140,NELIE,NELIE,true,97.86,279.53,26.85,N,N,N,false,true,5646
T212,C,140,NELIE,RP   ,150,DARTH,DARTH,true,101.67,282.59,18.64,N,N,Y,false,true,5647
T212,C,150,DARTH,WP   ,160,PUT,PUT,true,101.67,282.59,19.18,N,N,N,false,true,5648
T212,C,160,PUT,VOR/DME,,,,,,,,N,N,Y,true,false,5649
T213,C,10,IIU,VORTAC,20,GAMKE,GAMKE,true,26.65,207.16,42.96,N,N,Y,false,true,5650
T213,C,20,GAMKE,WP   ,30,GEENY,GEENY,true,359.96,179.93,24.8,N,N,Y,false,true,5651
T213,C,30,GEENY,WP   ,40,MILAN,MILAN,true,359.96,179.93,10.49,N,N,N,false,true,5652
T213,C,40,MILAN,WP   ,50,ZESOD,ZESOD,true,48.25,228.94,7.93,N,N,Y,false,true,5653
T213,C,50,ZESOD,WP   ,60,RID,RID,true,48.25,228.94,24.69,N,N,N,false,true,5654
T213,C,60,RID,DME,,,,,,,,N,N,Y,true,false,5655
T214,C,10,OREAD,WP   ,20,BORTZ,BORTZ,true,95.69,276.34,25.7,N,N,Y,false,true,5656
T214,C,20,BORTZ,WP   ,30,THMSN,THMSN,true,96.27,276.59,13,N,N,Y,false,true,5657
T214,C,30,THMSN,WP   ,40,ZADEL,ZADEL,true,139.64,320.13,29.5,N,N,Y,false,true,5658
T214,C,40,ZADEL,WP   ,50,ORPEE,ORPEE,true,140.76,320.91,9.77,N,N,Y,false,true,5659
T214,C,50,ORPEE,WP   ,,,,,,,,N,N,Y,true,false,5660
T215,C,10,BURGG,WP   ,20,GENOD,GENOD,true,5.3,185.34,31.06,N,N,Y,false,true,5661
T215,C,20,GENOD,RP   ,30,HORAL,HORAL,true,358.02,177.9,53.78,N,N,Y,false,true,5662
T215,C,30,HORAL,WP   ,40,HILTO,HILTO,true,324.27,142.98,21.46,N,N,Y,false,true,5663
T215,C,40,HILTO,RP   ,50,HUTSI,HUTSI,true,324.27,142.98,14.34,N,N,N,false,true,5664
T215,C,50,HUTSI,WP   ,60,FLENR,FLENR,true,324.27,142.98,6.2,N,N,N,false,true,5665
T215,C,60,FLENR,WP   ,70,RISTE,RISTE,true,324.27,142.98,17.02,N,N,N,false,true,5666
T215,C,70,RISTE,WP   ,80,DACEL,DACEL,true,324.27,142.98,19.28,N,N,N,false,true,5667
T215,C,80,DACEL,WP   ,90,OLETE,OLETE,true,307.9,126.4,12.78,N,N,Y,false,true,5668
T215,C,90,OLETE,WP   ,100,HUGEN,HUGEN,true,307.9,126.4,4,N,N,N,false,true,5669
T215,C,100,HUGEN,WP   ,110,IRVIN,IRVIN,true,307.9,126.4,27.5,N,N,N,false,true,5670
T215,C,110,IRVIN,RP   ,120,HYK,HYK,true,307.9,126.4,23.63,N,N,N,false,true,5671
T215,C,120,HYK,VOR/DME,130,NERVE,NERVE,true,329.18,148.25,48.65,N,N,Y,false,true,5672
T215,C,130,NERVE,WP   ,140,GAMKE,GAMKE,true,329.18,148.25,11.72,N,N,N,false,true,5673
T215,C,140,GAMKE,WP   ,150,GEENY,GEENY,true,359.96,179.93,24.8,N,N,Y,false,true,5674
T215,C,150,GEENY,WP   ,160,MILAN,MILAN,true,359.96,179.93,10.49,N,N,N,false,true,5675
T215,C,160,MILAN,WP   ,170,DEEKS,DEEKS,true,335.3,154.52,59.44,N,N,Y,false,true,5676
T215,C,170,DEEKS,RP   ,180,BONOY,BONOY,true,357.37,177.34,17.92,N,N,Y,false,true,5677
T215,C,180,BONOY,WP   ,190,CLEFT,CLEFT,true,3.67,183.7,34.46,N,N,Y,false,true,5678
T215,C,190,CLEFT,RP   ,200,MAPPS,MAPPS,true,283.93,102.7,41.29,N,N,Y,false,true,5679
T215,C,200,MAPPS,RP   ,210,SMARS,SMARS,true,273.08,89.91,87.01,N,N,Y,false,true,5680
T215,C,210,SMARS,WP   ,220,CPTON,CPTON,true,273.08,89.91,15.4,N,N,N,false,true,5681
T215,C,220,CPTON,WP   ,,,,,,,,N,N,Y,true,false,5682
T216,C,10,PSB,VORTAC,20,SWISS,SWISS,true,75.45,257,30.31,N,N,Y,false,true,5683
T216,C,20,SWISS,RP   ,30,ZAGTI,ZAGTI,true,75.45,257,8.92,N,N,N,false,true,5684
T216,C,30,ZAGTI,RP   ,40,FQM,FQM,true,75.45,257,21.53,N,N,N,false,true,5685
T216,C,40,FQM,VOR/DME,50,ORDMO,ORDMO,true,90.23,271.01,15.94,N,N,Y,false,true,5686
T216,C,50,ORDMO,WP   ,60,ELEXY,ELEXY,true,90.23,271.01,13.88,N,N,N,false,true,5687
T216,C,60,ELEXY,WP   ,70,LOPEZ,LOPEZ,true,96.16,276.92,7.47,N,N,Y,false,true,5688
T216,C,70,LOPEZ,RP   ,80,LECOR,LECOR,true,96.16,276.92,8.19,N,N,N,false,true,5689
T216,C,80,LECOR,RP   ,90,LAAYK,LAAYK,true,96.16,276.92,13.51,N,N,N,false,true,5690
T216,C,90,LAAYK,RP   ,100,HAWLY,HAWLY,true,89.53,270.94,18.09,N,N,Y,false,true,5691
T216,C,100,HAWLY,WP   ,110,RAGER,RAGER,true,89.53,270.94,8.18,N,N,N,false,true,5692
T216,C,110,RAGER,RP   ,120,CAMMO,CAMMO,true,89.53,270.94,16.65,N,N,N,false,true,5693
T216,C,120,CAMMO,RP   ,130,HELON,HELON,true,89.53,270.94,12.43,N,N,N,false,true,5694
T216,C,130,HELON,RP   ,140,SPECL,SPECL,true,102.71,283.21,7.94,N,N,Y,false,true,5695
T216,C,140,SPECL,RP   ,150,IGN,IGN,true,102.71,283.21,12.67,N,N,N,false,true,5696
T216,C,150,IGN,VOR/DME,160,DEEDE,DEEDE,true,107.74,288.29,12.72,N,N,Y,false,true,5697
T216,C,160,DEEDE,RP   ,170,MOONI,MOONI,true,107.74,288.29,9.87,N,N,N,false,true,5698
T216,C,170,MOONI,RP   ,180,JUDDS,JUDDS,true,101.74,282.59,9.62,N,N,Y,false,true,5699
T216,C,180,JUDDS,RP   ,190,HFD,HFD,true,101.74,282.59,25.24,N,N,N,false,true,5700
T216,C,190,HFD,VOR/DME,200,THUMB,THUMB,true,142.95,323.41,11.05,N,N,Y,false,true,5701
T216,C,200,THUMB,WP   ,210,ARENE,ARENE,true,142.95,323.41,5.53,N,N,N,false,true,5702
T216,C,210,ARENE,WP   ,220,SALEM,SALEM,true,142.95,323.41,4.75,N,N,N,false,true,5703
T216,C,220,SALEM,WP   ,230,GON,GON,true,142.95,323.41,7.76,N,N,N,false,true,5704
T216,C,230,GON,VOR/DME,240,TRAIT,TRAIT,true,127.66,308.13,6.67,N,N,Y,false,true,5705
T216,C,240,TRAIT,RP   ,250,SEY,SEY,true,127.66,308.13,16.99,N,N,N,false,true,5706
T216,C,250,SEY,VOR/DME,260,NEWBE,NEWBE,true,97.47,279.06,22.86,N,N,Y,false,true,5707
T216,C,260,NEWBE,RP   ,270,BENNT,BENNT,true,97.47,279.06,18.42,N,N,N,false,true,5708
T216,C,270,BENNT,RP   ,280,ACK,ACK,true,97.47,279.06,29.2,N,N,N,false,true,5709
T216,C,280,ACK,VOR/DME,,,,,,,,N,N,Y,true,false,5710
T217,C,10,HYK,VOR/DME,20,BOSTR,BOSTR,true,24.31,204.92,58.08,N,N,Y,false,true,5711
T217,C,20,BOSTR,WP   ,30,HEDEN,HEDEN,true,11.85,191.97,23.7,N,N,Y,false,true,5712
T217,C,30,HEDEN,WP   ,40,PRUDE,PRUDE,true,30,210.13,9.81,N,N,Y,false,true,5713
T217,C,40,PRUDE,WP   ,50,SGH,SGH,true,17.72,197.9,24.9,N,N,Y,false,true,5714
T217,C,50,SGH,DME,60,BONEE,BONEE,true,346.33,166.21,13.81,N,N,Y,false,true,5715
T217,C,60,BONEE,RP   ,70,SJAAY,SJAAY,true,321.39,139.84,79.38,N,N,Y,false,true,5716
T217,C,70,SJAAY,WP   ,80,DERRF,DERRF,true,352.83,172.63,42.29,N,N,Y,false,true,5717
T217,C,80,DERRF,WP   ,90,GETCH,GETCH,true,348.18,167.48,94.68,N,N,Y,false,true,5718
T217,C,90,GETCH,WP   ,100,GAYLE,GAYLE,true,300.88,119.56,46.06,N,N,Y,false,true,5719
T217,C,100,GAYLE,WP   ,,,,,,,,N,N,Y,true,false,5720
T218,C,10,DLMAR,WP   ,20,GUYED,GUYED,true,108.89,291.14,24.85,N,N,Y,false,true,5721
T218,C,20,GUYED,RP   ,30,LACIE,LACIE,true,108.89,291.14,33.36,N,N,N,false,true,5722
T218,C,30,LACIE,RP   ,40,SCOFF,SCOFF,true,108.89,291.14,15.02,N,N,N,false,true,5723
T218,C,40,SCOFF,RP   ,50,LAAYK,LAAYK,true,108.89,291.14,14.99,N,N,N,false,true,5724
T218,C,50,LAAYK,RP   ,60,TALLI,TALLI,true,131.42,312.42,19.25,N,N,Y,false,true,5725
T218,C,60,TALLI,RP   ,70,COATE,COATE,true,131.42,312.42,21.77,N,N,N,false,true,5726
T218,C,70,COATE,RP   ,80,SAX,SAX,true,131.42,312.42,8.22,N,N,N,false,true,5727
T218,C,80,SAX,VORTAC,,,,,,,,N,N,Y,true,false,5728
T219,A,10,DLG,VOR/DME,20,BROUS,BROUS,true,280.36,100.05,25,N,N,Y,false,true,5729
T219,A,20,BROUS,WP   ,30,NACIP,NACIP,true,280.05,99.47,43.51,N,N,Y,false,true,5730
T219,A,30,NACIP,WP   ,40,ACATE,ACATE,true,279.47,98.68,61.76,N,N,Y,false,true,5731
T219,A,40,ACATE,WP   ,50,RUFVY,RUFVY,true,278.68,98.09,46.94,N,N,Y,false,true,5732
T219,A,50,RUFVY,WP   ,60,MKLUK,MKLUK,true,290.6,109.86,64.08,N,N,Y,false,true,5733
T219,A,60,MKLUK,WP   ,70,HPB,HPB,true,347.15,167.13,64.68,N,N,Y,false,true,5734
T219,A,70,HPB,VOR/DME,,,,,,,,N,N,Y,true,false,5735
T220,C,10,MARCS,RP   ,20,CRAYS,CRAYS,true,83.54,263.99,22.36,N,N,Y,false,true,5736
T220,C,20,CRAYS,WP   ,30,MEESO,MEESO,true,81.19,262.13,32.2,N,N,Y,false,true,5737
T220,C,30,MEESO,WP   ,40,MNURE,MNURE,true,81.19,262.13,13.22,N,N,N,false,true,5738
T220,C,40,MNURE,WP   ,50,SEALY,SEALY,true,101.74,282.4,33.51,N,N,Y,false,true,5739
T220,C,50,SEALY,WP   ,60,DREWZ,DREWZ,true,106.59,287.32,17.97,N,N,Y,false,true,5740
T220,C,60,DREWZ,WP   ,70,MOLLR,MOLLR,true,106.59,287.32,18.83,N,N,N,false,true,5741
T220,C,70,MOLLR,WP   ,80,SBI,SBI,true,86.35,267.69,64.78,N,N,Y,false,true,5742
T220,C,80,SBI,VOR/DME,,,,,,,,N,N,Y,true,false,5743
T221,C,10,MAZIE,RP   ,20,TROXL,TROXL,true,338.98,158.64,16.67,N,N,Y,false,true,5744
T221,C,20,TROXL,RP   ,30,FJC,FJC,true,338.98,158.64,12.27,N,N,N,false,true,5745
T221,C,30,FJC,VORTAC,40,BEERS,BEERS,true,10.2,190.3,9.19,N,N,Y,false,true,5746
T221,C,40,BEERS,RP   ,50,ROCOY,ROCOY,true,10.2,190.3,9.81,N,N,N,false,true,5747
T221,C,50,ROCOY,WP   ,60,RITTY,RITTY,true,10.2,190.3,13.07,N,N,N,false,true,5748
T221,C,60,RITTY,WP   ,70,LAAYK,LAAYK,true,10.2,190.3,12.87,N,N,N,false,true,5749
T221,C,70,LAAYK,RP   ,80,TYYLR,TYYLR,true,336.48,155.84,18.34,N,N,Y,false,true,5750
T221,C,80,TYYLR,WP   ,90,CFB,CFB,true,336.48,155.84,31.98,N,N,N,false,true,5751
T221,C,90,CFB,VOR/DME,,,,,,,,N,N,Y,true,false,5752
T222,A,10,SPY,NDB/DME,20,HYLEE,HYLEE,true,40.89,224.5,14.08,N,N,Y,false,true,5753
T222,A,20,HYLEE,RP   ,30,ALIEN,ALIEN,true,40.89,224.5,217.75,N,N,N,false,true,5754
T222,A,30,ALIEN,WP   ,40,RUFVY,RUFVY,true,40.89,224.5,25,N,N,N,false,true,5755
T222,A,40,RUFVY,WP   ,50,BET,BET,true,40.89,224.5,83.09,N,N,N,false,true,5756
T222,A,50,BET,VORTAC,60,HOLIN,HOLIN,true,41.57,222.05,6.28,N,N,Y,false,true,5757
T222,A,60,HOLIN,RP   ,70,CABOT,CABOT,true,41.57,222.05,33.72,N,N,N,false,true,5758
T222,A,70,CABOT,RP   ,80,WOGAX,WOGAX,true,36.68,216.97,25.83,N,N,Y,false,true,5759
T222,A,80,WOGAX,WP   ,90,IKUFU,IKUFU,true,20.88,200.99,12.74,N,N,Y,false,true,5760
T222,A,90,IKUFU,RP   ,100,JILSI,JILSI,true,48,228.17,12,N,N,Y,false,true,5761
T222,A,100,JILSI,WP   ,110,CYCAS,CYCAS,true,45.54,225.68,9.88,N,N,Y,false,true,5762
T222,A,110,CYCAS,WP   ,120,UTICE,UTICE,true,48.68,229.41,52.2,N,N,Y,false,true,5763
T222,A,120,UTICE,WP   ,130,JOANY,JOANY,true,43.47,224.41,46,N,N,Y,false,true,5764
T222,A,130,JOANY,RP   ,140,MCG,MCG,true,43.47,224.41,22,N,N,N,false,true,5765
T222,A,140,MCG,VORTAC,150,MEFRA,MEFRA,true,45.65,228.92,22,N,N,Y,false,true,5766
T222,A,150,MEFRA,RP   ,160,SUCOD,SUCOD,true,45.65,228.92,59.58,N,N,N,false,true,5767
T222,A,160,SUCOD,WP   ,170,HEMRO,HEMRO,true,45.65,228.92,55.47,N,N,N,false,true,5768
T222,A,170,HEMRO,WP   ,180,ENN,ENN,true,45.65,228.92,63.01,N,N,N,false,true,5769
T222,A,180,ENN,VORTAC,190,FAI,FAI,true,50.18,230.75,30.12,N,N,Y,false,true,5770
T222,A,190,FAI,VORTAC,,,,,,,,N,N,Y,true,false,5771
T223,A,10,ZIKNI,WP   ,20,ROGOC,ROGOC,true,68.73,250.24,44.71,N,N,Y,false,true,5772
T223,A,20,ROGOC,WP   ,30,CEKBA,CEKBA,true,68.73,250.24,45.7,N,N,N,false,true,5773
T223,A,30,CEKBA,RP   ,40,PEDUJ,PEDUJ,true,68.73,250.24,11.19,N,N,N,false,true,5774
T223,A,40,PEDUJ,RP   ,50,DLG,DLG,true,68.73,250.24,10,N,N,N,false,true,5775
T223,A,50,DLG,VOR/DME,60,OCDIJ,OCDIJ,true,48.7,232.76,10,N,N,Y,false,true,5776
T223,A,60,OCDIJ,RP   ,70,KOWOK,KOWOK,true,48.7,232.76,15.33,N,N,N,false,true,5777
T223,A,70,KOWOK,RP   ,80,ZUNOS,ZUNOS,true,48.7,232.76,28.45,N,N,N,false,true,5778
T223,A,80,ZUNOS,RP   ,90,SAHOK,SAHOK,true,48.7,232.76,16.23,N,N,N,false,true,5779
T223,A,90,SAHOK,RP   ,100,FAGIN,FAGIN,true,48.7,232.76,36,N,N,N,false,true,5780
T223,A,100,FAGIN,RP   ,110,FORAX,FORAX,true,48.7,232.76,28.01,N,N,N,false,true,5781
T223,A,110,FORAX,WP   ,120,NONDA,NONDA,true,48.7,232.76,31.18,N,N,N,false,true,5782
T223,A,120,NONDA,RP   ,130,BLUGA,BLUGA,true,48.7,232.76,62.86,N,N,N,false,true,5783
T223,A,130,BLUGA,RP   ,140,AMOTT,AMOTT,true,48.7,232.76,16.25,N,N,N,false,true,5784
T223,A,140,AMOTT,RP   ,150,GASTO,GASTO,true,48.7,232.76,10.49,N,N,N,false,true,5785
T223,A,150,GASTO,RP   ,160,TED,TED,true,48.7,232.76,34.4,N,N,N,false,true,5786
T223,A,160,TED,VOR/DME,,,,,,,,N,N,Y,true,false,5787
T224,C,10,PSX,VORTAC,20,KEEDS,KEEDS,true,42.82,223.94,51.23,N,N,Y,false,true,5788
T224,C,20,KEEDS,WP   ,30,MOLLR,MOLLR,true,42.82,223.94,24.71,N,N,N,false,true,5789
T224,C,30,MOLLR,WP   ,40,FRYED,FRYED,true,73.19,254.56,25.08,N,N,Y,false,true,5790
T224,C,40,FRYED,WP   ,50,MOCKS,MOCKS,true,73.19,254.56,17.82,N,N,N,false,true,5791
T224,C,50,MOCKS,WP   ,60,SHWNN,SHWNN,true,73.19,254.56,25.17,N,N,N,false,true,5792
T224,C,60,SHWNN,WP   ,70,WASPY,WASPY,true,74.96,255.38,19.8,N,N,Y,false,true,5793
T224,C,70,WASPY,WP   ,80,KNZLY,KNZLY,true,75.38,255.99,29.05,N,N,Y,false,true,5794
T224,C,80,KNZLY,WP   ,90,HAYES,HAYES,true,86.24,267.5,9.99,N,N,Y,false,true,5795
T224,C,90,HAYES,RP   ,100,ARTEL,ARTEL,true,86.24,267.5,9.5,N,N,N,false,true,5796
T224,C,100,ARTEL,RP   ,110,CRISP,CRISP,true,86.24,267.5,10.49,N,N,N,false,true,5797
T224,C,110,CRISP,RP   ,120,MICRO,MICRO,true,86.24,267.5,11.94,N,N,N,false,true,5798
T224,C,120,MICRO,RP   ,130,ZIROR,ZIROR,true,86.24,267.5,4.04,N,N,N,false,true,5799
T224,C,130,ZIROR,RP   ,140,DAFLY,DAFLY,true,86.24,267.5,11.99,N,N,N,false,true,5800
T224,C,140,DAFLY,WP   ,150,LULEW,LULEW,true,94.94,276.55,16.02,N,N,Y,false,true,5801
T224,C,150,LULEW,RP   ,160,BUDAM,BUDAM,true,94.94,276.55,7,N,N,N,false,true,5802
T224,C,160,BUDAM,RP   ,170,MYRIC,MYRIC,true,94.94,276.55,6,N,N,N,false,true,5803
T224,C,170,MYRIC,RP   ,180,WOVON,WOVON,true,94.94,276.55,5.68,N,N,N,false,true,5804
T224,C,180,WOVON,RP   ,190,DONBE,DONBE,true,94.94,276.55,15.64,N,N,N,false,true,5805
T224,C,190,DONBE,RP   ,200,AWDAD,AWDAD,true,94.94,276.55,4,N,N,N,false,true,5806
T224,C,200,AWDAD,RP   ,210,SIMBY,SIMBY,true,94.94,276.55,10,N,N,N,false,true,5807
T224,C,210,SIMBY,RP   ,220,VOODO,VOODO,true,94.94,276.55,3.18,N,N,N,false,true,5808
T224,C,220,VOODO,RP   ,230,KJAAY,KJAAY,true,94.94,276.55,5.81,N,N,N,false,true,5809
T224,C,230,KJAAY,WP   ,240,SNAKI,SNAKI,true,85.22,266.2,36.62,N,N,Y,false,true,5810
T224,C,240,SNAKI,RP   ,250,SLIDD,SLIDD,true,85.22,266.2,8.09,N,N,N,false,true,5811
T224,C,250,SLIDD,RP   ,260,CLERY,CLERY,true,68.44,249.22,17.13,N,N,Y,false,true,5812
T224,C,260,CLERY,RP   ,270,MUDDA,MUDDA,true,68.44,249.22,8,N,N,N,false,true,5813
T224,C,270,MUDDA,RP   ,280,WTERS,WTERS,true,68.44,249.22,11.99,N,N,N,false,true,5814
T224,C,280,WTERS,WP   ,290,NESFE,NESFE,true,64.83,245.68,12.01,N,N,Y,false,true,5815
T224,C,290,NESFE,RP   ,300,BUGLE,BUGLE,true,64.83,245.68,14.89,N,N,N,false,true,5816
T224,C,300,BUGLE,WP   ,310,SQWID,SQWID,true,64.83,245.68,7.9,N,N,N,false,true,5817
T224,C,310,SQWID,RP   ,320,LYNRD,LYNRD,true,64.83,245.68,6.99,N,N,N,false,true,5818
T224,C,320,LYNRD,WP   ,330,AXSIS,AXSIS,true,50.7,231.21,19.7,N,N,Y,false,true,5819
T224,C,330,AXSIS,RP   ,340,AXEJA,AXEJA,true,50.7,231.21,8.67,N,N,N,false,true,5820
T224,C,340,AXEJA,WP   ,350,TENSA,TENSA,true,53.77,234.5,8.9,N,N,Y,false,true,5821
T224,C,350,TENSA,RP   ,360,WIILL,WIILL,true,53.77,234.5,30.72,N,N,N,false,true,5822
T224,C,360,WIILL,WP   ,370,PICKS,PICKS,true,52.27,233.56,29.56,N,N,Y,false,true,5823
T224,C,370,PICKS,RP   ,380,ALOON,ALOON,true,52.27,233.56,26.24,N,N,N,false,true,5824
T224,C,380,ALOON,RP   ,390,MGMRY,MGMRY,true,52.27,233.56,14,N,N,N,false,true,5825
T224,C,390,MGMRY,WP   ,400,GONDR,GONDR,true,76.92,257.59,29.48,N,N,Y,false,true,5826
T224,C,400,GONDR,WP   ,410,RSVLT,RSVLT,true,72.97,253.89,40.77,N,N,Y,false,true,5827
T224,C,410,RSVLT,RP   ,420,CANER,CANER,true,73.35,255.08,22.88,N,N,Y,false,true,5828
T224,C,420,CANER,RP   ,430,GRANT,GRANT,true,73.35,255.08,12,N,N,N,false,true,5829
T224,C,430,GRANT,WP   ,440,HUZER,HUZER,true,73.35,255.08,17.76,N,N,N,false,true,5830
T224,C,440,HUZER,WP   ,450,SMARR,SMARR,true,73.35,255.08,14.41,N,N,N,false,true,5831
T224,C,450,SMARR,WP   ,460,SINCA,SINCA,true,73.35,255.08,9.63,N,N,N,false,true,5832
T224,C,460,SINCA,RP   ,470,GLOSS,GLOSS,true,21.12,201.54,21.21,N,N,Y,false,true,5833
T224,C,470,GLOSS,RP   ,480,MADDI,MADDI,true,21.12,201.54,15.28,N,N,N,false,true,5834
T224,C,480,MADDI,RP   ,490,JOTNO,JOTNO,true,21.12,201.54,5.27,N,N,N,false,true,5835
T224,C,490,JOTNO,RP   ,500,DACHA,DACHA,true,21.12,201.54,2.2,N,N,N,false,true,5836
T224,C,500,DACHA,RP   ,510,UGAAA,UGAAA,true,21.12,201.54,9.8,N,N,N,false,true,5837
T224,C,510,UGAAA,WP   ,520,JOSPI,JOSPI,true,49.72,230.42,11.99,N,N,Y,false,true,5838
T224,C,520,JOSPI,RP   ,530,BOWMN,BOWMN,true,49.72,230.42,4.55,N,N,N,false,true,5839
T224,C,530,BOWMN,RP   ,540,HARTI,HARTI,true,49.72,230.42,15.58,N,N,N,false,true,5840
T224,C,540,HARTI,RP   ,550,ECITY,ECITY,true,49.72,230.42,6.87,N,N,N,false,true,5841
T224,C,550,ECITY,WP   ,560,PEDAL,PEDAL,true,29.85,210.58,30.29,N,N,Y,false,true,5842
T224,C,560,PEDAL,RP   ,570,DOODD,DOODD,true,29.85,210.58,9.23,N,N,N,false,true,5843
T224,C,570,DOODD,RP   ,580,TUXDO,TUXDO,true,29.85,210.58,7.46,N,N,N,false,true,5844
T224,C,580,TUXDO,RP   ,590,STYLZ,STYLZ,true,29.85,210.58,17.4,N,N,N,false,true,5845
T224,C,590,STYLZ,WP   ,600,GENOD,GENOD,true,67.97,249.27,17.91,N,N,Y,false,true,5846
T224,C,600,GENOD,RP   ,610,SWENK,SWENK,true,67.97,249.27,14.86,N,N,N,false,true,5847
T224,C,610,SWENK,RP   ,620,VAESE,VAESE,true,67.97,249.27,7.42,N,N,N,false,true,5848
T224,C,620,VAESE,RP   ,630,BONZE,BONZE,true,67.97,249.27,17.26,N,N,N,false,true,5849
T224,C,630,BONZE,WP   ,640,SANFI,SANFI,true,73.09,255.86,13.27,N,N,Y,false,true,5850
T224,C,640,SANFI,RP   ,650,JOTTA,JOTTA,true,73.09,255.86,7.67,N,N,N,false,true,5851
T224,C,650,JOTTA,RP   ,660,INGON,INGON,true,73.09,255.86,29.62,N,N,N,false,true,5852
T224,C,660,INGON,RP   ,670,PROVE,PROVE,true,73.09,255.86,9.33,N,N,N,false,true,5853
T224,C,670,PROVE,RP   ,680,MAYOS,MAYOS,true,73.09,255.86,6.51,N,N,N,false,true,5854
T224,C,680,MAYOS,RP   ,690,LEAKS,LEAKS,true,73.09,255.86,12.86,N,N,N,false,true,5855
T224,C,690,LEAKS,RP   ,700,UFFIN,UFFIN,true,73.09,255.86,14.75,N,N,N,false,true,5856
T224,C,700,UFFIN,RP   ,710,MCDON,MCDON,true,73.09,255.86,24.28,N,N,N,false,true,5857
T224,C,710,MCDON,WP   ,720,YUDUG,YUDUG,true,67.4,248.4,36.74,N,N,Y,false,true,5858
T224,C,720,YUDUG,RP   ,730,NUTTS,NUTTS,true,67.4,248.4,9.1,N,N,N,false,true,5859
T224,C,730,NUTTS,RP   ,740,WAVES,WAVES,true,59.33,240.27,47.4,N,N,Y,false,true,5860
T224,C,740,WAVES,WP   ,750,TAPPA,TAPPA,true,61.43,242.18,36.75,N,N,Y,false,true,5861
T224,C,750,TAPPA,WP   ,760,COLIN,COLIN,true,58.38,238.6,11.56,N,N,Y,false,true,5862
T224,C,760,COLIN,RP   ,770,SHLBK,SHLBK,true,47.77,228.06,17.88,N,N,Y,false,true,5863
T224,C,770,SHLBK,WP   ,780,QUENS,QUENS,true,54.44,234.88,8,N,N,Y,false,true,5864
T224,C,780,QUENS,WP   ,790,PRNCZ,PRNCZ,true,54.44,234.88,15.96,N,N,N,false,true,5865
T224,C,790,PRNCZ,WP   ,800,GARED,GARED,true,47.35,228.07,5,N,N,Y,false,true,5866
T224,C,800,GARED,WP   ,810,CHOPS,CHOPS,true,47.35,228.07,4.98,N,N,N,false,true,5867
T224,C,810,CHOPS,WP   ,820,ORETE,ORETE,true,47.35,228.07,6,N,N,N,false,true,5868
T224,C,820,ORETE,RP   ,830,HEDGE,HEDGE,true,47.35,228.07,3.72,N,N,N,false,true,5869
T224,C,830,HEDGE,WP   ,840,RIDGY,RIDGY,true,47.35,228.07,3.77,N,N,N,false,true,5870
T224,C,840,RIDGY,RP   ,850,CANNY,CANNY,true,47.35,228.07,8.8,N,N,N,false,true,5871
T224,C,850,CANNY,RP   ,860,ENO,ENO,true,47.35,228.07,12.72,N,N,N,false,true,5872
T224,C,860,ENO,VORTAC,870,BRIEF,BRIEF,true,65.66,246.33,22.27,N,N,Y,false,true,5873
T224,C,870,BRIEF,RP   ,880,JIIMS,JIIMS,true,65.66,246.33,9.17,N,N,N,false,true,5874
T224,C,880,JIIMS,WP   ,890,LEBVE,LEBVE,true,67.63,248.27,12.74,N,N,Y,false,true,5875
T224,C,890,LEBVE,RP   ,900,CYN,CYN,true,67.63,248.27,17.21,N,N,N,false,true,5876
T224,C,900,CYN,VORTAC,910,WHITE,WHITE,true,48.15,228.49,14.08,N,N,Y,false,true,5877
T224,C,910,WHITE,RP   ,920,DIXIE,DIXIE,true,48.15,228.49,6.84,N,N,N,false,true,5878
T224,C,920,DIXIE,RP   ,930,MOVFA,MOVFA,true,41.59,222.12,9.14,N,N,Y,false,true,5879
T224,C,930,MOVFA,RP   ,940,JFK,JFK,true,41.59,222.12,27.58,N,N,N,false,true,5880
T224,C,940,JFK,VOR/DME,950,KEEPM,KEEPM,true,52.58,232.86,16.03,N,N,Y,false,true,5881
T224,C,950,KEEPM,RP   ,960,TRANZ,TRANZ,true,93.23,274.05,7.84,N,N,Y,false,true,5882
T224,C,960,TRANZ,RP   ,970,JAFFY,JAFFY,true,93.23,274.05,11.56,N,N,N,false,true,5883
T224,C,970,JAFFY,RP   ,980,CCC,CCC,true,93.23,274.05,15,N,N,N,false,true,5884
T224,C,980,CCC,VOR/DME,990,KEYED,KEYED,true,56.71,237.67,7.02,N,N,Y,false,true,5885
T224,C,990,KEYED,RP   ,1000,VIKKY,VIKKY,true,56.71,237.67,4.98,N,N,N,false,true,5886
