airwayId,airwayLocation,pointSeq,currentSegValue,currentSegType,nextRowPointSeq,nextRowSegValue,nextSegRaw,nextSegMatchesNextRow,magCourse,oppMagCourse,magCourseDistance,gapFlag,signalGapFlag,dogleg,isTerminalPoint,segmentAttributePresent,sourceRowNumber
A216,C,10,MONPI,WP   ,20,OATSS,OATSS,true,163.39,342.23,269.2,N,N,N,false,true,2
A216,C,20,OATSS,WP   ,30,RIDLL,RIDLL,true,161.79,341.59,43.21,N,N,N,false,true,3
A216,C,30,RIDLL,WP   ,40,LOEBB,LOEBB,true,177.2,356.13,229.1,N,N,N,false,true,4
A216,C,40,LOEBB,WP   ,50,HOOVR,HOOVR,true,176.13,355.51,139.29,N,N,N,false,true,5
A216,C,50,HOOVR,WP   ,60,GALEE,GALEE,true,170.17,348.93,297.19,N,N,N,false,true,6
A216,C,60,GALEE,WP   ,70,FACED,FACED,true,173.5,352.4,299.42,N,N,N,false,true,7
A216,C,70,FACED,WP   ,,,,,,,,N,N,N,true,true,8
A220,C,10,MAEVA,WP   ,20,CRONN,CRONN,true,14.03,194.29,341.03,N,N,N,false,true,9
A220,C,20,CRONN,WP   ,30,BINGE,BINGE,true,14.29,194.41,504.35,N,N,N,false,true,10
A220,C,30,BINGE,WP   ,40,AHNDO,AHNDO,true,14.89,195.05,524.93,N,N,N,false,true,11
A220,C,40,AHNDO,WP   ,50,MANEY,MANEY,true,13.59,194.16,498.05,N,N,N,false,true,12
A220,C,50,MANEY,WP   ,60,MAFIC,MAFIC,true,14.17,194.88,255.06,N,N,N,false,true,13
A220,C,60,MAFIC,WP   ,70,CINNY,CINNY,true,15.97,196.09,30.15,N,N,N,false,true,14
A220,C,70,CINNY,WP   ,,,,,194.48,14.39,30.15,N,N,N,true,true,15
A221,C,10,CULPS,RP   ,20,ERTTS,ERTTS,true,21.84,201.89,11,N,N,N,false,true,16
A221,C,20,ERTTS,RP   ,30,MONIE,MONIE,true,21.89,201.94,13,N,N,N,false,true,17
A221,C,30,MONIE,RP   ,40,LULJY,LULJY,true,21.94,202.06,28,N,N,N,false,true,18
A221,C,40,LULJY,RP   ,50,HEXUG,HEXUG,true,22.03,202.05,3,N,N,N,false,true,19
A221,C,50,HEXUG,RP   ,60,WILLE,WILLE,true,22.07,202.1,7.97,N,N,N,false,true,20
A221,C,60,WILLE,RP   ,,,,,,,,N,N,N,true,true,21
A222,C,10,UNZ,VORTAC,20,CLANS,CLANS,true,112.3,292.02,100.23,N,N,N,false,true,22
A222,C,20,CLANS,WP   ,30,AXIDE,AXIDE,true,111.92,291.81,43.61,N,N,N,false,true,23
A222,C,30,AXIDE,WP   ,40,FIBSS,FIBSS,true,111.82,291.48,114.28,N,N,N,false,true,24
A222,C,40,FIBSS,WP   ,50,KRONK,KRONK,true,111.46,290.29,349,N,N,N,false,true,25
A222,C,50,KRONK,WP   ,60,ADUFO,ADUFO,true,116.74,295.8,249.32,N,N,N,false,true,26
A222,C,60,ADUFO,RP   ,70,PNI,PNI,true,114.35,294.4,30,N,N,N,false,true,27
A222,C,70,PNI,NDB/DME,80,AXTEN,AXTEN,true,102.91,282.82,30,N,N,N,false,true,28
A222,C,80,AXTEN,WP   ,90,UKS,UKS,true,102.81,281.93,270.36,N,N,N,false,true,29
A222,C,90,UKS,NDB/DME,100,STEFF,STEFF,true,47.3,227.28,168.46,N,N,N,false,true,30
A222,C,100,STEFF,WP   ,110,RASON,RASON,true,47.25,227.34,180.02,N,N,N,false,true,31
A222,C,110,RASON,WP   ,,,,,,,,N,N,N,true,true,32
A315,C,10,ZBV,VOR/DME,20,SWIMM,SWIMM,true,135.35,315.46,18.46,N,N,N,false,true,33
A315,C,20,SWIMM,RP   ,30,TINKY,TINKY,true,135.41,315.69,46.87,N,N,N,false,true,34
A315,C,30,TINKY,RP   ,40,PEKRE,PEKRE,true,135.69,315.81,21.77,N,N,N,false,true,35
A315,C,40,PEKRE,RP   ,50,JAYEE,JAYEE,true,135.82,315.97,27.38,N,N,N,false,true,36
A315,C,50,JAYEE,RP   ,60,HODGY,HODGY,true,135.97,316.11,24.26,N,N,N,false,true,37
A315,C,60,HODGY,RP   ,70,AMBIS,AMBIS,true,136.1,316.31,38.18,N,N,N,false,true,38
A315,C,70,AMBIS,RP   ,80,DUNNO,DUNNO,true,141.32,322.13,71.09,N,N,N,false,true,39
A315,C,80,DUNNO,WP   ,90,ACMEE,ACMEE,true,142.12,322.84,66.29,N,N,N,false,true,40
A315,C,90,ACMEE,RP   ,100,KNSLY,KNSLY,true,142.8,323.93,105.86,N,N,N,false,true,41
A315,C,100,KNSLY,WP   ,110,JOSES,JOSES,true,162.45,342.78,55.27,N,N,N,false,true,42
A315,C,110,JOSES,WP   ,,,,,,,,N,N,N,true,true,43
A331,C,10,ZIGIE,RP   ,20,ZOULU,ZOULU,true,32.07,212.3,70.8,N,N,N,false,true,44
A331,C,20,ZOULU,WP   ,30,ZEMOM,ZEMOM,true,32.34,213.66,412.2,N,N,N,false,true,45
A331,C,30,ZEMOM,WP   ,40,ZINNO,ZINNO,true,33.7,215.41,413.07,N,N,N,false,true,46
A331,C,40,ZINNO,WP   ,50,ZAGER,ZAGER,true,35.4,218.15,445.1,N,N,N,false,true,47
A331,C,50,ZAGER,WP   ,60,ZANNG,ZANNG,true,38.16,222.56,446.39,N,N,N,false,true,48
A331,C,60,ZANNG,WP   ,70,SEDAR,SEDAR,true,42.57,224.75,163.1,N,N,N,false,true,49
A331,C,70,SEDAR,WP   ,,,,,,,,N,N,N,true,true,50
A332,C,10,AUNTI,WP   ,20,HALLI,HALLI,true,34.8,216.34,458.77,N,N,N,false,true,51
A332,C,20,HALLI,WP   ,30,HELOP,HELOP,true,36.28,218.35,452.34,N,N,N,false,true,52
A332,C,30,HELOP,WP   ,40,HEKAB,HEKAB,true,38.36,221.47,440.99,N,N,N,false,true,53
A332,C,40,HEKAB,WP   ,50,HEMLO,HEMLO,true,41.42,226.3,441.07,N,N,N,false,true,54
A332,C,50,HEMLO,WP   ,,,,,,,,N,N,N,true,true,55
A337,C,10,JUNIE,RP   ,20,AXIDE,AXIDE,true,352.09,172.35,58.5,N,N,N,false,true,56
A337,C,20,AXIDE,WP   ,30,FONUG,FONUG,true,352.33,172.8,99.84,N,N,N,false,true,57
A337,C,30,FONUG,WP   ,40,SNAPP,SNAPP,true,352.79,173.29,100.57,N,N,N,false,true,58
A337,C,40,SNAPP,RP   ,50,TEEDE,TEEDE,true,356.79,177.25,93.93,N,N,N,false,true,59
A337,C,50,TEEDE,WP   ,60,TEGOD,TEGOD,true,341.23,162.29,226.58,N,N,N,false,true,60
A337,C,60,TEGOD,WP   ,,,,,,,,N,N,N,true,true,61
A339,C,10,SHREE,WP   ,20,WRNNR,WRNNR,true,13.94,195.15,338.33,N,N,N,false,true,62
A339,C,20,WRNNR,WP   ,30,TILLY,TILLY,true,15.11,196.79,370.6,N,N,N,false,true,63
A339,C,30,TILLY,WP   ,40,KEITH,KEITH,true,16.79,198.05,234.33,N,N,N,false,true,64
A339,C,40,KEITH,WP   ,,,,,,,,N,N,N,true,true,65
A342,A,10,NUZAN,WP   ,20,OPAKE,OPAKE,true,73.95,256.62,250.8,N,N,N,false,true,66
A342,A,20,OPAKE,WP   ,30,PINSO,PINSO,true,74.94,256.28,127.48,N,N,N,false,true,67
A342,A,30,PINSO,WP   ,40,AMOND,AMOND,true,75.49,257.31,173.89,N,N,N,false,true,68
A342,A,40,AMOND,RP   ,50,DRAPP,DRAPP,true,76.49,257.83,127.84,N,N,N,false,true,69
A342,A,50,DRAPP,RP   ,60,CRYPT,CRYPT,true,77.51,260.22,252.69,N,N,N,false,true,70
A342,A,60,CRYPT,RP   ,70,CDB,CDB,true,79.93,263.07,278.43,N,N,N,false,true,71
A342,A,70,CDB,VORTAC,,,,,,,,N,N,N,true,true,72
A450,C,10,CAHYO,WP   ,20,TNUGE,TNUGE,true,44.87,225.23,295.9,N,N,N,false,true,73
A450,C,20,TNUGE,WP   ,30,PIGFA,PIGFA,true,46.41,227.07,359.51,N,N,N,false,true,74
A450,C,30,PIGFA,WP   ,40,LOEBB,LOEBB,true,48,228.22,100.05,N,N,N,false,true,75
A450,C,40,LOEBB,WP   ,50,BUCAT,BUCAT,true,58.58,238.64,40.43,N,N,N,false,true,76
A450,C,50,BUCAT,WP   ,60,UNZ,UNZ,true,58.77,238.95,100.14,N,N,N,false,true,77
A450,C,60,UNZ,VORTAC,70,BAGBE,BAGBE,true,68,248.13,35,N,N,N,false,true,78
A450,C,70,BAGBE,RP   ,80,HOPPY,HOPPY,true,68.13,248.38,65,N,N,N,false,true,79
A450,C,80,HOPPY,RP   ,90,FONUG,FONUG,true,69.78,249.8,28.41,N,N,N,false,true,80
A450,C,90,FONUG,WP   ,100,STINE,STINE,true,69.82,249.87,51.6,N,N,N,false,true,81
A450,C,100,STINE,RP   ,110,DEWSS,DEWSS,true,71.7,251.76,81.81,N,N,N,false,true,82
A450,C,110,DEWSS,WP   ,120,JIMOS,JIMOS,true,73.27,253.65,523.28,N,N,N,false,true,83
A450,C,120,JIMOS,WP   ,130,NGUEN,NGUEN,true,73.64,254.18,522.95,N,N,N,false,true,84
A450,C,130,NGUEN,WP   ,140,NATIE,NATIE,true,74.33,255.08,380.24,N,N,N,false,true,85
A450,C,140,NATIE,WP   ,150,RESEE,RESEE,true,75.41,256.63,379.76,N,N,N,false,true,86
A450,C,150,RESEE,WP   ,160,SYSTA,SYSTA,true,76.96,259.09,451.08,N,N,N,false,true,87
A450,C,160,SYSTA,WP   ,170,BRIUN,BRIUN,true,79.46,262.01,452.96,N,N,N,false,true,88
A450,C,170,BRIUN,WP   ,180,HOOPA,HOOPA,true,82.73,263.09,60.68,N,N,N,false,true,89
A450,C,180,HOOPA,WP   ,190,KATHS,KATHS,true,82.36,262.81,81.22,N,N,N,false,true,90
A450,C,190,KATHS,RP   ,,,,,,,,N,N,N,true,true,91
A509,C,10,URSUS,RP   ,20,ELLEE,ELLEE,true,331.31,151.06,62.67,N,N,N,false,true,92
A509,C,20,ELLEE,RP   ,30,EONNS,EONNS,true,331.06,150.93,29.68,N,N,N,false,true,93
A509,C,30,EONNS,RP   ,40,JURER,JURER,true,330.94,150.83,25.32,N,N,N,false,true,94
A509,C,40,JURER,RP   ,50,DHP,DHP,true,330.83,150.78,10.63,N,N,N,false,true,95
A509,C,50,DHP,VORTAC,60,MARCI,MARCI,true,278.33,97.7,77.87,N,N,N,false,true,96
A509,C,60,MARCI,RP   ,,,,,,,,N,N,N,true,true,97
A517,C,10,ZPATA,RP   ,20,PJM,PJM,true,348.22,168.13,37.5,N,N,N,false,true,98
A517,C,20,PJM,VOR/DME,,,,,,,,N,N,N,true,true,99
A554,C,10,LAMER,WP   ,20,RODRK,RODRK,true,189.99,9.97,49.28,N,N,N,false,true,100
A554,C,20,RODRK,WP   ,30,CERDA,CERDA,true,188.24,8.24,85.82,N,N,N,false,true,101
A554,C,30,CERDA,WP   ,40,EYSEL,EYSEL,true,233.89,53.56,32.42,N,N,N,false,true,102
A554,C,40,EYSEL,WP   ,50,NETTA,NETTA,true,235.08,54.63,42.1,N,N,N,false,true,103
A554,C,50,NETTA,RP   ,60,GTK,GTK,true,230.07,49.95,29.42,N,N,N,false,true,104
A554,C,60,GTK,VOR/DME,70,TAANA,TAANA,true,174.14,354.2,31.08,N,N,N,false,true,105
A554,C,70,TAANA,RP   ,80,SEKAR,SEKAR,true,173.23,353.3,33.04,N,N,N,false,true,106
A554,C,80,SEKAR,RP   ,,,,,,,,N,N,N,true,false,107
A555,C,10,ILURI,RP   ,20,PORQE,PORQE,true,321.45,141.16,77.76,N,N,N,false,true,108
A555,C,20,PORQE,RP   ,30,COY,COY,true,321.19,140.99,52.23,N,N,N,false,true,109
A555,C,30,COY,VOR/DME,40,VEDAS,VEDAS,true,292.43,112.16,51.9,N,N,N,false,true,110
A555,C,40,VEDAS,RP   ,50,TUUNA,TUUNA,true,292.16,112.07,17.53,N,N,N,false,true,111
A555,C,50,TUUNA,RP   ,60,DDP,DDP,true,327.94,147.59,41.86,N,N,N,false,true,112
A555,C,60,DDP,NDB,70,IDAHO,IDAHO,true,317.91,137.04,84.37,N,N,N,false,true,113
A555,C,70,IDAHO,RP   ,80,HARDE,HARDE,true,314.96,134.57,80.22,N,N,N,false,true,114
A555,C,80,HARDE,RP   ,90,GRADI,GRADI,true,314.94,134.66,55.33,N,N,N,false,true,115
A555,C,90,GRADI,RP   ,100,KARRN,KARRN,true,314.47,134.44,7.23,N,N,N,false,true,116
A555,C,100,KARRN,RP   ,110,SEBUG,SEBUG,true,314.31,134.13,33.81,N,N,N,false,true,117
A555,C,110,SEBUG,RP   ,120,COCBU,COCBU,true,314.16,134.01,27.62,N,N,N,false,true,118
A555,C,120,COCBU,RP   ,130,GTK,GTK,true,313.96,133.79,32.02,N,N,N,false,true,119
A555,C,130,GTK,VOR/DME,140,MAYAG,MAYAG,true,310.68,130.49,32,N,N,N,false,true,120
A555,C,140,MAYAG,RP   ,150,RATTL,RATTL,true,310.49,130.31,32.27,N,N,N,false,true,121
A555,C,150,RATTL,RP   ,160,EGANN,EGANN,true,310.31,130.27,6.29,N,N,N,false,true,122
A555,C,160,EGANN,RP   ,170,MICAS,MICAS,true,310.27,130.19,13.49,N,N,N,false,true,123
A555,C,170,MICAS,RP   ,180,BTLER,BTLER,true,308.41,128.32,14.01,N,N,N,false,true,124
A555,C,180,BTLER,RP   ,190,GUANA,GUANA,true,310.75,130.63,20.27,N,N,N,false,true,125
A555,C,190,GUANA,RP   ,200,INDEE,INDEE,true,310.53,129.36,89.35,N,N,N,false,true,126
A555,C,200,INDEE,WP   ,210,DUKKY,DUKKY,true,309.07,128.31,55,N,N,N,false,true,127
A555,C,210,DUKKY,WP   ,220,GEROT,GEROT,true,316.14,135.54,47,N,N,N,false,true,128
A555,C,220,GEROT,RP   ,230,DONEZ,DONEZ,true,312.01,131.88,22.29,N,N,N,false,true,129
A555,C,230,DONEZ,RP   ,240,BOSAR,BOSAR,true,311.88,131.64,38.29,N,N,N,false,true,130
A555,C,240,BOSAR,RP   ,250,LEPAS,LEPAS,true,311.64,131.58,10.62,N,N,N,false,true,131
A555,C,250,LEPAS,RP   ,260,ZQA,ZQA,true,311.57,131.39,29.38,N,N,N,false,true,132
A555,C,260,ZQA,VOR/DME,270,HINZY,HINZY,true,298.4,118.3,14,N,N,N,false,true,133
A555,C,270,HINZY,RP   ,280,PRUNE,PRUNE,true,298.3,118.18,16,N,N,N,false,true,134
A555,C,280,PRUNE,RP   ,290,RAJAY,RAJAY,true,296.18,116.08,13.5,N,N,N,false,true,135
A555,C,290,RAJAY,RP   ,300,ZBV,ZBV,true,296.09,115.61,64.79,N,N,N,false,true,136
A555,C,300,ZBV,VOR/DME,,,,,,,,N,N,N,true,true,137
A578,C,10,PNI,NDB/DME,20,AFOYU,AFOYU,true,124.59,304.47,29.99,N,N,N,false,true,138
A578,C,20,AFOYU,WP   ,30,FENSE,FENSE,true,124.52,303.39,289.81,N,N,N,false,true,139
A578,C,30,FENSE,WP   ,,,,,,,,N,N,N,true,true,140
A579,C,10,CARRP,RP   ,20,CHEEM,CHEEM,true,203.68,23.53,72.48,N,N,N,false,true,141
A579,C,20,CHEEM,WP   ,30,CROBY,CROBY,true,203.36,22.2,546.52,N,N,N,false,true,142
A579,C,30,CROBY,WP   ,40,CEBUR,CEBUR,true,203.17,22.11,536.59,N,N,N,false,true,143
A579,C,40,CEBUR,WP   ,50,CUFFY,CUFFY,true,202.27,21.42,536.47,N,N,N,false,true,144
A579,C,50,CUFFY,WP   ,,,,,,,,N,N,N,true,false,145
A590,A,10,PASRO,WP   ,20,POWAL,POWAL,true,60.74,242.79,208.48,N,N,N,false,true,146
A590,A,20,POWAL,WP   ,30,PLADO,PLADO,true,63.17,245.57,242.16,N,N,N,false,true,147
A590,A,30,PLADO,WP   ,40,PINSO,PINSO,true,51.37,232.64,132.93,N,N,N,false,true,148
A590,A,40,PINSO,WP   ,50,POOFF,POOFF,true,58.52,240.68,210.91,N,N,N,false,true,149
A590,A,50,POOFF,WP   ,60,PINTT,PINTT,true,60.54,242.71,202.45,N,N,N,false,true,150
A590,A,60,PINTT,WP   ,70,PTZGR,PTZGR,true,62.8,243.67,78.22,N,N,N,false,true,151
A590,A,70,PTZGR,WP   ,80,PUGGY,PUGGY,true,63.04,244.21,101.3,N,N,N,false,true,152
A590,A,80,PUGGY,WP   ,90,POETT,POETT,true,62.45,243.98,127.54,N,N,N,false,true,153
A590,A,90,POETT,WP   ,100,SELDM,SELDM,true,63.64,244.06,34.36,N,N,N,false,true,154
A590,A,100,SELDM,WP   ,110,PORGE,PORGE,true,63.92,245.44,117.12,N,N,N,false,true,155
A590,A,110,PORGE,WP   ,120,HAMND,HAMND,true,62.39,245.8,238.72,N,N,N,false,true,156
A590,A,120,HAMND,WP   ,,,,,,,,N,N,N,true,true,157
A597,C,10,ADBON,WP   ,20,OKOLE,OKOLE,true,322.55,144.5,425.21,N,N,N,false,true,158
A597,C,20,OKOLE,WP   ,30,GALSS,GALSS,true,324.7,146.13,308.47,N,N,N,false,true,159
A597,C,30,GALSS,WP   ,40,JUNIE,JUNIE,true,326.21,146.56,76.38,N,N,N,false,true,160
A597,C,40,JUNIE,RP   ,50,OPLAR,OPLAR,true,307.51,127.3,80,N,N,N,false,true,161
A597,C,50,OPLAR,RP   ,60,GUMGE,GUMGE,true,307.3,127.11,65,N,N,N,false,true,162
A597,C,60,GUMGE,RP   ,70,UNZ,UNZ,true,307.11,127,35,N,N,N,false,true,163
A597,C,70,UNZ,VORTAC,80,WUVEN,WUVEN,true,332,151.93,40,N,N,N,false,true,164
A597,C,80,WUVEN,RP   ,90,REEDE,REEDE,true,333.91,154.17,59.46,N,N,N,false,true,165
A597,C,90,REEDE,WP   ,100,RICHH,RICHH,true,333.88,154.53,150.14,N,N,N,false,true,166
A597,C,100,RICHH,WP   ,110,MONPI,MONPI,true,332.61,153.59,259.95,N,N,N,false,true,167
A597,C,110,MONPI,WP   ,,,,,,,,N,N,N,true,true,168
A598,C,10,MARTI,WP   ,20,MAJ,MAJ,true,20.47,200.79,244.04,N,N,N,false,true,169
A598,C,20,MAJ,NDB/DME,,,,,,,,N,N,N,true,true,170
A638,C,10,STT,VOR/DME,20,GUYRO,GUYRO,true,80,260.29,55.52,N,N,N,false,true,171
A638,C,20,GUYRO,RP   ,30,SLUGO,SLUGO,true,137.68,317.82,30.32,N,N,N,false,true,172
A638,C,30,SLUGO,RP   ,40,PJM,PJM,true,137.77,317.94,37.72,N,N,N,false,true,173
A638,C,40,PJM,VOR/DME,,,,,,,,N,N,N,true,true,174
A699,C,10,SUMRS,WP   ,20,LOUIZ,LOUIZ,true,248.3,67.82,27.35,N,N,N,false,true,175
A699,C,20,LOUIZ,WP   ,30,HOOKY,HOOKY,true,247.83,67.32,29.43,N,N,N,false,true,176
A699,C,30,HOOKY,WP   ,40,NUCAR,NUCAR,true,247.32,67.14,10,N,N,N,false,true,177
A699,C,40,NUCAR,RP   ,50,STIFF,STIFF,true,243.19,62.72,62.24,N,N,Y,false,true,178
A699,C,50,STIFF,RP   ,60,RAMJT,RAMJT,true,243.08,62.94,8.76,N,N,Y,false,true,179
A699,C,60,RAMJT,WP   ,70,PERMT,PERMT,true,242.93,62.74,10.96,N,N,N,false,true,180
A699,C,70,PERMT,RP   ,80,PBI,PBI,true,237.52,57,75.2,N,N,N,false,true,181
A699,C,80,PBI,VORTAC,,,,,,,,N,N,N,true,true,182
A756,C,10,BODLO,WP   ,20,KNSLY,KNSLY,true,322.22,141.7,50.18,N,N,N,false,true,183
A756,C,20,KNSLY,WP   ,30,ROSEA,ROSEA,true,341.31,160.55,116.23,N,N,N,false,true,184
A756,C,30,ROSEA,WP   ,40,DUKKY,DUKKY,true,340.57,160.15,63.54,N,N,N,false,true,185
A756,C,40,DUKKY,WP   ,,,,,,,,N,N,N,true,true,186
A766,C,10,SBI,VOR/DME,20,LAURL,LAURL,true,136.17,316.51,60,N,N,N,false,true,187
A766,C,20,LAURL,RP   ,30,KLAMS,KLAMS,true,136.51,316.76,47.01,N,N,N,false,true,188
A766,C,30,KLAMS,RP   ,40,KENGS,KENGS,true,143.47,323.59,10.81,N,N,N,false,true,189
A766,C,40,KENGS,WP   ,50,KELPP,KELPP,true,143.6,324.35,68.7,N,N,N,false,true,190
A766,C,50,KELPP,RP   ,60,KEHLI,KEHLI,true,144.36,326.36,197.28,N,N,N,false,true,191
A766,C,60,KEHLI,RP   ,,,,,,,,N,N,N,true,true,192
A770,C,10,LEV,VORTAC,20,DOLPH,DOLPH,true,178.68,358.67,55.29,N,N,N,false,true,193
A770,C,20,DOLPH,RP   ,30,ALGAE,ALGAE,true,178.45,358.43,113.72,N,N,N,false,true,194
A770,C,30,ALGAE,WP   ,40,KEHLI,KEHLI,true,178.48,358.42,111.9,N,N,N,false,true,195
A770,C,40,KEHLI,RP   ,,,,,,,,N,N,N,true,true,196
AR10,C,10,DHP,VORTAC,20,TURBO,TURBO,true,57.39,237.64,37.76,N,N,N,false,true,197
AR10,C,20,TURBO,RP   ,30,PREDA,PREDA,true,57.64,237.76,18.46,N,N,N,false,true,198
AR10,C,30,PREDA,RP   ,40,ZAPPA,ZAPPA,true,57.76,237.94,27.59,N,N,N,false,true,199
AR10,C,40,ZAPPA,RP   ,,,,,,,,N,N,N,true,true,200
AR11,C,10,VKZ,VOR/DME,20,JANUS,JANUS,true,57.89,238.12,34.83,N,N,N,false,true,201
AR11,C,20,JANUS,RP   ,30,VALLY,VALLY,true,58.12,238.34,32.89,N,N,N,false,true,202
AR11,C,30,VALLY,RP   ,,,,,,,,N,N,N,true,true,203
AR12,C,10,DEDDY,WP   ,20,PITRW,PITRW,true,119.94,300.46,25.31,N,N,N,false,true,204
AR12,C,20,PITRW,WP   ,30,SNNTA,SNNTA,true,118.91,299.69,39.69,N,N,N,false,true,205
AR12,C,30,SNNTA,WP   ,40,OGGRE,OGGRE,true,119.69,300.22,26.48,N,N,N,false,true,206
AR12,C,40,OGGRE,WP   ,50,EBEAR,EBEAR,true,120.19,300.45,13.39,N,N,N,false,true,207
AR12,C,50,EBEAR,WP   ,60,DIZNY,DIZNY,true,120.47,300.71,12.38,N,N,N,false,true,208
AR12,C,60,DIZNY,WP   ,70,RROOO,RROOO,true,147.09,327.28,16.04,N,N,N,false,true,209
AR12,C,70,RROOO,WP   ,80,HARON,HARON,true,147.29,327.65,28.07,N,N,N,false,true,210
AR12,C,80,HARON,WP   ,90,JAINS,JAINS,true,147.65,327.92,23.17,N,N,N,false,true,211
AR12,C,90,JAINS,WP   ,,,,,,,,N,N,N,true,true,212
AR15,C,10,BAHAA,WP   ,20,HIBAC,HIBAC,true,209.32,28.55,84.99,N,N,N,false,true,213
AR15,C,20,HIBAC,WP   ,30,PETEE,PETEE,true,259.06,78.46,30.81,N,N,N,false,true,214
AR15,C,30,PETEE,WP   ,40,APOLO,APOLO,true,258.45,78.11,16.74,N,N,N,false,true,215
AR15,C,40,APOLO,RP   ,50,MALET,MALET,true,250.41,70.2,25.04,N,N,N,false,true,216
AR15,C,50,MALET,RP   ,60,ORL,ORL,true,250.25,70.03,26.23,N,N,N,false,true,217
AR15,C,60,ORL,VORTAC,,,,,,,,N,N,N,true,true,218
AR16,C,10,PERMT,RP   ,20,LENDS,LENDS,true,15.33,195.84,117.72,N,N,N,false,true,219
AR16,C,20,LENDS,WP   ,30,GRUBR,GRUBR,true,15.63,195.84,47.25,N,N,N,false,true,220
AR16,C,30,GRUBR,WP   ,40,SNABS,SNABS,true,15.84,195.91,16.35,N,N,N,false,true,221
AR16,C,40,SNABS,WP   ,50,SEELO,SEELO,true,16.79,197.26,96.92,N,N,N,false,true,222
AR16,C,50,SEELO,WP   ,,,,,16.7,197.47,140.76,N,N,N,true,true,223
AR17,C,10,WAALT,WP   ,20,OSTNN,OSTNN,true,205.44,25.3,16.73,N,N,N,false,true,224
AR17,C,20,OSTNN,WP   ,30,ACMED,ACMED,true,205.3,24.92,49.53,N,N,N,false,true,225
AR17,C,30,ACMED,WP   ,40,OGGRE,OGGRE,true,204.92,24.74,23.78,N,N,N,false,true,226
AR17,C,40,OGGRE,WP   ,50,NRRSE,NRRSE,true,204.74,24.37,49.71,N,N,N,false,true,227
AR17,C,50,NRRSE,WP   ,60,BAHAA,BAHAA,true,205.28,24.74,70,N,N,N,false,true,228
AR17,C,60,BAHAA,WP   ,70,HIBAC,HIBAC,true,209.32,28.55,84.99,N,N,N,false,true,229
AR17,C,70,HIBAC,WP   ,80,VKZ,VKZ,true,197.1,16.12,202.41,N,N,N,false,true,230
AR17,C,80,VKZ,VOR/DME,,,,,,,,N,N,N,true,true,231
AR18,C,10,WOLFO,WP   ,20,RAMJT,RAMJT,true,15.73,195.77,7.13,N,N,N,false,true,232
AR18,C,20,RAMJT,WP   ,30,ETECK,ETECK,true,15.78,196.3,118.62,N,N,N,false,true,233
AR18,C,30,ETECK,WP   ,40,PELCN,PELCN,true,16.08,196.25,39.2,N,N,N,false,true,234
AR18,C,40,PELCN,WP   ,50,OZENA,OZENA,true,16.24,196.33,17.16,N,N,N,false,true,235
AR18,C,50,OZENA,WP   ,60,ROWSY,ROWSY,true,20.32,200.5,31.53,N,N,N,false,true,236
AR18,C,60,ROWSY,WP   ,70,FLRDA,FLRDA,true,19.85,200.03,30.04,N,N,N,false,true,237
AR18,C,70,FLRDA,WP   ,,,,,,,,N,N,N,true,false,238
AR19,C,10,MAJIK,WP   ,20,FLAMU,FLAMU,true,23.78,203.96,25.15,N,N,N,false,true,239
AR19,C,20,FLAMU,WP   ,30,RAZZL,RAZZL,true,23.95,204.55,81.55,N,N,N,false,true,240
AR19,C,30,RAZZL,WP   ,40,AAARG,AAARG,true,24.82,205.38,72.76,N,N,N,false,true,241
AR19,C,40,AAARG,WP   ,50,JRDAN,JRDAN,true,25.38,205.56,21.85,N,N,N,false,true,242
AR19,C,50,JRDAN,WP   ,60,SAGGY,SAGGY,true,24.66,204.96,39.74,N,N,N,false,true,243
AR19,C,60,SAGGY,WP   ,70,CHIEZ,CHIEZ,true,19.92,200.23,50.75,N,N,N,false,true,244
AR19,C,70,CHIEZ,WP   ,,,,,,,,N,N,N,true,true,245
AR22,C,10,HOAGG,WP   ,20,MEIGS,MEIGS,true,24.33,204.51,25.74,N,N,N,false,true,246
AR22,C,20,MEIGS,WP   ,30,DUUNK,DUUNK,true,24.52,205.11,79.21,N,N,N,false,true,247
AR22,C,30,DUUNK,WP   ,40,SPOOF,SPOOF,true,24.24,204.8,74.51,N,N,N,false,true,248
AR22,C,40,SPOOF,WP   ,50,IDOLS,IDOLS,true,25.61,206.07,56.76,N,N,N,false,true,249
AR22,C,50,IDOLS,WP   ,60,SKARP,SKARP,true,18.83,199.13,54.95,N,N,N,false,true,250
AR22,C,60,SKARP,WP   ,,,,,,,,N,N,N,true,true,251
AR23,C,10,URSUS,RP   ,20,ZFP,ZFP,true,15.24,195.9,154.18,N,N,N,false,true,252
AR23,C,20,ZFP,VOR/DME,30,CANIT,CANIT,true,12.81,193.42,180.53,N,N,N,false,true,253
AR23,C,30,CANIT,WP   ,40,OZENA,OZENA,true,13.25,193.44,51.45,N,N,N,false,true,254
AR23,C,40,OZENA,WP   ,,,,,18.79,200.37,252.57,N,N,N,true,true,255
AR24,C,10,URSUS,RP   ,20,ZFP,ZFP,true,15.24,195.9,154.18,N,N,N,false,true,256
AR24,C,20,ZFP,VOR/DME,30,BRATZ,BRATZ,true,15.96,196.21,56.65,N,N,N,false,true,257
AR24,C,30,BRATZ,WP   ,40,OHLAA,OHLAA,true,16.21,197.01,176.47,N,N,N,false,true,258
