airwayKey,airwayPathKey,anyGapActive,gapFlagRaw,signalGapFlagRaw,doglegRaw,sourceTable,rowCount,sampleFromPointKeys,sampleToPointKeys,sampleSourceRowIds
AIRWAY:Q971,AIRWAY_PATH:Q971:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:CIPTA:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,5210
AIRWAY:T266,AIRWAY_PATH:T266:A,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,POINT:FIX:SPUTA:PA,6421
AIRWAY:T331,AIRWAY_PATH:T331:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:BEKRR:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,7564
AIRWAY:T372,AIRWAY_PATH:T372:A,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:OLARU:PA,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,8055
AIRWAY:T407,AIRWAY_PATH:T407:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:ZOMTA:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,8455
AIRWAY:T487,AIRWAY_PATH:T487:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:DISCO:K1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9220
AIRWAY:T608,AIRWAY_PATH:T608:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,9334
AIRWAY:T608,AIRWAY_PATH:T608:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:FIX:CFSKT:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,9333
AIRWAY:T616,AIRWAY_PATH:T616:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:CFTCS:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9365
AIRWAY:T634,AIRWAY_PATH:T634:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S.CANADIAN_BORDER-2,POINT:FIX:VIBRU:K6,9367
AIRWAY:T645,AIRWAY_PATH:T645:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,POINT:FIX:EPSOP:K1,9396
AIRWAY:T645,AIRWAY_PATH:T645:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:IKLIT:K1,POINT:BOUNDARY:U.S.CANADIAN_BORDER-2,9400
AIRWAY:T662,AIRWAY_PATH:T662:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,POINT:FIX:DEPRI:K6,9402
AIRWAY:T675,AIRWAY_PATH:T675:C,false,N,N,N,AWY_SEG_ALT,2,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:FIX:NOJJE:K5,9408|9409
AIRWAY:T675,AIRWAY_PATH:T675:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:RUXDU:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,9411
AIRWAY:T675,AIRWAY_PATH:T675:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:FIX:BBIGG:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9407
AIRWAY:T698,AIRWAY_PATH:T698:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,POINT:FIX:EBGIX:K6,9413
AIRWAY:T698,AIRWAY_PATH:T698:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:ACTON:K6,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,9416
AIRWAY:T705,AIRWAY_PATH:T705:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:MUTNA:K6,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9451
AIRWAY:T719,AIRWAY_PATH:T719:A,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,POINT:FIX:EEVER:PA,9454
AIRWAY:T739,AIRWAY_PATH:T739:C,false,N,N,N,AWY_SEG_ALT,3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:BOUNDARY:U.S._CANADIAN_BORDER-4,POINT:FIX:KATEK:K6|POINT:BOUNDARY:U.S._CANADIAN_BORDER-4|POINT:FIX:KERVO:K6,9459|9464|9465
AIRWAY:T739,AIRWAY_PATH:T739:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:DANOL:K6,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,9471
AIRWAY:T765,AIRWAY_PATH:T765:C,false,N,N,N,AWY_SEG_ALT,4,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3|POINT:BOUNDARY:U.S._CANADIAN_BORDER-5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:FIX:ASIXX:K3|POINT:BOUNDARY:U.S._CANADIAN_BORDER-5|POINT:FIX:LCROS:K3,9483|9484|9489|9490
AIRWAY:T765,AIRWAY_PATH:T765:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:CALDU:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-6,9492
AIRWAY:T765,AIRWAY_PATH:T765:C,true,Y,N,Y,AWY_SEG_ALT,2,POINT:FIX:BBLUE:K5|POINT:FIX:KORTY:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,9482|9488
AIRWAY:T768,AIRWAY_PATH:T768:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:ARBBY:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9497
AIRWAY:T776,AIRWAY_PATH:T776:C,false,N,N,N,AWY_SEG_ALT,5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-5|POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3|POINT:BOUNDARY:U.S._CANADIAN_BORDER-4,POINT:FIX:KAYCY:K5|POINT:FIX:SKOWT:K5|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3|POINT:FIX:NCOLY:K5|POINT:BOUNDARY:U.S._CANADIAN_BORDER-5,9499|9508|9502|9503|9507
AIRWAY:T776,AIRWAY_PATH:T776:C,true,Y,N,Y,AWY_SEG_ALT,2,POINT:FIX:KMNGO:K5|POINT:FIX:RRBEE:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:BOUNDARY:U.S._CANADIAN_BORDER-4,9501|9506
AIRWAY:T781,AIRWAY_PATH:T781:C,false,N,N,N,AWY_SEG_ALT,2,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:FIX:PINTE:K6,9518|9519
AIRWAY:T781,AIRWAY_PATH:T781:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:FIX:CFKMG:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9517
AIRWAY:T797,AIRWAY_PATH:T797:C,false,N,N,Y,AWY_SEG_ALT,1,POINT:FIX:WUGOR:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9523
AIRWAY:T810,AIRWAY_PATH:T810:C,false,N,N,N,AWY_SEG_ALT,3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2|POINT:BOUNDARY:U.S._CANADIAN_BORDER-1|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,POINT:FIX:BERDD:K5|POINT:BOUNDARY:U.S._CANADIAN_BORDER-3|POINT:FIX:CATGA:K5,9525|9530|9531
AIRWAY:T810,AIRWAY_PATH:T810:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:FIX:JEORG:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,9529
AIRWAY:V1,AIRWAY_PATH:V1:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ISO:VORTAC:US:NC:KINSTON,POINT:NAVAID:ATR:VOR/DME:US:DE:WATERLOO,9572
AIRWAY:V10,AIRWAY_PATH:V10:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BRL:VOR/DME:US:IA:BURLINGTON,POINT:FIX:NILES:K5,9641
AIRWAY:V100,AIRWAY_PATH:V100:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ONL:VORTAC:US:NE:O_NEILL,POINT:NAVAID:ALO:VOR/DME:US:IA:WATERLOO,9659
AIRWAY:V103,AIRWAY_PATH:V103:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:MAYOS:K7,POINT:NAVAID:EKN:VORTAC:US:WV:ELKINS,9714
AIRWAY:V108,AIRWAY_PATH:V108:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:LIN:VOR/DME:US:CA:LINDEN,POINT:NAVAID:EKR:VOR/DME:US:CO:MEEKER,9795
AIRWAY:V113,AIRWAY_PATH:V113:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:PRB:VORTAC:US:CA:PASO_ROBLES,POINT:NAVAID:PXN:VORTAC:US:CA:PANOCHE,9886
AIRWAY:V114,AIRWAY_PATH:V114:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BYP:VORTAC:US:TX:BONHAM,POINT:NAVAID:GGG:VORTAC:US:TX:LONGVIEW,9931
AIRWAY:V115,AIRWAY_PATH:V115:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:FIX:BOAZE:K7|POINT:NAVAID:VXV:VORTAC:US:TN:KNOXVILLE,POINT:FIX:DUBBS:K7|POINT:NAVAID:HVQ:VOR/DME:US:WV:CHARLESTON,9976|9980
AIRWAY:V12,AIRWAY_PATH:V12:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:MMB:VORTAC:US:OK:GAGE|POINT:NAVAID:SHB:VOR/DME:US:IN:SHELBYVILLE,POINT:NAVAID:ICT:VORTAC:US:KS:WICHITA|POINT:NAVAID:AGC:VOR/DME:US:PA:PITTSBURGH,10045|10076
AIRWAY:V13,AIRWAY_PATH:V13:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:RZC:VORTAC:US:AR:FAYETTEVILLE,POINT:NAVAID:BUM:VORTAC:US:MO:BUTLER,10343
AIRWAY:V132,AIRWAY_PATH:V132:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HUT:VOR/DME:US:KS:HUTCHINSON,POINT:NAVAID:SGF:VORTAC:US:MO:SPRINGFIELD,10392
AIRWAY:V133,AIRWAY_PATH:V133:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:JGKPL:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-6,10426
AIRWAY:V138,AIRWAY_PATH:V138:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:SNY:VOR/DME:US:NE:SIDNEY,POINT:NAVAID:GRI:VOR/DME:US:NE:GRAND_ISLAND,10532
AIRWAY:V14,AIRWAY_PATH:V14:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:TUL:VORTAC:US:OK:TULSA,POINT:NAVAID:SGF:VORTAC:US:MO:SPRINGFIELD,10625
AIRWAY:V140,AIRWAY_PATH:V140:C,true,Y,N,N,AWY_SEG_ALT,3,POINT:NAVAID:ARG:VORTAC:US:AR:WALNUT_RIDGE|POINT:NAVAID:LOZ:VOR/DME:US:KY:LONDON|POINT:NAVAID:BFV:VORTAC:US:OK:CLINTON,POINT:NAVAID:BNA:VORTAC:US:TN:NASHVILLE|POINT:NAVAID:BLF:VOR/DME:US:WV:BLUEFIELD|POINT:NAVAID:TUL:VORTAC:US:OK:TULSA,10660|10668|10640
AIRWAY:V147,AIRWAY_PATH:V147:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:LVZ:VORTAC:US:PA:WILKES_BARRE_SCRANTON,POINT:NAVAID:GEE:VOR/DME:US:NY:GENESEO,10760
AIRWAY:V148,AIRWAY_PATH:V148:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:GEP:VORTAC:US:MN:MINNEAPOLIS,POINT:NAVAID:IWD:VOR/DME:US:MI:IRONWOOD,10793
AIRWAY:V15,AIRWAY_PATH:V15:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BYP:VORTAC:US:TX:BONHAM,POINT:NAVAID:ABR:VOR/DME:US:SD:ABERDEEN,10817
AIRWAY:V154,AIRWAY_PATH:V154:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:TIROE:K7,POINT:NAVAID:DBN:VORTAC:US:GA:DUBLIN,10874
AIRWAY:V155,AIRWAY_PATH:V155:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:RDU:VORTAC:US:NC:RALEIGH/DURHAM,POINT:NAVAID:FAK:VORTAC:US:VA:FLAT_ROCK,10899
AIRWAY:V157,AIRWAY_PATH:V157:C,true,Y,N,N,AWY_SEG_ALT,3,POINT:NAVAID:DBN:VORTAC:US:GA:DUBLIN|POINT:NAVAID:TYI:VORTAC:US:NC:ROCKY_MOUNT|POINT:NAVAID:DHP:VORTAC:US:FL:MIAMI,POINT:NAVAID:FLO:VORTAC:US:SC:FLORENCE|POINT:NAVAID:RBV:VORTAC:US:NJ:ROBBINSVILLE|POINT:NAVAID:LAL:VORTAC:US:FL:LAKELAND,10934|10945|10919
AIRWAY:V159,AIRWAY_PATH:V159:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:OCF:VORTAC:US:FL:OCALA|POINT:NAVAID:VUZ:VORTAC:US:AL:BIRMINGHAM,POINT:NAVAID:GEF:VORTAC:US:FL:GREENVILLE|POINT:NAVAID:HLI:VORTAC:US:MS:HOLLY_SPRINGS,10979|10998
AIRWAY:V16,AIRWAY_PATH:V16:C,true,Y,N,N,AWY_SEG_ALT,3,POINT:NAVAID:PSK:VORTAC:US:VA:DUBLIN|POINT:NAVAID:RIC:VORTAC:US:VA:RICHMOND|POINT:NAVAID:HLI:VORTAC:US:MS:HOLLY_SPRINGS,POINT:NAVAID:LYH:VOR/DME:US:VA:LYNCHBURG|POINT:NAVAID:ENO:VORTAC:US:DE:KENTON|POINT:NAVAID:SYI:VOR/DME:US:TN:SHELBYVILLE,11127|11135|11108
AIRWAY:V161,AIRWAY_PATH:V161:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:TUL:VORTAC:US:OK:TULSA,POINT:NAVAID:BUM:VORTAC:US:MO:BUTLER,11204
AIRWAY:V163,AIRWAY_PATH:V163:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-2,POINT:FIX:GROSZ:K4,11238
AIRWAY:V165,AIRWAY_PATH:V165:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:EXTRA:K2,POINT:FIX:MARRI:K2,11290
AIRWAY:V17,AIRWAY_PATH:V17:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ACT:VORTAC:US:TX:WACO,POINT:NAVAID:MQP:VORTAC:US:TX:MINERAL_WELLS,11437
AIRWAY:V17,AIRWAY_PATH:V17:H,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:OGG:VORTAC:US:HI:KAHULUI,POINT:FIX:STAIT:PH,11468
AIRWAY:V170,AIRWAY_PATH:V170:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:SVM:VORTAC:US:MI:SALEM|POINT:NAVAID:FSD:VORTAC:US:SD:SIOUX_FALLS,POINT:NAVAID:SLT:VORTAC:US:PA:SLATE_RUN|POINT:NAVAID:RST:VOR/DME:US:MN:ROCHESTER,11505|11480
AIRWAY:V171,AIRWAY_PATH:V171:C,true,Y,N,N,AWY_SEG_ALT,3,POINT:NAVAID:TTH:VORTAC:US:IN:TERRE_HAUTE|POINT:NAVAID:JOT:VOR/DME:US:IL:JOLIET|POINT:NAVAID:FGT:VORTAC:US:MN:FARMINGTON,POINT:NAVAID:EON:VORTAC:US:IL:PEOTONE|POINT:NAVAID:ODI:VORTAC:US:MN:NODINE|POINT:NAVAID:AXN:VOR/DME:US:MN:ALEXANDRIA,11534|11538|11544
AIRWAY:V175,AIRWAY_PATH:V175:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:DSM:VORTAC:US:IA:DES_MOINES|POINT:NAVAID:HLV:VORTAC:US:MO:HALLSVILLE,POINT:NAVAID:RWF:VOR/DME:US:MN:REDWOOD_FALLS|POINT:NAVAID:IRK:VORTAC:US:MO:KIRKSVILLE,11581|11577
AIRWAY:V178,AIRWAY_PATH:V178:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:FAM:VORTAC:US:MO:FARMINGTON,POINT:NAVAID:EWO:VOR/DME:US:KY:NEW_HOPE,11592
AIRWAY:V18,AIRWAY_PATH:V18:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:MEI:VORTAC:US:MS:MERIDIAN,POINT:NAVAID:IRQ:VORTAC:US:SC:COLLIERS,11629
AIRWAY:V187,AIRWAY_PATH:V187:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:THICK:K1,POINT:NAVAID:OLM:VORTAC:US:WA:OLYMPIA,11808
AIRWAY:V194,AIRWAY_PATH:V194:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:MEI:VORTAC:US:MS:MERIDIAN|POINT:NAVAID:CLL:VORTAC:US:TX:COLLEGE_STATION,POINT:NAVAID:LIB:VORTAC:US:NC:LIBERTY|POINT:NAVAID:SBI:VOR/DME:US:TX:SABINE_PASS,11939|11924
AIRWAY:V198,AIRWAY_PATH:V198:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:SAT:VORTAC:US:TX:SAN_ANTONIO,POINT:NAVAID:SBI:VOR/DME:US:TX:SABINE_PASS,11995
AIRWAY:V20,AIRWAY_PATH:V20:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:NAVAID:MGM:VORTAC:US:AL:MONTGOMERY,POINT:NAVAID:AHN:VOR/DME:US:GA:ATHENS,12199
AIRWAY:V200,AIRWAY_PATH:V200:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:FMG:VORTAC:US:NV:RENO,POINT:NAVAID:BVL:VORTAC:US:UT:BONNEVILLE,12250
AIRWAY:V209,AIRWAY_PATH:V209:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:YARBO:K7,POINT:FIX:EUTAW:K7,12346
AIRWAY:V21,AIRWAY_PATH:V21:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,POINT:NAVAID:YQL:VOR/DME:CA::LETHBRIDGE,12431
AIRWAY:V210,AIRWAY_PATH:V210:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:LAA:VOR/DME:US:CO:LAMAR|POINT:NAVAID:OKM:VOR/DME:US:OK:OKMULGEE,POINT:NAVAID:IRW:VORTAC:US:OK:OKLAHOMA_CITY|POINT:NAVAID:HAR:VORTAC:US:PA:HARRISBURG,12492|12496
AIRWAY:V213,AIRWAY_PATH:V213:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HPW:VORTAC:US:VA:HOPEWELL,POINT:NAVAID:ENO:VORTAC:US:DE:KENTON,12543
AIRWAY:V216,AIRWAY_PATH:V216:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HLC:VORTAC:US:KS:HILL_CITY,POINT:NAVAID:IOW:VOR/DME:US:IA:IOWA_CITY,12574
AIRWAY:V228,AIRWAY_PATH:V228:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:BESIE:K5,POINT:FIX:FARMM:K5,12745
AIRWAY:V23,AIRWAY_PATH:V23:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:FRAME:K2,POINT:FIX:EBTUW:K2,12782
AIRWAY:V234,AIRWAY_PATH:V234:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:DHT:VORTAC:US:TX:DALHART,POINT:NAVAID:HUT:VOR/DME:US:KS:HUTCHINSON,12902
AIRWAY:V235,AIRWAY_PATH:V235:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:FBR:VOR/DME:US:WY:FORT_BRIDGER,POINT:NAVAID:OCS:VOR/DME:US:WY:ROCK_SPRINGS,12942
AIRWAY:V24,AIRWAY_PATH:V24:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:OBK:VOR/DME:US:IL:NORTHBROOK|POINT:NAVAID:RST:VOR/DME:US:MN:ROCHESTER,POINT:NAVAID:EON:VORTAC:US:IL:PEOTONE|POINT:NAVAID:JVL:VOR/DME:US:WI:JANESVILLE,12979|12970
AIRWAY:V259,AIRWAY_PATH:V259:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:HUSTN:K7,POINT:FIX:MOPED:K7,13372
AIRWAY:V26,AIRWAY_PATH:V26:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:PIR:VORTAC:US:SD:PIERRE,POINT:NAVAID:RWF:VOR/DME:US:MN:REDWOOD_FALLS,13406
AIRWAY:V263,AIRWAY_PATH:V263:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:AKO:VOR/DME:US:CO:AKRON,POINT:NAVAID:PIR:VORTAC:US:SD:PIERRE,13452
AIRWAY:V264,AIRWAY_PATH:V264:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:PKE:VORTAC:US:CA:PARKER,POINT:NAVAID:DRK:VORTAC:US:AZ:PRESCOTT,13473
AIRWAY:V266,AIRWAY_PATH:V266:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:SBV:VORTAC:US:VA:SOUTH_BOSTON|POINT:NAVAID:SPA:VORTAC:US:SC:SPARTANBURG,POINT:FIX:SUNNS:K7|POINT:NAVAID:GSO:VORTAC:US:NC:GREENSBORO,13512|13508
AIRWAY:V278,AIRWAY_PATH:V278:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:FIX:HAMPT:K4|POINT:NAVAID:PVW:VOR/DME:US:TX:PLAINVIEW,POINT:NAVAID:GLH:VOR/DME:US:MS:GREENVILLE|POINT:NAVAID:UKW:VORTAC:US:TX:BOWIE,13773|13759
AIRWAY:V280,AIRWAY_PATH:V280:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-3,POINT:FIX:FARCY:K4,13804
AIRWAY:V290,AIRWAY_PATH:V290:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:FAK:VORTAC:US:VA:FLAT_ROCK,POINT:NAVAID:TYI:VORTAC:US:NC:ROCKY_MOUNT,13966
AIRWAY:V3,AIRWAY_PATH:V3:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:OWENS:K7,POINT:NAVAID:FLO:VORTAC:US:SC:FLORENCE,14138
AIRWAY:V30,AIRWAY_PATH:V30:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:PMM:VOR/DME:US:MI:PULLMAN,POINT:NAVAID:PSB:VORTAC:US:PA:PHILIPSBURG,14200
AIRWAY:V300,AIRWAY_PATH:V300:C,false,N,N,N,AWY_SEG_ALT,3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3|POINT:BOUNDARY:U.S._CANADIAN_BORDER-12|POINT:FIX:MRUCI:K5,POINT:BOUNDARY:U.S._CANADIAN_BORDER-12|POINT:FIX:IILND:K5|POINT:BOUNDARY:U.S._CANADIAN_BORDER-8,14212|14213|14216
AIRWAY:V305,AIRWAY_PATH:V305:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ARG:VORTAC:US:AR:WALNUT_RIDGE,POINT:NAVAID:CNG:VOR/DME:US:KY:PADUCAH,14255
AIRWAY:V309,AIRWAY_PATH:V309:A,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-4,POINT:FIX:WAZUR:PA,14291
AIRWAY:V317,AIRWAY_PATH:V317:A,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-3,POINT:FIX:CFTBX:PA,14369
AIRWAY:V325,AIRWAY_PATH:V325:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:AHN:VOR/DME:US:GA:ATHENS,POINT:FIX:DALAS:K7,14528
AIRWAY:V330,AIRWAY_PATH:V330:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BOI:VORTAC:US:ID:BOISE,POINT:NAVAID:IDA:VOR/DME:US:ID:IDAHO_FALLS,14592
AIRWAY:V35,AIRWAY_PATH:V35:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:MGW:VOR/DME:US:WV:MORGANTOWN|POINT:NAVAID:PIE:VORTAC:US:FL:ST_PETERSBURG-CLEARWATER,POINT:NAVAID:PSB:VORTAC:US:PA:PHILIPSBURG|POINT:FIX:SINCA:K7,14758|14727
AIRWAY:V356,AIRWAY_PATH:V356:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:FIDLE:K2,POINT:FIX:ELORE:K2,14785
AIRWAY:V359,AIRWAY_PATH:V359:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-3,POINT:FIX:CFDNC:K4,14820
AIRWAY:V365,AIRWAY_PATH:V365:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:SABAT:K1,POINT:NAVAID:LVM:VOR/DME:US:MT:LIVINGSTON,14869
AIRWAY:V367,AIRWAY_PATH:V367:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:JGRLN:K3,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,14896
AIRWAY:V38,AIRWAY_PATH:V38:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:WINES:K5,POINT:NAVAID:JPU:VOR/DME:US:WV:PARKERSBURG,15039
AIRWAY:V387,AIRWAY_PATH:V387:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-1,POINT:NAVAID:REX:VOR/DME:MX::REYNOSA,15100
AIRWAY:V39,AIRWAY_PATH:V39:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:GRINS:K6,POINT:BOUNDARY:U.S._CANADIAN_BORDER-2,15174
AIRWAY:V39,AIRWAY_PATH:V39:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:CTR:VOR/DME:US:MA:CHESTER,POINT:NAVAID:AUG:VOR/DME:US:ME:AUGUSTA,15167
AIRWAY:V393,AIRWAY_PATH:V393:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:CFSMG:K2,POINT:BOUNDARY:U.S._MEXICAN_BORDER-1,15207
AIRWAY:V395,AIRWAY_PATH:V395:C,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:CFWHS:K2,POINT:BOUNDARY:U.S._MEXICAN_BORDER-1,15232
