procedureKey,procedureType,variantCount,matchedVariantCount,connectedMatchedVariantCount,notConnectedMatchedVariantCount,uniqueInterfacePointCount,connectedInterfacePointCount,hasAnyMatchedVariant,hasAnyConnectedMatchedVariant,allMatchedVariantsUnconnected,onlyIncompleteVariants
PROCEDURE:DP:MEADO2.MEADO,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:MEARZ7.MEARZ,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:MECCA1.TRM,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:MEDOW5.MSP,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MELLR1.MELLR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MELLZ2.MELLZ,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:MESA1.MESA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:METRO4.DXO,DP,5,0,0,0,5,1,false,false,false,true
PROCEDURE:DP:MFR1.LMT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MIA2.MIA,DP,11,0,0,0,11,2,false,false,false,true
PROCEDURE:DP:MIGGY3.MIGGY,DP,9,9,6,3,3,2,true,true,false,false
PROCEDURE:DP:MIKAA1.MIKAA,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:MINDN3.VIKES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MINES1.MINES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MINGY1.MINGY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MINNE5.MINNE,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:MISHN5.MISHN,DP,15,15,6,9,5,2,true,true,false,false
PROCEDURE:DP:MISTY6.HADOC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MIXAE4.MIXAE,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:MKK5.MKK,DP,5,5,4,1,5,4,true,true,false,false
PROCEDURE:DP:MKNLY4.TKA,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MLB8.MLB,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MLTRE3.MLTRE,DP,4,4,2,2,2,1,true,true,false,false
PROCEDURE:DP:MMALT7.MMALT,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:MMORK1.MMORK,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:MMOTO2.MMOTO,DP,4,4,2,2,2,1,true,true,false,false
PROCEDURE:DP:MMUGS4.MMUGS,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:MNITO1.GEG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MNZNO3.MNZNO,DP,6,6,4,2,6,4,true,true,false,false
PROCEDURE:DP:MOBIE4.MOBIE,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:MOCAA4.MOCAA,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:MOLEN9.MOLEN,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:MONAT4.MONAT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MONKZ5.MONKZ,DP,7,7,1,6,7,1,true,true,false,false
PROCEDURE:DP:MONMT3.JNC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MONTN2.SEA,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:MOOOS2.MOOOS,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:MOS2.MOS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MOWGL2.MOWGL,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:MRBIL1.MRBIL,DP,12,12,4,8,3,1,true,true,false,false
PROCEDURE:DP:MRIAS3.MRIAS,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:MRRIC1.PXR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MRSHH2.MRSHH,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:MRSSH3.MRSSH,DP,6,6,0,6,2,0,true,false,true,false
PROCEDURE:DP:MRY5.MRY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MTJ2.MTJ,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MUCKY3.MUCKY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MUDDE3.MUDDE,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:MUELR4.FIXIT,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:MUJUD1.MUJUD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MUSEL8.MUSEL,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:MYCAR5.MYCAR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MYZNR3.MYZNR,DP,3,3,1,2,3,1,true,true,false,false
PROCEDURE:DP:MZB2.MZB,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MZULA5.IPPUG,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:MZULO3.MZULO,DP,6,6,4,2,3,2,true,true,false,false
PROCEDURE:DP:NAKED6.NAKED,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NANDR4.NANDR,DP,7,7,4,3,7,4,true,true,false,false
PROCEDURE:DP:NAPAA4.NAPAA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NASSA2.NASSA,DP,15,15,15,0,3,3,true,true,false,false
PROCEDURE:DP:NATCA5.NATCA,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:NDINA5.NDINA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NELLL1.NELLL,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NELYN6.NELYN,DP,15,15,10,5,3,2,true,true,false,false
PROCEDURE:DP:NEVUE3.NEVUE,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:NICQE1.NICQE,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:NIITE4.NIITE,DP,14,14,10,4,7,5,true,true,false,false
PROCEDURE:DP:NIITZ4.NIITZ,DP,24,24,0,24,4,0,true,false,true,false
PROCEDURE:DP:NIKEI5.NIKEI,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:NIKKL1.PDZ,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:NIKOL2.NIKOL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NNOCE2.NNOCE,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:NOEND4.NOEND,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NOKXI2.NOKXI,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:NORRA1.NORRA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NOTWN5.LAS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NOT_ASSIGNED:TURNAGAIN:ZAN:EIGHT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NOT_ASSIGNED:WHITEMAN:ZLA:ONE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NPLII2.SAKKI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NRVNA1.NRVNA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NTHNS6.NTHNS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NUAL2.IPIHO,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:NUBLE4.NUBLE,DP,8,8,6,2,4,3,true,true,false,false
PROCEDURE:DP:NUCLA2.NUCLA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:NUEVO8.EUGEN,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:NUTIY1.NUTIY,DP,8,8,7,1,8,7,true,true,false,false
PROCEDURE:DP:NYTES2.NYTES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:O431.O43,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OAL4.OAL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OBENE3.OBENE,DP,9,9,1,8,9,1,true,true,false,false
PROCEDURE:DP:OCN1.OCN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ODKAE1.ODKAE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OENNS1.OENNS,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:OFARO2.OFARO,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:OGD1.OGD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OKACO1.OKACO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OLAKE3.OLAKE,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:OLEMS6.OLEMS,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:OLGUY3.OLGUY,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:OLS3.OLS,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ONIZU1.ONIZU,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:ONOHI2.ONOHI,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:OOM5.OOM,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:OPIHI3.OPIHI,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:OPTEC1.OPTEC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ORCKA5.ORCKA,DP,20,20,16,4,5,4,true,true,false,false
PROCEDURE:DP:ORELE1.ORELE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ORNEY1.LHO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OROSZ2.OROSZ,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:ORSKY3.ORSKY,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:ORT1.ORT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OSHNN1.OSHNN,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:OSI2.OSI,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OSPRY1.OSPRY,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:OTH7.OTH,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:OWAYY1.OWAYY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:OXFRD5.OXFRD,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:OYODA2.OYODA,DP,14,14,6,8,7,3,true,true,false,false
PROCEDURE:DP:OZARK8.STL,DP,1,0,0,0,1,1,false,false,false,true
PROCEDURE:DP:OZIEE4.OZIEE,DP,10,10,10,0,5,5,true,true,false,false
PROCEDURE:DP:OZWLD1.OZWLD,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PACK9.RDU,DP,3,0,0,0,3,2,false,false,false,true
PROCEDURE:DP:PADGT2.PADGT,DP,8,8,4,4,2,1,true,true,false,false
PROCEDURE:DP:PADRZ2.PADRZ,DP,12,12,4,8,6,2,true,true,false,false
PROCEDURE:DP:PALAY3.PALAY,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:PALCO7.PALCO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PALMR5.BGQ,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PALMS4.CRP,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PAMR1.BGQ,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PARDN4.PARDN,DP,6,6,0,6,2,0,true,false,true,false
PROCEDURE:DP:PARIS4.PARIS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PARKS4.PGS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PATSS7.PATSS,DP,6,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PAVYL3.PAVYL,DP,6,6,0,6,2,0,true,false,true,false
PROCEDURE:DP:PEBLE6.PEBLE,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:PECKK2.PECKK,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PEECE6.PEECE,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:PENCL2.PENCL,DP,12,12,0,12,3,0,true,false,true,false
PROCEDURE:DP:PEPUC2.PEPUC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PEVEE6.PEVEE,DP,4,4,0,4,4,0,true,false,true,false
PROCEDURE:DP:PFLYD1.PFLYD,DP,10,10,2,8,5,1,true,true,false,false
PROCEDURE:DP:PHIIL3.PHIIL,DP,6,6,6,0,1,1,true,true,false,false
PROCEDURE:DP:PHYLI2.PHYLI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PIEPE6.PIEPE,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:PIGGN3.PIGGN,DP,8,8,0,8,4,0,true,false,true,false
PROCEDURE:DP:PIH4.PIH,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PIKES3.DEN,DP,3,0,0,0,3,2,false,false,false,true
PROCEDURE:DP:PIPLN1.PIPLN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PITKN5.GLENO,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:PITZZ5.PITZZ,DP,8,8,4,4,4,2,true,true,false,false
PROCEDURE:DP:PLAIN2.DEN,DP,10,0,0,0,10,7,false,false,false,true
PROCEDURE:DP:PLATA1.PLATA,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:PLESS5.PLESS,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:PLMMR3.PLMMR,DP,6,6,6,0,1,1,true,true,false,false
PROCEDURE:DP:PLMTO3.PLMTO,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:PMD1.PMD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PNDAH2.PNDAH,DP,8,8,0,8,2,0,true,false,true,false
PROCEDURE:DP:POAKE2.POAKE,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:POM1.POM,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:PORTT4.PORTT,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:POTER3.POTER,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:POTOR2.POTOR,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:POUNC2.POUNC,DP,10,10,0,10,2,0,true,false,true,false
PROCEDURE:DP:PPKEO1.PPKEO,DP,8,8,8,0,4,4,true,true,false,false
PROCEDURE:DP:PPORT4.PPORT,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:PRB2.PRB,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PRC3.DRK,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PRCH3.LAX,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:PROVO4.FFU,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PSC1.PSC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PTOMC2.PTOMC,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PTRON9.PTRON,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:PTRSG2.ZARUT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PUBLO2.PUBLO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PUHEE1.PUHEE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:PUYVO5.PUYVO,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:PVINE5.PVINE,DP,3,3,1,2,3,1,true,true,false,false
PROCEDURE:DP:PXR1.PXR,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:QUAKY1.QUAKY,DP,20,20,4,16,5,1,true,true,false,false
PROCEDURE:DP:RACER8.MCI,DP,3,0,0,0,3,3,false,false,false,true
PROCEDURE:DP:RADYR2.RADYR,DP,36,36,18,18,6,3,true,true,false,false
PROCEDURE:DP:RAJEE4.RAJEE,DP,5,5,1,4,5,1,true,true,false,false
PROCEDURE:DP:RAL2.PDZ,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RAMBL6.RAMBL,DP,24,24,15,9,8,5,true,true,false,false
PROCEDURE:DP:RASLR3.RASLR,DP,6,6,0,6,1,0,true,false,true,false
PROCEDURE:DP:RATPK3.RATPK,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:RAYMD3.RAYMD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RDBUD4.RDBUD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RDD1.RDD,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RDFLG5.RDFLG,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:RDHSE1.RDHSE,DP,5,5,5,0,1,1,true,true,false,false
PROCEDURE:DP:RDHWK3.RDHWK,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:RDRNR3.RDRNR,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:RDSOX1.RDSOX,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:RDU1.RDU,DP,3,0,0,0,3,3,false,false,false,true
PROCEDURE:DP:READE7.READE,DP,4,4,3,1,4,3,true,true,false,false
PROCEDURE:DP:REBLL5.REBLL,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:REGAE2.REGAE,DP,3,3,3,0,1,1,true,true,false,false
PROCEDURE:DP:RETYR8.RETYR,DP,5,5,3,2,5,3,true,true,false,false
PROCEDURE:DP:REVSS6.REVSS,DP,6,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RHONE3.RHONE,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:RICHE3.BOOKE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RICHY7.SWR,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:RIDDG2.RIDDG,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:RIF2.RIF,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RITAA7.RITAA,DP,10,10,4,6,5,2,true,true,false,false
PROCEDURE:DP:RNLDI4.RNLDI,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:ROCKI7.DEN,DP,6,0,0,0,6,6,false,false,false,true
PROCEDURE:DP:ROCKT4.ROCKT,DP,14,14,0,14,2,0,true,false,true,false
PROCEDURE:DP:ROCKY1.ROCKY,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:RONAN3.ANGIL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RONBE2.RONBE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RONHU2.RONHU,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:ROTRY6.ROTRY,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:ROWEY1.ROWEY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ROYAL2.MCI,DP,3,0,0,0,3,0,false,false,false,true
PROCEDURE:DP:ROYES7.ROYES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ROZBO5.ROZBO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RREHD1.RREHD,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:RSCO4.VVERA,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:RST1.RST,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:RUGGD3.RUGGD,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:RVF2.HIA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:RVRCT4.RVRCT,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:RYPAX2.RYPAX,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:SABTH2.SABTH,DP,10,10,0,10,2,0,true,false,true,false
PROCEDURE:DP:SACAT4.SACAT,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SAFRD1.SAFRD,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SAHEY4.SAHEY,DP,12,12,3,9,4,1,true,true,false,false
PROCEDURE:DP:SALAD5.SALAD,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:SAMMI4.SAMMI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SARDD3.LINDZ,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SAWGY3.OMN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SAYBR3.SAYBR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SAYOW2.SAYOW,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:SBOAT1.SBOAT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SCAMR4.SCAMR,DP,16,16,4,12,8,2,true,true,false,false
PROCEDURE:DP:SCAPO7.SCAPO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SCHEP1.SCHEP,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:SCOT7.SCOT,DP,7,7,6,1,7,6,true,true,false,false
PROCEDURE:DP:SCRAM6.SCRAM,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:SCTWN4.SCTWN,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:SCUTA3.SCUTA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SEBBY3.DAG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SEEMS1.SEEMS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SEGUL1.SEGUL,DP,2,2,0,2,1,0,true,false,true,false
PROCEDURE:DP:SELPH7.SELPH,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:SETHY5.SETHY,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:SEVYR3.SEVYR,DP,2,0,0,0,2,2,false,false,false,true
PROCEDURE:DP:SEWAR1.SEWAR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SFO5.SFO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SGD1.SGD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SHEDD4.SHEDD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SHPRD4.SHPRD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SIEBE4.SIEBE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SILKS6.SILKS,DP,7,7,0,7,1,0,true,false,true,false
PROCEDURE:DP:SINGG1.SINGG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SJC3.MOONY,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:SJN9.SJN,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:SKIFF7.SKIFF,DP,4,4,3,1,4,3,true,true,false,false
PROCEDURE:DP:SKORR6.SKORR,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:SKOTT2.SKOTT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SKOWL2.DOOZI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SKWRL2.SKWRL,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:SKYEE1.SKYEE,DP,5,5,1,4,5,1,true,true,false,false
PROCEDURE:DP:SKYL1.WAGES,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:SLAPP2.SLAPP,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:SLATR1.SLATR,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SLAYR4.SLAYR,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:SLEEK2.SLEEK,DP,5,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SLENA2.SLENA,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:SLI8.SLI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SLIDZ3.SLIDZ,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:SLNT3.REBAS,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:SMERF7.SMERF,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SMKEY2.SMKEY,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:SMKKY1.SMKKY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SMLTZ3.SMLTZ,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:SMMUR2.SMMUR,DP,10,10,5,5,2,1,true,true,false,false
PROCEDURE:DP:SMO3.CHOII,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:SNAKO3.SNAKO,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:SNAPR2.SNAPR,DP,6,6,6,0,2,2,true,true,false,false
PROCEDURE:DP:SNDLR3.SNDLR,DP,5,5,5,0,1,1,true,true,false,false
PROCEDURE:DP:SNDRS3.SNDRS,DP,12,12,6,6,2,1,true,true,false,false
PROCEDURE:DP:SNGRA2.SNGRA,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:SNIDR2.SNIDR,DP,8,8,6,2,8,6,true,true,false,false
PROCEDURE:DP:SNOBL6.SNOBL,DP,5,5,1,4,5,1,true,true,false,false
PROCEDURE:DP:SNOOZ5.SNOOZ,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:SNSET4.SNSET,DP,21,21,0,21,7,0,true,false,true,false
PROCEDURE:DP:SNSHN5.SNSHN,DP,14,14,12,2,7,6,true,true,false,false
PROCEDURE:DP:SNTNA2.SNTNA,DP,6,6,4,2,6,4,true,true,false,false
PROCEDURE:DP:SOFTY1.SOFTY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SOKOY3.SOKOY,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:SOOKI6.SOOKI,DP,4,4,4,0,1,1,true,true,false,false
PROCEDURE:DP:SPACX2.SPACX,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SPILR1.SPILR,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:SPK1.FFU,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SPRKS1.FMG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SPTNS1.TECKY,DP,4,4,0,4,2,0,true,false,true,false
PROCEDURE:DP:SQA1.SQA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SQUAT5.SQUAT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SQURL2.SQURL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:SSO1.SSO,DP,2,0,0,0,1,0,false,false,false,true
