procedureKey,procedureType,variantCount,matchedVariantCount,connectedMatchedVariantCount,notConnectedMatchedVariantCount,uniqueInterfacePointCount,connectedInterfacePointCount,hasAnyMatchedVariant,hasAnyConnectedMatchedVariant,allMatchedVariantsUnconnected,onlyIncompleteVariants
PROCEDURE:DP:FLCON1.DRAKE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FLG1.OATES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FLIYN1.FLIYN,DP,4,4,0,4,4,0,true,false,true,false
PROCEDURE:DP:FLL2.FLL,DP,9,0,0,0,9,2,false,false,false,true
PROCEDURE:DP:FLMGO2.FLMGO,DP,8,8,4,4,2,1,true,true,false,false
PROCEDURE:DP:FLOUT5.FLOUT,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:FLUEN2.FLUEN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FLYZA5.FLYZA,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:FMG1.FMG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FOBRO1.FOBRO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FOLZZ3.FOLZZ,DP,24,24,16,8,6,4,true,true,false,false
PROCEDURE:DP:FORCK3.FORCK,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FORPE1.FORPE,DP,12,12,12,0,3,3,true,true,false,false
PROCEDURE:DP:FOXHL1.FOXHL,DP,12,12,12,0,2,2,true,true,false,false
PROCEDURE:DP:FRITR3.DOTSS,DP,3,3,0,3,3,0,true,false,true,false
PROCEDURE:DP:FRNCK1.FRNCK,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:FRSBE2.FRSBE,DP,6,6,3,3,2,1,true,true,false,false
PROCEDURE:DP:FSHUN4.FSHUN,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:FTHIL3.FTHIL,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:FTHLS6.FTHLS,DP,3,3,2,1,3,2,true,true,false,false
PROCEDURE:DP:FUNNL3.FUNNL,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:FYRBD1.FYRBD,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:FYSTA3.FYSTA,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:FYU3.FYU,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GABBE3.GABBE,DP,5,5,1,4,5,1,true,true,false,false
PROCEDURE:DP:GABOW2.GABOW,DP,3,3,2,1,3,2,true,true,false,false
PROCEDURE:DP:GAIRY2.GAIRY,DP,6,6,6,0,1,1,true,true,false,false
PROCEDURE:DP:GANBO1.GANBO,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:GANDY8.GANDY,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:GAPP7.GAP,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:GARDY4.GARDY,DP,15,15,12,3,5,4,true,true,false,false
PROCEDURE:DP:GARL6.TTT,DP,5,0,0,0,5,3,false,false,false,true
PROCEDURE:DP:GARLK1.GARLK,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:GATWY1.TWILA,DP,10,10,10,0,5,5,true,true,false,false
PROCEDURE:DP:GAUCH3.GAUCH,DP,6,6,3,3,2,1,true,true,false,false
PROCEDURE:DP:GDOGG4.GDOGG,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:GED1.ATR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GENEH7.GENEH,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:GEYSR6.DNW,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GIDGT4.GIDGT,DP,12,12,3,9,4,1,true,true,false,false
PROCEDURE:DP:GIFFA1.GIFFA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GIPLE7.GIPLE,DP,21,21,14,7,3,2,true,true,false,false
PROCEDURE:DP:GKN2.GKN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GLADA3.GLADA,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:GLADZ4.GLADZ,DP,18,18,18,0,3,3,true,true,false,false
PROCEDURE:DP:GLARA2.GLARA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GLAZY1.GLAZY,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:GLDMN8.GLDMN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GLEEN8.GLEEN,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GMBUD7.GMBUD,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:GMN7.GMN,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:GNNET2.GNNET,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GNNRR3.GNNRR,DP,4,4,3,1,4,3,true,true,false,false
PROCEDURE:DP:GOETZ7.GOETZ,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:GOSIP1.GOSIP,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GOWEN4.BOI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GRABE8.GRABE,DP,10,10,5,5,2,1,true,true,false,false
PROCEDURE:DP:GRAND4.BISOP,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GROMO4.GROMO,DP,6,6,6,0,6,6,true,true,false,false
PROCEDURE:DP:GRRIZ5.GRRIZ,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:GRZLY4.MSO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GRZZZ4.GRZZZ,DP,6,6,0,6,3,0,true,false,true,false
PROCEDURE:DP:GSTVS2.SSR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:GTGON1.GTGON,DP,5,5,5,0,1,1,true,true,false,false
PROCEDURE:DP:GTLKE5.GTLKE,DP,12,12,6,6,4,2,true,true,false,false
PROCEDURE:DP:GUMBY3.GUMBY,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:GWAVA2.GWAVA,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:GYPSM6.RLG,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HAALO3.HAALO,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:HABUT4.GVO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HAGOL5.HAGOL,DP,14,14,7,7,2,1,true,true,false,false
PROCEDURE:DP:HAMAR2.HAMAR,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:HAMET3.HAMET,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HAMEY2.HAMEY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HANIM2.HANIM,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HAPAI3.HAPAI,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:HAROB6.HAROB,DP,24,24,24,0,4,4,true,true,false,false
PROCEDURE:DP:HARYS5.HARYS,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:HASSL2.HASSL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HAWWC3.HAWWC,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:HAYEZ9.HAYEZ,DP,8,8,7,1,8,7,true,true,false,false
PROCEDURE:DP:HBT2.HBT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HBU3.HBU,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HEALY2.EVIEE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HEMRO1.HEMRO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HENCE1.HENCE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HHERO3.HHERO,DP,3,3,1,2,3,1,true,true,false,false
PROCEDURE:DP:HHOTH2.HHOTH,DP,10,10,0,10,2,0,true,false,true,false
PROCEDURE:DP:HHOWE4.HHOWE,DP,6,6,0,6,2,0,true,false,true,false
PROCEDURE:DP:HIA5.HIA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HIAKA1.HIAKA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HIDEY1.HIDEY,DP,5,5,5,0,1,1,true,true,false,false
PROCEDURE:DP:HIICH2.HIICH,DP,10,10,10,0,5,5,true,true,false,false
PROCEDURE:DP:HIMKI1.HIMKI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HIVKA2.HIVKA,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:HLN5.HLN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HMK1.MKK,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HMLTN9.HMLTN,DP,3,0,0,0,3,3,false,false,false,true
PROCEDURE:DP:HNL2.HNL,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:HOBOW3.HOBOW,DP,5,5,4,1,5,4,true,true,false,false
PROCEDURE:DP:HOCUT5.HOCUT,DP,2,0,0,0,2,2,false,false,false,true
PROCEDURE:DP:HOLND1.HOLND,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:HOLYO4.NACIK,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HOMAN4.HOMAN,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:HOMME1.HOMME,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HOODO7.HOODO,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:HOOKS2.HOOKS,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:HOOKZ5.HOOKZ,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:HOOVR8.LAS,DP,4,0,0,0,4,4,false,false,false,true
PROCEDURE:DP:HOPEA3.HOPEA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HOPRZ1.HOPRZ,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:HORTO4.HORTO,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:HOTRD5.HOTRD,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:HRMNS6.HRMNS,DP,2,2,0,2,1,0,true,false,true,false
PROCEDURE:DP:HROCK2.HROCK,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:HRPER3.HRPER,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:HSKEL3.HSKEL,DP,8,8,6,2,4,3,true,true,false,false
PROCEDURE:DP:HSR2.HSR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HSTIN6.HSTIN,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:HUDAD2.HUDAD,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HUDSN1.YOMAN,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:HUGHE1.MOGFO,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HURCN4.HURCN,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:HURIC4.HURIC,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:HURTT5.HURTT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:HUSIL3.HUSIL,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:HUSSH2.HUSSH,DP,7,7,5,2,7,5,true,true,false,false
PROCEDURE:DP:HWRRD1.HWRRD,DP,5,5,4,1,5,4,true,true,false,false
PROCEDURE:DP:HYLND7.HYLND,DP,6,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ICONS6.ICONS,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:IDA3.IDA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:IKONE1.IKONE,DP,3,3,2,1,3,2,true,true,false,false
PROCEDURE:DP:ILEXY4.ILEXY,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:INDIE8.INDIE,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:INOTY1.INOTY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:IRV5.IRV,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:ISBRG1.ISBRG,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:ISN6.ISN,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:ITAWU2.ITAWU,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:IYEFF1.IYEFF,DP,4,4,2,2,4,2,true,true,false,false
PROCEDURE:DP:IYK2.LHS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:IZTIR2.IZTIR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:IZZZO8.IZZZO,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:JAAWS2.JAAWS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JACCC2.JACCC,DP,6,6,6,0,1,1,true,true,false,false
PROCEDURE:DP:JADKO2.JADKO,DP,6,6,2,4,3,1,true,true,false,false
PROCEDURE:DP:JAHNY6.JAHNY,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:JALEX3.JALEX,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JANKE1.JANKE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JASPA7.JASPA,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:JATTS1.JATTS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JBNCH6.JBNCH,DP,14,14,7,7,2,1,true,true,false,false
PROCEDURE:DP:JCOBY4.JCOBY,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:JCOXX2.JCOXX,DP,4,4,1,3,4,1,true,true,false,false
PROCEDURE:DP:JCT1.JCT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JDUBB4.JDUBB,DP,6,6,0,6,2,0,true,false,true,false
PROCEDURE:DP:JEANY1.JEANY,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:JEDGI2.JEDGI,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JEEMY4.JEEMY,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:JEEON1.JEEON,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:JEFPO1.JEFPO,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JELIE1.JELIE,DP,8,8,8,0,8,8,true,true,false,false
PROCEDURE:DP:JEMEZ3.JEMEZ,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JENER4.JENER,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JERES2.JERES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JERID5.JERID,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JETIN2.JETIN,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:JETSS1.JETSS,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:JEWLZ2.JEWLZ,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:JHART7.JHART,DP,24,24,20,4,6,5,true,true,false,false
PROCEDURE:DP:JIMPA2.JIMPA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JITKA2.JITKA,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JKSN1.OED,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JMAAL4.NAKED,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JNC1.JNC,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:JNU7.SSR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JOGMO1.JOGMO,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:JOHKR5.JOHKR,DP,6,6,0,6,1,0,true,false,true,false
PROCEDURE:DP:JOJJO6.JOJJO,DP,3,3,2,1,3,2,true,true,false,false
PROCEDURE:DP:JONHH2.JONHH,DP,4,4,3,1,4,3,true,true,false,false
PROCEDURE:DP:JORJO5.JORJO,DP,4,4,1,3,4,1,true,true,false,false
PROCEDURE:DP:JPOOL8.TTT,DP,8,0,0,0,8,5,false,false,false,true
PROCEDURE:DP:JTEEE5.JTEEE,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:JUDTH7.JUDTH,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:JUNPR6.JUNPR,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:JUTES4.JUTES,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KACIR2.KACIR,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:KAJIN2.KAJIN,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:KAKE1.LVD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KALAE1.KALAE,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:KALLI7.KALLI,DP,6,6,2,4,3,1,true,true,false,false
PROCEDURE:DP:KAMUE1.KAMUE,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:KAOLN6.KAOLN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KARPS2.KARPS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KARRR7.KARRR,DP,5,5,2,3,5,2,true,true,false,false
PROCEDURE:DP:KATFH3.KATFH,DP,4,4,1,3,4,1,true,true,false,false
PROCEDURE:DP:KATMN6.KATMN,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:KATZZ2.KATZZ,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:KAUAI2.KAUAI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KAYLN3.KAYLN,DP,3,3,3,0,1,1,true,true,false,false
PROCEDURE:DP:KBREW2.KBREW,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:KEAHI3.KEAHI,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:KEENS3.KEENS,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:KELSO2.KELNG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KEMRR5.FBR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KENDL5.KENDL,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:KENLN6.KENLN,DP,7,7,0,7,1,0,true,false,true,false
PROCEDURE:DP:KENT1.ZIGED,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KEOLA3.KEOLA,DP,6,6,6,0,6,6,true,true,false,false
PROCEDURE:DP:KER5.KER,DP,7,0,0,0,7,3,false,false,false,true
PROCEDURE:DP:KIAWA2.LGRHD,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:KILNS6.KILNS,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:KING5.TTT,DP,4,0,0,0,4,3,false,false,false,true
PROCEDURE:DP:KKIDS1.KKIDS,DP,4,4,2,2,2,1,true,true,false,false
PROCEDURE:DP:KKITY5.KKITY,DP,14,14,0,14,7,0,true,false,true,false
PROCEDURE:DP:KLADA2.KLADA,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:KLSHN2.KLSHN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KLWCK1.UDENE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KNI4.KNI,DP,7,0,0,0,7,2,false,false,false,true
PROCEDURE:DP:KNOST2.KNOST,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:KNURL1.KNURL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KODI7.ODK,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:KREST3.KREST,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:KRITR7.KRITR,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:KRMSN4.KRMSN,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:KRSTA4.KRSTA,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:KRUMM1.FUZ,DP,9,9,5,4,9,5,true,true,false,false
PROCEDURE:DP:KSHEE5.KSHEE,DP,8,8,8,0,2,2,true,true,false,false
PROCEDURE:DP:KTS3.MUJUD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KUDD1.KUDD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KUMBA1.KUMBA,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:KUSSO3.KUSSO,DP,6,6,1,5,6,1,true,true,false,false
PROCEDURE:DP:KWANG6.KWANG,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:KWEEN6.KWEEN,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:KYLOW1.KYLOW,DP,14,14,4,10,7,2,true,true,false,false
PROCEDURE:DP:KZLOV2.WINNZ,DP,3,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:L711.LHS,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LADYJ4.LADYJ,DP,8,8,4,4,2,1,true,true,false,false
PROCEDURE:DP:LAKES5.MCI,DP,4,0,0,0,4,4,false,false,false,true
PROCEDURE:DP:LAKPT3.ENI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LALUZ6.LALUZ,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:LAMON4.LAMON,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LAMPS9.AGJ,DP,2,0,0,0,2,2,false,false,false,true
PROCEDURE:DP:LAR1.LAR,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LARGO3.ABQ,DP,3,0,0,0,3,3,false,false,false,true
PROCEDURE:DP:LATVE3.LATVE,DP,3,3,3,0,1,1,true,true,false,false
PROCEDURE:DP:LAVAA7.LAVAA,DP,4,4,4,0,2,2,true,true,false,false
PROCEDURE:DP:LAXX1.SLI,DP,5,5,4,1,5,4,true,true,false,false
PROCEDURE:DP:LBSTA8.LBSTA,DP,6,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LBY2.LBY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LCH5.LCH,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:LEDVE1.CEZ,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LEEAH6.LEEAH,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:LEINY6.LEINY,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LEJON5.LEJON,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LFK4.LFK,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:LGANN1.LGANN,DP,1,1,1,0,1,1,true,true,false,false
PROCEDURE:DP:LGD1.LGD,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LGRHD3.LGRHD,DP,2,2,2,0,1,1,true,true,false,false
PROCEDURE:DP:LHS2.LHS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LIBRT3.LIBRT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LIDDS4.LIDDS,DP,3,3,0,3,1,0,true,false,true,false
PROCEDURE:DP:LIFRR2.LIFRR,DP,12,12,12,0,2,2,true,true,false,false
PROCEDURE:DP:LIHUE6.BOOKE,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LILLI5.LILLI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LILLS4.LILLS,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LINDY9.STL,DP,4,0,0,0,4,3,false,false,false,true
PROCEDURE:DP:LINDZ1.LINDZ,DP,5,5,5,0,5,5,true,true,false,false
PROCEDURE:DP:LINSE2.LINSE,DP,12,12,12,0,2,2,true,true,false,false
PROCEDURE:DP:LIZRD6.LIZRD,DP,6,6,6,0,3,3,true,true,false,false
PROCEDURE:DP:LKT1.LKT,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LLADN1.LLADN,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:LLIZY1.LLIZY,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:LLRGO1.LLRGO,DP,3,3,1,2,3,1,true,true,false,false
PROCEDURE:DP:LNBRG2.LNBRG,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LNDRE5.LNDRE,DP,12,12,2,10,6,1,true,true,false,false
PROCEDURE:DP:LOA4.LOA,DP,3,3,3,0,3,3,true,true,false,false
PROCEDURE:DP:LOHLA3.LOHLA,DP,4,4,0,4,1,0,true,false,true,false
PROCEDURE:DP:LOKRD1.LOKRD,DP,5,5,0,5,1,0,true,false,true,false
PROCEDURE:DP:LOUPE1.BMRNG,DP,10,10,8,2,5,4,true,true,false,false
PROCEDURE:DP:LOVE7.TTT,DP,8,0,0,0,8,7,false,false,false,true
PROCEDURE:DP:LOVEY8.LOVEY,DP,21,21,14,7,3,2,true,true,false,false
PROCEDURE:DP:LOW1.LOW,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LOWGN8.LOWGN,DP,10,10,10,0,2,2,true,true,false,false
PROCEDURE:DP:LOZUL4.LOZUL,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LTLRV1.LTLRV,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LUCYL6.LUCYL,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LUNDI2.LUNDI,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LUP1.LUP,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LURIC8.LURIC,DP,2,2,0,2,2,0,true,false,true,false
PROCEDURE:DP:LVD3.LVD,DP,2,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LVK3.ALTAM,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:LVM2.LVM,DP,2,0,0,0,2,0,false,false,false,true
PROCEDURE:DP:LWOOD5.LWOOD,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:MAREO1.MAREO,DP,2,2,1,1,2,1,true,true,false,false
PROCEDURE:DP:MARFA2.MRF,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MARIC4.MARIC,DP,2,2,2,0,2,2,true,true,false,false
PROCEDURE:DP:MARVN1.MARVN,DP,1,0,0,0,1,0,false,false,false,true
PROCEDURE:DP:MAULA1.MAULA,DP,4,4,4,0,4,4,true,true,false,false
PROCEDURE:DP:MAYNR3.MAYNR,DP,21,21,21,0,3,3,true,true,false,false
PROCEDURE:DP:MAYSA7.MAYSA,DP,1,1,0,1,1,0,true,false,true,false
PROCEDURE:DP:MCCRN8.LAS,DP,3,0,0,0,3,3,false,false,false,true
PROCEDURE:DP:MCRAY2.MCRAY,DP,1,0,0,0,1,0,false,false,false,true
