fromKey,toKey,rawValue,normalizedValue,resolveMethod,resolveStatus,confidence,sourceCycle,sourceTable,sourceRowId
TEMPLATE:PFR:BDA:FLL:SHD:4,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,631
TEMPLATE:PFR:BDA:FLL:SHD:5,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,632
TEMPLATE:PFR:BDA:FLL:SHD:6,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,633
TEMPLATE:PFR:BDA:FLL:SHD:7,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,634
TEMPLATE:PFR:BDA:MCO:SHD:1,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,635
TEMPLATE:PFR:BDA:MIA:SHD:1,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,636
TEMPLATE:PFR:BDA:MIA:SHD:2,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,637
TEMPLATE:PFR:BDA:MIA:SHD:3,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,638
TEMPLATE:PFR:BDA:MIA:SHD:4,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,639
TEMPLATE:PFR:BDA:MIA:SHD:5,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,640
TEMPLATE:PFR:BDA:MIA:SHD:6,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,641
TEMPLATE:PFR:BDA:MIA:SHD:7,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,642
TEMPLATE:PFR:BDA:PBI:SHD:1,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,643
TEMPLATE:PFR:BDA:TPA:SHD:1,POINT:NAVAID:BDA:VOR/DME:BM::HAMILTON,BDA,BDA,unique_id_fallback,resolved_navaid,medium,2026-05-14,PFR_BASE,644
TEMPLATE:PFR:BDL:ABE:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,645
TEMPLATE:PFR:BDL:ACK:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,646
TEMPLATE:PFR:BDL:ACY:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,647
TEMPLATE:PFR:BDL:ACY:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,648
TEMPLATE:PFR:BDL:AFW:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,649
TEMPLATE:PFR:BDL:AGC:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,650
TEMPLATE:PFR:BDL:AGS:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,651
TEMPLATE:PFR:BDL:ALB:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,652
TEMPLATE:PFR:BDL:APF:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,653
TEMPLATE:PFR:BDL:ATL:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,654
TEMPLATE:PFR:BDL:AUG:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,655
TEMPLATE:PFR:BDL:AVP:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,656
TEMPLATE:PFR:BDL:BCT:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,657
TEMPLATE:PFR:BDL:BCT:H:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,658
TEMPLATE:PFR:BDL:BDR:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,659
TEMPLATE:PFR:BDL:BED:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,660
TEMPLATE:PFR:BDL:BGR:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,661
TEMPLATE:PFR:BDL:BHB:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,662
TEMPLATE:PFR:BDL:BLM:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,663
TEMPLATE:PFR:BDL:BOS:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,664
TEMPLATE:PFR:BDL:BUF:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,665
TEMPLATE:PFR:BDL:BWI:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,666
TEMPLATE:PFR:BDL:BWI:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,667
TEMPLATE:PFR:BDL:BWI:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,668
TEMPLATE:PFR:BDL:CAE:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,669
TEMPLATE:PFR:BDL:CAK:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,670
TEMPLATE:PFR:BDL:CHS:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,671
TEMPLATE:PFR:BDL:CLE:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,672
TEMPLATE:PFR:BDL:CLT:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,673
TEMPLATE:PFR:BDL:CON:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,674
TEMPLATE:PFR:BDL:CVG:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,675
TEMPLATE:PFR:BDL:CYHU:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,676
TEMPLATE:PFR:BDL:DCA:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,677
TEMPLATE:PFR:BDL:DCA:H:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,678
TEMPLATE:PFR:BDL:DEN:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,679
TEMPLATE:PFR:BDL:DET:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,680
TEMPLATE:PFR:BDL:DFW:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,681
TEMPLATE:PFR:BDL:DFW:H:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,682
TEMPLATE:PFR:BDL:DOV:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,683
TEMPLATE:PFR:BDL:DOV:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,684
TEMPLATE:PFR:BDL:DTW:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,685
TEMPLATE:PFR:BDL:DTW:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,686
TEMPLATE:PFR:BDL:DXR:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,687
TEMPLATE:PFR:BDL:DXR:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,688
TEMPLATE:PFR:BDL:EEN:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,689
TEMPLATE:PFR:BDL:ELM:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,690
TEMPLATE:PFR:BDL:ERI:L:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,691
TEMPLATE:PFR:BDL:ERI:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,692
TEMPLATE:PFR:BDL:EWR:L:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,693
TEMPLATE:PFR:BDL:EWR:L:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,694
TEMPLATE:PFR:BDL:EWR:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,695
TEMPLATE:PFR:BDL:EWR:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,696
TEMPLATE:PFR:BDL:FLL:H:5,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,697
TEMPLATE:PFR:BDL:FLL:H:10,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,698
TEMPLATE:PFR:BDL:FLL:H:11,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,699
TEMPLATE:PFR:BDL:FOK:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,700
TEMPLATE:PFR:BDL:FRG:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,701
TEMPLATE:PFR:BDL:GON:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,702
TEMPLATE:PFR:BDL:HPN:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,703
TEMPLATE:PFR:BDL:HYA:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,704
TEMPLATE:PFR:BDL:IAD:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,705
TEMPLATE:PFR:BDL:IAD:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,706
TEMPLATE:PFR:BDL:IAH:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,707
TEMPLATE:PFR:BDL:IAH:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,708
TEMPLATE:PFR:BDL:ILG:L:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,709
TEMPLATE:PFR:BDL:ILG:L:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,710
TEMPLATE:PFR:BDL:ILN:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,711
TEMPLATE:PFR:BDL:ISP:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,712
TEMPLATE:PFR:BDL:JAX:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,713
TEMPLATE:PFR:BDL:JFK:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,714
TEMPLATE:PFR:BDL:LAS:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,715
TEMPLATE:PFR:BDL:LEB:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,716
TEMPLATE:PFR:BDL:LGA:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,717
TEMPLATE:PFR:BDL:MCO:H:5,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,718
TEMPLATE:PFR:BDL:MCO:H:6,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,719
TEMPLATE:PFR:BDL:MCO:H:7,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,720
TEMPLATE:PFR:BDL:MDW:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,721
TEMPLATE:PFR:BDL:MEM:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,722
TEMPLATE:PFR:BDL:MHT:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,723
TEMPLATE:PFR:BDL:MIA:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,724
TEMPLATE:PFR:BDL:MIA:H:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,725
TEMPLATE:PFR:BDL:MSP:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,726
TEMPLATE:PFR:BDL:MVY:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,727
TEMPLATE:PFR:BDL:MYR:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,728
TEMPLATE:PFR:BDL:MYR:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,729
TEMPLATE:PFR:BDL:ORD:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,730
TEMPLATE:PFR:BDL:ORF:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,731
TEMPLATE:PFR:BDL:ORL:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,732
TEMPLATE:PFR:BDL:ORL:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,733
TEMPLATE:PFR:BDL:OWD:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,734
TEMPLATE:PFR:BDL:PBI:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,735
TEMPLATE:PFR:BDL:PBI:H:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,736
TEMPLATE:PFR:BDL:PHL:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,737
TEMPLATE:PFR:BDL:PHL:L:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,738
TEMPLATE:PFR:BDL:PHL:L:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,739
TEMPLATE:PFR:BDL:PHL:L:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,740
TEMPLATE:PFR:BDL:PHL:L:4,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,741
TEMPLATE:PFR:BDL:PHL:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,742
TEMPLATE:PFR:BDL:PHL:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,743
TEMPLATE:PFR:BDL:PIT:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,744
TEMPLATE:PFR:BDL:PNE:L:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,745
TEMPLATE:PFR:BDL:PNE:L:4,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,746
TEMPLATE:PFR:BDL:PNE:L:5,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,747
TEMPLATE:PFR:BDL:PNE:L:6,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,748
TEMPLATE:PFR:BDL:PNE:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,749
TEMPLATE:PFR:BDL:PNE:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,750
TEMPLATE:PFR:BDL:PSM:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,751
TEMPLATE:PFR:BDL:PSM:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,752
TEMPLATE:PFR:BDL:PVC:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,753
TEMPLATE:PFR:BDL:PVD:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,754
TEMPLATE:PFR:BDL:PWM:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,755
TEMPLATE:PFR:BDL:RDU:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,756
TEMPLATE:PFR:BDL:RFD:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,757
TEMPLATE:PFR:BDL:RIC:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,758
TEMPLATE:PFR:BDL:RIC:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,759
TEMPLATE:PFR:BDL:RIC:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,760
TEMPLATE:PFR:BDL:ROC:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,761
TEMPLATE:PFR:BDL:RSW:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,762
TEMPLATE:PFR:BDL:SAV:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,763
TEMPLATE:PFR:BDL:STL:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,764
TEMPLATE:PFR:BDL:SWF:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,765
TEMPLATE:PFR:BDL:SYR:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,766
TEMPLATE:PFR:BDL:TJSJ:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,767
TEMPLATE:PFR:BDL:TJSJ:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,768
TEMPLATE:PFR:BDL:TPA:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,769
TEMPLATE:PFR:BDL:TTN:L:3,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,770
TEMPLATE:PFR:BDL:TTN:L:4,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,771
TEMPLATE:PFR:BDL:TTN:L:5,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,772
TEMPLATE:PFR:BDL:TTN:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,773
TEMPLATE:PFR:BDL:TTN:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,774
TEMPLATE:PFR:BDL:VRB:H:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,775
TEMPLATE:PFR:BDL:VRB:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,776
TEMPLATE:PFR:BDL:WRI:TEC:1,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,777
TEMPLATE:PFR:BDL:WRI:TEC:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,778
TEMPLATE:PFR:BDL:YIP:H:2,AIRPORT:BDL,BDL,BDL,airport_id,resolved,high,2026-05-14,PFR_BASE,779
TEMPLATE:PFR:BDR:ABE:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,780
TEMPLATE:PFR:BDR:ACK:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,781
TEMPLATE:PFR:BDR:ACY:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,782
TEMPLATE:PFR:BDR:ALB:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,783
TEMPLATE:PFR:BDR:ALB:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,784
TEMPLATE:PFR:BDR:ASH:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,785
TEMPLATE:PFR:BDR:AUG:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,786
TEMPLATE:PFR:BDR:AUG:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,787
TEMPLATE:PFR:BDR:AUG:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,788
TEMPLATE:PFR:BDR:BDL:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,789
TEMPLATE:PFR:BDR:BDR:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,790
TEMPLATE:PFR:BDR:BED:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,791
TEMPLATE:PFR:BDR:BED:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,792
TEMPLATE:PFR:BDR:BGR:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,793
TEMPLATE:PFR:BDR:BGR:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,794
TEMPLATE:PFR:BDR:BGR:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,795
TEMPLATE:PFR:BDR:BHB:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,796
TEMPLATE:PFR:BDR:BHB:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,797
TEMPLATE:PFR:BDR:BID:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,798
TEMPLATE:PFR:BDR:BLM:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,799
TEMPLATE:PFR:BDR:BOS:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,800
TEMPLATE:PFR:BDR:BOS:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,801
TEMPLATE:PFR:BDR:BOS:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,802
TEMPLATE:PFR:BDR:BTV:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,803
TEMPLATE:PFR:BDR:BTV:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,804
TEMPLATE:PFR:BDR:BVY:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,805
TEMPLATE:PFR:BDR:BWI:H:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,806
TEMPLATE:PFR:BDR:BWI:L:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,807
TEMPLATE:PFR:BDR:BWI:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,808
TEMPLATE:PFR:BDR:CON:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,809
TEMPLATE:PFR:BDR:CON:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,810
TEMPLATE:PFR:BDR:CON:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,811
TEMPLATE:PFR:BDR:CXY:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,812
TEMPLATE:PFR:BDR:DCA:H:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,813
TEMPLATE:PFR:BDR:DCA:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,814
TEMPLATE:PFR:BDR:EEN:L:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,815
TEMPLATE:PFR:BDR:EEN:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,816
TEMPLATE:PFR:BDR:EEN:TEC:2,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,817
TEMPLATE:PFR:BDR:EWB:TEC:1,AIRPORT:BDR,BDR,BDR,airport_id,resolved,high,2026-05-14,PFR_BASE,818
