airwayOccurrenceKey,airwayPathKey,awyId,awyLocation,pointSeq,rawFromPoint,rawFromPointType,rawToPoint,rawNextMeaPoint,resolvedPointKey,resolveStatus,occurrenceRole,sourceCycle,sourceTable,sourceRowId
AWY_OCC:J146:C:190,AIRWAY_PATH:J146:C,J146,C,190,GIJ,VORTAC,ETG,ETG,POINT:NAVAID:GIJ:VORTAC:US:MI:NILES,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1207
AWY_OCC:J146:C:200,AIRWAY_PATH:J146:C,J146,C,200,ETG,VORTAC,MIP,MIP,POINT:NAVAID:ETG:VORTAC:US:PA:KEATING,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1208
AWY_OCC:J146:C:210,AIRWAY_PATH:J146:C,J146,C,210,MIP,VORTAC,FJC,FJC,POINT:NAVAID:MIP:VORTAC:US:PA:MILTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1209
AWY_OCC:J146:C:220,AIRWAY_PATH:J146:C,J146,C,220,FJC,VORTAC,JFK,JFK,POINT:NAVAID:FJC:VORTAC:US:PA:ALLENTOWN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1210
AWY_OCC:J146:C:230,AIRWAY_PATH:J146:C,J146,C,230,JFK,VOR/DME,,,POINT:NAVAID:JFK:VOR/DME:US:NY:NEW_YORK,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1211
AWY_OCC:J148:C:10,AIRWAY_PATH:J148:C,J148,C,10,OAL,VORTAC,KROST,DTA,POINT:NAVAID:OAL:VORTAC:US:NV:COALDALE,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1212
AWY_OCC:J148:C:20,AIRWAY_PATH:J148:C,J148,C,20,KROST,RP,DTA,,POINT:FIX:KROST:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1213
AWY_OCC:J148:C:30,AIRWAY_PATH:J148:C,J148,C,30,DTA,VORTAC,MTU,MTU,POINT:NAVAID:DTA:VORTAC:US:UT:DELTA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1214
AWY_OCC:J148:C:40,AIRWAY_PATH:J148:C,J148,C,40,MTU,VOR/DME,CYS,CYS,POINT:NAVAID:MTU:VOR/DME:US:UT:MYTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1215
AWY_OCC:J148:C:50,AIRWAY_PATH:J148:C,J148,C,50,CYS,VORTAC,HANKI,ONL,POINT:NAVAID:CYS:VORTAC:US:WY:CHEYENNE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1216
AWY_OCC:J148:C:60,AIRWAY_PATH:J148:C,J148,C,60,HANKI,RP,ONL,,POINT:FIX:HANKI:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1217
AWY_OCC:J148:C:70,AIRWAY_PATH:J148:C,J148,C,70,ONL,VORTAC,GOOLD,MCW,POINT:NAVAID:ONL:VORTAC:US:NE:O_NEILL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1218
AWY_OCC:J148:C:80,AIRWAY_PATH:J148:C,J148,C,80,GOOLD,RP,MCW,,POINT:FIX:GOOLD:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1219
AWY_OCC:J148:C:90,AIRWAY_PATH:J148:C,J148,C,90,MCW,VOR/DME,,,POINT:NAVAID:MCW:VOR/DME:US:IA:MASON_CITY,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1220
AWY_OCC:J149:C:10,AIRWAY_PATH:J149:C,J149,C,10,AML,VOR/DME,GINYA,EYTEE,POINT:NAVAID:AML:VOR/DME:US:VA:HERNDON,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1221
AWY_OCC:J149:C:20,AIRWAY_PATH:J149:C,J149,C,20,GINYA,RP,RAMAY,,POINT:FIX:GINYA:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1222
AWY_OCC:J149:C:30,AIRWAY_PATH:J149:C,J149,C,30,RAMAY,WP,EYTEE,,POINT:FIX:RAMAY:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1223
AWY_OCC:J149:C:40,AIRWAY_PATH:J149:C,J149,C,40,EYTEE,RP,SINDE,GEFFS,POINT:FIX:EYTEE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1224
AWY_OCC:J149:C:50,AIRWAY_PATH:J149:C,J149,C,50,SINDE,RP,GEFFS,,POINT:FIX:SINDE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1225
AWY_OCC:J149:C:60,AIRWAY_PATH:J149:C,J149,C,60,GEFFS,RP,HACKS,HACKS,POINT:FIX:GEFFS:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1226
AWY_OCC:J149:C:70,AIRWAY_PATH:J149:C,J149,C,70,HACKS,RP,SUMET,ROD,POINT:FIX:HACKS:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1227
AWY_OCC:J149:C:80,AIRWAY_PATH:J149:C,J149,C,80,SUMET,RP,VLADY,,POINT:FIX:SUMET:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1228
AWY_OCC:J149:C:90,AIRWAY_PATH:J149:C,J149,C,90,VLADY,RP,EMPTY,,POINT:FIX:VLADY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1229
AWY_OCC:J149:C:100,AIRWAY_PATH:J149:C,J149,C,100,EMPTY,RP,MECAN,,POINT:FIX:EMPTY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1230
AWY_OCC:J149:C:110,AIRWAY_PATH:J149:C,J149,C,110,MECAN,RP,ROD,,POINT:FIX:MECAN:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1231
AWY_OCC:J149:C:120,AIRWAY_PATH:J149:C,J149,C,120,ROD,VORTAC,FWA,FWA,POINT:NAVAID:ROD:VORTAC:US:OH:ROSEWOOD,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1232
AWY_OCC:J149:C:130,AIRWAY_PATH:J149:C,J149,C,130,FWA,VORTAC,,,POINT:NAVAID:FWA:VORTAC:US:IN:FORT_WAYNE,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1233
AWY_OCC:J15:C:10,AIRWAY_PATH:J15:C,J15,C,10,IAH,VORTAC,MARCS,MARCS,POINT:NAVAID:IAH:VORTAC:US:TX:HOUSTON,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1234
AWY_OCC:J15:C:20,AIRWAY_PATH:J15:C,J15,C,20,MARCS,RP,JCT,JCT,POINT:FIX:MARCS:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1235
AWY_OCC:J15:C:30,AIRWAY_PATH:J15:C,J15,C,30,JCT,VORTAC,FUSCO,INK,POINT:NAVAID:JCT:VORTAC:US:TX:JUNCTION,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1236
AWY_OCC:J15:C:40,AIRWAY_PATH:J15:C,J15,C,40,FUSCO,RP,LOWGO,,POINT:FIX:FUSCO:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1237
AWY_OCC:J15:C:50,AIRWAY_PATH:J15:C,J15,C,50,LOWGO,RP,INK,,POINT:FIX:LOWGO:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1238
AWY_OCC:J15:C:60,AIRWAY_PATH:J15:C,J15,C,60,INK,VORTAC,CME,CME,POINT:NAVAID:INK:VORTAC:US:TX:WINK,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1239
AWY_OCC:J15:C:70,AIRWAY_PATH:J15:C,J15,C,70,CME,VORTAC,HONDS,CNX,POINT:NAVAID:CME:VORTAC:US:NM:ROSWELL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1240
AWY_OCC:J15:C:80,AIRWAY_PATH:J15:C,J15,C,80,HONDS,RP,CNX,,POINT:FIX:HONDS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1241
AWY_OCC:J15:C:90,AIRWAY_PATH:J15:C,J15,C,90,CNX,VORTAC,ABQ,ABQ,POINT:NAVAID:CNX:VORTAC:US:NM:CORONA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1242
AWY_OCC:J15:C:100,AIRWAY_PATH:J15:C,J15,C,100,ABQ,VORTAC,CURLY,RSK,POINT:NAVAID:ABQ:VORTAC:US:NM:ALBUQUERQUE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1243
AWY_OCC:J15:C:110,AIRWAY_PATH:J15:C,J15,C,110,CURLY,RP,TANER,,POINT:FIX:CURLY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1244
AWY_OCC:J15:C:120,AIRWAY_PATH:J15:C,J15,C,120,TANER,RP,PUMPS,,POINT:FIX:TANER:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1245
AWY_OCC:J15:C:130,AIRWAY_PATH:J15:C,J15,C,130,PUMPS,RP,RSK,,POINT:FIX:PUMPS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1246
AWY_OCC:J15:C:140,AIRWAY_PATH:J15:C,J15,C,140,RSK,VORTAC,BDROC,JNC,POINT:NAVAID:RSK:VORTAC:US:NM:FARMINGTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1247
AWY_OCC:J15:C:150,AIRWAY_PATH:J15:C,J15,C,150,BDROC,RP,SINSY,,POINT:FIX:BDROC:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1248
AWY_OCC:J15:C:160,AIRWAY_PATH:J15:C,J15,C,160,SINSY,RP,JNC,,POINT:FIX:SINSY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1249
AWY_OCC:J15:C:170,AIRWAY_PATH:J15:C,J15,C,170,JNC,VOR/DME,TCH,TCH,POINT:NAVAID:JNC:VOR/DME:US:CO:GRAND_JUNCTION,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1250
AWY_OCC:J15:C:180,AIRWAY_PATH:J15:C,J15,C,180,TCH,VORTAC,TWF,TWF,POINT:NAVAID:TCH:VORTAC:US:UT:SALT_LAKE_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1251
AWY_OCC:J15:C:190,AIRWAY_PATH:J15:C,J15,C,190,TWF,VORTAC,BOI,BOI,POINT:NAVAID:TWF:VORTAC:US:ID:TWIN_FALLS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1252
AWY_OCC:J15:C:200,AIRWAY_PATH:J15:C,J15,C,200,BOI,VORTAC,IMB,IMB,POINT:NAVAID:BOI:VORTAC:US:ID:BOISE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1253
AWY_OCC:J15:C:210,AIRWAY_PATH:J15:C,J15,C,210,IMB,VOR/DME,TIMEE,BTG,POINT:NAVAID:IMB:VOR/DME:US:OR:KIMBERLY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1254
AWY_OCC:J15:C:220,AIRWAY_PATH:J15:C,J15,C,220,TIMEE,RP,BTG,,POINT:FIX:TIMEE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1255
AWY_OCC:J15:C:230,AIRWAY_PATH:J15:C,J15,C,230,BTG,VORTAC,,,POINT:NAVAID:BTG:VORTAC:US:WA:BATTLE_GROUND,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1256
AWY_OCC:J151:C:10,AIRWAY_PATH:J151:C,J151,C,10,VUZ,VORTAC,GETME,FAM,POINT:NAVAID:VUZ:VORTAC:US:AL:BIRMINGHAM,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1257
AWY_OCC:J151:C:20,AIRWAY_PATH:J151:C,J151,C,20,GETME,RP,BEATS,,POINT:FIX:GETME:K7,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1258
AWY_OCC:J151:C:30,AIRWAY_PATH:J151:C,J151,C,30,BEATS,WP,DITZL,,POINT:FIX:BEATS:K7,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1259
AWY_OCC:J151:C:40,AIRWAY_PATH:J151:C,J151,C,40,DITZL,WP,VISQA,,POINT:FIX:DITZL:K7,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1260
AWY_OCC:J151:C:50,AIRWAY_PATH:J151:C,J151,C,50,VISQA,RP,CRELL,,POINT:FIX:VISQA:K7,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1261
AWY_OCC:J151:C:60,AIRWAY_PATH:J151:C,J151,C,60,CRELL,WP,FAM,,POINT:FIX:CRELL:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1262
AWY_OCC:J151:C:70,AIRWAY_PATH:J151:C,J151,C,70,FAM,VORTAC,SLVER,STL,POINT:NAVAID:FAM:VORTAC:US:MO:FARMINGTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1263
AWY_OCC:J151:C:80,AIRWAY_PATH:J151:C,J151,C,80,SLVER,RP,STL,,POINT:FIX:SLVER:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1264
AWY_OCC:J151:C:90,AIRWAY_PATH:J151:C,J151,C,90,STL,VORTAC,IRK,IRK,POINT:NAVAID:STL:VORTAC:US:MO:ST_LOUIS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1265
AWY_OCC:J151:C:100,AIRWAY_PATH:J151:C,J151,C,100,IRK,VORTAC,OVR,OVR,POINT:NAVAID:IRK:VORTAC:US:MO:KIRKSVILLE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1266
AWY_OCC:J151:C:110,AIRWAY_PATH:J151:C,J151,C,110,OVR,VORTAC,ONL,ONL,POINT:NAVAID:OVR:VORTAC:US:IA:MINEOLA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1267
AWY_OCC:J151:C:120,AIRWAY_PATH:J151:C,J151,C,120,ONL,VORTAC,RAP,RAP,POINT:NAVAID:ONL:VORTAC:US:NE:O_NEILL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1268
AWY_OCC:J151:C:130,AIRWAY_PATH:J151:C,J151,C,130,RAP,VORTAC,BIL,BIL,POINT:NAVAID:RAP:VORTAC:US:SD:RAPID_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1269
AWY_OCC:J151:C:140,AIRWAY_PATH:J151:C,J151,C,140,BIL,VORTAC,JAPER,HIA,POINT:NAVAID:BIL:VORTAC:US:MT:BILLINGS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1270
AWY_OCC:J151:C:150,AIRWAY_PATH:J151:C,J151,C,150,JAPER,RP,HIA,,POINT:FIX:JAPER:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1271
AWY_OCC:J151:C:160,AIRWAY_PATH:J151:C,J151,C,160,HIA,VOR/DME,,,POINT:NAVAID:HIA:VOR/DME:US:MT:WHITEHALL,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1272
AWY_OCC:J152:C:10,AIRWAY_PATH:J152:C,J152,C,10,ROD,VORTAC,TRAKK,JST,POINT:NAVAID:ROD:VORTAC:US:OH:ROSEWOOD,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1273
AWY_OCC:J152:C:20,AIRWAY_PATH:J152:C,J152,C,20,TRAKK,RP,BLISS,,POINT:FIX:TRAKK:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1274
AWY_OCC:J152:C:30,AIRWAY_PATH:J152:C,J152,C,30,BLISS,RP,AVERE,,POINT:FIX:BLISS:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1275
AWY_OCC:J152:C:40,AIRWAY_PATH:J152:C,J152,C,40,AVERE,RP,JST,,POINT:FIX:AVERE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1276
AWY_OCC:J152:C:50,AIRWAY_PATH:J152:C,J152,C,50,JST,VOR/DME,MIROY,HAR,POINT:NAVAID:JST:VOR/DME:US:PA:JOHNSTOWN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1277
AWY_OCC:J152:C:60,AIRWAY_PATH:J152:C,J152,C,60,MIROY,RP,JUNEY,,POINT:FIX:MIROY:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1278
AWY_OCC:J152:C:70,AIRWAY_PATH:J152:C,J152,C,70,JUNEY,RP,HAR,,POINT:FIX:JUNEY:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1279
AWY_OCC:J152:C:80,AIRWAY_PATH:J152:C,J152,C,80,HAR,VORTAC,,,POINT:NAVAID:HAR:VORTAC:US:PA:HARRISBURG,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1280
AWY_OCC:J153:C:10,AIRWAY_PATH:J153:C,J153,C,10,REO,VOR/DME,BKE,BKE,POINT:NAVAID:REO:VOR/DME:US:OR:ROME,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1281
AWY_OCC:J153:C:20,AIRWAY_PATH:J153:C,J153,C,20,BKE,VOR/DME,BEAMO,GEG,POINT:NAVAID:BKE:VOR/DME:US:OR:BAKER_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1282
AWY_OCC:J153:C:30,AIRWAY_PATH:J153:C,J153,C,30,BEAMO,RP,CHASS,,POINT:FIX:BEAMO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1283
AWY_OCC:J153:C:40,AIRWAY_PATH:J153:C,J153,C,40,CHASS,RP,BLUNT,,POINT:FIX:CHASS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1284
AWY_OCC:J153:C:50,AIRWAY_PATH:J153:C,J153,C,50,BLUNT,RP,GEG,,POINT:FIX:BLUNT:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1285
AWY_OCC:J153:C:60,AIRWAY_PATH:J153:C,J153,C,60,GEG,VORTAC,,,POINT:NAVAID:GEG:VORTAC:US:WA:SPOKANE,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1286
AWY_OCC:J154:C:10,AIRWAY_PATH:J154:C,J154,C,10,BAM,VORTAC,SPRUZ,BVL,POINT:NAVAID:BAM:VORTAC:US:NV:BATTLE_MOUNTAIN,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1287
AWY_OCC:J154:C:20,AIRWAY_PATH:J154:C,J154,C,20,SPRUZ,RP,BVL,,POINT:FIX:SPRUZ:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1288
AWY_OCC:J154:C:30,AIRWAY_PATH:J154:C,J154,C,30,BVL,VORTAC,TCH,TCH,POINT:NAVAID:BVL:VORTAC:US:UT:BONNEVILLE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1289
AWY_OCC:J154:C:40,AIRWAY_PATH:J154:C,J154,C,40,TCH,VORTAC,OCS,OCS,POINT:NAVAID:TCH:VORTAC:US:UT:SALT_LAKE_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1290
AWY_OCC:J154:C:50,AIRWAY_PATH:J154:C,J154,C,50,OCS,VOR/DME,ALPOE,DVV,POINT:NAVAID:OCS:VOR/DME:US:WY:ROCK_SPRINGS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1291
AWY_OCC:J154:C:60,AIRWAY_PATH:J154:C,J154,C,60,ALPOE,RP,AUTIM,,POINT:FIX:ALPOE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1292
AWY_OCC:J154:C:70,AIRWAY_PATH:J154:C,J154,C,70,AUTIM,RP,RAMMS,,POINT:FIX:AUTIM:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1293
AWY_OCC:J154:C:80,AIRWAY_PATH:J154:C,J154,C,80,RAMMS,RP,AVVVS,,POINT:FIX:RAMMS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1294
AWY_OCC:J154:C:90,AIRWAY_PATH:J154:C,J154,C,90,AVVVS,RP,DVV,,POINT:FIX:AVVVS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1295
AWY_OCC:J154:C:100,AIRWAY_PATH:J154:C,J154,C,100,DVV,VORTAC,DANDD,GCK,POINT:NAVAID:DVV:VORTAC:US:CO:DENVER,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1296
AWY_OCC:J154:C:110,AIRWAY_PATH:J154:C,J154,C,110,DANDD,RP,SELLS,,POINT:FIX:DANDD:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1297
AWY_OCC:J154:C:120,AIRWAY_PATH:J154:C,J154,C,120,SELLS,RP,RYLIE,,POINT:FIX:SELLS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1298
AWY_OCC:J154:C:130,AIRWAY_PATH:J154:C,J154,C,130,RYLIE,RP,GCK,,POINT:FIX:RYLIE:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1299
AWY_OCC:J154:C:140,AIRWAY_PATH:J154:C,J154,C,140,GCK,VORTAC,,,POINT:NAVAID:GCK:VORTAC:US:KS:GARDEN_CITY,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1300
AWY_OCC:J156:C:10,AIRWAY_PATH:J156:C,J156,C,10,ILC,VORTAC,EKR,EKR,POINT:NAVAID:ILC:VORTAC:US:NV:WILSON_CREEK,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1301
AWY_OCC:J156:C:20,AIRWAY_PATH:J156:C,J156,C,20,EKR,VOR/DME,,,POINT:NAVAID:EKR:VOR/DME:US:CO:MEEKER,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1302
AWY_OCC:J157:C:10,AIRWAY_PATH:J157:C,J157,C,10,MTU,VOR/DME,LAR,LAR,POINT:NAVAID:MTU:VOR/DME:US:UT:MYTON,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1303
AWY_OCC:J157:C:20,AIRWAY_PATH:J157:C,J157,C,20,LAR,VOR/DME,BFF,BFF,POINT:NAVAID:LAR:VOR/DME:US:WY:LARAMIE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1304
AWY_OCC:J157:C:30,AIRWAY_PATH:J157:C,J157,C,30,BFF,VORTAC,RAP,RAP,POINT:NAVAID:BFF:VORTAC:US:NE:SCOTTSBLUFF,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1305
AWY_OCC:J157:C:40,AIRWAY_PATH:J157:C,J157,C,40,RAP,VORTAC,,,POINT:NAVAID:RAP:VORTAC:US:SD:RAPID_CITY,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1306
AWY_OCC:J158:C:10,AIRWAY_PATH:J158:C,J158,C,10,MVA,VORTAC,TOYBE,LCU,POINT:NAVAID:MVA:VORTAC:US:NV:MINA,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1307
AWY_OCC:J158:C:20,AIRWAY_PATH:J158:C,J158,C,20,TOYBE,RP,RUBII,,POINT:FIX:TOYBE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1308
AWY_OCC:J158:C:30,AIRWAY_PATH:J158:C,J158,C,30,RUBII,WP,SPRUZ,,POINT:FIX:RUBII:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1309
AWY_OCC:J158:C:40,AIRWAY_PATH:J158:C,J158,C,40,SPRUZ,RP,LCU,,POINT:FIX:SPRUZ:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1310
AWY_OCC:J158:C:50,AIRWAY_PATH:J158:C,J158,C,50,LCU,VORTAC,MLD,MLD,POINT:NAVAID:LCU:VORTAC:US:UT:LUCIN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1311
AWY_OCC:J158:C:60,AIRWAY_PATH:J158:C,J158,C,60,MLD,VOR/DME,BPI,BPI,POINT:NAVAID:MLD:VOR/DME:US:ID:MALAD_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1312
AWY_OCC:J158:C:70,AIRWAY_PATH:J158:C,J158,C,70,BPI,VOR/DME,DDY,DDY,POINT:NAVAID:BPI:VOR/DME:US:WY:BIG_PINEY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1313
AWY_OCC:J158:C:80,AIRWAY_PATH:J158:C,J158,C,80,DDY,VOR/DME,RAP,RAP,POINT:NAVAID:DDY:VOR/DME:US:WY:CASPER,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1314
AWY_OCC:J158:C:90,AIRWAY_PATH:J158:C,J158,C,90,RAP,VORTAC,ABR,ABR,POINT:NAVAID:RAP:VORTAC:US:SD:RAPID_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1315
AWY_OCC:J158:C:100,AIRWAY_PATH:J158:C,J158,C,100,ABR,VOR/DME,,,POINT:NAVAID:ABR:VOR/DME:US:SD:ABERDEEN,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1316
AWY_OCC:J159:C:10,AIRWAY_PATH:J159:C,J159,C,10,BTG,VORTAC,DSD,DSD,POINT:NAVAID:BTG:VORTAC:US:WA:BATTLE_GROUND,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1317
AWY_OCC:J159:C:20,AIRWAY_PATH:J159:C,J159,C,20,DSD,VORTAC,,,POINT:NAVAID:DSD:VORTAC:US:OR:REDMOND,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,1318
AWY_OCC:J16:C:10,AIRWAY_PATH:J16:C,J16,C,10,BTG,VORTAC,LAVAA,PDT,POINT:NAVAID:BTG:VORTAC:US:WA:BATTLE_GROUND,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,1319
AWY_OCC:J16:C:20,AIRWAY_PATH:J16:C,J16,C,20,LAVAA,RP,KOTAA,,POINT:FIX:LAVAA:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1320
AWY_OCC:J16:C:30,AIRWAY_PATH:J16:C,J16,C,30,KOTAA,RP,PDT,,POINT:FIX:KOTAA:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1321
AWY_OCC:J16:C:40,AIRWAY_PATH:J16:C,J16,C,40,PDT,VORTAC,CHASS,HIA,POINT:NAVAID:PDT:VORTAC:US:OR:PENDLETON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1322
AWY_OCC:J16:C:50,AIRWAY_PATH:J16:C,J16,C,50,CHASS,RP,DOXIE,,POINT:FIX:CHASS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,1323
