airwayOccurrenceKey,airwayPathKey,awyId,awyLocation,pointSeq,rawFromPoint,rawFromPointType,rawToPoint,rawNextMeaPoint,resolvedPointKey,resolveStatus,occurrenceRole,sourceCycle,sourceTable,sourceRowId
AWY_OCC:V187:C:570,AIRWAY_PATH:V187:C,V187,C,570,SEVER,RP,RENGO,,POINT:FIX:SEVER:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11797
AWY_OCC:V187:C:580,AIRWAY_PATH:V187:C,V187,C,580,RENGO,RP,BUTOC,,POINT:FIX:RENGO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11798
AWY_OCC:V187:C:590,AIRWAY_PATH:V187:C,V187,C,590,BUTOC,RP,DATES,,POINT:FIX:BUTOC:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11799
AWY_OCC:V187:C:600,AIRWAY_PATH:V187:C,V187,C,600,DATES,RP,BACUN,PSC,POINT:FIX:DATES:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11800
AWY_OCC:V187:C:610,AIRWAY_PATH:V187:C,V187,C,610,BACUN,RP,OYREX,,POINT:FIX:BACUN:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11801
AWY_OCC:V187:C:620,AIRWAY_PATH:V187:C,V187,C,620,OYREX,RP,PSC,,POINT:FIX:OYREX:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11802
AWY_OCC:V187:C:630,AIRWAY_PATH:V187:C,V187,C,630,PSC,VOR/DME,EXODE,NIALS,POINT:NAVAID:PSC:VOR/DME:US:WA:PASCO,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11803
AWY_OCC:V187:C:640,AIRWAY_PATH:V187:C,V187,C,640,EXODE,RP,NIALS,,POINT:FIX:EXODE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11804
AWY_OCC:V187:C:650,AIRWAY_PATH:V187:C,V187,C,650,NIALS,RP,FEBUS,FEBUS,POINT:FIX:NIALS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11805
AWY_OCC:V187:C:660,AIRWAY_PATH:V187:C,V187,C,660,FEBUS,RP,ELN,ELN,POINT:FIX:FEBUS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11806
AWY_OCC:V187:C:670,AIRWAY_PATH:V187:C,V187,C,670,ELN,VOR/DME,THICK,THICK,POINT:NAVAID:ELN:VOR/DME:US:WA:ELLENSBURG,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11807
AWY_OCC:V187:C:680,AIRWAY_PATH:V187:C,V187,C,680,THICK,RP,OLM,OLM,POINT:FIX:THICK:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11808
AWY_OCC:V187:C:690,AIRWAY_PATH:V187:C,V187,C,690,OLM,VORTAC,OZEYO,RINDS,POINT:NAVAID:OLM:VORTAC:US:WA:OLYMPIA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11809
AWY_OCC:V187:C:700,AIRWAY_PATH:V187:C,V187,C,700,OZEYO,RP,RINDS,,POINT:FIX:OZEYO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11810
AWY_OCC:V187:C:710,AIRWAY_PATH:V187:C,V187,C,710,RINDS,RP,CETUV,AST,POINT:FIX:RINDS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11811
AWY_OCC:V187:C:720,AIRWAY_PATH:V187:C,V187,C,720,CETUV,RP,HEVOL,,POINT:FIX:CETUV:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11812
AWY_OCC:V187:C:730,AIRWAY_PATH:V187:C,V187,C,730,HEVOL,RP,AST,,POINT:FIX:HEVOL:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11813
AWY_OCC:V187:C:740,AIRWAY_PATH:V187:C,V187,C,740,AST,VOR/DME,,,POINT:NAVAID:AST:VOR/DME:US:OR:ASTORIA,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,11814
AWY_OCC:V188:C:10,AIRWAY_PATH:V188:C,V188,C,10,SLT,VORTAC,BLAZE,FQM,POINT:NAVAID:SLT:VORTAC:US:PA:SLATE_RUN,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,11815
AWY_OCC:V188:C:20,AIRWAY_PATH:V188:C,V188,C,20,BLAZE,RP,TRUER,,POINT:FIX:BLAZE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11816
AWY_OCC:V188:C:30,AIRWAY_PATH:V188:C,V188,C,30,TRUER,RP,FQM,,POINT:FIX:TRUER:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11817
AWY_OCC:V188:C:40,AIRWAY_PATH:V188:C,V188,C,40,FQM,VOR/DME,MUNCI,SWANK,POINT:NAVAID:FQM:VOR/DME:US:PA:WILLIAMSPORT,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11818
AWY_OCC:V188:C:50,AIRWAY_PATH:V188:C,V188,C,50,MUNCI,RP,SWANK,,POINT:FIX:MUNCI:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11819
AWY_OCC:V188:C:60,AIRWAY_PATH:V188:C,V188,C,60,SWANK,RP,LVZ,LVZ,POINT:FIX:SWANK:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11820
AWY_OCC:V188:C:70,AIRWAY_PATH:V188:C,V188,C,70,LVZ,VORTAC,EXAGE,SAX,POINT:NAVAID:LVZ:VORTAC:US:PA:WILKES_BARRE_SCRANTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11821
AWY_OCC:V188:C:80,AIRWAY_PATH:V188:C,V188,C,80,EXAGE,RP,TALLI,,POINT:FIX:EXAGE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11822
AWY_OCC:V188:C:90,AIRWAY_PATH:V188:C,V188,C,90,TALLI,RP,COATE,,POINT:FIX:TALLI:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11823
AWY_OCC:V188:C:100,AIRWAY_PATH:V188:C,V188,C,100,COATE,RP,SAX,,POINT:FIX:COATE:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11824
AWY_OCC:V188:C:110,AIRWAY_PATH:V188:C,V188,C,110,SAX,VORTAC,NYACK,CMK,POINT:NAVAID:SAX:VORTAC:US:NJ:SPARTA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11825
AWY_OCC:V188:C:120,AIRWAY_PATH:V188:C,V188,C,120,NYACK,RP,CMK,,POINT:FIX:NYACK:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11826
AWY_OCC:V188:C:130,AIRWAY_PATH:V188:C,V188,C,130,CMK,VOR/DME,FZOOL,GON,POINT:NAVAID:CMK:VOR/DME:US:NY:CARMEL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11827
AWY_OCC:V188:C:140,AIRWAY_PATH:V188:C,V188,C,140,FZOOL,RP,SEALL,,POINT:FIX:FZOOL:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11828
AWY_OCC:V188:C:150,AIRWAY_PATH:V188:C,V188,C,150,SEALL,RP,CARLD,,POINT:FIX:SEALL:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11829
AWY_OCC:V188:C:160,AIRWAY_PATH:V188:C,V188,C,160,CARLD,RP,KURTY,,POINT:FIX:CARLD:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11830
AWY_OCC:V188:C:170,AIRWAY_PATH:V188:C,V188,C,170,KURTY,RP,GON,,POINT:FIX:KURTY:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11831
AWY_OCC:V188:C:180,AIRWAY_PATH:V188:C,V188,C,180,GON,VOR/DME,,,POINT:NAVAID:GON:VOR/DME:US:CT:GROTON__NEW_LONDON,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,11832
AWY_OCC:V190:C:10,AIRWAY_PATH:V190:C,V190,C,10,PXR,VORTAC,LAKEY,LAKEY,POINT:NAVAID:PXR:VORTAC:US:AZ:PHOENIX,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,11833
AWY_OCC:V190:C:20,AIRWAY_PATH:V190:C,V190,C,20,LAKEY,RP,ZERLO,GRINE,POINT:FIX:LAKEY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11834
AWY_OCC:V190:C:30,AIRWAY_PATH:V190:C,V190,C,30,ZERLO,RP,GRINE,,POINT:FIX:ZERLO:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11835
AWY_OCC:V190:C:40,AIRWAY_PATH:V190:C,V190,C,40,GRINE,RP,PEAKS,PEAKS,POINT:FIX:GRINE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11836
AWY_OCC:V190:C:50,AIRWAY_PATH:V190:C,V190,C,50,PEAKS,RP,TEDDI,TEDDI,POINT:FIX:PEAKS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11837
AWY_OCC:V190:C:60,AIRWAY_PATH:V190:C,V190,C,60,TEDDI,RP,FORPE,SJN,POINT:FIX:TEDDI:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11838
AWY_OCC:V190:C:70,AIRWAY_PATH:V190:C,V190,C,70,FORPE,RP,IZTIR,,POINT:FIX:FORPE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11839
AWY_OCC:V190:C:80,AIRWAY_PATH:V190:C,V190,C,80,IZTIR,RP,CHEKR,,POINT:FIX:IZTIR:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11840
AWY_OCC:V190:C:90,AIRWAY_PATH:V190:C,V190,C,90,CHEKR,RP,SALTS,,POINT:FIX:CHEKR:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11841
AWY_OCC:V190:C:100,AIRWAY_PATH:V190:C,V190,C,100,SALTS,RP,WEKUM,,POINT:FIX:SALTS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11842
AWY_OCC:V190:C:110,AIRWAY_PATH:V190:C,V190,C,110,WEKUM,RP,HOZER,,POINT:FIX:WEKUM:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11843
AWY_OCC:V190:C:120,AIRWAY_PATH:V190:C,V190,C,120,HOZER,RP,SJN,,POINT:FIX:HOZER:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11844
AWY_OCC:V190:C:130,AIRWAY_PATH:V190:C,V190,C,130,SJN,VORTAC,PERRL,ACOMA,POINT:NAVAID:SJN:VORTAC:US:AZ:ST_JOHNS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11845
AWY_OCC:V190:C:140,AIRWAY_PATH:V190:C,V190,C,140,PERRL,RP,ACOMA,,POINT:FIX:PERRL:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11846
AWY_OCC:V190:C:150,AIRWAY_PATH:V190:C,V190,C,150,ACOMA,RP,ABQ,ABQ,POINT:FIX:ACOMA:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11847
AWY_OCC:V190:C:160,AIRWAY_PATH:V190:C,V190,C,160,ABQ,VORTAC,DULKE,RENCO,POINT:NAVAID:ABQ:VORTAC:US:NM:ALBUQUERQUE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11848
AWY_OCC:V190:C:170,AIRWAY_PATH:V190:C,V190,C,170,DULKE,RP,CAYAL,,POINT:FIX:DULKE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11849
AWY_OCC:V190:C:180,AIRWAY_PATH:V190:C,V190,C,180,CAYAL,RP,RENCO,,POINT:FIX:CAYAL:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11850
AWY_OCC:V190:C:190,AIRWAY_PATH:V190:C,V190,C,190,RENCO,RP,FTI,FTI,POINT:FIX:RENCO:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11851
AWY_OCC:V190:C:200,AIRWAY_PATH:V190:C,V190,C,200,FTI,VORTAC,HOLSU,DHT,POINT:NAVAID:FTI:VORTAC:US:NM:LAS_VEGAS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11852
AWY_OCC:V190:C:210,AIRWAY_PATH:V190:C,V190,C,210,HOLSU,RP,ASOYA,,POINT:FIX:HOLSU:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11853
AWY_OCC:V190:C:220,AIRWAY_PATH:V190:C,V190,C,220,ASOYA,RP,OWUPO,,POINT:FIX:ASOYA:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11854
AWY_OCC:V190:C:230,AIRWAY_PATH:V190:C,V190,C,230,OWUPO,RP,DHT,,POINT:FIX:OWUPO:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11855
AWY_OCC:V190:C:240,AIRWAY_PATH:V190:C,V190,C,240,DHT,VORTAC,REPPA,MMB,POINT:NAVAID:DHT:VORTAC:US:TX:DALHART,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11856
AWY_OCC:V190:C:250,AIRWAY_PATH:V190:C,V190,C,250,REPPA,RP,MMB,,POINT:FIX:REPPA:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11857
AWY_OCC:V190:C:260,AIRWAY_PATH:V190:C,V190,C,260,MMB,VORTAC,TUZXY,CARON,POINT:NAVAID:MMB:VORTAC:US:OK:GAGE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11858
AWY_OCC:V190:C:270,AIRWAY_PATH:V190:C,V190,C,270,TUZXY,RP,CARON,,POINT:FIX:TUZXY:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11859
AWY_OCC:V190:C:280,AIRWAY_PATH:V190:C,V190,C,280,CARON,RP,FIRET,FIRET,POINT:FIX:CARON:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11860
AWY_OCC:V190:C:290,AIRWAY_PATH:V190:C,V190,C,290,FIRET,RP,PER,PER,POINT:FIX:FIRET:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11861
AWY_OCC:V190:C:300,AIRWAY_PATH:V190:C,V190,C,300,PER,VORTAC,IDLUY,BVO,POINT:NAVAID:PER:VORTAC:US:OK:PONCA_CITY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11862
AWY_OCC:V190:C:310,AIRWAY_PATH:V190:C,V190,C,310,IDLUY,RP,JIPMA,,POINT:FIX:IDLUY:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11863
AWY_OCC:V190:C:320,AIRWAY_PATH:V190:C,V190,C,320,JIPMA,RP,BVO,,POINT:FIX:JIPMA:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11864
AWY_OCC:V190:C:330,AIRWAY_PATH:V190:C,V190,C,330,BVO,VOR/DME,,,POINT:NAVAID:BVO:VOR/DME:US:OK:BARTLESVILLE,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,11865
AWY_OCC:V191:C:10,AIRWAY_PATH:V191:C,V191,C,10,TOY,VORTAC,OREPE,AXC,POINT:NAVAID:TOY:VORTAC:US:IL:TROY,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,11866
AWY_OCC:V191:C:20,AIRWAY_PATH:V191:C,V191,C,20,OREPE,RP,DAYRE,,POINT:FIX:OREPE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11867
AWY_OCC:V191:C:30,AIRWAY_PATH:V191:C,V191,C,30,DAYRE,RP,PANAE,,POINT:FIX:DAYRE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11868
AWY_OCC:V191:C:40,AIRWAY_PATH:V191:C,V191,C,40,PANAE,RP,AXC,,POINT:FIX:PANAE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11869
AWY_OCC:V191:C:50,AIRWAY_PATH:V191:C,V191,C,50,AXC,VORTAC,MOCEL,RBS,POINT:NAVAID:AXC:VORTAC:US:IL:DECATUR,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11870
AWY_OCC:V191:C:60,AIRWAY_PATH:V191:C,V191,C,60,MOCEL,RP,BLLUE,,POINT:FIX:MOCEL:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11871
AWY_OCC:V191:C:70,AIRWAY_PATH:V191:C,V191,C,70,BLLUE,RP,LODGE,,POINT:FIX:BLLUE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11872
AWY_OCC:V191:C:80,AIRWAY_PATH:V191:C,V191,C,80,LODGE,RP,TARPE,,POINT:FIX:LODGE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11873
AWY_OCC:V191:C:90,AIRWAY_PATH:V191:C,V191,C,90,TARPE,RP,RBS,,POINT:FIX:TARPE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11874
AWY_OCC:V191:C:100,AIRWAY_PATH:V191:C,V191,C,100,RBS,VOR/DME,NEWTT,NEWTT,POINT:NAVAID:RBS:VOR/DME:US:IL:ROBERTS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11875
AWY_OCC:V191:C:110,AIRWAY_PATH:V191:C,V191,C,110,NEWTT,RP,JESOG,BOJAK,POINT:FIX:NEWTT:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11876
AWY_OCC:V191:C:120,AIRWAY_PATH:V191:C,V191,C,120,JESOG,RP,BOJAK,,POINT:FIX:JESOG:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11877
AWY_OCC:V191:C:130,AIRWAY_PATH:V191:C,V191,C,130,BOJAK,RP,LISKE,OBK,POINT:FIX:BOJAK:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11878
AWY_OCC:V191:C:140,AIRWAY_PATH:V191:C,V191,C,140,LISKE,RP,OBK,,POINT:FIX:LISKE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11879
AWY_OCC:V191:C:150,AIRWAY_PATH:V191:C,V191,C,150,OBK,VOR/DME,WIPED,BAE,POINT:NAVAID:OBK:VOR/DME:US:IL:NORTHBROOK,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11880
AWY_OCC:V191:C:160,AIRWAY_PATH:V191:C,V191,C,160,WIPED,RP,BONOT,,POINT:FIX:WIPED:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11881
AWY_OCC:V191:C:170,AIRWAY_PATH:V191:C,V191,C,170,BONOT,RP,BAE,,POINT:FIX:BONOT:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11882
AWY_OCC:V191:C:180,AIRWAY_PATH:V191:C,V191,C,180,BAE,VOR/DME,CORIR,OSH,POINT:NAVAID:BAE:VOR/DME:US:WI:MILWAUKEE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11883
AWY_OCC:V191:C:190,AIRWAY_PATH:V191:C,V191,C,190,CORIR,RP,OSH,,POINT:FIX:CORIR:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11884
AWY_OCC:V191:C:200,AIRWAY_PATH:V191:C,V191,C,200,OSH,VOR/DME,EYITI,RHI,POINT:NAVAID:OSH:VOR/DME:US:WI:OSHKOSH,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11885
AWY_OCC:V191:C:210,AIRWAY_PATH:V191:C,V191,C,210,EYITI,RP,BIPID,,POINT:FIX:EYITI:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11886
AWY_OCC:V191:C:220,AIRWAY_PATH:V191:C,V191,C,220,BIPID,RP,CHURP,,POINT:FIX:BIPID:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11887
AWY_OCC:V191:C:230,AIRWAY_PATH:V191:C,V191,C,230,CHURP,RP,USERS,,POINT:FIX:CHURP:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11888
AWY_OCC:V191:C:240,AIRWAY_PATH:V191:C,V191,C,240,USERS,RP,ZITOD,,POINT:FIX:USERS:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11889
AWY_OCC:V191:C:250,AIRWAY_PATH:V191:C,V191,C,250,ZITOD,RP,PEPVY,,POINT:FIX:ZITOD:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11890
AWY_OCC:V191:C:260,AIRWAY_PATH:V191:C,V191,C,260,PEPVY,RP,RHI,,POINT:FIX:PEPVY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11891
AWY_OCC:V191:C:270,AIRWAY_PATH:V191:C,V191,C,270,RHI,VOR/DME,CESSI,IWD,POINT:NAVAID:RHI:VOR/DME:US:WI:RHINELANDER,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11892
AWY_OCC:V191:C:280,AIRWAY_PATH:V191:C,V191,C,280,CESSI,RP,IWD,,POINT:FIX:CESSI:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11893
AWY_OCC:V191:C:290,AIRWAY_PATH:V191:C,V191,C,290,IWD,VOR/DME,CEVLU,DLH,POINT:NAVAID:IWD:VOR/DME:US:MI:IRONWOOD,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11894
AWY_OCC:V191:C:300,AIRWAY_PATH:V191:C,V191,C,300,CEVLU,RP,WASPS,,POINT:FIX:CEVLU:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11895
AWY_OCC:V191:C:310,AIRWAY_PATH:V191:C,V191,C,310,WASPS,RP,NOYIC,,POINT:FIX:WASPS:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11896
AWY_OCC:V191:C:320,AIRWAY_PATH:V191:C,V191,C,320,NOYIC,RP,HUGRA,,POINT:FIX:NOYIC:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11897
AWY_OCC:V191:C:330,AIRWAY_PATH:V191:C,V191,C,330,HUGRA,RP,LAZNU,,POINT:FIX:HUGRA:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11898
AWY_OCC:V191:C:340,AIRWAY_PATH:V191:C,V191,C,340,LAZNU,RP,MASWE,,POINT:FIX:LAZNU:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11899
AWY_OCC:V191:C:350,AIRWAY_PATH:V191:C,V191,C,350,MASWE,RP,DLH,,POINT:FIX:MASWE:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11900
AWY_OCC:V191:C:360,AIRWAY_PATH:V191:C,V191,C,360,DLH,VORTAC,HIB,HIB,POINT:NAVAID:DLH:VORTAC:US:MN:DULUTH,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11901
AWY_OCC:V191:C:370,AIRWAY_PATH:V191:C,V191,C,370,HIB,VOR/DME,GPZ,GPZ,POINT:NAVAID:HIB:VOR/DME:US:MN:HIBBING,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11902
AWY_OCC:V191:C:380,AIRWAY_PATH:V191:C,V191,C,380,GPZ,VOR/DME,,,POINT:NAVAID:GPZ:VOR/DME:US:MN:GRAND_RAPIDS,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,11903
AWY_OCC:V192:C:10,AIRWAY_PATH:V192:C,V192,C,10,CMI,VORTAC,NEWMY,TTH,POINT:NAVAID:CMI:VORTAC:US:IL:CHAMPAIGN/URBANA,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,11904
AWY_OCC:V192:C:20,AIRWAY_PATH:V192:C,V192,C,20,NEWMY,RP,BLANO,,POINT:FIX:NEWMY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11905
AWY_OCC:V192:C:30,AIRWAY_PATH:V192:C,V192,C,30,BLANO,RP,TTH,,POINT:FIX:BLANO:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11906
AWY_OCC:V192:C:40,AIRWAY_PATH:V192:C,V192,C,40,TTH,VORTAC,CLOTT,VHP,POINT:NAVAID:TTH:VORTAC:US:IN:TERRE_HAUTE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11907
AWY_OCC:V192:C:50,AIRWAY_PATH:V192:C,V192,C,50,CLOTT,RP,VHP,,POINT:FIX:CLOTT:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11908
AWY_OCC:V192:C:60,AIRWAY_PATH:V192:C,V192,C,60,VHP,VORTAC,,,POINT:NAVAID:VHP:VORTAC:US:IN:INDIANAPOLIS,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,11909
AWY_OCC:V193:C:10,AIRWAY_PATH:V193:C,V193,C,10,TVC,VOR/DME,SKIPR,PLN,POINT:NAVAID:TVC:VOR/DME:US:MI:TRAVERSE_CITY,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,11910
AWY_OCC:V193:C:20,AIRWAY_PATH:V193:C,V193,C,20,SKIPR,RP,TIDDU,,POINT:FIX:SKIPR:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11911
AWY_OCC:V193:C:30,AIRWAY_PATH:V193:C,V193,C,30,TIDDU,RP,ADENO,,POINT:FIX:TIDDU:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11912
AWY_OCC:V193:C:40,AIRWAY_PATH:V193:C,V193,C,40,ADENO,RP,IROTO,,POINT:FIX:ADENO:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11913
AWY_OCC:V193:C:50,AIRWAY_PATH:V193:C,V193,C,50,IROTO,RP,LORIW,,POINT:FIX:IROTO:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11914
AWY_OCC:V193:C:60,AIRWAY_PATH:V193:C,V193,C,60,LORIW,RP,PLN,,POINT:FIX:LORIW:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11915
AWY_OCC:V193:C:70,AIRWAY_PATH:V193:C,V193,C,70,PLN,VORTAC,PINES,SSM,POINT:NAVAID:PLN:VORTAC:US:MI:PELLSTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11916
AWY_OCC:V193:C:80,AIRWAY_PATH:V193:C,V193,C,80,PINES,RP,SIGOE,,POINT:FIX:PINES:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,11917
